"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016"
33,17714,16761,15221,9711,11369,3000,18525,6492,4815,3327,10956,16067,11505,4450,17252,2607
34,18331,10283,4790,1516,18008,6686,17373,5282,4586,5618,12231,2084,1099,15745,4603,8525
35,8148,9674,394,4721,10260,19887,18210,19110,16932,1607,19655,11052,4396,13628,3457,5157
36,12652,11751,1663,8922,14096,17417,16823,13209,4087,13665,16265,8743,9993,12898,12193,17047
37,14538,1634,16907,11356,17394,7319,1727,6090,18573,7565,997,1335,1800,17563,9692,12188
38,14650,15875,6168,14466,865,14225,3373,5760,8880,5773,11084,8016,19791,3616,14416,425
39,17808,4861,18637,6293,5960,17614,16987,804,19428,7586,4917,12299,8553,8344,16877,19478
40,1575,11633,10407,8925,9843,4532,18969,18028,19668,1557,8394,6208,5769,16176,5650,7409
41,19822,5611,19996,9806,10485,1806,4944,10008,5609,10252,1332,5125,16181,4974,4304,4807
42,13239,8631,7504,5481,15578,408,4854,12876,2379,12133,16191,9665,15059,19230,13738,9846
43,5923,14677,13851,2549,5218,10296,3938,19971,1443,17585,18742,4962,2113,386,8054,2530
44,10533,13843,1437,5460,8661,17487,225,18377,4579,4478,1555,737,19198,1921,11624,11604
45,16872,2429,17202,8843,6907,372,19415,13037,1281,6184,19365,7115,13909,4874,10960,2819
46,7022,1244,8384,19526,12917,4465,12091,10345,14174,4622,2867,10610,7293,17188,9001,6520
47,18078,6738,1035,7521,13042,11893,14559,7745,8031,10239,6843,18316,12693,5542,14944,13795
48,1044,17634,5389,8531,503,6456,19177,13022,4045,16982,13585,13117,5800,2505,1621,1837
49,3829,18430,8871,4644,5110,16549,4097,15405,7272,10571,6455,5100,1057,6702,3485,13977
50,7622,2953,10635,18538,6811,9068,18292,16804,7034,4952,17882,16205,11868,8747,14816,9291
51,9437,4515,456,8887,19501,19660,6714,3515,6822,9513,5958,13870,7369,11636,6953,9050
52,276,539,3439,2717,14128,11108,15455,12573,3025,1655,7866,1663,7969,10750,19187,12496
53,10853,5711,13209,15544,9644,4830,10976,3910,2974,13310,5543,14806,7307,12505,14517,8455
54,1125,15764,2393,2649,13318,1419,14106,18662,12550,16620,11466,1308,7329,4684,9750,2398
55,1142,1640,18292,10246,10742,19155,4834,17865,12860,18426,4770,12697,2607,7660,12505,19860
56,1206,15134,16882,6081,15161,611,11676,4640,5908,15498,12276,13406,10059,8728,19278,1056
57,2951,16809,17155,6007,7592,2283,6986,10438,10484,16277,10837,7659,17765,3943,17294,12486
58,8088,741,1675,8893,5282,1780,14549,11665,13291,6978,234,5175,2891,15158,8902,2282
59,14009,17833,17545,6620,19989,6059,8185,3619,918,18361,11688,1297,9316,11097,7917,15300
60,6538,4058,4368,4912,7848,13587,7054,7327,18746,5266,14687,6380,2689,7638,17551,6480
61,5972,1974,16495,2498,630,9996,2013,4657,8731,8994,8449,5638,5816,11067,18551,11561
62,17808,11311,9921,2525,16411,2024,2151,12273,14574,18617,11563,9754,17548,4415,9356,3560
63,11331,19136,326,15883,11633,12181,12813,13530,2392,14133,11653,16149,11429,15751,5558,11218
64,3290,17111,17224,5603,365,13615,8134,14498,12055,10315,6136,19411,3515,9857,16203,6003
65,8123,3157,18172,19676,2798,15259,274,16532,16928,4732,19404,16942,17335,513,16869,14295
66,12779,1810,17708,6559,14219,3742,4528,786,17906,15420,2134,10537,12528,8458,8126,5425
67,9088,3136,9958,3111,14135,19702,4547,8900,10923,19352,8607,16626,13779,12932,11769,7088
68,10342,18180,11963,4790,6468,16124,11673,3153,9688,11162,11755,16939,6780,7690,6121,13750
69,17166,935,8522,10377,1493,4722,2612,7258,11104,4630,11031,251,10571,1819,2000,14527
70,12946,9148,3747,14576,12095,12665,10425,9033,6679,17671,10406,15124,8494,1735,17467,6098
71,15566,10466,14984,314,8469,14667,19878,783,6993,2299,16299,15333,19691,13395,6486,8055
72,13820,18632,10806,11702,6665,12086,6322,17188,13308,13198,13500,19604,4175,16561,2215,5612
73,2900,775,6067,11647,12702,12998,9179,19636,9456,11642,5569,19778,10687,12870,17112,3574
74,19718,17460,15680,7566,12115,10136,6767,15276,8550,17097,14606,14221,16873,16732,1716,15773
75,11378,15335,13499,8147,8000,16978,1719,8815,10278,8476,7371,904,15078,10787,12317,19464
76,9200,7195,13111,15652,18977,11803,8937,7883,15423,16464,4762,18074,6523,8043,9274,8409
77,8224,6186,5283,14172,16157,14036,15016,860,12909,12666,8973,11167,3746,17394,14797,439
78,9429,17990,12217,2861,15700,8269,13438,3143,6928,2338,12715,18954,15728,18904,7704,18269
79,8923,13113,15939,7704,2758,15732,9107,19746,9002,11814,19754,10230,18946,9554,208,16804
80,5713,16835,2579,17527,8369,11652,19803,14939,7752,1448,10858,5608,7118,13022,18571,7277
81,11468,17059,5624,15552,5265,18864,9103,9383,11678,7949,11489,19113,13926,16347,3339,9251
82,5134,19078,4856,19939,15833,8671,3411,18793,8949,6661,1997,907,18865,15865,14618,8235
83,8717,1124,17827,4272,19399,16199,10207,14125,11203,11572,13652,14170,4616,4580,2590,8967
84,8378,7121,11441,12572,5505,6736,19716,3754,15360,14293,1588,3072,1428,10155,3450,12652
85,12758,4849,2736,12151,155,609,8461,13255,19788,4886,12543,17611,16234,9451,11308,7216
86,19722,15220,13953,5184,17429,13556,14853,14301,12949,16516,19986,4216,9492,3145,5109,290
87,17606,19978,19081,11900,10663,9495,2518,856,17105,9133,8778,13536,19928,17744,11360,13338
88,10177,2364,9382,1758,14879,12409,13979,14884,779,2856,8191,3428,4436,7163,10066,8245
89,2965,17402,7205,8889,17244,18274,11362,4556,13498,602,1760,16509,7413,5360,3733,16755
90,1534,9339,4560,8860,3139,6537,15138,1674,8922,14097,3369,10013,9401,4197,3236,7446
91,10895,1576,6497,2243,4077,7678,15013,17841,14929,11271,1189,3067,5585,3644,16701,8368
92,9641,9942,17577,8188,6633,2170,18551,12200,9358,10476,8799,3588,16572,12218,2132,7532
93,6442,8237,5686,691,6160,10538,2112,1836,19923,1685,6376,11982,5094,884,17039,19008
94,2210,18534,18799,13381,18444,18637,1337,5300,14326,13049,17871,9791,7212,14303,3098,7001
95,10066,12262,6219,5525,19218,2544,588,15415,4788,5941,9273,13453,13109,7779,11306,19577
96,11807,18218,4794,3877,7288,1345,10456,16086,9418,3566,5581,15407,10698,6125,1365,17150
97,4709,13690,2947,17062,3427,18528,4904,15782,14191,8968,9056,8337,581,11087,19353,415
98,14479,3338,12328,18916,13834,17637,3236,1331,16025,3072,3606,15008,13306,13783,6659,12071
99,387,3831,12552,6515,12321,13964,17824,6283,5766,10451,6666,11716,5211,12786,6517,13958
100,3632,17413,8245,19715,10216,17544,14451,12061,3333,15923,17412,15716,12106,13171,10623,949
101,4038,18322,12398,4070,12133,349,8408,12982,2157,5591,9289,18715,11996,299,2341,12967
102,10175,18900,6990,11742,4896,341,18507,9697,11354,10285,1820,16220,737,11759,6325,17956
103,1729,11226,11565,15568,3565,5154,2970,6270,13855,7353,2803,18317,13410,15865,7484,4538
104,19873,15706,2878,17810,16677,18601,18803,15536,10797,15878,7209,10607,18211,13402,12839,7209
105,2633,19165,6480,11420,13334,17205,17500,16403,19057,8807,14320,13483,4991,7187,16826,12381
106,9710,144,14440,18072,12870,8770,19252,2339,1798,7684,13824,867,6354,4981,1543,18976
107,9445,4624,2761,414,7214,3772,19132,19565,6810,3416,10670,10760,13468,16504,3699,15814
108,6413,2289,17727,9161,10227,10635,8385,16242,16986,7032,9357,10064,9231,15270,10229,8328
109,6188,8296,17796,11389,17705,4434,18502,13998,1442,11233,1697,13995,6491,2816,11871,17369
110,12992,5458,6358,17261,6788,16236,16694,11712,15513,6099,16101,9894,7618,10185,11726,7220
111,3977,6515,10696,10009,13901,5660,1160,4343,12554,18937,9208,19073,12064,14627,3109,3291
112,6511,14671,18338,8008,6193,18740,7185,6141,12925,6327,16992,1635,9489,17460,6825,14868
113,15867,10217,12656,18421,15181,11015,10103,3538,19002,6916,14435,9394,1576,15003,14119,11398
114,4552,8451,8774,4190,17732,18252,3153,10705,2331,12230,18892,7856,8959,19731,15753,218
115,6295,10964,2684,17082,403,7730,6689,4188,19656,13256,15703,10354,6349,7010,15468,16514
116,6553,11308,5511,13764,11938,16978,5954,1523,2408,2388,10879,2700,4769,2390,13804,16504
117,19776,13789,5252,2493,10002,6456,9898,17837,12094,3617,7642,2164,17058,3099,9846,9367
118,3039,16491,8039,4753,19932,4822,11954,4399,17133,17467,7051,5753,14039,9779,8154,4852
119,16447,19860,14346,11430,8689,10410,3594,17642,9449,14688,12993,14710,19558,1407,19813,14061
120,5585,1939,5612,17064,18020,14208,14662,17861,16663,15595,13590,4168,17154,5667,7544,14276
121,2290,14893,9312,19364,7735,12350,15395,5875,7150,5900,9472,9901,2328,5824,9484,7419
122,4622,6898,10242,13591,9826,8580,16410,1981,17372,17338,5710,10180,6273,16276,10855,13319
123,4391,15331,12568,2700,13279,5712,12230,7662,14888,8741,1194,5988,14481,896,1991,14849
124,1412,7361,3540,19900,14199,12313,1631,13458,12647,955,15348,1218,17789,10840,8946,7498
125,412,17173,9539,13378,18171,7784,2012,9134,3028,19966,1696,14549,14344,1736,13135,8911
126,6405,16071,5538,15758,8115,11396,13409,10428,11682,986,17867,7243,4916,6880,5699,6054
127,4436,19010,8827,1907,1457,7004,12214,2306,1965,13557,8226,7642,8222,7507,1868,17033
128,14928,16074,8203,17815,15898,11680,5836,13098,3464,17366,15544,16182,16618,3390,19760,7565
129,6379,15895,9789,16944,18599,18790,16855,1892,7297,1978,4705,4725,19385,13349,15214,14750
130,16085,17969,11686,17956,981,5395,18912,11892,19332,11590,3874,14875,5403,2903,5231,3754
131,17227,16704,2996,3226,9292,19331,9028,8312,11188,17986,14623,6885,3845,15040,17911,928
132,6447,384,15388,9477,2033,644,18729,12562,16860,13142,4830,10014,4438,17843,19725,470
133,13422,12804,5076,12834,18620,7011,14216,6836,7697,882,6574,3954,19334,4319,2553,10616
134,18666,8853,16221,10229,15684,11610,17313,4377,15698,3847,3161,10083,6774,17172,17810,7748
135,4738,18849,18360,2900,11161,6405,11071,7027,19768,6660,8649,15584,18312,11252,10070,16614
136,19852,1948,678,889,13776,4772,5969,18065,449,8896,4920,10488,3725,8112,9020,4012
137,18283,12524,17949,11471,7541,19599,16638,16957,2560,15470,14450,12349,14337,6710,4831,19439
138,3472,11049,19397,7979,18046,3697,14807,15672,3063,2809,15168,426,1231,13707,11223,13948
139,19320,17207,5663,15075,10301,16363,10110,4187,15057,8147,18935,3872,16541,11205,5789,12933
140,18999,14651,14793,17089,5670,3062,9223,1542,8012,147,8477,9233,11184,14018,1507,19503
141,16485,17722,18843,14547,16382,5913,1822,10872,5913,11626,7085,18153,11411,11315,1152,19068
142,12711,1668,19924,5936,2657,6442,6057,2644,19778,232,7089,17868,17481,18394,19540,18776
143,18417,17748,7444,9112,5153,12581,10542,6420,16178,2441,15885,11745,9908,1713,16818,17967
144,14004,7445,18860,1687,1715,11934,17617,10152,6205,18457,9985,11136,11124,5882,1051,16881
145,3946,9868,2341,18738,2530,11601,11629,19892,8076,4126,15948,6213,19168,5439,4791,10552
146,14957,11777,13306,6224,12759,328,3619,4396,13654,6655,19950,508,13254,2532,13324,16557
147,4116,5098,17590,12878,18006,8145,12594,12987,6291,16278,14564,335,19275,10289,11284,8809
148,16149,7076,8762,14986,8868,5127,7217,14040,6496,17951,1558,18565,17149,469,11155,15129
149,16435,11468,8393,13702,18373,5061,3653,16299,6010,4695,8932,13052,2755,3575,15066,15309
150,15945,8967,16833,12310,495,18181,2989,4731,4426,16533,3770,9389,5960,11686,15073,703
151,16315,4215,19207,15451,3022,17547,16825,7304,3186,13910,8626,5751,8351,13080,15332,11802
152,6723,15354,16216,15945,3535,16713,12919,3637,14841,7741,4139,1255,9101,14777,19674,18992
153,2967,8934,12285,6723,12038,7814,378,679,3413,13584,18772,8397,5400,17742,9256,19839
154,12049,4084,14862,10801,7204,18233,17779,13093,18562,9926,14713,16532,14906,1517,8811,9664
155,3191,15076,11778,12464,5206,13224,17426,1792,10696,11863,17709,6869,11050,10895,19713,14334
156,10582,15834,8346,14689,15864,18659,427,5745,9303,7876,15852,7002,18523,9710,1731,9758
157,12757,10008,7929,7859,13640,15379,15879,13337,18237,952,10468,12048,9502,10520,4799,12902
158,1589,17062,12967,16937,16362,9085,9871,3124,12812,8762,3740,10662,16004,4434,19316,13839
159,194,5102,9287,9572,9414,3793,6620,2778,290,15347,211,3252,3873,5219,13866,18959
160,5202,14003,150,5638,12542,12593,3473,13290,15637,14050,6562,12263,12355,10950,1049,8214
161,6087,10961,9408,6192,5275,14954,4374,12029,16901,9464,3267,8028,3367,5345,10064,6296
162,16436,13934,1967,8502,11085,8047,14357,8882,1480,13421,12506,12142,10676,15544,6589,4592
163,14043,16554,18262,7204,4524,19147,1860,18558,9336,11432,9678,18740,15156,3867,16947,14960
164,10734,13069,15215,1101,1150,16687,8764,5844,17148,17729,9318,6783,14956,1602,2379,9150
165,19933,5503,10538,4238,6852,930,8590,19669,18441,12592,11741,4874,12709,14811,4389,4667
166,11498,1912,4603,19884,579,5975,1171,18545,19123,8304,6858,18877,13865,2395,16032,18054
167,5659,3477,13843,19672,1336,7489,10227,19652,12570,18573,10253,16034,16316,15199,8341,14364
168,11716,19620,1688,4687,6899,16417,11458,13031,4581,7652,12770,14802,11746,2155,10591,3752
169,11631,8191,12990,557,17036,13726,16203,3972,17540,3840,582,773,8066,19492,12309,18216
170,7206,3031,2823,10025,12685,7263,6163,19736,17761,15862,12676,6777,316,14577,18571,1110
171,6272,1906,10936,6388,7774,8757,4612,8202,6642,5176,16706,11071,10688,8701,18859,4262
172,6193,1572,338,18681,3246,14219,12737,18768,17020,7146,10633,4624,11262,3252,13498,450
173,18972,1740,15296,18722,19145,10911,12896,9826,19173,2951,5592,1837,4531,10870,6613,6796
174,7508,4370,18094,1791,3410,5597,10111,1302,19135,5715,6416,4274,15372,10908,14429,16850
175,3292,15230,10268,16033,17731,3384,11799,16833,12105,3891,10758,12953,389,14584,19272,15431
176,2100,6771,9399,7438,14587,1440,8052,19785,9409,18099,2076,6623,6722,10685,15746,11050
177,11805,7528,12288,17314,11201,10893,14596,7185,13262,15452,14489,3391,6412,16826,2312,1308
178,10180,12129,3972,16073,5934,6077,14595,416,6489,7912,181,5131,3220,11786,19003,17480
179,17334,13037,18572,14494,16955,6380,7559,9079,3409,10755,6016,19446,11314,13980,17418,9684
180,12813,18294,3642,5335,19864,9186,5174,4376,9676,8255,9750,1507,11523,8741,1134,7904
181,5439,12193,8819,4684,9832,13732,6711,7038,13746,10426,5151,11603,11879,8328,15963,16179
182,10922,4934,15102,10405,17347,16152,5318,16590,9526,18270,11734,7495,19466,2750,6284,11996
183,14998,3393,17132,1316,18875,15688,187,16814,8745,15753,16820,8551,8895,14587,13153,8601
184,18054,11994,14634,7530,13289,13513,12711,11394,10727,9624,348,7645,136,19993,9446,10133
185,10019,3954,4138,15519,8988,18904,15407,2284,4290,12526,16770,10213,6265,9396,3920,17659
186,3914,15064,3174,7361,13145,6054,14190,11756,12356,16224,1584,757,12536,4806,13913,8325
187,1073,3591,3695,17776,1289,10131,11170,15719,756,15806,4241,12235,18288,1226,2771,867
188,5881,15116,11914,11133,18507,2500,1957,9158,5913,4484,14877,11586,16896,6685,13932,11543
189,17167,15001,6516,19002,5314,13970,4149,15960,1711,9637,4318,6182,19590,11572,1158,13980
190,12492,12964,14395,19660,12983,10126,17969,12716,18809,9817,18240,4378,17252,3761,10063,3432
191,9461,1132,14858,8327,13615,17827,17691,4641,424,19839,10071,10079,5610,12539,8450,13165
192,14491,15157,8373,16660,19542,18065,18375,7648,6460,15490,17331,1643,6146,18094,2370,6988
193,17193,19597,2539,225,19525,8142,19420,3577,11295,12654,11683,13836,14736,4775,5030,12557
194,5348,17669,16962,15145,14272,14148,7061,1749,10953,2201,17925,13957,6743,15052,14621,15413
195,13820,4971,14944,6879,5859,334,12924,15830,7414,12330,15819,5439,4889,1334,7272,1911
196,15435,8703,13009,15199,2366,16347,14845,13370,11659,8518,2196,1124,3989,14120,10134,3423
197,2615,4652,4547,12383,3454,17539,19937,13989,1307,1073,9962,3572,9036,14188,11189,18776
198,10224,8891,17782,9460,1137,1865,19715,12154,2731,10717,721,18747,3641,14493,18278,16720
199,13814,5341,14717,11265,13136,5325,6834,17864,8461,19312,15035,19158,10182,1929,437,12001
200,12904,9632,2568,5347,3939,10514,8071,19657,3629,6939,10822,5249,18732,11150,14534,14749
201,9044,3243,11097,8059,5211,2508,7396,11299,1772,6063,4166,932,11028,2125,13686,1317
202,2184,5261,2965,10686,18911,17477,6066,18771,15033,13467,4363,12725,13577,14427,18554,18176
203,17336,13777,7464,4799,8080,1931,9762,7735,8271,6086,16462,15485,13592,12751,18000,4325
204,11080,5069,118,19621,8129,19915,12084,19446,18740,18015,3590,18287,10313,1026,4932,16522
205,18144,17429,18272,10866,1435,11110,6042,4250,10752,16241,7327,14350,11112,10799,8285,3205
206,14678,13139,8093,2324,15369,9981,15411,1931,7770,18865,9973,9331,1316,601,18915,8286
207,18778,18985,5421,12858,13482,4382,5768,3312,11813,2984,1437,5233,3309,2143,4380,10196
208,2357,13731,5724,12141,717,8177,1941,19212,13779,14801,12560,17602,12512,8313,9150,15863
209,12418,332,4303,12479,9537,4403,14129,7382,17049,2750,2238,17426,9813,12171,15521,12621
210,2540,10747,818,18026,5245,19740,9036,17972,1294,11594,1981,13126,2292,1212,17266,2322
211,2705,19201,16566,956,19576,6636,14176,18423,10942,5847,13602,15411,18915,8001,4045,14367
212,15286,6988,15673,5645,8623,10347,3606,15052,3032,14191,11583,17208,19889,16853,243,8250
213,14768,7747,18754,17987,15118,723,14635,10055,16970,13804,18383,13967,3673,16474,17947,18083
214,6227,11157,15227,11946,13434,5836,3456,17662,19955,3865,17236,6527,17832,7240,19227,7624
215,7158,1063,2448,17492,19523,2892,2912,284,10381,4087,10342,13507,819,19871,15565,13635
216,10006,656,2930,11121,15073,14849,440,1475,13604,3329,2248,18380,1098,5669,15390,6179
217,3891,3160,13888,16983,8409,10206,16245,18043,1094,14268,2470,10048,15294,12693,6431,118
218,4897,10972,4692,263,359,18354,1270,5091,14315,5786,18142,11998,7067,13462,1596,5077
219,7431,12116,18068,16634,10983,7929,4494,6818,19192,12528,3022,5590,7851,5068,19506,18345
220,3643,18347,10675,6316,1716,3444,16261,17571,8302,5987,13353,10669,17657,12689,19501,5013
221,7489,2134,4720,8878,9142,11951,4368,7424,19693,2926,1719,13712,7720,6631,18523,17887
222,15055,6143,16782,7854,11979,16438,3989,3379,11276,10941,1576,187,6894,14424,13589,17867
223,13889,5292,13275,5032,12994,7936,7074,18387,5506,14645,19103,10414,15356,18769,5830,17268
224,19017,17320,1749,14311,4030,19717,14644,13165,4057,15645,11411,6233,13044,18498,8192,5402
225,15411,3402,8180,15962,2377,8689,2805,4439,16080,8696,15368,14302,2564,18284,2016,17246
226,3912,18319,4590,3897,4090,1196,16509,19344,3768,18491,7239,19418,2572,13576,15963,13911
227,2413,1461,4133,9363,13255,2122,8389,16687,16349,7851,6284,9628,13787,9896,9165,17209
228,397,10313,5053,14876,2297,3018,7277,19424,13538,9424,13789,888,17853,11463,10208,2946
229,15487,1992,3623,18150,11725,4253,4613,12409,15061,1081,12914,5377,18733,7958,9327,19152
230,391,132,19755,13119,1078,4336,772,465,11282,15318,12855,17785,844,17192,10986,6187
231,3702,7156,4263,16567,11924,9564,3216,1191,10875,2677,9289,5072,10594,14429,6970,5996
232,16482,14134,10335,10529,9031,2595,11500,11438,4385,2868,10180,14704,5535,1350,4079,5246
233,7384,19659,13475,16393,16096,13124,14809,16730,18200,1913,8893,10678,8645,4885,5625,368
234,7455,17112,4958,7592,19479,8331,1557,3732,8822,11965,6750,5369,3129,9225,304,15223
235,15826,7765,12871,9880,14960,746,4681,2376,7269,19679,10608,1055,6925,870,5141,7796
236,18917,19640,12654,17804,17106,17813,12743,346,10305,7568,5883,13776,12018,6711,10751,10226
237,6450,17398,1284,10445,10589,19447,3349,18701,10127,11387,19522,6528,3744,4454,7239,14569
238,4626,6093,1834,10048,6666,3229,8494,11963,5397,17913,16875,3588,2594,7693,7631,7358
239,4772,10167,13087,6879,5192,9626,6157,15807,6290,1087,15677,12647,4577,16624,18054,2911
240,7026,8981,15803,18478,8258,7186,6559,4864,11428,5732,16179,4776,2722,19787,4428,1361
241,3472,19773,15108,2889,11159,16655,17745,15538,8648,19718,5954,2506,149,18756,353,2827
242,9592,13329,16873,12132,16099,10119,4742,5869,12998,12578,12537,4269,11299,19723,1561,11280
243,2396,12490,17617,11945,3789,17023,6049,13647,11093,5170,18558,1329,17836,292,9300,13041
244,5430,532,8952,13841,9375,11935,2047,9168,659,19229,5375,11652,18977,16422,6609,3410
245,1049,11318,16260,10211,19459,19469,7839,13340,924,19590,5024,18031,18785,7073,15588,12047
246,19563,18482,15544,16922,18902,5216,19161,9739,11550,6363,589,3897,15014,5748,4493,10576
247,18385,2883,19104,309,15180,8702,18082,5848,19193,2208,3517,16327,14001,222,14272,1153
248,14467,5439,3228,15820,934,7938,1698,4410,10249,5023,16974,5375,18031,1141,11098,1524
249,7890,15713,438,10687,19186,4479,779,4379,3157,10870,19054,2367,19151,2531,8458,17293
250,18094,18271,3607,7361,6054,14419,3168,13735,2581,6414,17323,19204,16480,18777,8489,15685
251,19159,100,17152,8386,6688,10747,4721,12993,12895,10034,5073,5678,1105,8603,1816,2091
252,6040,7684,19777,4104,10706,6067,4378,3203,9351,18873,6400,8394,10196,19731,18634,8932
253,11897,12349,12704,12391,12104,15681,4708,7164,6081,16188,4969,10370,16462,5783,14702,1157
254,7719,18529,4547,2136,4891,17644,16859,8318,401,4409,17951,15093,2180,16712,19091,9416
255,6615,7676,8450,6888,553,6067,17401,15592,4581,3691,10904,16817,13458,422,9281,2905
256,16494,935,7408,172,18815,11560,15291,15804,1913,9208,5387,16994,14278,1721,9871,8497
257,7404,7857,3371,163,11530,7227,6188,18142,18020,5606,6954,4432,2013,7020,19974,8887
258,4018,6029,15738,13893,11699,11339,10526,19689,5527,7295,5917,1234,1719,6850,15342,8735
259,19044,15841,14754,2949,15554,19011,12024,15002,18376,13453,800,396,7848,17930,7059,2915
260,19392,12731,16095,11457,12489,17889,8883,3665,4117,7353,6505,3832,7017,3480,15526,13061
261,561,5001,16238,7623,17822,2251,17810,6886,6341,19002,15938,3984,4974,15493,12139,9638
262,17033,19838,13792,16531,16896,17120,18493,9836,10037,5965,8886,11285,9628,1395,14163,3522
263,19690,3691,8569,14070,2794,13731,10059,698,8343,4188,11791,7325,9749,6355,10731,18925
264,3408,1951,16217,19505,3283,2392,17199,8292,9596,15586,3495,19048,11936,17240,17494,476
265,16127,11713,12803,19400,2081,16178,4761,14568,9747,3910,19148,19830,3235,2347,19571,10284
266,4126,11176,13705,9614,10507,18188,19552,12710,6836,998,4725,610,18808,9406,18671,3497
267,12718,10905,18404,5861,1571,7426,12622,1321,15052,11962,9841,9485,18308,6650,6030,1818
268,2894,18670,7427,1815,16797,15597,4238,685,8347,10020,14629,15688,16126,15340,9207,13331
269,1338,7118,11169,18069,1056,919,8273,2416,11919,959,14658,14390,4862,7267,9114,6358
270,20000,9747,6558,9829,15886,11715,13969,18020,1156,1507,2985,4231,14429,13487,2022,14118
271,13071,6130,3022,2097,9642,15059,6858,9435,9567,8662,8152,6473,5370,11325,10580,10574
272,8153,16094,17864,13023,13024,1841,8945,18705,9893,3608,6892,7990,2947,4083,7751,451
273,2497,10644,441,10451,17552,3592,12359,6872,17934,11491,17844,6030,11652,6905,6450,10406
274,4811,1018,1741,11165,1971,165,14825,16703,13435,14237,19264,4842,16556,18143,14015,1372
275,13995,10808,16994,4438,6357,6009,13527,846,5076,8116,18134,5435,14702,8230,16972,1376
276,8046,17347,5346,5042,4257,12184,19167,18960,18920,8832,368,11520,2238,9691,16634,1723
277,3315,9402,2894,2205,19060,5943,1286,2684,17672,8218,2738,6208,1883,1815,9229,11745
278,3585,6505,1520,11795,15891,4705,9111,9527,6730,2869,19040,10568,8932,17432,462,2850
279,12817,16633,16767,15322,19893,867,19621,14900,3271,17038,17710,1632,3873,17888,17458,11456
280,17524,4647,8560,5680,5305,15129,3484,15836,9153,11759,9837,4413,15029,4012,8479,19716
