"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015"
33,10218,16940,19630,8943,7841,15382,12772,19252,9517,18358,4031,8223,12094,3231,3558
34,7808,953,2038,19264,16984,11457,15400,14456,11139,6971,10156,5098,13174,361,11850
35,17555,7519,2082,5330,7652,11290,13009,19147,3239,1669,10329,1928,17343,13575,636
36,12446,1807,517,7250,12634,17276,4089,18129,18344,8630,1946,19329,6226,16749,6719
37,13033,10054,13217,1158,10021,16730,13922,13655,18923,2002,14807,11152,17592,17747,9480
38,15880,745,10615,4445,9520,15945,18116,18611,6861,12722,16139,9146,13025,14034,14515
39,9913,12052,11003,2296,9004,19206,5586,7209,13401,7319,8783,17720,17919,10929,2667
40,15177,15072,13920,2579,14125,572,7798,15937,18520,17302,14549,6607,1138,17283,8480
41,2665,18461,12982,6861,1043,2147,17628,5508,18829,8470,14607,10540,18718,4382,16260
42,11284,1927,7206,18097,7894,18371,18575,15879,14501,11517,12044,1679,2025,14246,19642
43,5809,6849,16836,15278,3006,12013,1197,3549,7068,2995,9999,12762,6350,19616,4983
44,11662,11087,2014,971,13362,16561,2163,14190,10373,14918,12656,16698,18383,12460,19828
45,3982,899,9007,5407,18624,501,206,1190,17646,4371,11769,19718,3077,1161,18357
46,14649,16839,19715,16589,18085,6381,4895,12678,9278,10587,5472,17361,5509,16862,18962
47,9835,10256,14782,5738,11116,14877,16348,626,3468,4505,13771,148,1156,18136,14657
48,8402,2121,13559,3965,14903,12953,17984,541,3924,2963,868,19802,2686,13553,15199
49,329,18601,4653,4075,6149,14917,1471,13414,14043,16694,17719,1955,815,17920,4489
50,19035,17413,425,1491,13227,3567,11729,12597,16757,7627,9272,19973,19824,6891,16502
51,6615,9460,2230,2195,16717,2373,3633,8243,8862,19558,19427,2078,6853,12220,16100
52,19451,1214,5009,13708,8968,15550,17052,14027,7171,8905,3424,5862,12899,9103,11734
53,8313,3146,14811,19076,5583,11820,12541,6063,1527,4203,1955,18987,1462,14712,291
54,7039,19604,3438,10920,1176,4510,18498,5736,6699,6256,9695,6807,9165,16783,16171
55,4166,6709,8475,11897,8212,6140,654,17112,19890,2172,7719,15255,17681,8373,9693
56,2771,4868,10818,4654,2839,13078,6663,4128,16867,6850,10723,267,14658,16795,2534
57,9191,9161,8813,8569,14669,10086,15502,8415,10220,2693,13788,10639,14683,2682,19873
58,11651,19811,10961,2777,909,1849,15320,18527,11281,3565,1519,18290,14217,3096,10828
59,7357,9378,13196,2303,6745,9062,12232,685,16808,13110,3130,18253,8104,7653,14216
60,4041,1941,9858,15379,13494,4321,5996,5607,5839,12487,6856,13170,4304,17314,3311
61,15773,5600,1570,8129,4896,4312,13601,10853,5272,15256,18427,10156,5543,1001,13400
62,12431,13575,18630,15640,1767,5616,13855,12763,3261,17693,13302,7923,14451,1741,16972
63,18070,5439,5302,9872,6018,10161,19536,591,3019,16432,16731,15550,16788,14300,10901
64,10311,16983,11992,8546,3564,3198,15050,10932,1483,8797,3409,15201,18958,19491,16073
65,15085,11738,14153,4630,5809,8438,18837,12752,9582,18327,11881,14213,7448,1652,13737
66,14266,13676,1109,18410,18666,2761,2706,3961,10295,10781,11456,513,19304,18354,16339
67,6986,7912,4061,10181,4644,11506,16123,15920,18688,16989,3254,13026,8769,18232,19077
68,1409,1726,19603,19163,2610,10892,16867,8631,17366,9604,5956,13127,12918,1674,3640
69,15367,18784,15488,13716,10703,705,19427,15664,16487,16483,6640,3800,4088,1313,11117
70,15788,16156,18400,18162,18056,9137,18453,3299,15719,11247,19517,12142,10998,14683,8202
71,11661,4987,5681,8520,1003,16645,1966,525,10828,4664,17460,5525,19582,1489,18096
72,1146,5518,14325,3160,10897,11109,2104,4771,16006,2964,1090,1186,17155,6403,1824
73,1117,12458,19686,3103,4954,3582,4397,5909,14031,17445,11176,18005,852,5761,1323
74,4566,16498,8289,18452,17342,2600,7451,4469,9217,3591,19558,12897,4957,806,16418
75,9129,18777,15920,7850,11613,9186,11354,12504,8847,13542,3277,16646,8333,12037,14558
76,575,15892,2218,10636,7976,6939,6047,5893,4913,13924,12719,5958,11129,6609,18764
77,18942,3246,1893,5276,19937,11503,17283,1431,8622,8148,937,6373,16967,14959,227
78,1351,7873,655,6179,12175,18015,5601,1699,398,18825,2281,703,18539,19091,9077
79,16373,19356,14434,7613,6257,7856,8128,18107,2079,2506,9221,9170,4528,12397,2616
80,13615,14105,15605,5613,4404,18573,15277,5479,2107,7460,8236,11464,8512,4761,13672
81,7870,13966,4241,19496,3164,14563,17091,9957,1022,1514,14042,435,3951,7510,10473
82,10769,12006,10198,11386,3162,2344,4442,5443,6418,13507,17962,403,17724,1874,8373
83,9478,19852,2054,8575,5305,18800,2744,2937,17261,5530,11918,2239,5680,5356,16773
84,17413,19755,9864,14164,9862,7631,10709,6002,13114,9577,4584,1921,5063,18800,12215
85,17705,11265,5415,2188,6651,15242,13443,8073,17557,1263,17664,13292,3004,12178,3548
86,6105,19522,11411,1955,15496,2415,10874,16979,13934,4394,5665,4426,18120,17263,7309
87,3211,18179,2896,16087,3239,13445,16234,9837,230,6843,8080,15971,12354,17660,18332
88,18017,18195,7068,2353,18792,17926,10870,15390,9856,8522,4886,1859,15480,3909,9892
89,14316,3167,736,6379,19239,6024,5233,11987,9290,14492,8275,1708,15164,773,5956
90,17356,8547,3755,12109,1272,11278,18841,8602,835,5554,14337,13194,14480,11850,9042
91,10839,6499,19900,19178,13426,19934,16955,1730,252,10336,16035,19705,5779,16030,2037
92,363,3910,8598,14444,2605,7683,18802,14797,16870,10864,4559,5893,6859,9318,2810
93,2058,5130,6734,10386,5255,3839,5657,7840,5401,8595,14500,15499,116,13830,13070
94,13145,14685,10129,13131,14699,18993,3652,18186,8191,10683,15935,937,12815,118,586
95,1248,6270,4492,4314,2908,16680,16704,7546,12777,4226,7305,8970,7989,4863,12032
96,2333,5261,1901,17426,3044,15875,15098,809,3313,2361,18543,13673,9597,6665,14444
97,13180,2362,12533,15961,819,4470,19487,8225,19136,16543,5553,1904,3119,18189,8709
98,2075,18333,7791,10365,11902,18385,579,7009,18631,12054,14934,4307,11115,7511,7343
99,8234,17862,9415,1641,6392,7368,13179,11467,14274,11382,8027,8657,1805,7679,14452
100,8851,7133,5695,16367,1858,6974,12931,5706,15308,1321,16169,10111,4651,4175,15189
101,11990,12482,11355,2239,14372,11651,7717,13260,2757,16801,2318,17135,6585,13645,19945
102,10386,12462,18083,177,16368,19389,5340,4233,4588,1829,16593,1915,18520,1537,7201
103,3168,12656,17023,17925,17758,17824,19623,13777,5678,12918,1249,113,9497,12466,18637
104,12102,13076,14550,16227,695,10809,17041,18862,12262,10941,6551,3570,10515,7076,18404
105,19826,14179,11166,5675,11182,10549,18777,16882,13047,6730,18126,16605,16952,12465,17160
106,16887,12309,16164,18633,221,242,251,4098,7501,4622,14175,15902,11053,18566,11294
107,7068,15621,11454,16580,16943,14495,1964,3515,10289,9427,10847,13957,8181,13425,6662
108,5957,18369,14150,16308,13003,17187,7488,1775,6369,10905,7989,13279,17506,3342,1975
109,14734,14624,11914,10199,2265,10922,17026,13505,3668,7463,15227,6480,3158,437,19450
110,7256,5860,14358,5539,19484,6924,7832,5092,6624,9219,9712,15184,6434,3276,12192
111,4425,6427,17581,5582,4513,9361,13923,9601,11802,4495,2813,14927,12001,13515,8855
112,7498,18510,1137,7971,16350,12934,12700,12708,16489,19417,11167,14026,15260,2998,10884
113,3720,12826,5598,17513,13541,4354,4111,16379,19466,4599,19721,1223,7022,12543,8475
114,8066,3362,2608,5567,3151,5161,14819,12660,7938,6830,14518,16132,13752,8023,15722
115,9126,8881,1735,4210,7662,275,8144,7644,6289,15946,5336,1626,15555,10585,5914
116,10848,9159,10445,3738,17901,18528,3818,4027,5637,7051,19763,7294,2881,19278,18573
117,16206,6914,3340,4779,8656,4328,6246,10083,16874,17911,14856,8035,10663,5235,1836
118,9047,7136,13812,5175,4948,11589,12963,10232,14256,10828,1353,363,18629,15986,14514
119,14619,17844,12517,8962,15710,6675,7111,2202,8676,8376,18044,2909,16791,3334,7552
120,1218,18627,3774,13871,737,3941,12377,4533,17969,14525,13275,403,6856,820,446
121,138,6065,15157,367,19265,2969,9546,14872,7679,16291,8518,1026,388,11451,9106
122,12782,11114,13539,7145,8462,13019,5190,669,19720,13083,4273,14834,18135,6786,11510
123,18801,14981,12335,11782,17171,4311,2071,19232,6315,13387,14757,6947,5957,4395,10332
124,181,5683,7218,2042,4784,7385,879,19562,8143,1142,3166,2733,12072,10992,2122
125,16973,5267,19113,14746,2004,11584,6409,6700,10415,8198,10412,2061,17346,19028,9448
126,16771,14124,11164,16792,11356,7118,2790,10021,1567,8594,12592,11068,17555,13773,7863
127,6603,15944,1592,2083,14904,2620,10992,19621,9613,12953,15814,16485,5975,11705,16670
128,14209,17035,12586,4162,1483,7042,17987,921,13176,13335,19389,10465,15493,4179,8029
129,4938,8888,9215,14901,6174,17094,10340,6193,6496,12004,8828,7911,10977,19370,11183
130,10350,19223,7457,7257,19358,14067,6582,12059,1092,13426,142,5142,3214,1090,304
131,4510,13671,15546,6168,19042,2941,4542,17886,2318,1107,11474,5474,11577,19189,2072
132,19002,3389,13263,2353,6946,5312,1432,2917,19574,17303,12839,7005,13127,4048,14767
133,14846,355,10613,5526,18839,19277,2905,16922,14864,13666,8266,13873,6975,8250,2886
134,1256,13626,12114,402,10927,14869,17004,10481,6659,3356,14942,13688,6261,6636,3773
135,319,5717,4132,17826,637,19060,11238,3251,12905,10159,7605,3018,3442,15843,1165
136,13795,14592,13416,18424,17591,9195,17048,9296,12444,19725,15774,12118,4903,3272,3585
137,18020,14911,17105,1207,16894,7374,13944,1319,3353,9702,16638,13116,15835,8450,10372
138,11637,800,7443,13087,16738,5636,8487,11689,4627,13088,6824,17227,16512,5904,13681
139,6728,14340,3672,18296,19874,9730,9622,4025,8405,13345,10224,14016,6833,14859,9688
140,7912,15919,13447,14550,6177,16399,19184,8869,19213,17912,5234,18178,15292,13641,10920
141,17770,8138,12163,3862,11088,8615,2061,17842,7591,5734,15916,4873,4787,3845,13638
142,8220,5677,11355,16184,15623,17922,12193,12550,12394,15873,19346,10047,14931,3471,19368
143,19990,10206,11004,12533,17513,11370,1627,4002,6445,14506,6340,6184,5261,19949,6335
144,3626,9190,17828,13882,12205,9582,10309,9971,7182,17941,8266,19292,1342,17692,8699
145,15300,1272,9555,6097,5867,17023,9774,13274,14627,15198,6984,18923,11642,5217,9307
146,4884,12890,10712,18730,18898,18945,7541,13569,466,16812,1233,17432,8273,7881,14686
147,8360,15089,10373,13545,16305,1285,9057,5843,19253,9100,13208,2430,19457,626,13996
148,1951,14476,13427,16966,15778,12200,19390,10929,7728,1224,8061,18306,18371,3807,15485
149,17306,19371,17110,3295,10210,8494,13837,2353,2971,19911,10118,834,5791,5123,7492
150,18106,9305,15026,16313,2061,19917,16817,18556,950,3148,5058,18511,6358,6812,6449
151,12694,5693,13561,1893,13389,16726,4704,5143,14443,5147,3748,4948,11305,4806,9122
152,18339,7062,19608,9309,10037,7543,2133,3260,1469,11426,12708,1655,16751,14647,179
153,12669,6198,16060,11164,10293,438,9974,9443,15725,14986,11994,5916,5255,14147,4764
154,8515,6197,4082,13514,5377,7551,17401,9566,5750,6186,4911,16146,19695,16063,1776
155,3980,1519,2738,7517,14891,5830,8067,16822,997,10533,13436,10834,10513,13534,11915
156,7259,4410,2781,220,19859,13297,14175,6539,12178,15909,18915,11701,19015,15641,9894
157,11859,11356,1447,18421,5139,3722,12697,17778,19639,10191,3924,10622,8340,6336,7017
158,12307,8463,10392,13304,13624,12440,19897,10391,8309,7892,3995,18191,19421,13388,2441
159,10670,12113,13010,5213,10309,6637,14500,16276,18361,18126,13648,9356,17255,18766,601
160,11071,17637,15784,11496,12109,13668,7640,6250,9388,3957,6895,18766,4409,4610,7534
161,5192,11357,16803,6861,1156,15062,1909,2744,2203,19509,15989,1746,9166,482,4572
162,9936,15031,5898,16109,18738,3295,11006,6645,9046,16380,14940,13923,17393,18655,7359
163,11526,8265,7073,439,15332,18259,5468,9922,1543,17224,137,3821,4425,19139,19655
164,13602,18848,11609,8287,15862,19481,2762,11923,12075,13695,12603,18858,16215,16302,9146
165,14853,14936,19186,7730,18346,13407,1365,15853,6032,6610,6918,12449,9651,5586,12033
166,13119,7916,4958,6724,17400,3348,12764,4724,19030,5259,17005,893,13252,8976,6098
167,261,6907,10817,14231,8213,17558,4315,16815,14783,1259,8551,15677,18050,2491,4126
168,4823,3320,9093,16526,18852,4465,12467,18634,6372,17431,8214,11795,10818,19878,728
169,4503,2156,19133,17537,2551,17402,14388,7720,11357,357,6320,16274,11205,2104,5875
170,4954,19843,10305,13423,19099,7371,5090,13634,11473,1125,650,10309,16252,8824,1413
171,5728,19880,15454,12223,3204,19550,10964,17889,5292,10270,11950,11219,7391,17652,6257
172,19921,12307,8062,15214,2060,19012,16175,7096,971,5033,18910,11605,11933,6804,10919
173,1677,6725,12980,15456,17314,5851,14232,18494,14217,3209,19718,6174,16550,12789,10331
174,19967,9955,1265,6676,18781,2887,7826,17287,10446,14419,6346,6900,6879,18398,5493
175,16653,4384,13187,14898,8174,14954,12148,12416,10643,15109,6420,13675,1236,17053,13766
176,12744,14773,9667,19363,19054,9232,11940,8477,5934,13408,2001,16582,8923,17857,6050
177,19904,5653,11795,4397,4296,8757,10807,19504,9244,8109,5877,115,16477,6640,7198
178,15893,14627,17167,14178,18738,8869,2639,9834,12823,13204,17989,12899,7456,12233,7442
179,7306,5589,3359,518,15210,9592,7996,19812,2480,9583,2758,9116,10217,11408,4202
180,7247,13891,980,5339,11907,11209,17632,16552,7849,269,8061,19101,582,2687,8423
181,820,1511,8744,12228,9876,887,2593,19202,14562,244,12217,7633,14658,5068,14685
182,2541,4574,13529,19462,699,11217,2951,12235,19505,8672,2528,4594,8075,9753,6209
183,5595,3992,16634,18556,10810,3545,7229,1568,5436,12992,18586,4176,8647,6674,15064
184,2435,4037,1409,4735,11548,14453,10999,9478,9684,14998,1756,335,7018,15540,3932
185,7991,6450,5429,14136,3084,1499,11587,13945,17936,8433,7898,13593,1795,10038,13468
186,15297,4723,13781,3702,10698,9506,13979,228,18012,5085,11546,12116,3514,11227,2473
187,11413,7254,6571,10673,13475,5649,9725,11757,18228,12286,14911,6175,4201,3749,3691
188,18334,1998,5418,8245,1228,19401,5312,1754,2293,3650,6578,13205,15611,15663,9410
189,15762,15205,9335,11323,277,11959,8733,5142,17079,18914,153,6167,8984,10419,14782
190,17811,6986,3125,3318,14330,6129,16635,10792,12409,13776,4722,16119,4669,13063,8517
191,9732,553,5173,8224,2604,17851,18648,14955,19129,11749,1172,4158,13670,19408,14601
192,11742,4269,3151,3033,6903,19304,3440,5622,4357,16347,17230,17292,18903,14106,11370
193,18372,8854,14144,6814,16001,7309,13767,11701,16141,18570,5820,8455,19165,10110,9826
194,19773,6845,10720,8651,8995,16453,18351,17070,10741,16439,12555,9527,13169,12768,16450
195,4259,1568,5312,14730,4931,4087,10185,3728,14310,12467,13472,648,10859,10859,5603
196,1375,18612,10677,12955,7863,18525,11786,1849,5162,17073,15828,5452,5259,3357,13517
197,4731,13823,10622,337,18166,7943,336,9013,1230,18325,1149,13028,12878,2843,16990
198,10468,4398,18155,18272,18640,16589,10789,14732,11069,2211,7616,16449,17617,9012,17108
199,2856,15608,17894,8020,13813,8338,13543,7543,19596,444,7541,14417,12970,18194,7925
200,6943,1220,1456,11624,15889,18141,15415,9064,10794,10112,7761,1819,2421,5365,18868
201,10533,16957,12249,6761,11304,12598,15166,15742,328,3051,15013,10422,9880,8648,7236
202,13960,2343,12398,17487,16535,19211,2597,4592,9062,15888,574,2125,13880,6297,11951
203,12251,9855,19662,15290,10680,2435,10883,14936,13240,9015,19360,4892,16677,15729,8737
204,1172,7504,12150,17761,10405,4750,17291,5714,7363,17982,3817,6055,5543,18656,6174
205,16962,17428,11997,669,795,1234,1129,13771,8996,7263,6066,1380,10404,14652,10068
206,7780,16406,13924,1801,2262,4441,10111,19324,11007,1327,7324,7380,980,12120,7928
207,11015,3242,13351,15569,10091,11515,6996,9917,10448,10990,3868,3478,2895,4217,4477
208,2228,4344,11362,12991,17832,4212,1932,4503,1823,1989,1510,6717,5457,1578,17500
209,5505,19401,13119,7923,15427,5584,6187,18795,480,16818,14190,6694,13080,14620,2581
210,14550,6842,230,13254,6367,4473,12285,528,15325,18029,16022,17352,3977,2910,16038
211,14620,14641,14553,15718,2086,9988,5947,16443,17042,3498,181,736,12651,1304,16044
212,10006,16564,10329,3443,6895,19652,640,16875,5462,3528,14291,16904,17329,18478,8552
213,10566,9488,3530,17199,1003,4985,13082,13964,5111,19297,9191,1368,12715,2149,16163
214,4336,17916,7034,10985,7577,3010,11381,14269,18643,13244,19187,8858,18829,4621,4284
215,2891,1316,5875,3560,16759,2235,17369,18825,10742,569,10285,1782,15293,17380,11869
216,5145,9536,333,10273,17599,9720,15517,5882,3924,19208,15780,4109,3641,10275,1818
217,15305,15233,15764,9976,14558,10004,12562,4787,18112,4826,11428,17453,5223,18115,19052
218,4492,11896,6967,2858,10658,11235,18873,15114,7622,9226,11780,11061,160,15385,19999
219,17277,7605,14387,9665,13440,3788,11150,12231,17359,2477,7864,3812,5948,13203,2403
220,17564,12097,17764,4754,2943,7030,11391,15153,2429,13879,8607,13256,13290,939,1263
221,9822,19053,1068,6491,8118,653,8397,13618,353,15682,13242,546,17175,11725,13137
222,7775,16293,9274,11412,8016,17928,17166,10633,18716,13198,7825,19606,4737,18129,9324
223,14897,7802,5676,2641,5660,10689,8468,12899,11626,18061,17550,15539,123,13374,8314
224,12593,7295,14840,1192,15899,11777,9996,10628,14376,18107,5480,9882,15409,19785,11764
225,13131,11394,4387,5209,3438,13662,9574,15061,1112,14692,1353,16855,2872,1817,11395
226,18932,16439,3255,18683,3235,4663,500,12354,4465,2191,286,6749,8870,16431,13229
227,4379,8510,6853,16049,19728,1936,12827,17607,12608,7451,6051,6265,1494,6356,10761
228,13466,890,19688,15689,18287,13362,18150,3081,687,12537,4117,13003,4005,8353,18918
229,8109,8688,14823,771,18326,19011,1808,5090,3964,19477,13448,18083,12233,13959,3381
230,17603,12915,3328,17055,17610,13593,18516,7526,12167,18299,3052,3691,14151,2867,13937
231,13486,10255,8765,13054,10650,13806,10202,6315,11143,17461,16864,14175,6221,3412,16454
232,9696,8015,3444,2655,8403,6958,1187,12758,16876,14439,460,9405,11326,7506,2601
233,12711,9426,5336,12834,10881,672,4263,150,13175,4488,13252,13437,553,12914,11730
234,4797,5993,16915,12705,14861,15219,2387,13351,6370,5000,2708,13337,13162,7052,3423
235,15805,18847,9835,13068,3465,4767,8291,2024,9624,1288,9209,19197,12763,1843,13100
236,18798,18347,8083,10106,13399,6640,2117,8399,5197,1985,10946,11126,3209,19024,13250
237,1656,7822,8711,18576,12006,7641,5246,6849,5816,1882,1114,2634,3570,9947,1120
238,12520,464,17891,17588,1558,4848,6401,19528,13178,14952,14265,14999,6588,14510,3718
239,18762,1670,18519,16966,17852,16978,15223,14415,9682,19384,19956,14713,17184,12279,2350
240,16812,9035,10800,13456,18596,3607,1444,10234,1674,6666,12998,7014,17144,15359,16625
241,17950,5053,8775,17868,11229,1185,10353,2500,13948,6060,5972,14405,3147,7329,5114
242,10196,7828,15987,13717,495,17198,10487,16486,11191,4707,17540,10591,9090,11309,5433
243,18369,12036,17238,10296,10797,19709,19790,259,2197,1487,4154,17954,17929,1888,15598
244,11356,11780,597,18860,8526,11693,16103,13025,2852,8349,10654,4283,18928,11873,4924
245,1919,2573,7926,3331,2704,14456,13852,4457,7798,11865,3250,1531,17368,18668,6231
246,13105,676,10959,4429,13799,4616,14939,1945,6736,347,5256,7028,5878,817,2876
247,19446,1939,19746,5987,4290,5365,5943,10996,3737,15107,3001,11204,14223,12740,17731
248,11682,4431,3531,2523,8307,16598,13289,16263,16354,6218,19298,12036,7380,7399,15433
249,17875,988,18338,1140,4581,10558,16693,7384,6883,14189,6936,18629,3264,2144,3844
250,16104,19830,15744,12305,8720,11057,1463,5746,16201,2596,8344,10390,17536,5248,12808
251,19750,1723,850,973,6827,3114,6003,6184,15869,3705,1247,5470,7099,2185,16116
252,14133,2623,19258,6345,16029,13092,598,1844,2335,7923,15792,17994,4749,751,13497
253,8157,2854,3786,6588,11511,14017,19615,4406,10186,9686,12437,16785,6615,4880,2135
254,15820,3042,5734,3740,5258,8969,7907,15762,2285,13585,13051,4789,8292,5465,13657
255,8047,8869,8729,16939,3174,3230,16864,10850,3627,18042,4151,17410,3696,3450,7337
256,19938,18532,2317,767,2957,8687,8712,8109,16867,6614,11295,14821,2900,9393,16986
257,7548,12592,12467,9289,9191,4935,7879,15053,973,9978,3879,6218,10576,17147,8464
258,14962,1807,7265,17996,8548,17043,18539,9087,5553,6689,6238,1592,17026,10008,17157
259,8143,6728,15195,9241,7574,2144,4454,629,12087,15249,10893,4673,18364,14344,6598
260,14854,14178,1427,4376,5588,8050,5766,15879,15919,2366,16461,14298,14826,15600,11137
261,6322,13981,18148,11724,9037,3820,8625,9438,11110,8812,10262,5195,10972,10290,9649
262,8200,12822,612,8989,5415,17402,11912,16972,4419,11677,9432,2290,11055,18623,14864
263,3858,6030,18033,11803,4990,14961,5055,4468,12785,15761,10118,7954,1457,18917,13699
264,7868,14677,2850,10106,12734,17429,17380,14437,4005,14745,11798,5056,19863,12132,9594
265,10675,10689,11656,9167,8432,12046,9733,9223,13215,7245,1463,17902,12372,15237,19647
266,7814,7711,9307,19775,12334,12755,19628,4289,14352,12168,12655,1408,16223,11983,14218
267,16625,18782,8942,12525,2067,2202,10486,11043,1842,15845,11519,7696,18295,7721,7887
268,14048,17968,5681,7218,9852,7149,10315,6838,15165,911,13924,9311,6634,6491,17241
269,3681,13029,14782,4876,14076,1018,16880,5296,8540,8127,13619,13744,7488,4522,10619
270,3740,15300,18342,6412,1761,1311,8827,7788,15523,16215,16961,19247,5787,9719,13131
271,14541,9533,16217,6478,17887,1208,17350,3868,10833,11187,3264,13150,4248,9166,12359
272,10622,7001,10973,19810,2477,15290,12949,19029,9271,15240,7854,5369,13202,13644,14646
273,3248,5594,2413,14920,7806,19627,16802,584,16744,1598,17981,1072,10014,15776,18406
274,16625,19557,14039,2804,14344,6741,16838,15279,9478,2384,5135,16442,12256,17370,11935
275,16399,18606,17942,6997,13855,10504,7117,12940,1968,8662,14313,303,8117,14596,7239
276,9342,15915,10450,12268,19621,17655,962,9204,16731,17193,16629,5687,2988,11441,18360
277,14964,7922,4835,11878,6396,3840,6778,1687,144,15181,14714,15395,16602,17238,7200
278,5062,1106,6417,16495,8347,17035,5802,15933,10070,4111,13969,6836,1577,10277,9375
279,17812,13695,11846,10546,14399,10604,8766,4156,18958,4679,9200,2747,781,8707,2375
280,14302,15929,3055,8732,17284,17715,10070,10545,4098,7937,13525,5801,13342,11585,15235
281,12675,14981,350,11186,10322,19824,13475,139,19824,13701,12793,10133,7638,10566,9135
282,10714,19074,16648,15216,8092,4257,5509,4982,12686,12437,10556,1658,6750,17719,2986
283,2853,6102,9249,5424,2044,16748,969,11522,16556,16416,1684,685,15992,6511,10985
284,7811,9946,4192,11545,12907,6465,13262,8400,888,8079,713,7173,1570,11821,6947
285,2653,4960,6074,16188,13188,16509,3790,488,13241,1897,9456,19145,13814,10695,19521
286,8138,3545,510,7800,6439,1713,3501,17156,6881,9425,3147,14850,18144,10983,18341
287,16229,2772,10441,4903,8677,4122,3258,17929,13756,2558,4128,6626,13551,11723,2701
288,5531,14894,5894,13542,942,18860,608,5096,7930,18223,13279,17620,10127,10663,18884
289,4528,18406,1712,2852,4307,1565,13027,982,17428,12126,7682,15440,3059,15908,9087
290,19343,3620,17240,14513,15409,16905,3270,7190,9576,8689,6806,17142,2858,10342,17787
291,6019,18868,17182,3576,10050,11381,1632,9880,10678,7217,15122,5537,11853,1726,16616
292,2768,12528,9187,17047,6720,11141,18503,311,6773,18646,18125,17356,1542,7559,14130
293,13613,331,8406,9746,6726,3605,8471,1543,18994,787,12663,11793,318,4564,16604
294,180,12822,12890,5296,10768,19585,15424,3863,8717,12338,17933,6517,9530,2972,5930
295,3337,18264,18492,12810,13669,6063,15153,1917,19380,11860,16527,10146,7127,5277,8490
296,10775,12989,18860,8597,17181,13894,2019,13624,19404,7930,3849,17469,6521,17361,10947
297,9339,1982,13028,7431,17696,10036,7262,9243,9584,5599,13498,16753,19684,10197,2655
298,12828,17785,8549,594,14433,10498,12788,10620,8131,7310,1168,12112,14415,11857,17882
