"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014"
75,4801,1458,4976,7854,3121,17973,8505,9805,16389,14783,10321,19966,14828,3412
76,13629,9629,6691,18570,17269,13944,4657,4855,18142,401,7144,18893,4484,19131
77,18373,8726,7654,4912,3601,528,2809,18326,15753,9431,17527,1215,6034,9686
78,13242,13850,4156,12272,9885,14276,9435,6976,4249,16537,7736,9158,8949,11461
79,7344,4711,19487,19217,18492,4161,7705,17449,12282,5608,19652,8441,17231,11322
80,18322,1399,11189,6949,5243,18419,17081,9180,1623,14800,14835,7572,6328,6669
81,1692,12691,7930,8580,864,15558,1663,16922,16667,14102,7727,11577,5712,7769
82,4119,14567,19623,7429,16924,3666,15019,3015,11153,335,15896,18233,12831,1382
83,5971,4074,12612,4415,16669,4094,2694,9458,19779,19099,3368,5402,17769,17347
84,14596,11220,10533,1661,15182,19322,10621,19562,6849,8739,6079,10594,18371,19927
85,6108,18023,9935,13639,17697,19767,1297,3417,10149,9828,2486,2666,10176,5466
86,6556,14910,17900,12884,9852,3202,17779,6528,9866,8663,19048,15080,2165,17895
87,15024,16727,18977,17256,12563,3791,13467,9981,4573,19911,7697,16121,1792,18103
88,426,9030,6704,214,13349,5458,4641,1688,13727,6668,5195,18718,11582,1908
89,18249,2844,12326,7769,16562,9847,14087,8566,14164,18850,6776,11385,8301,3349
90,15401,5461,9549,864,13594,10924,7011,4052,10514,1044,16931,16841,6576,11938
91,9569,6182,11703,15206,866,1083,6210,7289,5612,17460,4353,12009,18998,9535
92,2905,4695,10847,16224,19490,4074,18757,4067,4945,7445,17506,16763,7199,10294
93,13388,8382,279,10529,19970,4489,3113,8868,11294,9888,16430,8223,7940,15354
94,4260,12848,18183,9607,10653,4184,3974,12064,2814,14523,4243,9873,19075,4620
95,19106,17565,122,16156,10103,12542,9570,15453,1160,9160,13416,6822,17471,10188
96,14944,8801,8851,4465,10104,3103,2057,2171,4230,17482,1397,18381,2052,15906
97,7459,6425,2203,17599,16191,10496,12593,15461,2852,9171,3929,8719,1277,17047
98,1447,15565,7741,4637,18894,19501,3416,2462,7754,7208,13918,10370,18042,6838
99,15259,18661,14474,5606,2418,15448,8044,13503,3495,8565,10676,14972,19808,8294
100,1065,13732,10770,13890,11377,14364,17561,11271,9988,10176,10507,12385,12441,12103
101,7863,525,3855,19241,5082,13442,16733,12998,16254,16879,8982,16519,19005,4003
102,1348,19740,9718,5102,6312,7834,3861,11712,10487,15129,18737,617,6070,14462
103,12898,5140,5288,3586,18233,6406,4955,1441,2314,7490,4263,8672,4730,4444
104,7984,9626,15912,12724,6201,5971,12073,161,18831,7119,18928,522,8098,19784
105,13318,6727,4157,2920,311,15279,4579,12795,3008,19539,15712,15544,14550,18501
106,546,5031,10945,15656,10911,3357,15531,1128,13028,2340,17181,14087,15076,2198
107,5523,1439,461,9319,13539,12091,8946,2420,6756,736,8365,10374,14414,19262
108,1366,19197,16941,10018,2429,14097,7300,11040,7652,12231,19159,5017,14509,19539
109,3662,18978,745,2229,13766,10009,342,4649,8948,9298,4936,3981,4685,6052
110,548,17394,16159,12342,18615,4386,6362,8202,13610,3689,13508,16257,13736,14796
111,12858,104,16118,11025,14605,17589,6214,15495,9155,7215,14924,6623,14360,14667
112,937,16930,675,4177,1307,17503,2703,4649,16198,8665,15434,16261,10740,7803
113,546,8743,17911,18692,6735,4216,19165,11851,16762,7112,12258,8078,11808,13966
114,15517,15703,7468,317,5802,15167,244,4043,3863,11268,1584,10829,3900,7249
115,10536,19828,9920,18518,695,2893,10575,7901,15649,18742,6041,2120,4257,10556
116,4624,12191,6313,11631,9787,10657,19042,1259,7539,12123,17903,14643,13079,12575
117,11963,19056,17570,7172,10746,11109,15865,13927,13905,18022,7735,10938,4037,4905
118,17882,9194,2202,397,13782,11050,19845,6514,7199,13791,10710,4792,4934,9372
119,14650,14884,9046,19485,8274,16950,13140,15374,8913,7707,16319,16168,17474,4154
120,11615,2420,4287,4146,13730,16884,7593,1103,14070,12012,2498,13664,9677,12514
121,6370,10844,5372,892,7779,12048,17081,8727,7979,18675,4442,3361,11798,19985
122,10507,2478,13076,17844,15682,11606,19809,8974,7149,16818,13129,6397,13359,6675
123,5800,9556,13313,12855,7637,13854,6894,11872,15704,4127,12510,9279,14615,12377
124,18980,11406,14464,1658,10111,16234,6446,16993,4634,11712,13490,3625,6957,2987
125,19410,4325,14453,18905,18367,13740,15406,1944,19092,7424,5798,1536,5383,12462
126,6687,15952,3021,13244,706,8969,15736,3535,6590,1088,10714,12509,6557,3359
127,10835,10880,9638,19642,18150,16078,19031,17740,11128,6475,19947,17731,16075,7510
128,16678,8375,8247,11356,18337,6268,5974,13512,16439,14049,7675,19415,8018,9620
129,14745,5228,18800,10619,10704,15532,12407,10124,12866,2186,17954,13094,1051,8550
130,11118,14854,6575,5176,929,11128,12618,14397,8726,3866,11838,16359,14862,14454
131,8379,10524,15232,13239,15925,11671,19520,15510,4623,4311,8440,2754,16416,15722
132,19467,18395,10237,19657,10922,17097,4381,12015,8581,10606,18415,11429,3016,14844
133,13319,2439,2073,19628,15465,18816,2234,14624,7672,11496,19394,13092,4282,12918
134,8936,6740,6673,12576,12067,9931,2627,2707,13416,8977,2438,821,1525,15477
135,8131,19389,7021,16458,17789,2070,14675,3921,15274,14420,19256,13072,14366,12372
136,7216,1431,13290,8703,3016,6332,4408,19099,18877,7291,10591,15845,7763,4207
137,3722,4985,6029,8373,10903,12804,19437,9539,12529,1086,1893,4789,5378,7603
138,3414,5766,11226,7498,13342,9901,19489,10941,12974,16540,163,3835,1827,1492
139,18940,7179,4392,10305,824,11745,9306,10850,15479,1517,15354,3428,5937,4971
140,8271,14337,16467,11653,8109,17106,10927,128,15324,10363,13935,13301,4153,18752
141,15821,8048,4294,10148,18049,19056,9881,9270,14137,13117,2561,6639,10404,8171
142,18324,5657,3024,2161,2756,1004,14733,15266,9341,2275,18554,6859,7122,17343
143,12221,8920,704,6093,18759,8096,218,17676,5213,14355,17315,9240,11741,9778
144,301,16243,369,2348,19058,9400,12697,15157,10511,3476,6317,8299,3383,7223
145,13862,4755,12858,3429,1718,13423,12030,1775,6823,243,6464,13685,9779,11319
146,13018,1332,9390,13123,2356,5659,5844,16146,15411,5629,6457,2933,9817,11529
147,8313,17096,2186,10095,1267,6609,9912,272,15133,13585,11932,18972,10303,8447
148,13573,4225,7457,17646,949,17269,17795,4942,8809,17166,4820,17563,12001,18301
149,18527,6570,14346,13992,1893,9868,15296,17849,15268,6035,5959,5145,11911,13211
150,1567,12493,12529,3507,18343,12361,17231,12823,2164,10197,10347,414,14019,19674
151,7598,8180,2551,2039,17840,4411,5076,16143,5472,4101,10994,10663,12690,18391
152,15139,1672,1870,480,17825,1223,19281,12636,837,4584,6993,17908,7402,13034
153,1051,1586,2610,764,18726,4500,14933,13659,7412,4847,16051,15793,14949,4539
154,2738,11727,10675,3558,6318,16969,12444,1733,8682,19828,3616,3350,13028,3433
155,18719,7896,19538,12795,7869,12434,3862,11686,13056,8126,7612,1424,6453,14521
156,10618,15640,7342,6925,5045,17593,15812,3554,19119,1078,15075,399,17275,18226
157,8669,17511,2655,13076,12285,16735,2550,6853,18881,6835,14362,7041,4073,12483
158,12677,7700,17200,9903,8310,11977,3916,11813,9989,13002,574,5773,5015,16041
159,7564,11065,16038,2180,8825,12329,18083,15137,16554,11576,16784,14909,7889,6289
160,16002,4780,10512,16068,2730,12757,12942,17849,2902,13492,16183,12922,11483,10471
161,6303,4726,5981,16344,7477,10940,4569,7632,18136,12117,9973,12828,204,8720
162,2770,16087,8789,2107,10174,4287,4421,12979,6659,7824,8621,7243,18297,9440
163,557,11764,2357,141,8863,518,17556,5478,11922,19692,9930,7137,792,19453
164,4386,9102,4977,6665,15518,7366,5461,5195,17192,19470,7417,6358,1039,8688
165,6151,14809,8297,2522,13570,8755,19685,8141,14567,901,11733,4348,10458,10448
166,7562,7397,10783,8560,4233,130,440,9463,12782,17516,17099,14134,4079,14122
167,8498,5962,18671,10517,18639,14675,11490,13716,15399,16116,18509,9708,13164,19672
168,14844,994,16537,16685,8707,891,2406,14934,4519,9746,2211,8774,11755,3734
169,19832,5768,4506,14488,13411,17223,5904,7244,3833,5168,2939,12297,12466,10624
170,17748,9996,8606,19867,11486,10217,7463,10715,11756,11090,8907,5057,11039,214
171,11755,4849,6605,16337,10114,5354,7758,13257,12211,12300,6669,4744,8672,4044
172,7369,10702,4838,10693,12081,7590,8868,9633,14261,6993,5110,14753,12567,15845
173,7886,11439,14103,11145,10732,9834,8566,13097,12593,15757,11850,17741,14551,6819
174,19965,15206,9771,5293,625,10799,12374,8656,489,516,120,1701,2829,13521
175,16104,8410,19482,6801,10914,13713,12951,18106,19301,4880,7572,3056,5732,10408
176,19771,10466,4865,19035,3111,4067,7919,19801,986,8789,7131,330,6858,1554
177,19443,3692,17749,13879,10086,11766,4829,17353,5474,11396,410,13931,11758,4424
178,8536,15850,18500,10768,9452,16969,8694,6075,4380,11013,166,17103,12555,3221
179,3455,9506,3834,16504,968,15926,5308,18447,8329,17131,19016,2025,4939,10413
180,968,16063,10151,17994,4612,13413,329,2855,6095,14465,4618,8994,6707,4289
181,2220,11416,7234,8708,4598,16397,11879,12409,11801,4905,9491,6270,19124,10460
182,8823,2620,8703,2869,1317,851,7168,8318,17156,19508,16441,4168,19964,5097
183,5612,6739,2700,12521,12258,11814,6747,13139,17995,2726,5689,17010,15576,6227
184,1593,8912,7560,5422,8802,391,1655,15936,3265,8809,7450,9421,2416,2320
185,5164,15953,7717,3482,18549,6218,3947,12896,14782,19868,5758,19771,19513,12726
186,191,3272,5658,18316,6683,3564,3006,19558,13129,2531,8003,5827,19765,15594
187,13509,19032,13924,3152,1606,13510,8997,1027,17969,8041,17557,11125,16632,18954
188,774,474,3252,8492,1731,9805,18399,2367,6688,9915,4018,6925,12780,4207
189,13566,5248,10427,2291,13588,16182,13826,18298,1671,7290,15265,13716,7642,2625
190,15213,4297,18073,1790,6638,8030,13975,8756,13519,1724,10521,15224,8539,15970
191,13823,14057,17780,1338,14170,2116,9349,13949,10938,3776,343,9518,10242,5152
192,3567,18455,10085,9311,5183,18819,18598,4392,1331,9926,15019,6291,18955,1448
193,8028,9330,15953,18767,5432,15765,13222,18906,947,13096,14045,1417,12916,9713
194,8475,11299,1469,9645,3147,2678,6694,13851,17054,5859,13664,7343,11941,5840
195,10670,14478,7140,5557,13755,12321,13863,11790,16628,11092,6464,16631,15663,16268
196,16534,18063,9048,15807,7167,3414,11162,981,14224,4751,9493,6593,4017,13661
197,6785,1422,16495,14471,475,6000,9344,5710,8532,5249,8351,9982,18442,10845
198,1353,3491,10805,19983,8242,10825,5737,163,18353,12403,8453,17042,5756,2810
199,16365,157,11450,2530,6399,15795,5819,1454,13099,7174,19979,17471,13624,1273
200,11845,1783,14752,9679,14222,17133,1638,8965,14082,14201,5570,9210,10990,9887
201,11862,1059,17880,13842,481,6513,7410,1397,11977,3647,1595,4739,15431,18220
202,9916,353,12552,14518,4066,13348,6064,15104,18249,10738,10844,17282,8788,5168
203,19446,3799,629,4900,16626,2483,12612,4114,17223,19608,11093,6236,6458,18301
204,9079,12506,14214,7887,1514,15651,8640,5013,17096,16928,605,17033,5569,12862
205,8896,15706,14544,16769,8974,6113,6098,13363,5183,2259,11680,5396,13057,3715
206,2465,12804,9907,738,910,4861,15179,4831,8595,17990,18530,10171,13067,9302
207,4338,16213,12683,2486,18899,11156,12868,4394,3994,18648,7070,5097,3746,11113
208,16217,6263,14590,3705,8391,4224,17225,10778,5696,1960,17967,4855,2969,19433
209,8651,7282,7235,10620,14460,19957,17154,18279,9444,9085,8065,11990,10905,10960
210,8638,18107,8805,11724,15933,12132,13119,17834,11879,2281,17615,7988,2409,12397
211,8089,8772,6153,2273,15052,17928,4466,18739,14596,8919,5298,18749,3323,10638
212,5505,11434,8233,13354,16280,4666,18614,4872,3342,8325,5586,2646,4783,2122
213,8628,13369,13804,19904,13688,14247,14827,4093,6239,10445,7523,11675,7354,9867
214,15019,1409,10554,19027,428,16988,9181,3294,13386,6377,15128,7398,12842,8682
215,2806,19873,5106,19763,5296,13881,2182,17788,11981,2669,2166,4310,7184,2365
216,7575,1079,13221,9199,18793,10120,3958,19956,6757,6932,18081,16843,10893,16549
217,19095,1543,18562,12053,3852,19644,11721,10397,2675,4788,11841,4041,146,18846
218,826,14223,15987,13738,17442,3436,4560,19261,12813,12982,19833,3991,17652,5485
219,3387,15661,2317,12199,17330,14725,16500,11063,4302,19610,8643,17799,2185,1037
220,17795,9393,17382,13638,2802,8567,17196,7675,12671,18171,1405,9172,13570,9135
221,12261,2500,3942,19549,3540,9930,6373,682,10486,4452,15678,18286,4349,10278
222,10928,18139,15603,11620,2577,12629,15302,7934,5910,16639,6830,9001,15302,3881
223,12149,18448,3816,3225,4828,311,694,9893,9828,15796,2688,9031,18599,13927
224,9618,11116,7444,12492,5579,16574,1409,19320,18924,18978,12799,2044,10747,19284
225,8821,5352,17051,341,9049,4066,8725,19230,4159,14067,13519,11770,13120,17949
226,13069,11798,13736,19513,10039,11958,2180,2632,11096,8773,11037,12676,12953,2320
227,10431,6189,19946,104,8541,5749,14261,14631,13346,19273,1592,17739,9223,8335
228,10517,1078,19222,6160,11254,6462,10056,17489,181,4558,14815,2281,5018,10872
229,8508,5737,3013,6925,1808,14132,8256,2214,2315,4694,15249,5066,297,4769
230,13786,12198,5193,1998,13789,4943,18567,14634,8960,16800,446,8817,14072,4773
231,7437,8214,1084,19799,14930,9051,328,10115,9068,18258,3262,11653,18445,9856
232,6028,13353,19470,3435,10700,14486,2351,9313,6825,4544,5158,2375,7116,16747
233,17279,17665,9079,7190,10598,12539,11073,12225,8137,11732,12208,870,5098,13015
234,1689,6345,7854,13253,2294,16657,3317,11164,9932,19690,19500,17723,7883,5590
235,11415,15927,3639,7646,12520,12250,6804,1709,19717,18743,4207,14981,7144,17753
236,4364,3432,10870,14704,5411,18478,3355,14333,9438,18422,7692,11623,17794,13883
237,14779,18796,421,2383,13913,7823,12181,8139,2424,11482,4951,4199,16260,17333
238,4776,2952,13745,10655,4941,3523,14846,8027,10583,4954,6221,7849,6581,4597
239,19828,8312,12078,12917,2883,11545,324,12982,2715,7319,8007,17835,1332,17048
240,18483,8138,9766,18229,396,16981,13281,4181,5106,12714,1360,415,3285,7965
241,15934,15827,5426,9948,18657,17341,13095,8231,9158,15706,396,17739,3949,296
242,1842,5181,15802,7187,8496,7556,16838,160,1944,17770,4957,18146,2668,3243
243,9062,16394,3341,2610,18400,3786,2982,4587,14084,8099,2450,5343,5490,10641
244,1237,9331,17207,2670,11438,8677,2080,2833,13851,7673,14175,9096,8286,11858
245,12761,10278,1101,9338,10826,13757,13929,10551,13174,4758,14976,3525,14034,19639
246,9896,314,8036,7256,7370,12013,11895,18668,19724,19375,7224,8651,8855,957
247,13603,7070,5640,13226,10186,6292,241,3856,12598,12201,6371,2728,11256,1490
248,7245,2941,2341,5441,9842,10134,11852,9371,719,8728,16144,12016,10905,4483
249,382,2034,2477,1696,3042,16249,13673,17621,15464,18594,9983,15874,7294,10830
250,13626,671,19749,15864,17642,13949,16042,286,4103,340,19965,17196,1603,5814
251,15908,11319,4961,111,8392,11153,100,19318,3807,5439,18228,9301,4180,4615
252,14820,853,12347,9402,2548,16793,2487,19289,4672,4619,9957,13612,13498,12227
253,10636,12293,6309,17529,13430,3284,6206,12046,1547,7043,3352,15346,3112,1631
254,1433,9018,1069,11769,19845,3996,19170,17617,1586,15266,18639,9635,18664,3626
255,8303,6156,9548,952,8579,1299,5206,9904,574,8631,125,7026,16225,15856
256,5654,4267,8872,19766,13220,8372,7709,7785,4674,8955,19128,2486,7525,6008
257,4077,10403,105,11363,10252,8313,5509,11003,10414,19065,6957,14009,5191,5196
258,5943,11863,13849,13385,1581,7077,14952,1904,2120,9805,14649,4181,2574,18621
259,5098,15443,2414,11060,8097,320,6304,4435,14058,15920,8910,7439,9354,17348
260,357,9414,16839,4036,14993,8715,6237,101,10548,6092,17141,6218,14284,8458
261,11039,6071,17370,17932,12756,3897,16551,6788,4641,6035,16770,15223,18703,7721
262,12285,9900,18961,8423,9162,3239,2850,17289,12801,17460,5588,19687,1035,8367
263,6597,1324,5534,10858,12341,7121,4970,17669,9187,11463,15817,14666,12076,5066
264,17759,9612,3737,8884,3079,7718,18725,4151,1022,1303,17239,13854,18362,9959
265,11014,18735,19229,18345,5549,17255,7901,17685,12479,15237,14321,9364,14598,845
266,5732,4950,9343,1503,11855,827,13336,17158,13681,4112,3603,15480,11541,2761
267,7303,16175,11835,2589,7789,4924,2639,19536,3977,19424,17141,1904,16212,19558
268,7147,12809,8864,7645,15491,18057,18810,622,8666,7927,5669,13226,6396,18615
269,6932,19728,11840,10507,1392,1747,5213,1573,12631,12396,19031,16902,1859,9932
270,498,17610,18403,8920,734,16544,19676,7282,17475,19890,549,7846,4550,2698
271,18402,4812,15725,16926,19575,14317,11977,11437,3163,7668,6566,10352,4826,11993
272,14716,10087,7884,15291,15616,4821,1126,9026,14743,10613,3844,6496,16858,14626
273,2552,8072,4834,1335,10330,16952,11456,6149,16146,6774,6112,17789,16858,3318
274,12867,7678,807,11279,5722,1683,2743,9551,9193,10773,973,1443,9991,6682
275,211,10269,16141,1070,7545,16410,1950,16477,17445,16559,8654,2197,3862,11675
276,5246,18702,18922,11370,179,6090,14910,11297,19576,18973,16406,6939,2755,10650
277,134,14759,5555,2260,14371,10226,9505,14414,17921,3763,9002,13077,7260,13522
278,12892,13772,18530,14452,3027,7554,3975,9921,13321,18334,14302,16707,3617,13521
279,4773,9630,10046,5370,4338,8010,18483,17565,10462,17392,552,7027,1307,13334
280,11246,9504,1714,18729,7879,13632,18283,18364,13903,7523,4778,5502,5461,5771
281,9764,3197,5564,1081,4700,9219,10294,4082,6434,1085,17990,12354,18459,16895
282,11868,2334,12477,4849,7990,9788,17444,1472,12404,17271,10976,3189,11019,8990
283,9702,15795,19455,5471,16086,17305,11043,19372,4443,17398,10987,8757,18989,12066
284,8914,618,7319,5949,17912,9376,1150,6045,14646,19748,14866,18827,14005,548
285,3491,10368,9917,7404,7195,12107,7332,14054,17225,4077,14597,5569,8379,6774
286,4300,17007,14498,1567,13342,1599,14616,11062,17819,7851,9700,19400,654,3129
287,8211,4282,5322,7829,8781,1207,18315,918,15976,17304,4864,18070,10519,13138
288,5448,12396,4577,12396,11707,2693,6912,14734,4707,1092,5084,9215,11977,1723
289,8612,6213,12375,13151,17110,3371,12775,8199,11254,4529,972,14281,8485,17373
290,19252,17902,655,9023,5800,2552,4188,3045,7185,18864,9478,6382,19019,3458
291,17738,6309,5946,7871,17382,3165,8557,14377,6866,16188,4091,13748,4928,17326
292,1170,3526,8634,13756,6543,6624,19461,7844,12886,15938,16665,18054,14454,4881
293,259,6595,13565,14228,3245,3815,16992,17704,578,9622,4198,14331,3460,11117
294,1347,8318,1057,3851,6135,9911,2754,9531,11865,13750,6542,19266,810,11954
295,9696,17942,10177,17371,4226,3742,2201,10237,15547,11322,967,8603,13696,9954
296,19328,18490,13533,15030,2079,11392,19450,3999,329,1444,1807,466,15126,1293
297,10510,18682,19763,5006,10717,14762,2974,772,1497,10608,13918,903,10037,4627
298,4370,17404,10126,6794,10172,9751,391,16086,17586,15848,12639,16326,5975,3168
299,2414,7086,14455,4441,19080,11324,11258,19963,2848,484,13050,10514,17206,16244
300,17135,13862,17481,12073,10960,19125,3382,4900,7075,19934,3130,3719,14658,19241
301,10703,19467,8171,11826,18626,2562,9904,12429,18319,10569,10401,17926,17387,9794
302,1519,18523,1647,9735,3710,16697,2266,10757,18446,13308,15974,339,11822,6586
303,943,13373,9416,3649,9230,10123,13861,18734,13245,3507,14717,2932,19109,16490
304,15349,7567,15902,17899,19166,843,3967,1280,3852,9039,4338,15878,3639,10686
305,8478,8251,10499,16393,17702,1867,8329,14571,17569,11164,11139,10978,2583,7872
306,18397,960,11384,8801,4784,5720,16162,7181,17162,4687,14541,6907,10041,11281
307,19216,5257,6753,3531,393,7682,7301,16506,1256,518,15239,14041,6944,1864
308,7351,4726,3228,15455,13039,3790,7955,13971,2598,2702,17238,7144,11648,3627
309,15112,199,6333,19184,15807,710,9918,8413,18418,19752,17466,15827,18032,13982
310,7899,4700,19968,15371,7162,9944,12531,13467,6689,12708,11746,2346,4909,17390
311,5151,14272,17468,2036,12050,18855,938,4829,17344,5060,17202,2501,11618,1418
312,3334,10353,18221,19585,1449,1048,19422,15847,14454,16220,18013,12541,17728,7842
313,19696,9660,7627,9327,13591,9085,15607,14358,7027,19659,16161,5987,9498,18039
314,19576,4219,16881,16874,4075,2180,15054,16635,876,11697,18379,12527,5289,17547
315,6971,13594,6749,17576,931,19461,16796,16621,13350,1145,9735,6867,4878,8630
316,8023,930,8515,2474,9336,10517,12434,4371,16307,14373,18389,2824,7798,7466
317,12781,16555,587,2986,8349,3940,2856,19553,6054,5055,2044,14876,8290,921
318,3277,10964,15878,17005,901,4099,17364,9338,11776,12386,11519,6359,13776,19977
319,2385,19412,6926,16784,2780,15732,15862,11689,5476,9208,505,10378,15041,9938
