"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010"
39,15457,10638,5076,14692,7193,12583,3683,18350,2139,9217
40,12839,9748,13775,2915,4435,7182,3266,5609,9190,3040
41,19639,18866,3049,4308,11124,4743,2112,15283,16228,10062
42,7172,6936,16701,5133,6527,18340,15309,8883,14247,4305
43,1627,10062,2309,7282,13355,13493,16002,13971,6053,11983
44,4613,10367,16288,7893,8084,15711,12134,7490,13312,14726
45,7909,17891,9789,13871,14364,13488,14795,7027,13842,5871
46,5825,4957,9339,10918,16127,3946,16379,18592,18638,2072
47,11043,6287,1528,7582,17930,14807,10640,3632,10332,8406
48,14271,16893,18432,19512,766,7268,9145,1979,886,15723
49,11224,17323,3292,9056,18478,12413,19879,10997,8179,4521
50,18793,19802,8433,17191,16462,5258,10206,5698,14172,10999
51,10395,15064,6912,11264,6314,1179,16194,5958,6520,11284
52,7594,725,11500,171,8176,17700,16368,5629,16312,9849
53,19254,11900,17913,6598,6758,2415,13147,19083,6395,17278
54,450,18228,3305,1334,9203,14284,14143,9019,18794,19706
55,18479,14860,18592,7922,9989,8354,3002,14162,11827,14133
56,12077,4368,16521,13044,2507,12677,7320,2954,6959,8188
57,13315,4884,14182,16048,16809,1161,14094,11937,19012,7633
58,9938,15817,669,1046,877,18303,4821,10271,13905,10312
59,3560,6962,11061,8870,7987,1061,6756,6842,17403,169
60,13800,17588,13588,10842,15881,16679,1311,5545,6527,496
61,6370,13585,7610,7771,16384,11948,12590,743,1474,2378
62,15493,9244,5747,19678,3781,19666,11891,14216,16833,6095
63,8869,15442,14909,14050,6118,16498,18415,6477,18702,14181
64,16061,5355,15071,13289,13366,1521,324,12665,12090,300
65,7389,19159,6642,12112,12073,5438,15407,12303,1220,2091
66,8238,13096,5096,11987,11592,5344,8058,13544,3000,8758
67,5413,2959,16610,1016,7775,5813,11801,6436,260,4393
68,3573,11384,4878,17135,9533,3253,8885,4399,3447,8512
69,10544,9668,328,12897,14702,6679,19025,14913,2700,3580
70,14124,10156,16432,17506,19855,1895,5396,9535,6356,11683
71,17577,18681,12545,11259,501,16384,3914,1262,9272,7974
72,525,5313,19432,14255,14093,15048,7962,15553,16191,16001
73,10516,10055,10623,17771,4719,18158,1872,14508,14843,8904
74,9655,11138,12850,16943,10812,1676,9350,7268,4092,12530
75,3114,16478,4484,16449,11314,7209,14527,2663,8764,463
76,11068,4152,16394,12784,16497,10434,13611,15637,7842,1826
77,17479,3084,5183,3236,2788,13427,10075,2307,4809,10234
78,4555,12692,621,15059,11951,17875,14962,11691,17148,2853
79,6643,5688,13228,3981,11914,7229,5495,19335,15393,6826
80,7564,10064,15710,14672,1182,172,14952,10629,13606,6081
81,2127,13194,928,13992,18365,5086,2251,247,1126,3194
82,2619,13296,16200,12379,9061,16047,13122,18505,2467,15199
83,13114,2652,14751,1470,13357,14680,2511,15630,12749,16950
84,5796,15228,15687,11303,8225,8519,10836,19735,2453,1093
85,11791,8312,5767,3578,17789,13758,13809,4377,19531,6014
86,5358,12117,5578,4372,846,8459,12210,447,4914,6418
87,2772,18938,5522,18598,2741,509,9220,18556,4744,7643
88,16552,3374,12777,2224,2236,6122,7335,5880,4341,3505
89,2598,7308,18451,14479,13133,13305,1186,6094,14469,5376
90,4869,5745,19423,5239,18228,4473,18161,8665,8295,16686
91,3318,13463,5549,16636,14084,4185,2450,16841,6684,1411
92,13011,3972,2221,1661,15848,198,17555,3393,17325,14371
93,19474,19218,8060,4936,10795,838,1084,9963,13534,2952
94,10186,13845,19781,9307,2977,9561,7969,3226,12160,3601
95,2590,11417,5774,788,6236,6232,1678,19867,17543,4158
96,18251,13740,1364,16956,6489,10542,13610,14632,11858,13668
97,9374,4809,19531,14132,402,6420,2480,321,19980,6711
98,19076,7814,9917,13453,7977,14605,10193,17801,8907,9118
99,17834,6003,3463,11346,15163,11908,8819,7093,9211,12513
100,5011,13248,4152,15564,2979,12637,16300,8837,5489,19591
101,369,11688,8197,2018,12250,16834,12673,13277,9363,15703
102,10885,785,1551,9097,14418,12324,13971,13083,10945,4243
103,16465,12092,4635,355,13049,10330,16278,5965,9877,6508
104,5023,4854,13735,17848,13950,7318,3312,8653,221,3177
105,4318,10323,1067,14543,1327,4717,19869,17045,1637,7564
106,13462,10566,14510,10207,11341,1675,6526,16716,3133,10681
107,7816,7457,19430,12236,16906,3018,417,6885,10007,12860
108,9172,4181,2555,11779,5232,113,14665,4036,13358,12541
109,7439,3823,9139,7858,13502,17005,12337,14673,2422,6094
110,12478,14530,194,15083,19848,3276,8651,1301,18976,11664
111,18770,18315,18077,10067,19473,6351,4078,10078,6115,5680
112,13291,18346,13761,4107,7162,16309,6773,13017,4130,13600
113,2372,9096,5688,18346,9792,2117,8074,830,18578,18455
114,14468,11192,19015,6674,9174,3022,16987,763,13682,8559
115,18375,11229,6662,5241,8773,16503,2786,11736,17760,14127
116,17198,14393,13198,19044,7029,19344,5690,9828,13386,9462
117,2862,18084,12835,13569,9599,19894,15573,14843,17855,13817
118,5461,16707,11820,7580,2851,4675,7312,13930,7271,16425
119,19378,3981,4402,13601,16118,1540,2596,10563,14664,15731
120,8467,14568,19154,19757,17852,4648,17496,505,1835,6823
121,9708,3531,18129,3483,5063,1585,4528,1572,19489,12698
122,7134,1525,11192,15009,4038,5143,9033,17244,9755,8042
123,15649,15091,19456,15175,17655,12317,17291,18534,19770,14828
124,12208,7971,12729,7611,3880,17818,9212,6185,18021,11563
125,19151,5952,4938,15435,9505,8229,3119,1047,11741,19675
126,14408,16017,5449,10119,14445,2104,4514,11493,9045,6058
127,14157,17489,18794,13763,11097,2673,18108,7267,6950,11136
128,2699,3662,16243,12774,9728,15451,17429,5784,486,16538
129,3115,534,2346,8966,18953,5558,15261,12916,14328,10279
130,8272,1272,13423,19649,5395,3801,13001,11621,4391,857
131,4345,1909,2186,6073,15989,489,7351,19475,9293,12685
132,5804,12560,17149,18562,10872,17345,13683,15381,4790,18114
133,11276,5422,13295,18740,9613,964,6880,18920,14482,18894
134,17726,13885,8903,19737,17385,4210,5293,17027,17033,11464
135,6492,15170,8039,8264,7546,8969,7014,873,8164,19664
136,932,5942,3726,15995,1494,13648,16713,12933,10313,4215
137,19153,6618,18938,15052,13848,6227,10905,14726,18471,1002
138,1162,6436,2323,3994,16220,18126,17477,19499,4265,2717
139,14976,635,704,8902,6236,7648,10638,17371,6239,3403
140,17519,12271,5845,19180,19656,19594,978,254,17395,5882
141,5391,11911,10819,1294,4558,13732,10208,15635,15313,10250
142,18598,18572,13113,640,8174,12664,19740,1471,5924,15421
143,117,911,14643,10543,19006,2147,11542,5775,8460,6577
144,10755,17474,1615,12122,9953,20000,2291,1368,9067,687
145,5917,10254,10669,11593,19076,1049,13403,3455,3383,9708
146,8356,10681,4941,9512,13601,12861,3654,13178,13728,6276
147,15203,9238,7088,4056,7792,2356,9574,18393,7005,12959
148,15192,7023,11473,3174,16020,1050,2342,4892,5170,10838
149,4544,3442,6392,5073,10980,13469,1419,18562,2660,2489
150,6832,6645,4140,6553,18260,8682,18103,11159,10524,7470
151,2884,916,18692,11157,9827,4831,2610,1547,7895,13764
152,7582,15791,11561,13688,3846,19875,19705,4592,16983,14508
153,4132,17161,10129,7219,16068,7923,18392,8803,16773,9732
154,19625,18219,4915,364,5660,5792,18249,13755,10877,3664
155,17391,5386,8713,6053,17970,10070,417,19089,7319,2087
156,13525,7816,2440,9365,877,17707,9084,6358,12088,1275
157,226,19891,1085,13897,17029,13506,6085,16306,16168,10960
158,13714,6591,3530,2417,9125,17967,11866,18709,8601,18999
159,10364,7818,9490,17738,19648,12119,3330,8387,16557,11626
160,14634,16253,14062,16449,12921,17516,8975,4365,9761,7166
161,11497,6909,10776,14434,3762,2052,18793,725,3439,15708
162,13222,4872,1704,11363,17710,11467,405,12970,18838,4013
163,10427,18647,15868,484,17189,6196,4445,10928,13638,13014
164,19875,8295,5504,10501,6844,1563,5955,14764,1946,15152
165,10209,8321,12767,3919,13491,19197,2980,4925,18267,997
166,12486,10941,10862,5692,9488,19629,4241,13977,4421,12569
167,17615,5823,11670,5579,10697,6855,6396,19954,12687,16804
168,1229,19653,5189,6525,4008,4182,9935,8736,822,15740
169,9940,12822,531,2788,4578,8848,10558,12045,4917,18884
170,4773,4661,12389,10290,12290,1656,14423,1085,12678,12855
171,18691,9987,10745,14273,13132,2372,14309,14565,16778,11602
172,8886,10036,6272,11432,11762,7250,8467,9727,15321,1785
173,17011,887,14752,749,6814,17442,10948,2698,499,14886
174,9842,17750,15170,5058,11412,257,9144,8672,3432,1382
175,8921,6263,5754,3471,13562,19258,17527,4274,13264,12785
176,14083,2203,2851,4904,19637,17562,983,7283,8711,247
177,17854,10184,10965,13200,3668,11873,19971,4282,17378,106
178,6672,4028,14872,16523,15719,9896,16185,17676,9783,6261
179,3372,3258,14931,5399,18143,16556,2957,14405,16969,10790
180,14523,10810,18834,1447,4974,14937,10676,12083,5689,8861
181,19304,19760,17865,11238,10428,6627,4835,1991,8978,11994
182,8732,4110,12162,6866,19593,9294,6192,15031,6256,11710
183,568,19301,7776,2645,19524,7134,1780,3699,7094,2931
184,11292,7654,4374,17826,19632,15773,12727,19272,5672,19410
185,3845,18275,6987,9223,19848,6986,15731,2447,18931,16474
186,2225,4728,1274,8779,10359,17589,19751,10343,4283,2926
187,18665,16112,1010,14290,4504,8208,8315,18887,16038,14441
188,1352,19389,4884,16490,9181,11168,18853,2683,19903,11708
189,1452,13638,9888,8329,14030,14525,11456,4192,7656,13160
190,6669,6237,5730,12099,18869,7704,10943,17653,5024,10348
191,13391,3646,9576,17954,18822,12775,7009,13368,1048,5783
192,18580,4058,17308,14093,16923,9935,11070,16142,17450,4246
193,14952,6156,18968,14797,1312,4558,427,8551,14947,1864
194,12562,10174,4198,10198,18884,6476,8266,12936,619,14470
195,15759,11771,10868,1424,9558,14043,16932,14179,18837,10936
196,12205,18909,3952,4793,8079,1641,5636,14176,13730,15892
197,9296,2388,8578,19128,2228,8574,8112,18785,14174,18512
198,11130,9183,13192,19089,9369,16962,3247,6039,19412,474
199,2283,17885,5393,12062,5735,7522,13182,3947,13592,18788
200,10172,19705,12950,16306,4457,1293,16535,15170,11134,8414
201,10000,10960,13781,13372,7565,10325,18699,10722,5365,9203
202,15238,11125,6533,18229,4067,16430,14348,1335,1020,5136
203,12138,12209,16970,4468,12727,4701,7984,12695,3239,7494
204,18311,2395,4135,18367,7743,10449,4048,4877,14454,14111
205,1130,7288,11095,3931,13205,9485,18804,880,10634,3254
206,14905,11484,16867,8093,15433,3229,6009,9321,3073,14430
207,10769,6658,15911,18298,19871,5574,3510,6671,3098,19316
208,19284,11976,3504,3410,6488,10738,7248,5061,11886,606
209,8211,17918,10396,10976,10282,19711,8217,15691,18461,9656
210,361,6311,1825,8831,1600,18010,12455,10256,15565,11639
211,18194,3369,7452,2807,7006,16944,8963,15079,16789,7060
212,15576,907,15169,17695,12469,18485,13281,10976,3357,9337
213,18942,13380,8967,4181,3470,4826,14699,6235,15100,3902
214,8229,14576,15706,3654,4024,4168,17863,9959,16147,3596
215,3188,8550,1917,19232,3355,11983,15587,7579,17181,2909
216,14714,9624,9766,8135,2884,2479,7926,11784,9014,8060
217,8812,17811,16740,16084,2899,1171,19651,13897,2331,4098
218,15023,5711,13949,13931,9410,6241,17345,2516,15456,4728
219,2789,17138,16754,10299,10621,18475,17288,10800,15704,258
220,19164,11422,15746,15542,19423,9375,18057,15545,17312,193
221,1135,18121,3869,2604,2414,15677,4369,5179,18124,18179
222,15770,8240,14754,10970,16114,16330,8407,7743,16955,12973
223,18673,2208,16717,14233,5506,17290,18731,16830,17306,9158
224,9123,12137,3477,8153,15597,4765,4646,8833,3288,9198
225,7334,4304,4302,1383,10442,11597,10953,8488,7574,14472
226,14275,5867,17664,4139,14086,11293,1158,10343,14828,7754
227,16587,14238,14621,19378,19215,13657,8065,16207,2236,127
228,5017,3247,9256,16008,4293,9891,5885,13695,12894,18984
229,16483,6153,13142,7822,16844,13229,18943,12924,7853,17399
230,16351,4982,18471,916,16780,13062,4803,5591,8947,6340
231,10582,18163,14253,12782,16576,14597,1877,5588,1561,16113
232,1259,133,8184,5677,3620,15407,1548,5525,18419,10988
233,18375,10815,2671,5054,13816,18460,585,19112,11345,11305
234,3510,7539,316,11106,4677,5556,8561,15846,10883,3698
235,1529,18976,16480,2235,4468,2504,12281,6545,7058,471
236,19115,6921,16990,3516,3429,9785,13796,15924,15353,5323
237,19839,15647,4421,1174,2931,12467,13684,1040,8975,3206
238,7493,17890,13674,19754,15150,13254,9850,6915,16612,13039
239,12022,16726,4682,12034,6203,17174,13067,11740,14835,10420
240,12363,3422,270,10754,8102,15644,17987,15224,16679,154
241,11369,17156,16298,18316,19351,3275,7950,16454,4815,3699
242,13737,4627,18350,2269,17912,17555,6785,3554,7298,8215
243,2995,7620,2197,5853,5210,12813,3185,8305,15942,9551
244,2573,18663,5695,2752,5017,17512,4659,11766,10039,18468
245,14196,13831,19241,14436,14147,1518,14008,6338,14635,3790
246,17444,12680,7528,18438,1430,4465,19052,8565,3712,9416
247,12545,1367,3134,15688,16769,13700,388,10394,4702,15687
248,18973,11571,8631,6204,272,12427,8240,1890,16258,14282
249,12074,467,2771,17868,18051,3320,18073,15664,18497,11112
250,19897,14372,4182,12304,903,4671,18013,12001,6144,6641
251,10393,11879,9591,9212,1616,6440,10682,19261,1723,15713
252,2769,13648,7270,14588,927,18470,7185,10804,16195,19793
253,9538,17564,7153,16101,10942,9426,4438,13156,9538,5275
254,2837,1932,983,17655,12717,15240,7516,19449,15801,5959
255,16885,14392,1567,18361,17750,15937,9251,10132,5183,16979
256,10604,5326,7109,19664,12140,3080,6046,11067,8139,10254
257,16251,8231,3065,4636,17703,12054,8267,3225,11144,7247
258,14766,10230,3047,6880,9191,356,4827,10159,12991,13971
259,16906,9261,234,8724,5702,5283,14280,5733,4299,5970
260,17962,12207,19931,15422,8466,3922,5686,18737,3266,5202
261,17305,2436,11722,3927,5524,16862,11665,6702,9170,19516
262,3275,7136,2109,19331,16263,17320,4663,3430,17048,1654
263,6572,9883,14894,5176,5162,4001,11561,12102,10185,19440
264,11248,15858,789,16917,8263,17776,5307,11791,5996,6382
265,19378,12534,8442,4277,15848,15901,6274,9016,4933,1226
266,13479,1942,6577,8141,390,18233,4515,17285,6552,10380
267,11522,18229,8646,12326,2895,16334,16385,7177,14147,18035
268,19883,14275,4037,10759,9269,3967,16660,7306,1670,996
269,8646,9381,11731,8302,8052,13231,2030,159,8410,7613
270,18443,3347,9559,8955,9117,10774,932,10660,8135,12688
271,2978,14099,15317,17849,13040,11056,9954,11066,3615,10319
272,5599,3761,19134,9283,4255,5863,407,3073,1631,13342
273,2638,13773,12002,15246,2508,16419,1282,16361,15248,4660
274,4815,3385,5709,3131,11739,503,1263,7451,10038,13233
275,4878,18141,3161,11690,6777,6118,15013,14000,19156,11368
276,8149,12794,8626,13318,10812,6714,8121,3982,1314,17476
277,17419,9382,14831,3170,9992,10564,325,18080,16909,9853
278,5262,19224,16199,16579,15785,17042,2803,2002,14749,14031
279,13692,3167,9003,18645,12804,16578,15626,18215,11670,6874
280,3799,18748,11440,5690,5572,2135,19205,4536,17407,18888
281,17213,15057,2204,2366,10953,12707,7108,322,15540,1912
282,16520,19743,11638,2433,10148,19725,6457,6973,3453,17748
283,11096,1404,19157,1263,1048,12279,16902,6016,13172,1158
284,9341,15250,15728,6592,15484,19483,4332,8161,3846,244
285,11599,6537,4778,8292,9747,3725,12569,19355,18955,1762
286,4132,16154,18767,3337,7828,6274,18734,19884,5525,4128
287,7289,6147,19883,3999,3479,4552,14039,19401,3526,3124
288,5989,9536,15600,13952,708,9321,4925,7350,7889,2947
289,2135,13405,13956,17645,4889,436,12172,4678,15211,12540
290,5638,9403,9313,5318,15480,15439,1099,2370,10269,4166
291,17364,19000,14513,8198,11145,5399,9798,18050,5106,6483
292,1346,9353,1009,6335,2583,18149,12109,8752,2331,530
293,2921,18814,8785,8725,12475,168,14402,13311,8157,16141
294,14919,6918,12587,5568,1592,3254,16366,19008,17054,19402
295,7267,19578,2900,1810,1130,14416,19290,4858,10754,596
296,10646,12248,11507,15287,13634,3745,246,8266,19456,12074
297,8715,17734,407,13634,15633,1579,17951,7359,13494,3203
298,1190,15015,19832,10773,6049,1946,15862,840,9571,15024
299,6457,16669,510,6336,10851,15496,19645,17717,8652,6969
300,7090,5864,9230,7458,8125,18781,15054,4295,7331,8713
301,5992,13403,19460,12747,17677,17435,6768,19231,11865,18346
302,4652,12449,4087,12935,3508,11168,13346,5000,8929,3797
303,6856,15934,9095,14667,3479,6144,17374,6365,10693,6751
304,1230,6795,17512,1878,14527,16946,9946,8210,2141,10144
305,517,6351,3826,15565,15252,5933,237,5909,5149,15966
306,18580,11812,6919,18995,409,11481,16308,326,13441,7648
307,6646,8410,18517,5680,9765,1140,5346,10069,13101,19001
308,16042,9378,7169,5861,9584,15476,4982,3489,8592,14618
309,18196,11640,10709,13112,7027,7114,14179,17983,2280,14805
310,9783,6736,6647,5499,4265,14610,18089,15260,6958,2716
311,3430,11983,5932,18082,7837,9911,14400,19686,8705,17821
312,13162,10240,15932,3717,19932,3631,19774,690,17989,18704
313,11334,617,18776,17393,13316,2011,6176,14036,8704,9844
314,17081,2511,2429,6960,12030,10776,4108,1828,5279,4209
315,7272,18711,12341,775,11957,216,12733,14935,18031,2839
316,17013,9859,13539,18587,18417,7326,19026,10775,196,18056
317,6750,17989,2782,2927,17337,5360,10473,13420,17563,2594
318,176,7174,1286,13223,1884,12886,18965,3353,12897,18808
319,3689,11814,7263,19754,8215,16203,15899,14568,17480,307
320,361,1495,8151,7286,2253,17308,19951,3631,509,9127
321,17474,14970,13111,12008,12492,12319,9404,7343,16499,19040
322,16639,14268,10762,14530,5113,18286,7559,5005,3740,6994
323,12144,214,10938,18808,9945,9237,12771,6843,9668,8749
324,4992,11541,7092,12786,10884,5200,3765,18956,6017,5592
325,7863,3518,1815,8253,6726,8796,6056,5565,3709,11737
326,11102,298,4376,12027,12916,895,2568,19044,11919,19061
327,7033,2156,11509,13497,2123,19765,19158,7125,7712,5627
328,17194,12570,16646,17602,8294,2374,9505,5435,9230,10434
329,1319,8549,4167,16956,8658,17207,1763,1209,15717,16060
330,9580,13802,16391,5274,5154,101,5517,17590,11513,13208
331,17072,13411,13132,14621,5598,3477,14067,18908,13812,16956
332,9976,1731,19213,5885,18746,11138,3167,7469,5691,9330
333,8489,18932,9539,6274,14705,8899,18483,10464,15258,4537
334,18076,9710,12280,18709,10811,2257,19117,19893,10846,1215
335,5576,11006,11936,6862,18858,8316,4802,7320,2486,1396
336,8655,1925,10885,1982,16772,15349,3579,7720,13344,3220
337,2934,8277,11526,19716,4818,7122,579,6782,8308,3917
338,12520,9163,15707,17684,13313,18754,11612,12810,15278,17604
339,10428,10788,9669,10655,6071,16998,17391,4319,6041,13956
340,18855,4620,16679,18588,3313,8813,11453,2116,19325,8017
341,10571,13205,14236,2429,11629,2276,5577,5138,14493,15433
342,1808,19649,18913,1596,5458,18850,16022,3788,7978,362
343,1979,16992,14695,3804,10213,8246,9525,10629,7286,17052
344,7882,11271,18481,7682,15173,19915,16831,13689,2727,8699
345,438,18097,19935,4986,17147,5360,4368,12371,14354,16459
346,15032,7641,7416,18072,19938,16155,3962,993,3135,4836
347,8189,10700,15404,18440,10933,4354,9420,18714,4370,13807
348,739,6000,10377,18822,19892,8360,15844,4630,19192,12921
349,10379,868,18276,18377,11129,2271,11492,1074,13969,10709
350,15138,13221,9945,2410,14133,15057,17627,19736,11754,11339
351,7913,9082,7846,10864,19407,13396,15378,10594,15091,1641
352,17712,2397,6305,4846,14883,6203,15121,17720,19671,18028
353,4693,16855,6102,11141,10622,17662,8895,3713,15481,3543
354,15661,3412,4165,16851,1922,13516,14139,19721,16376,9531
355,19144,14754,11051,16140,2798,12262,5325,18133,2324,4371
356,6712,17932,19147,7166,3473,8819,1693,17390,15544,14610
357,2491,12871,10153,13522,6009,13948,12849,12970,9729,7754
358,3225,7024,5362,12837,5015,9461,3805,13771,15914,17699
359,3598,10882,10292,8217,14334,12124,18721,4221,1581,3347
360,4587,18095,15154,14723,15847,9289,17463,5797,8051,1404
361,8608,162,7623,9366,9015,18764,18852,10902,16772,10500
362,17892,6719,19868,8127,6523,11702,16591,9591,4981,6196
363,19962,8093,2323,11706,13289,10675,3959,9978,10490,2307
364,10802,10689,1030,3973,12884,11189,16241,13370,172,7346
365,13390,9666,3732,975,17694,3119,18650,10726,13108,9180
366,575,2403,3804,11732,6543,4007,14230,4056,7989,16064
367,19200,11539,7653,895,7862,18367,16870,5175,13105,3709
368,7867,12962,3351,8057,7166,2227,17737,11303,17678,7676
369,10023,12218,13985,19595,16203,7768,11477,2402,13877,18197
370,18621,18051,195,3519,5397,5736,9803,11987,5206,3011
371,873,2375,9328,15426,3291,14616,16151,13294,8996,15077
372,10616,19859,15858,12485,13637,13757,1367,9398,4542,791
373,11353,17993,12134,13052,11936,17224,13180,5391,19987,3528
374,13726,18144,1846,2941,14532,5783,2286,14226,14473,19389
375,15861,9084,15118,3840,1698,8276,7617,6429,2055,18257
376,8114,13028,11072,13258,19784,14286,7781,6131,15997,10038
377,5253,3376,8588,3458,9548,11849,6435,9921,1108,18953
378,9759,17918,9372,6413,9614,5284,11102,3648,15307,12415
379,4187,738,512,14058,13609,4034,12189,7261,8440,5290
380,19473,5905,11942,2235,14312,9741,7686,2534,19318,15851
381,929,11188,18402,15555,9598,7748,7193,4071,583,10357
382,17838,1532,11729,1243,414,1651,13922,15618,8557,17468
383,10887,5241,10295,1004,8627,607,10820,10894,17586,11774
384,18420,19677,14694,5158,16418,17084,12015,2238,11879,11549
385,3977,10566,6850,5507,7542,16738,19432,9181,8197,15446
386,15660,9034,11266,4271,5153,18822,1936,4882,16659,8286
387,13642,8412,14037,18296,2573,6083,1098,15993,1328,9795
388,5342,5094,2172,17701,1229,13305,2766,5722,7240,6236
389,1219,2820,2835,19272,15376,2091,12223,15028,12835,9147
390,315,10845,19587,17539,2256,6238,18881,12176,7281,1931
391,19174,11184,10465,15657,1107,1328,4147,8347,9072,5261
392,15966,10710,13480,539,10015,18387,9751,5231,9359,13214
393,12569,6706,19759,16289,9682,18757,12312,10096,7964,2478
394,7016,15492,1600,15945,3952,16414,17589,1550,9801,7531
395,10840,7759,6799,3365,9269,4157,12115,10811,16570,14714
396,10221,15149,6042,15582,7443,5949,16386,8869,4464,19674
397,10565,6558,294,13325,2154,17617,8475,905,8887,13026
398,4427,15345,13678,6255,16391,18469,2038,12734,19986,15944
399,1408,3433,18258,12450,1042,1697,19452,17112,11106,19465
400,3429,17760,14607,13459,14607,2255,5858,2668,6863,8667
401,10624,2399,18785,9171,16530,15809,6693,13103,4515,17561
402,17694,19568,13333,8641,18321,2178,14571,16371,1678,13719
403,18024,825,19896,6620,2664,3059,1931,6468,18768,8054
404,6969,9423,3031,5978,11171,8312,14916,7668,12713,360
405,19926,6289,14354,13469,19796,9134,3896,11193,19286,3606
406,10727,11068,6810,9280,18078,770,12791,12204,3620,12942
407,16568,7124,19907,10797,8673,8230,3813,10589,2763,15530
408,9779,2581,19082,6810,3691,4001,18159,7632,11718,11798
409,3005,4222,9706,14773,13936,9718,7540,17255,12483,16921
410,3273,5711,14269,16733,16595,9525,5063,14742,14044,16423
411,7216,13696,12584,15377,8636,16292,16694,1221,19392,2603
412,1066,4286,15443,8131,4479,16478,9798,4317,4813,8625
413,12073,1063,4191,18544,939,14227,1405,12283,8186,18690
414,18663,14059,16530,17154,11252,4627,6020,17592,10503,13289
415,15088,17541,4989,8126,3575,16939,12429,517,2395,13992
416,6876,8888,18712,9970,2513,11350,7565,7890,3720,1162
417,1547,19042,15643,2242,10015,8509,5903,19791,14397,3376
418,19831,18104,16258,12847,14073,1743,8671,2319,15546,15116
419,17642,2668,11005,19818,4509,9887,17035,2726,1308,483
420,14200,1066,4081,7179,4408,7124,11313,11399,10602,15365
421,9243,16207,9041,10859,525,18157,12522,3590,13800,19937
422,14108,6389,11154,14587,11439,18805,790,6278,13879,10914
423,15583,12495,13487,5094,2617,7117,13105,14477,18930,7902
424,19490,18501,17462,19254,13894,17967,11792,13119,2841,11609
425,10485,818,8375,17757,2856,732,18413,5810,9100,10084
426,2485,4024,370,18253,8467,16759,15990,1447,2006,11954
427,15494,5761,1301,13872,446,7633,9495,12413,5420,11960
428,6100,1753,12197,7780,13254,6005,10500,12310,2326,6871
429,11449,6560,8958,2451,4302,8486,4510,17562,10470,16498
430,8536,16476,8042,4536,9310,11624,16510,8196,6217,7585
431,5224,3418,14422,9507,15663,4710,12512,10895,9357,2405
432,7577,8676,7975,6912,2433,9567,19654,2952,996,6861
433,17932,13109,14931,5619,9858,10664,16228,3991,15894,882
434,3925,1294,6660,15684,8537,8404,11487,19539,18527,14047
435,10087,9376,1197,10368,16649,2678,10442,6107,6388,6949
436,15228,13553,13845,5438,8424,947,1843,784,9042,11396
437,18749,7886,12026,4324,6313,10363,10155,10152,12497,1089
438,3929,10015,2672,12288,12349,4112,445,1361,8539,18520
439,14707,5540,18192,1885,10074,7260,17436,10631,4753,19881
