"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014"
64,13133,12941,14676,18375,9584,13703,10857,11523,5059,14908,9711,5405,10628,13865
65,12269,1047,15762,14585,12735,3208,3039,2625,14101,9887,242,6056,16478,16011
66,19618,11376,7559,14469,10734,16217,11543,15980,9386,17666,15493,1476,15194,9561
67,17425,10859,13256,4817,2574,19596,2256,4967,657,10740,1791,4327,9510,5771
68,8314,13962,15888,402,4603,5404,2114,4630,18079,2044,1712,9773,14640,7279
69,14872,11831,15389,15282,9430,3968,16882,7314,11855,783,6430,4632,14036,5629
70,2758,19341,4091,17215,7676,13507,3224,16314,4897,2726,6698,13263,833,416
71,6704,15830,5862,12530,11947,4080,8511,9213,1040,4156,10598,18413,11245,1190
72,11994,3511,15420,8248,6853,7892,14850,7921,18093,18135,17960,18338,6443,409
73,11560,16555,19809,225,14830,16948,5657,4604,2043,7915,352,5217,16787,9487
74,3167,15963,7250,17576,3118,19175,1682,19438,12389,7104,6377,6917,10883,15497
75,8931,2653,8911,9841,15815,15515,19348,16241,2435,7376,7787,6020,8056,2445
76,3272,5377,18943,4787,809,3973,19243,14980,10231,1184,11765,15427,13451,8212
77,18231,2922,5933,16194,17875,13440,18061,16422,11939,9460,2405,13777,9137,8906
78,11988,2308,17153,3414,5960,3918,19640,463,7855,14143,10708,16774,4263,2302
79,2975,5163,8899,15682,7988,15576,6578,3746,4312,11425,9528,19868,12463,13318
80,17242,17985,1345,11975,13271,5237,10705,17387,18105,11166,12301,3646,7208,4619
81,12823,19214,9934,10031,18808,13222,16919,9926,6707,11322,1676,12018,7042,11479
82,8763,2388,13317,10101,6838,6088,19969,19103,4569,1873,317,12880,17473,17499
83,8777,6510,5986,19944,19961,2428,18510,1448,16564,18832,13409,9364,3937,18573
84,11339,10932,4247,7827,9830,13452,14202,6318,9988,4497,15507,17153,162,15036
85,9823,17901,4635,297,4423,7335,15353,10769,16040,18405,14899,241,17409,14453
86,14595,14445,19021,4165,4575,3169,19028,15241,12390,5092,10184,2296,14547,7125
87,4988,15303,8974,4924,2360,2756,7144,6113,11993,9273,9140,7646,15257,4920
88,17578,1507,4720,266,16854,1411,13369,1319,18901,9502,2789,18859,1594,6282
89,15406,3071,16346,10232,9649,9749,14169,19204,1616,3519,11872,5813,1037,5826
90,4651,582,2163,4767,6481,11862,18248,17803,17584,3872,10410,1428,7604,17064
91,16185,16646,16261,16486,16156,14009,11783,17826,13270,4750,14372,10915,9615,2081
92,17987,8301,16745,18263,3312,620,14997,3087,19223,1509,16089,7599,3095,3419
93,17658,740,15151,12821,6104,5991,17040,6585,13128,6293,16881,17058,7242,14273
94,9622,17305,16847,11731,19993,954,6302,19627,19487,9894,1205,5716,7727,11521
95,16473,6471,16654,305,13136,17338,7365,1626,19882,880,11288,11960,5085,8262
96,11501,10301,12622,11700,1630,14767,17467,1820,10956,12817,6714,14969,4959,7851
97,10526,3744,15388,11706,14957,2232,15240,16863,1807,3534,3219,4734,15126,2477
98,2254,19757,14896,12755,13200,15947,14293,16427,8964,1864,429,7674,392,8228
99,3848,19688,4504,6382,17634,4302,13235,6267,6339,5724,14534,17957,2050,7170
100,3599,3923,11484,12806,10171,13317,1914,10186,2458,16661,2163,3510,13827,10221
101,19393,13162,261,1865,10252,4675,18945,17948,6883,7650,19492,4837,15145,12091
102,113,5279,9144,18099,16680,3881,16183,11009,1310,10219,4518,10542,788,9505
103,10490,13149,11422,13024,13795,10788,5413,19811,16197,4530,3495,14956,1932,11902
104,9648,3326,3542,6797,14546,11142,14766,19685,8464,729,10739,602,2095,16937
105,6731,16964,3221,14452,10152,16534,3671,15193,5479,2028,309,13559,17865,6425
106,5103,5919,16107,12718,9598,9876,1548,8971,15541,5377,17332,17240,5876,18728
107,15682,8743,9021,12982,9885,17033,3438,17810,4594,6794,13667,6536,4767,17282
108,5416,10179,15376,15002,4271,11036,19275,990,3032,9457,6492,14424,12134,13048
109,5239,9018,15607,15319,9663,842,16294,13502,13771,10349,5208,1962,10573,15539
110,19971,3406,8086,18051,18284,16533,6535,9636,9715,6245,18193,11301,11482,5921
111,17139,8966,2910,7506,15674,16618,18117,18871,509,6662,19622,5488,8558,12495
112,978,9163,6328,19866,17653,128,17284,7330,4176,19044,3448,2093,2223,3707
113,7663,14416,15070,1677,13323,18113,16010,8141,12022,12736,5432,13469,4090,772
114,17502,15831,17413,10540,2966,8794,2388,19920,140,17867,3650,13660,13866,13210
115,17063,985,3196,12449,3408,12442,14725,11847,19312,9028,2798,17492,10771,13560
116,15601,3099,5070,14585,6850,19617,2545,19367,15073,18862,14133,6287,8501,4483
117,14841,18751,17974,11887,14930,2948,553,2132,15510,2805,2018,19739,18749,14445
118,6252,4237,2442,8745,13732,1669,16319,5672,873,2679,6750,3410,14842,14312
119,1756,14978,17031,2934,7062,14316,11646,7151,6777,11657,17713,2713,19026,11361
120,17476,16848,1145,15802,17544,6849,14720,12518,7907,1599,16381,12611,14136,14404
121,12809,6468,2530,9010,10210,1452,4552,975,19456,6232,19995,10717,10125,6872
122,9928,3024,15602,17268,3244,14966,4582,12364,15840,12843,12939,2063,11115,16919
123,3887,18807,4082,11456,11830,2119,7070,5567,2967,10499,2328,743,1770,8999
124,13204,14276,3723,10241,3393,9783,8724,1923,12865,16367,17974,12107,4347,10686
125,15891,8732,19713,6158,11458,3864,9548,11537,19983,12468,17180,13276,9360,19046
126,3060,4084,2704,3011,1175,784,10522,8396,11269,13211,858,7358,9890,9694
127,10160,13322,5511,5235,10223,2401,16302,11896,2656,8679,1665,14504,15667,5605
128,4143,10922,19929,10057,19190,5577,10626,19335,10307,15892,7848,20000,3687,8049
129,6429,7703,11230,15086,4682,10256,12802,18253,19942,4080,13875,1819,9349,11212
130,3593,6415,18500,19067,7805,5850,13870,14490,19942,14674,11622,3828,4499,18352
131,12874,8181,14504,1802,7225,9925,1660,10751,10187,16512,6302,1027,13367,832
132,522,10073,17906,12340,16794,1585,18582,2866,19187,17858,4607,4627,592,10500
133,5513,5268,4434,4959,10798,18196,6327,1944,7789,17325,19140,1476,19490,1375
134,6394,16697,8564,5053,13636,2737,8024,17000,4132,12861,19908,4807,6374,9896
135,16095,12922,16407,1565,2669,18136,18974,5785,14258,19751,14819,7489,9168,4456
136,4632,8294,19952,11211,1314,13168,14608,19526,5399,12476,11584,15622,12417,9683
137,5148,8226,10567,19975,4382,8053,14731,17662,6785,11783,2530,15099,10634,2873
138,4825,19480,2784,10960,12649,834,12344,12646,4711,19137,13189,871,459,3853
139,16963,4623,17383,14548,8574,11982,2663,19434,14605,16285,8208,10364,14119,16888
140,13221,6172,9192,7307,17354,11045,7156,6950,14265,15772,13212,5438,3781,6816
141,3965,9523,19275,11092,12522,317,7522,7929,9784,8679,10230,13374,6913,5602
142,4050,9094,14767,6777,11673,8298,12269,588,8288,12429,19614,7653,10511,19598
143,15814,14273,12212,19815,5283,8070,10231,18938,9539,10547,16854,11314,5598,14364
144,5166,15879,9668,17007,14189,13465,9310,8733,5607,7910,10690,3087,8464,9210
145,158,18396,11070,15624,18316,1811,2400,7193,19954,18361,14005,14906,2484,14673
146,7824,1501,15243,9489,1015,8976,16747,8825,1912,18352,13559,9209,13755,15671
147,5523,2919,1355,11660,17959,697,3541,12711,18280,6459,2636,3988,18721,14803
148,807,2814,5989,1719,19135,9740,7170,19486,7653,7969,19251,482,1863,18804
149,9884,16937,10607,1382,3076,17512,17410,11999,13851,15141,2667,15853,13826,11782
150,7102,16376,5751,13318,14464,7280,10161,8544,9312,18220,3134,8058,5675,18870
151,4835,9900,6767,1713,13047,15534,5561,223,13014,8128,12700,3168,3809,16814
152,13330,2521,11341,16318,2024,18418,12326,5878,16944,19152,8426,17500,16084,138
153,5395,1932,13872,11792,3022,5463,11463,6441,11545,14952,11695,1595,7428,1449
154,13063,17360,15110,6799,3071,17127,11431,4682,19581,10344,17293,15714,496,4700
155,15221,12439,11493,19309,16894,4018,10613,16337,6523,12318,3439,11905,19823,11422
156,19436,17330,13244,19573,9855,14724,3569,5113,17823,5592,8446,4737,11408,10473
157,10634,9163,13698,7800,4422,1927,14131,6327,17540,19664,4728,2392,13594,15206
158,4659,18928,14360,5673,19521,14450,2983,562,9219,13951,13689,2135,9698,19701
159,10103,6374,14274,3079,12133,5114,18871,2404,19779,9361,19605,12142,8549,6962
160,2095,17364,4995,9334,14179,16576,17162,206,3355,4260,6143,6922,6382,12190
161,5738,11664,15613,8311,1022,1298,15747,1107,13863,3376,14789,10011,13334,5006
162,1353,11348,19047,12584,983,4368,17237,6394,9441,7159,3609,1917,16361,2310
163,9859,12183,799,9596,17526,17060,4226,9952,12456,8415,11345,18184,12065,8025
164,5075,19983,15654,13437,12697,8666,3798,10949,7823,5156,4658,5933,8727,3170
165,18734,15139,5664,8032,6309,18309,8801,9372,3342,11949,15349,6266,15612,18063
166,8336,6739,16117,6769,17245,16303,10962,3338,5733,7229,3717,6708,12064,754
167,202,16430,2566,18357,9166,7828,10219,16134,9115,12073,8129,4166,19000,7913
168,13793,15945,19910,18811,4472,12078,12884,4652,14037,2092,14538,9510,17275,13575
169,1164,9196,550,2030,4424,11798,1185,9529,8262,19142,10943,10077,19134,3805
170,8652,6046,8211,4798,4218,10418,8391,3873,16614,14408,2047,14612,7454,18519
171,7844,1244,8880,1141,16853,17445,19822,5415,18818,4683,12211,14450,18304,6583
172,2948,14719,9736,13408,4176,9750,11536,11541,5258,16686,8779,11417,5075,5403
173,14480,9589,2324,15064,4842,11320,2902,16438,7633,17808,226,4202,19108,13165
174,7073,3991,17740,258,3478,4865,3802,1693,15926,15032,4322,18871,11254,169
175,17800,4873,13979,8058,11986,15474,19408,13166,9990,3846,14291,180,14888,7058
176,8557,1838,16702,18958,18062,14133,13939,15553,19047,11221,19474,18127,1732,3269
177,8870,14594,15972,9932,12768,7882,11138,1035,19196,6511,19514,14067,5082,17233
178,1875,10336,11101,13853,14547,7827,4402,18875,17942,4011,8721,3571,19411,15977
179,1812,13885,1838,8751,9132,7620,962,1728,12319,14132,8363,19059,18369,3224
180,11026,7846,10987,10124,3226,18990,18103,6865,473,1648,19044,3834,12299,5481
181,19398,1973,13889,4730,9632,12071,6284,14508,1417,12524,18440,3862,5531,9292
182,13332,3362,19368,1292,15014,10749,19661,4587,8773,17793,13355,14463,9210,12222
183,18651,7798,4551,1513,15574,6952,7840,3081,1148,10159,3031,2404,19975,7041
184,16974,16800,9560,8880,19869,3517,11198,10757,12115,6392,13761,10322,2850,1585
185,7703,19215,2304,11617,17530,8217,3817,8542,18916,16206,2262,12673,14386,17862
186,19242,4108,10117,4160,2415,10582,1077,19618,18550,15422,15877,3566,19273,15142
187,15025,15620,17446,14713,7894,10541,7947,1051,4786,19119,5781,1133,825,11248
188,3753,16845,15130,2770,3193,12575,4503,16965,9227,15040,11627,19043,8997,10167
189,8872,10820,4404,2446,7258,19338,3322,5587,3923,18148,10660,15815,10618,9400
190,9685,9047,7312,18650,6951,19784,8039,8927,15037,15394,7515,18956,17308,15785
191,2944,15252,15467,3064,6882,19993,941,1911,11138,4331,9806,13113,18448,8830
192,1824,4401,15254,9911,15710,101,3194,8157,5867,10876,14501,11351,12481,1664
193,19262,203,6026,6612,16347,7226,18881,3093,15639,14482,2509,1140,12750,14212
194,13594,1895,6500,10678,16526,14294,17481,17542,14739,12289,2462,4402,15047,11386
195,1363,6303,17900,17635,16922,4571,9213,11661,17405,2781,16190,10951,406,14298
196,8661,19485,14471,17635,13511,6808,374,14940,16544,8552,2977,4919,10750,10157
197,5572,4201,12707,2257,2289,2764,3509,17967,18897,12616,2708,13093,7574,4669
198,9072,8434,1416,991,13550,599,7938,10372,6929,13295,14717,8606,10032,8686
199,3184,15725,6070,8542,14393,5911,7863,16645,2408,4550,5139,2906,3796,10976
200,10993,7659,18890,15834,16216,6768,15282,3730,195,8130,16922,5568,12304,17292
201,19596,6235,19152,11108,9114,8095,4247,10106,9681,12551,12674,18744,9670,18132
202,18253,16901,5901,15854,12484,3680,17484,12743,5770,5506,18764,15924,6299,6880
203,7908,17388,19489,2561,19892,12246,7448,7005,9356,19867,6989,12167,5647,18033
204,17787,10596,5837,1021,17506,14355,11892,12988,6555,3939,11573,3793,18744,13528
205,12260,5119,975,18044,138,12656,7627,18873,11747,19956,5662,4486,18021,9423
206,9934,8161,16336,19215,2432,9328,14590,1312,10845,6397,6852,15499,17321,19576
207,10784,3146,2798,5263,16492,13623,5645,14720,2177,18401,10521,11334,1789,13034
208,19849,10031,1094,18574,10939,12624,5460,10553,13015,13000,14833,11703,5264,3634
209,2845,17427,19230,15430,2691,5534,14953,15547,9289,19630,9460,2179,314,13134
210,442,1444,5289,6241,18123,12569,10666,16626,8563,14513,16128,3455,9906,16347
211,1654,1135,17078,18115,4182,4286,12304,292,2204,14685,8065,3206,13607,8943
212,11652,7392,7281,11054,2963,8152,6217,5316,9435,19690,9441,11176,17817,14455
213,16287,13642,165,18413,15375,3411,19376,6552,17138,14668,5639,7449,4265,10929
214,18227,9044,9634,1874,16636,12259,2798,17199,5380,2312,13909,12851,4892,15137
215,505,1010,8326,10541,7489,19484,6643,12928,6163,14378,9413,10682,882,7593
216,8108,6602,3178,4636,10784,11561,6835,2574,16133,1016,10041,578,751,15332
217,3426,17970,512,13041,14359,7995,9706,5503,1819,3961,791,3403,13299,19470
218,6273,5191,17524,11638,6383,10602,18005,7719,4991,9859,4642,7390,7927,3130
219,19117,2108,13630,2219,10098,16435,8943,10137,701,17677,7295,11896,15759,16750
220,12218,18765,1952,14147,6121,10094,18928,962,16494,9203,18634,15876,15246,9897
221,5774,9734,3428,14018,3267,13554,6516,9875,14030,10394,8182,17512,4049,15075
222,19907,14862,3988,19700,10545,11730,8306,236,7327,12400,6574,5151,10850,8364
223,7282,14696,3998,15666,8951,9696,11676,19670,16146,7800,9434,19911,11383,14819
224,17698,17096,16448,19225,4001,19445,16648,9091,8291,19677,10682,1092,14989,18726
225,8566,18443,17994,2455,14078,18301,3135,19790,11932,10672,19739,6593,10833,12626
226,14251,10119,16280,14697,19265,15155,14766,11178,15694,4795,19413,17519,4973,5048
227,12350,12001,8787,9014,15368,11951,13293,17430,7732,1824,5902,12760,9439,1512
228,5123,17227,3378,10198,18419,16929,8330,9670,734,10654,6104,15321,695,15051
229,19432,2890,11390,10369,127,16400,18036,4636,2203,3350,5301,253,15554,18787
230,15945,14874,3391,16540,15909,12322,12567,4362,17998,3433,9178,19381,13540,19583
231,6311,9027,9667,3207,13134,9270,16248,1365,7985,7745,1889,5869,1737,15355
232,7312,9712,13268,10051,9352,9305,989,12529,17943,13249,18966,19932,11485,7637
233,17100,10861,3896,1738,5562,11163,16576,19374,5894,12904,16486,696,9313,11449
234,11876,7375,18336,6416,19484,10001,8852,4661,11849,5070,14655,11968,15408,7050
235,17936,8844,6399,15341,4435,19607,14022,15130,18174,11162,4345,13678,11005,19573
236,5549,422,18181,13482,103,10817,14218,11289,2912,6365,9184,19645,14744,19604
237,13401,5379,18789,19720,5657,19349,15348,2829,12819,11796,19442,5427,4096,13549
238,17498,3908,7789,11479,15099,8767,1028,15828,15592,438,15616,6873,17021,7820
239,7109,8305,1677,5406,18646,8026,2323,143,12641,5019,11036,19191,3078,18909
240,13425,4042,19505,11297,14632,16803,9246,12799,5626,1883,15271,15918,4643,2702
241,16739,15236,18996,6938,15840,10884,19856,4208,7415,9661,7091,7254,1072,8085
242,15206,3614,17818,2002,2769,404,5965,3309,18097,11517,4010,12272,13335,4595
243,10778,3311,13774,4367,17506,9019,214,5342,13218,3833,15507,10463,3667,14688
244,19038,16141,4408,12409,1166,5013,6098,19031,11914,3731,9325,13955,5541,2895
245,17527,6251,10601,18813,6396,10445,7474,5969,19963,2558,18948,10287,18754,16375
246,19839,16973,11731,17487,4154,13704,19866,153,12958,12326,11025,3263,4968,1045
247,11958,10923,4858,7901,1400,1967,19380,3431,13207,12987,1117,15290,13927,14458
248,1104,15821,10018,4540,16564,18918,15878,15315,15835,1118,14991,19014,7403,1170
249,1975,15263,990,18481,8669,11710,3549,4479,15054,8371,9456,9250,10402,11839
250,7461,1250,4370,1224,3811,8278,12853,15922,11304,5260,6231,13072,14380,18016
251,3880,6817,17425,15686,10822,6069,3374,1753,19999,10298,16668,8789,6171,12004
252,15066,16883,14863,1238,6357,14536,7598,12251,19010,13643,17940,16145,194,8435
253,11248,13743,5171,17129,17014,10717,18897,6571,9425,16776,11765,8907,14241,19879
254,10462,16766,14555,19352,9119,1620,16947,19311,326,16835,3627,11102,9063,6880
255,10533,12994,17610,14182,17942,7827,10268,9921,4345,12500,3450,5080,1450,7778
256,930,11048,11097,5981,12261,16195,4439,16240,16134,3198,7763,8698,19478,14012
257,7713,14061,11007,9900,3292,16262,963,14090,1821,15966,6665,13463,13883,296
258,1643,1525,10800,17490,7142,10004,6900,2133,15403,3205,19988,1549,13376,16613
259,9111,16579,14004,3275,513,5291,1400,11175,19852,11316,4227,9233,1800,18561
260,1601,7032,9429,13888,13359,5664,5585,4146,13413,9811,1145,6584,14776,14200
261,11709,15135,6166,16213,3071,1464,13277,7983,2369,6071,19438,4040,2160,4379
262,7481,9841,4094,5328,652,11447,8787,155,16267,18265,7330,9541,19998,8396
263,7679,15498,11180,11454,5324,18442,15810,4236,10404,14708,9343,15518,7315,9244
264,19472,19979,6578,6547,2146,13711,9482,2684,16872,5083,10605,10636,3464,8942
265,9212,2730,6725,4500,1520,10197,6220,14308,17268,6309,11519,618,7419,3830
266,3283,367,1580,12400,15948,19163,18953,8517,3642,3279,9697,17804,2724,12483
267,13558,6899,1259,5202,10045,18914,5205,18053,14494,10427,16049,16741,4607,15260
268,7446,2335,3227,16034,7781,6023,16593,5296,8803,14366,3380,1401,14674,9932
269,142,2962,19064,5379,1081,16717,13788,2942,3282,10625,16406,8690,1846,4951
270,922,15731,11827,7306,7251,4549,16508,18079,2399,13307,7266,15074,16911,9528
271,1228,5330,19312,13496,14055,17786,2777,4293,18456,2363,1458,16217,18156,16619
272,3893,7269,11552,15293,5950,11473,11696,1360,2333,2116,15941,13718,577,10376
273,8499,14480,18309,19196,8841,16835,2395,2172,14578,1367,7885,3066,16124,378
274,648,6676,16119,4566,16391,8055,13346,10775,6242,4782,14338,9136,16275,1273
275,14436,8299,4789,8633,7638,9219,13812,3222,9096,11370,13368,18817,4910,15367
276,4351,332,3149,19089,18890,19065,11015,14215,3864,10431,18616,15448,16208,2952
277,2852,1260,17862,7596,4810,19755,9980,3429,943,18197,3071,10029,13286,15240
278,7328,7946,16176,3955,11825,11477,13029,15519,16346,5780,11728,3376,14643,4320
279,14218,4228,9953,3201,17239,1298,18645,2565,9500,3851,11348,1155,16816,15557
280,15027,1316,1661,6155,6064,6749,9486,13477,5718,7491,10495,9703,15428,11169
281,8106,3737,18767,15532,3816,9665,9800,488,18699,15575,9913,14113,5735,5315
282,3669,12819,14152,15726,13572,10139,12389,13832,18608,7028,208,11221,9749,17756
283,19464,11370,2506,7104,5855,13843,4866,801,12409,2015,17636,12344,9121,3793
284,10352,963,721,8580,4111,18638,9981,11991,14374,1429,18696,15657,3166,6362
285,5868,5146,204,15209,11503,16851,14991,12842,12652,9394,5900,18780,16297,14358
286,347,18707,10819,13665,6214,1573,9499,15393,2093,14082,17300,18568,14465,3851
287,2726,7692,8452,19919,5182,15838,14475,4266,15270,4703,19377,5168,13365,11451
288,19198,5152,15595,5992,17359,3998,9045,719,19933,12296,2679,10247,17934,13703
289,10076,16680,3229,7542,8680,16651,9525,1802,18210,14434,10552,1575,17110,12718
290,13565,2498,7831,14723,3222,9576,6509,16448,10284,6673,1234,1798,11471,5628
291,8925,19316,6499,137,13574,13730,15045,2472,9850,9297,19554,14698,14553,1065
292,18899,8761,3156,11949,3778,9222,4662,13157,15983,1966,12479,1112,19220,18920
293,18285,13039,12551,10322,6037,11710,17738,13081,14310,10585,3107,5758,17291,14755
294,18055,14590,16507,10609,17614,17793,7976,8000,13260,15689,1992,6823,847,3553
295,10629,2594,16816,5213,8547,13296,13504,8715,2206,6322,8016,7351,13703,9029
296,19773,7369,7631,1920,2676,14376,3838,4958,2698,397,18115,5515,17139,6442
297,2557,6913,1446,5490,17972,11288,9256,9158,16350,9784,9750,1360,12735,8572
298,17397,1073,10726,5221,14107,19836,19252,18452,2886,16916,3390,2675,6880,9429
299,151,13128,14321,7018,13268,12679,8063,19089,8127,15988,11676,12160,19933,17450
300,19046,13218,17733,17334,19549,864,10438,11852,1683,18102,845,15545,6184,9896
301,6997,3118,18917,4595,19923,15542,446,3010,1924,4344,3219,12671,6951,3115
302,10467,6148,14753,10573,9849,14230,3811,13207,16000,11933,2162,11812,5231,9841
303,18299,19074,15733,7961,19990,19428,2895,13811,3989,16584,5852,3550,14727,16022
304,8071,18176,14068,6888,6933,4259,17728,16595,3740,11124,12067,17935,14566,14534
305,9666,9483,6989,8697,17897,4613,14540,5465,4958,3159,426,11312,14525,1288
306,1966,16565,16498,16307,1287,6821,3403,1727,11333,19960,3250,2122,10524,18550
307,5688,3641,12680,2136,12772,3478,7461,12797,2122,12099,14627,14818,10536,12299
308,7856,1713,7753,18537,5750,10887,8707,1877,8557,17734,156,5342,4093,8739
309,9383,5004,9977,3359,17465,8840,16877,13762,14030,2222,11622,741,16308,1414
310,19555,486,4772,16876,10368,11140,16818,6710,17779,15507,19519,366,14390,17425
311,4381,14907,8400,17492,2823,9965,15938,12172,12024,6081,14842,2262,14647,14990
312,13306,5232,7524,17757,4545,404,389,1896,3308,3644,15470,6554,16010,5573
313,10172,15585,5969,10950,7160,13502,16355,10193,14865,4715,16620,3343,13968,9586
314,12562,11715,9537,11130,7673,4223,7916,5108,8063,12076,6958,17498,2847,6674
315,15444,14740,7237,8276,5839,19606,4905,13125,5814,14894,15494,8481,7915,18358
316,2484,10901,13111,1826,15256,7673,18974,9967,13273,649,2744,14612,7278,18379
317,10794,4270,19498,7122,17133,11886,14279,12780,4030,9871,1148,6150,10842,11055
318,5946,14836,4271,10624,1209,12450,7784,11892,18516,18486,17171,16773,18925,12679
319,14305,7001,19633,1627,7195,2333,12725,10719,17642,19367,2334,6975,4523,6852
