"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012"
57,4174,2915,19694,4343,11913,5225,13839,4710,16620,17219,5035,5164
58,17384,8886,7588,7830,19805,580,5181,18557,13190,6914,7470,7962
59,725,2878,8743,1986,1454,12792,3190,15089,17339,1702,14783,2498
60,580,6905,14844,3074,11122,4549,10556,4105,3846,6065,14257,5834
61,2787,4030,17073,10871,19665,16582,14531,643,4037,3144,1708,9733
62,4350,3333,7429,15362,4522,9781,594,8202,3293,7002,6218,14140
63,12267,14670,14141,18638,19519,10546,15226,4694,1254,10265,19260,5519
64,15810,3174,17855,11258,1918,2225,3496,6989,5560,5763,18966,4688
65,11627,6592,2215,17474,199,12482,18551,14856,17506,17422,5834,7552
66,2093,2776,5979,8624,1625,11132,18077,3058,1237,15635,12013,1367
67,13716,16272,3937,1923,3346,14442,16224,5593,6207,11341,18683,2578
68,4409,7054,12668,8506,10239,7045,15749,8500,12791,12801,749,4424
69,629,3165,2351,11867,1617,17325,3640,14224,11497,15894,2709,10894
70,11196,16463,5891,17754,15646,14708,18156,16535,18308,8657,4899,15701
71,5048,16586,517,1318,1407,11456,17666,10076,7007,4959,10223,2253
72,19625,15493,5734,4684,625,1522,12369,16968,14143,13624,18225,9894
73,16009,15507,19939,9946,13849,9540,16166,2797,13341,9832,6213,5119
74,14664,12296,5719,19577,319,459,1077,19909,18644,770,5041,9681
75,633,14502,11302,12626,1606,17745,19042,8825,5827,16902,8440,4329
76,17932,18499,3098,4838,6165,16122,9407,865,11888,14658,16546,18401
77,4384,11711,4646,14584,18965,10470,11718,13426,758,2820,10539,2397
78,19352,14793,11308,18342,18380,16592,7441,4499,19704,16213,15626,1466
79,3711,17594,287,4515,2092,17451,19903,10951,8544,8197,5718,826
80,16146,12353,8360,10754,8993,13284,2227,10260,3861,4813,8662,15055
81,7211,17051,6193,4595,793,16919,3338,6688,5356,15946,3965,4494
82,7460,14614,882,9323,13705,1644,3222,1693,14395,10929,13379,17195
83,18700,2309,4945,1649,12330,18036,19838,17818,813,9770,8874,14043
84,3107,10388,16599,15656,12260,11302,6903,4867,5749,3471,14993,9511
85,16630,4235,16808,9427,9038,17927,5656,17101,15749,11727,7791,16073
86,19829,5137,2192,13041,17266,6537,5074,11842,13537,18535,4643,3817
87,17682,2943,13802,2375,15129,18955,9271,9296,11863,19716,7063,2907
88,9703,12942,13858,9999,11339,333,15194,940,3200,11628,898,8205
89,4259,8688,9131,2379,19069,5493,8284,13544,6486,14994,17335,14050
90,12073,8413,17924,4633,15476,11948,18890,244,8916,18759,9338,4918
91,19589,16365,6061,5625,18817,10013,17943,11828,11167,10707,8799,5710
92,15990,9152,9703,17590,7289,4195,2063,16170,10531,879,15013,14803
93,13152,6668,17733,15157,16430,2437,12324,16010,10391,10255,16897,9573
94,9322,12386,10496,4412,17095,4743,1183,1804,372,2566,737,8375
95,10668,18788,14783,3753,3356,6779,1223,1538,18522,12169,16400,14767
96,11903,645,16368,16930,17407,13042,1109,221,17563,8788,8455,14564
97,4899,7129,9803,6575,2473,4995,5509,5727,7250,4150,2547,7032
98,19637,2931,1394,4907,8585,4812,17101,15551,10566,4199,18847,1005
99,14148,12850,14831,6496,11142,12941,14456,19160,13473,8925,7731,18669
100,16284,19873,13278,19312,13081,3167,18149,6830,18829,10679,6113,17574
101,19730,4717,1011,6690,8358,7399,11876,9361,12799,1925,6022,5519
102,10955,12449,5812,16898,11966,13406,8935,4534,13631,1410,16977,12451
103,9753,17030,19090,7947,3901,17014,4957,8260,1127,5671,7452,7864
104,9820,6282,3509,16000,13960,13833,1671,524,3488,17896,13809,18211
105,4913,5583,6642,11956,5564,11845,16580,14039,597,8263,17519,18533
106,14542,6444,2378,14673,166,13170,1730,2805,5848,16077,18354,10809
107,11424,11139,5369,7655,3570,2868,18849,9549,475,14863,13580,9811
108,14740,10770,12506,2530,15113,10889,9567,9380,18589,323,16887,7804
109,16212,7630,11221,19671,6044,6815,15525,3053,898,5674,17149,19044
110,8411,13882,18458,19158,480,5254,18450,13169,14684,16239,15266,3011
111,11928,12012,15196,8602,14351,6721,3855,13333,19690,17541,6519,2524
112,19631,17281,1441,13566,12429,17787,7559,2778,8322,16200,11197,4160
113,8457,6570,12547,4192,15848,4370,9477,9163,10953,151,12494,19872
114,2685,9850,894,3151,12497,19920,5720,8324,8198,6008,1211,13410
115,7683,16290,16503,19325,13567,12305,1402,4044,18937,12235,3099,9036
116,16378,4144,18216,8599,12739,2039,16682,921,2394,19225,9261,10132
117,18848,5641,4558,13892,6847,7138,15814,14753,16902,7203,10150,19770
118,7693,6805,2068,14915,16551,775,8256,6886,19666,18565,3282,19057
119,3725,8463,1456,3630,4267,479,7771,9834,15067,15216,7197,761
120,462,1532,4600,1250,14021,5209,13211,18976,18993,928,9503,11768
121,19509,15166,11284,2003,9124,6767,10517,13513,6134,14132,928,6451
122,2998,9521,2315,634,10200,11713,10607,14399,13062,3696,3127,7810
123,10934,15491,8620,12016,7034,15288,6034,6991,15127,3719,19716,3173
124,15541,5094,5824,5983,3661,16694,4122,2854,7249,643,15203,13667
125,17922,15209,13318,10132,6911,8616,813,5980,5246,9476,8017,5150
126,19711,1902,2813,675,5700,12815,14481,3257,8486,8334,19545,4986
127,9991,8760,8524,2366,18271,19696,9659,11933,265,6935,7131,13143
128,11957,15746,331,11021,3456,12924,19157,3461,6224,11318,18437,14162
129,7442,19736,14854,2992,15485,9264,11393,10040,3168,14214,11856,2547
130,15924,6676,143,14071,4787,733,8402,11887,162,1538,17439,16982
131,13941,275,13168,18172,17628,590,9944,15620,6112,5346,15615,13375
132,6292,658,6243,1983,7449,15612,18818,4377,1765,9249,3431,16602
133,15958,12881,16686,6334,13343,11998,6536,1402,19526,14236,3138,14306
134,11798,2152,16436,19376,18676,7092,18067,7913,940,15105,4569,6356
135,16440,4597,10096,3413,8761,773,12405,7078,10778,5710,16699,624
136,15633,415,384,11542,17125,6025,1894,1844,1873,11061,2916,15789
137,8473,17884,12624,1647,14141,203,14238,5340,11905,3538,1720,14822
138,14790,5717,1585,2317,14124,7423,2968,8811,14320,9993,16595,12981
139,17605,12577,9830,14295,19469,6318,16921,17766,18160,16472,11983,7247
140,7590,8694,4091,16817,1952,2681,17347,19619,12240,15742,16736,6647
141,15493,1998,9118,6941,9347,7676,14872,6675,14576,11700,18433,3409
142,9867,18181,17331,2357,7465,14444,16756,11077,2685,1628,5255,15442
143,15800,19552,8779,2734,2801,5959,6465,8604,9918,13651,6024,11232
144,18733,6074,6781,15716,8739,3470,1055,17412,14342,1456,11982,1541
145,14143,13624,3469,5390,17828,1737,860,767,8329,2766,3145,10701
146,4513,10650,1491,4286,12744,7246,18056,18745,1636,2445,327,9370
147,691,11421,19813,7768,4639,15335,1515,2783,7012,6204,6715,15938
148,19020,17152,1892,16459,5636,6571,12375,11864,18906,3930,9691,13689
149,11578,8020,18544,5486,6187,17807,7771,3030,3443,7582,12067,15896
150,13666,5586,2440,12574,7110,18281,15223,5337,15847,10185,8581,5990
151,15089,8913,5621,2916,18179,1212,7888,10183,4245,7522,12259,8676
152,2335,15642,17871,6195,7206,5563,4200,13909,1216,8233,2664,5337
153,9066,9663,7775,16435,9061,7608,14298,8956,5614,17585,12513,5703
154,5010,11255,16611,13872,442,12263,19503,7755,14956,2474,12244,19691
155,18090,12309,15616,7637,9946,2710,5243,19656,18032,11389,1898,10562
156,158,19787,10123,1362,5093,8760,17836,8275,16156,18887,6673,9051
157,13005,6744,8333,2718,10875,7693,6414,17050,11978,17802,16096,8416
158,10084,2577,13595,16472,11864,553,5595,12294,12628,12034,6760,10914
159,10552,14898,5374,1406,18353,16601,12470,5201,199,13028,7957,6361
160,5239,10972,6304,14789,12633,12869,12109,12498,6318,12323,15576,10279
161,7487,5644,5812,14995,13766,11939,14355,8428,14382,17518,14701,5624
162,9564,17579,4999,11911,14365,15270,2082,11545,8202,15998,280,6285
163,5430,18535,17619,10889,13758,5251,6699,19066,12222,9103,12145,7628
164,6469,8753,13980,12835,11146,5918,11972,10496,9437,6901,16023,13080
165,13407,18491,501,18337,8132,4972,18815,8500,16428,15993,15778,3465
166,13408,7249,122,1140,1498,1229,14688,3537,2759,13118,13332,10083
167,6164,6781,15575,5662,11035,13723,16984,7249,18471,7243,13626,18443
168,15573,3933,15630,16876,8305,13415,16523,15853,2773,13728,7211,5937
169,4021,1577,16913,6627,5033,3718,4427,5696,15154,14348,18213,2716
170,16208,5348,19235,14090,7491,11826,3726,18572,13003,6340,12971,2070
171,14170,1861,13790,8250,710,13392,728,3222,10425,11105,11485,16099
172,6582,1259,16672,2794,11905,11859,14824,1443,16296,14729,17226,4219
173,4718,1447,5467,1500,16939,10620,434,7498,18712,14928,6926,19746
174,16275,996,17779,9844,8799,11983,3716,17138,16882,15276,5679,19188
175,14746,3062,10017,17814,19793,8612,2417,9705,11403,8099,13817,14268
176,7845,10600,7669,8300,12250,12688,12581,184,683,16674,1892,4040
177,4631,11533,2017,159,10416,3436,5313,7974,17841,1377,10181,784
178,2480,8361,4064,17556,3426,19267,8436,7450,10025,9631,14385,403
179,4840,386,4692,1186,15986,14927,13507,6928,12503,679,2752,15378
180,10005,12512,1091,1788,16981,15094,5052,17214,17069,2302,16837,4636
181,15857,14423,17808,14843,6886,1298,11749,18695,18972,9057,8165,6977
182,15270,10139,4835,16185,3416,13448,223,18992,8020,1796,11934,8155
183,13440,8874,19279,7965,2579,10424,7110,3348,15567,775,10681,2965
184,13172,1564,15298,5418,8968,18114,14309,4465,19184,4627,7303,8067
185,12577,2431,4127,12717,12156,6265,13246,10656,4868,13495,14062,7008
186,9018,19592,14748,4667,16336,11062,694,10341,10173,12688,11658,3871
187,16095,16346,18781,8504,1433,4678,12346,11271,10100,19841,3084,18519
188,4339,12359,13929,9413,7494,14789,10371,10131,13425,18087,17614,107
189,4470,972,16278,15264,11232,1870,18561,9407,11707,7270,9715,18843
190,10660,16302,16141,17219,16550,19885,14477,6560,11920,7395,18787,11133
191,3817,4218,12736,3318,3199,12847,9271,1949,16462,1019,3882,3110
192,8314,16074,13103,15614,8966,3028,12197,14508,2595,12929,558,19911
193,16424,5305,16634,10283,4391,6190,18643,9574,448,526,10461,967
194,5968,2294,8135,14720,9571,17089,2264,12220,9220,7657,15311,13351
195,19680,12889,14806,5813,16479,4658,5006,2340,12928,8600,14093,14036
196,1232,14122,9534,11108,15499,15200,16696,409,14744,6562,17526,825
197,14330,19261,9807,13592,10749,12982,16960,1092,6043,4271,2383,6130
198,3827,13712,12379,13552,4091,10425,15119,11890,11329,1031,5580,16062
199,17692,18115,10443,18449,1578,16081,3250,14909,2581,18312,6573,1052
200,13549,18915,13692,5931,6968,2664,643,8017,9538,4253,16776,3733
201,4790,12456,9848,19601,12058,19797,14223,1023,487,12208,13783,15575
202,4182,10279,12014,6009,5078,2379,4257,7858,13612,773,890,15814
203,5088,10400,16597,17158,16014,4668,12635,2059,12980,5654,15354,9039
204,18954,6192,12324,3844,1578,1504,6803,18253,19738,15598,16377,6368
205,19571,7046,16225,2828,7456,10423,10602,1506,5242,11185,11674,7997
206,10359,1681,2530,11889,16780,8109,16514,4355,16921,17542,19376,7113
207,19325,18307,2002,13678,7017,2981,4247,11383,13664,18025,189,10333
208,9626,836,11810,10535,11741,9158,12169,19557,9758,1607,1445,1614
209,1781,11729,15504,4219,414,18113,16995,4010,12345,270,18092,18945
210,14971,800,7637,7415,7904,16018,17374,14924,4505,8798,16574,3166
211,17681,9274,5589,2545,358,17547,19794,2919,11113,3593,13315,14107
212,5099,6647,3017,8580,10729,13915,13643,11366,13677,16737,3877,3509
213,14319,19947,16562,7838,14089,815,7707,8480,18733,16032,14152,16929
214,444,11958,13327,15926,9034,19744,3168,19603,2656,4305,6123,13602
215,599,15287,5732,7910,9308,5179,16385,10833,16451,9296,640,13403
216,4970,2508,10252,13150,11796,3093,13917,17823,12535,3569,16892,5590
217,2082,6733,18259,4379,7245,7331,3957,8835,14640,739,6317,12856
218,10194,3426,6707,17830,3687,5564,4162,12945,13793,2084,12342,10606
219,12396,8821,17301,2333,13927,16643,8160,13492,3791,17709,13957,7634
220,9674,4956,18998,15109,9598,6294,16666,9953,1790,16833,13488,4260
221,14723,4053,5348,8906,3631,15398,14263,16118,9625,8312,18250,3111
222,3512,12062,3118,469,16322,14409,18743,9220,1485,12586,17099,4016
223,9331,8290,11561,9680,7653,11538,10984,13507,208,12046,6553,2971
224,148,1829,4878,7152,7621,543,18639,10731,2814,13560,6010,18133
225,17720,10091,8485,5226,14681,3633,12174,4744,5942,12489,1003,12397
226,10137,13506,7147,1602,19371,19252,17707,12420,10488,18768,6497,14271
227,4663,10577,12931,12727,3272,11192,12175,1022,18297,6758,7817,3680
228,1608,2918,18370,14915,16571,8622,11028,12044,2592,1411,14070,13233
229,14396,864,10690,17129,17921,5409,8724,16585,10802,598,18576,18156
230,10379,6622,16875,3310,8400,10833,3788,13783,6606,11447,8462,10876
231,3262,13451,9626,4380,1035,16162,4339,9045,11784,18917,861,16265
232,3983,6925,7723,13830,5671,5434,4176,8157,9867,11955,13917,12766
233,16259,14522,1100,6094,17122,10012,17555,8901,9786,16453,17324,17288
234,13675,6227,2245,10771,18787,5555,2725,7069,3355,6174,5186,16330
235,5986,15751,19733,12927,2241,17124,8317,7481,6273,14198,19693,4284
236,19715,11327,3939,2363,18092,4324,14118,6424,13016,5718,683,6758
237,14702,13161,6547,12686,18360,18517,10239,10226,13512,13568,222,13554
238,11316,5393,19165,8165,965,16045,18482,8314,7775,10531,12658,3102
239,9209,5790,18861,12708,10503,261,2118,9044,17684,18508,17787,10483
240,14771,18815,1647,7826,7500,11060,11384,19047,10116,3725,4309,14908
241,16889,12792,8438,4603,12703,11107,5917,17824,4644,10902,14204,468
242,8842,16041,15241,4967,9282,14041,6911,4142,15748,8224,7332,7109
243,14742,17678,18508,16668,16779,12787,8812,6147,14355,7214,17667,13130
244,5470,4209,11226,9750,11857,10377,17303,17138,4503,11940,14662,4260
245,2206,16624,10614,2446,6982,15654,11084,8346,3955,15870,3413,11974
246,15469,19276,3141,11680,7208,5314,11798,1658,11223,10856,4520,2276
247,9702,13839,8070,15011,2835,6595,5265,12445,9959,13274,17784,7024
248,8983,11679,17227,13129,15886,16632,11978,18559,5018,17276,4698,18716
249,14591,1575,1119,838,13748,11749,8876,6310,12408,7922,6951,18676
250,16694,7914,16176,4587,2833,13190,10038,5315,4557,6480,7544,5358
251,18171,15637,11777,1722,14066,11825,13826,9371,13802,7565,521,5728
252,16229,15959,14558,16461,13180,599,10439,5242,12337,15617,17916,14673
253,4676,9628,3321,6995,5433,19576,1746,18580,1306,9227,16413,5090
254,13803,11464,3072,6507,2607,8235,17757,6163,6929,15084,17174,785
255,15997,12308,7174,18397,14092,897,11479,16705,11369,18521,3833,11812
256,11752,13784,16077,17707,3942,9885,1891,7167,10183,6300,11817,9318
257,4189,1450,17004,19550,8179,14214,14706,15177,7890,3326,8516,17739
258,5424,4159,14390,5229,7432,18765,2392,10289,8899,7140,11894,14691
259,8472,3586,8695,14964,16772,18790,11255,635,4991,3300,5680,14764
260,5507,18210,15131,5937,17503,10959,14660,11765,17878,13787,393,18591
261,7750,16484,841,19075,17819,443,13791,8315,14777,10873,13455,8659
262,11141,4409,18006,14357,7704,3772,14023,13553,13224,2663,205,5123
263,13920,15169,17552,2783,2823,3859,10345,6011,16437,2106,18331,18805
264,10440,5846,8603,5288,19100,18221,19463,16923,13527,3410,11728,7886
265,6984,12113,9630,1488,4738,19746,18552,3104,14496,3235,9430,4130
266,17460,5153,2005,6258,14866,13337,14907,3606,13634,3491,8552,17862
267,12633,497,10959,14069,802,12661,1927,10082,11961,17848,14599,14656
268,7924,4425,7514,10376,12281,15210,12677,2602,18638,7974,13044,9144
269,13764,10091,4907,11082,13602,574,743,17657,13884,5227,11753,1560
270,17868,16547,2051,6018,16073,18856,5069,2191,19338,18781,15939,6530
271,16326,3102,17452,14240,6491,18092,7413,11342,7481,10462,15242,7474
272,7346,18635,18816,18324,4154,2515,16921,6250,11789,6148,10871,11308
273,13033,19158,14502,17326,6261,12836,6437,3424,16890,12575,6568,19439
274,1362,14585,15283,4080,1689,3286,7448,15991,10526,3066,2320,16380
275,16279,5860,14994,9189,7766,1030,277,18538,1743,2921,10106,11095
276,2963,12489,7610,12543,8458,12336,15850,15834,19454,265,12960,6849
277,15620,11107,6237,8041,10851,1587,9762,7244,14777,16650,8422,3195
278,17980,17430,7446,14079,10326,3867,19987,1557,13211,8756,19184,5756
279,17159,6520,6643,2839,12952,3649,179,8939,5169,14729,16990,4098
280,3440,13086,11551,2977,5834,18709,9456,19199,4307,7815,6173,18945
281,7879,19310,7404,7163,11551,12789,19329,1625,4143,13124,17094,4935
282,11029,8674,14987,11900,12592,12830,14041,8378,443,13202,14911,7355
283,1171,7445,12783,7499,6917,4398,13323,11965,2692,6919,7548,15030
284,16783,3129,7856,8015,5563,1750,10634,16062,1933,6260,19381,4994
285,12007,7398,7445,3736,2883,16168,8921,2915,5897,11715,3284,8601
286,10218,3645,2346,13581,158,3447,8782,16539,11224,14333,17014,17008
287,5358,698,15872,3146,2683,13426,14385,18963,1271,11348,1834,3369
288,5238,18741,15658,18918,8460,8483,16210,6499,3099,926,11453,17806
289,16677,443,18889,11561,17789,6985,14094,15144,1929,18669,14804,5152
290,9282,1119,17414,1635,17649,17352,15069,14444,579,10756,5859,3520
291,19938,19226,4479,3479,12055,7717,16328,3033,7174,5633,9133,2115
292,7148,5271,7112,5025,1485,17735,15548,10106,16348,1076,4274,8985
293,10514,17654,12652,14642,17565,9782,9695,17181,7960,9167,8652,15667
294,10126,6065,7421,14209,504,6735,4172,8341,7560,18317,7052,7910
295,8793,2458,13444,2998,9092,16747,7148,3075,15345,7959,13833,2785
296,7048,11306,194,15596,11231,1039,16128,14902,8971,8289,10589,17599
297,16579,6059,2751,14948,7166,18932,16774,1543,5680,2769,19053,16184
298,15245,17538,18563,5836,18255,12103,17092,10168,17646,9950,13635,19176
299,16617,14726,4485,7635,16502,8820,18834,19668,17055,9271,6065,7646
300,18670,5329,14937,11630,17686,15179,4896,13229,6901,19916,18523,7803
301,7841,6312,15875,14441,14757,9174,14626,15437,10959,9477,2066,17854
302,15162,8536,12886,5798,15634,19417,11525,14945,1492,18744,5160,2780
303,6685,1785,2049,8094,13478,3525,9434,19455,18063,5068,15695,11232
304,11867,15495,9790,8897,2681,10855,6085,17484,912,2016,9127,16078
305,10999,6166,14361,13481,3506,17717,18923,5555,5008,12384,5113,13890
306,16944,10600,10268,1425,16348,16216,16145,226,14715,15049,3358,11323
307,1154,2854,16392,13442,14535,7429,7448,7030,14798,16175,133,14166
308,10862,9117,16600,5564,1607,18323,6341,6921,10772,19718,2249,1891
309,7810,3231,3962,4924,11696,3233,14429,12746,9929,8872,11203,15189
310,18389,9229,4589,1830,12323,6634,115,9529,5535,635,4521,7639
311,3812,3688,1802,6344,16730,4269,18398,10752,17478,2280,1190,4098
312,7057,15312,8146,9582,3367,16041,16737,3180,9607,12542,6915,16559
313,1815,13026,650,7854,5084,4581,6847,3119,16911,9921,8738,19800
314,7422,15811,14604,17586,2213,5554,2900,7905,8598,13209,796,9829
315,2830,15521,5891,11810,19813,11877,117,4813,11847,12376,19688,5504
316,5459,871,4111,13240,8575,8485,8734,9681,18577,7619,3844,6187
317,17120,2356,11360,15155,7466,6156,5515,10372,10709,12259,488,427
318,13743,17907,4037,15970,15652,13060,5203,14131,5416,12266,2593,580
319,6463,19867,16682,17989,9425,11428,6635,1611,5691,1880,4451,6126
320,15020,3285,4132,15890,7871,4112,13631,3115,16454,13224,16882,9451
321,17816,9376,16033,14600,2115,4954,12017,10242,18634,9713,14297,9147
322,12238,6006,3543,9720,6170,17129,4288,9953,4436,2802,635,272
323,4424,16938,19068,3341,14926,3895,8189,8477,8959,19153,4566,3097
324,16548,17865,12923,2265,8919,14464,18244,6817,12108,16872,5783,15596
325,9773,5030,6191,10701,7487,17200,1637,12119,6179,948,3669,15526
326,13061,14775,13065,12967,8736,15981,12447,6316,14912,9063,7467,17926
327,17481,7686,9468,16586,1922,10410,7736,7294,15779,6718,10456,9062
328,7356,8926,14432,8078,9430,9963,684,13029,19851,1950,1239,15293
329,4505,16685,8352,15891,15845,6863,13216,5515,7115,2917,2966,2332
330,14315,7804,18776,295,13463,15744,16750,11503,13290,17980,1930,5675
331,16108,13509,18931,14540,15788,15353,18635,1509,16900,19613,19486,4520
332,11201,2125,7943,11999,8761,4897,9741,14638,14798,17927,1821,18201
333,15837,5511,18791,11770,10021,14373,1412,11796,2238,11912,13750,10486
334,6967,12243,11200,5973,7553,15760,5621,6582,19381,1451,15840,15160
335,5495,2709,10781,5811,17097,15464,2915,5361,9533,13966,6247,11495
336,13190,8761,289,2954,2875,18134,480,13446,1549,4524,18728,15813
337,7979,19191,12847,17566,5042,10554,326,8597,4482,16357,14812,9680
338,11456,17316,6204,9067,14171,1142,14754,19798,3824,10363,2322,8126
339,14015,19294,18379,4351,15524,18316,2328,10389,8346,440,15943,3068
340,3686,17723,5137,8909,13550,4502,15803,644,13787,16565,18533,14664
341,12570,368,13750,13877,11667,12201,17332,8805,10509,12046,2729,17829
342,7807,7516,411,18045,15510,3875,17916,11369,9850,14705,17503,18619
343,6554,17135,4607,9996,18178,11980,14698,3351,9734,8482,5373,18361
344,15539,9771,8847,15563,18441,18197,1805,14663,7493,4558,19940,17758
345,17684,7487,7481,10050,19512,11644,6787,2925,2866,5463,16805,6033
346,11502,17769,6207,5683,17671,4671,19449,6281,19860,2194,9069,11782
347,1486,2900,14562,4579,1204,8511,14588,19974,16362,19534,17843,14557
348,17898,7661,4621,18540,10737,10572,4485,8031,14433,16592,8051,12069
349,17759,19270,15633,10962,1572,13873,15573,10885,12582,9412,9675,7979
350,18866,12747,6394,684,5910,10738,9580,2365,16934,159,13126,19941
351,7634,8272,2036,6588,17024,6325,14321,10711,8664,3969,2873,14615
352,14240,15003,1914,10999,17179,6604,14256,1280,4048,12225,10816,4418
353,6303,8315,16826,139,6670,14763,12261,7218,152,5008,9144,11341
354,2126,13957,16151,4898,13730,14480,6094,8079,14419,1044,5527,15467
355,8525,1935,7458,10912,12598,4530,14926,19019,19844,15023,13209,2235
356,19851,15033,3313,1158,6835,11199,5020,1564,16677,17950,14326,15809
357,4951,2376,2283,763,1376,13484,9404,6307,15959,7667,1101,15108
358,3411,8066,15894,4939,4089,13064,2770,8241,12440,14168,15175,18487
359,15985,8122,18018,10301,19031,14111,498,3484,4550,9018,12441,4831
360,531,10961,4894,2660,5325,17613,10896,8562,8576,19917,12406,9687
361,12210,12773,19382,14783,17997,13015,2016,7725,2938,7160,12652,13962
362,19610,18113,10272,12211,17456,13864,11104,12820,7325,9078,10658,10586
363,8441,17956,16739,9522,10485,16472,447,4508,17132,13230,15288,3919
364,9632,17340,9573,15004,13311,11465,2552,18321,12190,19784,18218,19335
365,16316,7600,18950,1060,7703,19505,8086,9180,12221,1566,11409,16318
366,17661,3340,15502,10371,11568,16832,13156,19658,13396,9282,8344,2355
367,19433,4227,3851,14193,8920,9415,15494,13812,19380,7980,6829,12848
368,5511,9460,3975,4191,11160,17772,16837,9810,4844,2484,5656,13455
369,2527,5916,3630,11099,16340,8285,7624,11511,11651,3689,19509,2057
370,9371,12370,16155,2025,14245,938,17902,9804,5630,16041,15828,15342
