"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014"
24,16403,716,16939,10105,3073,8863,15326,8535,19909,14662,15368,4930,19149,15673
25,11809,2577,11912,2128,19554,8860,8539,6088,9350,15547,8569,12112,386,7353
26,6784,17357,15148,1640,18827,4259,17308,159,10346,395,2529,9023,17873,4192
27,12374,13713,2652,2522,16714,12268,11623,19172,18857,12839,12701,18306,13620,16684
28,18439,4402,19311,11351,11114,12033,9599,3797,1390,2188,13477,13445,12951,15124
29,3681,11368,8786,19256,13569,11512,1495,1274,19413,17280,1896,19655,13123,125
30,8669,4275,9962,14647,12030,15946,11139,15271,5342,12550,18601,2148,15199,14684
31,14079,19673,11848,3663,9763,1079,4271,19546,5886,8388,9800,4790,9169,2062
32,3668,6959,3308,10507,13952,7649,17592,10685,13958,16468,4763,9912,2412,14453
33,11639,12902,17348,966,11862,10270,12936,18194,12274,7842,6776,5716,8046,6834
34,10835,2926,2937,14364,14151,5307,19411,10043,19915,6876,2297,646,4958,1620
35,4806,4027,6702,16839,7082,18850,9281,10407,9891,16145,2663,6784,11414,3014
36,2869,13001,13084,17835,17295,8611,2551,10291,9647,7006,5124,863,11297,12920
37,8346,17301,17646,10417,3559,16792,1280,7280,1421,16193,14528,10421,9685,1698
38,4592,11314,5818,8369,14364,5693,14105,3413,9494,14400,10748,4487,13985,10736
39,2112,14033,15006,6065,7922,18499,11565,2015,3604,2999,8359,1939,11323,6227
40,1233,9973,4773,8718,2148,12652,5187,11541,17689,19048,11547,11914,8678,18451
41,2544,975,18346,9438,3789,14323,17898,3160,19588,12124,4352,3611,14761,1394
42,4386,19258,2307,10136,2752,3604,11375,16124,13354,12401,12367,312,3144,11478
43,6214,18171,7473,15937,14430,19969,4061,15225,13146,10196,16234,1418,966,5295
44,16398,16094,11535,6703,12261,4192,9402,18525,18989,9000,16251,18651,14360,9706
45,11924,9406,1350,1836,8649,1364,19732,10940,14269,17660,4358,4813,9021,14969
46,14358,5221,13621,1328,11099,3103,14624,13297,9738,18231,19515,8480,393,5688
47,15759,11274,1164,7713,2948,18444,11015,13302,10837,13725,17244,18755,4301,16663
48,5971,17345,8126,5397,19468,924,15198,1821,16076,19722,6073,4973,5366,14234
49,15969,9106,19844,14712,4189,10347,3800,16698,12985,7462,13735,17511,17624,19819
50,18610,19122,7893,4009,13116,16483,15733,19394,16926,987,15550,15174,4446,9452
51,5006,17717,3601,6110,9573,11434,130,850,14132,18439,7663,9627,12246,6709
52,3073,8325,8814,4418,12985,6587,18584,14474,2440,1976,7314,12903,1688,7531
53,536,3981,310,3179,9282,8339,18262,4426,5460,16800,1672,19227,17474,16585
54,14869,19880,5200,17413,15286,14453,10689,3805,2157,7284,16566,10448,4941,2791
55,5701,5699,16640,19622,2036,11522,8363,13868,1136,9698,13774,16113,19753,7220
56,17905,11132,7113,9613,4740,15230,5758,4112,7845,14807,15348,4603,4259,11037
57,14737,13703,2621,10219,2423,11943,3472,9091,3619,9060,1436,12848,6459,11563
58,17221,10252,9150,12791,9570,14546,4738,19126,11929,3327,18097,18046,17864,4403
59,7278,14192,8663,3307,13624,3726,7039,4710,1057,12081,6450,16484,5440,5587
60,5503,1681,15002,9468,1365,10127,15090,15294,7384,15593,4253,13807,15152,16959
61,5042,17955,19035,16412,2778,12171,6071,260,19849,17606,18483,10642,9819,3116
62,10941,9681,6393,13473,7129,15727,396,6579,506,7844,14293,1905,19760,14071
63,13863,3558,11422,4816,16127,13071,10876,12846,2771,14584,13569,7063,15742,15336
64,18567,9642,18955,18148,13362,15303,12717,10468,9541,19586,11862,15692,12200,4039
65,19585,19312,14168,6490,12777,11218,3750,6960,4723,1923,13334,18462,2044,11319
66,3261,3767,8301,11665,8575,911,6610,19707,12261,15416,651,16626,11267,17978
67,7812,5590,1181,2875,13960,9061,16540,12766,17637,15858,16111,16614,15907,6039
68,16438,11186,13088,19428,4703,3914,19281,16954,202,19079,3649,12555,6672,4508
69,7186,12700,19636,16841,14113,19542,3071,16848,12230,13048,3380,894,907,2333
70,13843,17323,9285,7720,13620,9733,19902,16973,2857,11624,1713,8611,7783,3252
71,15690,18271,6611,12934,14899,6471,3431,6813,15779,18477,10026,11700,17477,3702
72,12105,13762,3580,11485,5495,17244,19550,976,7773,3798,1298,15378,548,5084
73,5780,9389,18213,6350,1101,10959,14498,19010,10747,9660,8482,13521,2687,1200
74,12965,643,15197,15901,6190,9499,1078,8471,10131,434,10385,8489,18113,19397
75,11391,18112,10135,14793,14127,18265,2430,19540,13774,8927,15223,14912,12627,17671
76,4096,6385,6249,14715,17996,5884,10754,11065,3675,5357,1101,7115,16815,3406
77,10903,14990,15708,12611,19795,12707,17541,18371,12212,18276,14116,19444,16120,15474
78,13147,3869,4117,189,2470,16064,9982,17545,15434,1843,2478,6396,17123,11334
79,8903,16265,12112,3993,167,664,18713,1425,15262,8801,6814,15350,14470,18339
80,18399,9825,631,11497,12859,11673,19891,12489,11426,8980,10397,5357,10680,12700
81,13641,10316,5011,7604,9338,11517,11176,13114,16486,19782,14857,715,13127,5482
82,17778,18351,2211,13831,18888,2776,6805,9509,2813,12831,15598,5031,540,4591
83,4211,6787,13976,19885,2734,9308,13993,16901,6284,9902,12912,3784,15312,7574
84,645,2425,178,6052,2739,1380,19331,15907,11252,4007,7336,19513,9750,10993
85,18758,5763,8169,16426,4079,10027,5155,4776,5109,7276,2389,14846,18385,8361
86,19988,17844,19195,1587,8828,14714,6779,961,7687,19447,11001,14794,264,14866
87,10799,11456,10763,16551,17226,13821,1425,8414,7796,14900,3881,7092,4666,6189
88,19135,1060,8523,5395,9133,17029,15749,6189,11274,3304,17186,9503,3747,5336
89,8529,9120,1768,16627,2437,3597,1328,6281,6250,5978,18187,4368,1860,9985
90,5111,4991,7096,5915,13883,1508,18670,7107,8120,14106,18575,10754,16427,17505
91,13318,18424,15518,17871,12997,6747,17376,18326,6818,16046,10924,5394,15647,16987
92,4465,911,2128,7111,10174,13808,16676,18966,14874,934,8861,8016,3667,6614
93,3092,16455,11965,13306,315,12393,17677,16009,1914,14583,3926,2578,6898,15967
94,2724,6040,12856,16442,565,6680,7408,3405,2911,3066,8388,6729,18613,10136
95,3396,1420,15583,16892,7342,14650,9292,3480,4387,5567,11477,16433,6778,12425
96,15116,10777,15150,16243,8659,10538,12611,12347,4802,14709,14285,7399,5461,1951
97,15519,13664,5930,659,131,17022,7690,3161,4227,13541,3350,1106,9509,5396
98,10943,18793,17848,6161,3082,11473,18308,19077,7207,10124,2132,6710,8187,15727
99,544,17464,268,15748,15719,11776,11937,14108,14253,2906,14355,7449,1460,8144
100,5451,14436,17568,124,1021,17196,4754,7824,2427,18758,13696,8492,7701,1829
101,17220,19667,15742,16695,13627,7311,9870,14243,15186,9277,11692,17948,6641,10546
102,15566,11728,220,3086,7440,15276,8824,14225,8885,8220,834,4246,13818,15011
103,6836,19624,249,8914,2397,9042,4798,5726,6534,15114,8500,3453,1823,14066
104,10534,15182,9142,10147,5546,7328,4207,9850,2372,4503,3094,11515,3440,14201
105,6130,3452,6982,10551,6716,7036,1544,10505,11439,11436,14728,17359,301,7712
106,8080,18411,16365,9808,14278,7722,15068,5685,19588,2646,16238,9353,3418,10396
107,11378,1097,4090,19840,6422,19642,5214,14613,13585,8962,3618,7910,1982,17689
108,1989,13370,2345,14584,19759,19331,19633,19372,3559,3931,6365,16375,4772,18230
109,12776,6922,11960,5540,17903,14347,3695,5931,1603,8078,798,15711,18863,3304
110,8807,19398,8701,14653,17712,2086,18096,4419,4953,516,398,7306,7457,18141
111,11747,17422,7335,9285,10295,7432,15794,13479,6555,988,11536,17087,6318,6039
112,11740,1902,16191,13359,13063,5307,11480,18329,13625,11933,2921,8335,9318,14516
113,5786,16049,13398,5326,14358,16748,742,12980,2483,10021,13191,19848,18470,9457
114,10761,878,8706,14283,13436,11098,14701,13493,11643,1732,373,8955,14231,7227
115,10196,11065,12971,11548,14822,6421,5486,7840,7477,420,18318,5236,11565,12466
116,6490,14395,7203,12879,6719,9766,19257,583,11829,10616,11084,8920,13769,1605
117,16969,12835,6912,3856,6625,14830,3537,7396,4309,3833,2841,3942,14064,12792
118,3290,4131,5038,17802,11556,18792,4298,3001,19141,18874,9658,17665,15296,5133
119,15385,19330,3945,3825,17890,1323,13085,19040,2137,16918,5354,15733,3980,15339
120,12251,12248,16353,19085,2481,4558,504,11155,14570,3025,3187,13111,2851,19945
121,19801,11975,18415,15174,17385,15261,16357,815,9595,16685,2066,14100,17593,17397
122,9304,1606,18942,14449,10378,10991,7226,18400,18838,12883,15640,4157,730,17006
123,17766,17759,10644,15210,12760,10324,19602,19328,19360,8929,19106,6495,15371,19144
124,4043,5742,3190,1334,5039,15631,8295,18507,6275,4933,6784,19089,12246,1252
125,4741,3237,7544,11196,12496,17101,18888,14893,19452,1147,8861,19625,10291,13304
126,1756,7573,13943,9063,17795,12364,2976,3391,19655,14598,4034,382,556,3632
127,12900,9655,3950,12584,1974,8728,13572,18758,5403,16202,17547,12289,924,5923
128,19985,10531,15209,18834,18930,2906,8811,19155,17182,12004,9747,3837,300,12316
129,13781,12051,8774,9338,7150,18590,13790,8811,6503,4223,1243,3142,12354,6760
130,14303,10047,1336,9158,18960,14893,6657,18786,1161,5363,1402,5499,2225,6436
131,5261,16585,178,5565,17996,2882,12663,3750,12302,382,3330,16938,3393,2787
132,1527,15001,4943,17427,15092,16221,12427,2207,16093,8058,655,3896,2800,18917
133,14671,6965,19796,12185,7558,2642,19419,3786,4617,13399,16941,16166,19648,814
134,2965,3663,7219,13709,16005,19520,8869,15078,1639,10519,18306,16653,13109,1795
135,11980,7820,11882,15917,645,459,13944,4145,11605,7542,5584,13403,10910,1400
136,14775,19882,16106,8993,1668,7082,14873,4848,3123,15644,10696,6815,15165,4978
137,18848,5338,3874,8581,11559,11142,16897,8592,16206,13333,11739,12032,16199,11182
138,3754,8993,5490,10440,6158,12108,8659,10434,2103,9919,4843,8376,9957,15698
139,10332,4848,10819,9011,7682,18035,13820,10339,7303,10293,15875,10522,16054,12881
140,13894,17704,14651,14692,1573,4792,2872,17377,14285,8574,9809,5911,9464,17108
141,6122,5799,10720,5668,15332,12315,3267,16912,5892,9044,18967,14374,8846,15517
142,8731,2387,12812,2818,18799,6583,14780,3424,19482,13390,9048,18632,7064,19151
143,18298,18698,6979,10742,3763,12494,13350,6344,14680,13828,6441,2036,2944,3520
144,5723,3668,14717,17967,2980,4149,184,281,17828,19387,18472,17187,18066,1777
145,11326,19158,3448,11982,11900,19528,1121,5935,4097,19593,9518,15819,7002,9375
146,11086,6363,8531,8260,2569,6356,15790,15922,10185,7374,18061,3164,19311,2081
147,16231,19818,15320,314,15571,11225,16146,14543,1456,19485,17253,7548,6436,13789
148,4136,9349,19078,19213,17424,9655,10602,11776,14258,7232,2175,6659,13608,2029
149,7710,19109,12019,1418,7914,14404,18217,11096,3235,8472,16446,17849,15947,14904
150,15843,13298,8181,4634,784,15746,13921,13003,10553,13025,6288,14082,734,8577
151,7000,13577,19866,13495,271,4490,10199,6884,2134,6613,18877,6202,19023,12571
152,3245,4056,9354,11293,11712,5336,5385,15290,19891,14780,1111,15841,8916,5767
153,18489,8412,13176,5649,16636,11325,15188,628,15510,16004,11482,7512,7741,19707
154,12365,2605,2616,2318,2061,9684,7588,9671,17439,5791,671,1822,12092,4580
155,14872,19093,12998,4261,10897,7909,10141,16947,14523,7772,17815,5993,5506,15068
156,12217,267,4313,18916,4568,14809,7002,454,19131,19457,7703,3483,6926,5858
157,16990,9260,16624,14562,6326,14505,926,4694,18302,1947,8431,9321,14689,16147
158,17120,12192,342,19492,4756,7653,16312,7121,1740,11548,3212,15367,8131,12431
159,15167,9288,481,5140,14527,4320,7327,7801,9839,16875,2509,14998,9839,15750
160,18117,11792,11400,16617,19057,17536,16000,1833,3097,5620,19397,15160,9558,17640
161,18174,12917,11449,2678,3503,3239,10164,14687,14691,9956,3561,17404,3254,9070
162,7367,18088,3766,754,8486,13462,5729,2052,19892,14060,13732,4609,13948,3572
163,5145,7241,1985,6143,3558,15493,14535,4189,3246,15465,8178,14564,4592,16291
164,10513,12870,4198,11647,5880,12531,5210,7675,6127,18758,2460,17165,12324,16857
165,18020,10191,11450,16773,6079,3267,8578,13118,4360,10875,16422,13571,1202,595
166,14657,16740,4533,2870,6774,11272,4221,19157,17761,4144,5311,13215,7388,15424
167,16909,8421,6431,6808,16364,19817,7980,3545,1475,355,15774,6720,582,19942
168,1966,12682,8240,3887,18979,5288,5280,18360,12099,17678,6659,4452,4975,3596
169,16283,117,16472,2275,12241,5292,5996,496,12026,17134,1381,16120,19900,591
170,9699,2329,4711,2115,9853,11477,11566,7588,12735,16796,19123,18044,3164,8161
171,5487,10159,1682,4842,6515,9442,1776,3348,11352,5388,562,14494,767,2566
172,17319,4306,15652,2496,7934,4894,10693,16749,7165,13083,7208,3966,1846,11296
173,2314,139,19146,896,9204,17981,8440,12370,10202,19844,12854,12558,15977,5344
174,14502,1732,10221,639,19384,13465,18098,1909,11549,13006,10738,6498,2769,13497
175,16132,3161,15927,6727,11603,10530,5118,16227,7995,5952,9280,2424,2712,18036
176,8207,7903,4302,17941,13368,11845,12535,5522,7886,12645,10168,290,327,14326
177,10078,7694,12266,6010,6063,5508,9332,3004,17345,12075,4416,8420,10451,14380
178,6136,8274,1193,19613,12878,19057,16460,7985,1463,18301,7330,10927,18686,8729
179,14947,15961,18580,4926,13169,4931,14891,2096,6137,3317,4124,15251,6894,11148
180,11610,13589,14018,19370,7912,3066,6097,10356,12741,129,12458,18436,10108,5379
181,5226,679,19929,13824,12552,18837,19411,18590,11712,653,7685,11227,18753,16389
182,9599,10407,496,12058,9637,6503,8312,14782,12608,3378,17475,3507,6435,1034
183,12477,3927,15745,2399,17090,13916,6774,5948,13687,1143,6384,487,18242,1394
184,19847,10757,17837,6923,11432,13684,16881,12434,18450,897,14919,8509,4463,3667
185,13077,18994,9877,3982,12536,17896,7580,13722,16291,15158,14342,15036,5548,15748
186,7328,8858,13103,7351,17568,15629,19143,738,3179,16443,9434,18332,4610,304
187,2326,3611,7598,11505,4636,10490,12371,9605,335,3468,14180,14894,10042,9426
188,19556,16144,8317,14337,12792,12373,8384,15296,12617,5886,18981,13909,17414,5549
189,7363,12160,1159,11879,18864,5330,6433,15758,18583,13133,15625,10136,4937,10110
190,5290,319,16385,9409,17023,7489,9235,8033,11694,11801,14830,2180,8091,13760
191,12992,10245,2066,19517,6078,15906,8523,4357,6353,12235,17712,13138,19205,11290
192,8206,9337,5577,19123,17556,16618,439,16105,13064,12302,7801,1443,14561,9782
193,16512,919,16968,3568,7105,908,11442,8435,12680,9079,1714,19805,10227,1378
194,14832,14359,9379,7885,10122,8685,2627,19395,283,1191,19067,10675,13191,8728
195,6084,11715,5842,2558,937,15557,11797,12791,3786,18119,9242,14086,864,2531
196,7384,19106,18743,5602,14243,7768,1741,2888,11387,2216,10259,2516,3209,15003
197,4466,12607,19453,4812,3933,5404,13925,596,2067,5228,17891,13920,1029,17819
198,6742,3034,17043,12041,15943,14969,11180,9642,19548,5042,7341,6656,3678,18825
199,7681,8906,11084,15213,13813,129,2153,19110,6795,11089,11687,1517,19848,18065
200,1648,182,12703,6113,12706,17168,16562,17783,4310,17353,19664,1940,18387,15466
201,1169,13299,957,5847,7412,8564,4762,14093,5063,3338,1842,15730,9192,6077
202,611,16562,14581,16632,16304,15183,6122,5411,8411,13830,6457,10808,12126,9321
203,6416,6211,16714,16344,1467,7884,13575,7425,6820,11703,4933,8808,215,10969
204,8738,12361,9244,5933,1117,15777,3341,15067,9503,14993,11901,13552,9905,13131
205,15654,13980,3773,10408,7363,15106,10363,2521,581,19012,4968,17819,13066,13825
206,9630,1209,19334,19927,18365,12351,12071,12886,18506,18255,13579,2992,10272,4613
207,13915,7352,17940,10706,13349,9696,10290,16305,11749,11429,17759,19312,17048,3726
208,322,14141,8899,10897,18056,2403,489,15745,11940,4890,10096,4094,4104,17541
209,12917,18744,1452,8856,18066,15636,2654,5210,7941,3933,11825,4566,5588,18479
210,1522,10401,2448,18975,19202,12194,3943,8088,19251,13030,2334,11649,17340,12375
211,8935,12946,13571,16323,16613,13720,8316,17122,14754,9993,18641,14699,18283,1570
212,10077,4367,8481,12394,6443,6265,18392,3344,1440,1840,15806,11218,6701,9054
213,10929,3853,13932,277,6591,11878,15915,13737,18329,11560,1936,17636,11755,7857
214,3370,9660,4309,1553,11549,16643,5839,14771,8074,8992,8461,12077,3430,1584
215,5454,5688,10743,8122,11324,2267,901,9865,20000,4920,10646,9695,567,2424
216,6460,17533,12975,17001,17043,6921,438,14088,14784,3421,11994,6868,3033,19310
217,1232,6041,7059,10021,9575,3649,522,5060,10369,8068,10229,9875,13980,10142
218,6617,11443,18851,17113,6756,6174,8135,12359,10950,1275,18772,10888,6968,14124
219,14009,5284,16462,18259,4841,13969,16351,1827,14848,10248,15466,5403,15094,6391
220,9475,10737,13887,15091,8923,11047,5747,4617,4228,5392,13464,14095,9172,7317
221,18372,3417,12454,9348,17527,376,17644,1344,2138,11377,14782,17348,2389,9366
222,10062,17282,8605,16199,9140,2202,17485,18593,18045,9955,19435,3507,15241,4475
223,18338,7586,4475,9798,13089,5216,14966,11500,13223,13361,10720,13322,16426,10002
224,15687,2004,19446,13336,5669,6392,14551,17788,5263,589,12561,11662,17196,935
225,14010,2934,13057,9261,16212,3812,13137,1525,19886,18515,5535,14213,9471,16458
226,3149,5176,5870,16400,4458,13374,4895,6699,7209,4056,256,2028,7238,9826
227,17646,645,8859,441,12234,425,15080,1157,5417,16315,18489,16525,11347,11090
228,16033,12205,16556,14768,529,16097,18636,10414,15626,8250,2657,386,16691,1593
229,14485,6241,12848,18247,14589,1651,15525,15372,11749,649,9556,8152,17289,18768
230,13137,10336,3848,7836,10512,12190,12645,11148,2408,10343,17350,8355,8347,5491
231,16888,18073,5628,5106,13810,15117,1936,4634,11695,9435,17208,4007,16957,10015
232,186,13613,3035,17466,8626,9826,9203,4378,10594,19882,13169,10876,14636,13974
233,18299,6696,13390,2034,16980,11099,18433,2057,9284,12258,4702,167,8541,2678
234,7556,9029,18894,17173,9672,1847,1060,17164,9024,7702,329,11846,7597,11900
235,2192,19898,7540,13989,15049,2604,8451,1343,17003,13556,7190,8253,4224,9706
236,18738,360,1173,10662,1879,418,2322,17464,9474,16132,9993,18656,2248,8436
237,10778,12348,6249,19530,4801,6694,18955,3506,13981,15451,10557,18805,7295,4823
238,3141,14113,9222,18804,16873,5678,12580,19605,5342,15074,4406,5063,11795,6890
239,9299,4687,6354,3170,8736,9595,7189,18127,4424,13468,14368,19457,922,17621
240,6695,7418,17477,7969,15870,10148,14820,18788,19675,765,3270,15339,3022,6743
241,2117,16563,19061,10063,14157,534,451,9907,379,4000,2924,17400,2317,2039
242,6699,7508,9220,14232,11986,18046,4371,14220,13490,433,10898,11825,7434,2248
243,2917,1779,17289,7372,5675,1058,6041,14626,1367,13788,19103,2474,7495,13834
244,10467,12390,12265,8446,10018,13225,5292,14410,1876,8975,14152,13540,17510,12541
245,12188,10961,16210,19092,2144,8232,16380,11491,8411,4622,8813,19104,15082,11920
246,11377,1263,3135,5593,2327,6232,7834,8910,17352,18253,2414,11822,7514,4526
247,6818,8462,2874,8290,11175,819,3917,11570,18809,16931,2875,8943,7002,18997
248,7840,8392,11814,9283,5614,14641,5572,1369,7522,5388,5001,2593,4188,15145
249,18122,10646,7727,14271,19088,5152,11794,17517,19766,3606,219,4948,8089,11987
250,10402,19054,10902,13619,4747,8759,16230,4094,8075,5482,12456,3051,7054,10989
251,7132,524,10149,13665,9679,14165,15871,4789,6663,9475,16234,15525,1674,6111
252,5849,13941,16201,10760,2567,19591,18273,11711,817,13029,13739,13449,3826,15264
253,14624,3518,347,12190,8011,2511,3244,19364,15559,7364,8727,5625,16065,3925
254,867,6508,3904,5342,13965,9111,17379,14770,516,12258,2391,6649,11167,11773
255,4607,15601,4506,18906,15355,10748,16335,12363,15606,19900,12749,11464,6717,2508
256,7168,7500,13664,2422,2957,15336,498,12202,6531,13486,6549,14035,16150,19524
257,1206,6640,8653,17327,11265,17162,1531,19458,5966,4288,11177,17759,4492,16883
258,2657,11784,3859,8193,565,12414,13628,8095,6673,16894,9678,15293,13481,17815
259,7534,18344,11061,11332,2661,6837,2564,16097,14631,1346,4445,19472,3351,15564
260,18070,8921,4910,13675,13779,9033,12876,2967,4342,7403,15250,2590,12858,17245
261,14467,1541,14760,16910,18102,8528,13606,9118,12207,19522,19268,9422,16126,13323
262,12389,19314,8587,16995,13958,16970,14965,15218,13941,16422,7394,2543,11344,14578
263,5417,7224,16046,2368,19339,6074,7401,8289,6058,14001,15033,2707,6674,18965
264,12556,8936,8571,8180,2239,12820,13244,10645,5603,16832,4347,9444,4723,2163
265,13090,15278,19186,1472,12065,17367,14850,4853,13988,14922,5295,1348,10784,6433
266,17463,13607,2009,7894,18440,7295,7354,12584,9592,7371,4357,17109,10528,7910
267,9992,19417,10409,9460,19649,17465,13890,17064,2663,15308,18359,8367,13995,7819
268,9060,16592,9278,9472,12380,2413,14009,16740,9227,17432,11928,11947,17738,18815
269,2254,9849,6360,18007,3586,990,7657,17403,3321,2060,14238,9523,19305,7367
270,12493,5550,19686,10001,19559,17078,3303,214,12452,1184,11631,4309,13654,13286
271,2660,2708,6142,15862,6833,17310,1013,15498,18594,2562,3701,4308,13549,10119
272,19107,19607,2563,2568,16325,11430,2599,10414,14639,17279,4744,4329,8434,15155
273,18951,6459,13325,3314,10661,19374,2133,18238,14574,19065,1194,9683,19393,11615
274,849,9062,17020,18092,15329,15778,17316,19200,1411,18216,7456,15103,16710,10170
275,12965,12590,9339,6206,1414,12255,17124,15894,9222,3851,5758,14090,12784,1697
276,19312,19137,7464,9984,9419,3216,8324,229,1300,4094,1798,12204,8505,3409
277,8651,3926,2447,14783,10040,430,17970,9551,3186,18132,3035,15656,8442,19909
278,6743,9592,13770,3681,3867,10927,5514,19935,12547,1258,12276,11316,406,6099
279,9711,9521,959,1056,3953,3868,7113,9918,11861,17960,2394,2632,19143,16272
280,312,19692,8883,8019,8560,14911,15420,4268,6202,15752,5129,9230,17473,5317
281,14902,16118,16452,15989,1983,1339,4704,19917,6603,17521,19938,3236,7204,8930
282,15414,6239,1632,12819,4686,8781,6663,6098,14756,19675,1372,19645,17427,11521
283,15184,18260,2772,13082,11247,10372,3573,13550,8245,12779,5794,10194,16496,7096
284,8992,10644,7443,12457,4661,1896,17476,764,13864,13384,8430,904,687,9074
285,11795,15568,14065,8406,1855,15925,5594,6830,9565,2186,1172,9788,15521,11666
286,11257,9399,10754,6225,7284,4483,2700,4653,2473,11010,1132,10298,6794,2851
287,4645,9958,14321,17926,5928,5049,15846,11928,13425,13146,5410,9740,4922,9647
288,7121,12700,15064,1494,12958,9234,17149,11681,12869,402,4491,16078,6986,6303
289,15218,10922,8217,11087,2196,7816,1403,5684,3848,5479,11789,15508,9465,7330
290,3120,6868,17184,6884,8514,14517,3666,14108,4635,13461,7002,6248,7491,7062
291,13797,9726,1380,18163,136,6853,1041,15189,5793,16486,12936,14672,16085,9554
292,17878,7170,591,556,11129,6854,8944,4264,9884,4837,4900,14646,3306,17288
293,17244,13802,5863,4971,11184,6776,4157,12582,4226,13487,18752,16943,9123,15176
294,2286,1880,4516,15977,6317,10411,3826,14494,17653,4464,10131,18483,17065,5436
295,10478,15986,17985,11383,14279,17820,11610,13156,11397,13654,14939,984,7826,13325
296,18983,1822,5456,6254,16548,4115,14198,17189,17261,14587,3936,13121,16693,5723
297,19963,4574,5455,6926,8556,8881,7440,12361,12522,5440,19117,19033,12338,15956
298,16172,5717,18485,2382,371,2265,5601,15053,4017,1898,7387,10416,7990,11720
299,14829,4022,19056,14432,8933,1500,14351,5118,18204,10924,18841,4681,4999,18101
300,9935,15293,2816,18797,11846,10840,4673,5413,462,11893,10974,15129,5699,1044
301,459,13955,9023,15458,18423,14481,2959,11811,6465,11542,5258,1329,11639,9026
302,4608,9157,8054,4607,1033,10895,10678,5013,16082,2885,14613,17907,15758,7400
303,6390,6399,7863,8851,15115,15244,14861,9423,10628,8385,19477,180,15773,960
304,13056,8801,6206,4475,3364,14381,4382,7709,9660,7768,19842,16533,3738,14600
305,16851,14209,635,5090,10690,6421,12151,7125,11496,715,12276,10855,13454,13602
306,6473,3892,2639,15272,4364,14258,7750,10184,3173,8468,1267,19378,9210,8169
307,662,16398,12552,17858,4621,18634,823,5371,18810,13603,1751,1423,564,7211
308,18059,9486,4060,16931,8339,6474,12837,17906,19491,12975,12078,15603,6166,3055
309,494,15342,15493,14776,8653,670,19217,4493,12486,7202,11533,14378,470,2408
310,264,18175,4454,1149,17755,5957,153,9864,9901,1322,10508,12480,17591,14536
311,17178,18638,12914,4804,6889,2667,2763,17348,12157,18622,8970,3872,13152,11116
312,7327,8416,17917,1413,18066,5376,19749,17636,19493,6986,19850,10299,1514,8144
313,14308,1402,15157,148,8816,1865,8175,11809,17387,3068,4597,2030,1400,16950
314,11615,19231,15772,18394,14329,14638,8310,2802,8170,19335,17813,17398,5966,5902
315,4289,6820,18384,9960,7115,3445,14804,3619,1979,18884,19599,1166,11836,10598
316,2609,17810,9128,19096,4127,6610,3342,9872,4015,16950,6782,3043,9934,8776
317,19358,7833,2114,3673,11800,17239,14542,15922,12135,14391,1166,10366,13063,1937
318,11222,17994,3072,11231,12314,9070,4054,2110,8091,18729,11935,8593,13763,14177
319,5136,14553,12649,14039,3585,10404,6698,17254,772,13649,3032,16592,19714,18322
