"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012"
39,12020,12498,16482,2015,7425,10245,6840,15157,15502,924,18585,3283
40,575,2658,4786,7119,887,18991,14677,16944,7251,1138,11287,3775
41,1875,7099,19066,12197,16642,1786,17038,9257,386,11719,19462,3853
42,9852,2575,16144,13386,10093,4728,15334,6735,5911,3138,12336,9073
43,9743,17015,14860,14829,15109,10910,15184,18628,1309,11340,16505,9228
44,12757,11771,839,15455,9431,16810,10020,691,17185,15806,1151,10075
45,1186,14038,14228,14026,12101,15745,8733,1076,8551,11504,17223,3236
46,19198,12603,4275,15428,445,6469,10034,10599,497,13184,4182,17260
47,8808,5475,7644,9371,17571,7367,19013,742,5130,5443,5617,12526
48,16695,11927,11899,3676,15778,19651,1934,2244,18602,18933,3039,15677
49,12907,18436,1290,12872,3912,10424,12592,14905,13181,3698,11223,3659
50,4069,6445,9254,6709,14914,15793,6062,8077,16686,7525,16770,19816
51,11842,209,1780,15262,12245,17920,6313,15433,7837,19368,8991,7684
52,12637,4038,15761,5852,18697,12194,17122,4791,5911,1066,3962,18949
53,5630,5735,8299,15470,9750,18777,15452,8073,4151,1468,11297,2806
54,10049,7641,13477,871,13833,5263,15827,18160,10081,3333,9732,6909
55,18523,19211,4070,2588,9342,15932,1034,9157,1206,16160,13692,14049
56,14049,5064,10783,6099,17931,15859,19463,12258,12603,9552,7069,9420
57,18396,7528,8066,19280,495,9276,16689,18477,1687,740,13263,14781
58,6164,16651,6314,14233,3528,11751,8947,10438,1954,10898,6459,4569
59,17576,11292,7404,2638,4869,14317,17183,18676,14052,9024,4442,16293
60,5451,7840,11750,13379,19695,8236,18800,1100,6419,10767,8321,19460
61,6356,3342,17487,17742,7134,18273,17189,16586,7244,19867,13813,19477
62,16872,16158,3175,14829,17823,3463,13884,3429,1382,15113,13228,12465
63,13362,1637,6671,16722,2773,3320,18468,8311,14938,3883,5607,16336
64,12759,9623,7505,15242,2704,10214,9853,13060,2668,14327,705,3324
65,190,6894,8911,11052,17783,4081,17680,19898,11799,16579,7964,10288
66,1514,19957,18115,16196,8468,7600,3155,3682,11069,501,12540,3150
67,3509,19312,8595,14451,18033,10910,18545,17362,6160,19425,15840,16197
68,2982,18926,9974,19522,4215,400,13640,18630,13932,7263,17907,5845
69,18709,19033,1610,7975,15494,5067,10390,2367,18518,8712,16044,4781
70,4745,8932,4936,17190,899,16088,9400,5725,13961,3387,10642,1254
71,17782,10888,4903,3920,18894,19127,9781,17952,19224,18565,3346,10248
72,4590,15911,2338,1048,11834,18344,6240,1298,4038,3439,611,3138
73,10405,15528,321,17544,8504,1259,9220,19360,12579,8364,6727,11705
74,1457,12898,6636,3646,19184,14562,1412,15083,5989,13158,19664,8009
75,4065,7623,3399,3991,1778,7213,9902,5609,13187,9944,9751,11020
76,9913,1974,8506,11668,12392,7746,9690,8150,11534,1135,9502,8970
77,11033,18848,11551,12470,10363,3698,856,4523,17841,11082,5932,19046
78,5712,4397,12963,4734,6383,1319,12035,14833,17444,2999,12021,5587
79,5144,3069,10923,6652,12050,16185,14399,5023,19289,4871,14905,16178
80,18489,19319,12258,2941,14107,1323,1949,11350,13105,2288,8468,13452
81,14147,16700,13952,7002,4283,9755,10064,7170,16940,16687,16927,2938
82,18734,11146,12823,9138,1085,17458,17158,6881,11104,17340,5821,16641
83,761,7103,641,3725,1772,13593,3634,12614,18455,3015,5017,6669
84,10062,13643,1142,3547,10443,18631,4189,8645,17039,12965,7442,5453
85,18729,18320,4059,6588,13937,7055,14965,12890,18629,370,1715,5423
86,1849,12413,5707,14749,18888,5533,5316,12246,8463,8713,10095,18513
87,13581,18200,17974,13884,18581,7374,16069,11264,2495,2052,2548,16459
88,15655,12067,9813,12071,1393,7428,19125,16188,15823,16098,4299,828
89,1328,13898,1261,3819,12220,13875,13062,18723,8706,2259,8115,12709
90,17698,5727,162,5718,7554,12927,7459,18349,4381,5270,9419,12950
91,2845,13622,826,16427,16946,14827,3837,7789,15812,131,7588,13805
92,9283,14359,7557,8604,9543,13551,8666,549,13267,14775,14154,9705
93,1614,15496,6171,1124,13135,16936,12741,1249,2058,10144,8736,4252
94,16957,9079,13801,1962,10258,7369,8676,5740,2331,15633,6591,9197
95,9915,17544,2443,15009,6659,169,9666,13598,10424,19717,15779,1984
96,3434,7481,11642,4553,3121,4889,1564,7308,16938,9351,19382,16826
97,15353,12298,5496,9854,210,643,8152,17803,8125,12215,11154,14649
98,3026,13676,9879,4799,17910,2103,17152,7238,16827,1778,14510,9219
99,18378,9899,6169,325,17436,6204,17148,17344,8284,5795,18175,14058
100,8086,16448,2344,5921,15532,11156,11875,18456,12834,10357,5612,8933
101,1291,18127,10394,13283,13371,11178,4456,13987,7841,5223,14784,18251
102,2443,18083,10634,2730,10991,9502,11693,9995,2742,19795,3185,18186
103,3866,9782,2527,11831,16743,1641,15526,14260,17205,10112,13144,17744
104,2093,10614,16820,19486,5582,16275,16592,17071,17478,7895,12077,13591
105,4413,15423,5955,10186,19843,5695,15656,16918,11485,3495,1018,17890
106,9486,6722,4494,4301,4868,6272,8378,18654,9693,1953,16780,9817
107,11591,12359,8825,13548,19545,4620,17435,203,2257,5219,537,4037
108,17604,12012,3083,11127,7575,16221,3511,7341,11850,2397,919,6036
109,12127,12353,6629,222,9270,19591,13174,14055,1936,6805,11044,16008
110,19310,12942,19600,3791,2680,12262,18237,3355,15233,4717,12593,14335
111,6169,7613,14579,14361,16150,5934,8905,18343,18165,6813,7587,15362
112,15202,11041,19059,6851,1252,5048,12140,11064,10639,8038,16868,13052
113,15771,6018,17913,1881,5468,3276,7975,19530,15892,427,18331,224
114,13046,14630,13959,11376,1813,18314,15740,11552,284,7065,5922,13715
115,15370,5376,4175,17670,3472,170,607,10968,13307,19798,7970,19840
116,18855,9038,10844,1203,8240,1056,12219,19392,12394,13180,19517,4175
117,12342,17808,11808,4591,5110,229,12174,459,2869,7652,2805,8387
118,2744,14847,19234,11200,1337,17357,14304,10465,18701,12780,8786,8927
119,845,5082,254,13719,9808,14238,12542,4046,9906,9325,2008,18483
120,10619,7923,17258,17417,13570,15773,12107,4668,551,976,19642,961
121,9235,14251,16710,11504,8751,3572,14154,14856,968,10023,9328,14891
122,2855,13065,9477,19450,1798,3087,19787,2868,2208,1478,15887,12852
123,14321,7613,4644,8185,1829,18879,5921,5285,5619,10318,14410,9182
124,6784,16692,5386,9921,17638,12460,17063,6770,10684,11238,3655,9450
125,17049,14273,16174,10019,19675,19926,15688,16611,16528,9800,19229,19850
126,11313,9809,5952,1595,10332,4844,18137,407,15768,17269,3969,4396
127,15086,4525,18981,9216,2518,19246,12301,10099,10857,4422,11543,19134
128,15536,3041,11733,8841,10669,10356,4244,6693,10230,3540,12762,9265
129,10557,1566,5564,14992,7904,5510,325,7704,12123,3765,12077,12157
130,5728,13981,7025,17044,6289,8634,15834,17414,12357,9406,7729,16156
131,9059,12236,18566,677,16770,2476,13233,12533,13623,6553,5786,7617
132,16619,4733,3303,481,10526,9996,10500,5067,16541,14018,8760,16395
133,555,5154,6016,4583,18162,7791,6901,17190,5202,19549,13365,6765
134,16818,6723,11707,4221,10163,2366,17412,2245,18858,13926,6075,4243
135,9612,13566,9098,7829,14391,19783,317,14244,13764,454,8247,17773
136,11381,2361,9087,17296,14455,11338,14661,12408,7836,19910,12537,11334
137,17089,18695,10113,12928,19343,15888,10956,11080,17837,12922,3385,15924
138,16046,11743,1471,15548,9195,7172,10691,5355,1729,10678,1492,9712
139,9684,10124,4142,18037,5222,13651,17834,16852,7101,13988,12115,12019
140,6148,17895,8889,608,9729,13714,3165,18459,552,2299,17946,3347
141,17312,8020,7423,10028,7861,1515,18328,10796,14098,13195,18083,14800
142,3862,2260,14892,10776,7713,16235,1359,16625,18313,13115,6614,18080
143,13811,17583,5794,10506,17201,18570,14857,7099,4469,7536,10918,8925
144,7603,12616,12699,4046,5611,8391,10047,1533,6214,1194,9967,13952
145,4688,15378,431,13441,2263,10136,14946,9684,14778,5205,12894,4693
146,14584,6190,19047,19296,13874,5969,14942,17440,1171,10988,18121,484
147,9109,4327,7864,8151,15018,8199,3860,3284,17620,5354,6744,12957
148,2731,2242,4526,13507,1318,5543,17993,13696,2796,4402,1553,15833
149,7924,6756,8161,17410,9704,793,9341,9026,4960,1370,7120,3207
150,13299,12902,6108,267,13656,8828,7466,11936,1563,11259,13537,16779
151,11724,6395,4259,5429,5069,12818,9608,9864,16656,10214,6757,7136
152,7047,232,8271,7821,6758,7521,5157,13698,8622,2911,4100,12154
153,18936,10601,8142,4030,5847,14250,5445,4780,14014,8921,5151,2748
154,5270,14736,7871,17163,19034,16771,4895,1503,4207,10017,364,18766
155,17066,514,8735,2540,4835,15722,5578,15737,3975,3339,1947,6734
156,3398,7997,5282,4798,12576,16696,1003,4071,4461,19335,5662,3136
157,16114,19607,1986,12008,7260,6135,8409,17697,4040,5804,10058,11562
158,14190,6298,18885,15387,15675,3006,12822,12802,10441,16187,4704,8293
159,2348,6542,173,15471,3703,16221,14483,5154,9167,18553,11732,14084
160,16094,15260,11825,9256,12013,13885,11737,13142,7692,10406,1912,13062
161,3024,18405,13754,9277,5244,950,10242,2097,7282,17835,8953,7198
162,1001,8425,7671,7087,12750,17549,13039,16477,5927,11390,5685,7789
163,2183,3981,11745,16522,5169,6156,2979,16664,15971,9065,2028,14550
164,961,12612,3634,2547,733,3653,106,17750,2105,10921,15695,4781
165,13141,19518,10187,469,11711,15524,19642,7582,19219,12072,19742,3458
166,15860,5165,6223,7383,10604,2540,10670,19774,2146,11150,8743,17542
167,19032,11268,11584,12289,10756,8368,17812,14001,5255,150,12625,18117
168,3493,6207,2145,12095,5552,16759,14459,16085,8550,5351,19895,3918
169,12854,1916,4031,16168,13214,9977,17002,9501,14188,2501,12756,4720
170,16056,5943,8669,8677,17605,15648,7891,2166,9565,1423,16182,13975
171,2886,15071,2441,6967,12586,6089,2033,19059,315,13625,8200,3709
172,16295,17880,1454,5842,16869,476,2778,11437,15034,10945,148,15154
173,11548,17869,6899,12179,5710,14418,13867,3450,17165,399,14421,16527
174,17693,8389,13797,16623,906,9560,10725,10237,12434,3051,18732,11631
175,10737,18620,18300,17878,15655,10237,3905,14295,1067,7243,10521,15918
176,18936,12496,10580,19112,3714,6653,14061,14186,15612,11204,5615,19185
177,12909,19850,6982,18485,3617,18012,252,17828,14698,19653,17337,5515
178,4618,13809,10248,7341,7085,17715,1699,7689,10572,17882,986,16783
179,9725,15774,11028,2208,12928,14219,10616,8352,8814,6977,10590,13048
180,16428,4069,4321,14144,15153,19430,8817,10448,7054,1907,2516,2340
181,5180,6239,18576,14934,4868,9430,11960,19804,8259,7035,10400,8846
182,3236,11951,4137,4235,15862,4087,16099,15714,1221,9931,1451,4238
183,7400,5630,4051,10277,13590,1588,8087,13951,4851,373,6307,422
184,18041,8804,7013,16297,9144,18333,15925,1788,13370,1102,14636,15292
185,8315,7613,11344,19140,224,10673,11594,7192,3338,19918,11204,3507
186,8487,18872,12084,17389,18202,16042,13456,16604,9628,13684,17190,9828
187,13192,4235,2790,12691,1969,18913,17960,14944,17337,2902,4289,17061
188,17561,13013,10955,14038,17676,668,17394,11925,674,19807,18069,15711
189,5447,5791,8872,18416,9429,6354,13818,19958,15174,3206,14806,16395
190,14358,2856,12523,10973,16542,1121,17679,19067,12186,15714,539,15901
191,7533,9475,19274,14613,10507,18332,19005,7150,5029,5932,5072,17642
192,11880,5757,15294,18735,485,3824,1274,8020,9481,8444,2326,10367
193,12337,19958,457,16699,18688,14715,16717,5444,16271,2133,16740,14612
194,1371,907,161,2052,14647,5219,1417,19947,1251,19342,2146,5894
195,6800,17975,5700,525,12076,9402,14377,10181,17377,6647,17265,3685
196,17763,13374,6752,8502,13586,1657,10918,4824,5783,14550,18937,18366
197,12560,8823,15536,17041,19768,561,16292,8927,15968,19996,10255,4974
198,1724,16224,11687,708,7178,2501,18927,8248,9440,8840,15224,1057
199,14065,3161,5409,7472,14660,16591,3863,5696,1164,16339,8949,16088
200,5235,16630,16106,8267,9938,555,4131,15929,14156,8561,8394,1450
201,16829,262,15563,14443,17535,10641,1750,2254,14963,8793,15756,7388
202,5066,2390,6330,2514,8098,4928,13072,18342,7001,1383,17230,541
203,2852,15640,15676,17906,7965,15641,5219,8618,12778,18359,4775,3430
204,7742,3266,11920,18475,15290,19445,6119,9772,15775,1792,2520,6918
205,13810,5857,4876,19911,15017,139,15916,18113,7597,15297,17799,7112
206,19989,14408,17957,18645,3847,647,12119,12368,7313,18816,17139,13253
207,10654,10342,16131,11356,1450,1554,3989,4792,10691,16652,16256,10099
208,6192,19840,3292,13868,19633,863,2321,615,3899,1443,4032,13892
209,16596,10891,9005,14325,11967,2250,2289,14849,16190,17346,3319,10693
210,3070,315,8073,2571,3497,14186,245,6515,10984,17763,5537,10421
211,10866,2991,2476,3704,13879,8847,17595,9559,9979,15598,6216,17645
212,661,12515,16806,12471,16349,17192,7162,12124,17363,4280,8419,6218
213,10784,19522,13679,8154,2771,17454,10453,2012,7218,12872,14955,12984
214,7003,1558,11767,10898,18068,16004,2960,18008,19168,16231,8826,10449
215,14786,11239,727,19451,13705,12987,17012,11691,11643,11087,10004,17770
216,10623,7772,16306,14009,16221,5358,4538,4688,19846,9600,8032,18859
217,7519,2756,4873,13462,3865,1635,15524,7010,15928,3025,253,6910
218,10241,13500,5660,19720,1968,4730,11474,2153,19641,5836,8537,9526
219,9951,2410,349,16618,16456,15360,4877,4450,19007,2429,16323,7576
220,3087,8090,9712,8335,18263,5839,16296,18873,1687,12953,7656,16103
221,5851,15500,18935,3393,248,17160,10251,2367,1092,14001,14545,15588
222,3805,10846,17421,12328,15609,10080,15630,18067,12369,19816,11159,18285
223,1912,13414,15355,5720,6273,17713,12717,701,788,10760,1285,14356
224,2542,1772,7863,3751,8463,6866,12321,2723,19257,14689,6858,18155
225,13028,5181,2760,12065,10429,10534,9449,9189,13834,11615,19224,15612
226,17958,10643,14799,3385,12376,9418,14335,2950,15986,12383,19773,11117
227,331,1111,6919,15345,3895,2695,13054,18382,8447,6356,866,4336
228,1559,15691,19034,18073,6363,6234,3638,3669,13605,2109,19527,10846
229,16746,1954,776,15212,15895,12231,6064,19813,2399,5593,17672,1749
230,5984,3022,13078,15718,11421,10695,17278,1170,17731,6632,12571,3691
231,2860,16070,9726,1105,15909,1592,15158,17705,4200,7325,15163,15077
232,13932,14019,8129,10648,8595,4227,391,7345,15016,7822,7315,214
233,10865,5134,15460,529,13665,18191,9245,17143,3920,1646,12267,4367
234,4533,18133,13263,9253,10999,3179,6633,15061,8090,7343,16729,1842
235,15778,16015,6077,13508,14642,9986,19891,862,4295,18273,13409,13217
236,19872,5112,2410,16912,9842,3916,15879,17630,19065,17503,16626,8483
237,4685,17278,15633,14807,9196,9026,19236,459,14552,7540,2491,1534
238,3897,5315,4571,10965,11963,16158,14064,16341,12435,17359,14598,10519
239,5112,7704,13574,11373,4747,15411,3520,138,3136,14311,11465,14645
240,13159,1747,8779,3860,2651,12909,8382,6920,12155,15364,12149,441
241,8101,5974,188,12560,18832,1629,2537,10472,16334,6944,17278,2248
242,19627,7829,4590,13731,15884,19462,6142,10927,13121,12414,6058,14289
243,4422,9572,7098,9166,9290,3005,14212,12192,17184,7181,18628,10918
244,4447,17601,16358,13510,16741,2111,17912,3993,2620,19431,7432,18936
245,9722,6355,10225,822,14784,18802,8973,2152,11287,1360,9862,3496
246,3549,8751,8467,13566,12829,1040,16704,10051,13377,10346,14996,19224
247,13204,9364,1236,7722,9267,17672,10244,19602,12298,1687,3293,19702
248,19271,17872,17111,15003,1883,18939,8614,421,11021,931,4367,15828
249,1370,14862,12201,16058,4276,4705,7179,11472,6483,19538,1259,7833
250,593,11682,15564,16081,1174,9865,9103,580,7936,2599,981,14380
251,779,8777,18062,2748,5880,13662,11843,3425,2883,16105,11818,15704
252,2126,16034,12703,8325,3504,18802,16690,12902,19459,19470,14318,3679
253,6947,5675,12051,8216,9416,12854,13279,14704,14183,13918,1309,17167
254,16475,4885,2207,15568,11499,10691,13181,4612,18190,4318,10754,796
255,14730,16892,18098,8933,3597,2439,1428,13836,15983,8102,19396,19546
256,3181,17634,10865,645,15610,644,11613,13195,15505,7776,18802,19762
257,18014,8208,14712,13972,18297,8734,11395,13309,465,19793,1943,174
258,19096,8987,4638,12856,17588,2648,18141,5031,10085,11683,18507,11678
259,3200,15441,5892,2950,10351,15703,15852,18645,8275,16953,16210,9152
260,14760,3727,7610,14033,2231,10249,10416,12774,8592,12868,8455,3106
261,1064,12909,10069,13278,4813,4337,19314,19839,9469,15222,11620,19273
262,1382,859,2555,12161,15734,6194,3886,6676,14117,13669,13616,18190
263,6603,3134,2974,16086,14619,17460,9478,7241,9041,15754,283,131
264,15434,6818,3877,13125,9717,18576,1900,10711,16971,10877,7790,5017
265,7330,3240,6105,5261,14314,5414,1312,18745,19600,11829,17282,12293
266,4939,845,14533,12954,9578,7063,6825,4691,4815,17555,14752,12381
267,9152,15703,14628,3803,16242,150,14744,4441,12655,3550,13646,14174
268,17074,10816,19517,2352,3672,5788,18528,10889,11805,5557,15935,6860
269,18513,5349,13487,17135,15746,15325,14161,16527,12262,9215,10970,8401
270,12918,1173,4988,15403,12423,8598,17911,8476,18116,7878,18906,6135
271,12849,13786,1007,17967,8278,4762,3608,19327,6477,456,1128,9265
272,3502,12369,8994,8230,4210,7408,4448,16171,3684,8988,1574,9706
273,11665,2342,5902,2869,10940,10182,19275,18616,10904,18229,739,4464
274,16691,17304,14311,3690,4053,3126,554,2182,13292,18086,10476,15386
275,11747,5231,1213,4113,19145,10099,13851,19931,16152,5561,14713,18358
276,16305,13640,5472,4277,11512,12565,6792,12577,5705,10756,11916,15181
277,19226,10500,18284,17888,2649,18946,5713,2075,5523,15890,5998,13838
278,5380,7320,10911,12012,16590,7389,3770,15799,19908,600,11208,12049
279,15086,1960,8617,16478,5570,14699,9298,4236,14631,19279,3650,15000
280,11368,14531,18391,1399,3940,11347,3242,6297,15121,7290,12257,6616
281,15401,8818,16694,15269,19174,11577,18803,5691,4338,3382,1418,887
282,4333,1286,2738,16485,2275,6349,1871,9143,14694,3341,3964,7986
283,9502,9529,19791,18774,14335,18435,7734,9201,5785,14872,11122,2347
284,16961,14498,7622,3993,3732,16454,13753,8503,9721,16214,221,810
285,10175,3673,847,14801,17030,15134,14938,2224,14425,1398,11107,8355
286,13480,14399,18807,7175,5627,16812,359,13229,7403,18884,11319,7109
287,12351,7716,11751,14009,1144,8657,16562,7342,6468,17778,17450,18228
288,19467,15188,10213,8947,5426,10769,1516,10611,3893,16432,7019,7336
289,7076,8333,7274,9906,7884,15096,17348,7350,11927,13292,11116,3211
290,9634,4244,10399,8085,17216,18156,11579,6138,18308,6101,14595,16437
291,16528,7759,19173,5716,9759,14536,406,8402,7142,1404,10908,19514
292,3200,7176,6613,8766,8596,6440,12687,2834,12278,5821,17763,19099
293,8877,13103,1002,13355,7278,9003,11038,4659,13984,18140,11819,16244
294,18470,19652,6173,14530,13153,6542,9121,13651,13305,16967,16256,3601
295,875,15432,236,15825,5807,16922,18837,371,14127,10868,321,15197
296,8726,7607,19120,8434,384,2159,11469,13645,3300,548,3531,11944
297,4960,18106,15990,18479,1093,4135,16210,16522,5382,2729,16943,3315
298,18938,19740,12699,8801,14143,16845,1100,5634,16810,11999,7333,4293
299,9150,12224,10446,4432,16111,8331,1760,1580,18742,14583,5132,9425
300,17345,5699,3844,16994,19317,19338,5593,1632,2630,17775,16289,774
301,19854,17549,2065,17429,18595,4636,478,18005,16692,16779,11284,12365
302,9946,11052,7486,13594,7078,12777,7295,8530,3109,11159,6483,16851
303,11432,9606,16244,4300,19885,17849,2710,17815,15906,6620,14197,15068
304,14006,9737,6262,12286,3900,3189,412,19778,15199,12297,11040,2478
305,5620,5644,2587,117,11200,276,18161,6801,3085,6068,5456,6434
306,6328,13495,4729,7516,10130,12238,19560,11502,8180,4940,16060,1065
307,13281,9286,15046,14288,16215,18798,13986,7152,6324,10878,6697,6269
308,18349,6011,15735,4199,9578,12104,14075,11198,19472,8595,12414,6940
309,15492,19632,1186,19109,3800,4854,10529,3379,16345,6877,12189,2686
310,19246,1826,1468,16178,1962,4393,1893,11686,691,732,9468,6273
311,6455,10670,10321,15253,5752,8055,7572,209,1053,10290,16295,11709
312,16373,1019,815,10590,18782,15231,810,3146,941,7486,16667,319
313,11607,14904,3848,18836,17580,17389,4580,14992,11223,18988,18972,6843
314,18332,14954,14783,10635,12873,2315,9257,389,2263,13305,7346,17093
315,13585,6099,9907,7362,9667,17815,12905,15913,17559,8115,12459,670
316,6879,12719,18809,5252,5334,18812,9223,6918,5390,3994,615,3141
317,8298,14916,7184,640,674,3558,1711,19402,18004,11285,15473,15088
318,19703,13155,319,1308,1829,15537,18384,9674,13861,17442,6271,16609
319,312,12845,8975,10374,12168,19767,14772,4405,9124,1069,1334,12746
320,6504,12539,5270,5640,2017,3501,10306,18393,4216,3015,12299,16255
321,9958,7851,2728,13855,7199,6952,14616,15924,11649,19542,1673,17738
322,6829,12326,9394,12463,10973,1973,5759,2017,19957,11644,12865,10747
323,8983,12366,19994,16976,19441,7843,1988,12577,2784,5435,9634,847
324,19036,14747,11361,9435,18692,9733,13491,16449,8160,8897,8873,15726
325,310,7466,19892,1759,12442,15227,15645,3430,294,17788,11031,10210
326,14213,4690,12757,6505,8696,4158,10567,9589,454,13560,12293,1643
327,2483,11702,5641,4857,15377,18214,527,6853,6762,926,17659,13345
328,19001,5284,3382,13757,11890,14920,14119,11945,17111,13817,8449,14884
329,13987,15768,15071,7891,3399,3030,7867,5314,19542,6802,18088,12155
330,2470,17337,15914,4308,4464,12977,7364,10333,15732,11776,4180,1078
331,554,4566,11903,18931,13844,8582,12102,15499,3686,1171,9378,19121
332,17377,5643,8066,15569,17931,15861,8798,6274,11641,12002,17615,19299
333,10396,478,10377,11473,16010,4947,17763,2969,162,8938,10413,10525
334,12794,16417,18162,2720,12706,14450,11683,16250,15845,840,9050,10835
335,14944,19207,2575,12341,11814,7037,3885,4429,4317,4885,3822,2881
336,18349,13982,3241,7507,19327,5367,2120,7274,13917,11592,2784,18367
337,15695,2704,18811,16713,14174,14546,3147,5564,18941,10505,19640,7160
338,4777,18888,1031,16989,13793,8187,3653,4568,14943,10164,19979,3222
339,10135,16688,14231,14433,18496,16489,19877,16939,15285,7637,14496,15121
340,18270,2871,1192,15954,11569,11057,13060,3410,3716,1826,1243,13403
341,7879,7251,11850,10806,12688,2564,5598,11245,18361,204,767,4216
342,367,12103,649,13573,17581,19914,15130,15926,9274,16003,15265,8712
343,7779,16897,12247,9423,3532,1507,17542,13386,280,12031,4297,8643
344,18611,16381,10144,1561,2879,11698,8096,1415,2624,1473,15940,14561
345,7458,19617,6994,18042,10616,15754,6685,17890,6725,19344,18518,7095
346,1884,17274,12082,13001,4277,2675,14234,12012,19024,740,12536,9625
347,4302,2559,10568,16367,16927,3529,5586,13474,6597,7876,13883,4822
348,7272,6784,19842,992,14316,8760,5589,2356,8361,2662,12982,19064
349,6013,6306,10068,12279,8036,17822,4849,16128,9151,3119,14697,350
350,128,16495,2522,8423,2854,12908,17410,11938,4234,2718,12642,14397
351,5627,12896,12239,16686,18714,11061,2914,1960,19319,8437,14532,9600
352,8191,7508,17998,19832,6894,6347,1005,5306,11621,7716,18125,15570
353,6252,11186,11139,727,4794,4244,1349,3642,19166,2610,481,10503
354,1256,11421,10251,11622,10995,15537,13805,19404,14666,8182,4642,7191
355,13535,1752,4807,13442,4843,10544,2099,1605,16314,11611,19651,3096
356,14824,18817,4174,18430,5976,11653,6342,2128,12835,1790,12821,19158
357,9514,548,15144,2166,17803,13763,17673,271,11976,1062,7782,900
358,14828,13794,19986,19529,12791,4251,15480,4622,13816,13358,4040,1557
359,12990,6189,2656,5024,14966,10140,4747,12463,6959,5122,4337,14433
360,19664,12309,3980,18449,493,10458,3578,18882,8300,10367,8215,788
361,11939,10830,9248,14661,6838,17130,7705,5487,12570,12165,14418,9262
362,2182,4308,3347,599,10099,19003,5332,10075,1570,9697,8338,11259
363,3695,12418,7605,13307,965,18394,18462,11182,12283,256,17979,1832
364,10279,6799,5236,2389,7854,2330,17332,10004,4024,16228,1909,16272
365,12378,1527,19773,9689,12875,736,19081,12938,8752,19900,3706,3963
366,12035,14214,3234,12225,11546,12984,19737,8448,11867,15394,8308,11489
367,19735,16120,2794,6939,11120,19418,18635,8107,8716,1315,16042,13714
368,15789,17693,17320,11797,6195,4714,3247,17049,11201,13544,4258,7332
369,5019,12286,3296,11476,19729,10257,1346,11324,10934,3857,17499,7863
370,7758,14935,18879,13044,1583,10017,2921,11345,18347,17672,14061,6041
