"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010"
43,18758,2804,1194,239,3363,12030,11304,6484,1299,9576
44,5959,16842,6781,17078,12752,18936,1357,10176,15155,5790
45,788,17492,10171,17301,4493,17958,18594,19503,6842,14650
46,17749,12613,18286,15025,8182,2874,13040,5331,19853,18218
47,7982,10173,17265,2663,15418,4091,4563,8340,6487,11386
48,13976,16831,18670,13104,2528,11929,4584,5203,18408,322
49,6482,10354,2065,7277,1850,4718,969,1657,1071,16208
50,19245,16236,14913,13849,19788,8167,15404,9218,10546,4763
51,9308,8914,9574,3046,4119,14332,4877,18544,19214,2387
52,4352,5422,9080,12301,16326,10195,19199,16574,12523,6261
53,10803,1093,8985,18299,16498,13007,18325,1964,5987,19456
54,19195,12393,16048,4782,4794,16185,3030,13659,11919,10120
55,13125,14279,997,16397,10434,14056,8581,10200,10592,16705
56,6180,18808,15485,18184,771,7675,14701,11085,16954,12704
57,1818,6374,19919,12520,8884,1864,7978,19611,15357,9683
58,14739,15880,11105,7639,14250,4035,13155,12484,7953,11460
59,12072,18445,18493,6645,5075,12674,9742,15971,12222,13750
60,9522,11804,3344,10450,15343,19302,7415,11035,5811,7836
61,13311,2032,3731,19246,14047,10517,5715,11973,7172,7865
62,9137,7050,12031,12891,3443,13745,2142,15151,18231,2447
63,4323,10585,13920,11457,3558,8440,1892,17230,8923,11846
64,8579,7356,10355,12117,15601,16752,5947,13689,6012,16103
65,12298,314,12452,17225,15816,1141,8424,5913,16266,9291
66,17828,9695,7854,9038,19846,15141,495,14879,10157,2983
67,4509,687,11391,13089,813,14591,1714,17916,3551,6594
68,6566,15889,7116,18442,15983,5473,1633,9653,6123,7667
69,15137,9354,6590,2661,6654,18004,18354,4279,15948,16101
70,5143,11330,2480,11323,3599,409,9107,13100,10891,7979
71,11128,18277,10078,12584,3991,4124,14464,15217,13438,10468
72,18298,19625,6490,5985,15713,10528,8979,2482,5900,7127
73,19301,11389,17291,5358,5357,11660,12232,5464,6974,14676
74,19857,16711,15104,14996,4204,6870,18084,2467,2519,19327
75,13528,19993,12004,16985,7254,406,13347,11428,17367,10154
76,13745,4425,18295,8682,5103,13901,18606,2681,15735,10423
77,7337,5930,3259,18762,5590,1243,7540,2700,6876,19033
78,16164,6770,5567,4111,9228,15771,13896,517,8860,6335
79,13338,5393,16545,11497,19862,2950,16363,17975,182,6962
80,6386,9742,8217,11507,7783,3377,8689,12019,11356,9088
81,1604,14483,10169,9716,6555,16224,4680,9340,937,17514
82,3491,7803,12610,4713,1839,12926,11782,3288,14650,19454
83,2967,612,14282,4796,19500,10130,18453,18586,13447,10372
84,7029,167,11424,5315,5804,19751,10654,1397,12766,964
85,15505,14470,10123,15197,14354,19623,8920,12774,13130,17124
86,4732,1657,2763,3452,6073,8355,3008,18200,3338,496
87,19447,2922,5810,15325,3793,14513,4964,6477,7438,11649
88,18170,16049,8244,2245,13635,12020,10518,760,2829,11106
89,17399,361,17393,2011,12184,930,4825,18452,12485,11806
90,6826,5719,7583,6141,10123,667,18948,4158,5347,19676
91,1158,4690,8496,5226,10283,6313,2287,13331,1472,394
92,15692,12739,287,2140,7248,15945,19690,19066,19873,3978
93,10388,1347,17773,11898,17272,7402,5709,2798,15442,9186
94,4586,9402,18607,4449,561,14517,5524,5930,4237,983
95,11621,17607,9885,3637,13120,2646,7695,15816,2649,12425
96,13736,15347,669,4850,4681,16765,6965,4138,7428,2530
97,531,5313,7905,19893,8184,1552,3391,2393,19466,18633
98,12453,11931,5840,629,17837,16590,4437,1719,10782,3360
99,8158,11439,1918,11926,11980,8477,8126,6946,8212,3269
100,8127,3478,14997,3163,8030,19599,7018,19385,2893,6230
101,392,10885,1964,15828,6877,4063,9808,15116,5779,3724
102,8498,3149,6229,7829,17684,14770,13778,17678,2466,17858
103,7154,4870,5810,1887,19616,7899,13505,8548,19821,12043
104,5684,9187,10371,12322,17094,15644,15818,12605,5747,2120
105,12347,10454,14604,11661,10837,435,5140,17435,9134,19372
106,17874,13744,12217,3305,6907,16253,11967,1959,4083,14671
107,17487,12813,197,15290,3010,19317,12110,6085,13541,12499
108,5220,9264,19627,19623,17706,2082,18677,15734,19200,12466
109,11489,9540,18739,12504,3897,16825,9538,15383,113,2478
110,13772,8485,12509,13778,15896,13880,16643,8083,8650,9754
111,19886,14632,19119,10466,12021,7049,4718,4828,4852,13000
112,2914,397,9257,10385,3177,10090,12552,3246,6850,6703
113,17136,18797,9989,18262,4799,13451,1683,1356,13456,17444
114,15993,11960,13480,14945,6695,16663,14699,4549,3933,8150
115,11055,15101,17655,10429,15126,9362,18002,377,7133,3739
116,12699,4698,16300,6630,8482,401,10069,15625,4611,12885
117,1990,12070,12541,17017,15006,5074,8762,13703,13879,3307
118,11335,16512,3932,14436,8995,3766,9343,12508,17212,4548
119,16019,5163,9643,13374,19638,5815,4356,13745,15427,2559
120,10668,14020,12171,10656,8594,7341,19294,4342,4155,6828
121,1057,13631,8474,12974,2656,1146,2367,6462,6646,11670
122,1516,8180,7082,10586,5888,11334,19374,5765,18186,16796
123,16008,4861,5190,2808,9490,8870,3168,14433,5754,4856
124,16927,14708,9840,18169,13682,18705,3541,9650,14301,2028
125,4745,16264,11873,6222,6039,1029,18556,14852,13255,1461
126,11220,5599,14817,13739,14098,13959,3338,11416,17040,7287
127,6751,12523,6508,6880,1287,15076,8369,6351,13865,7264
128,3400,17466,5814,2262,9091,850,9887,2541,17962,18508
129,15149,15176,16859,17644,5376,7754,13365,1767,9334,6808
130,7609,14716,14431,12099,10524,14330,15606,12545,14864,9175
131,8117,2200,19897,8984,13754,6837,4292,4987,3975,17946
132,12577,16077,8062,4336,18414,8896,9240,11482,7390,9031
133,7660,8644,8504,11256,17515,4810,14081,1768,10164,17953
134,709,876,12421,11357,12729,18095,7470,11871,14926,2749
135,16832,18218,8602,15719,7763,18275,1620,16832,4318,1377
136,19588,8441,7021,13341,6442,457,13344,12462,7516,12406
137,18753,3196,15880,19920,683,9739,5955,896,19308,4923
138,13001,8062,2306,3708,19040,4806,10930,1143,17316,15488
139,15379,11009,11787,5126,1979,6722,2159,14808,10210,11992
140,433,17375,17215,4339,10608,2896,11363,5851,14397,7975
141,10405,19546,4010,12286,2408,14217,9852,14175,5414,16013
142,17363,7970,6709,12252,6569,9022,16115,2323,17265,14721
143,11176,2412,2515,17794,3046,6280,19240,19084,7260,19783
144,9315,11111,19864,9449,19810,5329,10472,11128,7339,18215
145,8276,9306,17305,1952,10497,12242,4992,5891,8859,3170
146,5733,2232,19630,13129,11402,11509,8798,12340,19705,12599
147,13290,163,15018,18349,5394,14781,8545,12715,5092,10604
148,8463,6099,3874,9628,11437,6926,2028,5276,13408,7176
149,5113,107,11748,2168,13961,17598,17689,7123,11550,16628
150,12125,4513,16138,4285,8143,6588,13937,16736,1585,13166
151,17877,18660,2805,4820,6434,310,17734,19750,2720,8953
152,11565,14947,3678,11729,4560,1897,10195,17482,15885,16521
153,739,5120,3914,13476,18719,8010,18097,12201,18472,10155
154,12519,16789,7135,19010,1693,18911,19170,9930,9737,13225
155,2508,19376,15352,5657,12958,18566,19583,5444,10544,11212
156,8865,1701,2392,16905,5996,13061,17973,6668,6686,19255
157,14202,13421,8989,17725,1076,3567,13785,13606,12324,18384
158,4422,10232,1199,13308,15488,11832,9975,5083,3546,5334
159,202,9050,11989,14719,7883,7195,3590,5360,13736,14614
160,12929,14020,8206,4855,18881,17795,2389,15341,12104,14577
161,11937,11806,10764,12410,7929,17969,5962,4078,2072,894
162,6306,1207,3017,14068,15825,16255,10263,5909,9174,132
163,19031,10730,13312,13098,13766,13372,7162,16671,4058,19459
164,15508,128,9143,7725,1777,11116,4061,8030,12872,11344
165,14321,5821,2293,14208,4804,12074,4591,18069,6609,2372
166,14479,19445,11891,15884,18200,7312,4811,16770,13964,6079
167,12317,10517,11406,8068,7165,6364,3961,16246,6215,19113
168,5381,19888,3354,15105,635,7073,3420,4914,2716,1522
169,17043,13802,14463,14543,16416,7044,19448,7581,834,10965
170,3851,10944,8762,364,17814,4039,10526,17448,17079,1580
171,10561,16918,7077,6762,10679,16990,17681,9214,8694,18747
172,15835,2308,17836,19689,10049,18889,7648,10911,7531,3625
173,1931,5967,8437,8407,5184,2454,10334,12907,7575,1421
174,11655,1583,17707,16132,13196,1604,9062,11534,9444,14576
175,2353,19551,10465,9696,11373,15484,1367,14578,668,12296
176,18746,959,8261,11581,10770,6899,8691,3726,12393,18103
177,10050,8248,9671,16305,1005,1413,1160,3056,12921,743
178,13001,2136,8140,6257,7106,19933,18812,6577,1119,16015
179,13617,3077,8455,5416,11878,11882,13339,15916,17641,6247
180,3931,8176,15110,18239,11232,19085,7035,2361,8153,17024
181,957,18726,13104,12035,5318,316,10386,18962,13752,10905
182,17101,19034,11357,1702,14201,5968,18752,18777,15220,13719
183,915,16275,7478,18242,17205,6195,11095,11823,2493,11915
184,13168,1729,6418,6540,19114,10290,4871,13562,5961,8189
185,17761,6182,17773,1662,4288,12645,11542,12049,15979,16076
186,5970,13838,6926,6028,16469,14072,5338,9951,15528,11387
187,5830,4017,17668,8170,9771,8594,7824,12369,5766,18264
188,4550,5753,18468,13370,1045,5869,14231,1614,5927,14725
189,12193,14440,19714,14435,6327,18476,16747,6631,5433,15110
190,4314,12704,6255,3198,7880,7316,5116,14092,13213,11731
191,18231,861,11255,9996,9231,8118,17953,8969,434,795
192,18064,825,12485,1183,9992,10616,16924,18907,4365,11358
193,6660,7463,19038,600,4387,6214,19852,13494,9410,9497
194,5497,13333,18599,843,10726,6894,9299,14332,18613,8121
195,4069,18855,15750,6306,1979,18572,13412,2688,14141,19592
196,11719,12265,4973,5082,16921,16303,11943,8292,10498,5536
197,5514,5761,1149,10113,664,2719,19970,18846,15656,2037
198,113,19007,4082,17528,573,9100,9796,18494,17252,15806
199,9108,19970,1907,6008,2779,10057,11053,19737,17555,14261
200,18252,17584,6550,12458,2987,5651,12347,10206,7890,11466
201,9559,3568,4897,15780,2938,13755,2245,10662,2306,6621
202,15039,9463,5416,1751,14571,14339,13802,5811,3988,1087
203,3844,9894,15630,6725,7532,11570,19202,16918,1931,9581
204,17494,12101,3919,5557,2853,430,8221,2379,17940,9846
205,19403,12798,15351,16686,13474,6196,12344,622,4584,119
206,5260,18152,15953,11805,18123,18714,11748,10452,12824,3310
207,4675,12118,9120,5025,3792,11852,19139,18390,9237,11385
208,2795,5208,19223,17785,12065,5809,6648,2651,9527,1294
209,16107,9127,6261,6864,18034,13746,324,16263,2674,15865
210,13637,14194,6562,14307,12813,14594,8222,19678,8734,9207
211,3298,287,12561,10501,18121,19948,12332,12364,17583,13805
212,10367,11621,7662,3402,4830,15790,19332,5815,14680,17536
213,16137,3648,9699,10872,17227,6364,1395,6088,6131,12533
214,8041,11012,7431,15866,19004,9660,10602,9604,4206,15615
215,18959,16175,19415,17531,5726,4126,18973,12168,6886,18665
216,5035,739,14994,13915,5682,7198,7626,8926,9257,5786
217,19999,12345,6094,17203,17533,16852,7474,11386,9097,3825
218,17513,11418,8055,6193,19691,7416,2396,8566,3431,1732
219,14790,9841,2177,19634,18055,11830,19078,9259,4647,14040
220,8564,10939,11842,6807,3893,1357,7666,17616,13903,15711
221,4278,2206,18980,7356,11898,7157,9390,999,924,1103
222,13539,18725,3027,10734,5214,13476,8289,4669,6119,19875
223,17883,3629,11779,11748,16138,15646,4964,6622,13390,4694
224,17042,3244,15394,13690,17182,9901,17535,17697,14931,17729
225,18445,782,3684,1395,18238,1101,11085,6237,16268,11295
226,873,12631,17972,19268,5695,4607,6397,213,2002,9985
227,8825,10960,5485,1975,11531,887,18649,12604,17084,6620
228,9550,19884,1942,16577,15018,11375,8037,14415,16330,9041
229,13278,11464,17261,19643,2073,18677,1374,5940,14537,10657
230,1454,10704,3190,3587,3588,5940,7611,19423,3761,19060
231,4563,2104,19859,5760,8431,7972,6737,11884,6289,18718
232,13381,4626,1289,7464,10982,14993,6306,18335,18127,7472
233,3576,16201,11933,9171,2454,18380,5812,4130,7818,6296
234,10661,2417,12999,10906,9683,7256,1266,15885,17420,1615
235,16148,16875,14710,2743,12304,8653,1536,10888,13440,13799
236,7101,5193,10233,4971,18316,3246,8083,8073,950,18974
237,13894,1828,14027,17177,12792,9342,17130,3271,4036,16802
238,14937,5820,941,9223,6532,19866,15714,19191,1523,19690
239,5484,2478,8250,7524,19262,10591,4897,7703,14340,10917
240,5035,1935,3455,16960,3467,10261,13830,19733,5115,8475
241,6588,19121,13957,18481,10924,15369,15717,10268,18616,5268
242,4693,17431,467,19593,15994,7126,7536,436,17484,17953
243,8320,15266,15444,7928,13265,10438,3841,12992,8261,15655
244,12467,6995,7774,12395,12240,14779,17909,15797,7921,557
245,6540,4030,11912,4777,3717,12844,791,14770,14199,13035
246,16738,9099,13814,5833,18921,4250,11795,3231,3056,3281
247,3702,11688,15150,2436,8888,2174,5566,16454,9609,9525
248,4927,14631,293,18894,16327,4471,15673,2338,11488,18862
249,4125,14250,2062,11316,2037,19249,4600,16923,10516,11380
250,3107,18949,3905,13026,9447,17887,12974,19351,3594,9461
251,6775,9601,16247,3352,10880,16701,4630,426,6558,3402
252,14424,17166,2185,498,19236,2628,942,16373,13351,11677
253,10159,14988,18967,12811,12514,13996,5607,13521,12278,9221
254,17765,10676,4769,3631,14986,1550,10705,11544,14496,12925
255,14264,13397,1955,288,1503,16972,17105,17324,3258,5016
256,809,5458,3559,16684,16615,14041,13350,16133,15572,213
257,15334,1934,2711,9745,10557,6650,11997,12741,438,19004
258,17364,2673,437,19365,16748,12391,7573,15154,12308,2469
259,3742,14542,18488,114,12314,11017,6711,7275,1591,5785
260,7486,4625,7691,8886,5370,107,19658,4695,8050,14675
261,4026,9496,4472,1140,16388,19027,14540,8119,19466,2869
262,9119,3674,12201,18906,16819,4403,14475,15896,19263,13289
263,13487,18319,13531,3079,10161,14947,17482,7630,16226,13060
264,14021,4895,10728,2897,17883,5455,3984,11774,17905,13463
265,14356,14902,15066,2538,15057,3569,7774,6740,4623,2182
266,5912,14848,10226,18075,9170,12871,7310,6469,3733,1849
267,3700,12374,13281,19536,542,2992,11264,17474,17714,9606
268,1760,18566,1573,2844,13848,3464,13605,2139,18406,6051
269,11143,3751,6915,9525,15697,10860,19498,7887,9924,4807
270,11725,11043,19473,7836,7051,7745,4658,3140,13015,16446
271,3445,15688,13389,5656,12921,13509,10136,4271,18539,3235
272,1966,16547,2592,18497,8682,12592,14877,3059,15603,4917
273,9256,4062,9192,16765,14578,7781,4163,2037,2919,18063
274,3003,10960,17183,5039,16256,863,1950,15466,10505,10221
275,9435,14735,16544,19690,12321,6094,5811,9535,2389,7739
276,13669,13181,18137,2963,18097,9732,5465,7549,993,17958
277,15867,18163,1229,2050,2968,17578,10095,1289,5815,8673
278,17327,2304,5143,14266,8669,3094,15064,11362,14938,12035
279,3678,13518,17662,5552,4409,12812,8351,14438,18656,6924
280,10826,8244,8714,18319,662,17993,10932,6039,7362,17727
281,19850,13106,16498,19341,17593,17652,14893,7007,6728,18335
282,17784,3883,957,15922,17874,16543,12883,819,18314,3739
283,16378,9086,14735,662,4457,4070,5760,17613,15411,3142
284,18034,14510,9866,7925,8743,7098,14103,17701,7390,19881
285,4097,6763,11597,16134,17324,12381,8996,8858,19994,14070
286,2600,19748,2868,12564,13365,1838,5488,13289,268,18574
287,16911,9421,15562,20000,7320,3397,16065,18858,9266,8504
288,9554,8464,11464,13971,18257,14781,18966,19849,5853,6014
289,1134,4791,8387,11609,2540,16873,6030,15451,168,2833
290,10000,17858,13027,15877,255,13001,18918,12517,13467,13624
291,2617,1817,14561,9623,16501,9171,8652,6947,12273,14492
292,13681,5467,10211,13594,631,4728,18312,18277,16524,16809
293,252,10490,13277,6514,2179,19810,8503,1227,12194,11102
294,10967,18288,4672,17357,18612,1753,7582,5372,1274,8434
295,4826,15750,7412,19134,4950,16826,2061,17888,19258,14636
296,4928,10261,16253,16496,17133,5591,3863,6228,17896,3632
297,16268,2262,17995,16376,3148,1418,13678,13607,15514,16276
298,7903,16275,12937,5635,3808,18991,16606,6663,339,12180
299,1639,13050,14878,18693,14501,6829,17139,7897,3733,8556
300,13988,10176,10552,18534,14693,4147,18417,18342,610,18125
301,18881,4060,9905,588,18251,17272,12483,17105,9889,18762
302,6296,12138,17188,9970,12232,2914,6820,14670,19334,8594
303,15307,9125,17974,4626,6185,10935,9639,9213,10740,18767
304,15732,9434,16092,5573,9503,17309,4961,12859,3317,5773
305,9110,1224,1100,14187,1889,9678,16014,15938,12027,131
306,14769,12249,15857,3110,18293,10645,13447,18238,1995,4210
307,4861,2626,2206,12261,8901,2913,10326,14492,9328,7315
308,16472,16956,7333,4242,3188,1672,15118,5881,12549,15482
309,3969,13317,11614,1956,1148,14526,18598,13756,3773,16881
310,9339,14861,233,876,13813,12988,18127,7025,10436,6278
311,17295,19304,1583,19245,14930,3398,14722,7154,2524,14046
312,17695,11923,9464,1254,9584,10101,3523,5340,11534,13267
313,6821,18996,16068,10285,17059,12184,4640,16057,10983,5613
314,10348,8537,18339,14314,16597,18758,19680,12512,17935,15177
315,10193,3684,549,4313,7993,13128,18842,9614,2397,8918
316,13316,18856,3339,939,5661,8726,7564,17636,11695,7721
317,4676,14337,17453,19664,5751,15956,5416,10839,5853,3467
318,5791,18939,11115,3455,5950,16242,10883,14452,6414,19469
319,13953,9192,6299,19913,19660,17009,18288,1545,1337,8683
320,16490,4734,1150,11408,12151,8337,7554,15613,3916,2290
321,3000,1333,2180,19364,14527,11775,17694,16330,7499,12890
322,4323,13197,19578,12971,3388,13249,8344,11934,9346,15690
323,12892,8652,13665,2711,15380,15677,5829,4601,11763,15951
324,13191,5101,19228,18267,15640,19992,1876,16558,17179,14012
325,8846,15961,7684,1936,9913,8407,242,19336,6199,18875
326,10921,5688,11947,13421,9684,493,6395,18585,13416,4782
327,13095,19570,1053,5381,12544,776,15092,10701,14670,4104
328,18030,19577,10777,10948,7242,4812,15008,4407,19388,5513
329,17205,2385,4947,9915,12752,14797,15777,19954,12887,8285
330,2750,4519,6806,19443,1488,12569,11140,15142,16218,1136
331,1635,19401,8433,19771,4642,3260,4144,10235,2712,4000
332,500,13585,18193,4071,6647,2516,11432,3861,2788,2655
333,12938,18281,18608,9091,118,10552,772,8831,14127,17510
334,12723,7003,13528,11920,5933,13667,662,5700,13365,548
335,9149,5483,15902,480,12448,10720,7851,9012,10682,13207
336,10355,15308,4247,18357,11037,17978,18350,4761,3587,6497
337,12118,12472,3936,9275,412,5625,14959,6089,15053,4665
338,1099,1802,15472,17358,5658,18934,16285,1836,16008,5580
339,6321,17999,8637,14799,6078,16747,11436,9463,14372,10824
340,13757,7221,12329,17252,12389,8408,8849,6536,13309,17337
341,8479,5625,16273,16601,5204,5231,4655,2414,6605,16317
342,18607,18723,14306,11245,2737,19480,10353,14745,12592,7189
343,17634,11417,2468,14151,2866,391,8077,5209,17806,9901
344,5717,8905,1346,824,8948,12978,19201,14477,4674,19683
345,7952,2945,18266,933,3711,10074,210,12390,14854,1373
346,4150,10657,8388,3826,8920,9686,15494,15920,12887,14340
347,16710,19469,12747,8071,3630,17782,1124,5952,17759,19748
348,2744,17621,8845,7751,3939,17670,8354,10640,18677,1292
349,2476,5806,11183,6214,14704,13554,4660,18453,14490,6437
350,13987,1253,351,10635,5547,12020,8198,2744,10584,8394
351,10606,11583,12194,3722,13704,14019,18696,4397,19052,11854
352,13910,11050,9214,7223,199,16700,5732,15234,9067,11264
353,628,8872,14169,2518,14903,2067,13389,14727,2170,3784
354,15296,10176,13733,1517,2481,8192,4882,14610,1778,12010
355,14048,6664,4535,12900,9771,2214,19731,16133,5035,3691
356,7062,11056,1408,17504,7722,6153,8570,16421,4210,12836
357,16845,13691,17125,8653,282,16140,18073,8355,2060,240
358,5345,18655,18726,14009,1353,18364,5842,10568,11461,14552
359,7671,7998,2325,17880,17630,17790,5797,19950,1445,6111
360,15011,18926,9002,19904,11189,319,8036,4321,8136,17019
361,11667,6831,4252,3248,11343,1405,3860,1428,4182,11482
362,7880,13119,11197,19446,8681,1828,4682,17015,17833,16701
363,18273,15882,19899,12684,307,5731,6870,17830,4940,17148
364,1913,15278,11328,12490,8470,5771,16598,14700,3389,9576
365,15135,3409,19982,12857,8798,4109,18311,4428,7974,7182
366,5358,6855,11421,3429,12124,1865,14050,12609,9084,7645
367,13402,13401,3476,9590,11575,4007,6981,247,12658,12141
368,2805,1575,13198,10629,8657,11006,10807,19217,14944,9465
369,14970,19247,16574,7529,11605,9299,10153,2696,10018,3689
370,19201,4944,9581,18454,14075,15831,11427,16041,5543,343
371,19989,14991,14340,15190,1263,5805,8609,2774,14608,3353
372,10705,18128,6866,17307,14105,18260,7993,19167,8341,6511
373,16317,13898,6547,19067,12062,2440,8878,1756,18648,3600
374,4177,17194,5866,13863,10300,8771,18190,11045,11779,8433
375,16293,6598,5179,1665,3338,5644,4742,14063,2011,5646
376,8830,12439,14087,8365,9053,3908,4439,9191,10160,14286
377,11439,8412,1141,3541,14278,19832,12836,2112,17487,15129
378,16695,16028,2957,19176,18220,1123,1617,15029,9090,2131
379,5938,16938,15787,18198,4099,295,7720,4597,16125,16333
380,17470,12726,13550,6642,13820,6574,16543,3979,15353,6197
381,16394,7798,11879,516,7590,4556,4831,6889,18573,19462
382,4878,15208,7336,2940,11947,5479,14298,2810,3469,348
383,17174,3190,738,14678,1113,19951,13100,15991,17313,3593
384,13741,10000,9230,6101,12058,1046,18893,9675,19781,1656
385,17858,16215,4728,18027,7871,8498,13882,17067,4448,100
386,11311,18338,18762,14735,19914,6406,16610,8419,6961,17334
387,16159,19388,18325,15299,396,15807,10684,4671,19731,5535
388,5712,17948,19465,16656,6702,1035,2797,7019,7944,3077
389,9392,2007,16371,5035,2439,16141,17911,13008,3332,5553
390,18705,11603,19350,12206,12201,16552,7763,6092,15518,12360
391,19392,8104,18840,12973,3849,5320,9891,8254,19960,10074
392,4855,6863,3642,8373,4050,6246,10704,6473,18695,13762
393,6092,4340,15015,3384,1370,7016,18191,8830,13631,15145
394,12055,17386,11876,14188,15864,17147,7090,13899,7240,5731
395,10381,19429,12774,7805,12877,4689,3367,14850,11740,301
396,16735,8406,18708,13861,14180,7011,11289,6266,8498,5070
397,17688,5726,6767,17220,5515,4442,8583,4046,18728,2822
398,8031,10663,2031,2033,11158,10240,15854,18030,3245,9356
399,19712,19750,7775,10989,7642,9017,10887,3412,14541,11943
400,1825,17475,17462,19876,16051,3666,12230,10235,7556,7448
401,847,9216,596,3382,1309,4892,9736,2333,15605,8825
402,19472,16436,13268,2650,429,14350,8758,19121,15658,5686
403,5517,3088,19385,19397,16429,8697,3821,13484,1803,12343
404,12664,14192,5655,12903,4992,6157,12535,1295,9995,9320
405,1247,3762,18021,19003,16336,6972,18200,10361,8216,17326
406,3544,17914,10028,9018,7240,13684,2793,4026,10166,6768
407,15027,19454,6522,9691,13851,19099,16159,7854,5313,3783
408,5008,12377,15441,2266,127,8611,2041,1788,2295,9345
409,7790,8934,7128,3543,17240,7624,19295,19031,7028,1469
410,18395,10547,4120,12967,519,1504,15308,9352,18276,5071
411,7116,10807,13058,9971,17252,3192,13339,17607,11244,13239
412,1959,10173,7053,8453,5325,17389,8214,7549,5868,1157
413,8057,1769,5489,4514,13361,16596,13304,13649,1100,9235
414,675,16185,1624,18701,1887,1841,15712,555,18634,14016
415,13377,5142,4706,17212,2170,7579,7119,8139,7660,12402
416,13831,16778,6629,19788,16356,3124,6020,14183,3832,12707
417,1206,3391,12903,16349,11409,1153,787,11567,16824,6522
418,3060,9736,8086,18634,17803,7701,9364,12631,3308,4084
419,16157,8231,13252,5984,4029,446,5332,8251,9715,12271
420,2385,212,7402,10086,15387,16538,6983,2301,1054,7886
421,8477,19288,10702,10243,15405,5095,12492,16133,16056,1697
422,18737,636,12891,18055,8310,13519,4039,7402,18515,3997
423,12704,18319,7059,15744,10173,16721,11322,4277,5929,5513
424,18474,18404,17293,15317,3602,12613,2311,5052,2860,5731
425,10097,7273,17955,14387,7460,13789,18936,16889,5021,7759
426,19381,10791,19830,8116,558,1341,11244,6124,13000,16528
427,16058,17948,6106,16549,16418,11622,12303,9844,19206,7326
428,15243,16910,10360,19257,18767,18335,2518,17598,4550,4425
429,208,14521,5130,3747,9314,1813,19395,8335,2911,15634
430,5484,279,12808,15439,2721,16346,9339,19779,7964,9620
431,11423,13722,3347,1597,18002,8213,18960,1819,13695,12032
432,5304,11443,6755,15602,18351,2776,8984,10247,2986,6210
433,8753,2786,9507,17178,6330,4576,12185,4557,9463,14383
434,18723,18002,17839,5364,15133,16945,11671,7492,11242,14991
435,12213,14362,13208,2790,1163,7506,16940,3514,7170,18698
436,5131,6467,1133,17545,3429,373,3705,6937,6196,4465
437,8927,19236,12849,322,4292,10969,18192,8354,6686,4182
438,18863,2059,6539,8043,5136,17024,17343,4053,19206,14319
439,15344,9719,3647,17390,14281,5469,7853,5856,2868,2400
