"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013"
48,18416,538,6878,18882,16213,3163,19521,11077,7140,15717,2828,15866,9850
49,10426,11775,12248,17350,12065,8150,7134,19488,7823,6605,294,19144,3754
50,6038,10913,7301,11901,16259,3359,11043,12763,7203,17482,1657,3277,5419
51,8914,15239,17147,10037,18088,10597,3583,10748,17203,12717,19377,8351,12464
52,14857,13922,3842,2894,1335,5567,3929,12143,5307,19992,12187,8714,10084
53,10613,5673,10144,14915,2159,15127,7822,1074,8015,8986,6136,19147,5754
54,19777,2085,17564,7366,4364,18909,9015,1378,3019,12847,13933,8302,2294
55,3810,19591,4341,4380,15462,6973,10924,485,8146,3284,3045,10838,17746
56,430,996,2560,15815,9245,4193,16981,819,17709,16696,4373,13426,2364
57,4985,7115,9157,14529,7918,14304,6015,19784,3785,9685,6106,12765,6066
58,7562,5944,5122,14406,10783,19031,3518,3884,13754,4986,650,13703,14387
59,6806,10886,11272,8131,153,7814,11995,1788,9558,649,18432,15009,17368
60,819,3431,7137,19880,13220,17470,12438,7766,5839,12612,3051,8515,13762
61,15489,16311,3787,18829,3952,17536,116,3464,8259,19197,14867,18118,15815
62,354,12014,14317,13761,15149,19018,18336,7036,10966,9755,16994,13765,7857
63,4845,19130,6798,7435,3356,17124,5422,10439,2037,8136,2635,19214,13214
64,13738,12921,1124,4097,4199,18637,6532,12069,608,11467,2819,2176,3040
65,13795,19838,3152,17423,12123,348,784,6081,6666,2931,892,1090,10948
66,517,18356,15663,11043,634,1530,19748,19837,2266,18028,19901,3586,14951
67,13768,13302,7284,11897,1110,17980,11325,6686,376,17750,499,13580,12766
68,16304,12654,7682,8704,17544,6161,14189,16462,2208,454,19664,5458,11752
69,5277,1998,18396,5430,11305,294,912,4013,6932,2803,280,9374,2434
70,6826,15452,11798,3675,17744,11708,18322,3116,12179,18247,18470,1754,10738
71,6954,7611,15837,19599,16879,7262,13541,7317,6529,15978,15799,8363,3887
72,14381,17572,435,7905,16604,18205,19961,368,6194,783,12907,6149,12852
73,15687,18166,17471,7061,1301,14485,211,3216,17043,4953,4530,19137,1413
74,6602,19370,8108,4528,6786,6439,11366,19618,5114,10094,14694,17759,8827
75,11358,6946,16694,17167,17916,9659,5837,2614,961,18141,10139,12530,1850
76,6013,11779,8875,11130,17721,19672,12204,8805,3414,731,2041,10469,8869
77,15344,19567,9754,2696,10240,16914,12008,13088,16463,7111,11484,17066,14983
78,10473,18332,11772,9245,3624,6040,2277,13324,12606,16954,10483,11583,13367
79,16699,5801,16022,3015,624,4362,17857,11860,9926,16505,3309,7049,1068
80,15480,9839,8243,6828,19931,4755,5431,1770,531,19635,7507,5262,5330
81,12137,6262,16914,1807,5554,6041,17538,15061,2825,15069,11816,11543,4699
82,7851,13160,1531,12294,13605,6284,2737,19284,2840,3126,9026,5549,17712
83,19967,1666,12931,7237,9289,19469,4349,7481,5243,5717,10808,16072,10202
84,16132,955,7750,1514,3726,9167,10006,5956,11083,2083,14090,9222,10534
85,9593,4610,10865,10871,19496,14822,17095,8067,2400,15608,12393,12872,8211
86,603,5492,19693,19410,19767,1448,4214,1592,8479,18941,6328,18274,18271
87,13103,16386,9999,17694,15451,3732,885,5715,2298,1381,1662,1872,4950
88,4261,13214,4627,6523,17335,6893,4883,6881,16870,18919,1377,13178,6935
89,8436,2908,17396,11330,14252,13626,16895,16476,4038,9565,11985,2831,4145
90,13609,2127,14953,11846,19018,10995,1547,9758,6189,17718,7876,18277,9273
91,1261,16311,8314,15471,17543,3934,11049,16162,19820,12109,17017,17373,17413
92,797,14038,7898,18563,658,8888,18366,19421,7972,4801,7442,9444,18046
93,2800,9299,4384,1638,10662,18786,19793,16772,700,13048,17613,6481,13932
94,2575,732,9808,14217,15803,2135,4922,10395,19306,19141,14002,18090,9069
95,3925,17197,5226,2112,10403,4337,4071,16409,12692,13977,17048,17034,11311
96,3786,7702,14155,4339,13877,15384,13467,18925,16963,19252,6818,19096,16548
97,2738,19603,4139,7554,6782,1800,8254,12629,4436,9134,13319,1996,13016
98,16394,4943,12049,14692,17774,14337,18980,19350,18724,11999,18071,8843,17476
99,17727,15209,15486,11456,10860,221,3092,9922,7603,172,18588,5843,6938
100,18489,8166,968,4984,18728,13766,11262,3695,13090,18527,13880,4472,3709
101,2524,10896,1840,19105,1799,1717,4508,11554,5802,16098,13304,10719,2338
102,15101,5386,15151,922,18975,8094,17306,14301,14717,11464,7443,5756,16570
103,16947,7043,11192,11628,14104,4197,9402,12278,19646,3957,4765,5962,4486
104,7728,17655,694,16868,18182,3461,3351,8153,17402,15055,8514,7605,17446
105,9918,11990,4843,15835,19077,2681,837,1656,15008,5573,10380,6804,719
106,16325,7095,15232,5008,792,4730,7239,5563,19420,2044,19750,12315,7933
107,18835,19142,15127,18377,13210,12034,5158,6311,15855,18062,14669,8752,16626
108,692,7023,14148,6948,13764,10020,7716,9805,9536,16970,5837,5150,3507
109,11103,16357,13479,16545,9696,3009,5289,18109,2393,16908,5117,8038,5542
110,7265,12619,15106,9128,14910,13174,8899,9233,12854,6553,14018,8381,16899
111,15693,7065,19562,154,8018,3379,14167,8572,7332,8722,1054,17740,19018
112,11564,5461,7707,19514,2244,1738,1401,17219,2018,16521,1291,14181,4915
113,14779,9422,8028,2080,18997,17029,19350,9548,12486,7099,12764,9915,1215
114,4518,10639,19769,8294,10768,12181,295,11996,8507,2923,14574,3516,13241
115,7061,1848,1935,16893,2155,12976,16407,4215,2579,2513,2635,19156,1014
116,11852,13347,11475,15343,14902,13888,7937,12495,11729,11145,17998,19809,745
117,9092,3349,2639,920,15076,6556,6940,9866,15685,16743,1751,1412,16863
118,12855,17773,4528,4223,14856,8849,9528,7221,6805,1849,16545,12666,12435
119,17291,16297,7297,13294,17093,4377,17224,6643,17561,6315,9605,14037,2852
120,9804,992,1664,13753,13011,9745,17458,15086,16952,9829,13218,18545,8062
121,12145,14812,5542,725,12200,7882,11395,6339,18800,8064,1435,8789,12354
122,7974,3864,8824,16520,17151,6300,5888,10069,6153,17843,19455,5042,931
123,8035,7755,2578,19098,5844,13613,6465,9662,12386,16036,16209,4816,1950
124,17443,4506,10247,4686,3090,10073,857,7761,15548,18723,14691,6578,11434
125,5954,17490,4515,17284,7087,6880,17818,13507,4709,3473,10515,15728,9471
126,16774,8926,17363,2664,14247,16771,16830,6009,563,19303,16658,17064,10214
127,13320,6090,1399,2703,3998,14287,13119,19449,3109,8428,8862,19308,10202
128,18717,12402,12689,4113,6510,17220,12388,4550,18082,3222,6635,11793,14859
129,18186,2152,6800,17709,14158,7098,5985,18918,443,350,9409,1642,8562
130,14691,11248,6088,1441,11790,11768,11671,5577,8001,925,1875,4247,8440
131,13868,16485,9115,3760,11495,9848,17537,19590,13682,13777,11544,7862,569
132,1345,1165,18722,4747,8052,12895,12906,14638,19516,13982,16882,19840,11359
133,17185,11786,18592,6220,12421,4485,17691,13743,11044,14535,3887,2304,13092
134,7765,16360,16530,19427,607,18790,10323,18918,8404,18503,2100,14411,4838
135,18436,18344,7395,15233,5653,13176,14949,9301,12941,19569,17112,8359,3070
136,3029,9906,9128,108,4195,9195,9997,5427,10314,13766,9308,8737,16461
137,2719,701,7376,11411,11646,12591,11970,17844,1153,1963,8899,11210,8735
138,5343,1296,9749,7303,9498,12717,153,3057,18178,19541,13729,3329,17213
139,18319,7256,6623,16948,11481,6646,6298,8184,5401,1581,10281,5235,16171
140,4122,13843,14033,18114,11537,14783,11952,10097,7196,10714,16439,1706,10410
141,799,9612,16550,8102,17931,4981,18783,18249,7989,4632,16936,5955,13642
142,15848,10772,16266,14163,13031,9142,16728,18543,4766,6956,8638,3023,14488
143,425,190,7390,9189,1670,9294,16913,1483,704,12871,16168,18769,13476
144,1765,9109,17707,10111,10148,5594,16926,1117,19187,6225,1281,13245,1196
145,325,2526,1568,5647,4852,17138,18037,17778,19103,12962,19221,15336,7833
146,14879,19219,4742,7850,9811,9723,12093,11264,6606,9385,12663,16323,1643
147,15156,8997,6539,16556,6040,8572,15647,7750,2450,8011,8152,15848,13768
148,8218,4332,10413,3918,10071,17982,10490,19856,10512,1026,15515,11359,4783
149,1829,3617,9631,12792,3714,12991,9810,17245,9550,6839,4054,436,13209
150,2793,7138,17040,13122,15673,798,17593,19906,3610,5604,2359,11940,18074
151,18665,8401,13460,6469,3012,12057,14231,8914,3247,13739,6139,11508,19489
152,1749,8060,3626,16442,10506,16274,15100,17791,15792,11938,5449,5730,17394
153,12560,5983,3906,759,5466,8896,1383,13869,18109,18760,12280,19862,12677
154,3046,1621,8546,10068,5968,11741,17771,7358,160,6711,1255,2285,5086
155,13795,19637,8761,2462,13942,747,6081,2871,10909,12917,6560,18695,16139
156,3978,19133,1568,8433,15908,12512,5080,4354,12144,19908,19280,11492,18390
157,3371,16273,2447,4172,11248,5021,15834,917,18039,13600,15009,262,15635
158,8368,12819,7510,11605,1489,19445,19406,8769,17801,15215,10288,19836,11491
159,7404,1611,8724,17261,2219,9010,16036,12299,9543,7719,14975,10376,18971
160,17541,13790,1962,12919,10735,3696,9644,2700,2844,15301,17406,7458,9076
161,12946,4735,4312,4448,3194,16283,18694,7381,9978,9535,5880,1522,8115
162,2047,5913,3531,11097,2452,15272,4380,11794,6411,5552,19972,17437,11768
163,11675,17894,3580,18631,5155,11095,6689,16124,4133,12092,18867,4851,14699
164,13165,9856,10904,17562,14648,18387,19573,6565,4696,11156,10012,5434,19933
165,18164,5938,19802,1160,2711,14947,6930,6499,12000,5404,18932,15654,17989
166,16566,6687,12215,7250,16654,17266,17139,14472,15099,2819,6836,760,4896
167,15966,7058,406,180,3976,2334,223,7365,8559,11580,1443,19068,13687
168,11344,2319,5103,4068,12859,7159,184,13764,1206,13959,16079,9796,691
169,7769,2088,7707,2829,8747,5412,19011,244,18152,19371,12403,12136,9868
170,8992,4262,9438,1435,3449,3136,6022,2670,13626,3570,6663,3732,10795
171,18333,284,4118,15007,19087,10714,2768,18770,8949,15457,2665,6353,3376
172,10547,15150,19948,17431,15563,11461,5390,4816,7686,5330,12835,635,7365
173,6312,6059,15042,7931,2456,6146,6465,15008,1241,19152,5330,10709,3801
174,11497,8219,9394,2439,16927,612,18929,6577,246,887,6423,14604,10485
175,17813,6987,14512,11078,12553,19827,10080,14470,7323,10657,8557,19493,4814
176,18624,808,7705,11307,7498,15342,2007,18184,3209,8080,9348,9658,11516
177,7892,18676,17836,5777,19737,2645,12185,15272,15134,14761,12289,14978,19606
178,14990,9814,4024,10482,6601,3988,3396,6997,18238,18994,12762,511,11723
179,3324,7055,10953,12274,14006,8019,19317,110,10810,18510,5698,8603,12913
180,15424,4051,11579,710,11374,15785,7802,17002,16014,19894,15618,9284,1425
181,19646,8167,13917,18730,16101,6434,15160,2478,18633,2664,9783,3092,15648
182,9005,2238,3839,9785,12797,9911,10205,4216,2482,18107,6542,18303,4586
183,10063,10934,14490,7244,6094,1820,15358,4296,16715,9978,3966,15600,11390
184,5703,1453,4086,6660,128,7894,3501,3547,8675,18637,17810,15751,17696
185,12796,8968,19312,10557,14372,4645,14942,13976,2779,9097,17747,13430,9380
186,13281,10469,9030,11800,1570,16962,3820,17003,1286,15041,17949,3105,17522
187,16465,11689,14523,2242,18192,14865,10430,8443,14395,13099,7463,5064,2563
188,14109,3896,10286,14680,3940,18661,6985,18647,19902,12681,703,7687,4766
189,12200,15262,13861,15786,15263,11822,14039,17289,10998,11299,16809,9203,6621
190,7966,2788,17040,2154,4482,9325,8613,5863,13494,9916,3836,5370,14266
191,3559,12683,18636,3727,18378,1087,11053,18013,17282,13858,5116,4635,3422
192,6354,4054,613,6862,17716,11595,5149,478,6870,8103,10741,14175,1572
193,759,8417,1002,8678,3279,15416,12951,2036,5585,5306,3138,6526,14186
194,1636,13830,849,18704,318,8599,4488,15043,1983,17904,7715,14502,4060
195,18271,12464,454,5252,13342,3700,423,1113,3838,12489,19866,15996,16637
196,12162,8780,14273,18492,18867,2271,2234,2066,16452,16448,13185,10566,11357
197,12231,600,4944,11287,1635,15842,10393,12087,18146,9996,18592,11573,14351
198,11208,18030,16523,4954,2593,13234,15001,1458,6205,15912,11568,19503,9131
199,9167,11584,8733,10082,9524,13974,15090,4470,10185,3369,1864,12969,3859
200,9087,10094,11103,8317,10830,6349,7722,13543,17487,1400,11516,17143,5287
201,2562,1574,18921,4125,14105,14512,19618,15319,8298,19770,8844,2457,7334
202,18497,13378,17508,10288,4504,13370,13968,18882,16998,12417,2387,14508,12388
203,15543,7965,2456,17362,2600,16179,586,8862,15158,15722,1492,12882,19578
204,5560,14283,11157,11914,10380,14063,2578,6917,12572,638,9648,13482,7747
205,13675,15545,9085,19996,18963,13736,8888,7733,19077,11078,16077,14071,721
206,15434,10170,5012,2823,7504,18587,13610,7571,11806,3121,11826,18484,14255
207,7923,16817,19501,12275,10822,975,18207,1103,3805,15416,4537,10450,4487
208,3575,17015,13645,750,18519,879,15542,583,13509,18468,19125,5223,5554
209,18829,17069,2158,17937,4133,2693,6451,14094,14242,6712,18016,11976,18456
210,16164,6585,17250,7717,4470,11965,5319,6997,5564,17102,14082,11579,3646
211,7956,4034,7287,7814,17021,18007,7961,17647,900,13630,11259,7930,16657
212,7267,9068,6728,19274,4498,11162,3283,19292,15707,16350,3331,10283,17385
213,10506,11496,11414,10779,169,8512,3747,8467,3070,489,7858,16344,13616
214,3561,11180,4971,16525,3707,6120,2791,13996,908,15688,4150,9457,4453
215,16387,8178,1028,6493,15009,7170,1084,507,19799,555,6595,18019,12463
216,19806,5647,9426,13329,19366,9374,13131,3193,1456,6762,16086,11544,19803
217,1277,5275,9882,7148,8190,16081,1189,3894,19686,11358,18398,12265,11810
218,7427,13107,4771,13947,4380,7938,11647,6092,9872,6017,14036,10123,4496
219,15780,17929,12018,18618,5210,787,15148,4806,19220,16647,18570,13488,15216
220,11254,5098,5628,4099,2990,19242,14903,5550,11874,16337,15698,17189,18133
221,12671,12936,7251,16670,8432,14108,7536,14098,990,10167,4315,2126,14506
222,6455,19597,10785,3724,17859,10533,9320,7979,11097,4358,13123,491,13409
223,15260,16668,15447,11221,14560,6273,18024,13062,1652,15577,12147,1444,3488
224,10025,15485,14705,13730,19864,18466,7626,16699,5102,13358,3647,17916,9809
225,9462,7407,10150,18439,18177,1239,14881,6876,18304,19640,8774,19784,4928
226,4114,5546,11476,19131,5278,7739,7316,1337,12935,9318,4042,18774,3512
227,447,9020,7160,9822,9631,16351,1862,7739,8693,19997,4913,3788,8663
228,13323,217,12223,6517,4588,2712,12928,1072,1776,16699,19165,13072,9780
229,822,12499,3624,7925,12421,13979,17765,12119,4833,19749,13364,7396,1038
230,18027,6089,12147,10192,12980,7118,4152,6201,805,9413,9443,19851,8329
231,15139,13398,14217,7101,5140,19424,7798,2750,13528,19702,7939,12755,128
232,1465,17920,7888,276,7311,12535,1950,13580,3172,10394,8202,19273,16515
233,16027,16456,15106,2555,19073,14943,8012,13873,6313,18440,17524,9090,5503
234,605,7396,13053,1252,9775,5692,11070,6963,16907,17432,12421,1611,16049
235,18696,18443,4446,12059,14597,16416,3523,10456,19684,8201,19960,15783,18323
236,907,6263,5678,15589,3221,4241,11699,16937,8064,3690,16734,13928,17248
237,1151,2852,10660,10021,9565,14066,18400,3929,14011,8735,7529,13245,11261
238,6433,14700,8440,1357,6928,3430,9985,9471,3171,7523,8213,19687,4788
239,14349,15084,9814,7328,12651,11976,16849,10139,3480,3982,18385,4357,8695
240,13807,14906,1796,12481,3350,17047,18165,14835,5461,19165,15957,10144,10504
241,12858,2081,15295,3245,17365,475,15143,7134,14883,15868,14990,18516,5914
242,4338,15252,9659,3803,13362,19415,14602,12824,19557,19284,313,10113,8159
243,16686,794,14988,7896,16028,8268,15143,1995,14597,19377,7362,5455,14310
244,9052,18546,15755,12525,4204,19497,19564,8286,18484,6062,1529,4921,1243
245,17699,9371,10797,2044,6904,13751,8050,14969,227,10624,752,12442,12867
246,1719,9763,11758,16711,17513,5426,18264,1784,4626,2092,3746,15246,14746
247,13195,218,19990,9959,7976,6766,19467,397,7927,2144,15742,15142,6405
248,9624,2456,9621,12441,381,14357,13260,16812,18008,11147,2263,18747,17971
249,938,14230,6190,14680,9072,17048,3965,14870,1631,17744,11712,12847,9693
250,10466,15545,1431,19618,10254,13677,8121,489,3260,5285,13418,18813,18832
251,1302,11040,9655,7821,12601,18132,10824,12219,5927,16782,2194,17783,18896
252,18016,6643,15953,8663,12624,15689,13102,619,7073,16267,2006,3401,18946
253,14533,17274,8760,13841,1991,9133,7377,1857,13586,6145,1987,9461,16208
254,4048,8751,3588,14470,18216,10528,11743,15809,10590,12415,4564,8555,12947
255,17337,2689,1787,17379,17764,9249,12308,6907,14860,10933,13880,9620,15045
256,8443,10454,17418,16894,8274,1355,7276,15790,3553,14997,17355,9890,9986
257,1988,2631,6204,6758,2883,5980,6255,18290,2561,10107,7081,6977,12062
258,9845,5624,14595,17507,3017,12957,6751,15558,14568,10137,9381,17907,12042
259,8032,13282,6433,10170,3842,18043,3846,19225,12015,18462,5500,5167,5480
260,18058,13963,14123,15337,19871,15735,8378,6041,4671,13191,1028,1229,17724
261,5390,18399,8752,4698,6534,13812,17516,1630,11307,12724,8051,14219,7317
262,10347,15561,15972,18959,9154,7525,7187,15272,1727,14304,420,14063,7733
263,1307,4429,15309,6385,5949,566,16766,9208,6008,9799,8550,16690,15184
264,6576,5066,16622,2316,5731,17510,14118,17552,19065,9421,17658,15654,1996
265,2476,15777,18927,158,2995,14303,3862,12665,10422,12924,765,1946,9905
266,13415,11878,8093,10297,15533,8913,5075,6256,5118,16057,4964,13163,1163
267,5890,9883,474,6344,3833,8466,18788,844,14802,4709,5160,17287,13821
268,13947,18270,8709,10145,2535,4535,9954,16523,19453,13933,19051,12952,14115
269,7466,1435,19669,14622,15765,17497,16340,13023,8729,3180,5686,9061,10011
270,4478,8771,11089,1952,15048,13041,19149,2264,18439,7272,17021,16136,19640
271,7017,4753,3841,11237,8224,14803,8765,12590,10626,12624,6749,18129,784
272,12451,16089,11489,8871,11039,7699,3996,6801,6666,9172,19289,11473,16148
273,5344,12891,10665,11363,2962,16165,13455,18906,8852,8183,14373,5636,1489
274,11553,18950,6672,16182,1691,14462,17305,19575,7544,18929,704,11019,16540
275,12494,15616,8916,11366,8104,9465,2494,6334,11203,9015,8547,19406,14576
276,5135,13697,19978,12784,16919,5414,6914,12760,15117,15844,2011,17207,18821
277,1573,399,1471,19782,9587,7037,7172,2574,12748,15084,16456,15998,18274
278,6203,9240,3678,315,2943,7565,6252,7481,16150,1136,2717,16478,19371
279,4910,3273,3547,8332,8358,10622,7253,16561,12592,8594,18644,18065,17379
280,1744,17542,7869,3858,9818,12194,11381,12652,18310,4459,1439,13199,487
281,5879,17445,11938,6312,1350,7143,6710,3726,15718,1451,15578,10135,416
282,4079,10774,16667,11093,16661,12801,12230,4412,8310,19725,685,10410,4409
283,9944,7022,338,10781,15018,14299,6089,8548,17669,13381,17529,10989,15417
284,4573,18100,1476,16242,14615,9591,17387,8181,8132,12583,2472,4535,5134
285,9786,10997,9433,1179,16361,14163,18915,8653,15009,6633,11105,19716,13516
286,9991,14760,4466,7353,5998,2068,17864,5203,17647,8694,7954,1870,18772
287,17641,17707,17204,9496,18564,9967,16454,18515,12041,16343,5612,7735,4829
288,5914,3700,19541,12117,4159,4315,3007,11386,5157,9341,19742,18605,18103
289,11710,4029,10573,7424,15290,4435,13079,19271,12739,3523,3038,5319,16100
290,19177,19908,1831,5187,3231,8218,15196,5000,12976,7908,17345,12071,17742
291,2887,18375,592,1354,10225,19182,19914,9067,2874,2670,17957,9116,19125
292,18291,8388,10597,2957,5641,19165,17933,8751,7080,12417,7787,17384,1744
293,18914,13700,9012,3362,6422,13361,1831,2134,16433,17606,13142,14568,6609
294,16552,5766,938,6843,14098,623,18278,17977,15183,1556,5664,592,19615
295,7025,8686,16976,2058,10366,3536,16344,5754,7731,18338,17150,9186,11447
296,10449,6882,14813,11576,15431,5853,1163,9953,6782,15892,5099,10169,17179
297,11516,2678,14693,11240,16108,17747,417,9235,19320,19086,301,18529,4934
298,15982,2656,14615,7280,3649,9664,9108,17316,11365,12209,16646,3857,19846
299,4693,4714,1170,416,14444,14853,15834,17964,564,16585,5947,9865,677
300,11358,8708,9607,3553,9107,13162,5764,972,2294,4850,12831,15533,19156
301,2393,7791,7927,9552,12253,15249,9100,1317,6917,2617,7046,645,16726
302,12998,12864,14782,11997,18629,11865,2999,18838,18895,4719,2096,17792,17823
303,8797,10023,17235,8681,2348,7097,10315,15470,358,8635,12366,12178,16801
304,322,9889,13428,10646,12231,4785,689,8539,15337,434,9452,13239,11952
305,12937,18148,18345,12242,8251,15053,4551,18883,5801,19320,4401,5600,7792
306,4362,4403,16263,10973,18293,7068,2210,362,14593,4088,8532,10258,5067
307,744,17086,9452,12654,7794,6048,11979,19346,5649,9252,9383,19936,6657
308,3175,17825,9681,1947,1160,19241,9604,2659,12841,6584,11156,5907,16575
309,17326,5446,13595,13094,12317,11945,374,12439,13916,13028,5880,5677,7164
310,16160,6689,12501,5906,3427,8770,13470,4201,1517,14928,12045,453,16220
311,5733,5063,9118,1353,1106,13306,13041,13445,6951,12235,14415,11394,4589
312,14232,14579,18748,1753,18265,18541,14800,9459,12855,428,7712,1426,11032
313,14004,19786,2425,13413,5937,17994,8599,14707,5774,8920,12562,11346,2694
314,13782,14343,9913,19144,2435,6630,1395,18589,8591,11687,6335,17391,18825
315,15421,11605,14636,17063,4586,14011,19736,13932,15701,11189,7168,18944,8917
316,1499,3302,10663,16681,18318,6254,5604,5370,8901,19459,17648,3795,7358
317,13827,13360,4671,15731,5489,3371,13640,19810,2619,19093,11583,5097,17387
318,9081,9274,19154,17456,8222,5073,4162,1847,13510,17305,14085,14543,12990
319,5304,6792,6031,15053,11606,3376,8120,10944,17371,14751,17945,6585,18155
320,15974,5980,13270,4114,12831,12092,3866,9761,9413,10785,5466,8423,19726
321,16498,19155,9676,2790,671,7368,15402,5614,15526,1583,1734,4329,15910
322,4518,1260,7432,15573,6915,12255,4195,7632,2859,18050,13332,280,10424
323,5732,2158,4342,3701,4879,10371,17181,15278,2935,10704,3419,6700,843
324,14778,14591,11982,2910,1830,1343,8911,6123,9188,8737,6579,6075,14665
325,7309,9943,830,130,11146,14054,5302,13751,2926,12403,19135,2820,17218
326,7454,6059,9000,5656,15950,12938,5492,19153,17261,2862,11579,12392,5027
327,16107,17228,710,5546,778,10192,18085,15722,4423,11407,3988,4811,5335
328,13853,4305,6287,5810,11596,10715,5269,18390,11321,17032,9693,16038,3629
329,16899,17326,12397,5679,15609,9117,14288,4486,3858,17040,16391,10636,2393
330,2981,14411,1784,2181,4263,10508,15542,4033,5286,2587,13292,18102,14791
331,6756,7934,5668,15396,7474,631,1136,699,2732,799,539,18912,16877
332,19926,14544,13553,18514,13801,14257,14286,5995,8982,3682,3549,15620,13551
333,296,12098,12536,12074,12059,13129,15283,15101,17707,13155,9293,15186,10387
334,19515,4864,14137,6175,2103,6401,10707,15008,9258,12508,16398,10712,8519
335,9478,13142,13253,4283,501,15019,16185,9658,4899,7361,8474,13779,5275
336,17846,3426,16409,15202,18759,1118,9599,7129,12521,15565,1699,312,18753
337,1490,14631,16611,17233,11843,9078,4154,5244,10230,14141,16621,4163,14952
338,12167,11174,2259,8363,9068,8185,1870,6091,4946,8400,10596,13024,2196
339,19109,14814,6888,9262,3292,4401,6999,3164,10753,9959,8845,980,13181
340,4231,17942,14087,14776,14945,17510,16190,2218,7748,8587,6064,4014,6393
341,4123,12859,13078,7330,5915,3556,14350,2859,11012,10037,1186,3622,15059
342,12068,16926,13007,14501,5842,6630,17605,17999,17833,668,10626,17445,5739
343,9208,5281,3471,9994,5365,8511,10883,1837,12429,6618,8571,439,1029
