"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015"
97,2569,19565,5153,17422,8079,2328,1459,9434,3781,2463,2876,18414,4437,11341,8056
98,3625,8354,15661,7561,14374,14810,7787,8572,10835,8013,14039,19142,2777,14987,8463
99,9841,8123,18761,12314,13100,223,11613,3242,16476,1673,12935,2860,2122,9418,5401
100,14918,12507,6684,9825,12335,3640,18260,14684,8479,14181,17064,19659,11772,17306,5889
101,13962,10119,18135,9288,18862,14993,6964,12333,17692,17087,4125,8051,708,15421,3900
102,15030,7484,11940,7985,13402,2012,2781,16055,15592,736,12304,19710,1613,12306,15262
103,13149,12366,9461,6250,4138,13919,16940,12311,7794,16615,16843,771,15134,1657,12004
104,18663,19225,196,13329,3108,14905,8018,2542,3082,18309,15013,8729,4556,3920,15168
105,18864,17725,13865,15544,14109,3282,10550,1042,17477,8936,2942,940,15732,1682,17233
106,12800,9355,16578,5516,16248,3232,18080,17800,772,18598,7694,15483,3931,16252,4169
107,14369,979,3798,8571,8334,11123,5096,2746,401,8133,10475,628,11038,18799,1007
108,10852,12174,17193,7998,13082,19244,5311,767,10344,4779,19057,10280,14376,8021,19805
109,18241,16805,17744,5738,7488,18872,17114,11745,18691,5790,2541,17766,13604,6260,18048
110,6460,10948,11042,5457,8926,14169,14518,12024,8091,4002,2846,18975,8204,4069,17311
111,6850,4875,17396,1537,15594,12222,5040,6570,1838,1785,8563,10063,7681,2526,17135
112,5688,5600,198,18498,3225,12022,570,15278,596,1376,16340,12788,6127,4953,6038
113,19943,10428,10762,5605,12058,9395,3593,665,10051,5150,8738,238,4918,12822,4074
114,3631,18408,4573,9755,6988,13800,6108,6924,1533,2182,2023,19710,17510,13421,18867
115,2527,10249,8476,5005,18721,10409,1848,8119,15373,7699,1124,15979,19172,18202,16654
116,14654,241,1300,12250,9616,11428,19517,4196,2926,17629,17774,12037,11209,7140,13523
117,13343,1602,14061,14000,10393,3495,4079,14923,811,2739,14515,11058,12455,6151,3256
118,1455,13508,1869,6863,17841,17272,2995,2201,16994,13027,15902,10845,13230,9749,17112
119,2778,4993,13023,517,10637,5029,17940,5233,7644,5758,15524,3795,7290,7897,9636
120,7272,10407,10802,9747,7837,14476,19864,1375,9396,16861,5299,1676,3239,16221,14944
121,2543,13525,19613,570,6886,18888,772,13847,3346,10095,14130,10192,2972,17539,4585
122,16700,5563,9711,12339,14362,3128,19453,13525,19154,18794,6256,17276,8195,15324,2900
123,2184,7199,17689,599,891,14063,7995,314,17986,8526,7506,18706,8331,9466,1080
124,15520,11973,5597,15341,5876,7843,6066,1783,12204,14843,12296,5721,12899,9957,12548
125,9686,7424,8368,6373,6192,1982,2392,4316,2933,5022,7558,8524,5463,13597,2012
126,12049,10023,3707,2475,17861,14541,4129,3397,13038,153,10789,11177,1932,15523,1831
127,15941,15869,15279,8491,2251,3880,5596,8809,18940,16219,16037,198,12686,10107,11122
128,8117,15256,3535,8257,1648,9217,3645,2024,8308,4647,18587,1728,4614,16103,5216
129,632,6722,3522,14470,18084,10561,9095,15044,12337,15890,10286,8243,14938,11274,16477
130,15987,8622,11835,14777,2965,2530,6482,6793,16397,1025,11343,10759,15044,18585,4806
131,7102,6855,3710,15340,6578,15233,276,9028,15007,17996,8778,2400,794,19280,10901
132,3355,9605,5242,9535,8271,9286,18378,19474,9740,2019,1764,14982,3083,6404,11791
133,19174,4774,1162,4250,6369,2067,9745,5780,3419,14408,16586,16642,14643,9494,19710
134,13888,11122,5746,3082,8984,6096,9256,9991,930,5563,756,4002,4698,13383,11165
135,11189,12455,8029,3807,5776,17515,17506,19790,3186,157,16347,834,14193,6336,16069
136,415,13770,18505,10843,7377,18382,15020,4597,7033,4512,3674,3831,5152,12251,4456
137,5664,15835,12527,8533,5894,15976,10153,6469,7104,160,8036,16760,947,14239,9987
138,5360,2401,6376,19124,6443,9702,10787,3932,1601,13760,8318,15053,14730,17041,4354
139,10683,19511,822,16019,15729,5151,5868,5051,7796,13758,4457,8262,847,13933,7896
140,13253,3554,16183,2528,17205,18401,19647,10233,19572,14011,14385,1096,13339,13051,12031
141,4859,9208,7658,7321,16285,9329,822,4889,1572,15354,14417,17324,13083,7428,8221
142,7572,10017,9886,16125,7511,17825,17505,3414,3971,163,9965,3994,19484,14902,19986
143,17847,2754,14939,17410,2324,13922,19004,3333,3918,4660,18514,16761,18807,5708,11006
144,3739,16525,8810,921,11473,3614,17385,18196,9283,5537,7274,3297,11380,12004,14195
145,527,2726,16913,13637,16066,6034,15116,16322,17762,2870,9060,19134,19408,882,17081
146,11150,14325,18557,12309,9960,10984,1074,9122,11687,5275,12425,14457,16890,13888,704
147,9232,2898,11141,19245,15594,16456,3614,3676,7820,2120,17020,16219,1744,11857,6898
148,10268,4935,2317,152,17819,1114,18873,14111,3906,10736,14394,1838,4366,2366,12029
149,7511,7360,18756,17522,6450,10045,8567,13117,7625,4730,1717,16136,9527,19957,560
150,6651,1318,3367,16573,19362,16708,449,9981,5863,13998,13806,19418,14467,16320,11930
151,5033,15240,1959,16871,1262,13956,6175,12229,10205,14514,8500,18557,11024,15472,18722
152,2446,10971,16770,19276,7749,9664,15934,19289,13566,11116,11390,3952,11431,6711,7474
153,15975,16944,19252,1086,3438,7552,12155,7295,7780,15062,12318,11634,12774,2733,9919
154,19922,10630,13379,15725,7634,19637,3255,5404,8173,8442,7471,5690,14196,11614,6248
155,7198,19943,1785,17384,5040,12584,17371,10882,4488,15166,9525,9097,9668,14774,16753
156,19748,12588,12548,7145,19465,14507,124,2839,419,7159,13336,12363,1217,13404,100
157,14186,10097,17362,12596,10579,10501,15518,15116,15171,11266,184,5051,14648,12474,14021
158,16316,17697,13111,17929,3388,6050,5979,3547,2445,8140,10613,952,7813,11832,9719
159,323,16531,14059,15455,799,6233,17467,1063,2417,14590,1338,11547,5411,4317,13168
160,17985,18415,879,14778,2009,8658,11239,7838,789,16781,12385,11470,7789,17316,7931
161,1054,19316,16760,10231,4255,4912,18591,14164,15410,6989,7980,16121,1425,3632,8053
162,15041,18599,7191,15878,1573,1977,16024,19415,109,8979,2177,17319,11753,13998,14962
163,15659,8811,2999,5540,15937,5083,14450,17497,12409,3348,5962,15094,12524,3722,7694
164,8151,541,6752,5065,18305,18231,9461,16483,9252,12715,1029,7183,4950,3385,11260
165,298,14189,16813,9553,7230,14982,7807,1555,9760,107,4440,5520,17904,3209,18119
166,10720,16481,7390,7269,2758,1990,8927,5020,7621,5476,11614,8919,15335,2538,15029
167,15300,14040,3802,18190,175,7832,2874,13154,12339,12399,15565,15970,16109,19392,12143
168,1298,8138,15382,15419,4407,5333,14463,15747,7173,8994,296,5802,4338,16581,16925
169,8496,6394,307,17964,18223,16125,1390,11679,13287,12706,4475,9042,5327,19813,6433
170,8204,17582,10654,1785,17138,10929,4404,9318,15209,5003,10381,6090,2448,9421,7919
171,5930,2979,11779,16462,9616,14510,15307,14758,6270,19560,736,9086,6931,4907,5225
172,16022,17698,15376,16782,1013,8035,19765,11076,19350,2238,9808,13279,2932,16824,7425
173,17962,7157,10796,13427,3109,5057,6958,4258,16709,19140,11506,12053,5193,16864,6464
174,14083,15176,2908,17206,10317,5096,9984,16789,15692,3594,5788,1215,15982,13066,8086
175,12369,9052,3171,1269,15931,10886,10793,982,8589,9279,11327,17015,12768,5774,19898
176,13014,4358,2047,13574,1642,10194,3780,1585,8837,18441,10556,13388,5174,3126,13445
177,5276,11652,8809,19247,10726,8841,6903,18685,16448,14941,13046,3900,9747,11807,2624
178,5527,14720,13080,10950,19365,8456,211,3375,13991,2391,7833,149,19494,18397,2021
179,8617,6810,8873,14974,3122,12836,7336,17905,11824,15606,18408,5774,10917,16235,7062
180,15675,5231,8510,1389,6024,17054,10693,14264,15104,16157,185,9827,19762,6762,10899
181,6800,4255,4170,17004,5026,15083,18817,15585,7197,18926,3270,11283,1743,18983,18509
182,7915,16077,2216,12308,4036,2197,14613,19774,4187,1680,7796,2569,7877,15927,1508
183,17816,4887,3053,6935,17710,9392,19214,16436,14677,8807,12641,7775,5531,3962,16500
184,12888,2298,16302,638,19179,8700,17179,3582,9530,19568,7353,7843,893,8555,13533
185,15574,10971,5784,18988,15634,2244,7805,6316,10651,15869,5036,16910,5715,7410,9300
186,17577,17593,8050,3632,8445,14320,15975,10747,7913,8009,3932,13479,17117,16999,2687
187,5433,18731,11324,16510,14033,2187,13261,6192,7143,15467,3313,16941,12083,13105,4354
188,16986,4073,206,4789,16512,2597,10891,19378,18102,13088,6516,8061,17401,17970,2048
189,17532,1609,8357,9794,14399,12501,19125,10262,14942,2072,13826,19694,15386,14469,7493
190,7135,17037,10936,12160,3553,14208,4340,15175,6653,16849,11065,11310,14943,16849,6777
191,16049,12424,10821,10457,2812,7651,11459,11789,15057,11915,15500,11473,1985,658,3586
192,3973,9259,10622,7614,3229,6012,305,3426,10107,14849,1674,5973,8977,10058,13918
193,12242,8246,5905,15009,12365,9181,3254,12323,4437,10813,17416,11145,18805,14012,7224
194,12279,7423,19303,17785,631,6217,7396,19015,7044,16694,9609,13102,6925,8487,1345
195,12405,6663,13701,18433,12703,12646,10572,16983,6164,1660,14378,6439,2215,9178,3725
196,13724,16832,11979,7544,11166,10861,5928,10502,11238,10592,15755,12093,17607,14011,15192
197,327,3422,12118,7899,8094,209,11404,5552,19750,1114,5845,9067,18668,6257,7493
198,16208,5412,3666,9353,5493,6571,18300,12365,19746,18398,3751,19467,11838,18833,6376
199,1589,10753,1593,13856,4404,7535,14166,6851,16769,4012,1556,18296,15423,6696,4255
200,5999,1051,9473,14756,10274,5331,10576,6187,9119,1265,12478,100,15787,10855,8711
201,14265,1715,7261,1213,17483,7312,11496,11441,9927,12345,9819,5658,9959,10947,9531
202,5586,905,11934,19682,6550,17426,15713,8939,8681,8413,999,14068,17198,3025,2637
203,6708,11571,16067,6383,3320,13919,6299,12372,1751,11166,17338,637,1139,19396,105
204,15481,6931,8475,3590,4145,4804,16802,15400,9881,18867,2938,11813,10112,6138,2885
205,6014,14523,3554,821,13321,2964,2713,821,12483,5995,1677,349,5541,2620,13837
206,15751,9921,13295,13251,17717,12115,14685,3390,11426,18035,10249,15322,9557,2128,19228
207,9746,1861,14696,5781,1358,6170,3089,9322,15092,9845,1970,14966,16445,4627,4321
208,1163,3850,2840,15132,14176,8161,3750,3818,12127,17978,10133,806,16670,1601,17487
209,10127,9405,8205,16480,6958,14212,14555,14312,8437,14772,2352,3310,8001,1144,8074
210,16837,1132,607,14884,7028,2425,696,5156,14230,19450,16464,11413,13459,2677,12211
211,19073,5999,10661,14577,16137,4893,16971,7444,2047,4033,11773,4654,4048,8587,6020
212,15057,11198,14113,2860,14439,4539,13604,16673,14923,6552,17679,9679,10721,14946,3479
213,2927,13477,6621,10931,12244,3696,10952,111,3224,3373,6778,9640,14013,12756,16673
214,8196,17205,17051,6938,6380,9562,9477,6364,9587,10979,9977,19649,3003,14978,15951
215,3514,4576,2521,18590,12982,13940,4774,15105,672,5182,15787,17274,5425,18132,11471
216,16076,3193,9703,7916,9128,4456,18575,1106,8483,7491,9156,5581,15868,828,7808
217,6037,16992,18720,17029,10154,10131,7722,6632,9836,17171,12325,19367,6355,12287,3513
218,5954,6480,18161,17705,2461,12182,1564,16176,10893,17918,15661,14571,11713,361,4802
219,7092,9276,10478,7888,1522,426,342,369,2191,13649,494,13535,6457,3720,664
220,5005,19849,6834,7579,10749,13104,18083,9597,19209,3430,9988,15590,3957,15096,15103
221,8544,4102,16333,445,12734,10389,584,4346,11676,5894,2782,12382,19814,2392,13651
222,12848,14286,2825,13860,866,16507,18810,14937,4261,6235,4070,4645,14917,9695,8171
223,12884,6175,4994,7160,14531,5458,16635,6335,17398,17589,7461,6455,13988,19144,12270
224,11608,19911,3430,7765,5034,4892,14743,16031,1901,16817,10742,6942,14104,6041,13882
225,1193,8686,16073,8799,16752,1818,8862,11665,7358,15113,328,16604,16499,2350,7216
226,17246,8994,18804,6383,4866,19558,18417,19474,17916,3694,16378,11302,15329,3636,12687
227,10914,7636,11049,2961,14984,7009,16124,1884,5792,16332,2383,5519,10464,18448,2375
228,13071,4448,4222,1134,2994,19126,9578,3498,8324,8604,7656,17435,17951,2331,18831
229,12705,17686,7490,14677,14084,13519,8246,3980,12761,10305,16574,11412,429,11551,5283
230,9240,1772,11351,3404,4484,10508,882,17617,11661,9227,11961,17205,1529,9052,14723
231,4483,6949,15349,4387,16351,7261,5419,10044,6157,12060,521,8039,19436,15624,19500
232,14967,2427,13556,7467,4552,10325,19844,9587,7838,4679,16329,18322,4135,16719,15885
233,17819,12866,7876,9613,6302,15963,14544,13412,8364,4437,9410,3635,17843,3830,3006
234,16016,829,1076,3554,17589,13084,18763,6888,11734,15440,3537,6595,15281,18308,2669
235,5355,10797,10103,11952,12730,18225,9652,1635,12482,16772,15806,9917,14841,16137,313
236,4309,810,14810,5405,18921,4717,8213,1273,18719,14043,6935,1640,17214,7630,2709
237,5250,18071,18615,7895,15136,11989,16873,9318,18140,12964,15641,14677,6750,9391,12877
238,10717,2831,6833,17464,16593,15368,10525,14760,6518,17550,13260,17571,5593,15102,6356
239,6386,19725,7563,12473,11402,8183,19397,15844,17578,7543,17068,17921,6412,17571,4850
240,688,6495,1358,11035,15959,14600,10091,17216,13853,10562,12957,10334,4764,16076,323
241,6941,7445,1076,7613,19110,17973,10550,19754,17037,2178,15597,17495,15554,12367,17445
242,6993,10608,11106,18103,2698,17279,8606,3557,2632,16046,4521,6620,7936,4357,8905
243,9535,2857,9847,18176,4384,14121,17300,6321,1733,15238,9062,1464,697,4470,10655
244,18721,4670,3395,4282,11938,1927,5724,10372,15070,1547,11069,11445,12120,14232,5242
245,7245,9394,15628,15325,10201,9028,10206,19212,8697,520,14801,12133,9272,14265,583
246,15134,15936,10891,6476,5042,7477,497,5231,9284,9823,19851,469,19409,19130,9609
247,8151,9005,13125,18605,16353,5292,4987,1227,9516,489,17150,17147,15755,11458,18033
248,9825,9590,11258,18618,16717,1894,10049,7197,10573,12025,9403,7476,4270,15558,17802
249,9884,4969,17124,9190,12338,9574,14060,18669,1832,10539,13395,9983,15250,12779,4378
250,17577,11853,19807,2857,11582,535,7811,2105,724,3589,18237,13466,9638,17955,2203
251,493,3396,18146,7095,2639,17271,18373,8059,8758,18014,11513,19051,17002,8110,655
252,19435,8207,9492,11216,2671,5921,12363,9533,1055,10583,14463,6661,3979,12817,9601
253,19928,16561,1112,7271,8861,16214,18755,16505,3195,17499,13344,9262,11003,8474,19090
254,2959,12795,7244,17746,4836,16192,12899,7468,16583,17294,10819,19266,1862,13687,14524
255,7252,1914,9663,11888,967,16730,4972,13075,9540,8840,9860,15230,17775,5421,14153
256,3500,19951,14200,5375,18311,8692,15123,5714,5811,19996,3260,9248,16693,7703,10618
257,17788,3101,1946,8800,3193,9721,8120,19245,13719,10559,14264,4536,17735,5959,13369
258,790,4354,6571,407,977,7483,7953,498,4180,10038,5338,19593,8938,3007,6230
259,2725,1254,4361,3727,14849,2015,12828,1732,19141,16626,12019,3527,6514,6585,5899
260,14617,16224,13469,10375,18395,13805,12773,14138,7716,11591,4984,6547,2320,1541,14805
261,16660,719,3734,10405,9711,2902,4229,18840,9772,17472,19545,18070,4639,10380,12029
262,15032,16294,18786,18865,2032,9848,14297,7236,9512,9967,7983,12979,6965,9715,9378
263,178,16879,19332,13539,2582,6018,16054,9270,7299,12716,16890,566,8065,10111,10808
264,15717,2768,8328,8863,17199,10128,14767,14025,11182,15147,2893,4589,19008,7711,10355
265,9496,2681,16640,4750,15340,512,9280,17593,6688,1488,11071,4628,14984,557,15929
266,18555,2489,1462,3403,15618,5798,17487,16247,18928,19801,13715,8899,14113,1019,9429
267,7750,11848,11036,15048,11211,19156,4403,938,4465,1868,6452,14819,17342,7119,13094
268,3627,7399,11328,4258,6418,14440,13048,9729,11729,7759,11451,18476,5326,1061,4951
269,18223,6971,10046,4293,4417,16081,14800,19919,17548,622,215,13486,12410,5877,6354
270,668,7326,1875,8668,14974,17290,1908,11102,4505,3696,576,4206,3556,2247,2435
271,7520,11861,3573,4804,11142,903,15746,13544,18246,1138,1406,5580,8686,12682,18710
272,1809,16637,12939,8576,5616,7958,6205,9611,11990,4469,12717,11641,3512,15048,7422
273,3675,9114,8619,11125,13566,6004,7987,1467,4876,6019,11447,8623,3716,16288,3322
274,18207,3300,3816,8285,14698,9773,6928,19557,12832,5704,5693,14828,5568,5784,9054
275,8765,3750,15061,7606,12918,2374,18168,18453,13625,8635,3605,354,5138,2987,2489
276,7065,3026,7435,12004,16261,4524,1902,11565,7519,14032,9523,18276,18855,15330,5998
277,7850,13669,2622,18928,2598,15314,12363,14458,19509,19243,1677,8687,14523,5656,19297
278,11472,6419,2148,3546,18754,18591,6865,3518,13447,1594,13212,10398,3224,12235,889
279,8533,1893,12504,18786,19534,14350,18009,485,15122,10564,335,11270,9544,411,12359
280,10647,18538,17217,1751,8483,4320,10963,9154,11051,2474,11729,9811,821,8105,15555
281,15044,7868,6549,17040,16634,17270,17188,11471,5370,16507,8240,2044,1011,18032,6850
282,19467,2514,2467,6820,8545,8224,14659,2814,1696,16209,12534,3886,1648,2985,3345
283,5335,3733,902,14844,5219,9825,10515,10807,4510,8318,6900,8661,5391,7206,18796
284,890,3527,4343,14070,10857,10190,1860,8668,12462,15985,15673,8108,1467,3063,18171
285,10349,8373,2314,11664,13301,16403,2408,19069,16490,18768,19241,5257,4664,10554,15259
286,15216,18150,9631,9263,6996,10709,15831,10928,17557,3392,2286,8948,19288,960,12986
287,3132,11287,4316,12329,13784,11493,18694,5831,6148,12647,637,4863,9704,5175,17261
288,19943,9799,11471,3524,794,9151,14437,16070,11414,4486,4841,10588,12033,4546,3034
289,19686,2117,9781,1568,8587,19367,7731,15287,19786,5773,8370,9847,13712,18614,16100
290,19761,14953,2203,18824,4386,15862,16874,5609,19785,12797,15681,8799,18157,3196,11808
291,14400,4822,6238,1567,9592,7951,3244,13218,16312,13157,879,12570,19039,2517,5236
292,4983,10743,10948,17278,13829,9312,13396,9997,10015,18258,18276,16654,10030,1790,8301
293,5581,5628,10821,16723,4088,12679,11227,18596,12669,18252,14266,2592,1311,5822,10861
294,6302,17291,18606,6176,18590,14346,16565,3985,11388,114,12834,1738,790,16610,5861
295,19916,17738,18262,6974,10205,17529,9808,16693,2879,10461,17316,18373,16602,15421,13009
296,12580,16934,19910,14679,3237,12679,7855,18738,713,14075,4746,10730,14038,2899,2680
297,8059,10281,17888,13516,1763,14004,19912,8983,5912,1484,4029,13274,4734,2090,3401
298,1946,5629,6431,5680,9236,5498,16694,17603,4176,330,6572,1773,1557,3847,10992
299,6568,3920,16272,18587,6734,11440,14977,10093,13255,8635,12000,2417,2739,17417,18125
