"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018"
61,12676,7818,13020,13726,11879,8241,14751,9303,10415,12972,172,9346,13945,18502,16282,17381,9713,4656
62,5487,4655,13769,1476,11966,2979,4407,4877,19602,2170,18142,15250,5440,6280,5994,11553,4743,16627
63,3837,4116,1650,2466,11875,4334,17136,7132,1130,17405,14290,1576,8598,7319,943,10386,19641,14876
64,5399,15380,11372,2508,5815,14227,10132,11428,14335,9362,16038,19229,17239,6017,14380,10184,17728,13553
65,7617,10912,11832,18111,13063,18308,16464,11257,3097,11578,17576,12856,17052,18399,11257,19454,7225,2528
66,9543,11091,12022,2632,14867,4359,16173,9403,7624,19759,13446,13537,13374,17849,13988,7027,19884,4318
67,6302,16754,1021,18026,18745,17898,3551,12159,17134,16168,770,12675,3282,17177,17273,11655,18755,7222
68,10718,479,503,11040,17169,15941,14228,5915,345,8487,6346,11089,2926,14846,2938,8065,9466,2315
69,6598,17198,10237,9950,4442,4943,949,16049,16261,1535,17894,6615,11216,10592,16144,2201,1332,7567
70,7469,10962,10442,489,109,9944,9288,14605,12020,7670,6321,7882,3747,18426,3988,16647,9008,14820
71,15760,5116,10126,15167,18085,4943,11086,17239,10774,6881,15580,17944,3960,14803,13083,2115,8396,4661
72,1333,10069,2691,10387,19491,18365,6389,10408,2739,12202,3360,1158,12409,17482,9442,16388,7075,5476
73,7314,10710,4094,18101,6744,18656,16363,3632,16695,18859,6625,1941,8337,5301,5568,15041,8139,15138
74,3410,15554,18093,11603,5601,13935,11397,6001,9881,4253,10980,3995,7113,10346,17136,4486,1800,14374
75,6453,17334,19680,14969,1766,13985,2089,166,14718,8227,19086,5295,4236,3335,8281,17276,18784,9834
76,13019,4144,17691,10869,19719,2625,12287,11320,5962,8968,289,6464,4884,2859,16725,4111,19374,2380
77,13069,16480,892,1718,6334,13182,17144,4118,8788,16848,5346,1236,18306,12412,10434,1254,19107,2487
78,16906,19411,19083,8480,13822,9234,17471,15924,9149,5146,7315,7456,4986,6443,14871,14610,16125,913
79,16390,649,417,7518,17342,9747,11866,9592,9618,9407,17835,9123,3993,7934,8617,5236,17787,18401
80,16057,9248,10573,17553,19591,3677,6261,18407,8481,19214,12528,14275,6850,3922,8926,19441,1152,16225
81,12082,12356,10289,278,573,8920,7410,14917,6823,798,8686,11513,9816,10506,3392,5746,13252,13796
82,241,19763,18099,5365,12689,2272,4923,16521,7014,9366,19278,8662,11744,15493,16203,522,17528,9242
83,6205,17421,1111,19190,18635,19713,18591,10742,19219,4111,14508,19743,4126,14678,5499,4296,19859,10634
84,10447,1298,4988,15220,13640,5361,6066,18375,18921,11744,1018,6413,10134,17725,7095,19616,4227,18786
85,16721,15058,16302,4237,1584,18261,8756,6613,16471,16982,19080,16789,8722,12830,19463,12256,3370,19926
86,13190,17804,4580,3161,7913,9320,18988,8275,7785,1091,14225,17504,12383,14128,4198,3990,5578,9101
87,5500,6900,18626,11707,7226,3521,5859,19826,16653,18120,5972,18211,1216,12059,15775,4920,469,17441
88,16017,15302,5498,12141,7202,1477,3073,9810,12984,10936,9214,4406,5289,4501,3870,13738,19006,15311
89,2380,6106,16839,16376,15039,15876,14751,17626,17186,11562,1723,719,12438,2640,5987,468,9668,13733
90,13176,16062,14098,204,8943,9409,6273,9967,19889,1774,4462,663,15801,17441,19694,14873,15314,10566
91,12755,1238,10003,19587,2681,2009,3550,4116,10973,15157,4628,13649,17173,19543,9043,8570,6403,18432
92,12110,13982,13712,5118,13386,8605,18917,13069,6853,17143,15049,16351,778,4209,3996,8353,2170,16004
93,7945,13639,18473,10728,3502,16399,2195,19564,17482,12994,7887,9196,18437,209,3330,9719,4791,8668
94,488,13929,8911,17488,1202,8941,19189,8246,6109,788,2313,4243,17607,18187,5444,331,15074,4460
95,18379,1610,7651,14462,2439,19688,8183,18829,14749,8529,15155,7658,13779,14942,7890,7056,18732,5297
96,1033,19035,8522,17477,10438,4596,110,11225,14746,4550,14441,4995,18105,13449,10610,5344,17351,5065
97,15125,5823,8867,2607,666,17362,18531,737,2853,14100,17367,1022,9534,6881,19252,8117,7981,3961
98,12009,8416,8537,5238,4626,19613,14443,16937,9366,5670,16611,17724,10488,1814,11863,3856,16177,17825
99,12032,7084,331,16193,11900,14154,295,19189,10255,14782,1803,8426,13424,11908,14368,8520,4226,1295
100,13084,19380,2897,10757,6412,13683,18078,5815,18412,4123,6165,10117,10554,17663,4706,9721,3150,14035
101,2320,2792,12818,11079,12447,11968,5816,5027,4039,3063,18481,5838,14804,727,17669,1375,16969,16633
102,16044,1535,6429,12520,11049,17878,11994,4828,14314,11571,12998,15898,5550,16345,2693,18574,1388,11106
103,17822,16721,14589,19165,12559,6614,5434,506,4725,4048,16637,5220,10031,7466,3264,8725,14594,7514
104,1383,11994,1501,980,19922,7208,829,10074,2949,13337,7720,16553,2273,3044,5591,16925,19710,3166
105,16724,12883,4295,11617,2458,15944,14660,11907,11009,2597,2495,895,3407,13382,9589,15345,11827,4328
106,811,2998,6732,18610,16246,8220,16060,10466,6263,11164,11727,4157,18867,15993,19463,14485,2239,11563
107,6137,7125,9918,11697,2376,3280,13256,10849,13159,2601,8240,11663,485,10811,15176,2018,3173,16818
108,19968,6396,2198,13012,18244,15527,8512,18070,10631,4017,3298,9719,11680,18638,6702,5641,11868,17875
109,12984,4607,19393,10251,3973,1388,2017,11043,13910,17513,19899,10654,10299,8897,7599,19611,19341,587
110,13766,5179,3457,13198,5758,930,7159,10707,9686,4777,17509,234,16522,3857,9562,981,1158,17282
111,5931,12602,2562,13784,8314,6128,7883,4830,8210,187,13688,12120,15008,6474,4201,16940,11915,17278
112,18601,12216,12563,12067,8606,19130,16978,5585,17512,2943,8358,1509,365,17508,18428,18221,11517,16298
113,1331,6752,8982,7440,2143,12262,4623,15213,12693,12379,18989,18193,6632,19832,14850,16135,11964,13107
114,16100,17701,9977,10264,5803,18196,9700,4582,9495,10745,15047,669,12688,9845,2512,3248,15758,18684
115,11361,15740,13774,9756,9492,17625,1684,8508,4079,259,3817,2949,7015,1344,248,5805,1140,5614
116,7823,2457,14918,13576,4311,19966,8092,9001,8329,11821,14690,12049,2855,17303,3360,18058,10841,15814
117,2889,8974,13564,14034,7190,4778,9913,9587,11303,19642,13682,16442,3262,18938,17304,3696,4681,2408
118,12464,10760,10046,15875,19909,15500,7452,10942,16983,18145,18398,3478,17712,14576,13253,1324,8458,19687
119,9705,2434,6924,16654,12171,8026,13995,5173,5635,14344,4845,9909,5766,16503,14596,8361,8931,2438
120,9502,7586,6383,10405,13681,1995,11959,11398,10927,15176,9464,17244,9067,13268,9957,13522,12345,17915
121,17405,10464,6815,7943,589,4439,18615,5783,9236,11703,17324,3963,1023,5925,1748,5114,5410,18054
122,19571,14179,14477,19687,17002,19407,4289,18093,11904,14543,4051,11909,13907,18836,7650,13967,5753,19707
123,270,17914,10004,5081,1830,16502,9616,16331,15400,7838,10095,18505,13856,14037,18757,8097,1472,6640
124,15530,19610,2548,11254,18764,13104,10979,16942,7463,9741,7205,2564,17181,4474,16655,3000,4356,15470
125,13549,17807,7330,13023,1055,10865,1657,10694,305,11045,3459,2892,16165,14421,5815,6962,8814,17327
126,7914,8070,5179,16247,16071,5357,17728,16475,19749,11564,10944,1361,17583,15504,10950,4115,14609,7923
127,17602,11696,15444,538,16458,6782,8147,15079,15735,8547,13533,19875,11539,5225,4687,13938,18131,18622
128,2259,16478,10922,11408,3518,4290,1421,5463,11177,15227,10569,9296,7797,8965,1564,11920,13390,17472
129,1599,3145,18793,16396,10747,2980,10646,18208,12610,6831,10704,14609,18163,9077,3979,2337,9002,13169
130,13294,12211,12823,14234,315,602,6266,10235,1921,13119,12104,13065,15825,17026,12481,18223,11026,8866
131,19106,12387,9500,19882,14050,13216,3474,7440,13994,4117,4873,793,3651,19415,14674,3113,11250,19212
132,18020,10329,7800,10108,18668,18184,4934,10186,3266,17070,504,14146,13596,5788,14940,5092,8232,8364
133,14458,4655,8480,13220,13200,2379,9142,736,15223,7130,6260,7604,10006,8490,14512,7618,2428,16651
134,4995,10894,15965,3513,19842,19254,4553,15957,5867,8543,15383,4405,2528,14186,11649,5083,14368,14067
135,8969,4710,5672,4072,19927,19346,2362,19956,1130,15607,17647,3075,314,4042,354,12082,3433,11650
136,18475,10646,19196,2106,8502,1968,4336,10379,12049,13070,18916,6113,17411,10955,18973,14156,19133,17262
137,8587,4689,19520,19804,18307,11953,19288,3329,12661,17412,870,2549,3016,10077,19277,18325,18255,8264
138,14218,8656,2050,12725,801,4422,12065,3162,1283,12855,3110,11645,12173,14678,11222,16385,1266,4390
139,19779,6248,16207,6382,14408,5057,1222,2686,15111,15372,11943,10343,2667,14101,12940,7640,18169,1887
140,13698,6379,14905,14507,16599,13537,14898,4363,3903,2741,10100,15873,5403,18466,16263,1545,19596,12219
141,18968,6125,13278,19422,10467,1464,17239,4608,10117,7316,2497,8343,19036,13092,17343,10506,16676,3510
142,6344,19550,4033,5049,13189,19170,2995,6632,9707,5396,11633,10362,18784,9556,9237,440,14461,5447
143,18331,5882,9406,8454,16698,6461,14512,6511,17230,19249,2788,6870,2691,7664,15108,15397,8148,18301
144,9090,7792,5785,9586,14008,8788,17146,15570,19446,9011,3330,19935,13860,13292,19647,155,388,19718
145,11944,644,13626,613,12661,7574,18611,11155,15097,11250,1457,7773,7313,4433,7151,4419,16101,2960
146,10610,18869,11341,16597,17993,16244,1829,1635,4735,1477,9847,2841,8304,6562,18478,4158,6937,5529
147,13664,5002,5779,10834,16561,4482,10393,16067,9732,1176,7437,3295,6501,15093,19616,8924,17165,7796
148,2542,11139,9521,5435,16820,6883,4518,13578,10154,10825,12098,13015,3426,5712,9129,11610,1272,18376
149,14866,18890,16735,8185,1975,12828,8618,18950,15296,17938,5133,13882,12042,6665,13177,18101,16209,14209
150,13569,1877,14290,16142,18259,1023,4712,13952,19353,10513,13612,3559,13790,4630,9271,18786,11977,7073
151,14245,4005,1638,12924,4471,19484,2760,10298,1868,9038,6332,1095,8794,12674,10197,19220,7926,11801
152,8745,10099,11079,19857,6063,19072,15561,18977,1584,11249,17931,11288,3696,16378,15687,14622,14568,272
153,9887,2413,3554,2250,12948,4785,11247,17269,5038,1325,12795,7939,5161,14056,16584,13208,8782,17745
154,15934,5845,15610,494,18871,15749,9932,11908,17471,11411,17533,11503,9691,5453,19982,9958,15560,7458
155,15052,3723,8717,7361,16635,2842,16802,13874,12240,16082,17035,9711,8421,8764,7952,17667,2910,4661
156,384,3333,13612,803,2336,8567,13776,16754,449,11103,15697,12678,2457,1855,2060,1598,13804,8983
157,5411,7274,6714,5629,15018,18941,17446,8845,5907,14844,5188,19185,19647,19808,9112,2582,4268,615
158,11613,1967,5383,479,6975,19320,9267,4203,4294,14417,12288,17571,4075,8006,8437,3011,12973,13631
159,15035,12337,5006,2701,3842,14241,4758,4062,15944,1771,12642,11433,15598,12501,19908,656,2378,17293
160,14537,3605,13192,3552,10555,14665,12250,2862,6613,13369,1451,14989,4450,2004,6478,6897,12930,7729
161,11935,13749,12223,7298,1640,541,1682,10212,11252,14442,5503,15764,12629,4544,1504,5518,19618,5745
162,7891,18499,14932,12556,13039,3756,13413,3965,18911,2636,14234,5829,16648,5798,11297,16905,10426,8992
163,4517,301,1625,17690,14666,18071,13990,6059,19209,2247,9430,336,16041,16620,13141,5387,7536,3835
164,3945,4395,8119,14810,10221,15812,3366,3760,7739,11246,4997,17673,13484,1618,3610,15494,6851,19207
165,16952,15699,10221,19235,16384,5862,8716,15385,16286,19693,10549,19917,17592,724,18155,18902,16128,17324
166,13158,7862,7573,6036,14232,13348,6537,8217,2974,11123,15402,17035,5754,8066,6125,12221,19867,16225
167,12027,15941,1585,11731,10490,6892,18596,3574,14756,8306,11978,4035,15509,18206,9536,13663,19782,7701
168,11479,17526,1673,19640,6267,9110,5504,12218,7342,14495,8702,298,9161,636,13478,3939,10440,18092
169,18313,11677,4653,312,17070,8232,6872,19722,7487,14319,16746,12908,10854,256,12712,11026,17726,15093
170,12986,6004,4804,7254,17102,6899,8742,8819,7497,16297,3260,15827,12030,2301,17347,13827,10917,10371
171,8447,1889,4934,12754,16826,8730,12940,18819,12327,6606,5890,9405,16677,2216,13629,16429,519,2067
172,16900,9428,9994,18153,3714,5065,1691,1646,18503,403,7139,825,11368,6454,14370,18386,15333,16361
173,4560,9374,1198,13935,980,10853,3748,3637,2351,17222,9307,14786,6584,17722,19921,10641,2225,14354
174,16263,11050,18273,16169,18017,7287,4655,7321,19005,14664,1992,4814,14858,4823,13790,7703,10572,8671
175,11212,337,17355,10818,10714,17076,6494,19209,8402,11163,7364,9822,8398,5914,14557,11389,1814,8419
176,2270,12888,14237,6708,18711,555,19627,7035,7673,16355,8972,16974,19275,5080,14948,9727,8810,8731
177,6300,18995,18251,15779,14849,17445,6182,16951,14684,15610,16749,11869,5481,8618,5766,2717,6775,9715
178,716,14896,1264,10342,10815,337,8049,7291,7342,13344,15355,13605,14250,7594,11401,6926,7110,11000
179,2965,10930,6054,6916,2326,3628,1984,5488,7554,7819,16482,343,3864,19844,4819,4767,13734,14116
180,16725,1577,6285,5060,17851,1000,6187,3490,9853,6652,2949,4349,17116,9735,1478,8217,6747,11057
181,3992,11751,12268,7035,2904,8613,11320,3875,2928,15090,7014,19829,10964,10205,13060,2217,9066,13050
182,5256,18793,6397,9276,16539,18582,3561,13759,9275,19407,16739,11622,14330,4074,3694,2844,2662,3470
183,18010,16645,18092,4394,8492,8276,10856,13754,2165,10963,1008,1568,12164,8719,7149,5942,440,11267
184,11862,10486,19089,14129,15644,9425,19307,1910,4894,2121,14180,10422,14419,1436,15146,14120,3350,3503
185,8600,5526,19311,5212,2770,12416,9120,16267,2088,9836,11515,16366,12963,2822,3568,9844,13747,17665
186,413,8305,655,19826,16383,7256,15274,6450,14505,14141,3505,18015,11702,4908,4452,1035,7187,9486
187,1485,11920,19399,5742,7605,1735,9462,4598,5524,3555,10321,10723,19214,4382,13058,4673,14734,3518
188,2937,18444,13503,15486,4662,1466,2827,12485,8019,18053,15331,16305,9696,1742,3922,3758,7553,439
189,6635,13758,9773,13892,8752,4958,11206,8571,12316,9300,16706,9862,6078,14732,15787,11074,14173,15645
190,7378,12627,18343,3226,19003,5659,3915,14851,8465,2826,18160,14936,10307,631,3211,16950,9465,14177
191,7143,349,10805,14100,19361,19657,13024,9800,3193,10314,6670,11888,12993,19209,17919,9256,17354,13008
192,12412,13503,12392,9549,19358,15401,6550,12939,13448,12446,11314,798,12289,19213,18137,17335,7709,8812
193,13538,7725,1551,19198,11591,2617,17288,4558,13099,13594,11003,8812,5684,8835,1605,3630,509,11428
194,4693,12761,10407,4757,5468,1904,17130,6408,15491,11643,6224,2676,3840,13470,12688,9767,6456,4244
195,18501,4681,5080,5655,4147,18623,15867,13030,9557,5680,2134,13178,5250,153,5385,8665,7051,17764
196,111,18619,15261,8886,12979,6727,11448,1727,5205,1967,734,18779,14549,9529,10249,2100,3846,13345
197,16158,6676,4786,2635,14364,13793,10472,5076,18933,11209,11495,15386,16897,8225,4275,12862,356,4795
198,6357,14334,17993,8227,19330,16893,9794,5565,306,511,6580,18334,18438,19790,10595,11937,6815,3775
199,19734,6767,7535,14759,5743,1097,909,13486,12894,15510,12186,4674,4343,1409,12333,12806,7115,15078
200,12430,549,171,12053,14686,4892,8172,17542,2344,11162,15206,5829,7609,19012,19559,11851,4251,3554
201,5667,15248,11696,9749,9651,3834,14850,6404,9554,18876,5097,3045,14786,15863,17515,10587,12019,3860
202,17301,12202,16242,8129,9757,10346,572,6831,19473,5766,10866,11732,4280,113,17999,14462,12392,7058
203,2064,19634,8584,18897,3787,16531,3326,14820,8044,15527,5661,15934,14632,16515,11715,8950,15093,17896
204,5396,18646,12599,9669,12269,16182,13931,5107,15279,3256,18519,19613,18090,13570,1358,7234,15674,6104
205,11518,7923,4684,6391,9464,15857,11860,8231,4052,5812,2591,9148,13068,6098,11121,13032,15889,8367
206,14989,4447,12964,18020,2079,4991,13796,6262,13163,17155,9039,13319,13984,6941,17196,18289,949,16460
207,7788,1167,11105,9453,6541,1520,13725,11376,15111,7435,19282,13798,3771,12437,6551,16888,6004,4275
208,3956,7944,6081,18642,9518,19187,9662,2414,7995,18728,4390,14101,16820,18498,12500,4633,18391,2337
209,3872,19832,6105,15984,13868,17001,4088,18015,18759,4756,13309,3817,6618,2459,17607,4975,10964,664
210,13636,3838,6765,15934,8407,834,13657,18503,11107,3131,15306,15897,1704,18048,2874,864,5202,8879
211,1932,6742,3018,15832,10582,17292,15918,1667,9430,17469,15449,1487,17304,15564,13395,17809,5768,18594
212,12347,17640,5692,7361,5405,10122,4646,952,6934,19590,15801,8551,10465,13170,12697,16721,2420,17028
213,4958,10177,10190,19154,12917,16125,7721,4388,14495,5780,11305,4706,122,19002,6171,4831,6767,5013
214,2226,4247,13709,9853,5154,19498,7043,13415,8236,7298,18582,3748,16432,1861,10807,18300,15380,984
215,4049,805,4802,15082,11796,14103,5787,11282,11219,564,410,14857,4263,11676,9987,6973,16102,11234
216,10887,9184,8676,4461,9016,15413,17077,6056,18524,8170,13857,4092,6106,8508,5381,12523,2063,8619
217,11094,19732,14391,5087,15623,10604,7049,18343,13394,12227,9796,1842,13208,16146,15832,9678,714,14954
218,15648,9248,18066,1293,2148,12536,14602,15205,9176,7919,5718,18527,17293,11002,19001,1191,3577,9009
219,865,12412,10090,16295,14713,9461,9431,4538,15347,10543,5912,19442,18682,6973,19348,19687,9486,18491
220,17332,16182,19086,11914,19189,15866,15670,12339,2525,17401,2073,15408,7652,7572,8145,15343,11676,6557
221,4474,10440,2750,14272,5516,11349,19157,10535,5654,11542,19825,14689,8526,6520,16859,9392,10737,1529
222,2139,6200,13690,19527,4756,1110,4041,3115,9944,9677,1989,10966,15470,3877,3603,12982,16640,15645
223,3980,18116,9160,3010,15839,6371,8122,14732,19386,9994,4409,4072,1526,6927,12001,8406,4429,17287
224,18606,8094,2914,8009,1054,16285,1526,2383,1307,19858,1054,9947,16325,14033,18337,18231,8677,13373
225,14614,695,1873,11297,5713,11545,2439,7624,7763,15198,13326,7495,4445,9722,18357,5779,200,4078
226,12856,2722,9444,8194,1306,3215,10282,11293,3272,3662,8644,9175,11452,6802,8207,9600,13244,6967
227,2143,7304,610,2214,7525,18484,19839,4015,1991,7584,647,14181,14369,3125,11344,19535,13649,1804
228,11002,18071,19715,18140,8557,11946,12588,14997,6809,13963,16035,573,3056,10890,16772,17986,13116,2296
229,10214,2359,10933,14045,4918,534,13148,18349,19597,6864,7406,17082,10489,13902,1323,613,9909,4244
230,7100,9823,8925,4282,19207,18453,13400,9372,8020,1971,5070,3655,15986,1504,16428,5084,14345,6275
231,3558,9079,2869,16276,8996,12984,16729,15530,14468,7942,7321,3429,7664,13220,4653,7223,4311,8380
232,6467,7057,17510,15257,7118,9159,9157,7688,11945,10609,19204,19823,14228,10991,10618,14752,5635,3114
233,1768,15357,15434,7170,8185,14906,12363,2600,18468,13660,1374,11666,13652,1252,10058,9818,6858,18961
234,17086,13894,7916,4444,17507,18258,5716,18145,1967,10754,18289,2032,17052,8966,8732,12031,17020,16347
235,18394,1301,7415,17764,10676,17200,968,1124,19274,6582,1476,3558,14256,9765,6512,17844,3359,8393
236,7081,1573,15156,5172,19614,18085,12295,13060,9004,13456,15592,7214,4041,17067,11693,11232,14240,16402
237,4762,8796,10808,10901,14023,11359,3129,8937,12999,374,11630,1770,5575,4791,19782,14176,19192,17409
238,10364,6988,18683,19637,12351,14538,8641,3006,5638,2579,19553,14178,6160,10777,6390,5833,10374,4797
239,9499,819,7391,17930,2526,2296,4989,17432,11700,2737,1980,17507,17738,7380,15648,2127,7630,18058
240,17434,5060,18617,7158,19517,18435,12217,185,12132,16574,18207,14394,16975,10158,6689,15916,168,10026
241,10631,10068,19667,12857,796,5900,9433,11138,623,199,14843,10635,720,611,1977,9330,13506,3001
242,7252,4592,7336,648,15716,5546,16785,19084,12540,3113,1170,18852,6154,17247,4110,13465,4767,11759
243,14340,17209,14408,17530,17500,6038,6248,18104,5232,14443,13015,15440,4050,1251,19285,2617,11090,10365
244,5373,17620,5709,16435,4286,15627,8463,1189,19388,8910,15626,12575,2959,1537,19091,9398,14597,8212
245,3099,17270,6913,15791,14393,11544,5202,6050,5286,5212,15944,19629,3868,7885,3823,12051,15803,5914
246,3669,8295,18128,3663,19641,15584,6900,3342,12913,19389,1933,1543,5338,6177,10116,13068,16702,15246
247,6729,988,13335,17362,10108,12652,14014,16317,4435,18161,18560,14360,17329,1698,2340,8825,18070,18310
248,13507,9259,6893,14828,11170,12207,6915,13416,19598,16512,9359,11257,8298,15421,9179,4320,14965,7901
249,5848,4923,3714,18518,18692,9756,10264,9426,8194,14403,1232,1319,13220,3406,19639,7594,19045,387
250,6893,8985,8413,12016,14523,15695,17940,15176,1432,4432,12811,1354,2472,9445,16740,14821,11994,14184
