"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017"
21,13464,13566,6541,3622,12710,10050,5372,6262,6853,17244,8234,8690,9086,14448,7422,1471,5817
22,1523,9449,8079,11862,18142,6784,8730,8666,3035,2484,4717,5281,16722,5839,18421,14345,9773
23,19306,5826,19072,11124,9662,1830,4877,7037,7318,13156,1690,3024,12144,14217,3719,12587,17723
24,9508,14139,12487,1531,2303,12456,8256,18384,16506,14973,10024,10473,19823,5826,14455,6984,18745
25,5834,19152,11151,18888,12150,5696,15452,9685,4842,4907,10633,19645,7863,14467,19028,7822,16495
26,9190,5293,16074,18323,5276,17265,8369,11013,19559,12403,14000,17042,18819,19948,438,18191,17188
27,18479,2354,9612,9992,13524,14641,13360,18845,16726,17871,3818,16726,2069,11005,2516,10727,13851
28,1429,5782,14808,9625,7032,19710,2231,9018,384,16920,8964,4067,13264,2616,2994,14750,8845
29,14482,12265,7105,3397,14733,2045,17432,12175,9415,13376,1942,9234,8211,4790,7677,10161,2138
30,10264,155,383,6454,1498,6422,17296,4215,15433,17396,3463,6119,11301,2561,18024,8429,13801
31,2486,10804,15453,1417,16139,1977,17937,15312,5718,8373,9939,9579,18795,15731,7703,14949,6174
32,1671,8010,8017,5769,19691,14771,9576,4066,14785,12258,8886,3322,10163,14778,16680,11150,11864
33,18604,19493,8996,5988,16480,9452,16269,13107,13467,1306,195,15200,16588,4579,6382,8234,9136
34,17635,16731,18259,5285,12852,17516,6789,1358,6220,12012,12897,17493,14722,12704,19037,11211,14538
35,5899,2648,1646,14400,8146,9940,8127,13644,1288,2481,3172,4989,14378,7630,2487,14170,878
36,1899,293,10512,1917,456,7037,12905,4811,15910,1818,13741,17238,9980,12729,1052,11595,12901
37,12205,342,16801,10521,8968,15916,9151,9855,2108,15103,13044,5949,14562,3204,272,8575,1639
38,12642,9323,13223,1891,9714,11875,7766,13800,7404,3020,8507,9287,18606,15360,4106,10664,16575
39,18320,801,5008,2574,19631,1979,1945,14960,12049,16073,16714,9010,7155,16470,9831,15961,16531
40,7273,11361,2307,4437,15766,17388,2004,3654,1285,4253,13215,7465,16252,16988,3644,13512,18484
41,565,6131,11757,16285,3864,16427,5387,12757,4559,512,123,16967,8961,8984,8588,5049,5342
42,2035,8731,15102,10923,9958,19055,9383,14386,10752,10526,7482,5853,1092,5338,4426,17242,10186
43,5904,8903,13459,17722,6352,2581,14027,3256,19508,870,14511,14375,12304,19976,15478,16455,10345
44,16175,17399,6233,11512,9692,15584,19691,1781,19820,2480,123,16887,323,19134,18068,16765,12572
45,17302,140,14432,11276,9771,2386,4966,396,15590,4327,11643,5427,19249,16505,15276,14470,4770
46,1276,13714,6991,11544,18935,13390,10167,11530,15553,879,10559,6917,9755,15637,19392,7926,11572
47,16920,2294,17096,9721,6350,16018,3079,4777,19558,5981,15357,19875,15126,18811,2823,12893,18958
48,2836,14682,13300,6679,18372,10352,18579,18288,17789,6536,19645,11494,6246,11197,8959,19348,2775
49,16171,6051,9720,2599,10327,16564,17748,12628,4449,13344,1351,14753,1712,5816,1484,6143,7252
50,17972,18401,8434,7175,11845,10607,9596,12700,11576,11086,19179,16562,8719,8517,10180,17807,8423
51,14620,3595,12406,13412,18359,2186,11089,2365,14208,8022,14598,8268,6407,19822,19008,13514,19528
52,2069,16123,4281,13303,2722,19958,19415,8557,8907,19074,18298,13053,19039,9951,12920,2184,9169
53,576,5486,18015,11402,8964,1730,19717,4265,13840,13760,7304,8029,9173,2260,3246,2958,8886
54,3224,7303,15044,17712,1854,19052,10971,19633,4146,5920,16739,13502,6930,7288,15112,14998,13757
55,17521,19484,11648,12011,665,16670,3208,6985,6423,15371,5004,3744,12099,6262,18720,1086,11129
56,3230,412,18686,6395,18836,3147,2704,10281,607,3600,3096,10181,5010,4641,7631,552,13563
57,8776,9991,11407,4692,12800,13254,15628,12369,1912,2082,16937,14274,6372,12720,15749,13915,16087
58,5541,1224,13131,12154,14241,9394,9591,7696,9763,1531,1910,10485,7113,18189,6862,8168,8162
59,759,18408,13459,15674,15566,4009,3585,7947,1552,1511,19733,704,9629,11036,17523,12847,8259
60,13574,7113,2341,16411,12275,5618,12693,7970,6996,4200,14369,9776,12253,7192,2748,8344,2973
61,471,5914,8701,3085,7280,15753,3270,6628,16162,760,15597,19400,13930,987,7052,2647,16995
62,12208,13908,5310,16788,7485,18858,9338,2926,5485,11756,11098,9467,2076,7049,18318,16923,2905
63,16449,11965,18036,6894,7815,17099,4401,8357,4043,15616,5112,4004,6627,6777,19705,17098,18583
64,832,2329,5775,17745,7541,5179,5030,10799,10174,5322,6888,19482,14910,12892,7910,5741,13953
65,1450,4971,15201,10333,1561,18045,10820,6995,6743,633,412,4878,3586,8617,19238,8987,14659
66,13610,3167,14120,18419,18680,16400,13360,15690,9205,14652,13460,3515,3913,9040,4702,10283,7604
67,4555,10150,17340,19883,10843,10262,8037,14442,19833,8442,6846,7176,4251,17568,13780,7966,15698
68,4835,2779,13026,18053,11726,4922,15568,17957,3663,10313,10347,15238,12720,1284,6516,15285,6895
69,12447,3975,6199,256,11274,4360,12477,17288,6287,15993,17938,699,12501,14767,13160,2176,15434
70,12399,19736,8014,13765,10607,8546,6658,19627,19456,16462,13559,18101,4738,8688,13295,18721,9164
71,18921,19395,12745,2418,11005,10192,10770,5461,2761,5452,2166,3520,6725,8624,9699,10815,6959
72,5744,16902,18988,9167,14605,2709,3641,2865,8056,14217,1852,11489,8186,12344,12858,6573,18983
73,3612,4957,14037,13206,13143,17320,16696,4727,9727,15742,13667,11090,4658,15956,17830,11808,4140
74,16721,18919,19722,12546,3511,3851,16298,9423,2177,3105,10871,18837,17513,14545,1773,13050,19178
75,4242,139,19674,5187,14454,9460,5801,2286,1036,11848,3082,7818,3507,745,3132,17428,17536
76,1905,2044,10504,12829,14769,13097,19638,18783,15743,10819,16547,14517,3944,8242,14523,15083,290
77,17203,15943,1944,12663,11831,8022,14367,19131,4882,9764,5863,6312,2831,17492,1640,4321,12120
78,14143,17177,2560,16560,12744,15696,15818,17859,19739,113,877,11966,1382,17050,17408,17285,18626
79,15782,5052,9757,18950,8439,4730,19333,13259,5737,11553,13866,18098,13479,11723,8187,3672,4061
80,19178,11165,4091,7231,818,12017,18352,5994,3147,5160,3006,6394,3997,17662,6566,5830,1887
81,12663,4442,4274,14238,4420,11301,10298,2863,14335,15394,14174,11719,11871,8574,3552,15120,2031
82,13392,3868,1438,7653,5987,1598,13854,8494,7091,12656,15945,9184,18560,4216,2589,12987,10230
83,3755,18276,19850,6606,3395,2565,6876,2154,10898,2327,9601,10214,1074,3390,7401,19829,7236
84,7086,2893,799,12925,1782,4076,13577,7409,10139,12876,8256,2007,19098,2360,8066,9576,19328
85,10335,7630,11135,1046,6479,15057,8355,15157,18340,3411,16388,5939,17819,17730,11434,15082,10558
86,12173,11366,11403,16494,6001,3476,17504,3657,15493,10865,10588,13047,6687,9564,8545,13270,14998
87,13049,11061,3873,11719,1305,2430,13403,16260,5740,13049,9320,9328,2491,678,9324,1535,644
88,6412,7344,14420,9324,16393,4662,534,14808,7324,2114,11278,7003,594,5624,11066,1702,3468
89,17774,6660,11470,7849,13750,10582,6063,1313,19009,14037,7694,16538,18443,3157,10030,18610,8312
90,5094,15676,6955,2721,13352,11565,108,14661,13062,13287,10418,8237,8908,6293,15167,16530,17728
91,6072,6304,6693,6730,7539,17291,1064,15683,4458,18472,16215,15524,10646,12462,9393,10132,15842
92,3679,2887,8830,3450,17059,18369,16183,9519,6482,15384,3124,19801,2879,15121,6223,5022,10530
93,19191,7673,6509,15880,17132,6034,3360,3578,11637,4509,2756,8228,13820,15890,1423,13957,549
94,3984,18305,4317,1493,4405,2626,10259,12719,14852,7000,14674,8985,4534,13522,6767,9415,13961
95,11208,15888,3938,9008,2210,7066,7461,8445,4834,10155,4929,3717,14820,17412,18012,14074,19429
96,3158,19133,18479,5643,18297,15841,16478,19846,8003,2048,15768,9571,16066,16682,6223,18984,19789
97,8217,10457,10731,8915,14623,1146,15725,11944,2821,19283,15950,5493,3731,6134,8889,14831,14330
98,937,5381,7275,2172,10166,11902,14033,18990,17047,6515,12247,8684,14666,18480,11150,10047,10176
99,1422,17176,16689,213,8542,15811,14717,777,5092,8108,4479,16134,19251,16391,16402,8025,11022
100,11511,1428,19814,17222,1675,4074,14725,17693,18593,18720,16508,4463,11873,13709,16792,19696,2251
101,1012,1588,14402,15969,6912,7410,12936,7367,6851,4525,5898,13963,9732,3932,9833,13231,12387
102,11018,7471,11036,7487,16545,5320,17622,18147,13007,15885,5277,5946,17754,8975,9459,4328,4578
103,16938,5342,16571,17155,12882,2619,10479,10309,15773,11271,8426,8955,11064,1816,1548,19770,15374
104,7896,12363,18326,13137,2961,15858,840,3436,6614,13406,12760,2093,17608,8521,3480,17777,8525
105,2295,6822,11847,19085,4649,960,15727,9390,2587,19019,4722,19912,16421,6986,11311,14176,11090
106,13184,7919,14367,2224,16176,7176,7669,14341,16040,10520,5804,11300,11762,18353,12207,8998,18605
107,1193,2657,14965,4283,19468,8657,10527,11458,11586,15397,15916,11233,3402,6106,5181,17976,5695
108,8660,19105,6929,3745,15181,16517,6791,9139,10427,16980,9683,15089,15625,11398,5349,12492,9148
109,4519,1677,3954,3085,11219,6058,3875,3726,1321,18238,2628,6216,4954,3644,19605,5635,12494
110,14595,13239,19705,11518,13212,17357,2002,19268,2983,15922,14847,19057,8477,2536,12875,8187,17308
111,17112,2250,12962,9859,10990,6088,16774,18721,346,15553,5265,13757,10776,19072,3405,2140,11964
112,1863,15049,12687,19458,2974,19981,8906,18151,4503,16255,5175,12862,11185,19778,5757,5805,12734
113,368,12474,13956,2824,225,12524,5832,2162,18754,589,19008,16655,6011,8278,1982,13030,10934
114,17487,1289,13367,12630,6561,4599,9599,8111,541,8987,980,19012,8098,5507,16988,1786,6698
115,3386,5245,10939,7519,9362,9634,14306,4405,983,7245,2145,9793,1022,7707,6810,12672,9813
116,10594,8643,5973,14397,14105,11737,19668,10095,9951,1915,12167,18887,19826,8203,14551,895,8630
117,19949,18710,6811,19725,9642,9938,10875,1998,12328,10243,2208,15283,5891,5391,11208,13811,13307
118,5008,8043,14211,6329,1151,5783,18341,7491,17173,12511,16704,11253,8752,773,4264,4047,10934
119,4928,12108,17899,1491,15803,7604,5897,18076,15105,10217,4391,18498,13553,3293,11981,13454,10704
120,5857,1621,2543,2491,13759,10726,19359,8018,5324,1234,2712,17170,1385,263,11377,5064,13720
121,17827,2004,19072,16191,12560,15565,7544,12871,13688,586,3685,17821,6391,6683,18954,14718,932
122,7978,4586,14709,8226,1917,12089,8664,2160,11582,5307,12474,13243,6852,7809,6235,18206,6563
123,15641,15138,12929,9508,6392,4381,5987,15306,1208,7906,14746,5366,17036,16611,7182,3818,16325
124,18228,19140,12199,9849,13768,9421,4243,2393,2333,6333,973,19845,8586,10049,619,9401,4681
125,15606,9088,12487,17383,16321,15084,15792,14654,14655,17439,6754,19103,9691,14034,6516,4271,1934
126,6342,660,19252,11612,13535,13874,3491,7986,15776,11118,7290,15912,7233,14231,2713,7228,8148
127,19969,18699,15051,14043,13752,5816,16566,6534,2388,18592,1201,18387,12143,1446,1597,14812,136
128,16097,13841,6616,201,1767,16584,17871,5009,13742,13915,3660,4312,17346,8716,16816,15133,18560
129,15278,15733,19576,4958,4611,7900,5015,16281,12370,10726,5734,1101,10155,13329,905,14283,8941
130,19578,13500,15545,9162,7102,4462,10004,382,6696,10042,10198,18611,8154,238,8006,10530,10692
131,15118,13032,19360,4029,9360,6112,15481,10485,19279,10242,19877,19040,6604,9836,13390,13522,1503
132,1976,16934,8429,17114,18555,3520,18995,6434,4260,15528,6108,16430,19153,9908,11861,17797,13208
133,3822,7409,16570,7165,3621,1237,15607,8047,7958,5964,11908,19503,7475,9612,17237,8420,169
134,14286,15768,7991,12476,1323,6698,19389,15275,18514,14331,12971,8000,12350,2361,8190,18541,2872
135,16425,5790,8876,8686,12610,15498,6566,18330,17615,10819,9065,16292,7252,8665,14717,5235,15145
136,16850,16325,1129,11079,8159,18013,17021,17106,13252,2447,18552,458,11928,15411,4735,19647,18983
137,10314,18771,17874,9276,2555,10932,5304,11359,6899,7403,9739,7059,10051,8850,10940,12844,7783
138,11277,728,19195,8364,4491,3446,6407,19237,16594,5847,14934,18676,15360,15499,2991,3022,16015
139,18215,13599,14200,11449,10231,5794,1135,15752,11619,16971,8209,14025,663,16284,17843,6597,1620
140,10399,19038,18261,19870,13652,12324,12557,16398,9500,3876,3577,13875,7115,5673,4339,15005,14896
141,9635,19118,14032,13580,1288,6240,922,18355,10280,3343,9908,6715,12393,8450,2459,14598,16151
142,14088,13534,5070,2195,5620,15176,14049,5745,10480,13619,1320,6254,16729,18232,8308,2653,10061
143,5791,2522,14938,16930,598,1775,10778,9572,12853,4116,6110,11467,6335,8239,3440,6234,7930
144,4833,13245,2461,3605,16379,2719,12564,6269,14313,5334,19489,17613,6669,9437,16355,10827,12633
145,8626,9112,7634,13443,5982,8142,6093,9010,16664,17726,1191,14065,7396,11910,9729,7235,203
146,8787,2940,3637,17627,10502,16226,6492,1024,16891,7845,1417,4215,19427,16498,16185,5657,1424
147,1834,9565,1666,257,6896,6521,5696,385,11574,6743,783,13666,7464,1063,789,2236,3075
148,4109,12425,12691,7760,16714,7439,526,8589,19199,15041,4480,1445,5169,11831,17898,2396,3106
149,5815,6369,3626,1584,18980,16324,918,18017,19941,14497,6651,3480,16962,1154,19726,1824,17664
150,13138,10277,7516,16881,8887,2188,10892,11675,539,3447,10373,19032,7540,10376,1310,15493,16456
151,2487,18710,6456,1599,12851,2984,10102,8190,12822,2699,11198,1166,6723,13102,16279,11959,158
152,12341,15353,4505,2183,2388,5880,9909,10289,16398,14412,11322,14396,12566,9641,9915,7871,1150
153,16539,1521,7322,7467,6336,317,17978,19477,7505,3184,3423,7097,8078,18957,4164,548,4331
154,13614,4233,14256,2990,11903,5842,4231,9049,14085,15030,1161,1078,19577,357,8975,19926,19431
155,9251,17636,5227,17886,12319,13445,8017,17732,12981,19457,3991,6697,3831,18644,421,4598,5211
156,16994,2447,7535,10556,11037,10429,10492,6124,19194,18646,2407,10087,14824,18397,17307,16400,14195
157,8716,14428,14288,1414,2114,12600,10808,14653,15040,17751,17732,3013,7774,18904,14748,6573,5906
158,10430,974,18162,2023,15120,1035,5110,10131,5511,11984,3016,18166,4752,18500,16101,4629,19755
159,3052,19543,1918,17416,14424,6628,17467,2626,17000,10938,11900,4865,3150,18210,6944,7413,19707
160,19516,18561,4805,17577,5128,14056,10566,12239,9782,6151,6053,818,8214,9184,16958,15622,6720
161,16216,1978,12941,16123,5051,10309,4879,345,5974,19316,14703,17648,16191,4820,464,13362,1748
162,19042,15446,8323,15159,3391,1616,8292,4952,13000,13596,1792,14271,870,4413,10497,14826,19028
163,7797,12133,1932,4115,326,6692,19265,6305,18387,7523,18938,9793,9663,18057,14981,10092,3632
164,18743,9555,12343,17880,6727,8770,12601,17890,6481,7432,11992,465,2162,12873,7924,9497,3965
165,18712,796,3959,17635,17495,4657,3015,18936,6960,14596,19404,4623,16987,7573,18648,7743,17535
166,12562,1444,14320,327,12965,5888,19020,4381,12995,17492,16160,13674,2513,14782,17140,18423,10736
167,16685,1846,18123,11039,1351,18396,16805,12798,1486,1955,17877,12355,12744,1451,13538,6586,19024
168,19607,17461,11692,10368,19622,19632,1780,2138,11309,9007,15982,3047,12579,17837,12252,16522,16453
169,19361,4916,6177,14450,10733,1143,1579,8766,4789,6148,1176,5265,1437,9523,15641,14831,6996
170,14403,3695,9137,11642,19600,3524,7518,10229,1946,19150,17836,15161,5969,18467,7066,19031,8467
171,9147,2269,11120,16278,3864,12642,4626,14592,13663,3912,5303,14118,1813,2804,14244,8717,6972
172,5164,854,12833,17951,2889,19985,15729,10070,669,8612,4757,15361,11103,2026,401,12461,2059
173,11258,6727,3420,18385,8604,9278,407,2996,971,6450,3541,12710,14010,5983,9088,9633,17732
174,7386,3029,16217,14050,12275,10216,14100,160,1333,9896,2153,9750,4487,9048,2620,14969,5051
175,6321,3754,250,15746,4983,6431,18339,15729,7621,14378,8337,13873,2972,13499,1653,6518,17813
176,15632,7861,7713,4741,15289,14322,1940,1257,12775,13870,13155,9358,18560,17766,19077,10023,15886
177,5629,3380,3522,10892,7937,8819,10988,10270,18410,13356,11567,192,10296,13524,16006,7026,17723
178,16802,2927,10677,16395,12240,4410,6734,9810,16609,18458,11372,16365,14608,8195,4864,5330,7520
179,17364,9980,11739,16492,2566,14570,3646,13489,7984,12274,3291,17333,10896,10297,10879,6127,6739
180,17006,6420,18330,12039,4260,1961,18590,14813,18038,4105,11288,8427,9734,8563,6953,4648,17892
181,8871,19090,16914,6267,7394,10511,5859,8327,17572,4163,2702,7885,1389,2251,2611,8610,15917
182,7722,4057,15968,2058,11070,15807,11911,14466,6801,6538,2671,15482,17541,11619,15443,12718,6832
183,15395,11501,7249,17838,19382,12492,6902,17722,9714,6410,11398,5051,7319,4373,3613,16224,18184
184,13199,3025,7514,2804,17643,13751,7102,1880,16635,1305,2858,11691,3648,9284,18394,102,13239
185,1939,10527,4037,11054,19115,14057,1706,19926,9127,3678,19493,11588,4629,12200,10532,2093,19344
186,16790,7583,19651,2679,9169,9005,18507,19230,5512,1225,12108,12242,4249,799,1137,1014,8013
187,14973,7742,19496,3774,12076,17095,10145,4459,11323,19371,15576,1564,19346,10758,8840,6948,14182
188,1752,12900,19888,7169,8791,2342,9979,8794,16490,9365,13227,11734,10771,19257,8992,17185,1237
189,694,7318,10558,7213,4917,14058,6416,9377,10281,5954,12710,7882,12187,7825,16095,16993,9997
190,16904,18032,6260,16336,7836,382,16215,2412,16149,12961,3405,11959,10011,3978,5197,10223,12371
191,18152,9712,2690,5581,1852,6692,19603,1354,19437,6493,3951,11588,14374,5723,17670,3665,1206
192,18879,16652,12789,4086,8705,18345,12508,5358,16728,3230,9297,17286,7080,3828,14950,11803,584
193,619,14419,14752,10868,5230,18711,18798,4069,3173,8622,18810,17714,8469,12470,16151,6470,12761
194,2931,1449,16764,4319,16834,10639,11241,12722,1377,4170,11994,6096,10469,6525,14963,954,7658
195,8210,13597,13004,16422,8153,10460,4332,9449,2945,6583,11616,2415,12795,6606,11536,6703,6633
196,18462,14809,19508,12711,15935,3844,7168,7118,19520,4635,3447,12011,6831,14194,3570,3084,16214
197,19405,1272,11257,8785,10005,2010,14606,17172,6700,4359,19831,12649,17894,4575,1940,16802,17861
198,785,7909,15205,4440,2807,6964,11186,5605,1889,2940,1639,18962,16329,3655,6779,4931,10232
199,5262,15646,2152,10230,9621,4675,6957,13523,8828,16565,2788,10478,1816,5165,11486,7651,9290
200,12423,182,10670,15839,17837,14937,5102,4262,17528,12089,18522,19497,13464,5978,9597,5393,17596
201,7651,11657,1136,5669,12939,16762,3894,17924,2431,9550,3355,11685,13911,9971,531,5316,16866
202,6426,7895,9062,13045,19026,9203,19887,19724,8200,2126,15717,1549,6970,6046,15681,10221,9706
203,17488,11936,8631,9144,9087,9959,15472,1094,7709,13643,10698,7567,10972,4025,17430,10143,12724
204,15411,1376,5598,732,9768,5909,11647,14243,6169,8564,2952,14211,19554,13017,1489,3168,13866
205,3368,12587,143,11462,6405,16978,14417,10722,11028,10796,6476,11564,10772,7051,406,3775,7178
206,6620,10488,1663,136,2831,12581,3908,6672,6087,19323,18566,11519,11169,12684,523,12872,14017
207,12135,8148,7571,16945,3326,2713,5805,12835,1706,2522,12321,5662,19732,16411,11073,9368,7392
208,15022,10311,7875,13827,6670,15559,2887,1410,16782,11522,5283,19608,351,14709,12962,8079,5380
209,8520,14342,19510,17802,1541,19410,8443,17554,10325,15498,5415,8050,4751,687,3472,5973,9413
210,17300,19559,9918,7610,6444,3888,6810,10255,19459,7458,3763,5588,13165,16926,8734,6268,726
211,15014,14105,9811,12795,2387,10350,987,11098,8967,11971,19209,11212,12455,14253,19550,1721,2939
212,4923,14393,9436,4648,11598,13533,12230,12492,16203,19856,17382,6471,9479,17469,18013,10409,1587
213,15003,4391,14447,11032,7489,8802,13078,10596,5534,12166,7017,6493,8116,7548,16979,13744,7562
214,1526,10912,10080,12705,433,11081,12223,10331,506,5645,982,16359,9781,2317,1154,1683,18221
215,17427,5388,11303,8932,9194,12468,5258,4655,18354,3124,16208,19620,2872,11948,1250,8186,3426
216,11282,15705,853,9563,9232,16153,17850,8651,10755,17504,15385,11324,16337,15191,13978,7145,3918
217,12171,7128,5062,5240,9682,11801,13243,12515,818,4900,10794,918,3863,9828,19183,9785,7114
218,17074,12152,15641,10661,10007,8166,7550,2912,2403,9574,16902,7375,12829,3429,8854,16849,2059
219,1059,13729,6198,16688,2706,6092,17291,719,12080,6757,7363,7505,4232,16363,14403,3009,725
220,5186,1799,456,13912,9646,11446,17204,8454,9065,6243,3107,13371,13728,12323,7017,16193,1117
221,2291,11541,3378,10310,9136,1720,18937,14928,13895,5148,103,14309,4403,15785,16624,19764,12472
222,11991,16753,10931,15272,14540,1273,8798,19203,17120,11349,8666,4462,15682,4626,16023,6151,12961
223,17239,16455,9814,7187,365,18575,4088,7658,16542,12980,2584,8023,11291,11807,7201,4145,18176
224,8943,3087,12104,8590,17075,13199,14645,1486,14268,427,18981,4022,14963,4261,2483,12311,15571
225,7432,3533,8064,3486,11087,993,10511,9427,18991,17177,7047,11285,8392,3988,3830,12481,1991
226,11187,18199,12604,11665,6985,7763,12532,7306,17714,4126,11760,13509,11624,14937,2403,10456,17736
227,18919,5686,12799,13690,4903,19841,9227,6470,6081,9087,7018,16200,1400,12123,11872,802,18641
228,19848,19591,10275,18890,18807,1415,8942,8165,17963,6209,4567,19712,18849,19772,5169,12984,7139
229,13156,9259,212,2827,17370,1316,18807,7771,4838,3098,2003,3902,295,19053,5996,19190,10489
230,8264,3474,19355,3493,12457,9881,5252,1758,10655,13078,14996,585,3801,19882,2401,19644,14187
231,15673,6815,1504,10355,567,17167,15130,16293,1596,331,1627,6165,3444,11196,13757,13069,2167
232,10278,8427,14925,10889,753,9785,12351,5214,4559,6760,19843,9795,2140,10349,15467,8037,949
233,3607,15042,4719,3184,6169,13711,1697,3076,7147,9150,4468,4809,3413,5742,2149,9580,3511
234,10259,3422,10087,11467,14450,381,19181,5622,10298,3248,6284,12292,6558,3240,19178,18828,11734
235,18452,1160,16875,8876,2048,17865,1441,9558,7526,2393,11111,12252,7913,18712,8057,17015,9513
236,19308,15049,9182,1224,14754,2331,8007,16491,14007,17407,9790,9798,11277,1660,2365,1779,1450
237,2977,10241,9372,14841,18528,13094,9422,7312,7220,9429,13453,7650,12068,4398,16141,13782,4501
238,12883,336,12855,120,5268,14559,11756,10296,507,4808,1360,4513,11140,9265,14543,4475,15051
239,12503,7087,18504,3492,7598,7293,11038,182,2076,3328,19206,8347,18906,10683,13367,18666,15647
240,19448,1818,17111,13912,19065,10325,7110,9485,17748,5227,14582,4913,10945,1720,19258,9450,17014
241,979,8282,1209,17292,2461,3216,17657,2400,2327,14902,10773,1950,18488,18400,8213,12794,19770
242,13604,13800,13943,6888,3911,5684,13412,16364,2249,5877,6248,2605,11938,13157,5483,3501,1960
243,15033,9718,10872,16992,5890,19582,5383,13382,19471,8005,19711,6784,19222,7160,4886,3245,19871
244,17361,7176,19885,8151,4952,8969,8039,18923,1059,17382,19754,7312,188,302,9747,5270,19639
245,2948,2380,6210,16197,17686,6708,7120,13074,5730,5882,4461,16839,11227,17033,8519,18202,13867
246,11484,10547,655,7749,19449,3731,11334,375,19965,4652,10002,4610,8437,2401,14758,2737,4997
247,14319,17831,5053,4882,17126,18613,12106,18777,15835,15863,12274,1362,11722,1300,11075,2523,8195
248,19626,3200,5896,11934,5472,2997,4706,10622,17964,10358,13952,9683,7595,19477,5127,279,5957
249,13553,16034,17120,11766,13163,3536,16226,14567,14780,4315,293,11165,14721,8754,3964,8095,4694
250,3868,9727,18868,4367,11382,5642,13847,16780,7893,12782,12525,8760,9777,15402,8352,15834,17900
251,12376,3453,18806,7033,11698,19487,2376,3112,6866,5843,10402,6095,10856,16850,8924,17686,18883
252,3615,9547,15887,10822,14406,1968,17976,2296,5920,5450,7551,208,955,16607,5274,5765,17624
253,3106,11800,12890,5402,8663,18217,15016,19284,6559,8509,8490,17380,12712,5460,11252,11229,7713
254,2785,11857,2995,14965,551,16336,11479,17997,7998,971,10002,13167,1906,5723,11175,16309,14761
255,6975,12759,4767,8286,6683,11177,19540,9596,11502,6653,19060,19728,12232,16495,18733,5907,10308
256,19067,16409,13445,7677,17140,10755,19533,14442,7855,19776,585,10779,6779,9719,9767,1405,3429
257,13901,19659,1261,14218,16872,10848,12047,14321,9940,19530,8296,2521,5142,9329,19914,15146,16811
258,10237,17955,8848,2362,12320,16556,13584,18407,6178,7466,11200,3017,10648,11335,19807,1753,17639
259,16101,9358,14019,11429,2226,4737,1052,5967,877,11721,12668,18146,3668,8225,14768,7589,127
260,18200,10428,16553,15262,12241,18859,16461,4069,12502,16978,790,18860,6901,1272,18496,10499,6297
261,1108,18205,12819,19796,17176,10656,10078,14079,11539,17998,6062,10824,15951,15761,18470,18506,599
262,9999,13482,671,4129,607,8263,10885,11578,2339,7966,11042,11427,11446,13018,8801,2122,11977
263,2399,18710,12356,16162,18981,3651,8049,12335,8001,3065,5382,16245,10266,11444,14848,2602,223
264,784,18356,5665,5356,17459,8459,14554,16666,9732,17506,5310,2138,3393,2515,15637,5982,16675
