"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017"
54,15245,16762,19931,6352,7298,13746,14402,19847,2148,2976,19422,15353,2774,9716,11330,2229,15559
55,3878,3859,5577,18223,1445,10504,7277,11265,6287,10290,10691,11483,15656,16724,16616,3321,12469
56,9571,16989,16758,4750,4901,15244,545,3687,1208,9672,2146,6264,15268,14431,5364,9998,4655
57,18187,10912,13314,9151,10149,14699,17336,9521,2103,14115,4486,19749,16183,996,1842,16505,6833
58,8326,17322,12773,19732,6717,16288,13820,10827,10848,18829,12464,8047,11676,868,5038,316,15909
59,588,17981,14595,9197,876,6295,10252,10658,5878,900,7908,19931,1691,16285,6331,2405,6349
60,11946,18904,15269,10811,1151,8407,8927,3368,14125,1383,2367,4443,10702,7904,19407,17540,15580
61,10197,2309,18283,8073,13594,658,12866,156,12381,5784,1033,3600,496,12114,717,14497,1646
62,884,5979,17801,8298,7463,18724,16276,14947,2598,8731,13678,7548,18392,12663,8067,1770,1765
63,3598,530,7540,14593,17070,18104,1907,14131,9582,5537,13172,4958,16069,3845,8928,14489,7724
64,16326,2976,605,4990,8484,14598,11772,9303,3868,225,5080,1186,13483,6590,16918,8166,1793
65,9321,9210,830,4851,10931,10036,7018,8912,3577,12796,9193,11770,18827,14506,6975,19190,535
66,16176,9259,3998,16454,10931,11194,9171,6212,10481,4062,1946,5663,14102,8501,7220,5602,6934
67,5494,6700,1474,1496,1258,5555,7649,9557,3619,18332,18935,6605,8619,14254,13486,17594,19659
68,9005,1362,9867,1925,19573,11813,6718,7328,13090,13720,15944,9263,16884,7899,5103,7571,19142
69,16964,8932,9231,5652,17747,19641,1779,428,12927,14644,14428,10022,14572,1723,3494,19454,10618
70,17487,6034,5563,4900,11197,4429,12171,11209,18649,11614,7691,8761,13966,6187,8437,15054,18442
71,13721,14386,1786,14884,7159,17040,4354,2452,15125,13384,15583,2850,5059,10057,18740,9710,18255
72,17478,15675,3022,4105,16143,17694,8050,18889,16532,14786,12660,19263,15525,12275,17680,13105,1228
73,10009,1625,1658,4851,11806,16465,15525,14020,9264,3901,3305,18689,8505,4102,11574,14821,14763
74,10532,15852,10102,9908,18635,13699,1257,4418,10758,12806,11901,16804,619,3073,7746,8333,8270
75,8910,9464,4082,2344,6329,18063,14364,8058,10932,19742,17033,10311,7261,6211,13933,17904,13218
76,10489,15032,6699,6951,1837,7211,3139,1898,708,15788,7485,4945,11613,8030,5026,10858,7490
77,10915,10037,4941,2959,11154,18874,18856,16488,11793,1337,12727,5648,14886,19280,7026,7400,15874
78,3593,9188,10292,6435,4798,5007,14950,12478,11372,14541,18259,12389,11651,2432,10438,7410,5995
79,6146,3724,786,10992,17706,354,1049,11721,4724,2058,16120,13778,16888,10821,18984,4481,12085
80,9819,12238,4405,10173,10874,5780,2455,17457,10096,15802,11652,9827,15273,8243,10069,9864,11525
81,12773,11333,14887,9511,6866,8960,892,2040,4923,16507,14456,18142,19938,10197,19232,4683,18296
82,9709,13008,5560,4565,12364,10950,13660,2342,4793,4993,15761,1548,1210,16897,19204,10650,5773
83,4963,1312,3345,8325,2328,14925,5964,17100,8407,6686,13323,17581,5416,4224,14864,19317,16152
84,14587,4789,14095,7804,7444,2880,7244,14049,17634,889,19774,14477,16655,19064,18308,2811,1572
85,16248,15078,15308,3263,9345,14738,13289,9665,12650,10515,18510,4018,3804,1619,12482,15997,11108
86,12081,12603,6393,18572,5084,18615,8393,5487,3671,16980,3226,3431,11324,17198,16009,7620,17167
87,11544,6969,19006,15229,302,13573,17731,17294,16954,14913,1648,5751,19983,5172,17457,4833,5894
88,10956,5777,13341,5482,12304,15728,15692,11912,15333,12064,3613,109,2100,2433,9209,12855,8733
89,9408,12944,17058,17639,2124,1687,2043,8754,11123,594,12343,8343,7882,15618,17099,5978,19101
90,6703,3769,3667,14875,11986,14700,568,16950,16487,12907,16064,12390,17157,819,959,19261,15618
91,19849,14737,2127,5345,15778,7546,11313,12070,2162,19723,13640,13059,12213,11538,9827,3501,1964
92,16842,3438,7720,7815,12300,19395,18863,16498,8370,6695,2017,15431,13698,16315,9126,11655,1643
93,2040,16911,699,17078,5299,2478,7935,4379,3731,14622,10840,11321,14802,11212,11529,15157,2939
94,6491,15052,19768,9529,19546,15710,12878,10004,15202,6507,18513,13760,369,1729,19653,14077,4060
95,10232,3530,6593,11036,8416,4951,8670,8404,18703,10306,14132,6713,7537,5703,7379,17523,9763
96,17893,582,3137,4449,4887,15716,14994,14511,19221,11174,16289,13768,14242,5431,14573,14755,2655
97,16824,7362,16874,8705,5722,5896,11604,2324,19795,18312,348,9495,17670,4047,18272,19227,2339
98,5735,16917,3686,3328,511,10976,7546,3397,1895,17280,11829,15400,11143,9246,6077,10566,10135
99,17946,6359,7750,1988,15532,8029,3044,15781,18960,4391,9865,15202,4301,18608,5549,6307,10878
100,18532,13637,17676,7059,5893,1384,842,7455,19755,18986,14099,14267,1807,13477,6654,7959,9509
101,10086,12101,16556,12289,1402,8213,13839,10072,1728,2893,3489,17486,9858,11994,16461,8591,1564
102,17700,10894,1560,11445,440,16527,16597,17083,18060,12709,12356,9501,11879,10009,9048,7072,1566
103,9780,13955,5195,17032,1939,4720,16866,13638,3746,7272,9581,14458,17890,7060,5270,13599,6494
104,13105,2425,17226,12709,16644,11593,8442,10020,15987,17345,1914,11841,13716,19290,19141,18383,7087
105,16222,14318,18912,12992,17673,17450,11144,12053,17258,18548,15136,9791,19991,7378,16581,12592,11011
106,14692,19587,5263,15387,8829,16503,16956,13791,4360,19906,11099,4136,6000,17125,1091,11166,7001
107,4421,716,9000,15579,13086,18772,8239,2093,11397,2231,9717,19588,14967,290,16437,17056,6522
108,3984,2203,16125,12057,12865,14410,13922,18997,3881,6219,17451,12854,13982,19268,2974,6161,8730
109,8219,3056,879,18292,5280,3197,9486,19497,19527,1813,14089,12072,5446,11677,4389,6482,968
110,7715,3131,9308,5597,8899,16036,16184,18619,8745,12861,2834,3595,1072,12580,1328,9058,6969
111,8517,2434,11226,16106,8940,6958,2041,8222,17028,898,2203,17993,13252,3624,11188,14889,1336
112,2142,12739,19345,10786,6193,17217,18094,13960,3122,9992,17174,18264,11007,4778,2768,19383,10698
113,17027,12881,14714,5106,6529,7417,7876,9554,13234,8546,12412,18710,4188,10580,8575,12663,11971
114,11584,11862,2508,16633,18119,6179,18978,2921,4466,13364,8511,16681,7469,10898,7749,6906,2643
115,18155,6253,17057,12427,10013,5641,17010,10690,15729,12120,13997,3267,8027,13209,11739,17477,6567
116,15227,9538,3643,12968,8617,926,1739,15606,14907,12487,13244,1815,5375,13917,778,10981,6757
117,5579,3934,6229,4844,16201,10274,5356,5928,2511,6323,13181,13260,17785,4131,12603,15399,15951
118,18217,8042,2608,6275,14076,12791,14063,15712,6030,13957,9537,1556,17743,16267,9483,13635,16200
119,12010,1375,17192,829,4200,19211,8949,1787,9967,10776,5641,15436,5595,7634,11602,10408,12152
120,4265,15209,11340,6948,7891,648,1760,6725,7703,310,6370,8891,16630,3820,15985,4237,5617
121,11879,1980,5920,13960,17806,19866,17267,8501,12332,10512,3938,18992,11840,8785,17767,13075,13377
122,19176,18911,1399,19751,5792,10320,14900,3265,3688,2321,13578,13688,206,12799,12035,7310,6160
123,9570,7356,16497,16315,16930,6214,16431,5762,13783,12486,10324,9635,1563,3637,14561,10556,16567
124,12023,6229,9257,6488,7501,16766,7310,5361,6129,18530,15859,907,2899,16033,11583,11663,13628
125,5702,3064,7596,14743,11421,177,17658,5409,3482,522,9321,9757,13678,14784,17932,3923,19277
126,11775,15439,4131,3476,1259,9824,15967,18602,16090,6583,17827,10831,4773,506,3126,2862,10371
127,3983,5809,7821,15453,3445,7609,10340,6961,16587,13364,16573,11114,4188,7271,15983,6222,12625
128,13741,12727,207,15953,18060,10744,10995,8233,14362,18967,6847,4232,13885,1318,16571,10522,6855
129,13457,5661,16388,4208,9872,4440,887,15660,6469,11061,4276,16326,19861,8584,4002,2847,19940
130,7026,10106,2719,10071,7692,12720,11787,16683,19602,13783,13801,1222,1927,2477,12719,19392,2133
131,1584,17361,9393,17615,11994,10020,4735,15575,3916,19213,5573,5716,15536,11740,4688,4191,17608
132,14166,9536,18503,15352,15734,3232,10631,7047,12209,15584,1761,10974,14023,12120,16251,2729,13591
133,14531,8396,11905,10708,7118,19705,764,3061,2845,17324,14475,783,19957,16494,7785,10477,3066
134,19321,12184,1632,603,13495,17001,8691,9648,9048,11328,6540,19042,11098,1713,8106,10374,15450
135,6380,13495,11037,12946,14364,14457,16646,2518,7118,2685,6653,10509,7239,13688,2391,5259,5686
136,18785,16919,8213,5206,7214,10273,3332,3051,8641,15663,15712,11007,17038,5267,4701,10898,8637
137,19165,8790,19330,13370,12072,16212,17734,2522,19481,19674,6674,8791,7175,12374,19391,11346,18931
138,16470,14274,10246,2359,11693,12783,17336,9671,2738,18794,4066,6935,5290,15375,5078,12500,19546
139,18841,1805,3117,8368,9294,16487,112,15964,19076,2919,5094,11733,5940,3336,2706,512,19838
140,10797,1566,12824,18953,19879,13963,14654,11850,552,12813,5446,15756,13798,342,18415,11449,119
141,12937,11097,17791,6038,15058,13956,16869,12958,8670,540,14826,4720,210,832,13762,5319,6572
142,13061,1153,14906,11332,13864,16197,10052,16805,9231,5570,14241,913,2193,15925,15255,19855,2302
143,8021,17246,10102,16052,3523,15587,9629,7157,4069,11872,7222,13720,8628,18716,3233,1166,4462
144,13699,367,4338,10780,10805,11035,5253,4881,16413,19967,8653,9802,4123,1015,1897,344,14040
145,2096,12627,19228,830,3015,12327,12726,9494,3978,13704,14480,10081,6278,9955,13595,18576,17332
146,7642,18725,18510,502,4551,1168,18445,10491,3559,14930,14639,18322,8375,16033,5173,4413,19906
147,1339,8599,10985,19142,3614,13903,18352,14478,11367,3135,1972,15829,3851,4565,13729,18250,16929
148,1893,4002,7170,7345,13483,11590,2016,18720,16348,17430,10544,13752,1241,11399,5090,15727,14135
149,9369,3567,13341,6195,2926,16896,7046,18012,4306,19646,8614,122,3289,12650,19242,1465,15636
150,5024,189,14659,10104,1698,14865,210,7003,2408,13700,14978,6438,5171,12218,2909,14026,2480
151,4890,2813,15228,8845,11292,13911,8713,13399,13762,18875,18655,19648,1312,15012,11324,18575,8897
152,2558,4953,14198,6558,5591,6096,3786,17448,15737,8977,17505,2129,13260,12435,536,6151,12505
153,6406,12818,12171,14006,18800,5713,1651,6421,16690,11218,13454,19866,17011,884,5054,12402,1081
154,8149,14414,6020,16069,11589,7536,11402,3417,13138,12215,17180,18866,12406,6231,16628,14430,3781
155,17605,14190,4103,7831,13981,5144,543,1343,9041,10850,10351,10359,1190,11875,19997,14599,6022
156,18102,6910,5445,7421,17889,4025,17126,12594,8258,19813,11448,963,3375,578,14011,4211,11418
157,7874,9594,14781,16409,8741,8048,5523,8148,17627,3766,8369,13113,3346,12815,12969,4855,10729
158,7183,6345,15031,19179,7514,19048,16346,3307,14881,16944,16717,6234,1807,4264,1348,18101,17518
159,4629,13102,19509,8406,15267,4809,18420,19434,2269,18724,19375,4716,6590,4039,4984,19041,18326
160,9796,13824,14932,17470,3491,17307,4211,8096,3456,15257,6313,1224,18062,19848,7058,16087,2282
161,10818,16397,17726,13042,9054,4426,7974,7916,715,16589,4972,12448,16910,10079,12364,11306,13958
162,17119,9870,5869,6148,16397,16839,12971,16399,17756,12071,4830,5006,16036,18137,5709,11951,282
163,2675,15581,19307,2300,1794,18421,12525,19368,2135,8328,1546,1692,13092,19998,17700,6501,2985
164,12782,16566,9644,9435,9437,14672,12135,4949,16766,6146,13129,18071,8545,18553,2289,5209,4476
165,19956,8213,8600,5598,11122,7619,9451,15016,17698,11179,11669,12987,11855,19513,7617,4562,5986
166,524,13545,1304,19924,4324,966,845,13350,10493,12667,19442,805,11112,6192,11000,3388,10077
167,14883,12207,4634,3844,15472,8238,3227,4712,9734,6060,8436,7195,6667,13430,9411,4951,7175
168,15343,5129,12353,11697,15668,2924,13564,13939,438,16212,10985,11760,1984,17352,3897,9266,17156
169,17734,1759,2828,2390,9659,19930,19372,17036,16702,378,16824,917,15240,6470,14624,2431,13833
170,7706,10914,5220,13680,11921,10884,7505,10934,10534,1482,14467,7538,13276,8478,3701,16969,4049
171,13005,19807,5620,18457,6156,3558,10157,16108,1422,10635,10772,16054,9182,2729,6167,1748,16724
172,18998,3534,18973,8131,5741,7397,2108,5358,11023,950,11784,18208,16591,4426,9986,17357,10393
173,17356,18729,1587,11494,14636,15688,17742,19307,5255,17256,13674,6511,15565,19792,5790,13553,5050
174,16616,11981,18085,2053,6938,19860,10794,4856,10936,5708,7844,18385,15710,6909,1654,5671,16682
175,9262,5205,4045,5539,3746,19460,19664,19262,18261,3503,457,312,5645,2548,5515,6692,835
176,11784,1279,19713,14747,19721,7512,19020,5608,4616,7658,1478,10874,18760,2261,1877,8382,15754
177,14249,366,2057,9353,18237,11575,12387,4024,19582,14093,19506,10905,17146,2489,7384,13186,1656
178,673,12258,5545,11896,4463,9570,4301,8105,16928,17313,16345,13295,12757,8517,12889,19000,17767
179,8031,9275,17275,9623,13964,15611,409,16927,12372,19936,19265,13843,9569,12245,15121,9620,3165
180,9822,18886,3477,3509,8005,580,14945,10795,14474,2669,19326,10825,19053,14382,3599,11594,7836
181,10521,13079,12399,12210,18234,5276,1887,8057,11468,12138,12658,10154,15839,18364,737,14958,6588
182,6068,8197,2732,12374,10570,1759,1902,14074,17591,16221,19939,3904,18433,19137,17947,14102,5669
183,17550,9613,830,13452,3167,6471,1291,16437,9862,16990,9025,2007,7487,12837,19579,13633,18256
184,2412,6915,3839,6061,16859,3526,924,11862,10690,9277,17500,6560,7062,2968,8651,11763,13561
185,7346,1409,3729,3978,9570,765,5181,14845,14375,1789,19188,2505,941,2973,14757,11395,4480
186,12476,16837,16063,14644,9039,13412,17399,17053,7911,18747,10513,9172,12130,14316,13719,13653,5346
187,17298,14696,8697,9185,18949,10495,5153,10237,8599,10799,13488,11730,3366,6542,12732,14115,13042
188,1095,10834,19964,8804,9626,1801,12994,17288,469,1997,18637,18456,1799,10892,14393,3850,4703
189,17930,2961,4770,18606,579,3889,519,251,14450,19648,15343,17400,8471,16790,4258,8410,10002
190,7786,12979,4164,17161,18720,2390,11870,4849,14632,111,1800,14752,308,16495,4337,11948,16468
191,8782,4120,6370,14280,10012,19082,8575,2515,19736,12422,18551,518,19506,7749,7931,10010,2059
192,4894,12394,998,2182,16575,7880,1362,3811,11972,6123,7492,14348,3576,7188,3108,14912,3432
193,10594,8186,19243,19074,19110,18172,9415,3939,3491,10258,5716,15024,16523,8213,7231,3414,4881
194,1673,13261,10069,5527,12215,14840,240,7060,7470,8162,10503,17412,14341,1576,8584,8294,12885
195,1383,7776,6729,5150,10952,13332,4827,8749,12552,17901,13600,6903,2166,18602,14271,17867,5922
196,19214,15845,2815,10355,11009,10099,3265,8150,9839,18584,3681,10757,18446,19636,3916,3393,1152
197,5102,9522,14170,5790,10721,12725,15846,13818,13628,2265,874,5526,1137,10545,10797,14048,1062
198,16099,14816,7052,19637,10203,10046,18540,3766,3309,8531,9416,14920,8565,14978,11159,16870,4783
199,19452,11802,11945,5560,3796,11887,19391,2787,12022,6249,5607,7270,7877,11082,18600,10765,16121
200,7369,14108,9029,14106,5048,11039,15170,14735,9947,5101,185,1867,1559,15446,18070,283,14574
201,4625,11191,14600,14651,15801,11601,15708,4363,15464,10514,2961,4154,3866,5541,16561,15543,13977
202,372,15274,2662,16927,5642,13648,649,5602,1639,7854,4135,8558,13513,2623,17935,680,8466
203,17106,9618,1357,17773,13439,15876,6293,4412,17147,7834,18251,8889,4058,16919,13832,1470,14868
204,11040,3612,3459,10639,14312,14691,9873,9988,9886,13453,18911,14578,1459,2726,12837,3278,14334
205,2441,13516,17670,7959,9010,2336,7734,8871,16355,8410,14402,3488,11593,14602,1980,14830,16153
206,12361,13319,3745,19863,1398,8668,15207,9844,12324,3122,5954,6315,10201,10651,6916,954,3062
207,19313,7098,5634,16992,5832,8137,13931,19113,5262,15006,18591,839,7544,5180,15078,15409,8010
208,8290,17555,4399,2591,11626,11483,13054,10179,11378,15828,6830,17708,9223,10439,17247,19321,15748
209,10255,3798,14917,10255,3491,1407,8994,10127,10262,9916,2373,16480,15200,9763,14069,5725,5029
210,8032,4880,6764,5467,965,15724,18619,18758,18079,10899,18142,11840,3326,9749,9994,13594,6684
211,9595,7387,7752,15577,15139,12390,19014,7263,4865,17052,4181,5670,12253,541,548,16634,5549
212,9726,14403,7624,16875,6008,4843,14222,15680,13211,2172,11027,10017,5136,1574,4514,11852,6408
213,14239,6580,3706,7201,3790,11503,11548,14898,13631,9044,11410,9333,16650,19178,7445,11102,9123
214,10273,7330,12386,13699,3114,4585,10240,14185,4604,4227,1298,4449,13079,19327,2636,13023,3844
215,12463,19281,10383,1382,16349,957,6767,1215,3927,4558,4583,3949,1711,19070,11269,12126,16228
216,4625,16978,7030,2358,19983,3768,18680,16558,1883,17661,11108,11061,16338,13989,5581,8867,8608
217,7158,9707,11019,10748,2649,17607,14901,5345,7098,7115,11881,4038,10454,5424,6403,10169,16488
218,9968,9472,19534,7371,17232,18037,3667,19038,5319,10714,15594,6345,15752,7237,13737,10551,5154
219,5304,9494,2572,7817,2855,936,2219,9027,3735,12971,13482,6240,12176,16572,15994,9793,5019
220,558,19428,17904,259,339,13106,15242,15340,17401,3256,19850,12649,4401,8922,12668,13174,9728
221,8315,11826,19189,12223,5767,16897,11985,1104,9632,7472,18326,12245,5936,6186,4079,6892,5354
222,7369,17394,16857,11733,18151,7161,2815,2880,17610,12880,19907,2630,1501,1209,17936,4993,5584
223,9719,14820,15361,18388,14557,12347,18896,15211,12870,16908,14196,13891,12730,13045,16619,9348,19053
224,11943,11399,10249,2189,4085,3366,18683,6509,17122,8594,19815,11021,17883,10398,8285,16730,6940
225,17083,2494,19933,10205,13484,12148,3034,12467,14686,11265,10033,2028,6424,10713,4593,6405,14696
226,15060,9304,9949,1795,13322,12204,240,19080,16469,2378,4069,11026,4628,19650,649,15164,18120
227,19468,12993,14972,13821,12521,15143,11939,8056,483,11293,3844,19265,9715,10412,4687,15661,2979
228,17117,5229,15282,17265,18189,4455,14053,10341,16389,4431,13174,10711,5266,16987,15536,8719,11916
229,10510,10147,4053,17962,9813,13716,2800,3045,10787,12374,19955,19647,8171,13612,15488,12599,13435
230,7102,19480,1945,16443,17648,13157,19593,16217,773,16640,15085,5888,17574,15060,9308,3110,11977
231,16820,16604,17634,19540,18790,17966,13043,6100,11105,17797,13518,13949,6410,19879,690,6209,15956
232,12518,4376,4217,11773,9977,19063,18395,1517,10056,19845,9848,17906,1025,7810,13693,9694,7278
233,10085,555,4784,1193,8485,7840,12905,14813,12401,18279,15003,2653,19461,175,3317,18672,19081
234,5427,13896,16661,14745,12693,2123,8923,3492,10901,9826,7950,16635,2599,16827,15908,12099,10491
235,7669,10723,14188,12933,6673,12534,17933,5712,6479,10387,13274,4776,6139,3304,10539,16713,10860
236,4590,7640,15432,3103,2447,3679,11429,10521,16884,16721,18062,13505,3013,9810,9945,15672,16327
237,15937,15744,13467,4842,2362,10876,647,15327,7675,10433,288,13394,6915,13754,6949,3075,13200
238,7510,14907,9110,11206,16770,9417,3280,7296,13653,1323,3449,18417,7918,11925,17850,1779,11253
239,9414,1705,16650,9766,17530,13989,2493,17280,5283,12012,6329,4013,10969,17084,12924,12070,17773
240,2135,11105,10849,16347,12129,5999,17880,10885,16469,1843,7282,2947,9258,5959,18556,19365,7485
241,6793,3636,18395,15564,12157,1445,7413,2372,14314,8406,897,11369,376,2867,11995,14207,1262
242,5122,18005,2998,2523,16768,4537,18204,18499,16233,848,15221,4733,15501,1404,5882,14726,7283
243,16226,18891,15950,1058,10848,10859,15249,18471,18594,10085,12747,18705,10613,1038,18117,18648,5415
244,12414,8537,3619,11463,8711,4857,19645,16520,4556,3000,7137,10492,4171,8248,12905,6492,8439
245,4364,6269,2966,18780,9330,14161,2912,6825,15639,9538,17653,14241,6674,3068,6347,1051,879
246,14710,6396,11092,19080,4156,6015,2850,8162,10936,9027,5093,5718,18028,11208,19036,10275,10551
247,15453,11665,15641,3427,7629,5096,16243,5941,1434,4634,8102,4557,10727,18934,19554,19799,10022
248,10870,10660,13069,1634,760,14474,10694,7259,12388,6779,3597,2956,17731,14803,18384,17343,175
249,3652,162,9099,12249,124,8655,7982,12771,5846,3277,10087,11026,13528,7012,15474,2277,4642
250,6924,18457,14809,13159,761,1025,10081,14538,2733,1169,14974,9930,3691,3117,18309,15680,8792
251,2706,12693,8719,15270,6309,737,19345,18040,14194,11324,5035,9859,10741,3913,10441,5893,8978
252,14761,2507,10318,13586,16591,3607,15227,1781,14810,19733,6109,4920,18901,17784,2687,4305,13248
253,19042,7071,7788,18141,2820,3300,13698,3064,18614,6249,2589,19174,2008,6185,13795,10420,3860
254,3878,19429,16341,5090,6115,18167,10411,8284,11199,5534,13710,18972,1647,7389,15576,16245,18201
255,14468,15360,18030,9428,13677,17214,6963,3952,18443,8235,2608,11150,15943,4210,10675,5708,8628
256,17142,14785,7884,10014,14381,9748,4056,4025,7247,16334,4462,15658,12041,10902,1855,3421,6185
257,9570,2724,5400,8013,9477,3400,10237,19435,6022,17730,11076,1524,12900,3737,18300,19908,2736
258,11179,1067,8260,13681,10549,1369,6826,10317,3985,18354,16928,17661,7958,15484,7118,3834,17558
259,12208,18156,3649,12690,18108,7094,19079,3779,19641,8996,8923,2990,14989,5391,2802,9981,6718
260,1510,8629,17898,18711,1808,8316,19919,16166,15333,1131,12655,17663,2061,5208,12663,18171,14321
261,10587,5609,8593,16218,14298,1636,19616,9676,16610,11273,8480,15945,3203,9117,17030,2893,7871
262,17273,17357,18732,8032,11500,6339,5913,13745,10939,15796,11016,5938,9608,16543,14512,11076,14079
263,5316,10636,4926,5552,7052,6505,15341,15848,9210,2286,4263,18285,18710,8899,14421,9701,14013
264,3502,10871,945,17101,18012,8392,11801,11965,212,5021,2825,18044,18731,14652,10633,3946,4238
