"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012"
89,1910,5519,10295,11237,486,17686,11324,15401,12889,1714,19436,3762
90,4406,17163,2268,19429,6143,3628,12026,5270,4587,5846,14517,5375
91,19745,2377,15565,19526,15008,12095,13657,10961,1989,8054,14671,10330
92,7291,18148,7152,8211,4147,635,4369,5734,18764,11630,4968,19998
93,17112,2322,8776,4091,15300,7847,12733,15602,16774,14803,15323,2074
94,1032,4598,5936,18525,4680,16267,7130,3689,19295,6743,11066,16376
95,11011,1042,12217,9168,19197,14354,18475,8130,16256,11833,16645,13335
96,7701,8942,14417,11602,19412,7723,11023,19528,19472,11847,2256,16665
97,15224,17556,1906,14801,154,11277,7145,10872,11450,991,1700,13289
98,1255,19814,17297,13090,10037,15006,11276,9663,3879,12234,6720,6194
99,10294,12123,18081,6852,12185,2731,17194,10909,5430,3423,12455,3630
100,639,2411,9020,19024,8473,9557,15597,1164,5967,8683,19067,19481
101,16232,11493,12854,18676,7846,16907,11759,9134,18771,2426,833,15480
102,17430,19603,204,18458,8802,15194,5792,8097,14486,4580,16780,10078
103,8276,8558,13626,12544,10801,5937,11023,15046,2085,12633,14471,19528
104,7380,8087,16702,9082,17805,19880,11496,19558,6227,11342,18265,5856
105,19781,4630,1962,15484,15876,4547,7355,4480,14220,13839,4496,323
106,14219,11039,15656,19420,11760,7745,18371,18619,19512,14795,2114,3893
107,1046,7131,15455,16417,787,10890,19821,15887,2333,8985,18162,4359
108,17556,1345,14125,10594,14905,15839,15822,10086,19094,18796,14949,9409
109,6082,3375,4395,14417,10886,15861,18119,12702,15790,5263,18147,18269
110,11288,4193,16509,9641,4589,19217,1091,991,3425,10004,12807,1159
111,19442,15362,9580,13827,5270,9647,13840,10805,3832,3299,14751,5965
112,8425,1736,13018,19556,3566,9582,10805,6079,1762,14652,12526,19904
113,16535,7295,16722,6573,10209,12304,19902,10076,6057,14207,3167,4065
114,19053,8139,9928,19096,1031,4855,13798,2802,209,7210,1825,10853
115,7049,16241,16679,3904,8552,6079,15315,15946,3020,740,10526,8419
116,15094,13288,2211,14799,19590,9931,9097,14375,4595,19819,16820,11078
117,5898,10960,1484,7642,13608,4599,19161,13833,5161,15238,1860,14666
118,7592,8286,1674,3903,12575,10226,12579,15382,17582,1499,18326,16106
119,11960,6988,4835,4714,12433,10609,12474,7020,11751,10269,3326,17014
120,3944,10202,18805,15722,2663,1300,9327,3133,4974,17013,12745,13579
121,10467,11000,3568,1794,5349,18086,11014,10705,15813,7563,19453,5338
122,7590,11321,6549,4487,8011,313,7988,5133,780,18490,3877,9512
123,5496,16451,16630,9569,3009,19209,18177,12175,642,1899,7128,2911
124,312,17053,7241,11479,14307,956,6620,13267,1330,7506,12475,8948
125,7997,19249,13393,19792,14896,12664,11521,5691,4958,10796,13108,11820
126,3483,13697,16013,14770,4496,239,13836,3904,1491,12325,4600,8441
127,3687,11098,17844,12575,14383,7920,9861,8417,3504,7440,8096,1455
128,6544,15810,8225,12826,1541,12333,13090,115,15571,17824,511,6389
129,10505,5791,6150,248,5772,6745,15798,9530,6067,1521,19779,19229
130,16260,4705,4902,5262,13876,5213,13921,7179,3198,2896,5270,15215
131,15833,16027,18802,2942,3789,4973,17269,7146,10670,1951,10671,4617
132,7681,3307,16584,19206,14881,9411,8848,6229,1510,16767,5529,4190
133,529,963,6332,15471,16542,12383,15215,15700,12066,14694,12243,6410
134,17669,19708,8871,16329,8725,2232,15398,1540,2599,5204,6375,8137
135,17676,13828,1684,19489,8605,9102,14049,16228,555,3058,14551,12224
136,4544,16146,7779,2199,244,2381,19226,10895,14592,13427,14561,2047
137,19332,1434,9487,14794,3751,17233,10374,1798,18696,13935,1220,10605
138,1225,15561,13977,9196,15619,13547,17333,3756,19076,16316,311,5850
139,1254,4948,7012,3668,12374,16617,335,4859,16196,7194,16807,17144
140,9515,16014,11805,10138,19903,5055,15077,2894,11108,6468,4866,5146
141,19977,7038,17543,5380,15331,19138,8939,12019,17106,16044,17966,8658
142,9295,7111,14025,15265,11325,16103,3169,6588,19065,14879,12682,7952
143,2834,10132,12104,9360,855,13952,2930,5137,7909,15819,15785,10116
144,596,17307,18650,17281,1124,19347,6218,16944,5707,4040,3211,1045
145,2395,6084,7754,4863,16280,2347,14492,9714,7844,7449,13194,5051
146,17875,9127,10876,5184,9711,17488,16593,15156,7455,11488,552,4242
147,14895,3349,1107,15604,1156,10946,10337,11201,6815,7510,4324,4067
148,5904,16863,937,13793,6840,2012,12663,18883,7159,11996,11660,1745
149,12882,18174,818,18133,1018,19271,8492,4606,15486,5519,19827,6216
150,4659,13160,907,15599,2299,13395,5417,13297,272,11404,12998,283
151,5417,12943,17295,9842,10445,15170,15597,346,17506,8906,3621,7530
152,3310,13414,15345,19938,13505,2434,19860,12717,10678,19805,17038,10148
153,10716,19494,4932,4971,17733,13306,10930,7998,5836,2905,16136,16508
154,12579,2396,7181,19478,2951,16553,9108,12382,4564,8810,136,19114
155,11305,11928,4740,19604,12899,7374,17790,7411,3403,4677,11982,2137
156,2842,15166,261,7504,5073,16121,7807,13420,2558,19688,15423,6870
157,5326,4944,11905,16483,19663,11332,3756,6726,5290,11132,6829,9729
158,2703,6766,1334,11779,9965,6555,10648,19969,5220,18861,827,17611
159,4422,4495,4374,4070,19524,17476,6344,491,16100,1112,689,15148
160,18470,6108,14240,10332,15064,11385,11570,9163,1397,2202,1590,14495
161,15525,11531,2259,14400,16525,8181,9009,11517,13474,9691,18169,10158
162,564,13535,4764,6910,18155,19271,18498,12738,18040,6577,13058,2768
163,7124,5636,785,2996,15317,7336,8044,6990,6830,17473,9884,4746
164,14364,8982,7504,14332,14813,1765,19197,277,10621,4294,9106,13035
165,18746,9630,3620,18725,17818,14754,1288,15163,18866,14982,10806,17984
166,17688,19459,8012,8407,15145,17830,8840,3670,8358,15895,3830,12229
167,7136,10452,17780,5475,19337,17086,19300,6915,14203,14828,2794,5147
168,5291,3005,3532,11576,4427,10231,3734,12539,10106,8345,14162,13765
169,12633,13469,4926,18265,9148,1195,13462,9692,7235,15589,18161,2829
170,11366,16432,18814,13905,18997,17542,17972,3547,9546,6716,4120,18842
171,2791,13200,3092,19990,824,1477,9253,750,6202,3611,2987,5405
172,6637,16764,16409,4619,11355,1201,19544,1918,7715,18012,9628,12911
173,2498,3332,14975,12384,9792,7685,11277,5792,15105,13544,13195,9930
174,10019,6483,13637,6112,19900,5761,15589,13579,6077,11524,16567,17925
175,6541,19163,1790,8399,2307,18680,808,13232,11543,4598,1854,9926
176,12641,1103,16250,8984,6071,5994,361,16466,5404,13468,15230,2202
177,5931,7428,11353,12402,5462,1752,1483,4921,3682,460,10345,19411
178,7652,4773,17469,4025,8782,637,11429,3049,16558,12056,9254,4272
179,6663,11415,12440,18620,9202,3074,8602,17921,18899,13179,6670,422
180,7725,7153,6740,8504,250,1269,10453,3824,5502,4941,6978,19244
181,4210,253,5249,3863,11789,19624,1923,2915,3039,3465,620,17243
182,7455,19941,3621,19957,6240,1017,5434,17939,9528,19376,17578,18419
183,11564,14847,2599,16238,2946,19119,3564,9677,15808,5054,19335,8075
184,16095,15686,9607,4340,11416,9062,19205,17011,11372,2759,715,15422
185,10583,16673,9889,19742,14297,5674,4244,18903,5009,12575,6482,1293
186,12133,13180,3300,4444,10387,4854,19563,13731,7510,7198,16286,12710
187,8979,5224,13737,2326,11048,4052,16025,14183,4766,15824,3847,14960
188,6359,6548,17044,14641,17501,16347,7846,14827,4143,14419,19657,8372
189,2077,10748,13304,654,18370,11034,6552,787,1747,5221,16063,5885
190,2067,19515,5679,7421,14132,7288,633,18735,19345,9255,18203,7162
191,348,11701,5634,537,3487,16014,456,19640,12844,19846,1704,19064
192,5889,18778,5912,14563,19046,7409,7842,16558,8272,16234,4399,475
193,10408,14085,2483,594,11480,7953,11891,17901,2966,18527,16146,631
194,12067,5476,18120,9094,659,12281,8868,9434,15637,9596,5314,9543
195,15404,5941,11173,2434,14353,18816,11932,2590,14255,8934,1960,10057
196,599,18162,4647,12700,8600,6813,15580,1541,12113,19965,11194,9985
197,6555,2803,18932,6956,5249,483,1270,13135,622,15559,2748,13497
198,10311,6014,18606,9700,8191,1190,5416,16519,6622,19577,9257,2668
199,15407,18656,18846,16945,18528,6984,5651,17124,17645,17684,18027,18319
200,1063,2895,5114,15409,9154,8823,2925,1629,3573,3378,14321,9346
201,7535,18006,8419,3593,17908,15182,3727,9824,11554,11307,6520,17028
202,15151,167,1133,14383,18830,14973,12562,3504,2554,2692,3869,776
203,5204,18243,649,9086,16198,478,17508,826,9403,11732,19719,13241
204,9302,12285,9599,9255,9037,17293,10831,5914,12236,16257,9843,6131
205,16592,1528,11354,13803,4229,10264,5094,2998,4420,14248,10349,11017
206,17656,12604,12235,14475,17565,11862,15712,14569,8380,11382,11831,9947
207,15204,19315,7666,9263,10924,13798,7464,16920,5504,11712,1827,16816
208,12685,11223,17254,6208,10438,17712,6030,13819,15842,6809,2257,1399
209,18639,2692,16777,18588,1884,15887,10191,10805,4692,19358,1109,8479
210,15629,14744,3989,1066,18041,2263,15133,3794,4659,8340,17455,4421
211,19580,11079,19745,16538,12215,2079,14953,2421,16155,9578,2925,19031
212,585,10420,19117,2035,7716,13212,18750,2897,3261,4538,14536,6347
213,2141,17656,1574,7053,423,9661,3216,15290,1863,3091,154,10344
214,5816,19245,3395,5346,11727,18674,19124,4143,14683,16712,19399,859
215,11840,19415,18552,840,12137,420,3638,14009,19249,16452,15384,12044
216,13819,10146,10906,15892,19528,19609,13496,14260,12866,14099,9229,1131
217,5513,14093,16355,13230,9767,7965,15399,5998,16703,17014,6440,14706
218,19974,2394,16034,18915,12228,6474,9395,16895,3737,17390,14850,19107
219,6087,6243,4700,12691,8960,12493,9213,4017,4467,7091,17446,4144
220,5429,3423,299,1416,3845,196,4760,14969,3209,5607,14437,12583
221,2744,10974,16353,261,18929,17375,10862,13167,15990,2904,3234,16227
222,2821,9407,4124,14802,15155,7336,8300,13998,11595,13012,1479,17101
223,15942,6072,11075,7217,13344,9067,832,10374,19506,17580,9540,14375
224,162,3086,14550,10599,13063,13083,16994,19909,8364,13289,9385,9832
225,11563,19573,13917,13499,6142,7167,14457,18792,8928,8674,5894,5805
226,7273,2549,10509,15465,17414,16117,12989,10818,768,813,2239,1562
227,16903,12663,17385,19606,18670,19782,15444,8680,10797,19879,13798,11237
228,5158,6192,6556,17997,2750,400,1771,19187,13249,6311,16568,11460
229,4909,1221,19884,3623,5634,651,13140,16544,816,6727,13997,7903
230,17231,5967,3824,3265,1606,6484,4669,16547,4890,7964,624,2882
231,8141,12222,4511,10394,7656,784,1757,4781,1080,4772,8628,13367
232,992,14812,4486,14031,9893,16314,6984,8879,5089,7768,13240,16479
233,1894,16005,14650,17024,3024,9377,450,10598,6176,10892,10865,18137
234,19720,19615,10799,9835,7865,18512,12056,14780,5193,17874,12452,8564
235,6817,13114,11807,13444,8229,18623,17204,9487,15214,3294,13434,11749
236,18290,11671,18743,6739,10501,3180,18621,8926,7796,7782,17504,15467
237,17207,9835,10041,6879,19294,12160,14318,3199,6811,12448,19034,16471
238,14795,9799,4655,5166,11218,3470,14136,7281,19138,12288,11073,1673
239,4740,8550,9586,4018,15506,4292,6690,7886,6423,16039,11955,10566
240,10193,9198,12980,681,379,6990,3658,12685,17851,5860,5754,1769
241,13244,12867,5165,7230,5692,6816,2022,17774,4488,14770,5788,313
242,17561,14047,10314,7827,14641,16411,11254,11424,15785,18072,7799,8593
243,17089,15934,5210,12937,7873,5226,6650,18093,16189,16289,6381,7760
244,18227,2259,4260,19246,17057,13346,9100,7803,14533,9765,5300,723
245,13231,12418,11401,10600,18687,15364,18570,5354,11826,9872,11493,7104
246,10528,8978,10370,13694,3470,2027,4632,12345,16442,14437,16260,3901
247,7104,12886,2938,6211,13021,17753,16171,820,8623,798,11055,17391
248,18973,17953,11063,11523,18591,7198,1716,9925,9453,3565,8079,17119
249,13077,17654,14934,5150,10760,8924,2118,7532,18431,1208,4918,11001
250,6729,12407,8947,19060,1553,9859,1476,6937,17196,3999,16762,6655
251,5494,8671,1240,5803,16004,18064,6127,11582,8288,362,2825,7438
252,7240,8984,6900,5580,11967,2315,572,8009,9145,3894,1502,10118
253,8283,9035,6734,5535,18181,9061,1944,153,1395,11680,19069,4068
254,11991,7914,9559,13993,14898,7796,14570,4825,15873,10394,3075,16782
255,19372,15490,10873,6566,8145,7229,17471,17726,7847,18913,10833,860
256,19351,1189,9049,13607,12632,14400,12659,1874,1272,7641,6557,783
257,15053,16404,631,4341,10020,1987,11550,6878,2908,6423,9424,12762
258,18912,14781,4375,3168,18614,8673,9191,6364,18838,14742,9560,13086
259,293,15698,10867,6999,11901,2630,16471,14623,4573,11574,3275,10398
260,19830,5551,12828,2942,5897,19760,2583,10188,13127,4682,1993,6462
261,1272,16143,513,9888,11646,912,14006,4345,12878,14624,11157,19887
262,18364,16233,18771,9986,14812,15221,10822,3963,13996,17114,17157,14073
263,8432,13696,19816,16433,11660,16610,17944,5845,13494,15485,1290,3090
264,15551,5450,17420,3893,14759,12457,8218,11869,3192,17300,1542,327
265,18774,14235,6464,2792,10412,18417,8047,19932,8866,552,9895,6974
266,7436,9136,19210,17957,2592,12595,3042,15890,18616,17922,18320,15707
267,10441,2274,4641,19310,6296,3653,9663,16134,6136,4564,10293,5380
268,7970,12985,4008,12226,571,8347,2415,11683,1775,7367,2295,2275
269,2013,8251,18929,9304,19819,9703,10829,2549,4736,1261,19424,2891
270,19126,7266,3541,10261,5569,13018,16537,2139,5102,15437,11217,13542
271,15805,13336,1403,8460,16660,11005,3599,13290,13335,9414,18776,10690
272,4602,7796,6998,3318,18961,1228,4412,16433,11473,9239,12654,5659
273,19457,16062,5578,13096,19931,598,4567,10055,9412,15980,16619,19280
274,3984,17142,7603,3812,10098,11949,14919,6777,16215,6699,4353,3439
275,19953,17100,2152,4915,18602,10659,1212,4134,7549,15783,11698,400
276,6627,11087,16193,7483,11547,3308,5722,13959,4929,8267,8446,11695
277,669,3276,14203,19977,11763,13301,2637,15803,3775,13128,623,7240
278,10140,13559,15212,13441,15062,19974,18531,19148,18454,16814,19219,2813
279,11425,11740,683,17984,17784,8381,5070,12523,6802,6646,13644,17825
280,2156,7801,14046,19700,202,4668,6002,9278,6925,9421,13499,1839
281,2737,14978,9642,12790,12312,17679,8285,17170,17620,13487,15331,10738
282,772,19512,9012,19041,583,6925,2382,7148,108,13511,8348,10620
283,13603,13478,13853,1166,12613,1188,17915,15230,12540,2864,8385,15629
284,18986,15887,8893,1781,15131,1087,7806,11510,305,1567,5418,14938
285,16097,12411,17065,14549,848,10108,8039,3409,5420,3523,2502,1151
286,2380,879,14769,11076,4059,19558,15688,300,10611,10074,13259,10470
287,7777,15245,16017,18645,2183,10856,9301,13805,957,8109,17185,4602
288,6146,4452,15309,16641,6851,9447,6838,7151,5169,1179,17873,19991
289,11525,2241,9512,12065,3761,10883,1095,19351,19252,8147,796,7082
290,1593,13699,7341,18710,17372,7257,10739,18004,8374,12635,6737,5599
291,13622,12769,14578,1006,6433,9424,11906,7521,14447,18592,10684,8937
292,4179,8644,294,381,334,18626,3798,5614,10051,4521,15599,1711
293,13065,17613,11680,549,5728,5423,2945,9433,15036,2953,15525,18779
294,14809,14517,15016,7283,17228,16653,17663,3686,13148,9381,19608,2021
295,15487,10271,5317,18545,12914,7412,10926,15787,19952,14829,12906,14507
296,11072,5504,19565,15598,10854,12034,9722,13198,15708,15844,13933,1167
297,7474,17170,17166,19049,4179,10384,7190,3095,19348,501,11396,1767
298,5665,5106,7154,111,9756,14171,16995,17435,11662,10541,4384,15469
299,6848,18699,11385,15746,18674,4072,7829,16660,4128,8925,15965,456
300,3744,15619,1585,13394,5743,755,12838,833,17459,15773,17317,14597
301,15713,13102,18536,17185,14170,12517,12559,4939,3800,14464,15592,4874
302,8433,19356,1171,13207,12557,7983,2640,9632,3288,6589,14445,4732
303,9285,6717,282,7044,17877,4022,12334,11165,19431,1694,16029,11155
304,4074,5594,8006,2103,7534,10421,4930,4209,6606,6039,16732,863
305,3129,16798,18920,13669,2027,7140,5145,17758,16876,16222,14417,14881
306,14660,18443,4883,10607,4828,8134,7574,5008,3908,325,18371,8583
307,1720,17274,6139,362,17385,4729,11367,12786,9006,16671,9595,3629
308,12456,1010,2054,5276,17983,478,2730,12050,18291,3682,12424,4511
309,13440,10707,11781,1192,14151,11495,17570,9933,6465,1578,12348,17336
310,6038,16896,11330,570,15684,8450,1706,2612,18960,14856,13376,11403
311,1475,3607,12551,10156,3898,14959,15138,13582,16032,12705,6542,9528
312,9194,13547,15738,15812,13839,1021,5002,661,11310,19262,2438,18994
313,10744,16942,4550,7858,2754,5276,15881,3931,9600,14710,18063,6480
314,1887,7072,1209,18543,11693,8904,6306,7385,10710,4425,8422,937
315,17383,19194,18807,6879,1576,7083,10383,15114,1628,12046,15710,14750
316,8534,9260,14231,2521,10764,6510,8197,14832,6489,3527,16840,16394
317,4648,18102,14708,12086,14209,14590,12763,11392,3888,9305,457,13303
318,19984,11287,101,16149,16483,1841,11196,4537,7965,6888,11437,17332
319,9719,1579,19451,12570,15883,4123,15629,16415,10279,19666,15449,15432
320,1426,3527,12417,19711,3857,13506,10441,19565,17795,4010,6669,11472
321,19641,7287,17716,5342,11778,1178,18678,1457,1914,4027,12496,9160
322,18954,17716,15477,9683,11705,4120,5461,10437,13767,3973,884,7337
323,6604,7015,11916,14255,19482,4703,12843,12665,5008,10314,744,8807
324,15233,19588,13544,2906,11276,8598,2061,16913,6236,6836,7924,16061
325,14859,1041,15905,17733,3379,7991,16974,18729,12154,10502,18844,9850
326,14381,16540,4915,7490,10060,9724,10919,15341,14354,16001,8890,11013
327,14275,8326,17848,14060,12814,547,19615,12811,2423,1316,9865,9377
328,18939,13427,14696,2696,1286,7984,9075,8396,9129,13748,13604,10119
329,13184,6573,11481,379,11522,7667,1123,8525,3525,964,16312,14177
330,12987,17956,3735,8105,10165,19184,18403,12672,14902,4822,6030,2562
331,11423,16710,1045,1016,4847,8727,830,1199,17628,3454,15623,10077
332,9218,15987,6384,476,9174,7779,18600,18869,8811,1265,19960,6626
333,17104,15191,17700,12486,8804,16814,1759,4096,2726,10387,17614,6786
334,14627,8601,12980,11933,4438,10421,11903,15530,6967,2825,13240,1774
335,5520,3746,13652,5588,10056,17576,16925,5239,12807,4161,16043,3225
336,980,2171,9847,15556,19569,9489,17527,7410,434,10456,12695,18174
337,14161,18960,4203,597,469,602,15453,658,15345,2473,8493,5075
338,13760,13391,3563,19446,7249,5586,5803,13596,9734,1913,1679,6501
339,10975,14046,10095,518,18485,4016,1053,15376,9737,17582,10331,9403
340,6319,15910,16113,14066,12493,18588,18978,16650,11124,9153,14370,6231
341,10757,1301,6259,19526,11183,17766,15382,7994,18694,9146,1318,14074
342,3854,1768,2871,17314,7589,11905,3782,15486,18197,16823,4914,14353
343,19698,19476,7820,11721,321,2189,10711,5496,5161,13346,17360,18700
344,4702,14247,1137,8169,3644,6278,3879,4918,12238,14469,10156,8972
345,2467,6715,16319,10067,19566,1027,10747,10840,10155,12186,17440,3963
346,7695,15947,2080,1120,12065,15568,11599,19943,11059,14164,4636,644
347,8266,19171,11272,2147,1513,8325,6334,18577,7930,5632,16795,9794
348,1054,11885,3510,11258,6382,4148,8454,18312,1182,7660,3951,4139
349,1898,15981,18515,19301,9557,17098,14457,10734,14042,8465,6777,9512
350,8736,14782,13198,12561,18674,9467,10416,16158,3015,6652,2803,2076
351,4564,4308,12890,7786,19728,5106,3017,7249,3538,8275,17972,2786
352,7175,14896,248,12502,7611,4103,6257,1280,15899,17605,10300,2419
353,4069,10443,19744,1608,18142,4508,2935,5386,12220,3530,10933,12824
354,251,2295,11098,6915,16321,19700,19161,2433,14353,4329,17140,5405
355,199,17650,5155,3952,435,6126,19205,5921,3983,14077,918,8370
356,1051,5323,7194,1410,18915,12551,19865,14105,18713,16256,18161,7488
357,7601,2990,5139,1265,18562,17727,12996,16719,13661,8562,8344,11092
358,19735,4097,4318,13270,4041,7022,1717,7393,15698,10058,12824,18644
359,2331,14921,17005,4692,15422,17855,4448,10537,11925,14275,6267,14202
360,6428,235,14883,8434,2313,13351,13239,1830,16815,12873,10213,1114
361,11800,142,13214,6159,3352,17222,16023,15708,14017,10867,6796,11999
362,10687,18564,2678,7801,339,8246,12629,2527,570,18113,16239,6076
363,7728,3257,7123,17964,457,15453,8919,15686,7528,2113,11235,12234
364,19733,16470,19025,6337,14690,4612,17361,9185,5097,10018,2791,18770
365,12747,12465,14263,9599,13672,14134,4712,18494,8482,16659,10491,6115
366,14134,3536,7704,19659,2614,7317,14506,448,5179,14799,2855,355
367,11966,6142,7311,8343,1462,15912,8438,8789,9604,3095,16649,11672
368,8049,8960,7054,5144,2781,11709,18828,14306,15522,10323,748,17009
369,16986,2721,2736,5394,19615,18894,17212,6156,9234,1323,283,16569
370,18431,2023,7767,15322,4664,10525,712,10886,3758,14857,5978,9592
371,14950,1757,12445,3025,6719,8715,7169,3584,4913,15493,5215,14964
