"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012"
55,12512,17818,18825,3441,5842,17663,19588,11286,6399,1627,2229,11730
56,13088,17700,12080,651,10367,14705,5358,15610,13053,4127,6343,17207
57,16009,12958,424,5931,6859,15487,6377,210,7514,5369,9875,8255
58,3537,7870,17907,5307,17055,18623,16749,4382,4901,11397,10868,7145
59,12688,9866,18722,12531,19170,9846,1399,12285,906,13302,4425,4086
60,2255,6480,6812,10897,11860,6591,5187,17494,12299,10856,16807,17817
61,5647,19275,2081,9167,10719,15074,18400,7353,19936,4518,12908,18910
62,12957,3768,12276,4810,14263,13062,4793,16429,7345,17219,13964,2564
63,16106,2331,3063,12220,5853,12719,1484,16023,9216,3182,11991,18942
64,5823,7273,7277,16845,14530,14781,2258,18857,7047,2304,1991,9453
65,8332,2546,12349,17946,10921,2101,8183,7078,3025,2594,14427,1218
66,11476,10839,17897,8840,18785,6082,3909,18947,19551,9973,6357,15454
67,17631,17894,3001,12132,697,14539,16245,14564,18066,19655,5747,17395
68,14147,16017,16740,1267,8502,17169,7828,3822,14506,10533,11482,6443
69,13444,19669,2173,17858,10300,1929,19500,4265,16849,13673,12923,1565
70,9989,3724,14702,3342,1742,3650,16980,11691,9181,12133,13427,15713
71,16343,15734,4066,10307,16938,162,3794,11923,9819,9830,17034,18958
72,14676,4149,14402,12014,12878,19078,3992,16373,14830,1409,1620,17007
73,13895,5914,16497,3746,754,564,16190,10260,4495,773,7277,8496
74,2882,5089,9202,2390,2003,371,8120,11857,6705,14684,4991,4055
75,6594,7416,15863,9480,10664,18923,10045,13860,16540,13085,10114,10000
76,8773,15951,2580,8351,8557,4592,5648,7890,19380,149,3689,14606
77,14929,14035,14288,8266,7960,14913,6919,3029,7933,18438,9737,3372
78,19366,9544,6749,17758,1346,10015,14840,4206,15850,17622,5467,13971
79,14315,6716,10697,9502,12276,8422,8487,10578,15554,6826,6449,213
80,17852,7305,10367,13907,16339,17028,9206,17734,17563,12957,5645,4922
81,11043,17493,9239,13690,11624,17098,11768,8466,7463,17290,11837,7350
82,19132,462,7137,19924,2198,3466,9630,15987,605,4568,2685,9787
83,14148,8649,8151,17831,18556,14466,15388,6001,16267,6989,364,9432
84,8156,8958,387,8870,11933,12139,19040,15459,8917,17352,5019,3586
85,16446,2237,18866,3397,10033,2966,7677,13313,13603,12680,10775,5123
86,2983,15494,3278,8370,15071,9989,3315,7084,9602,7130,4714,12697
87,14270,3966,11502,1521,4522,10855,19824,19434,7758,18597,1337,8094
88,17538,13161,1684,14353,17827,3972,18590,2661,15170,12603,10986,5518
89,5749,6810,15395,18731,17658,12984,12342,14045,9631,10783,3285,17190
90,5958,5841,13539,13756,7414,15057,224,8925,16617,15654,6274,2570
91,6901,9758,11866,8048,6064,2503,17730,11312,13608,16788,8870,12057
92,12330,12508,10254,15026,14156,3978,14919,5619,10911,15368,17335,6825
93,15180,904,5992,10510,10766,912,9171,3520,10931,16267,896,18603
94,14188,1834,10460,788,15926,19097,6268,19813,19144,17063,7314,6729
95,18601,13925,749,19784,4699,11681,3391,17601,11656,17853,5679,10977
96,12207,5356,6117,18961,15784,18544,10726,15687,13573,11317,17630,11314
97,2925,13422,4189,3291,11496,1728,18663,2689,14779,15735,7913,16106
98,2593,5910,14270,4388,5187,11379,11424,11919,9975,6068,2843,19900
99,4402,17879,19356,18682,5514,5635,18641,11537,19512,4980,16439,895
100,15697,9539,4249,522,15900,18836,6300,13275,15135,4070,15047,10041
101,4643,11731,18952,4392,13237,14277,15651,482,6415,16299,13776,14560
102,3137,6373,3041,14160,7199,17086,13128,5974,7710,4732,19913,12703
103,11720,165,8920,5097,12148,15503,13074,17408,11263,19174,18572,14979
104,5772,5428,13221,12057,5940,18920,15241,9477,18475,7643,5571,14044
105,7661,4224,10572,9375,4909,2634,15415,7110,19787,6044,10693,10775
106,2406,13320,11992,14168,4043,18136,11375,14769,15778,13524,14768,13803
107,16113,17872,2808,17452,6792,553,7454,9911,18283,2745,330,1773
108,7263,19740,12588,8662,11321,4766,1266,273,12537,864,11302,3598
109,16923,7140,17828,726,16520,18343,2001,5100,6598,3542,12015,11263
110,3320,1247,8914,15812,14299,19486,12316,18431,12463,16980,15523,1143
111,7095,10399,14286,1795,10874,12271,17344,2169,10138,11954,9937,4909
112,19145,1236,5618,10797,13089,12231,10643,4218,16701,13547,7329,3305
113,12442,14558,5534,18448,2585,18322,16279,7020,7421,339,14824,2501
114,8391,6269,19019,11764,19664,6075,2098,4956,18530,7120,6035,7928
115,14259,8260,19988,6472,721,5017,18939,18446,3205,6565,4803,17566
116,4822,7579,14698,7523,4454,13962,19732,9966,18590,5208,8206,19835
117,11768,3152,13360,4615,5068,13131,3211,1318,6076,2917,8030,6679
118,12755,11846,13758,6341,5246,13295,2802,15306,968,15769,17693,6057
119,108,7943,3783,12197,13151,15140,16014,719,3740,2846,8310,9067
120,18522,7386,4151,17610,13310,7215,4447,14032,10197,10787,14760,3317
121,14623,18995,13369,1489,18132,2592,10712,9438,17479,15917,19898,15258
122,2677,12304,2785,10244,11325,1017,8999,16749,1872,3542,4888,9136
123,12153,7606,5680,16001,10426,15342,3497,13853,17934,979,19999,12509
124,12492,12314,14323,1130,13222,399,5782,13534,11082,7950,12410,14920
125,15587,10710,1987,17135,5764,10194,821,2583,8553,19552,14622,3343
126,4017,19048,4393,2484,12032,10543,16723,8220,2761,17738,3035,10047
127,5862,3790,17550,3903,10709,8573,17204,3663,1039,10798,19820,14853
128,14538,3433,7825,11758,10401,19218,8263,2645,228,8729,18908,6141
129,16623,733,7677,17672,10234,12752,2554,8865,9995,11526,8813,5374
130,7131,2430,11295,14876,17874,16723,19768,6273,230,2125,6361,11520
131,8645,6971,9806,6736,13461,7996,8691,16286,7987,16015,12975,3575
132,210,7584,10582,8483,17116,460,5613,6139,11316,17716,18684,12079
133,10002,1930,1847,5466,12671,5374,9522,3534,16343,11036,7370,11377
134,7265,10082,4428,19769,247,10043,1644,9360,16618,17083,18157,9899
135,13084,12965,11332,15478,13673,17932,14685,16639,6011,18767,6586,16670
136,13083,2988,16373,15098,11268,16690,9860,8451,17573,9487,301,14010
137,16478,6097,4618,3291,15018,3636,16851,16649,19383,3588,10399,19206
138,16655,19968,16365,15076,11232,983,19100,5268,2896,18921,18516,11667
139,12662,11140,19401,1930,13291,12211,625,17367,4024,6405,18824,19425
140,2069,14758,18712,14898,5927,2424,13430,3038,15389,1254,1861,15339
141,14777,9649,2956,1974,3893,991,10116,7809,5986,11980,2563,6640
142,11441,13930,12153,3864,8056,5606,3393,17491,754,18639,2729,16136
143,1319,1499,11565,17202,286,13756,10694,9439,3859,4851,1830,4435
144,12121,9585,1912,11217,2021,1359,1982,13941,1074,19006,1355,1094
145,4754,8841,5371,19051,1089,688,19932,17712,3159,2754,7603,8307
146,10406,15041,12778,9956,2816,13904,10116,157,19415,5550,19865,10059
147,7442,16305,8414,12082,7553,14125,11000,11719,4723,2699,12810,4742
148,11656,5878,6850,12408,10123,8401,6078,6036,13746,13727,6597,8440
149,19566,4931,13621,17536,6647,10387,15564,1044,11720,4877,9877,14697
150,2050,16256,19128,19073,7736,1097,15214,7923,19747,4414,525,16567
151,5767,9942,11358,17391,17804,2933,14356,3160,1606,12973,18855,2110
152,19033,11761,9750,12731,14603,15106,19872,11431,4950,799,17350,10073
153,16074,16221,2974,19611,10427,1019,6436,19345,3790,4925,11995,13375
154,19682,15223,620,1438,1429,15136,3096,5581,14528,16551,17656,4701
155,2352,17886,17474,11892,17924,16603,1877,8004,3700,18960,18347,17562
156,3869,8063,11108,9132,1124,14083,12274,10765,3845,17532,2023,4121
157,4573,16699,208,6045,4937,13154,8193,4336,10426,13999,16019,18065
158,13147,11829,16569,251,15413,17253,16720,12481,6769,3328,19563,12389
159,4495,13509,665,1774,2650,11888,3324,2769,18670,12607,16299,3921
160,2070,12587,14917,18286,11892,5563,6146,19041,8168,3927,18272,11850
161,2057,11170,10230,1873,625,11475,11359,19273,5074,12800,4012,11739
162,17971,1631,12908,5038,10662,19715,13423,19912,15222,18513,1938,5207
163,6877,2851,10144,13569,13601,3153,6913,2122,9947,14313,5511,2271
164,15365,14281,6269,16983,7985,11978,8511,141,8882,16403,4006,9742
165,12774,155,4935,19513,15685,18818,17796,9405,17123,10661,15086,10964
166,8421,15980,14373,11256,8934,2377,12996,17735,15968,13349,19634,12909
167,16993,6753,3197,19159,12976,5297,14537,18223,381,3461,11999,19226
168,12609,12651,2818,1592,11483,6600,1080,6234,14665,16910,8570,405
169,12115,13291,17560,18270,1748,2877,14000,13008,19830,11667,7896,3629
170,725,3311,18348,18689,13682,8661,5408,12543,3408,19554,8701,14971
171,16526,3627,16026,12927,415,14239,13848,12342,984,12508,2198,11989
172,13205,11459,9225,3528,13904,16587,14438,18347,11616,11111,12606,9028
173,15887,18799,19720,13844,17214,1575,18046,11308,7808,1994,14067,12973
174,14923,1211,9399,4539,18477,17806,2486,4403,9006,12965,15206,11031
175,1716,2864,11286,11325,2109,12146,16710,9048,9206,16475,724,3436
176,485,18095,9507,19120,1857,2352,7275,17476,2027,11282,13182,3596
177,4846,6859,14167,4366,11881,9230,2202,17220,4158,14398,11308,16588
178,14331,5735,12811,15100,1262,3498,11689,12297,19486,4156,14952,13342
179,4993,3755,10335,2036,6624,7885,2684,7923,9910,3540,17147,1272
180,8624,16688,5046,15261,12416,3189,3712,17681,15539,11162,6455,735
181,7383,19798,7895,1347,10127,10387,397,10352,10726,11485,4562,132
182,19858,8434,7641,13638,11753,18518,18142,14044,6333,17858,11807,7560
183,19067,8363,13678,1136,8326,2824,1402,14419,17531,14639,4610,15526
184,5056,19615,17963,19379,14274,6478,17056,15755,16035,15694,4691,10690
185,9250,12614,18117,5288,17052,3257,8689,12710,10528,2175,9415,15782
186,19921,12674,7122,10606,16555,6152,5167,9636,10701,19767,12257,16792
187,7981,10879,6016,17017,7780,3109,1292,9899,9264,3483,328,16505
188,3794,18383,3031,19513,3221,16313,19885,2486,10001,3510,10842,8792
189,113,237,18296,8586,14645,16729,6533,17162,1270,8370,11398,7498
190,5521,13193,3481,14253,17993,15355,9529,2431,10084,15482,4400,19794
191,19328,6490,9206,5955,8909,1367,9752,19415,10237,8949,14461,7423
192,10999,10017,16622,9165,19684,12124,7668,1359,15994,11468,10251,11994
193,19309,4125,10156,19907,16952,15444,2145,7380,639,17668,19215,10002
194,4338,10016,7817,2444,7445,3795,2483,8648,14151,2496,8651,19479
195,15085,9481,917,5453,1359,10593,6380,13009,14320,17292,2995,4365
196,13818,1618,12697,11062,19463,11134,18538,15262,11037,14959,14393,366
197,12203,5726,1603,17669,4463,5640,8891,19696,17165,6691,2808,17882
198,2602,16480,19831,4591,13156,11766,2135,10373,9917,4127,17735,8150
199,12187,1620,7763,17272,7194,15120,903,18586,9659,2228,16602,17049
200,1672,19872,18531,9136,6406,15866,5491,644,9041,13876,6280,10847
201,6141,4601,5272,12865,18653,2251,3827,2165,3007,3497,16542,193
202,9554,12408,1113,2817,5628,17385,6278,18183,1904,11615,12513,18531
203,6500,17825,318,9283,674,16315,1806,18056,11910,9138,13998,7455
204,7468,1951,18646,6666,9409,17340,9047,9908,1143,16336,17438,9611
205,14404,6335,12375,5592,6715,8954,8561,10997,18534,1855,6145,3802
206,5729,12720,2411,6177,15310,5216,6075,6251,5602,14987,12922,2345
207,16690,8421,16702,5367,14791,4016,3049,1319,12659,16600,19838,10331
208,17070,11554,12326,19666,10405,9423,10644,3608,5349,12358,19786,16576
209,1617,8810,10109,3489,18650,757,7615,2067,3977,4389,8003,1069
210,2722,9240,14162,13564,4742,1726,276,1802,16721,4105,11599,122
211,5910,15977,4899,8592,15503,18443,19753,17458,7043,7530,7291,15975
212,744,878,11128,13503,11223,4474,10258,4970,503,9151,5938,9476
213,2930,18995,18976,13038,926,13630,16111,17090,14554,5452,17432,15164
214,13654,8078,17029,11538,18207,8721,13716,17615,9278,4852,14052,11837
215,9328,2604,10875,17695,12317,563,3214,19899,1840,16254,3807,9921
216,6195,5320,2748,899,18550,13874,684,17704,17603,10727,2918,10338
217,2811,18058,19221,10469,7103,3992,19031,1467,13700,5013,8611,16128
218,10270,6103,17176,833,3085,12353,12822,10071,1478,2061,4532,4372
219,8780,4439,2197,7390,15294,10926,14377,13076,15735,17583,17449,18165
220,4003,2787,9700,14208,13674,13402,4238,18725,14303,10577,7150,14132
221,7344,4024,15959,234,15079,14755,15287,15988,8094,8344,19076,7438
222,17983,16455,17374,8080,633,1409,15408,19358,15144,5203,4881,8462
223,15796,7473,5771,10277,6943,3902,7350,5669,15458,12800,14897,5391
224,11964,2463,4327,19170,12671,933,19706,8856,10184,15352,14353,13383
225,11668,13216,5014,14669,15112,4113,6811,8077,10789,2279,1512,10113
226,18784,5140,1885,13044,15182,10890,3820,8568,12941,19722,8873,9087
227,9472,4803,19435,19094,10642,1243,863,13271,8396,12699,12234,3289
228,7047,10199,3701,19272,15144,6667,17880,9084,5251,19595,7865,5364
229,11453,1341,12234,3680,1940,4640,828,6805,6165,12978,18608,8123
230,3281,1269,14494,18736,12837,3215,5895,6178,15288,1695,13103,8736
231,6960,17913,8547,19416,12025,8387,2418,19403,4096,6385,8515,14227
232,14951,8331,11624,11399,1704,490,12158,10853,9621,12161,4192,18740
233,4204,11895,10150,17511,362,1195,12984,1663,14904,12455,7670,9461
234,16410,2683,16174,5909,504,19203,13754,11829,10129,1605,6838,8089
235,12205,6780,12929,13549,6747,7357,17459,12899,14503,2696,10198,17421
236,1810,1079,11804,13767,4387,18369,4427,11263,18004,14690,6888,14894
237,3674,19162,13023,5342,4448,4109,6959,4649,1315,6952,15840,17756
238,2713,18380,4341,14221,4812,17738,18032,17216,3774,7185,2237,16876
239,9565,7209,6731,4330,1908,9153,3831,19498,7129,14168,4740,17422
240,5155,2992,311,5884,19383,5984,4353,1453,7369,12009,6720,19649
241,8580,10255,10535,6596,14214,19192,2561,16053,3190,9049,6015,4525
242,19178,5953,11870,2329,17327,11837,2353,11065,7234,11522,3066,13925
243,9934,4294,3166,3245,18013,3787,8909,17518,13531,3135,4564,17128
244,17673,8263,15614,11526,18231,10455,18407,17215,10008,12830,18457,8922
245,19019,3943,10752,14286,2313,9832,4094,5780,19519,8209,11366,2139
246,14872,19200,11929,439,7288,11294,15065,3209,6806,18105,8873,11028
247,11305,4629,287,14839,14667,12906,8979,6882,17479,3327,10149,10909
248,10519,10519,16686,5529,17444,13884,9812,18322,13777,17574,19467,10161
249,2538,17561,14689,19047,11744,9774,15219,794,12094,14887,14764,19560
250,18554,15578,1620,16857,5383,11239,12348,6412,18545,15204,10737,11186
251,18824,15815,17239,4737,6795,8177,4392,17777,7308,15167,17664,15741
252,2636,2365,10188,19938,14647,10055,4218,9957,12162,7820,5718,16435
253,18393,10467,2976,14350,13808,10312,7078,12424,15707,18778,11687,3823
254,14365,19172,13084,15445,7011,16564,8479,9358,16592,14772,6801,3490
255,16362,13050,4866,149,11865,6973,15186,10825,5639,11255,8798,4336
256,7891,19434,11388,13718,13753,16130,14649,16251,8454,2389,19403,9692
257,16045,9024,7895,10780,15536,16471,17910,1501,7901,6762,9203,10444
258,19579,17411,7055,17890,11285,10017,11296,11377,19318,7561,4766,19773
259,8197,121,6591,1022,5836,16358,3642,15106,19051,481,15975,17620
260,3467,18485,10536,15826,13038,17702,16114,8694,2802,6531,14838,16121
261,9241,19031,7181,4948,2182,6204,7500,9917,16215,4356,5149,4356
262,15210,10742,12579,184,13834,11242,15315,7883,12335,19181,8067,18296
263,9502,10532,17290,16224,17783,18243,18868,8513,7399,2546,16030,13066
264,1185,6201,3294,460,1012,14362,4066,1859,2809,10200,454,13524
265,13798,4341,16744,9154,18313,8547,5186,19406,14871,4895,1235,1440
266,563,9765,2788,10800,13512,4518,14660,12143,9182,1283,16783,6341
267,7420,4234,18758,19293,14960,17416,9850,14712,7757,12722,18422,19591
268,5013,9803,11436,10296,16504,19500,15669,10535,11352,4808,4430,13763
269,14706,12248,18902,1454,14777,10145,7792,10433,10301,17991,19932,19456
270,10930,947,11799,1324,11291,10007,4494,15707,14637,2664,4479,7286
271,12448,5004,11201,19127,9471,8504,1858,6801,13571,11236,6835,7752
272,1206,18118,14646,7693,8915,13339,1891,7944,18031,1035,15263,11005
273,15035,10324,11570,19287,6915,13132,3943,13414,3490,14712,16720,15152
274,15864,13778,4042,3008,11956,3215,11079,1967,3370,2544,16776,19705
275,7662,11516,11354,9434,16429,14415,4231,8933,14386,16132,15575,8542
276,10318,3613,13628,17833,6492,6940,11523,18171,620,7738,2753,12853
277,1856,585,4115,16616,14913,8854,5215,18142,5374,852,15864,7833
278,12767,9172,16105,12014,2278,2136,19418,7734,6711,14471,16592,14666
279,12347,10254,14198,12245,11180,17356,13227,9650,16947,14034,14747,6611
280,19028,10054,1953,7790,3675,16486,749,16072,2566,4048,3516,15748
281,7989,12573,1444,2674,13986,14832,4146,16830,2931,13840,12677,1290
282,6665,9292,19168,19682,13031,10400,2849,4408,2682,15860,15702,13131
283,18849,14086,7405,15068,12505,4646,10671,15633,6369,10216,8984,7114
284,10605,3503,5533,10203,10860,14357,2065,17771,9357,19337,5268,9232
285,13007,6424,19777,13489,4967,12097,1061,6292,352,6555,18682,6268
286,14861,14759,14045,15348,9421,7204,2703,1362,5776,7553,9833,18795
287,19460,2939,10118,12094,6081,13846,16983,1143,3298,8231,19520,8930
288,15013,167,457,1919,1798,791,15888,4641,17853,13094,10324,16991
289,9791,9648,15433,17930,15032,9953,4726,3466,16681,13009,6526,17753
290,15325,11181,14407,14977,18367,2599,12935,12603,17100,19894,11595,7740
291,3176,15688,11678,3269,4149,1495,5914,10819,19828,13148,14258,2846
292,558,725,4883,3205,14814,17449,9518,16153,7648,6928,2555,11573
293,8364,794,14433,4781,13938,17182,4088,206,3711,3947,9873,1079
294,6192,8307,9785,3098,3224,18681,13872,17659,3809,2242,4454,17204
295,5852,10867,2611,11849,4842,14371,7699,7436,9322,4963,2048,19419
296,2028,13203,15439,7894,6036,1902,11167,3235,15548,16277,19346,10328
297,13752,7217,7628,7432,14003,1118,497,8865,7123,4675,10159,16350
298,17516,6145,2499,673,7555,9126,12787,15956,18221,10013,19659,15621
299,3015,5802,10715,16281,11129,4079,15957,6404,4178,1562,13031,16991
300,18234,16221,14659,8897,5117,3807,11628,12317,3270,932,1339,16832
301,13506,2265,15139,13744,7717,13696,18380,9479,12196,13198,15394,3536
302,2436,1146,8943,14664,7238,15843,4902,11550,9265,6141,14407,8958
303,16520,19286,8745,2637,6066,7814,9425,17208,13606,5234,3964,13321
304,11511,2000,8722,16041,10642,10595,5820,11614,2190,11215,17540,16326
305,4393,10548,13949,4926,3402,6668,12752,10858,15392,3107,7295,2804
306,7675,19961,16890,11163,10236,17379,8948,7184,1981,3471,11265,15061
307,12977,15044,11715,15678,8094,3521,10296,7682,13992,4892,973,17269
308,3359,405,17375,6578,13394,4963,16877,2137,18384,8086,11334,13657
309,8197,409,10754,5832,3555,6606,2658,11021,5752,17927,19486,10045
310,4172,5209,9746,4391,17402,13919,18091,15592,14077,13583,3082,15402
311,19461,11983,15411,6194,1750,10282,10194,6269,4686,13508,17465,10258
312,8967,5324,19970,2899,12238,1678,15117,2106,4831,1282,8162,16909
313,6079,7179,736,17245,8507,4567,18472,9199,487,6445,2725,15719
314,7416,18969,15941,10986,11573,7099,10721,5669,15332,16773,6596,4223
315,471,1627,12850,159,8841,14789,16320,14394,8907,7852,5435,9536
316,18913,16793,15988,12418,3756,8616,835,4747,18746,11566,6738,16717
317,13850,829,3782,10741,11349,15553,6799,2200,15988,4483,2673,5134
318,12168,17680,11855,1043,6077,4683,9708,8413,10503,17242,13567,6463
319,8377,9091,8569,15507,16038,18843,14564,19698,16808,18688,1175,16263
320,15360,2063,13601,17559,14425,14871,8571,2700,9879,562,18240,17377
321,14711,5787,14408,517,11067,9070,3620,2463,15006,16748,14954,5436
322,11390,12389,15727,6657,19554,5162,3630,9470,483,4742,6843,2308
323,5821,9575,2732,14103,16836,1670,2711,6936,11674,10185,9158,7071
324,6605,3601,12376,1720,3203,564,15004,17700,17597,15094,16024,2804
325,545,16799,14584,10678,13007,563,3591,9980,4289,18457,4343,18373
326,7765,16855,12535,12677,527,10661,4202,15285,8523,9108,885,7777
327,5453,18899,2138,2023,13559,14070,3994,9518,10231,4673,18866,8108
328,9822,9499,11219,14456,11010,15789,12539,5241,5965,11649,4372,8091
329,11589,1695,2792,2310,9525,2694,17925,3809,4810,3507,4915,15046
330,19700,9002,3812,18114,6314,2704,16725,12202,6988,10880,13130,11049
331,14853,19485,6813,439,13056,10817,11718,2762,17751,18816,2584,16520
332,12772,3892,7853,14701,7124,7655,14162,12017,12835,9442,1090,5226
333,2723,5360,2850,12043,14996,2284,1925,10493,10928,17680,2539,4107
334,16326,11201,17548,4513,7740,10519,13906,782,3634,7618,2144,13692
335,1424,2033,1236,10057,4738,13927,9450,6203,13877,5242,3536,8960
336,14579,1006,10150,5735,11920,15885,14498,19992,8475,5156,16804,18716
337,18233,11293,12192,4100,16761,15735,18324,3967,18483,5782,17136,6205
338,10103,6666,18403,11178,6619,17668,16411,18479,2475,15414,4349,9194
339,19926,7572,11518,16884,12637,11726,15453,18467,3289,3738,15535,9960
340,18426,12735,15906,9888,14893,15701,5920,11093,7777,17467,2787,1284
341,8187,13987,9562,5869,6245,17284,7792,2234,9882,17790,2153,18008
342,8252,5179,7495,16703,18768,19850,14741,10768,6396,5674,19233,9127
343,13959,14270,7442,15742,12651,9102,6189,19082,5141,7386,12082,8347
344,15083,1457,10409,13827,3597,6712,1732,11826,4348,7363,19113,16001
345,5687,10316,14792,9678,9280,14067,1108,14671,8199,1501,15217,15202
346,10348,8801,11382,14837,12773,15113,9948,4468,7976,1300,7671,15169
347,14359,4615,8736,9043,7511,998,15593,3832,6096,3315,15959,7832
348,13807,17979,204,12922,5750,5724,4194,19913,15304,6201,10322,19606
349,4360,15304,4566,15869,2981,4907,3990,18509,18881,16262,7305,13671
350,501,11442,8243,18362,13876,1635,8146,6298,17200,19974,9132,5702
351,7951,17624,13676,10050,3093,1446,16966,12542,9932,2878,7308,2978
352,10042,7967,6978,9630,2558,5162,711,17399,13426,17047,957,13473
353,15487,487,10589,14156,316,16689,6391,8563,2841,356,15024,13479
354,3590,6753,18913,14989,6899,15798,4011,15733,11753,16718,19961,17438
355,17398,18866,3660,19472,4049,19513,4970,12924,2626,14936,15435,12735
356,14015,8242,9031,9725,9520,16588,9035,19984,3908,2397,14117,17947
357,15784,16903,2280,18432,9112,15871,16014,17038,19042,4373,3048,19138
358,17044,4580,8150,1041,11641,9406,18488,19112,13999,14112,3144,6288
359,16266,11623,17347,13839,1402,9269,15802,6520,3141,5332,6909,15888
360,6658,12227,18736,9215,16840,6276,2699,16111,12974,14306,8016,12932
361,12393,17753,15452,15813,12270,12710,14281,12874,6115,1199,9494,4663
362,13607,17348,1830,4709,9633,1980,610,12840,4506,12306,6786,19408
363,18299,5371,18770,4535,6874,19675,7139,15835,4482,10456,17288,15081
364,13005,11826,383,18957,11159,11528,18453,6237,2610,4604,14441,13896
365,11873,12369,15651,13524,3737,1756,12327,6621,17404,2987,1175,2581
366,5190,9007,8831,9106,13289,10401,9382,19673,5325,2779,6347,1653
367,19722,12404,19276,5643,3925,10169,9485,8135,11450,3010,4365,8365
368,19417,13398,11227,18440,12088,14283,17100,3983,11709,13626,8616,5861
369,16585,17325,10015,6450,18535,6969,3338,9655,15996,18829,15038,18145
