"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016"
32,11708,2503,11897,9913,10785,11864,8716,13812,11942,2792,18555,6396,13213,14480,17780,5813
33,4055,1028,16428,14171,10644,6001,3039,19355,1525,3614,5415,8039,7184,14230,12439,3277
34,10132,9619,15483,18780,2437,16169,2247,18444,13329,13324,16577,17906,17079,870,8999,1142
35,2576,6283,6687,10711,10683,11775,12787,19376,18088,14015,8445,7347,9879,4217,14430,13285
36,16882,4527,12170,6833,1780,16609,10643,3147,2749,3363,1389,12408,13769,16712,2985,6967
37,16400,6323,296,3735,11159,16852,9875,18016,6859,12765,5059,13983,18829,5945,8159,6624
38,14814,16478,3625,11671,951,4832,18879,10386,8518,19296,18082,14036,16298,8604,786,6360
39,9260,8116,19342,18921,1494,6845,3171,15927,8858,15728,10246,12318,11916,12664,19097,4561
40,17064,3455,4626,8400,13589,2127,12150,6194,16311,11116,17440,3389,5306,5080,7866,11499
41,3355,12369,14821,19362,16089,18041,4824,12264,15180,15194,1260,10038,12577,4958,1280,15602
42,19356,16004,14029,6159,2681,4686,15209,15281,3633,11258,538,4017,9770,2803,5464,9623
43,3098,19452,12293,16492,7747,16430,2504,15883,14194,5506,9780,10891,6810,9446,17115,13781
44,17601,16486,8217,17368,10458,8397,16129,4600,8643,7491,13620,14437,13214,3695,19241,13976
45,17250,19505,9005,19039,6541,5907,13106,18253,18922,15486,7021,17434,11785,7697,10154,11024
46,12563,16562,19814,5786,13651,7814,5983,12022,13078,9313,4457,4305,18530,12535,17332,3117
47,13534,5761,17170,13006,14191,5045,8967,13527,6976,7253,12414,17835,14773,15998,12627,18338
48,5173,17909,16706,7009,17165,7757,7522,13544,12744,1653,14218,7234,10964,12314,18119,17110
49,17477,10054,12390,6794,15536,5400,2377,11417,15258,7788,824,2705,6945,19095,15042,4275
50,19531,1593,18082,18541,3769,3329,909,7837,1736,2263,14676,11556,4749,6594,5389,11222
51,10251,2882,2946,15736,7584,18804,4356,3761,3346,15115,6800,260,3880,11094,1127,9850
52,11319,5971,12166,15213,8076,6701,12147,2146,3491,16751,14703,3416,7459,6729,10980,365
53,6188,15551,10286,1605,4724,18970,15587,7213,17629,13452,2139,11462,4656,14051,4777,6506
54,17209,12323,15775,10037,3409,10871,13018,14415,14528,7647,9194,4219,19737,3057,4097,9983
55,5777,16224,5100,2975,8036,17238,10912,16162,10258,17505,1262,2710,14657,2744,8526,3475
56,4416,14693,5543,11491,17262,12644,14991,2338,1515,6941,1592,19968,18651,5872,1144,14450
57,19912,13853,137,9023,8967,3612,10895,17071,9004,3964,12805,9690,3572,1167,12416,16190
58,9883,4750,12499,14544,12365,11939,9970,4935,2477,3236,12116,1720,19077,17376,1348,16816
59,12998,15922,4509,14210,3662,17406,12371,17865,5407,8552,438,3498,19243,15247,12804,8737
60,12218,11532,1156,1710,10735,10511,2163,10573,12623,9512,16313,18216,13358,17577,17930,3374
61,17780,13673,8016,11664,8145,3138,15663,7260,9008,12313,14169,5450,12370,5687,3580,15469
62,4849,17545,9904,10589,9669,1143,11520,3242,12681,9885,16991,1330,13720,3976,14708,10192
63,2918,17763,5245,19166,11890,17808,14751,11751,9574,13912,7312,17157,8141,18428,1873,9922
64,15168,1091,7364,14090,6743,5529,1704,6280,2994,16438,17349,1520,4765,10074,15942,10483
65,291,18883,18276,7141,18457,7409,474,1830,2147,3534,14548,6102,5967,3816,8962,8701
66,14620,11367,387,6080,7642,6515,16342,7519,3878,10903,11371,10719,4934,16082,8272,2238
67,11923,2531,12963,428,4565,16279,16622,5908,9165,13290,8162,16958,7884,11383,10498,17809
68,11627,2777,5044,5928,9436,4830,16079,15590,5545,12409,15808,12672,8119,15001,14900,13247
69,2498,7884,15197,10416,13854,17480,9112,12820,14685,19912,19909,19117,19279,16520,8269,9217
70,3091,12765,12284,19958,11883,12521,12683,137,8704,5070,5325,13373,5478,11493,9158,17791
71,409,14591,9829,647,503,10020,5294,16766,5013,773,3602,10905,7900,7107,1274,16323
72,14890,14508,13173,5805,15180,14878,6022,9379,14680,10559,2326,17184,13048,15971,16305,10990
73,13197,10764,6728,3319,11406,6056,9153,18407,12644,2812,4517,4171,3534,18469,2994,11283
74,19309,10311,15692,750,18192,754,12918,18815,17216,9117,9332,2716,4721,447,13293,18401
75,10674,13445,7135,4098,6623,17398,18821,18101,7642,10139,13251,17213,9804,8109,1830,2725
76,2931,17440,3162,4903,11324,5188,5209,2753,9312,3513,13617,6471,2017,3765,18139,786
77,8936,2517,9967,7126,11591,9053,16374,3896,17277,925,19097,1200,713,18834,10512,16947
78,3336,19811,3316,10945,18188,11697,6993,3385,16938,18367,2313,10026,14764,6061,14139,15472
79,19430,16678,4950,14646,5883,2544,3388,16834,1187,17515,11090,5344,16900,108,15111,872
80,5736,9362,5912,19971,17631,2110,10015,7823,12911,7231,4876,12113,5753,7632,9341,10981
81,5376,10364,12416,1428,12704,10087,13723,6498,9120,15064,6163,6684,12271,6543,15680,2268
82,15109,1363,7913,17337,12665,12875,18013,7184,3200,12672,8795,10205,3462,19834,17836,13968
83,7976,19236,8173,11501,1821,9358,17809,4444,18186,7975,3033,16860,5918,17789,8180,2947
84,17176,11837,16766,12924,4448,11088,817,18491,13290,17105,9893,2521,3327,3769,6688,5714
85,16018,12673,7823,16193,8458,11556,10689,6076,8867,11938,10417,9642,17468,7490,10008,9456
86,13282,5161,9136,15250,5453,15562,12086,17969,15074,14030,6659,1567,2421,12443,11912,12934
87,9695,14077,17581,5262,7644,13906,1306,18605,7146,17937,7309,2633,16240,16439,11058,15465
88,16952,1983,12484,10418,19655,13461,7886,5335,8423,13868,5911,17819,5672,15307,7708,17047
89,14336,16550,9785,4051,15917,6428,4554,18395,12472,4324,1059,13993,2272,17594,1140,8551
90,3559,14901,4120,17967,17961,14207,9282,13311,17566,1413,11594,6044,10081,17555,2117,7413
91,16843,7014,10382,19734,17212,18019,3413,3427,16736,7933,12085,241,6684,8768,12605,12605
92,7446,8457,6280,7005,13222,962,1927,11951,10302,12092,13220,13205,8778,17062,19079,15268
93,1229,6996,9334,14917,19605,4370,14190,19192,5087,3353,9184,13268,4742,2202,2914,16871
94,8779,6475,13559,2517,19797,14998,6273,5649,6390,19857,12784,1088,13390,14739,16598,17525
95,6431,143,19786,9374,8934,3453,5764,7934,16757,1692,10873,12319,11320,1069,11546,740
96,14846,19132,12170,1903,3991,17048,18043,5350,16780,5797,10050,6655,11766,19879,5927,16705
97,15281,12075,10079,19574,8320,8787,19805,7585,8986,4045,9747,4177,17907,13524,18675,4013
98,18051,12270,13745,8079,1100,9498,797,2739,7684,11526,15719,837,13661,2622,4665,5559
99,2464,16766,4890,15602,3013,11658,2922,19701,9070,12660,14127,17329,1429,8530,368,12834
100,4863,3872,16890,8913,12127,3078,6332,13761,17071,6149,10125,15485,19692,16739,393,15998
101,11660,3319,673,15226,14329,663,8465,12035,13317,1194,5306,13798,3276,15116,12656,2855
102,3996,676,13857,7966,1894,8590,12114,8018,10475,15772,1224,5321,1701,14454,8557,7606
103,2615,8300,12583,12331,6106,2970,13711,630,15164,11835,215,17941,9620,18711,17317,1095
104,7132,18519,3713,17770,12556,4459,19726,9370,13897,14930,6790,14599,14169,713,7846,16402
105,19587,6898,17474,4548,18312,12506,12194,13631,2282,2143,4931,9289,12728,14921,3827,3821
106,16307,15572,15649,7726,229,17299,14203,11448,12976,1225,190,11047,2595,2888,11807,17881
107,14202,1099,10032,13212,16601,2554,9344,4967,10994,11243,2021,1815,4149,6597,2119,10147
108,4949,1500,17630,6395,6399,17513,3617,8971,14809,4833,2506,2518,2237,15662,10494,7564
109,16761,10912,5249,12718,15402,13979,6114,4143,15475,142,6975,4074,14294,325,7834,1547
110,2079,3317,6842,3434,13071,10689,19040,6705,514,2037,1246,10569,1325,8774,965,6931
111,1113,1551,14671,11345,8978,3671,19061,7937,6385,5369,3214,886,13275,7384,16971,18058
112,2355,138,2242,15257,18155,7785,16287,6314,3308,2395,16346,3638,12891,3701,13275,7395
113,11024,2395,19629,10962,1979,7960,15687,3634,15048,3229,12078,12366,9176,16540,10753,9596
114,4667,17394,17426,1724,12322,7584,9993,12838,4758,16369,17991,16845,18446,5945,3794,7172
115,944,12039,15309,8608,8684,18961,13579,15459,2763,19272,16970,12516,19420,15907,19246,1706
116,6513,4807,9109,18013,12264,17057,7359,4029,16766,19102,16724,19062,8307,5685,1299,16576
117,1068,4564,11921,13551,3999,19814,7438,1737,7011,13451,6519,10874,8792,7606,12565,13640
118,15314,4412,8996,6001,16693,6418,10063,18909,16595,12995,11820,6354,12281,14786,10506,17850
119,4280,13580,8770,14795,17486,18605,7655,1159,2814,3960,12182,18239,17160,18153,13626,15269
120,14108,9916,2915,2297,19922,11480,10979,1212,16829,15497,10678,17320,1401,19568,8281,2448
121,17426,4118,17854,1132,16774,4678,5333,11827,17347,17196,7607,18707,15457,16879,2896,16268
122,14861,14592,10857,11596,19981,12758,17537,6147,9629,8624,11656,19581,19619,4083,15136,13585
123,941,14667,2865,9846,6037,11858,12852,13084,4819,16670,1156,18633,11975,13281,5155,8866
124,1599,872,4569,14227,13346,2780,709,840,18010,16614,7259,7407,17579,15135,6375,11741
125,3001,15161,10001,12005,17626,9447,17391,5288,5110,6402,14853,3880,10631,11593,12816,9419
126,7633,14152,5939,16122,3014,11731,13040,18426,1403,6877,3506,12734,18486,18535,8160,15645
127,1650,3683,2197,6303,18130,2021,5600,18802,18496,15676,9653,584,17314,7149,8317,2753
128,14183,13699,18575,9002,5359,8048,9560,811,4957,19294,4410,18427,5489,17920,19741,12381
129,2160,4105,13373,16121,9032,9218,2102,19759,1392,270,19634,2010,2924,2028,14112,16517
130,2648,6970,2418,5219,15826,15200,17643,19530,7675,11314,4837,7836,19636,12416,12460,9608
131,813,11785,11040,12957,15442,5308,5698,1506,1987,9965,739,18489,8008,738,3684,11752
132,16457,16343,1472,7704,8125,15657,12070,19799,7468,9875,14806,11391,9702,8406,13574,17757
133,8967,16285,16547,4620,18765,9171,13472,19817,2347,14354,7948,7765,9269,3013,4665,17713
134,12508,13979,11492,5240,11161,1169,8088,8970,11326,3974,9990,12410,18337,13194,8959,13065
135,14920,19869,15357,6139,16325,17036,16754,14649,2328,1658,17301,16563,16620,8856,19679,2713
136,16323,13348,8579,5812,15178,5044,18428,4227,9935,15351,5753,11918,833,10910,14120,4751
137,1392,11724,9706,14001,794,5521,4733,19908,12986,7281,6659,5256,14584,14277,7533,11655
138,12693,11478,3151,15557,17293,12322,19172,9371,5303,11776,8078,12085,13739,10128,12461,15250
139,17325,3498,3400,1784,16744,7046,3609,11450,9422,5041,15211,15164,10754,9271,7070,19816
140,6727,15667,12137,2405,14381,736,4612,12551,13949,12699,13657,2598,7585,8479,14364,18534
141,7892,6645,8141,18150,3888,397,9436,11245,2630,8333,16791,5552,11134,14518,16774,4992
142,13109,5957,11084,17286,9237,16987,2477,1208,15906,6164,5604,4511,538,17749,17718,11136
143,18907,8705,4973,18490,17405,7528,13245,14158,544,9026,16090,16418,14328,6943,16863,16001
144,3720,1696,6643,7095,1565,15708,12275,8932,12482,12610,488,19736,5979,647,5744,12517
145,15351,9370,4500,11150,15749,14562,12070,7577,1190,4398,13087,19289,13532,5109,705,13888
146,6522,7388,8193,2590,6156,12366,397,6796,10208,17413,11363,19295,3820,19255,12736,12523
147,4444,15328,10537,12751,12575,8626,387,15836,14067,19493,5067,12739,18715,5876,14711,2301
148,18640,6259,19842,10737,2843,13680,1162,4763,4879,6327,14496,13597,15035,11696,2527,10550
149,6394,3841,2813,9232,9418,7640,17097,4685,17823,11725,15109,18195,19492,1479,3920,6611
150,4536,10039,1426,4551,5457,3945,3195,5339,4914,14725,11000,2455,1793,9142,19708,5089
151,15586,2215,7665,6944,8766,14152,13963,9258,5877,17631,17194,16120,1894,9911,16243,3271
152,15012,8308,10843,10817,17201,7373,1171,4821,12889,3048,2117,9299,9030,7205,18307,9154
153,2622,17003,5700,12892,531,10139,16235,3517,10849,16949,2124,16408,4583,15563,19892,13715
154,11856,15112,6913,2274,11654,5436,9652,1229,6682,16621,419,8382,17873,10885,15707,8037
155,18611,796,15580,18585,2766,18947,12401,10126,13021,1820,5041,2211,11973,13406,11165,1742
156,19747,2174,1012,7666,4055,9475,13087,9639,16258,16722,3793,888,18216,14366,11878,8593
157,15420,9213,1939,13320,11566,5940,17782,9759,13985,16628,17105,10201,18511,6516,3676,4096
158,15078,9830,3078,17735,17043,15688,13598,11958,8453,5977,6503,17478,16758,19628,19630,1451
159,11094,13992,5673,5899,7243,10019,1523,11958,5249,2758,118,14252,15080,18264,19129,5997
160,12138,14907,14229,10292,1556,9299,17322,10171,1002,4396,10661,13672,15681,14493,16360,14289
161,19325,18236,445,4971,16833,793,15125,5413,6478,9719,2014,3212,1254,18569,1493,6797
162,4206,7688,14059,17304,5050,13413,1916,4163,11647,11388,1385,18599,12801,5197,7595,7927
163,2480,18773,12119,4619,5410,19491,1445,12859,9208,19787,12154,8878,19003,15486,5280,552
164,15463,5385,17390,18559,7759,19196,5028,18013,17799,3542,827,13398,6805,19982,5854,483
165,11920,5173,9976,877,14796,10091,13889,13118,12288,10280,14581,10540,2606,7721,12012,9299
166,10741,4293,734,14421,12872,5628,894,14933,19019,8895,4383,6969,5802,18003,6397,9989
167,8856,10437,16638,1351,15334,19860,2631,12586,5483,9400,18294,3057,5941,16686,9839,14408
168,2429,13548,6491,18316,5362,1160,9513,17190,13694,19432,15807,934,5864,15960,19377,17286
169,12019,3802,10762,2450,10189,11101,10351,14803,8929,12325,5882,13537,3890,17011,11901,19295
170,2411,13182,14003,18554,6633,17721,16346,9452,9920,787,15764,11718,10475,5714,13876,2784
171,11724,16640,7695,16489,8330,18279,6195,19976,2537,1909,14948,15798,326,10617,2300,14767
172,4803,9573,14212,2883,556,15055,16123,16924,18637,14251,19137,18112,19205,14590,19309,19337
173,18537,189,12019,2461,7085,19378,10292,13911,9855,18062,17360,18624,10071,17162,13679,10417
174,13928,17817,13686,14914,2781,5274,7375,16611,15857,17039,13256,13581,17118,737,8292,12236
175,13493,19257,13912,2420,17797,14384,16729,6870,17430,8206,6114,11152,18738,599,5026,9042
176,9690,1522,7124,18357,7625,11365,11434,179,871,6973,1274,5128,4662,5764,11332,18420
177,12256,12923,9745,19812,14976,15160,13617,3473,2327,18246,18762,5095,9487,1200,9137,6411
178,7921,17069,1615,1742,1729,19978,3006,7544,19718,9760,7503,12422,14347,13225,4807,15730
179,8585,4469,14018,2251,2642,10196,8441,6888,14344,1485,7011,8060,5140,9717,1396,4711
180,16442,2416,5976,19783,6543,4273,19899,6589,6245,10399,18048,15625,13816,15578,708,5446
181,10770,417,15616,1721,18594,5060,7112,4203,1476,19415,5646,19847,1498,8475,1323,8065
182,9696,11821,18863,8784,1145,4674,18244,14508,17831,1573,10960,5711,11021,12907,5930,3326
183,8388,7132,13173,18831,15676,8116,12722,10710,10628,10068,13933,17983,137,8339,14354,8303
184,10758,5010,294,5151,4580,3298,18569,18364,563,4451,19984,9196,992,15902,12619,216
185,7514,3258,8002,3391,7263,13221,19478,16353,19587,8529,13317,3117,17998,12064,19761,6634
186,2673,4479,12793,594,12001,12531,13921,9040,17396,1175,4765,8637,10898,544,15532,16408
187,11450,11622,8380,6510,16897,576,4390,11640,10261,3564,18151,6506,17655,1324,17495,3856
188,8905,15068,10432,10928,14732,18167,102,16169,15874,7266,8166,4898,14435,10649,8941,1787
189,2470,10616,5312,2108,18323,7735,142,1583,15093,14731,6380,3661,5779,17889,14630,7157
190,118,5928,9463,19113,10429,14269,18638,4818,4203,6646,15578,2004,11978,19561,104,19418
191,10920,10934,1726,280,6200,19338,11843,954,11426,17633,14250,1314,131,14623,15166,6873
192,5561,9782,13146,18030,13777,2404,8542,6862,6454,6946,15234,3484,18564,13634,12712,16346
193,19670,292,5108,9391,10512,4648,12669,3033,4440,9639,18377,3663,3840,19046,7558,10499
194,7952,13100,10718,1332,3619,6921,19299,11106,5255,6761,14861,12373,18841,18553,16024,9970
195,11490,12124,18064,15773,600,15405,5576,7090,17954,2484,1133,4737,14719,6676,1587,2624
196,17786,14915,17305,14989,7189,15899,5090,6660,2583,18799,12693,9255,12202,12681,14296,7886
197,17806,17581,14851,17115,3139,1463,11509,12719,18043,2263,9047,17199,18711,1728,16750,5896
198,13956,10650,5360,10904,13490,12439,10823,19447,5377,5364,3230,9813,3722,10689,14410,3725
199,6048,547,19981,4717,999,16123,10150,3217,13511,4195,7862,2292,8221,2441,17647,6309
200,2036,6223,10608,2171,16723,19170,4256,8428,1395,5172,2398,19938,4154,13297,18957,13471
201,19424,14930,11167,14766,15445,17007,15606,18748,17292,19794,17059,1974,8390,2856,11547,403
202,10252,9406,1151,7439,6424,11327,7306,18896,11384,2278,19777,5145,17401,13242,14167,13563
203,149,15245,636,7795,11290,9499,8148,12484,19418,13610,13912,13084,11331,2684,5884,8452
204,17971,4029,19680,5370,7000,10260,718,13398,6023,4075,11558,9998,1299,16261,16209,16450
205,16478,2404,14244,9508,2353,19392,9785,4784,12846,4435,16367,5500,19500,3475,855,14219
206,6500,19706,12753,3779,706,10084,8614,7443,5323,14132,4872,18773,9332,3763,1731,12001
207,16215,16186,6181,6128,18079,1438,7526,9260,15024,16873,18990,490,12690,16101,3457,12322
208,15871,13590,3285,15538,12121,3267,249,19054,12457,1187,5387,1704,1589,7115,10557,1245
209,6895,16511,11292,8421,9125,14444,19660,15496,11166,19930,13888,1485,4127,13930,5463,6026
210,18728,8651,2968,800,9249,2637,14366,13166,10522,14502,6047,14053,2068,16529,18768,3476
211,5063,15011,14927,19457,1977,15850,5898,12434,2852,13220,12814,5622,18107,6192,7899,17449
212,14928,17096,13369,16295,2536,19426,7388,18106,17350,7790,537,9891,5553,12533,16324,11566
213,14562,8142,821,17386,4818,5847,19842,7505,6808,10857,1543,14444,571,11063,9587,2080
214,10118,9119,2153,9453,18308,17311,14167,13862,1190,8814,19507,11727,6277,11080,4038,19718
215,2968,15910,17119,12261,2657,10599,18445,1265,501,11457,11666,6746,4785,816,13441,6228
216,9733,3330,19114,3987,3546,10551,6946,10983,18653,19141,11937,1023,3193,8872,518,7057
217,13430,18973,19361,10354,1579,9838,11741,13379,18507,6268,898,3111,318,4488,7602,9280
218,185,11475,9739,633,17481,14784,14375,16820,14331,10822,11379,4265,8295,19312,5611,10647
219,8414,5495,18036,1415,119,9738,7204,12428,16153,15182,11043,5648,1691,14303,10868,16867
220,16366,17799,14971,15404,19254,4495,12719,17166,17838,14299,19504,401,11706,7435,8174,1630
221,465,17197,11598,16187,17349,10463,14370,19171,7524,13200,8344,666,301,311,18563,12409
222,642,17302,9043,14040,7775,12672,12378,9810,12861,12571,5633,14199,12426,18296,17308,19124
223,19334,17821,11573,1945,2548,4476,16817,8958,4640,833,6504,2986,19353,1060,4050,13389
224,6358,9238,3453,6903,6838,679,4169,13561,3391,16022,10497,7103,9361,3207,1022,14358
225,11520,15139,16894,7265,18374,10484,13121,15539,3898,11966,18896,18860,6034,15148,13631,16790
226,3343,1741,16576,8958,2327,15558,6260,15927,13724,11559,1221,14749,9000,6877,802,10065
227,11879,13439,6405,1381,1717,11718,12371,7112,9353,7679,10989,15833,19924,18869,15853,16370
228,10779,18152,5164,12637,7797,17413,3346,4668,7145,19544,4416,1151,11691,4564,14383,16824
229,14040,197,11995,8734,5732,18956,4734,12875,16084,135,5194,13212,5699,18793,11219,7094
230,15312,6414,7440,15719,15489,12989,5939,1752,15029,6239,19577,4571,5871,10136,1367,14518
231,3505,14189,5244,3748,2698,18746,12686,6840,1343,1414,453,18479,10163,4757,7712,17891
232,307,9321,1844,11634,9274,6294,16814,9884,11310,14022,17566,5873,17599,9565,11403,15050
233,1265,18450,15264,9222,2260,3404,7090,19639,10854,19777,3591,5889,5854,270,5741,4866
234,4044,14942,13607,13809,17776,9178,15728,1073,4569,6759,6715,17835,14246,5967,18730,8848
235,15626,15647,18955,5095,7568,9147,19745,11909,11383,2147,8588,15011,15796,18835,8164,13843
236,15015,2922,10598,1436,3588,19701,8257,2252,16097,16992,13231,7587,10198,4672,11258,13484
237,15521,5855,1386,482,3134,14250,5055,7102,16926,13853,5898,4473,9056,12693,4676,8551
238,19378,716,12037,13406,17192,13079,14762,18453,15510,9311,4293,18600,11257,1966,5780,18402
239,5649,905,6842,3525,8059,9696,11136,19996,1844,3809,13463,3511,13144,6623,13761,8208
240,6692,14739,16277,8854,18045,5911,6805,9842,10730,16792,5758,9667,1739,12612,5006,9959
241,13859,5898,14402,4069,15090,11389,2637,16758,16576,1576,14468,2318,10120,19335,10680,18643
242,15142,17165,3745,2400,19209,17829,1245,11800,5490,11042,19198,13216,5326,16622,11248,12182
243,6209,2853,2872,3095,15667,12607,8238,17053,16501,18493,14491,1957,5084,7481,10796,6207
244,18156,1885,15094,12259,2641,3803,1932,14855,16398,351,2708,1917,13916,11191,4491,15624
245,18928,11084,12415,18503,2898,4880,4312,768,15495,5643,15507,5959,3531,10846,4504,1654
246,2467,13806,16563,6188,15682,19797,4261,19713,2730,16078,10853,7868,14875,17665,18951,494
247,9430,14978,18340,18605,9292,13490,7747,14878,15053,730,8262,3054,18598,7644,10629,4901
248,19488,2048,8110,14749,16876,1907,13495,10485,7132,19985,5737,3796,11392,17399,15817,11028
249,1401,8389,12345,2332,3563,10881,19869,14531,9137,19463,15075,8381,11525,3011,11475,17253
250,19038,1619,4177,5078,11739,10701,3113,1838,17036,6511,5387,11163,12299,1532,19944,14960
251,11818,11331,9003,14536,8847,8195,2107,14111,13970,12172,1852,12148,4807,222,5421,4081
252,7348,10792,745,2123,19573,10797,14511,640,7388,11520,11938,18527,6681,3871,17984,491
253,15718,6377,13764,9047,19135,13710,19724,7926,2076,4081,18957,15243,19148,10905,3440,19365
254,4101,1439,4939,18212,7285,18075,18702,11529,14579,19167,18511,6993,11655,13383,1069,17410
255,9946,17481,17898,12781,17157,18331,5707,16383,18608,8673,12251,1853,2883,5468,19694,18204
256,4782,3216,6439,8633,8450,16558,440,16187,16649,10638,14423,16402,16165,554,6396,12751
257,8510,5114,2230,2855,3182,5928,12827,18458,8020,4045,17890,5651,10672,7161,9538,10703
258,15997,2446,6043,9660,18261,2792,13023,6941,5948,3884,14552,8530,1850,15283,12118,8612
259,4022,18299,7737,8281,4516,12050,10250,13784,19445,1473,15046,10915,9073,10147,16254,4406
260,17263,11277,9210,6981,12287,10199,5102,3124,14654,15158,5301,10311,6739,7540,2405,9308
261,4717,1217,7188,631,8697,19498,16483,19120,174,6466,6092,19339,15778,1282,579,13048
262,6427,9670,16361,4218,13019,9326,5917,19659,6206,4792,15558,8042,9326,669,13527,8821
263,15074,7098,17353,9172,7549,11787,18037,13852,17668,10293,14206,1303,5113,13252,12060,2662
264,14450,14680,11169,8553,5975,10643,7676,11465,6446,13307,15332,9452,17022,6424,3281,12982
265,776,6855,4857,13958,810,16558,19249,9740,9460,13912,7950,6175,301,9024,1645,18458
266,16224,15014,19901,10167,9295,11433,13450,14563,18205,1865,1598,10606,3881,18798,11695,17736
267,16200,5417,9361,4697,11991,8142,18745,9160,15642,4486,6683,12781,446,15147,5027,1705
268,14345,4945,16941,8303,19728,16297,16144,4210,3508,11259,18085,8181,2451,2043,6365,18215
269,8369,16536,13616,1559,3729,12820,12715,526,10901,3006,11924,506,14327,830,15863,14625
270,8184,7607,8395,2091,12081,4979,17291,19910,17009,17169,18782,223,511,2165,18544,17323
271,18879,7811,6099,16153,5036,19923,16998,14217,17798,12976,19849,17534,10455,14172,12549,3531
272,16614,10391,12538,7910,12620,17555,13521,9509,14980,15614,19541,2020,4932,534,13105,7554
273,6744,15380,12511,193,9392,7375,5875,16951,2331,6214,2159,17047,9889,12822,15473,5691
274,8153,893,6760,15426,3437,10746,19745,15670,303,14251,3213,11516,7117,5631,15804,1239
275,7082,4329,12155,2628,2860,13452,3179,11021,15005,7637,4519,14043,7675,11234,533,4604
276,17883,4605,5795,6245,15116,4486,1200,9625,9327,11252,470,10018,6837,5397,1218,12151
277,12624,13902,13321,14425,14221,16143,17054,13342,19500,17226,12004,13826,6720,16211,849,10027
278,4676,17853,1380,19837,17015,10172,9831,314,620,16444,2258,12814,10986,1693,17326,13650
279,14642,12560,18441,14863,1025,14817,14957,11473,7231,19506,3227,17563,14760,8703,5775,17221
280,7792,6390,11205,6693,12442,14581,9089,2329,14537,10639,6679,4391,11784,8978,19245,238
