"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018"
40,16745,3897,8601,7431,5813,18582,19758,1061,6991,4391,2017,8145,12675,14378,610,12007,4758,6059
41,10352,7786,5336,9727,1679,17222,19826,4501,1748,14362,16485,9075,9602,8742,7725,2309,12060,12322
42,14155,1143,5338,19655,14487,7616,9436,5105,8036,18994,16922,2729,13978,15787,2482,558,12113,3508
43,6786,14161,19599,9085,1611,10426,2169,406,2061,6157,19971,14426,780,5753,6378,17034,15076,16252
44,8888,5914,15929,16670,16230,11090,17638,18531,10639,6257,10541,17035,19665,2433,8891,14133,14559,223
45,7326,2234,12161,10724,3447,15883,6142,17999,16484,9930,9752,3889,10259,6459,427,18272,10446,482
46,5619,5704,3067,281,10694,9248,13224,9149,10881,7681,12712,12877,19924,7832,8845,19898,969,7880
47,8287,7638,10706,2766,4875,8068,8080,8052,9546,13842,4546,11660,19739,1002,5296,15488,11572,17030
48,5739,14833,15067,19753,3453,19131,1123,2166,1097,5664,1397,10727,1636,19631,2292,8474,11355,4784
49,8622,7993,9329,14078,12342,7369,2220,15284,13095,7485,6308,9855,12816,1125,7369,2542,11083,4780
50,11636,7875,19686,3756,2310,10144,7634,18442,15441,8385,13944,9706,9167,1977,15056,12057,13712,6578
51,7391,12777,17239,12597,8564,16128,11012,11212,16017,19475,12695,286,12314,9000,11325,4010,16585,11186
52,15203,14652,18143,9523,12909,4742,14698,14793,9632,18176,8011,13449,6835,16884,2529,1588,6492,15189
53,18576,8681,8606,18083,16787,11624,17448,3624,6679,236,10597,2691,5236,6387,2512,1614,11665,6173
54,6687,2964,18137,4145,6447,2132,3841,4793,16196,1205,14195,16686,1044,19654,19780,1194,18097,6629
55,11908,11423,7592,15952,11417,19205,19386,12823,10111,6455,7507,5627,2130,6438,12915,4732,586,15993
56,13197,7554,7561,7013,13219,10582,19834,9700,18030,19933,195,141,10225,16095,16522,9539,11458,9539
57,14007,2175,11704,13476,13647,4555,12676,19346,15596,13904,5640,9349,1313,14720,10651,11013,9079,8083
58,17973,17841,6340,5739,16041,1414,5998,5736,485,8387,15846,17974,792,3656,17131,1875,4807,4882
59,11488,18974,13125,18891,14858,4738,15938,7981,12886,13993,11902,16278,1703,6744,2028,5802,7530,2779
60,2247,2894,17421,9424,7172,13619,8253,5009,13731,6035,2041,13739,4644,3040,3093,10031,6121,14230
61,9448,1754,5696,4853,3295,16985,13234,408,7097,9647,10637,13317,17837,7372,15375,6123,9244,19404
62,1275,3227,9035,5640,387,16555,15320,8079,7859,11570,16053,2358,6008,15144,5007,8597,300,7190
63,9285,13612,1756,4811,4531,4633,3167,15255,10486,17388,5607,4781,2680,10388,6619,923,1710,19793
64,11865,13563,4552,18548,9989,1105,10906,19804,1322,1658,18877,5420,10706,9754,131,11854,11078,10459
65,9447,8778,17251,17538,17235,732,15027,15515,4309,8194,13859,5550,6953,13228,1246,11795,2738,12270
66,4001,11932,10890,11038,16586,3624,7265,7336,6921,971,12592,9960,16602,15057,16141,6968,12608,8052
67,19037,5666,18529,1081,17366,8384,19903,12149,3621,19859,8637,10669,9647,4736,15359,19213,11388,6810
68,8967,10112,18670,7270,11963,4508,11040,16105,15148,15305,17527,3649,16622,15346,12676,16855,16292,8951
69,11695,7010,12932,2395,14864,6098,11783,6022,13462,14350,14025,5634,1500,19017,375,16489,10237,13814
70,12684,16942,15906,12512,9019,13067,6492,4660,14309,3090,19225,18904,6156,12064,19029,3044,11267,9287
71,5560,16716,6971,4229,6069,9795,8598,17661,9768,13007,16067,4266,19376,1928,16274,5927,15161,18179
72,17849,6596,3120,744,8383,6653,13148,6513,10430,6371,17657,3491,8085,4380,5568,6064,2585,7371
73,15256,8938,14009,5735,4884,8251,2917,6357,10168,18237,13488,19828,108,17120,19963,15645,18963,14713
74,10440,5207,12378,4689,147,16322,6441,15700,11644,14651,5410,14028,7093,14735,19813,17902,13008,5718
75,5902,18877,1456,14148,9854,7841,9900,9762,5922,13141,10781,2799,1706,16618,4879,5936,14403,18570
76,12108,16789,9081,5453,7013,5419,11492,5261,8754,14707,19013,15846,19871,14687,13557,16693,12348,19296
77,321,7666,15716,3603,17563,7726,16594,4763,16859,11618,11184,13730,19765,14989,12157,7910,16701,9235
78,9837,15783,2244,6140,18463,15486,15678,13745,3882,16658,18564,9852,6877,18108,7128,7957,14646,4081
79,14587,13182,14650,13314,17407,12656,5292,12516,13012,3354,17102,19835,403,18635,3980,11512,15007,7688
80,12102,17949,15310,4036,14264,15032,659,7250,10331,9697,1073,19696,2848,12971,17017,5861,11948,9899
81,5445,19435,1714,14437,5879,2678,5103,16689,16380,10575,12879,2651,9391,14155,9163,2908,8213,5030
82,7104,5230,9780,12931,4932,18144,1289,10378,12086,11155,11018,18478,18690,14174,1549,5350,15056,1011
83,6306,11633,18073,5689,10555,9128,19592,8076,10878,192,9558,11097,7305,16302,4287,18509,15604,12601
84,19615,4279,17435,536,6851,17623,5226,3950,18157,5062,12545,2334,16546,8331,6090,4899,5347,11091
85,16042,10816,11804,14980,940,3008,9331,8807,11342,14011,5523,17980,194,12053,14656,4188,12242,19150
86,10950,6824,12864,12431,17606,13143,10800,17675,19721,10342,19001,7402,15422,2850,6287,4444,7586,19044
87,4823,17491,14500,19013,19848,3381,15878,6120,8593,15802,5838,15837,14634,643,15341,11530,17285,10675
88,8854,12017,17554,11490,14320,4245,14685,1207,12340,9684,19116,12536,5238,2141,142,9451,18580,133
89,261,3465,6154,9143,12673,5340,16326,5738,13036,12882,18781,12637,14121,14063,14562,11529,8097,4142
90,19618,1694,18772,10357,2653,1039,17366,13525,10341,5065,5929,3567,8406,4434,19105,6870,8402,10388
91,12147,5928,9485,5038,5845,16991,8924,17605,13011,10303,7821,15899,13025,5813,1453,14361,18849,1662
92,5193,15467,11634,6032,14150,9059,18327,9728,9448,12702,11165,12569,7532,8625,14398,4993,1347,5213
93,13792,18350,2199,2869,11381,2672,8496,15707,16676,4077,722,4176,18771,3877,9660,12178,680,4632
94,12917,6169,18249,9529,13738,1671,8459,14783,15610,13277,6437,16770,18517,12668,3798,13305,16614,14391
95,8830,4838,15577,6723,8528,9499,3737,9609,9478,859,13607,17906,10959,16539,8423,9307,7232,13503
96,8475,3185,5519,4037,15446,5538,7784,231,11940,18412,152,18283,15063,10587,8025,12374,6763,16369
97,8623,10731,14100,5685,19460,4910,3772,17086,12358,3839,6911,4577,2383,3672,16932,10693,16434,13849
98,14825,2227,18320,13860,5417,19690,13612,1586,13222,2952,13441,1056,2678,2903,7622,4676,3343,17876
99,10826,2984,12509,2949,12598,10313,802,18660,182,400,7728,19524,12099,5574,11489,11138,1681,16566
100,7055,2826,2293,6945,6143,14715,11700,6077,7397,4224,9596,12395,12623,4557,6153,9702,5784,5633
101,16322,6569,11071,4026,3148,14139,17903,3606,2450,5499,17031,6710,6036,14041,13161,19664,18535,461
102,14886,14277,9092,14367,19992,11685,17548,11487,18608,9913,12088,11909,3665,10900,12816,11316,11746,19062
103,11901,2498,13915,284,7166,12198,14206,7855,2282,14298,19573,7598,6648,11865,9034,18183,994,8278
104,3822,13352,13287,1575,12131,1882,13673,11673,16753,4419,7420,7108,4417,15026,13494,1798,12533,17658
105,600,15929,16964,7075,1749,18207,19374,13338,17273,16865,17436,16425,17426,9548,18429,16332,14046,10554
106,11377,4851,9127,19068,11806,16119,4598,13747,11517,10043,14774,17405,18820,10913,19837,3652,9414,8496
107,1007,13474,8815,1835,4723,1427,440,15084,14798,7571,15598,6306,14343,16729,2051,6669,9166,4744
108,16576,12626,18039,9859,10260,10024,12172,9678,941,10141,12693,10015,1940,16543,13925,3578,9421,4959
109,15880,12880,8306,8048,1548,1607,14198,17279,8793,4776,19922,1038,7409,6940,7982,8596,2834,12088
110,16753,11284,9763,2967,16044,19846,14284,6510,5062,4122,3707,6105,4500,3938,315,11043,5296,171
111,6121,5712,17403,7813,13796,12519,5328,8324,17153,19330,8295,4222,14823,15244,10993,14164,18586,16834
112,1857,1576,6463,13574,13157,13159,8483,3356,17448,4354,17460,18790,501,18052,8169,16241,18036,1935
113,2399,15673,6211,1397,19623,15088,7250,8536,10788,5212,17211,19153,7007,13397,2507,11034,15966,780
114,9650,9060,4869,18748,17805,19515,13023,8004,11041,17584,19474,5489,17686,12051,2817,9679,1119,4548
115,18822,14536,2787,2645,14930,19358,16427,17317,10774,14926,2921,19701,1690,6573,16324,4347,9707,16040
116,4516,10050,14160,4060,2655,9551,12285,13656,8547,7942,17952,10582,1394,18854,12309,12643,14989,9161
117,875,11129,10350,5538,19420,10152,19834,13105,4059,1474,3796,18076,4849,5123,18598,8907,6040,4762
118,6107,5521,18559,1732,14200,9257,17544,704,17300,7776,996,5180,11744,19618,8084,16533,5345,4780
119,15408,15020,5024,102,12615,1703,4546,16347,17261,4628,8891,19654,9566,13501,7906,107,7505,1794
120,14967,6744,11578,5495,4149,5461,17375,8829,5790,9101,19821,15221,20000,7520,18396,3727,9853,5120
121,17059,2229,16160,19654,15103,15548,2516,10074,15097,4747,18376,7367,18792,5887,10736,11768,16279,15129
122,17260,9587,7636,14163,1394,1621,1069,14756,7641,5008,11499,1554,6082,19525,10279,18237,9063,132
123,216,1146,12175,12395,14228,8257,18172,14751,7258,4044,4040,17331,4591,3081,7703,19251,2297,4162
124,3204,9979,3707,3084,11965,18368,1432,3837,11619,4053,10983,2240,7976,786,5436,2744,12216,11847
125,19987,12351,6303,10192,19199,2084,9979,16383,5030,11014,14414,9531,14070,16687,5941,448,17118,15823
126,8995,8604,10851,244,13724,15877,7871,409,12411,4849,15508,2574,15360,14743,9806,1319,5219,12060
127,18770,19939,15991,12491,7144,2157,6169,14586,14825,15038,416,175,952,5393,15336,5789,10890,9289
128,17159,4207,4554,8425,10410,17295,8540,18543,6905,11269,15963,18757,4359,2251,11192,2808,18240,9380
129,13155,13986,12879,1082,13216,11057,9034,14058,19794,11142,9574,14105,5370,3243,6922,4231,15372,6870
130,1378,2337,16904,18990,408,7210,11675,14220,2405,14519,3951,1544,17822,2162,18325,18885,19872,1408
131,8252,7017,8110,17679,13475,3599,792,12890,4568,18756,18147,17757,8265,8430,7936,2333,19628,19065
132,4638,16243,19256,18481,3485,8986,7694,826,17697,9879,4588,13544,15790,4925,14579,5320,17464,17050
133,4427,4967,8783,14462,13546,12356,2866,13517,5734,9420,13329,8391,19696,5299,14765,12321,7002,7517
134,13970,13457,3541,1246,2694,1525,3818,4488,15784,3247,2145,18809,6940,17123,9767,3179,17347,18804
135,9312,4018,2183,19232,18190,12295,3289,1109,17328,12710,1380,11902,16526,4852,726,9213,2376,16468
136,6741,9090,10456,7254,14587,12135,17499,7150,16295,6560,1168,8153,6140,16410,19146,6087,18031,5394
137,12496,18241,10003,4560,12824,14898,15030,18265,6042,13682,17333,16177,6292,10617,6045,16195,10391,18306
138,3968,5816,3353,13491,15679,3416,18141,8257,5911,765,13073,1158,2066,14297,14403,9252,3273,19354
139,18673,1136,18903,6775,12544,15492,13753,12895,4335,16974,13759,6796,1879,18339,2210,15322,10328,11351
140,6198,18262,4139,19873,8692,15432,2541,7824,12652,18775,14321,9328,14758,6399,5008,12341,10337,2828
141,2757,537,9847,1380,8840,3936,1684,17754,15100,8261,7143,14763,13715,11783,18485,18543,16345,14218
142,13698,345,2146,13684,19996,11114,4764,3821,9539,7013,8234,6699,11931,2880,1995,816,9560,9916
143,11323,17450,1557,2075,5790,13844,15371,17999,8317,13317,10580,7535,14617,18488,16337,7285,1445,15960
144,180,18869,2760,5818,339,7765,3012,725,17160,8852,9677,3101,2206,942,11671,19514,1603,7641
145,2629,18090,7674,19130,5543,6157,8311,11846,8284,4155,4050,12250,13739,7962,15630,12472,10597,8735
146,9899,13214,10123,10226,11112,9917,10131,5392,9664,18330,540,7084,2059,12480,8040,17754,3208,3797
147,121,12397,4414,8791,3963,10377,4795,19672,10019,4496,9370,9502,9159,18985,754,16659,16190,5905
148,9891,11303,13220,906,14738,3907,8314,6926,8907,4843,7035,15108,11517,1001,14030,11668,14775,15553
149,13660,1714,16256,6722,1496,7007,2220,1500,749,17238,16156,11664,12919,17995,6591,17537,11665,2894
150,4352,2567,4191,11845,8569,6844,18060,9353,167,19676,11492,3208,6652,13130,7336,1671,1200,18600
151,18666,9740,8972,18757,2842,19676,5826,3077,19615,193,6552,7168,15401,1484,5068,11394,16467,18011
152,2291,5977,16788,10923,6247,9634,16462,17861,5652,15922,7594,4714,676,16728,7429,17982,5025,16157
153,2333,9680,11593,12190,4330,17929,10796,14579,11160,14717,17377,1757,14842,9035,12903,4501,458,7423
154,18831,10833,17398,11539,19588,16470,9089,7140,19221,622,13615,15805,3393,5352,2483,2773,19784,2115
155,5450,18319,3367,7774,5827,8267,17388,10370,19852,10640,3533,4988,2250,3572,5136,3188,17815,2527
156,13820,348,15900,10762,10017,7978,5232,5460,15726,7895,8985,7915,3192,15316,16024,12419,2860,19828
157,9112,15637,12802,18819,3915,16022,14199,15840,1238,4809,15160,7424,12449,8649,7320,9154,2529,6543
158,10273,3658,17430,6584,6680,13397,9934,11088,18665,1202,17131,16800,6827,16528,15070,18225,4985,17324
159,15402,17657,15824,4872,19740,4192,19057,14661,16522,1947,8028,4719,3655,2947,13941,8173,18495,10335
160,14397,16130,1521,16346,15806,9313,1212,4310,176,14358,5192,6860,7857,18208,10227,13419,3159,16968
161,3591,19501,1475,13828,416,19033,12474,9502,18275,5155,11929,11052,2666,13036,2399,7107,17380,8238
162,17883,14957,1238,4526,10675,15340,13631,9165,12850,1792,11854,11973,9233,4021,7957,10421,7460,9905
163,2953,2831,17733,1547,3892,11424,2464,11937,9307,12406,9769,17304,10520,2142,3585,11788,10393,16752
164,2599,17300,11903,14523,14521,11615,673,17645,10593,7868,16491,5127,5254,17789,18607,7971,15052,6738
165,1515,1303,16403,10478,15804,15376,561,12961,15189,12670,6985,15038,17267,9241,10458,15050,12688,3181
166,2942,15490,13007,11703,12920,13841,13804,15879,19380,13469,18972,14460,4228,11814,10085,2472,8970,11386
167,19101,19057,19421,12691,11826,17542,5836,7621,9045,1192,13664,9946,7816,14747,11707,14127,19005,2168
168,11540,16321,19106,12808,13354,17025,9086,14522,766,4212,10659,8056,5186,6920,17973,17345,1768,13414
169,166,7910,6469,10418,10733,12644,6743,1032,19168,16224,15657,12167,5227,13052,17272,17483,17903,2189
170,12739,14099,8216,12959,7207,18365,14938,553,12139,7368,8103,15401,8338,18595,15383,17516,19992,14992
171,9574,263,13789,4997,6452,9435,13571,4887,4475,4357,15488,12667,3596,5536,19506,12875,742,3649
172,13632,9364,5182,17270,1383,102,18077,12738,16822,7629,13670,3343,10454,15749,19869,12483,3447,8673
173,9872,19210,2700,9995,12674,1632,4762,11409,5748,16566,3179,14452,7459,7804,19749,467,1598,17749
174,4242,18982,1211,15618,9095,9479,18271,4570,7635,17619,7437,17771,2424,19965,10796,12712,18401,15644
175,9722,9249,12519,7103,15018,16798,966,9067,10150,10898,10117,18121,371,13634,1706,5497,12921,12710
176,14012,10552,6669,13145,17838,11396,1247,6120,8067,8532,2536,8208,12564,10610,18642,7314,15011,9550
177,1583,2698,5463,13445,17490,10614,3224,7316,3488,9302,16669,11153,12710,6330,1293,4557,3675,804
178,7858,6969,2842,15324,5221,12936,12155,19316,13233,17746,12735,18744,10540,1877,19261,16114,15045,19396
179,9808,17251,15579,17956,1067,16441,9327,8750,17908,13714,15880,6883,16919,14469,13798,13502,11816,19286
180,503,10405,6224,19965,12111,3181,7024,11233,9308,5548,13969,17696,10021,7547,11017,17767,2242,16325
181,18753,6635,12984,1286,13963,7330,11074,18699,4965,12193,19900,18271,11160,10817,12590,1752,10610,5024
182,19726,427,10374,9488,5300,10012,1888,14404,12291,18724,13842,14313,11868,10643,15724,16115,2811,9314
183,15289,3538,19809,9953,10877,1290,7832,16630,2273,7600,2390,12463,18036,16757,13351,18079,17766,17683
184,2241,3332,13462,3493,11032,14294,14737,5431,13271,3916,9576,18634,17400,6074,16936,7807,14812,7115
185,10059,8809,14095,9650,15120,17360,1875,12591,2624,2299,12764,4601,10945,12247,9513,19516,2171,6366
186,13284,4301,9290,6687,12047,7697,11075,15529,16981,10552,9836,10770,7412,11351,6201,6352,17791,10058
187,15803,3801,12006,8046,1043,3786,9977,10440,7860,19948,13766,3102,12486,15289,1073,4849,5636,17039
188,8534,8312,908,12048,14781,11675,15808,849,744,1738,7959,433,7068,4210,10167,8116,13323,15650
189,463,307,4463,17364,13435,3593,8714,14879,11041,14981,13839,18731,6470,16445,5677,5788,13268,19575
190,10624,14758,19867,12353,17552,418,16945,12432,11440,13244,14271,16616,16554,16052,15863,9956,16544,433
191,18071,1621,2538,17485,15983,17541,12812,5419,5497,16749,11874,11329,4188,17109,12062,6467,12902,12229
192,8776,6619,17056,4121,4289,5169,7457,14248,5528,8383,18068,12602,4761,17798,5740,18348,17519,18067
193,18541,13192,9220,18069,19106,4929,12205,9866,15544,12149,448,9573,7305,6936,10404,17079,1560,321
194,5330,8776,2695,3494,19497,7752,16531,5747,2311,7883,4660,611,8971,19333,3555,14335,11485,2663
195,8363,13559,3827,10105,14584,18811,1435,912,17134,11187,10175,7488,12774,14021,8706,909,7721,14304
196,16618,14212,17858,4692,10869,12588,11147,16109,16809,10830,19138,16838,8627,16438,19659,9983,5647,15452
197,262,5866,13380,3816,6505,12481,14533,7255,18774,14203,18007,10343,3180,11479,12295,9033,11759,909
198,10082,6568,14697,10090,16877,8908,15130,4258,6501,5654,1202,9409,5083,1208,7852,19901,15591,12236
199,8220,6222,10201,16018,17974,11246,17012,11787,17302,5550,8827,3866,3088,3892,5347,18870,4447,12193
200,10342,6535,3346,11299,11977,14782,7324,312,3259,1608,4418,1895,19346,4785,19841,2582,17412,17315
201,2356,5394,6283,17673,10334,19310,2975,11291,1470,11510,3948,7383,15648,6258,10724,2309,7833,6453
202,14954,15193,4282,10402,6734,16660,10956,6378,3818,7112,760,16833,1617,10247,7935,5493,14991,11434
203,1635,4161,9116,8129,14527,1243,2895,14158,14197,8403,18509,618,545,635,8013,17937,13282,13756
204,7835,11159,11732,11345,6958,5753,9274,2807,10014,1552,9778,5553,9634,2404,11877,14296,18698,6950
205,18933,12430,14714,1471,13620,4981,15521,17221,19958,7669,13838,15983,14098,5350,2423,18174,13397,10357
206,2703,5879,14443,7534,5474,6074,16573,6753,12232,8080,7204,7650,16654,4945,2350,8055,18512,8419
207,18602,1722,11933,9598,4968,14432,11942,11910,4628,11610,425,11763,14855,5035,11073,7057,138,13197
208,1388,10264,2503,13760,12977,6255,14891,3613,14980,3900,16726,16017,3542,7921,3098,14624,15285,17497
209,19893,5493,12224,3062,2173,15581,18724,11331,2490,18620,13867,457,13198,808,16391,18446,18732,13736
210,5910,6821,2665,8194,14996,1109,19925,944,10999,16421,3890,10896,1508,1651,6234,7531,2101,15183
211,13514,6205,16156,9773,2581,3670,5880,12606,3736,15409,7214,16453,2017,12201,14241,10998,10238,4578
212,15652,16686,14716,15084,3271,10390,19569,12837,2263,14529,8086,337,148,7338,3803,16863,12330,16376
213,9212,19344,9570,16594,16501,4163,16095,10943,12454,17605,3078,5113,8218,11201,13855,11044,11459,785
214,2412,19944,11297,14816,7473,1470,13732,15035,16918,19182,3249,6293,4777,8431,17993,1983,15868,15345
215,2466,5989,19134,2134,16858,8895,762,1626,8057,19137,17500,6454,15319,6729,10432,4673,16108,17941
216,17491,7993,2010,2676,12983,11377,14261,15388,7364,3515,5572,18544,7533,15960,3225,3265,4655,12248
217,8792,4366,16169,7142,18333,2116,12052,7401,9118,16236,14699,19322,6594,8968,14189,12469,13746,7098
218,8938,2357,333,7089,18795,647,17024,12907,7364,3286,12267,11063,18664,18758,13209,5705,5252,15163
219,6937,8289,8646,9769,2879,18271,10631,16449,17019,3382,15831,3231,19556,4339,19358,17119,9281,2187
220,7021,6940,16669,2827,8554,17926,1953,12031,141,12613,7797,8123,13437,10612,6747,2541,9991,18216
221,629,5653,5687,8347,5179,9377,14714,7913,8408,19316,4477,1345,12385,3262,11655,1670,8214,10119
222,5082,15556,19272,3381,6334,14294,5039,4709,10643,17661,16037,12818,6899,5612,1691,1291,853,15269
223,10954,1331,6361,11797,13119,16201,18142,6558,7077,14368,6714,7708,7811,5397,9804,6668,3985,19132
224,9784,3680,13857,15512,637,3023,7098,14022,11839,3513,9311,11126,18965,12966,111,19756,7152,18183
225,4946,11743,14140,15120,19062,3931,3611,8912,16885,7256,6388,15067,14362,19295,3581,8145,12065,1320
226,7972,19896,11832,6137,13858,17255,9620,19158,12632,11453,4553,9027,17001,2281,19700,9378,5269,9437
227,5115,7425,17551,5503,5290,6151,4999,7310,14696,13499,6781,4645,13773,1340,8071,19965,19883,8702
228,1836,8080,8636,7834,3239,17834,15332,14910,15326,8041,15783,6232,11499,942,16317,17277,6159,6760
229,13037,13554,16824,12484,2302,10389,5690,11572,14838,18210,9237,11140,7195,9171,17681,6331,6099,13662
230,10168,2933,2689,1847,12727,6978,7709,3670,8460,3983,5352,12218,5506,17453,7455,409,7710,15652
231,4493,17777,18879,14071,17383,13278,18772,119,8027,533,180,6493,10209,422,8553,11834,2143,16877
232,10189,6439,478,18381,7028,17571,3396,10290,3964,15927,2847,14242,15913,18094,349,5932,15173,10556
233,11625,6972,12292,5369,2733,16715,8166,11443,389,15808,17112,1411,10007,6897,884,19643,19686,16503
234,13185,4342,8559,5861,6955,9792,7709,8629,8168,19435,875,19436,224,9045,899,14424,17620,16724
235,4278,12525,17436,19101,4892,561,10907,628,6449,16694,12828,10238,10619,9155,7890,9179,11396,1759
236,18173,4444,18966,8630,2402,3738,15513,18354,15629,12553,5972,14952,11297,19705,5497,18686,2484,15846
237,18734,6287,1120,15645,9347,904,16540,10149,11029,3136,2925,443,8130,3887,3598,7244,14185,4188
238,18926,18631,9727,4492,16539,4421,17559,13598,1429,15346,10728,2503,3316,15499,4950,5635,1372,11969
239,1947,399,6777,13773,12551,14111,7539,16062,364,1645,15307,6148,18036,12669,14289,6732,5343,10203
240,10598,10998,11705,18757,11817,1438,13390,12518,19340,8722,742,742,11024,5175,4159,5189,14661,5725
241,4409,14562,15655,762,16715,3564,2387,19071,6734,17044,12035,11487,4536,17701,14755,12310,15911,1455
242,3332,19423,10301,8366,16929,17275,13263,7660,16079,3205,1302,13140,3845,563,1487,10967,18178,7623
243,1384,7756,7236,5980,17471,18571,17921,2561,1389,3585,17026,2578,19735,13058,10571,10995,6213,14587
244,18592,18287,7096,3024,3520,14179,6143,18246,19220,16732,8160,14975,4822,12511,9236,16829,6822,11262
245,2028,2885,19665,18096,7210,756,10470,12973,12017,17425,17047,16275,3398,13772,475,17126,10759,18393
246,17128,1595,582,6125,7732,13187,9668,4742,18006,6267,8755,16326,3413,6539,2387,5822,8513,12843
247,2306,17678,8694,8245,15358,8276,5713,16925,15103,15560,6673,14632,8701,18301,635,19862,6937,8264
248,3092,19697,19210,2561,15915,19024,17181,4409,10466,2012,3764,9734,13562,19622,9343,17723,12468,13188
249,2159,4678,4212,10667,18200,18462,18097,7349,5701,18734,13667,3976,18813,4108,9128,17321,14505,740
250,9266,19537,13711,13871,6796,17827,11890,275,4667,2891,8015,16471,17389,266,8766,2101,10461,16104
