"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017"
46,14231,15677,9729,19089,1993,4111,3837,668,3681,14393,18851,2740,4505,8577,13150,9786,7339
47,6659,7675,13354,13842,11420,16815,9569,4484,14944,17256,9806,19678,8852,15810,18204,3099,3900
48,17220,6802,6529,5696,3648,15986,3747,9196,19931,10617,14384,2414,11308,8366,2947,18827,6111
49,15203,18255,18457,5907,19860,17679,4088,1513,9192,3735,3971,17221,5823,8670,15531,3288,1939
50,15051,12887,6849,1959,769,853,13653,18109,14410,18389,15026,9553,17972,5614,6472,16253,10733
51,18741,8472,17262,11869,9907,11934,14273,7065,17144,3109,2212,12586,11516,2991,10794,4166,4507
52,13712,1955,2556,16295,10741,11394,8688,6561,12475,18180,14799,18796,17489,5611,8678,19596,3743
53,17964,18196,7260,14595,11920,2679,13611,9062,1399,18162,12836,8980,8027,7972,826,1525,19508
54,964,132,860,16687,13247,12722,10275,16916,3900,4322,5705,18179,19419,12402,10879,17694,13545
55,11528,304,6121,10190,5409,13722,17278,7463,11611,3145,4863,3233,11708,6615,13987,16501,10692
56,5528,17745,8607,5677,19272,14157,14742,18683,17821,14525,5995,17039,13261,9227,10382,2539,16186
57,11311,12625,18127,19801,19806,16467,16874,11651,15777,11703,11202,3104,18808,18500,4940,14548,16178
58,12687,2114,2220,15666,18564,19194,8428,13302,730,6859,8250,18028,8114,16235,6712,16242,1348
59,5531,15463,1843,9416,18972,19719,12863,11131,10509,19923,10223,17907,5318,1169,1550,7833,16669
60,3818,2785,10760,19436,19939,7879,12885,18721,14882,18892,4483,8012,14513,4596,16832,10993,18991
61,9635,2559,9214,2792,11921,3399,3509,19592,3076,384,11274,11758,10933,14183,1752,6105,9720
62,13860,9915,1915,19037,2737,12867,15713,4538,10951,5375,5109,12457,14544,11457,17236,1262,2589
63,15982,17667,4645,12404,18086,17933,3857,17079,10035,6096,2747,12608,7519,19250,17416,2679,15074
64,10953,5387,5969,18127,2497,14600,3896,10587,8033,13528,19835,19690,4941,8322,15242,8933,8123
65,8956,19087,4391,9230,3792,660,15074,12390,386,3338,10557,11088,2269,12283,5273,13385,11065
66,5807,3626,9158,5726,8054,13640,12717,15804,9498,5281,14637,13947,17932,17259,12461,5137,8873
67,10402,12272,15269,9582,19319,7511,7442,8531,8442,19465,6021,15128,12738,10898,16150,15577,12734
68,2793,4688,5069,9873,13035,15877,1278,5766,14919,10417,11032,1053,3589,3139,11395,14445,10449
69,10848,3302,17167,19944,6953,4579,17396,2842,10727,7920,12678,8269,9354,11979,19827,5434,7237
70,1664,1675,14852,8390,15629,7655,16158,16666,14772,14844,16626,12275,10035,5901,8226,16642,10876
71,14827,3631,4556,6969,8054,11559,1735,15064,7122,17632,7434,13221,2756,2527,2205,4859,12711
72,10086,15881,11321,15237,11512,8263,6205,8602,18723,4908,16823,18516,12313,16595,149,10381,10699
73,9449,4369,18813,705,2336,10323,19941,19673,8611,9316,5520,3758,9221,15532,14045,16294,18306
74,1393,19496,19659,5660,12253,14401,13990,3483,4945,18756,17458,10124,2171,13619,11314,13616,9344
75,11372,9586,15710,14771,2855,2060,16240,8653,1219,15031,6982,18537,17765,15831,18575,16838,9081
76,12655,6228,12282,17478,2142,18636,820,1188,14857,17478,8191,11237,17210,6002,8538,6578,18836
77,1154,2685,4893,9860,7737,12848,15268,10506,9441,19232,14194,15651,7178,8477,19828,13979,16311
78,5156,15017,7978,2662,18950,4201,9866,15716,17646,9041,13629,15328,7229,16561,15140,10892,8232
79,3441,3414,8117,19653,194,18335,1825,8458,10455,11368,18976,14343,13694,8141,1718,15252,12803
80,644,15955,14725,18868,13964,18676,13076,12709,14032,17316,16095,885,7796,12929,5560,6490,2374
81,16385,13376,14130,1168,4538,10807,7964,1789,3397,14703,10026,5273,8495,15790,6603,17663,177
82,19655,19065,16368,8336,1133,8922,1252,10936,7007,5380,9295,1904,9505,3095,15949,1328,2739
83,18099,1579,14540,16622,13476,12244,6746,5130,9236,18813,18905,4718,183,19156,16165,9622,10101
84,5880,3782,8105,2446,10865,4384,14524,8289,5288,19677,18638,5384,5462,16552,9347,18954,17170
85,18311,8938,9096,2128,1225,16793,1960,11400,2050,16721,4558,16616,17621,15483,14532,12624,2442
86,11503,19069,5741,17259,14343,16215,14833,3685,1419,18547,4592,19114,18585,11512,18491,7528,6779
87,8098,14046,7712,1110,11125,16401,18069,6499,3042,5295,17080,9051,5240,1571,15565,11211,17346
88,754,13925,717,3451,12909,8673,16001,18329,19135,10997,11647,15309,12312,10600,6798,15837,7793
89,8558,4494,4871,14958,16872,15659,17094,13308,3554,19605,9676,19845,8362,8325,3421,16161,3173
90,11064,1873,8226,1821,15828,3000,5297,17880,11928,9170,6814,12302,13635,397,9562,10610,2142
91,6299,4627,473,10617,19692,8856,4337,1549,854,12138,687,7446,8224,8295,14464,6998,5505
92,1154,9874,4419,18318,5482,2141,15768,6186,15740,15903,15433,13193,16086,879,18198,7126,8745
93,6167,18093,4874,5088,13290,10871,1456,19415,15130,5797,1543,18111,6969,15771,1887,11799,5208
94,19285,4477,19873,13154,207,5831,4502,14065,2086,18753,19711,12979,8876,9340,9166,18193,19174
95,14505,14058,8156,5699,3490,7095,3780,15502,17555,13777,2057,4324,10960,1141,4505,8774,10717
96,10828,8735,13421,2564,13916,11172,3789,15904,13974,12333,6390,2159,6209,4261,854,1113,10846
97,1181,5694,13871,956,13886,4127,18585,11737,2438,5969,904,7736,7011,4787,990,12437,3762
98,8306,1152,18232,15107,2002,923,5789,6511,14194,5292,6588,2676,19311,10261,17946,3982,7386
99,9195,1931,19595,10046,19615,17774,14836,15693,15911,11236,8677,9897,3008,18433,977,8907,10950
100,7383,11852,2145,15058,4529,2476,14986,13468,6201,7919,6789,14700,19416,17499,18397,11656,14016
101,8934,11281,2452,11468,6572,4400,18220,15095,3709,2194,3467,5310,16616,6111,2036,6401,17584
102,10247,17150,13311,14390,7948,18841,15646,16908,18845,17096,666,16075,2132,1148,10282,7602,18187
103,19914,9885,11500,19691,3755,1008,349,11416,10389,12110,7764,11520,8837,7743,15561,15439,16091
104,3481,13987,12997,4563,2292,14269,8240,12433,6872,4805,12358,143,4066,1389,4732,3147,16309
105,4192,3872,16828,5290,9238,14777,19766,2767,9202,11425,12954,5827,14394,13733,3559,15975,1175
106,4160,3814,10973,9833,2743,603,2029,11056,4288,9464,2439,7555,19012,555,1573,9082,11137
107,4559,8451,9618,3097,2561,1316,13241,9074,11085,854,2462,10269,18887,19502,2623,3075,19489
108,19748,190,2051,19342,1711,17149,3697,17993,10324,17495,12796,7025,3338,7984,1536,4055,16049
109,7132,8616,5947,10675,6834,9362,6948,19078,2666,11335,11542,14321,14743,10244,13981,12110,10061
110,7679,16068,18170,10185,10631,1360,7933,13054,15586,10630,237,7626,18369,6138,18519,17489,5379
111,9620,5391,7558,3069,10287,351,14404,19830,8739,4358,2955,7373,14782,13800,7165,16918,19526
112,7325,2051,12454,891,17338,4388,3654,6339,1780,6607,13484,18705,17530,12435,7286,7805,7043
113,6960,7393,9989,18362,19742,553,5278,3342,12252,4079,2048,219,7819,18722,2573,1249,15679
114,13102,14475,7346,13879,7083,12391,14221,10336,7223,4934,13784,944,15952,8035,2333,15871,18136
115,9530,8251,1590,19303,15647,7486,10734,16251,19693,18890,14214,17120,17910,9696,11514,19567,3016
116,1333,3593,11630,7871,8514,11179,9875,12585,15079,6879,18610,10815,19150,16583,1981,9673,7035
117,19242,5210,2075,19148,1902,11016,9215,532,12075,13866,19990,16473,19723,17333,4545,15155,15325
118,12123,12854,5840,18996,19915,658,11809,351,15134,931,17347,8087,4350,12204,19356,7882,8968
119,16836,1889,11052,13978,6709,5740,10833,3995,16595,1834,12155,18937,1037,9883,15607,9719,1538
120,5117,14936,13950,11363,12711,11271,7057,2719,7609,15111,10170,17831,14636,4137,3691,12318,6257
121,18555,10327,2505,17065,12007,456,9256,2481,15920,2290,540,13723,10866,12767,15044,6037,11493
122,18949,15291,18623,3873,12058,12547,12590,19917,13648,2658,18648,11668,1988,9626,13386,5013,10658
123,3798,15229,2496,157,17477,817,900,6463,10058,3234,661,17044,10398,14802,6909,18465,19896
124,8681,6631,7339,1281,17622,3610,17215,19280,1253,2591,6543,16248,14468,15601,11949,329,7931
125,12395,1856,6634,406,2326,14913,19545,4178,12578,11974,8776,7679,3079,16771,7862,3814,13768
126,7904,6808,14266,854,3997,3139,1894,19307,17860,8555,818,7966,2651,19844,15928,468,2062
127,5304,7863,10029,1890,18757,8025,4758,426,5973,394,1118,19256,1706,10698,15480,17192,10383
128,1600,12195,12417,12599,1866,11657,14357,3623,18598,2355,13648,5922,16084,1171,12220,10693,18834
129,18982,14326,5171,6081,11314,3299,1403,1517,15725,17071,11204,904,1434,15131,17655,11357,3925
130,3011,2945,340,10752,2760,13265,4222,5464,12840,8892,5042,16422,10532,18786,15796,15566,16478
131,14714,8845,14851,4296,8571,9250,16328,8651,19033,8052,9354,5033,18763,5818,874,5931,12690
132,1195,14691,19994,12766,19430,7636,5005,5541,2252,12692,13170,5023,14044,19016,2616,13740,3677
133,10405,11849,15648,7610,17278,11404,12168,4001,13458,2044,17711,10099,4490,13894,6579,16723,1393
134,11794,13842,16207,16591,13166,11571,4289,9273,15064,4035,4892,11719,2559,8785,18293,5760,16120
135,13974,19907,7634,1941,19576,15727,6347,18125,16098,13345,16372,153,7672,19911,3291,3257,15886
136,10634,3335,13737,15385,5458,19706,1239,3226,3322,10488,16299,17504,5667,16762,7694,5300,9918
137,5093,8055,15864,2435,2217,19371,16983,2631,2562,7597,14275,3179,19041,16499,12538,2683,17984
138,9124,468,4367,705,10825,9596,19060,11940,9824,5762,5869,18268,8038,13777,17584,12526,6145
139,8892,15347,17371,8376,8702,768,5890,7247,4944,6744,2364,6691,5152,14831,6256,12126,14629
140,14952,13744,2343,8466,2639,3376,13463,3586,10182,13837,9620,16534,9896,309,568,1773,10985
141,13662,16179,16810,12468,11700,4428,3151,15882,13547,16254,7316,5673,13711,10558,11184,10096,7153
142,15321,1744,12743,15395,1233,10263,17072,4009,18222,8552,14866,17223,12325,18631,19635,2411,8955
143,2298,2964,14856,19934,7466,12543,8132,3995,10759,12080,11598,5811,17331,19050,7812,5952,4228
144,6671,11900,19835,18583,7110,16824,4215,9398,11802,5678,14763,15134,3642,14456,14248,18935,14431
145,1278,8178,18367,4238,9727,3525,11398,17994,8152,7943,10930,15951,6186,6169,1569,1479,4322
146,15909,16081,5703,13578,11881,15633,12633,19802,12718,17714,15118,14782,17540,17307,13957,15287,16243
147,1293,444,14894,15063,14689,7991,17781,1021,11831,10227,10420,3091,8431,7081,16545,3489,13799
148,5031,15621,11109,8400,9017,11288,19199,16846,326,19038,4517,19082,12055,9622,11128,3043,16203
149,13702,13919,17142,5293,8308,9258,3947,19795,1984,1959,12084,18083,9483,8037,1871,15063,4397
150,225,17471,6244,5836,16119,16086,10062,6606,3941,19152,9595,16248,2940,12121,1532,8735,1910
151,16989,15035,19541,15517,4290,7256,4420,9327,1043,7222,15648,9085,12012,12967,17613,14357,14971
152,6469,7827,1962,1020,16511,13494,12715,6620,13953,17733,11203,16509,11232,16754,6901,10835,11862
153,3387,15270,12894,11126,3490,11395,14337,10611,216,3669,12476,18400,2925,11952,5845,4581,14620
154,2736,13012,9341,6294,10770,11786,1711,15816,9493,6876,16767,3886,10331,9155,11232,109,8979
155,140,9295,19299,13927,344,1071,15222,8920,6548,16744,19319,11438,8203,17666,12650,1015,9570
156,5379,7431,6367,5640,334,2671,4677,13687,15917,18842,1348,5501,5984,11550,12834,4962,187
157,12454,470,18301,18854,13789,6239,3606,3378,17035,12256,16756,10154,4843,17833,1202,2183,13966
158,6601,602,15315,4468,19750,6561,12369,3332,15911,1306,6088,6091,13307,3011,4876,10707,16324
159,6222,813,12306,14693,2405,1117,3302,10925,492,17757,7980,15624,1146,13445,6134,7919,4025
160,17598,4225,15067,11779,8686,8629,3369,17921,13774,3199,12778,14098,11038,6341,10987,4744,14899
161,5959,8941,17411,18475,8386,19818,15292,7230,3797,12092,8598,14808,15338,19944,8343,5347,11982
162,7217,18746,12653,5402,12928,10003,5333,4162,1533,2498,8676,4785,16590,13065,15902,16430,9475
163,5696,16875,2705,17598,4057,1587,3835,9383,16009,8805,9577,10887,11303,739,3156,9623,2333
164,19590,19095,1320,1303,2845,15478,16720,9872,16945,16669,18731,2716,9605,4069,19029,11625,13010
165,15036,3975,15304,7668,14132,2664,12686,14480,6463,18654,15191,19712,16252,14805,11634,6450,1327
166,12246,11696,19193,2335,6214,9413,17527,7291,17120,9813,17483,13279,825,13079,15903,8503,16719
167,3375,11328,11011,12240,7577,11901,12663,8625,11559,5680,19786,11924,16885,14842,6227,11181,14614
168,7903,16879,15050,13122,2925,618,4528,3224,14029,9288,9736,19594,18083,11773,15596,6292,1495
169,10462,9488,6837,2651,2194,5461,19567,19597,16698,19143,14549,14541,5291,1692,7740,16721,8426
170,2966,4026,18438,14647,1480,2786,14170,3240,15225,13570,1498,17005,17500,4888,17086,16157,3609
171,6025,4210,17714,2104,14481,8229,19461,3621,12368,7571,11304,9534,4261,3806,12663,12267,9101
172,16954,107,2839,16267,3618,14688,3966,12648,1856,171,5798,13415,5383,6135,9238,16356,1657
173,4537,19207,16063,7422,7912,5468,4542,3044,1374,7345,14870,5749,13748,9477,17023,12567,5269
174,3785,14104,2681,15395,10257,6315,5482,8595,18570,9253,5507,13908,17580,15202,14264,14877,11639
175,13985,4058,13394,18614,19648,8713,9153,6983,9865,10347,14041,16986,432,2807,7241,19766,11476
176,1698,11881,9579,7868,11758,16273,17948,18082,3170,5155,11980,532,3309,7518,153,14275,6907
177,18776,673,9231,10090,2545,15022,14626,2994,10482,6655,7859,7395,16502,19287,15501,18754,4366
178,12753,17675,10793,10526,15739,2609,5031,5944,5037,14245,19512,19549,1714,8583,3025,6619,9159
179,19732,7611,11036,8784,15107,3987,15602,15720,17147,13466,6261,18544,19987,12648,9966,13247,13470
180,9356,5460,8097,9372,19583,8836,691,14637,11261,13283,13089,17341,4533,4682,12616,2433,2627
181,3613,4022,10722,7164,2271,3033,16835,19198,19126,11828,12795,2601,16587,18218,2364,13127,18621
182,4909,6647,818,15358,18382,3806,15880,15790,108,3626,4688,6247,13675,11513,6186,17467,16644
183,9154,17076,1901,16321,10227,9048,7843,17131,3762,13893,4997,11915,9031,15044,8035,4214,13537
184,11389,13410,12086,17441,10696,7289,11305,517,15874,13495,10177,12289,2364,7974,11151,14432,10255
185,7575,291,17562,12655,8295,1742,2442,6769,14838,17519,14082,13306,10535,15599,7344,3672,12386
186,7005,8205,3656,4072,8308,14004,19018,4722,15777,1976,18977,17294,9211,17648,10174,19922,7148
187,3817,8383,3007,9172,6034,5079,5093,885,11733,11366,6046,9601,18302,14084,13462,1135,5139
188,10149,2831,6364,13835,16142,18427,6914,15252,6442,2739,8224,16624,3610,15125,5627,7521,3465
189,5910,12285,12561,16492,12026,15993,17521,12917,19363,1958,13107,12602,18894,10763,9665,8846,538
190,17937,6840,3142,802,18756,1540,13944,16562,17279,14235,5095,17423,12934,1791,16128,17855,3020
191,15303,14102,12422,3956,3617,18941,9128,15590,8928,16282,16608,4937,14193,623,4168,4277,11505
192,19101,9062,12529,365,681,4944,4224,9579,15461,1485,19368,10506,2062,15783,13863,9988,13363
193,12660,11336,4589,4032,7241,3936,16553,17474,5956,10877,9983,16498,4202,5476,15289,11734,7357
194,7606,15732,12799,2769,9348,5319,2751,10090,3546,2777,5143,2546,18648,10721,11332,1027,8380
195,18077,7446,6725,5975,4697,10032,14428,15720,8426,18990,9540,6340,5761,3724,12214,13562,11669
196,3994,12465,6674,16818,8347,9767,14869,3924,7813,14747,870,3531,9218,4066,9428,4691,13320
197,16521,1408,5858,14258,18712,19892,13194,815,1997,13981,15293,10937,11368,236,14491,6313,2080
198,16699,14878,18362,6933,16751,5500,4011,13351,1313,4377,5037,5434,9387,15055,12949,7152,9848
199,14542,1825,12304,7639,10104,15962,4250,4015,13728,18470,15914,2630,3673,8322,18260,16167,5180
200,7295,17006,13409,16798,19584,17999,18231,4950,11671,5326,6006,5529,14364,15432,19349,5467,19273
201,1647,164,7767,15085,19975,9970,10055,8652,6680,16028,18292,11731,8985,1925,1000,18355,13453
202,8929,9862,4388,4462,15418,8397,12776,272,10064,15636,7688,9545,8085,8862,15188,10437,12412
203,17376,7786,11140,4035,6263,4454,7318,12405,6662,3863,5962,10392,17440,15436,9254,2255,5429
204,17282,9306,1935,7791,9203,16909,6222,865,10599,16069,10884,17399,19963,14388,6565,6678,2614
205,15547,1820,17382,2504,14142,11935,15403,3939,13351,14236,19285,9052,5405,1209,2029,18222,18918
206,14804,4975,13597,14562,937,18946,16442,15856,9423,2376,18889,11947,10981,7229,1521,7458,14763
207,18480,3091,3874,9733,10373,9214,11897,1924,14433,16305,15947,10375,9801,2156,12099,11429,6050
208,1623,12481,5785,1762,9442,4258,3833,14638,6703,5877,1421,6307,4641,19135,18711,3548,8388
209,7701,4556,11528,170,17323,11113,6058,1524,15018,5147,15832,10150,12986,12761,10118,11186,4326
210,689,14923,2846,16039,10486,12474,9403,12844,463,1084,4802,3844,12059,2693,5074,5403,8586
211,18041,4754,1324,19719,17717,1338,18365,6440,1707,2791,15536,18600,3924,19878,6513,7576,2868
212,4799,3103,1979,3741,5096,1296,12529,11773,2873,19044,13657,16731,4338,17369,9214,3876,12490
213,4614,1273,2513,2736,3012,11075,9156,11552,13874,411,18625,413,11817,16349,621,16048,5721
214,15927,14050,14215,3553,5772,7780,907,14987,18923,9680,2206,3841,19595,19378,9432,2789,6482
215,17227,11562,4860,17982,17831,10969,13101,742,371,4768,18408,13238,8404,4176,2721,10008,17172
216,4963,4401,7718,1702,5524,13963,4367,9713,18702,6679,9731,4746,19607,15972,7126,10833,2021
217,17790,5631,17015,18927,18898,13636,9047,18267,9058,1811,484,16557,5688,7498,12955,9840,10247
218,14084,7226,8188,17891,3767,6130,14158,5364,1504,3935,7121,7949,12649,10053,18440,2839,10231
219,6321,1758,6407,4043,11603,17445,8965,6310,15536,12983,171,3063,7657,8085,10313,8083,18950
220,12685,6334,10327,18791,11868,1371,18555,3193,10599,19061,2325,3340,2360,6910,12123,3751,4007
221,4306,6716,18812,19049,19591,3716,13445,4829,6801,18284,11628,10228,8621,19825,7640,6139,3417
222,4203,12462,1726,761,14483,13130,1745,10471,8294,16890,13592,13594,3729,14139,747,13752,1772
223,19152,16662,15140,18844,9748,13385,12711,11516,10464,12465,6300,3046,16510,11815,3958,8179,7168
224,466,16690,12482,12148,16732,1568,12659,8984,15338,4889,2074,5814,14189,17871,16981,15096,7693
225,19221,16772,16956,4168,16957,12373,17104,6623,13283,851,827,15338,5244,1292,9440,18857,19766
226,6551,17822,16739,3507,12810,805,13386,10016,11546,14043,959,12613,3513,1721,16317,17134,17951
227,5525,10098,9582,15803,17006,14510,5122,18891,15649,18139,17158,5665,10087,8057,4420,2323,14390
228,15108,15226,11700,8366,18682,14920,882,12613,363,14251,13701,16179,13904,13567,3620,15400,18400
229,11393,19213,403,461,2110,17965,8821,106,15238,656,14583,19903,3584,8769,7841,4862,17685
230,6038,7243,19488,17304,14920,1851,7341,3017,19627,18105,8340,7171,3113,2768,6865,5148,7509
231,4649,7035,5739,12758,6125,8570,5188,12391,10791,14291,6287,3453,18246,4441,11616,11904,10641
232,11096,17460,4947,13197,383,925,7515,2683,5372,18613,9592,11756,13592,16973,12046,9787,3662
233,18252,17472,18876,12905,16914,1932,6400,12096,9944,8174,16965,5907,16612,1715,15132,4600,17646
234,8438,11090,12414,4938,8873,17954,632,16110,1644,11231,18192,16507,16143,15683,8977,11671,19333
235,8666,8059,11622,14403,12969,16696,11321,3904,19305,7458,16475,3283,16208,19270,7854,7617,11745
236,10058,5475,17381,2020,724,17224,6795,15076,3190,5511,7204,2391,9774,4924,15771,17840,14488
237,17007,5230,7733,18119,15234,18954,4572,2739,8079,7446,9777,19271,15052,5924,12103,19255,2932
238,12964,6077,18720,2314,11583,17529,5125,19063,4298,7239,9703,15599,16662,17749,4888,17700,12450
239,12657,8343,8153,2238,2377,15458,13651,19645,19006,14353,5770,19413,2256,8478,7737,6998,14122
240,812,8037,4797,16978,15207,11944,6095,3573,19477,18628,4900,12680,2225,8549,3053,1929,870
241,5909,13293,12421,2256,2251,14637,9391,4547,12063,492,1120,6128,17583,12753,10182,19716,13232
242,18492,16733,11069,11486,1501,2382,8981,15344,12292,13544,11054,9382,15242,4399,16349,16461,1347
243,5016,18631,3810,19592,2412,11017,13742,2977,19576,16574,7966,14052,11695,10120,18572,4306,11870
244,1142,14921,12800,9509,2162,335,1731,14783,6538,17271,10604,13563,17413,7244,8232,13730,7173
245,13061,1489,5725,1414,10293,16917,8637,3467,8277,9850,12634,18729,19453,700,771,4076,5343
246,11247,13986,8713,13957,14910,13183,1612,19200,11513,6791,7708,4381,4121,8320,15589,2798,15102
247,7317,7478,11412,16000,740,12855,18123,4951,18902,3518,16981,11220,11364,14809,19245,177,4392
248,4500,2405,17173,3825,1212,18859,10882,9823,3653,1232,3284,10271,10515,15090,2182,13307,8527
249,11216,5679,8945,1306,19400,5089,9886,16529,16358,11492,5200,8793,18314,4700,11048,7004,13096
250,8515,11603,6201,16665,6558,5638,14797,15470,3830,2015,5309,5435,3614,19494,15863,3053,321
251,9435,3639,1507,2614,19008,5330,860,2519,12438,17190,10752,13712,9456,5935,15919,2193,18016
252,11641,4997,7726,2766,6173,5401,1441,3040,3498,7954,11754,14690,12186,9925,19648,18477,9379
253,5207,15282,8607,15177,1152,16151,9317,9306,6757,2657,11378,18040,4735,13398,9858,12841,16962
254,193,16439,12422,1037,18096,1973,8776,8117,19184,6510,6017,6449,10298,15657,9332,1347,4097
255,17228,17220,17305,4064,11454,16989,13816,12048,8773,17866,8883,17330,15121,730,18893,8598,2834
256,4238,11707,12724,13198,19535,17559,4488,6694,14691,10566,10749,14102,17003,175,450,10672,2326
257,432,7018,19012,3324,15854,10110,15499,12148,6728,3823,10683,898,19750,9083,1593,13200,11027
258,8350,12912,16271,3074,11130,19397,1199,11032,6628,16017,14502,5638,6192,3031,8012,1257,6370
259,9210,10449,9670,9299,6492,15752,15445,14109,16997,15426,4512,7585,17795,13525,19155,11278,5078
260,16065,723,13389,14313,17288,4698,15297,9863,2512,13925,5408,418,11224,14840,15660,11244,8410
261,19451,16967,5926,6600,129,796,7781,19396,15067,9033,8678,2191,5539,17082,11645,2530,9642
262,9521,19134,8443,14005,12747,15396,9989,10072,13765,8406,2930,19004,7832,11594,8370,14695,4529
263,9876,11919,12952,14145,2864,15558,18382,9029,6979,7009,3010,16008,18522,3337,3795,18235,15762
264,16920,10114,3367,3456,11152,15574,17471,6857,3787,8819,16964,15449,18971,14111,17138,10951,16979
