"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017"
47,17803,13063,9528,10855,4996,3713,15019,5691,15993,1537,3134,8229,10048,16723,6997,16074,14036
48,12505,14004,17547,6678,17052,7361,16302,12812,11143,12585,6228,6885,5773,530,6934,7948,17312
49,17204,19428,8165,9247,4079,18820,10261,1966,18464,8530,19789,8360,13599,17322,1533,3877,14374
50,19246,12265,12958,8211,4058,13741,1045,16312,2414,19931,4901,13716,15954,15706,9957,14750,12792
51,14204,17047,4093,4463,1006,11653,1310,11297,5622,10616,14567,9304,6366,15851,7745,18905,5756
52,18566,11127,4059,297,956,13102,15484,13839,6074,11381,5217,19321,19348,697,12748,18827,7172
53,12968,1800,15677,9371,15522,3405,1754,11111,1385,3915,14418,6093,8711,14877,11855,14098,11317
54,13881,8987,7111,3674,8268,12906,7269,12363,11830,8489,2210,7008,16524,735,14055,3910,16152
55,14150,15420,17753,9893,5744,13165,12893,11273,372,15327,10745,4926,16162,5223,5390,12556,15477
56,2872,15170,19478,2687,7911,611,15858,17551,11510,573,3326,6838,2132,13261,11929,3904,12184
57,11751,7737,2869,12032,9773,12377,13041,2668,1913,4136,17577,8718,7414,13542,18350,10528,19893
58,19599,6484,18526,9058,13537,2753,3489,11988,12621,5078,3522,3509,18263,4338,9946,18195,6173
59,14543,1013,1834,19057,3195,11788,704,16948,8876,1222,15657,9008,16361,10490,13265,572,11030
60,17849,387,1163,12759,4372,3570,13708,1340,7189,7444,2546,16630,9955,11555,629,18972,12526
61,1653,687,14003,17944,3050,9010,4099,125,18795,2136,10078,14969,387,880,2357,18283,2683
62,18971,17863,2112,5710,3622,2593,5402,8737,19931,7815,13489,10300,5527,16484,12774,15767,16477
63,8410,19381,247,1055,10396,7147,5178,2899,13795,16696,1244,1272,11380,9756,18024,3567,9988
64,4123,232,9848,11228,15352,7050,6061,15456,18873,19806,6471,10970,18498,8363,10393,13792,14965
65,2151,3317,12303,8912,14214,12543,9584,16319,673,1129,8282,8315,6030,10816,5766,3552,10047
66,12359,17210,2520,7563,6069,16081,15552,3858,11718,1941,15749,14300,4282,6856,7160,5664,9972
67,4813,9278,1737,4841,3276,14569,14743,3439,12717,5371,6544,7570,1380,8412,16972,14740,3016
68,15840,10726,13309,13066,18307,17972,13011,16545,14851,11202,4798,15754,14134,13326,12246,2478,2996
69,16532,4656,9441,1208,10970,14629,18607,12059,14072,17835,13122,3362,8261,1055,16705,6837,11780
70,19731,9194,18803,8879,17754,19652,18269,540,1387,14976,2456,9741,12647,6509,10350,17968,19515
71,706,4219,19241,16545,19766,18187,9588,9994,18649,4200,12813,11861,10731,6804,9470,1061,4725
72,8708,5587,2149,18374,12205,370,13714,16499,4716,8461,4752,17176,5684,9436,2652,13808,3602
73,10259,3500,9226,16396,6750,10029,9337,7354,1431,6087,1256,17005,8282,13648,16899,7098,5266
74,13432,994,12321,8183,19566,1068,3645,2077,17962,2299,4942,9870,14067,10233,7562,13742,10889
75,8374,4530,13473,6559,17286,9909,11473,4704,18354,15186,10713,17127,19574,2460,5515,7437,13745
76,16458,2972,6303,9574,4442,10502,2004,5470,10120,12272,10798,1130,15068,482,16174,19137,11826
77,15465,16611,17913,18307,2237,13823,9254,19193,19715,4300,15049,16291,19959,6802,12937,8138,6504
78,11111,11361,17489,1953,13628,11451,18548,18783,16227,12469,4103,18693,11456,13407,9412,15198,17825
79,3534,14340,14516,3661,4973,16293,3333,7499,11756,16022,13820,17432,11118,17687,2194,12018,17860
80,2108,6188,9991,976,8305,2206,17183,19844,1155,6035,1308,8813,16913,15608,18531,1571,2810
81,4318,2133,18964,4197,17236,16796,18265,15658,3785,19565,12480,1410,5919,8185,7670,17247,8512
82,17366,1235,17425,14227,16443,8702,11306,2409,545,14804,17921,3160,8740,4160,462,16313,18767
83,8456,8928,2570,6150,3271,18779,12436,7843,4396,776,5881,8537,19144,11938,13327,16619,13289
84,14086,9712,5473,12881,3543,6417,17246,11345,6287,8789,14834,8460,8700,8795,5185,6579,15998
85,19370,1388,3673,15795,8760,6548,7715,4336,9430,10830,10217,5290,917,5390,999,13233,8862
86,7398,2403,17311,3492,17278,19944,7174,16568,10708,14686,4455,14622,12438,14296,8412,5837,15250
87,17105,9717,4575,7227,18673,8321,3920,11573,9003,6097,15761,3887,8589,8003,3639,4538,7380
88,2294,10533,6282,4263,6843,4023,9340,3826,8733,18334,12140,17303,19996,4630,5905,19134,8781
89,3060,6914,1580,16430,7860,18687,17061,16820,11778,10041,12704,1814,17403,17302,19476,7072,7427
90,2997,1660,7965,11223,16315,15747,743,14936,12158,19638,7854,434,3276,18336,18617,17787,3632
91,15701,4529,11440,6366,5401,9020,12928,19032,834,15644,2974,5613,3080,4359,12317,11321,9085
92,8057,14396,17706,4481,11003,19366,3936,354,5865,9192,12933,14561,2349,3697,16567,1814,8249
93,19523,5821,920,17360,10819,14633,858,14898,6730,1924,17118,3506,4916,12523,7263,6477,2449
94,12114,10927,4126,16366,3716,5387,824,5798,16197,1861,5784,3686,17290,14047,15987,1552,2454
95,12643,593,5574,7042,13619,16841,7478,9397,13699,9224,9943,10897,346,16627,19781,13433,16645
96,16954,3370,19360,19536,12615,2219,9373,9447,13783,2283,14211,10508,19844,7070,18255,14170,13943
97,10233,19545,13692,9832,13922,16898,13342,19166,1273,19239,11571,18399,12507,1194,11097,1666,16827
98,1853,7728,6412,19751,643,8508,4260,14785,523,1591,19624,5374,11563,1374,561,7059,16561
99,13903,17918,14066,1847,1277,17369,7838,3200,8295,277,887,11228,17408,9147,16897,280,1368
100,15024,18808,18113,4949,1933,15105,3685,13092,16314,5243,9763,1059,16675,3140,17094,19608,19968
101,6127,10437,10752,2960,222,12207,17834,11197,11329,127,2733,13311,10288,19434,17530,8920,1808
102,3824,5318,6911,2320,8193,3318,2230,9368,2406,9267,3423,17668,5674,2937,13161,12243,9516
103,9775,18866,13495,10060,10206,617,18060,15846,15322,2024,18745,12740,17240,8384,14868,8969,6386
104,17470,14033,5352,4794,11874,9808,5428,16299,10805,6877,19649,12060,16698,10402,4847,6126,8283
105,16097,19343,11131,4355,15606,6543,5734,18078,1130,19393,3683,18038,2551,16080,19439,18082,10135
106,4580,13093,13002,13050,13639,357,5561,17145,16342,18496,12834,7388,17659,12626,2599,12218,19639
107,9322,1476,10111,8033,3328,182,783,331,2544,4607,16111,11044,10280,11311,15670,4491,14091
108,4858,2357,5998,8060,3479,7428,17760,15557,16536,17514,15135,12586,17046,17720,8920,12724,11053
109,13009,15183,12935,6068,13444,18204,4321,14821,12103,14108,3731,17016,7042,1038,7586,18371,8272
110,1331,13969,5715,16211,9773,7392,13267,5983,11443,7987,753,4182,6611,17506,16910,7659,1593
111,18287,5608,11264,2695,7912,5845,14311,8119,8915,15598,19828,17087,5343,3084,3605,11552,134
112,12890,14750,4762,18776,11932,11560,11866,16237,15592,7173,940,10721,6931,10006,14160,18550,2248
113,6881,4875,17120,7217,11580,4989,17136,2037,7063,5293,10471,1830,12278,18979,883,4816,17993
114,14571,5271,11659,349,9906,3941,5414,7326,11107,4750,18268,8692,5083,9278,15632,11814,10296
115,13322,5721,18778,1101,5129,6097,2370,14479,9358,14527,9765,14491,16912,11142,15754,12745,4741
116,6932,10590,15444,12114,15882,12154,8131,2923,1735,1778,19676,18052,15305,17729,18336,5078,5603
117,8918,5128,4723,18119,2834,11347,12514,3353,1702,13531,6674,2591,14697,6668,725,12275,14466
118,3190,6826,18557,13726,1280,4405,10694,6609,4369,15893,14772,14436,148,2537,9121,11580,19406
119,6377,14118,1647,6031,10855,11417,11412,5889,10111,16222,5053,17751,6213,18891,3152,13069,18446
120,16511,334,12561,17563,4929,19590,18557,16754,11997,1620,8156,7300,16291,3472,14278,18422,3010
121,3962,5024,679,2162,19217,18181,10239,7576,10363,6134,15640,9685,19218,16957,3088,12495,2752
122,2150,11457,231,1138,19545,12522,7023,4815,8633,10577,8155,12288,10280,11467,17258,12291,2604
123,8731,17789,9359,14979,5465,16868,11238,11100,11263,19934,6077,19922,3593,7522,1637,3646,14768
124,1907,9012,9410,17791,11122,9142,15682,1113,18329,734,14515,5547,17774,17898,5123,17552,796
125,8374,13801,4812,11340,16375,17374,13580,1591,13403,11877,4591,17588,3003,1821,3979,4586,13302
126,17998,2061,13572,3906,9796,16392,19576,356,17466,2810,10045,12489,19632,4298,3396,12101,13232
127,15733,11347,6166,4353,15058,256,5140,19063,19262,12195,3094,7220,7083,12379,4501,3340,7317
128,10695,3097,17277,18589,9939,5643,2671,8266,6817,8957,845,5070,13506,5261,18088,862,11472
129,7534,10209,8001,4593,9321,15176,19176,14349,9492,686,2381,12747,18305,7196,1181,9575,5765
130,6600,13286,10457,12530,12601,4735,6749,14282,6522,17605,6071,10854,12123,15300,15878,1790,988
131,7607,2102,1913,4603,3407,17528,2157,7408,3507,5873,15962,15528,7979,8456,3610,3737,14689
132,14775,290,5357,439,11061,8849,2651,10807,10823,3331,623,16512,3773,671,7300,1712,11697
133,8923,18922,16404,13998,1779,8441,19304,484,8322,10824,570,6420,7284,18159,3978,3205,10196
134,4243,12353,12401,13195,19853,4103,15088,223,19234,4278,4677,5356,13414,13369,9758,18693,15871
135,4725,469,4657,2868,17798,6002,17113,14590,8439,8580,11429,8083,3897,12932,4720,8400,15512
136,19695,13537,6438,10841,13574,8416,594,10491,19381,14045,594,4408,2197,1869,16154,5302,15411
137,10359,13660,7907,12608,4839,10376,13129,4857,5297,5628,9366,15541,19595,5411,15820,16791,5542
138,971,19555,7566,7930,13542,3397,736,16774,15371,19200,5479,624,3549,782,3627,4417,13930
139,19412,11860,9271,18723,19245,5270,13969,6114,9313,6263,8086,9026,7295,14979,16877,1735,18035
140,6041,7612,4627,15695,8799,7658,673,8614,11114,16730,17461,16693,4118,12226,17302,887,18566
141,18321,16634,7143,16206,8072,16686,10327,13084,12539,13837,19593,14850,11126,6209,11943,9823,2470
142,3336,1726,1626,12606,10164,7470,9597,126,19691,4497,372,12168,10893,8959,5236,3368,7873
143,5283,13313,4663,451,19200,5315,8589,18016,19861,19896,1881,12985,11716,9398,2096,9780,4235
144,18457,5862,6906,13288,1159,13504,5146,13805,17263,12173,8114,16630,1941,8675,6349,14205,10456
145,7700,3733,6082,9212,19724,7777,13198,7855,9621,3203,13798,9617,5347,11084,13445,14149,17290
146,10206,2511,15366,8809,9480,15622,6561,15642,15526,5927,13110,4579,1203,8748,19645,19844,5029
147,14123,202,16881,5662,13709,17303,10951,4735,638,13343,8513,12678,19765,8378,5886,8162,3563
148,6359,10196,7479,7564,816,12048,1395,15928,11663,7690,5637,4141,10063,2190,15131,8503,11567
149,18752,5612,9769,2090,18632,18555,12888,411,18017,19941,15988,1808,5580,13058,8468,15292,7251
150,16954,4146,11035,485,4453,2833,14277,4269,7412,6634,10451,19481,7893,17940,6866,14949,18484
151,16170,19123,15916,16641,14485,5667,465,17632,12038,3926,4878,17017,7201,3772,18324,8115,16100
152,15977,5530,5328,2183,5819,16243,19880,11494,2859,12331,4157,8531,15127,13857,19008,19789,694
153,3592,13705,2799,12445,14284,1903,16313,8117,12905,7399,3162,12097,18986,2718,853,12701,3137
154,3746,11592,16350,3175,17148,14379,357,15597,19389,1796,2577,18922,3746,14407,19992,16406,19642
155,12518,845,16870,1309,3593,1444,18668,12122,15469,8097,9226,11839,12330,13878,7918,646,4400
156,10708,9285,10461,1079,16402,19536,4277,14624,15993,9770,1907,1315,16894,105,8913,18274,7316
157,12323,17981,16625,3991,13748,7016,5182,11462,3526,8435,8297,3700,4965,10016,12409,949,14244
158,12321,2425,2701,13575,1627,9501,3355,8228,9264,3865,9465,6482,6863,11398,18435,7817,5670
159,1440,2659,6912,4713,1416,16971,4425,13056,4293,6185,16748,11438,17176,9826,18874,10001,16787
160,14496,18598,17254,6459,15921,3495,2571,1139,11930,9817,6446,6193,18514,4899,1655,15541,9460
161,16276,4367,7635,15815,3263,4313,11145,19047,15169,7625,19697,16485,17493,17160,5804,11486,18451
162,14433,12891,563,4471,15202,16415,9187,13329,3210,1980,8578,16139,12420,11755,5632,17980,15755
163,4602,17675,3441,12397,19557,18660,16796,15870,7757,15461,1234,9476,13466,2098,527,11104,1414
164,11781,5464,16735,10621,11108,11618,1085,3895,281,17777,18455,7259,13756,3119,13204,340,16141
165,5383,19826,10136,15467,10367,8625,7608,1244,19687,14530,18375,19508,8762,6878,1871,8072,2234
166,11880,15467,9946,12328,3257,19826,16659,13487,6200,1370,6583,17821,16274,15937,2509,12189,13518
167,134,5011,14366,10941,1600,6272,12008,14662,8042,19785,12192,10052,5058,12236,7809,8759,4372
168,17353,6640,3739,2152,11353,8379,654,5272,17891,12679,570,11232,3537,3125,1659,4542,4667
169,3731,18435,2169,11480,9789,12525,4574,4139,16341,14382,7406,3239,17908,3555,2963,5208,3894
170,19747,464,17545,7970,18375,1867,9207,1426,9735,14360,13782,2832,3044,10462,17022,13817,233
171,3385,17452,4989,5322,17822,7651,8972,10205,11142,18171,2122,2977,15426,14655,1067,16763,1525
172,8908,19249,18438,3021,6942,19767,1011,15030,19492,14070,13383,18175,1787,10161,13274,7906,18001
173,4091,8502,7419,16111,1813,3990,16254,6333,1771,17599,18370,15825,13755,732,6906,14542,7676
174,10912,15175,12821,12586,19362,3679,12670,13060,7918,1580,6710,9991,1009,10066,13071,10117,15304
175,2095,18718,18303,12035,8632,11074,2375,18451,3148,7496,17333,8414,4499,2052,3842,18063,14036
176,8587,14874,16106,16300,19447,1328,10681,5599,10696,9907,16457,13406,19722,15525,17669,10602,11562
177,1646,11108,11832,4742,10114,14179,5564,19844,19403,19628,11061,4239,19013,472,10821,16435,18129
178,16710,6364,12739,437,12935,3955,1666,8907,17123,4947,4893,14545,4148,11254,19070,19717,16874
179,16558,17687,10045,6765,6040,13916,17949,7987,6828,6323,6892,3529,2157,6131,9379,2591,15832
180,13590,6354,3663,4582,16231,1172,13783,3743,17948,2157,1936,10659,10976,2229,14993,13205,3545
181,7721,10649,3338,12646,5182,4771,16093,2157,8131,8375,19546,18796,15489,17490,2335,6156,15663
182,3752,9644,12137,12690,13347,10191,10260,3632,7263,18104,16137,10280,13759,13472,2185,7430,5944
183,8664,15299,1644,7085,2731,1981,2924,6887,9870,3109,15472,9793,9504,15033,1166,2919,7928
184,13752,14223,16378,6610,19900,10246,15511,16618,11539,10971,5902,807,3969,17195,14572,18768,7957
185,14804,3123,7197,9420,986,853,15048,17612,11450,14603,7462,6122,9546,13911,19028,6878,5168
186,7371,13002,9839,14260,9874,14113,514,1232,6013,8523,11412,14673,968,4747,13136,12094,13397
187,10646,6906,2000,8922,584,13251,7561,778,6452,13645,11798,6191,7174,17762,14514,12671,12262
188,18282,3202,17805,17086,14299,17111,4815,7563,15476,12283,989,14236,2396,9126,14598,14589,14440
189,14282,14877,2396,13870,7017,15959,10707,9075,2977,7565,2972,10615,4646,10894,17052,6041,6879
190,8569,2475,7568,7120,4038,15208,5807,14356,17148,161,18011,12340,18423,10153,7168,1282,4755
191,11912,6088,3743,4315,3441,2172,3429,16273,2157,13886,19768,14244,3272,12063,8623,7886,10246
192,3184,9677,13032,18154,8053,17561,9812,6104,3604,13093,4912,17072,10783,2025,3867,6798,8933
193,10069,12091,2659,10261,10851,2548,19939,4520,8470,6144,389,16907,13744,8480,2223,5435,19454
194,12808,14712,3162,14769,2054,8599,12069,14247,1356,2693,12470,16315,4240,8406,15393,8406,17783
195,8602,6646,10588,6437,1719,531,14511,6779,18688,9041,14221,6678,18920,2948,17689,1971,13371
196,10402,7949,11760,1654,17646,16248,15718,18206,6057,4194,18198,12178,12437,6337,7521,16298,8957
197,17447,7721,8516,9752,11330,9629,7505,7775,8661,284,4777,19904,9459,16746,9936,17753,17400
198,11749,11007,3387,4349,5661,603,18031,152,15837,12617,16984,16071,10352,7059,19692,6164,5854
199,12636,8514,19743,1610,8870,7705,5757,12843,5927,13996,8465,19145,821,5246,916,6945,11768
200,18335,15300,14754,6923,1985,5213,6425,4324,15173,17036,17713,16809,10403,17674,3949,11824,4992
201,11194,6969,10564,3645,18070,258,7147,19354,12378,9278,10911,6450,7488,3664,277,19960,16838
202,14109,19187,5787,1010,15016,3493,3755,14504,19919,15407,8862,8594,14956,10804,4901,10394,4097
203,17411,5159,5523,8052,2201,6560,11731,2142,8722,9318,10530,13815,2091,15634,12041,14438,16730
204,18361,5862,10717,7853,3799,16984,7486,15553,12813,16193,14511,6715,11207,10397,5096,9519,10637
205,9379,17099,2337,19935,13631,706,4960,16290,13875,14138,11130,2700,2290,18459,13994,15504,11900
206,3017,18911,10146,19070,1539,16037,10354,5187,496,8443,11980,15062,6489,1135,16727,12890,12735
207,12119,12635,2792,7263,444,12149,15968,9597,8175,16472,16880,9843,18888,889,10686,12694,13950
208,12295,12037,898,13271,16183,4951,14963,7175,6274,4619,365,12487,11071,11200,7666,10879,16737
209,16977,14919,854,9727,6577,2925,7783,637,15592,6923,10439,11452,13173,2921,15898,5507,13151
210,9081,4117,5693,14430,977,15072,5910,7848,9026,19392,8573,19894,17030,15303,2200,7946,16590
211,9518,9221,2759,3718,4156,10542,19495,13190,11832,10116,16381,19466,7198,9659,2513,17247,2271
212,12299,3516,11431,14182,18309,13319,13893,9666,2013,5434,7723,8688,10223,14934,12304,15099,17792
213,13431,16288,7813,7506,17465,9002,19643,18726,10897,8253,4569,2827,9303,19519,9529,8595,18819
214,13685,14791,18716,9435,5670,6753,7151,3498,18069,19885,14130,10013,17846,18010,11260,8290,16428
215,1449,6947,2672,2622,11278,10054,19359,8622,13051,7491,9310,18372,3874,15418,15743,18799,9159
216,1833,12586,2903,9331,3991,899,18325,13690,11367,19588,5660,725,1160,2998,18366,7836,598
217,11547,4080,8217,4128,3792,8298,8171,1108,4819,8384,2626,9295,8357,5933,16641,16151,5855
218,16372,3427,7701,17643,8271,17051,2413,9419,10178,6811,14181,972,16894,19868,8049,5770,11863
219,2038,7511,13549,5417,3597,19639,11285,5077,6369,17339,4965,11119,9452,11359,5647,3126,13549
220,17165,16748,19958,19703,16338,2169,5190,12234,3005,5509,17845,11881,19173,361,12317,15713,6358
221,18185,7814,16248,5469,1381,8073,8758,14151,4264,4555,15189,2937,11902,7017,4830,2352,6560
222,14352,13814,2563,11523,13985,600,8559,19949,1853,4396,12588,8473,6778,18675,15856,3331,1476
223,2333,9435,19364,5632,3532,14884,9192,10412,7106,18148,13809,10434,239,15067,10188,289,3342
224,11891,3152,11908,14322,11755,7173,3339,19763,9473,6550,159,7451,10115,17133,7962,12590,11177
225,5338,949,10971,16891,5516,1056,331,1935,2376,19946,1890,19967,16527,6166,12135,18461,9052
226,5413,17133,12364,19645,8503,19131,5943,18868,1842,13146,8958,8297,11135,4051,17569,9053,2733
227,7513,390,1630,255,10754,16849,7136,13492,19087,14728,6504,851,15301,9694,11928,4603,17013
228,11400,11365,15307,9727,7700,6033,6340,8332,5576,4812,7620,14809,12465,2453,17583,285,15333
229,8233,15303,4318,16074,9271,5337,16078,12069,17843,2909,18995,1950,10248,16310,5033,18008,13204
230,12268,12069,17754,6258,15542,1589,15874,17599,14266,11227,5022,9079,4099,6742,3288,19794,485
231,4844,7585,14641,14160,9167,6829,6755,8781,9537,6503,4691,534,18859,15925,807,5171,15697
232,17407,9045,14530,19447,12822,7127,15859,11804,10797,16057,569,18572,9868,3347,3684,10060,13895
233,17281,15784,4464,14995,2306,12599,15232,1798,9760,17795,12002,3320,8597,14451,14033,579,1944
234,11249,18596,10508,14710,14700,8352,14183,4041,5554,7235,15828,14111,3619,17568,8592,4851,17703
235,14439,10011,7858,10157,15358,7301,9240,4781,5326,4818,19613,9619,16676,9434,15871,13095,18394
236,7005,11241,17388,10023,4531,1229,3681,6643,9869,4043,5181,18742,16734,4738,3045,15069,14282
237,18369,1252,19628,18509,285,7324,3697,1744,13373,8161,7770,18725,18601,13531,13276,17821,19127
238,2096,1916,7786,10218,16858,2909,6573,10863,10125,2087,4490,9333,13422,19812,12419,4688,5261
239,17310,9690,4805,3006,1087,6760,5030,15069,1678,3825,7528,622,3692,2640,14162,3539,16942
240,2575,14726,8284,3994,551,10345,18202,10348,12177,8760,7257,10790,6480,16623,1286,5150,4011
241,9160,1256,4170,13577,9996,8465,5329,7974,18873,1697,784,13652,9786,2593,11166,12142,1783
242,5841,5286,5582,6626,9770,13612,8635,11756,13339,1626,2252,16494,15905,19915,19223,18001,4603
243,9012,775,3284,10412,5882,835,692,17865,9489,2965,12530,19089,3912,16499,16188,8895,3554
244,11532,14537,2974,12529,1503,19314,4410,6867,773,18633,19543,6187,10415,15213,290,17305,14138
245,8206,13327,17051,5074,19616,1247,642,16685,13213,6836,2757,15322,117,8365,11506,14137,3374
246,5685,12240,8696,12113,7531,17497,11454,2512,4817,5619,16323,3084,12582,17639,14008,16856,7261
247,18284,5250,7973,11654,14838,12633,14203,5571,9129,12963,2898,3539,15126,11498,12646,17186,9487
248,17732,11717,16189,19666,16593,6762,13231,10534,13484,19342,13461,5242,7423,18477,11247,14067,13197
249,12656,2588,1405,19619,5088,8955,6533,3998,1284,1019,10999,467,14758,12246,16015,14298,3848
250,14499,2508,13095,8583,7388,11279,18175,4524,1460,15699,1153,18154,10046,11607,8818,7682,10337
251,7363,17145,2683,13171,1464,15946,14680,5131,2736,14650,3097,6832,15163,19098,7589,18303,4562
252,11344,16089,14039,4692,7802,18593,4959,18267,8723,14460,8864,17597,10468,6486,8687,7162,15950
253,6719,1124,7004,4273,14738,5334,13302,9539,15584,906,2884,4074,1133,3240,9097,9700,18081
254,18553,13526,10358,3288,3159,15275,12125,13155,4589,6236,3767,15825,19817,2899,7225,9731,10662
255,13950,5128,1825,17559,651,3154,16819,15793,5469,19544,17513,3861,736,6736,14136,7557,285
256,3524,18202,1026,10595,1835,18749,11532,18556,16192,8868,8251,5481,12482,12478,422,16641,2477
257,10157,18031,15090,19293,16282,2429,19674,1422,9789,6186,14289,18910,15364,3416,16040,14972,7630
258,4179,9426,5273,1271,16035,17886,7843,5290,9888,4212,7757,13588,2383,10114,14457,4578,11091
259,12553,9338,17070,8946,1582,3735,8653,4241,4447,16888,12138,13139,9797,15903,11347,8251,19616
260,5679,8984,5710,10650,8820,18280,3121,18750,18930,17891,9612,9864,6123,18429,2976,14489,15220
261,2991,8740,8380,12467,3288,13897,9026,508,15548,758,8318,18551,7209,14959,3070,10521,16865
262,18559,16185,8905,12041,17865,10218,8431,12043,14829,16863,4202,19507,17648,13647,14637,8941,13392
263,6419,13254,17858,15914,15957,13126,13890,16257,12000,2222,17290,5423,9335,16274,13615,19675,18482
264,9645,11265,7417,11415,15518,914,811,9883,17123,15221,6080,4425,10702,10608,11285,13787,7441
