"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014"
40,16402,8252,1813,13404,8438,15599,10693,18912,19573,11091,100,17777,14411,12001
41,15163,4296,7077,3120,6288,4225,17226,6024,11110,961,4073,4394,9114,12358
42,10463,8468,17304,17186,9281,18117,15816,10479,19252,17008,570,2126,18037,18647
43,3432,7078,15256,15543,14088,3664,18484,13743,12564,10812,12662,8782,15382,14420
44,15192,8810,14886,13130,15058,520,4943,17196,3447,16607,898,10591,8568,14180
45,2981,16077,8503,8102,10517,11152,3432,8770,19884,10967,6570,18357,2406,10993
46,17147,13673,18835,14103,19251,6960,15198,3667,472,17269,6043,3307,996,14584
47,16601,13373,11994,4354,3114,3647,12365,11425,7299,14720,3609,5998,14710,11257
48,2083,9584,9041,10710,1550,7273,10164,17217,5612,8814,8894,19726,3253,817
49,17168,15455,18042,108,6354,13784,17300,17255,17631,17478,12724,7917,2367,4670
50,13269,14025,15492,10430,3660,15734,587,7022,2228,6527,1376,4342,18861,8805
51,5682,12166,19124,5332,9822,19054,19934,17668,8457,1874,11807,7044,5333,10261
52,14111,17086,1934,12605,14077,18713,19986,9755,19361,4614,5870,4862,9502,6940
53,18968,858,7979,2281,563,3971,7506,15373,15647,2622,5279,7884,9372,6525
54,2700,9822,5709,5082,5304,17682,2391,1783,9473,5852,960,13933,8194,16604
55,17018,16437,15919,5198,16480,10077,13910,773,286,1552,6191,17453,5160,9729
56,10712,13174,9926,8029,13738,18031,2566,4953,12475,14199,2074,13263,7981,13281
57,7176,1463,14351,1452,12190,19684,7285,13473,16109,17906,13497,11629,6624,319
58,3850,17741,18328,10805,6837,12840,3360,19403,7131,12550,19368,737,14769,2880
59,6312,5133,4762,7611,19061,8114,13985,6374,15304,8300,10924,1216,3968,1299
60,9052,9884,9049,5195,13287,11269,12785,6884,4531,5091,2939,16202,8293,19488
61,13524,18861,2230,4821,5948,18809,685,2143,14251,7037,7430,1675,7109,6517
62,4236,2682,6288,1347,17585,1140,4470,14048,8835,12896,15696,16800,12754,14977
63,13404,6774,12034,14716,12127,5785,2623,8166,13699,14066,17456,16710,6018,14746
64,14888,3969,5332,671,9302,5509,2497,17112,7503,740,6961,336,7195,566
65,11331,3642,7219,18623,3335,1600,17241,17563,5752,10662,1460,17546,2965,17291
66,15425,14054,7567,11728,6451,8904,18198,19001,19819,18884,10770,8800,14016,7796
67,3749,14476,5836,6373,6867,12368,806,4736,1287,19081,8759,10701,4349,569
68,2618,10610,17698,1239,8215,3532,9516,747,12082,18272,13537,12675,11212,9755
69,14372,8797,14562,9043,11978,4839,7046,4998,679,10054,19942,8263,1355,7579
70,6844,9908,13574,11544,6259,10969,9877,19559,5936,15943,2725,16870,19175,4092
71,19341,11310,19273,11462,8153,18399,17917,10765,11348,12353,13697,11360,12829,9804
72,11059,13623,13016,18318,1709,17856,18118,1178,4765,14471,19579,2056,10120,7671
73,4972,4349,2559,7294,14793,2216,15692,6058,18613,12604,10583,3503,18799,7226
74,2553,9255,527,7744,17966,12926,14222,1645,11989,10896,14225,9824,3586,10628
75,7707,5150,15450,7229,11944,8020,16229,935,4737,10385,10245,14832,5144,13644
76,14084,16681,603,6628,11651,9449,1909,17475,10740,8999,8790,17158,7146,11053
77,4031,5240,16662,13022,11855,10387,8722,19460,16974,3855,6636,1525,11681,16809
78,6596,5277,13645,12719,13900,14213,1769,9353,10143,912,3725,4034,7669,6144
79,6445,13248,11973,19778,9715,11555,3414,3375,1506,3788,2752,9748,2296,18231
80,18370,1237,19525,7142,1087,10747,4503,1124,13085,13887,4181,11662,15912,1370
81,9491,18354,411,4130,5896,18231,12008,15841,3124,18917,9318,11838,15893,17249
82,2737,3631,14547,12118,6572,3945,1800,14555,7591,1703,15189,3062,13723,14688
83,10230,17676,884,15049,18022,5696,13342,13312,2433,8116,9901,15084,16594,11484
84,14470,2749,7965,1958,14495,7790,11831,9290,5393,8105,15280,14679,1277,13999
85,18329,3156,19367,12311,18663,4937,7504,2065,5972,18887,6302,19810,9910,12460
86,4500,14864,14294,16480,15672,2037,19127,6676,1715,8515,13129,1616,7967,11672
87,11565,2744,13442,19075,18184,4665,6149,17620,6647,645,4888,15500,16678,14170
88,9038,10413,14502,13182,9854,10023,1284,14927,12923,14570,2127,1684,6906,8915
89,6464,1575,12228,18890,16582,8293,11886,14124,4356,4375,16037,5865,17752,2808
90,2832,17621,2754,13476,6811,13351,7155,3178,5254,2447,7181,10981,5059,15830
91,7976,1368,1580,12955,5209,19057,13834,19544,14294,7998,17282,13303,2909,4365
92,1225,11165,8476,15232,4305,10468,14105,12573,835,5812,375,10558,18118,15905
93,13865,8953,13288,16435,4160,4718,7077,16117,10205,8928,14243,17685,2857,14140
94,12870,2669,6738,14873,12266,7240,2079,11055,11179,19194,4961,13746,5146,12277
95,8630,1368,10474,4012,14254,7988,4414,7754,3500,10851,10053,7321,1670,14896
96,18013,12290,3584,17463,14902,16605,2845,4808,4056,3677,18504,5851,14313,9029
97,9672,15205,2409,7086,4192,257,15614,5237,4556,855,16730,10252,5727,14498
98,4048,7755,11359,5551,18782,4541,5894,8835,13179,3825,10207,16014,14860,11512
99,3485,9060,3730,9896,5731,4147,234,17913,4165,16267,3431,1654,6871,17362
100,17153,4788,18135,19012,17727,10914,17906,16258,16767,10371,8162,17489,17350,13619
101,10929,13615,12113,7651,2679,11081,4488,1499,13662,18989,2116,7445,6772,15575
102,5393,5608,15252,18888,1852,8926,7802,16365,9910,12560,11559,6076,8391,10382
103,15071,7719,2233,3158,10154,1811,15291,13613,177,5331,821,13666,18521,10954
104,2256,8819,18596,5523,14005,10588,1586,19515,19362,14944,11247,19906,14677,5196
105,12981,8781,14274,3281,17022,2590,10040,16205,4453,15498,12311,1503,17467,6385
106,7185,8201,18095,2692,17341,13289,19844,16126,19107,587,7576,10076,11538,16894
107,10512,6188,5598,17638,8945,1763,19534,17520,12010,9121,723,11487,8296,19350
108,10700,11546,12110,273,1102,6908,8999,9635,15697,3249,11231,12378,5210,12001
109,18894,5587,11896,10392,5761,4137,12976,12659,16905,6532,6213,14252,7119,16260
110,8545,14367,1486,7463,6866,1128,10212,13137,11265,10679,7857,7489,9693,19661
111,15761,13676,13491,10659,1202,5368,15846,1811,5940,12787,16672,15217,12413,17497
112,19458,5700,1763,4890,3457,15429,2138,13960,7668,2705,4987,6129,14341,9965
113,17480,4227,12527,7510,12486,13407,16860,1898,17625,5153,18127,4811,13123,13364
114,8433,6153,14029,11765,8506,14065,19383,18037,479,19907,18717,12642,14383,3626
115,13132,10493,17069,17631,11529,18763,7125,15531,2603,13071,11207,2915,4728,3951
116,9732,14698,1632,8862,2806,11157,3245,18182,5071,3310,6074,14160,10800,12320
117,403,19712,15434,10291,2547,8797,5893,7364,12783,12868,2375,12925,7467,17775
118,16019,5958,9017,9909,17015,6829,3473,2695,13515,4493,701,11001,9212,2095
119,18192,17852,313,9552,19687,19391,128,10645,7242,5935,12523,5425,10406,16139
120,17541,996,10629,331,19285,11401,13208,5737,15911,4466,4568,7990,8363,17117
121,9165,3416,12473,8603,11678,14892,16218,13757,970,18874,18629,19125,15207,17038
122,4084,858,9402,14222,12378,7185,7703,4319,474,7542,5903,10085,4100,10578
123,7550,12002,17810,15007,6481,6159,17643,5579,14403,11528,498,9291,7776,5272
124,15156,6430,4674,3473,288,9863,18458,5499,6331,12156,16657,13031,14185,8745
125,1482,8474,15857,8657,19771,4280,161,8329,13998,18257,10396,18772,15629,13479
126,7918,15485,15046,2021,10923,16995,12718,1914,11853,12073,2587,10696,12538,14678
127,17080,2607,4030,5099,12234,17299,17000,15130,4434,14566,10598,18835,11634,14520
128,13620,7032,15682,2370,7934,481,3319,2206,18284,6577,6933,8771,2218,17319
129,19655,15027,8454,13579,15623,14184,12662,3782,14926,14991,4651,5380,18682,4903
130,17221,10178,7203,6680,8838,233,13041,1616,17512,15623,10992,14673,3034,8516
131,15110,19036,15832,14810,19210,14572,12949,18126,10420,10655,16610,6549,18638,3688
132,3250,18184,19894,7923,3987,14207,1153,6316,15116,2958,4940,17317,15270,2567
133,1215,13489,18748,7847,11177,15743,6241,2771,4068,15328,6661,15313,1358,4130
134,16256,19551,13510,17825,11898,11143,5685,11564,19616,12242,13572,5379,19561,5505
135,18972,10295,19251,2619,13210,16481,7205,5547,14590,11845,5293,1559,12367,13921
136,11680,10763,13042,1389,2903,2304,3762,988,12002,2113,9741,5629,5479,18666
137,14167,18488,13938,12182,8716,15730,10772,9384,14880,15691,7287,3358,6893,6708
138,8111,13370,19957,2647,13659,16651,7306,3619,11420,19941,18888,7758,18315,4340
139,2748,1723,13066,8197,10596,12494,7624,17684,10138,1415,2382,16590,17417,14315
140,2519,11792,16666,12583,833,12441,7168,14772,11291,15824,5698,344,13744,2001
141,5903,8248,5137,4187,9900,17581,14308,11817,11349,14746,5348,13462,1950,15709
142,5758,6421,11693,16031,17411,9063,191,3395,5751,11408,6612,11889,8349,5477
143,12556,7129,5722,3832,14386,3979,2087,11848,9867,2628,18036,11889,16935,12646
144,10065,12204,9480,15898,1599,138,8435,9584,4816,8485,16469,2053,3856,13273
145,2011,16279,19014,13925,120,8441,8831,19377,6221,4533,1705,14253,6461,18370
146,19265,2698,8956,18775,19496,4592,14734,6962,2434,6462,5028,12743,19199,9885
147,6015,6847,802,19562,2956,6736,8395,14213,6922,6052,8626,7308,10310,9617
148,14933,7315,15332,19511,10056,17683,17237,14142,17984,19176,17867,12113,17103,8406
149,13168,11552,14882,12237,14663,14847,2696,1673,15321,1738,19150,1483,19761,8710
150,4016,107,3087,16353,7109,13094,8741,2617,13230,8218,658,12666,14424,13784
151,10304,13019,11933,2526,6020,18512,14005,6236,17043,9964,11559,16881,8089,1532
152,7305,12539,13162,18142,6973,5339,126,11117,17591,10720,9413,7814,16326,8841
153,19883,13200,19398,1075,15893,18584,6688,12975,4544,5315,13830,12017,10008,19213
154,2035,3205,18578,1226,3074,14432,5505,11458,16815,4413,468,3390,9598,9313
155,7947,14064,2926,6212,527,16808,9804,6682,8551,4770,5803,4083,16387,5112
156,12780,2647,6794,358,7631,18467,5425,2009,11150,19644,6188,19406,12999,4003
157,414,7854,4123,3680,19445,15942,6870,9683,4451,3895,16509,10862,12359,6425
158,4289,1618,1984,8319,19815,15850,12484,12945,6789,15182,1321,6818,5016,15319
159,2571,2582,5647,17138,12244,2235,16657,19898,16008,7726,17929,8001,2354,18054
160,13137,17148,14520,13985,16670,16461,4904,10869,7515,16251,14989,150,3235,11156
161,4655,1954,13336,19540,7004,10064,3280,9702,5215,4572,12378,9808,1686,19443
162,10121,17672,18056,3626,11702,13743,14872,9162,1154,4385,1129,9390,4201,18378
163,19405,4141,18468,11129,2205,4885,5885,10544,7503,4179,16241,5281,3288,6885
164,17595,7055,262,12118,12518,15324,3483,15426,3061,15470,6944,6263,1720,5896
165,13267,9194,15379,11545,11457,6423,16120,1884,6297,16295,14750,272,6255,8038
166,6070,16559,18670,8703,17302,17435,19310,17000,6522,11388,999,3339,13860,5003
167,15503,3341,18552,14259,17333,3126,17971,15493,3491,9896,4845,3635,8356,13546
168,3291,307,19547,5859,472,3559,19670,4236,6978,10938,961,11283,14420,163
169,19276,9358,9515,4621,17873,6811,2747,7358,9102,13117,14252,15305,19308,8279
170,14869,5791,1338,2018,9867,6115,3939,17946,1718,12568,16042,5014,9039,12168
171,2491,1527,1990,12483,6994,15848,15865,1571,4045,6012,14306,5953,13578,6838
172,14286,7119,17433,7921,15016,8950,13287,6698,7038,12280,16133,3081,1493,4000
173,19375,4671,10774,17700,3457,7483,17989,15875,5727,13910,18402,14903,17513,6400
174,1870,10608,2780,7595,7597,1779,13839,18318,14066,10689,4288,14824,790,1476
175,4190,14695,11498,17452,3317,14258,4267,18781,7866,11302,6526,18377,18887,8270
176,8750,14862,14562,12673,6273,11371,18466,16170,4510,4867,3171,3236,5070,6591
177,510,2694,11952,11108,17465,14381,15822,18604,2413,19785,7465,19512,11674,655
178,1891,5145,146,11251,1189,15220,10979,17658,5772,6881,3402,13345,622,14045
179,8357,12541,12537,8440,5077,7636,7278,16733,6279,13585,16485,6082,14430,19376
180,2482,9816,19561,1394,6553,17647,3396,5529,4967,7208,2206,13774,9437,5088
181,14159,8687,11989,13078,8603,10329,1087,19972,5477,8680,14114,14268,6796,13444
182,11283,14753,5926,7099,13296,6923,10743,3253,15432,11732,2432,7986,14501,1513
183,10561,3723,7091,9330,15857,12755,7463,9240,8230,10000,12389,17501,15993,1535
184,1034,3587,560,14449,15832,16451,5636,19142,15799,18152,16435,7184,16097,18109
185,1890,19343,13544,12397,9828,5070,5626,4045,5194,4883,6046,10370,11881,6683
186,15895,12139,3341,11491,18267,11883,14721,8917,2345,11294,11646,3945,12383,16736
187,18741,9847,12701,7012,9009,1302,3676,3156,2019,12497,9892,12203,8394,2697
188,1861,17545,4404,2681,8696,2379,7544,14505,16347,19010,781,19266,12920,18658
189,16604,19988,9234,18929,19223,15373,11309,3487,2823,2514,3401,13480,10214,9906
190,2899,11416,1472,6413,5989,2402,1946,18027,19121,5121,9309,18875,8060,4619
191,8299,7254,19607,11166,10051,2062,1437,15998,3025,6837,19300,18351,8970,1610
192,19385,12277,10321,2561,10465,18831,903,6599,18164,11392,3576,19555,7490,5371
193,5297,6603,6025,16652,7089,5562,9504,13249,16269,2341,359,12765,11482,3275
194,17939,10824,14377,14290,19222,15517,5284,6896,19815,8444,12398,5697,2798,12825
195,6406,14754,19851,17840,12367,1032,17085,9250,13231,1977,5562,1556,11487,11611
196,1385,5949,9155,14272,2628,16044,6118,16528,9265,9564,7756,17018,19103,18230
197,12412,14212,7895,678,11358,19881,7180,11912,18153,5253,6277,10026,5935,17988
198,5582,3519,1464,7787,9440,16720,5504,15389,19008,930,10177,7571,18741,515
199,9696,14154,6188,5942,6810,3782,15485,6720,2999,14734,11456,6783,13239,8121
200,4972,12011,18322,2756,2787,10556,6304,12348,13112,10607,14924,6744,1107,534
201,15279,13315,4991,11393,13534,3168,5898,10795,7776,10458,7664,19676,6888,584
202,7172,9623,6911,12430,1578,14920,16740,16080,5659,15026,14522,4629,14994,3461
203,6706,6862,6417,10705,18543,6574,4854,19986,10561,15216,17590,6341,18600,12561
204,12241,9912,633,19743,17775,15001,6823,15336,14643,4999,6728,7997,17826,18957
205,4589,7240,16472,10002,6884,17634,11663,16569,831,18535,2066,6001,5230,1708
206,1124,1518,4093,12491,17003,12996,15677,2674,17086,18011,3159,7753,8930,5634
207,1844,1183,674,4733,19562,1703,6809,7387,7199,18218,9944,19112,19095,18882
208,17236,1207,10003,7986,15339,288,13631,18091,6386,4982,11617,12850,11347,12815
209,11831,2950,2055,6970,18217,1610,1965,19362,4487,15682,7698,11149,14553,7935
210,1098,18850,15621,12001,1609,3587,956,16097,19383,19603,11830,17713,7703,1418
211,419,3961,5769,7735,11048,11257,9809,9650,10308,14776,5274,9320,2014,8964
212,15760,18742,19261,14743,14344,17061,8720,378,4229,14718,17643,5469,5994,8039
213,17249,6371,15210,3761,17637,1494,4650,15948,11733,19383,15974,8140,7600,17101
214,509,6188,241,972,14949,4687,11538,13282,4988,3038,17571,12369,2925,3325
215,19938,15744,19175,1979,16215,14184,5075,18189,7931,6448,9764,6702,2604,14870
216,8858,1794,5724,16980,19353,6801,13438,13264,5561,6379,15993,14471,9617,12091
217,9813,18914,1007,10720,18330,12463,4199,13154,12535,13411,4851,6438,8917,15912
218,12771,19497,11154,1535,16162,9028,3218,14413,11552,15304,5151,1656,8537,12857
219,12385,4169,12382,3682,17116,1594,17107,9712,7454,7892,1556,14203,2930,7534
220,5615,15254,6337,13356,6767,16189,13301,3593,9876,11646,4158,6626,6242,12814
221,4677,12037,1850,7842,16509,4536,4789,6095,7116,3473,13907,8213,16044,16394
222,6548,8405,4990,460,5808,14698,8051,14043,15889,6084,9449,13094,243,1596
223,14926,10341,795,14751,17986,7162,2724,15590,13517,15849,15028,18292,10563,18555
224,18831,19434,13744,16535,8915,1484,13544,6584,4945,2176,15914,9579,19932,7357
225,17920,14575,8594,13955,4975,316,2683,6220,15224,19192,3223,14042,6358,3672
226,7294,653,9741,5955,9256,16551,10508,18322,16181,19073,7366,16905,13770,324
227,3476,483,11966,4771,901,8874,19296,2383,614,19496,13382,5414,18720,11619
228,12826,9333,1984,14704,2101,16237,15812,14418,8430,13031,18530,8121,17853,2671
229,1483,16016,10591,17064,5769,13365,371,14622,4920,3748,15058,7850,11325,13925
230,10093,18237,5181,18541,15664,15716,10842,12422,15202,5348,2474,10248,15528,791
231,8172,18474,19534,7181,13629,19934,17446,12952,17010,8834,18304,12244,8810,12137
232,11991,17129,515,3853,11791,17274,1521,11656,19361,14918,14630,11826,9865,17432
233,13606,3370,17310,2267,2651,2152,19978,3481,6591,4534,12400,6251,6775,4427
234,11601,6694,8281,18848,8760,6076,1373,11235,16830,236,17809,15318,18014,5737
235,6135,5763,4481,3432,12322,15341,15898,1368,10845,3253,15835,2813,14684,3625
236,16352,17137,2806,14559,8350,6313,8973,1522,5666,1772,14481,13617,6180,11375
237,9789,16562,3617,3811,2433,9978,3082,7132,10790,6213,8542,5257,8166,557
238,8448,11079,3762,18883,6505,13622,17062,16798,14580,12642,19522,3153,4701,1813
239,15298,13319,9230,10537,9875,14352,11809,815,14709,12941,7444,18285,12778,11114
240,17915,157,2547,14469,3860,15766,8351,6822,16183,367,1415,10052,10343,3294
241,829,1196,8935,16279,12416,1067,9649,6855,13572,18005,17578,5420,3515,3789
242,14155,11063,9036,2697,1350,4145,9884,8638,15025,18324,13988,5295,1992,8872
243,1022,19082,17884,9198,9285,6434,15604,9245,7520,7608,6502,17169,8669,14035
244,18355,11447,15241,14785,10549,11982,1144,15992,10958,18029,8686,1284,2393,18541
245,11786,15720,1882,5350,14423,3614,4492,14856,6309,19273,19546,11298,12022,17499
246,12456,8868,388,1068,3413,18045,3063,3166,4766,19018,7541,7404,3321,6162
247,4456,15179,9324,5698,8428,13980,8498,2579,11955,13197,3529,1152,1390,6742
248,10725,16108,13972,16226,13388,8751,14226,646,12057,7062,1159,1876,14413,11204
249,5562,16683,14799,6185,14259,7149,18123,14135,1271,1330,5927,1461,11495,8414
250,6289,1129,12547,13102,6936,10301,16901,6807,17497,3898,9903,9276,6833,4195
251,14127,15882,2441,10099,16240,19204,14315,8138,15563,14787,6479,19798,14920,14073
252,8607,17279,17662,15815,16303,10535,1463,1572,811,4408,13598,1236,8586,3954
253,3941,14444,4997,4629,17042,11648,4474,10844,9615,13379,3694,8605,11856,8955
254,5984,5793,5540,18706,13215,3660,7116,581,2515,10658,8253,1264,15886,1449
255,12918,9072,2208,18610,1375,11825,828,15468,15752,2133,7221,18850,17864,11462
256,10157,1653,4876,11392,19022,4764,9292,1013,18591,8947,6157,11068,8338,17747
257,2813,12787,7720,10586,11855,7322,4058,7137,7279,13879,6659,11441,8161,4736
258,18605,8057,4294,8629,3648,14540,18810,7889,5239,15329,16071,9822,9703,9829
259,2028,11022,4220,14924,19582,9396,10977,2160,11706,3381,14433,12706,7459,3268
260,6670,8349,15921,13977,5487,18726,7929,6489,5112,19018,11471,993,17640,18586
261,6119,5109,7064,13876,10233,16246,11070,5098,11897,18549,16900,10755,16836,13875
262,5471,14693,11173,6115,5508,16872,6410,12065,8804,16251,19581,450,2378,17937
263,8544,19865,2287,18775,1599,3128,12249,5601,17511,10512,13654,16942,8226,18276
264,17399,7434,223,16720,10436,16572,10253,7307,17246,3978,8848,13318,5595,12867
265,12351,932,15719,12300,2251,422,16312,18251,5806,17289,15894,11465,14492,18963
266,12085,12956,12854,10655,16897,19662,7290,7539,114,15707,212,12265,2453,14300
267,15616,4374,18947,14196,8315,18313,14409,3514,13168,10603,12480,2700,3865,3255
268,14621,6861,5094,16708,1696,4436,1491,19084,939,3648,7078,850,10312,3634
269,5455,19537,5943,2836,13760,10772,4686,3235,11299,19383,5314,7744,8168,14164
270,9333,7298,18529,9168,3972,2427,2406,7735,5448,750,19099,14450,1392,4165
271,617,13876,2329,10399,12668,14297,7530,11993,11317,8848,16776,3340,16479,11460
272,16139,4342,6330,626,8636,509,15034,6851,2529,17507,16745,3100,19153,18598
273,1588,10129,15156,11836,18308,4587,14110,7140,489,5988,7240,18007,16776,13292
274,8952,15042,17557,6401,9527,10829,17336,11604,1447,10068,11808,1853,2751,6444
275,3170,15330,14537,4289,7485,1063,12593,10356,19931,1659,19320,8833,19211,15394
276,7337,15603,19690,17900,2457,8194,5746,15252,457,19603,10891,6339,4038,1884
277,14697,16103,7752,11102,1919,1781,5875,8866,19361,16025,16325,6472,17272,10876
278,16655,11368,13357,18357,8167,5543,18125,19223,13765,17845,12167,8461,12259,16468
279,3780,10910,15496,8622,7767,15513,1406,3680,5508,13434,12599,9882,9761,11177
280,10452,19670,15424,5755,4720,18571,14622,15294,15859,11808,8123,5866,5274,10072
281,17476,13602,1146,2345,11849,18431,3548,8688,11959,9905,10437,15053,17183,3066
282,11225,10489,9398,13905,2397,11590,1013,18859,4512,467,14016,11404,18791,19276
283,7568,12734,8184,3933,1991,10438,14659,6320,3872,562,11240,7801,17323,6122
284,10615,2294,2644,16718,18358,19439,1572,19479,17546,3749,4596,3482,19465,1519
285,9412,13679,783,5860,2248,17318,19611,588,5619,19562,6814,7905,262,1513
286,13296,17603,18832,9277,14295,2426,19390,3594,10586,6281,13281,1470,15672,16287
287,15622,16800,6380,970,15070,19531,2351,5724,12598,9042,15530,4222,8429,4256
288,17959,16689,13264,13752,1295,7861,19491,1154,17982,4661,14951,8573,947,8755
289,17122,2361,15237,2537,6178,9515,4887,2041,5400,6083,590,10119,11231,8154
290,9738,5868,2569,8823,16553,10379,8939,10269,11636,18751,2834,4940,6880,5017
291,12257,4018,5996,17552,8609,16390,4452,2582,14505,14413,1785,15735,16083,15108
292,765,1834,9619,12247,8483,1469,8149,5668,6471,17147,8701,17758,10353,11341
293,6112,13257,14569,6140,7540,5476,1516,7152,15337,7681,16781,5352,10799,11676
294,18455,5898,10712,14065,3564,19166,11755,11130,5126,19053,10354,17972,4061,2860
295,13672,15241,9496,5457,1294,12475,14045,752,10839,7349,11630,14881,7748,10210
296,19156,11543,9944,1042,3358,10269,4961,14392,1698,12958,16858,5833,12589,14387
297,3526,5742,8419,19552,13851,14703,11355,6992,8332,2425,12886,14357,10354,7946
298,4776,15491,18143,5871,8379,3209,17560,367,14105,2053,6479,14653,18573,17881
299,2798,19561,14489,1588,3888,9517,7314,18078,4248,3234,11654,7228,5025,2201
300,14166,7962,16093,11656,16905,14519,19550,7275,6367,10564,187,7845,3565,4959
301,3971,17330,17613,13858,4261,17682,15087,17280,19293,3358,11843,10474,12040,7502
302,19503,10346,17458,5559,19453,8232,12166,11741,15513,7262,1179,7987,476,19029
303,8100,17354,14000,14486,19408,14150,3868,7277,13673,1476,4382,3849,5513,5630
304,15363,3072,12587,7067,13623,16366,4473,19492,5369,19034,4683,18961,5578,14721
305,10529,11161,11491,5779,16338,5039,15659,12079,17442,5755,17017,13267,9535,14578
306,17361,4175,12814,2443,16464,9843,18671,7665,8846,6732,11009,7145,3812,13026
307,5496,6311,14999,9781,2756,10725,4284,10309,15118,5297,15740,2193,15929,19165
308,13815,19005,10870,15678,7229,5680,1691,2916,6554,16721,18539,915,16313,15759
309,919,14662,16819,5875,3209,9008,5857,9011,199,1936,4917,5722,14672,17532
310,19157,13694,17778,9640,5312,4364,12608,6070,9055,16466,10287,4081,8901,8936
311,7729,9493,3379,8753,431,14937,12363,3250,16074,9226,8659,10007,10676,18206
312,4936,8610,3418,16136,5669,17373,11798,5142,17274,18793,16314,7226,4213,4971
313,16639,18332,415,16427,7088,12832,6632,12460,8003,10022,13990,11949,14783,7708
314,8826,11474,5651,11839,11888,3587,19776,16087,12105,256,19181,17575,18725,12807
315,11545,17689,16191,200,5677,5453,11142,1542,8814,19801,17859,6133,16609,13416
316,15205,9998,15006,365,15032,18579,7806,13302,6305,17393,9484,14329,1418,18486
317,7859,3828,1076,11058,3953,646,13067,9549,19766,908,3351,19986,4968,7127
318,16418,10175,5870,11894,6943,12953,11782,18908,10630,8931,12657,1822,12908,19011
319,12701,17759,8056,4195,12824,1738,8784,3219,18666,11197,9588,1659,14483,4157
