"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016"
44,10046,12371,1034,3110,10628,11325,5924,6093,17662,17035,14170,13176,944,9893,4878,9841
45,12307,16898,7297,5010,16478,4272,10154,4217,10196,4882,12423,14047,2051,10635,5387,1415
46,696,7291,1309,3003,15194,2815,1005,19527,5987,8370,17594,11739,4955,3443,4574,1422
47,17885,10439,1281,9209,9510,17559,17693,17238,7425,6665,9361,12707,18077,19181,18598,9757
48,7589,1828,564,3736,14640,13348,19008,18242,2415,1267,5924,14793,959,11277,9534,5920
49,9082,1897,4862,17311,14036,17260,5804,2072,11115,2720,2304,14283,19590,17550,10145,19880
50,7084,12415,15492,10557,833,12153,18364,3378,12298,7911,6030,1467,5095,14290,4482,5027
51,2004,9244,10991,939,11245,8304,2718,1793,8434,9907,11791,19268,11098,17504,13064,1747
52,16278,3195,11204,1452,6443,6977,12109,11141,4584,14667,6215,8397,13849,9292,18094,14523
53,9432,18215,13700,6659,16787,1792,18424,14020,15139,9374,14271,3219,4167,12741,2447,879
54,16191,13101,4393,19081,10883,6524,1430,11590,16194,3058,14572,14578,2791,9643,2646,12853
55,18787,4406,8803,19090,8056,16580,14628,12026,7694,19369,8396,11570,10921,19644,10089,6809
56,8820,18779,14378,2999,13451,11337,14949,16109,17245,8018,7251,2362,1877,14350,10837,5214
57,960,7457,17116,6684,9137,5735,15509,4679,16395,11185,15341,14739,4036,8456,17417,14895
58,10398,18436,15949,6280,4263,9435,19777,6213,862,4446,13733,6456,15656,916,204,10144
59,2675,12422,1809,3555,12463,9393,787,7244,509,10114,11065,466,4530,11734,18320,18511
60,1233,2322,17703,8579,7208,11259,7197,5330,17976,16837,11831,19238,8261,7671,15397,8029
61,4047,17430,15205,16573,7042,18138,11749,11955,9684,7759,18936,5452,9854,17475,367,4486
62,17320,17458,12855,1130,17473,15147,8468,6551,1035,3950,11846,11107,18792,10416,16719,9425
63,4627,13922,5723,12152,3937,10901,15768,11816,1267,18685,19763,16953,7659,7560,2088,14013
64,19989,15719,5788,17530,162,9577,7924,12066,17109,13335,17816,16281,8360,9152,1260,17102
65,12188,4727,13287,11166,17409,14860,16607,19112,9160,4659,8709,205,19731,5311,6708,15122
66,16809,15788,11648,5190,14547,6336,4018,4533,9919,1105,13196,8171,5016,9563,10503,9663
67,6993,3474,7152,6097,15257,9665,3757,466,10156,6985,4823,14000,1810,7912,12060,4957
68,3959,18966,618,9066,1594,16518,19723,9842,7208,12804,19940,4661,9175,8471,6462,7695
69,17704,18154,12853,12553,1037,19005,19751,6828,7593,6712,8424,8981,10003,12992,15649,14225
70,14275,6837,11242,2478,7604,14985,7519,2916,5762,18977,3297,11817,16269,8558,17492,8126
71,434,1251,18202,13327,9615,8116,669,10575,11748,6318,15422,16417,10566,2536,10923,12784
72,4847,11426,6970,3149,3095,3321,4684,14549,18438,11918,15098,13484,9080,14355,16990,11178
73,12184,2269,11656,14039,7242,11867,16857,19712,9308,17379,1587,13588,6543,8991,9746,1844
74,6746,1395,18126,5488,7727,17406,10876,1887,16139,3633,9787,4474,11856,10479,12934,8066
75,407,10399,11407,12994,5085,5728,7995,623,5055,8849,11749,2912,16526,17704,6377,19483
76,15614,1669,11359,8051,4959,5246,3270,17386,7061,6902,6605,984,10799,977,13315,6181
77,13386,8304,4897,5343,15126,9315,13565,15420,6487,6745,5784,7440,929,8728,18933,4768
78,11346,15888,2907,10992,392,2074,1286,1575,12101,15516,2233,8786,4715,4885,19518,15135
79,5506,4280,11708,16574,2050,3450,3396,8635,15620,861,1416,15042,5533,4940,12095,14969
80,14904,1011,12864,19960,13827,15331,2962,19457,10220,2682,9628,18717,14016,8015,324,16028
81,16295,10978,3843,4055,15145,430,13363,10568,2169,826,1239,6500,18328,1960,185,19719
82,6587,2360,17099,11534,788,11555,1770,16301,6403,4503,5745,16785,18409,8860,11359,17638
83,5724,4597,16055,6528,1932,9850,16597,5172,6923,683,13990,12835,6853,12565,14703,18368
84,5667,7422,18583,10029,2095,14305,18768,19688,3499,4492,681,14879,1760,14975,9395,9060
85,7475,10666,13992,15633,17865,1879,7398,5007,6593,16735,9712,5064,5767,7665,11605,19067
86,8988,1069,7531,4964,5876,11929,17251,8157,2870,10256,14598,11789,15117,4465,5917,15049
87,10226,2331,17151,13425,4767,2252,14011,6646,13462,17299,2669,15119,9575,2689,10494,8163
88,14738,16145,9616,7945,12134,10738,7778,1648,19763,6752,9597,10078,8843,2936,3874,16960
89,11096,6789,11334,3081,10573,16951,1325,4483,10745,18004,6560,4919,9499,16612,125,4055
90,225,11918,8842,19156,11482,8259,16845,17696,4863,6134,18162,8218,2653,9297,622,4517
91,14384,1316,8959,4313,8558,7712,7124,1385,13331,16471,14068,10658,16103,16702,16785,11817
92,16445,7635,15273,521,2223,13147,17569,12141,13894,10928,14235,9487,12785,9556,5364,12645
93,19921,3744,13906,16717,4090,1684,18801,5808,11399,9402,6873,4262,10866,4027,16292,13032
94,4668,19712,5194,12297,13866,18893,14954,12164,10967,19163,9800,13034,12423,13916,8267,808
95,15677,18953,15281,17133,10771,6883,11674,10096,13673,7201,19317,7355,18705,10785,6579,13074
96,8701,8109,9663,4733,8501,4750,12846,15655,10782,17535,8225,16613,12187,9277,9194,10550
97,7648,8399,15403,18074,18749,330,18736,19787,17556,12914,8437,16055,3611,13114,10117,3964
98,8726,11676,10724,7222,14842,2568,10071,15470,1141,1213,15921,3938,10025,14325,10049,10195
99,13690,11653,12246,18958,19026,6622,17794,18618,9253,9776,4412,12350,1984,10950,9810,986
100,16903,1120,16267,831,14136,6259,2996,5607,15390,7709,19061,1249,18497,17663,15989,13442
101,13272,3847,8889,5649,10125,3591,7087,5875,16072,7377,7552,2326,10791,9138,12211,19864
102,14878,7871,7040,17524,11115,11519,11181,17256,18901,7963,18906,9967,9094,11724,11940,13225
103,19300,12218,9996,1994,1770,19868,7634,11265,19300,12487,5776,11023,3454,10866,4520,17997
104,4657,10570,12268,5985,4347,17425,16206,10775,410,10226,4547,3529,1178,15783,1174,11035
105,11728,13106,5539,1506,9360,4872,1328,18660,2929,12840,10299,3783,14392,6959,19728,2025
106,7944,12000,14200,12517,9890,14476,10326,14541,13802,2548,1394,10060,4580,548,7854,14192
107,17002,7738,9704,15935,15667,11966,16433,15167,5975,4006,13131,8595,15515,12196,5410,9831
108,16228,3496,4999,12271,3687,3549,16313,8914,12026,11846,16854,9842,12143,14447,7114,17231
109,16876,1454,1606,4572,9349,18836,11872,16529,11090,16567,14379,5245,1860,12084,2249,3440
110,364,18694,17294,11939,4499,7127,9750,3228,12623,5014,10362,14514,8330,17526,8015,7480
111,15313,1954,15878,8979,13367,14387,2589,3883,13406,15052,3879,18844,7240,14551,670,11138
112,7592,12818,366,1955,592,4009,7586,9952,1456,17605,12408,5591,10111,5404,18275,17943
113,3356,9267,17127,11866,19490,15555,8879,18913,3641,16347,17237,2792,7367,9533,19939,2953
114,9026,1616,17739,16435,6374,5300,166,3464,13365,15163,3364,18649,7903,16075,12529,4971
115,2303,913,14313,11045,9168,19485,10264,16200,2911,14428,17910,16538,13413,5875,7147,2540
116,11106,3567,5297,13206,12417,15002,18040,8277,11672,11115,18597,2909,8578,11672,6448,2928
117,5434,10163,8987,2925,10634,19851,4540,6908,12150,12037,1399,5753,4749,7573,13594,17325
118,7792,8842,16952,16319,459,16912,9259,409,14052,4135,14382,7893,12666,2015,12578,13994
119,1553,11733,5898,7046,14119,19619,11452,19064,5418,4602,5634,16498,1005,10901,6320,8068
120,1258,17074,18721,16707,3781,4646,11290,1607,8745,7327,3225,1985,8517,500,17029,838
121,3016,9683,8199,2529,6913,8451,374,9184,11283,11078,11328,1223,3321,12886,7478,1724
122,9586,3281,15048,5918,10511,10621,11349,13532,14514,2901,10432,9845,6126,8629,6702,6548
123,3050,5417,10359,14906,5598,4678,10364,12843,10047,429,16258,3560,4515,15412,1740,17983
124,642,14457,10195,8993,8464,449,16369,6221,17826,13771,9388,678,3768,6358,6535,5600
125,9313,971,7438,1429,2484,13327,13525,15603,11106,7099,14419,3722,11753,114,1802,17783
126,3399,12541,9949,1446,13755,3056,18213,10805,2779,5622,17557,10597,16016,17662,11197,10533
127,6225,11703,13355,7819,18721,1201,15071,15724,11136,10573,1565,15512,3468,8139,1533,7643
128,18981,8976,14004,14668,1863,19761,5406,8820,15104,16006,2084,15913,1010,7534,8997,1484
129,14241,18931,13406,9879,13826,13768,17694,7589,19520,18347,3731,4224,17649,18920,9030,6517
130,13920,18275,11166,11786,5675,7966,6469,6666,10201,889,1568,13799,13004,15520,10416,6219
131,9017,17913,8544,3188,3809,7473,1218,4940,18755,13056,17742,19221,17309,19755,4031,6656
132,18250,19052,18124,14400,16084,15463,10521,17569,11769,12884,15626,19555,14967,16248,4840,10391
133,3888,1221,15528,9579,7428,3530,2987,6645,12749,352,8300,17041,18671,14542,8738,4783
134,16392,1749,4375,6529,496,7080,3761,13389,12118,13286,1929,17565,4728,10391,18937,6465
135,8660,4139,14551,10732,19823,7540,927,6595,8136,14523,19875,1491,19262,2122,12167,3709
136,14632,17772,3503,1395,11408,12325,6081,6591,1854,7413,7325,13997,18444,7572,15295,3823
137,17664,9815,7383,4767,13594,18625,871,3837,7122,5909,4069,18195,17504,7350,10468,3930
138,1406,17132,15416,3075,9698,3848,13562,10574,2496,12170,8917,10120,12928,14452,13268,277
139,12516,13006,5711,273,8549,11144,13215,15133,19737,13381,19982,11096,1930,8006,831,6612
140,5371,15099,12957,5803,6382,4947,11144,12564,15026,3517,3887,2248,6840,11460,10149,3137
141,1492,1599,12266,15322,13334,3619,16665,6941,10922,15921,15240,15357,11006,4449,4054,8240
142,6362,206,17743,6067,16361,18052,17867,13240,3272,3408,1668,9333,8887,2928,17382,11643
143,6287,9264,10997,13529,12065,244,9975,18380,3592,12342,12147,1508,7804,12530,8246,18128
144,4592,8769,7690,2303,8727,12786,479,10316,3291,1678,2344,19401,17867,3622,7887,9805
145,18917,997,11763,15941,15612,4908,8990,809,7579,12140,331,6149,9744,4556,17420,17036
146,15338,18795,17717,11785,12064,13191,7881,949,10655,7545,17010,10235,13753,15011,11069,14208
147,746,19888,14974,1889,19000,8646,16577,15684,13130,19989,9804,6506,18589,2357,1412,2164
148,10736,10127,9769,15819,17275,7508,1361,2647,10631,5412,13599,130,13989,5234,16041,11454
149,5667,1028,2583,8588,19134,19218,5429,19507,13279,18814,18817,13431,2355,12787,15800,13237
150,1331,7221,8031,1414,7454,19906,8942,12936,7186,13028,4226,17206,2246,2245,6803,8277
151,13312,6406,10561,2430,18304,12813,16916,14172,2503,12010,7585,5760,3078,15461,15047,18778
152,6488,5308,14505,19978,5075,6651,19161,13679,977,17307,6566,17034,10468,10823,6563,19723
153,9438,13279,14338,18947,19108,7964,13276,19486,17366,15605,7327,8086,17081,1364,8505,17139
154,7268,3999,3018,9608,11254,15172,1782,2052,3936,4145,17219,5172,7296,576,1820,8578
155,10160,6050,3991,12002,14888,9322,4229,9037,13559,7924,10091,19032,18493,11757,18938,10305
156,256,2877,15406,8239,1732,16337,15773,2354,9866,14092,5666,5332,2063,7926,2440,11974
157,6632,16648,10371,2462,5082,1367,15430,19792,5986,8101,16895,14274,19259,17563,5889,6381
158,16244,7516,18127,1665,19411,18145,19610,6930,13564,15046,16792,19142,8871,11342,5718,15855
159,5954,14365,9155,7491,18369,4217,7334,10898,11417,11067,18223,14117,9358,1837,7398,19852
160,3305,19582,18937,5104,12299,14514,334,18329,15836,6338,8572,2512,19450,14453,5801,9124
161,12503,4407,12722,9969,5531,18350,10445,16343,13632,3264,10897,11079,8591,3452,4006,18185
162,10905,19548,254,17301,9210,13496,14419,8084,12116,18298,10693,11795,7442,11511,650,6505
163,2463,17493,13622,17427,19975,19786,4936,16447,15420,16414,8479,5058,11519,11551,1880,740
164,10920,18170,3419,13472,2850,4951,17697,19244,8842,18574,1325,9783,4954,13627,12185,17810
165,4043,8517,12466,18314,14386,11189,1249,16241,12415,8479,15637,14749,3538,15876,8985,7706
166,9603,13160,8381,8662,19273,8748,16286,4619,981,15037,1067,4099,17731,10075,15097,1865
167,2532,3604,1287,16864,825,1017,15906,12569,594,18295,6744,11524,19334,2551,18408,13714
168,4569,9534,17403,17863,8997,5498,12521,10301,8184,19543,7058,18353,7177,15128,1638,12288
169,4792,12287,19712,8761,10618,12459,16908,6496,1623,19336,15232,16070,18915,11530,11770,11068
170,14824,3249,1641,14452,17308,6013,7163,16129,13659,4565,10270,7659,19345,358,7622,768
171,2176,11248,5354,9810,18448,5361,11975,10638,10434,9130,263,15551,19599,12539,9723,2698
172,6417,2115,4318,17855,12481,16286,13249,14725,11265,6272,6564,13904,14664,6707,19616,8281
173,12865,9846,1421,18767,12750,14506,9712,7035,1293,7581,3444,12601,8659,198,5228,6934
174,3033,14075,14132,2923,15047,8747,3655,6293,12622,17097,10560,4245,13021,6828,1627,12707
175,13276,9354,12952,11972,406,3162,14649,13598,6790,19004,14196,17431,1927,5381,18945,8300
176,4148,10564,3622,6346,10750,17012,17495,18970,11702,10123,19556,12443,19670,11948,14633,18743
177,15487,1684,2054,6061,7574,4315,9599,419,17766,13109,9822,15786,5687,15847,7013,17032
178,1892,6292,14033,3571,10032,16345,8194,3151,18846,2300,16842,3027,8192,16925,163,16955
179,18188,18150,15908,1912,3796,8835,9311,1292,11191,769,15138,501,13910,17764,7917,2267
180,14030,5853,3588,15682,12304,19971,6575,10012,12216,7592,4875,15668,1144,9884,7557,5988
181,6113,12718,12019,19740,9670,18201,12801,19887,7310,16882,11268,19556,7108,18646,10785,19509
182,13051,6434,10283,13001,6299,14989,14816,2240,8005,16931,17619,15169,15789,18798,5161,313
183,14258,11367,2014,7992,5647,14851,16253,9552,16846,10010,2718,16832,8257,12219,3365,19426
184,19945,10287,3028,17470,18744,12961,18112,7637,6058,16048,7166,6838,15476,13885,15588,10061
185,10663,11078,11455,3990,18021,1401,1468,3115,8441,17902,4731,11908,4158,17957,15399,14400
186,6363,3248,1592,4708,17321,19974,3976,17436,1260,10961,1230,4189,1021,5606,2703,1714
187,735,2191,10571,5253,1789,12230,8116,796,1515,1364,18089,14080,8483,19650,9809,5985
188,17945,2674,4389,11641,5264,393,7590,5961,2792,9659,496,6726,16291,4076,8736,12075
189,19159,17395,6350,6072,314,10449,18958,12853,12889,16614,1686,18194,2357,10977,11091,12556
190,11640,2474,16625,10096,9906,15220,16351,16945,12995,19764,10167,12281,18937,2433,1342,13706
191,8158,5369,2360,9270,13607,10224,9807,4830,3559,17649,6332,11662,14566,2966,12137,8796
192,1728,9274,18728,8246,17817,9193,15674,4356,7828,5189,10248,4974,17619,7357,12668,15584
193,7744,4360,5876,4800,4265,10203,16648,123,15298,3285,6030,13189,5375,10950,19683,13057
194,15796,6031,5647,4174,4892,8493,12902,3077,16058,16963,17829,4932,4136,4937,16538,5267
195,9573,1570,9853,12619,882,7564,15889,1627,15740,5067,19179,9754,7626,968,11759,6723
196,13845,18066,8395,3389,751,13743,14292,12602,1520,2469,1444,6737,13515,10382,14506,10483
197,13533,6097,10640,12699,13299,10192,4397,130,11712,5187,19979,1171,7200,17751,6943,18418
198,7586,13854,13513,8963,7927,16564,16186,1811,14025,19425,4344,11335,3241,12646,13270,4502
199,1270,4874,3267,4744,15759,4332,7171,7015,15834,19971,14786,16229,7517,16958,15429,4197
200,4854,5744,7382,16128,15246,7842,11526,4458,3841,15353,19903,14227,12407,15182,9543,18506
201,2281,10272,17873,15171,4049,7979,13181,11785,2177,3876,8302,2650,6894,6773,1700,3182
202,853,14131,1597,13479,10850,9933,3989,8512,11736,15389,6364,6557,9603,14485,5744,17294
203,14059,1792,6988,11502,11383,7225,17430,6435,13443,14447,4781,15411,13299,19948,14161,607
204,1735,4644,8942,17009,14989,10000,11023,1508,15186,13388,7624,9913,5079,12264,5445,2613
205,8286,13819,12002,5795,10833,9145,18788,3869,16722,8599,10979,2062,1354,18199,6430,17980
206,16984,11370,19664,15202,4973,2799,2947,9427,18070,18488,7593,11804,18994,17162,9224,16799
207,3742,2780,5156,6037,9439,2772,7630,6385,551,768,11583,19098,7957,18918,9975,976
208,1513,9129,3684,1409,695,19488,15575,13414,1409,17398,1701,5294,8864,5933,13493,17020
209,16327,2262,14829,9057,15554,11669,3778,3352,12135,9406,11383,5006,1213,254,4979,4098
210,10536,6978,2182,7891,13540,118,7730,8484,17450,4674,2615,6049,1606,11808,9378,4303
211,17186,3106,16405,16906,1737,5283,5131,3769,544,1010,892,12058,4882,792,12487,16863
212,9497,2572,835,10767,11485,16361,7086,2478,9559,18658,16103,18970,18478,16890,12402,9308
213,9837,524,18265,2216,9313,19621,7036,2106,1704,3056,258,17533,7051,15623,12259,5901
214,6464,4502,3814,3348,15408,525,9883,13798,18292,7531,19906,5173,5326,3512,3590,12964
215,8206,8281,1536,18897,11005,15058,9562,19184,11872,17019,6212,19346,4693,403,354,4906
216,2007,18614,15647,16450,14744,10134,100,5646,2539,13131,17973,7759,10773,280,11543,7175
217,4441,7698,7248,8159,4096,11479,8845,15129,5476,17544,17746,8075,13054,19765,12231,19754
218,16118,2216,14699,7900,17021,9453,19567,16967,13383,16661,2687,7593,4844,13374,1309,10814
219,15132,9446,13848,17005,3078,8300,16278,16072,4635,10473,17853,1440,4225,4450,8622,739
220,6858,9468,1530,6218,4643,6720,10948,437,15929,5192,12319,11699,12512,16383,4920,14743
221,3351,14696,11122,2137,1072,9745,18003,10786,3805,7563,1233,18983,1178,5491,2572,8307
222,10023,7118,19800,2789,13335,8879,2976,2143,17586,7001,1811,2103,12942,17847,17895,15245
223,19810,7681,344,4263,3667,18955,1498,13963,9144,17890,7763,2561,13238,2105,496,7221
224,1225,3164,17014,1418,5541,2337,2471,5154,1083,13473,8452,15879,5571,13366,10732,12602
225,12444,8863,1301,447,18754,6667,13551,15864,2157,5592,11126,2449,15480,8935,9283,6699
226,10323,9455,6294,3761,4968,16645,1580,2298,14810,6484,11250,10146,17923,8944,14298,3496
227,13883,13049,17458,11616,13927,11359,18599,18146,10805,8737,15215,760,13035,4672,11874,12603
228,5825,19687,17925,17739,7403,17237,3562,4212,19555,12092,3886,4546,1724,6356,8742,1715
229,17536,3640,12501,11406,10402,5988,10983,18742,8727,6081,17232,15596,11386,679,225,2827
230,15598,16956,12101,319,14380,2751,10981,3106,11753,18770,13188,392,2520,4792,6992,16165
231,4851,6320,14637,10866,6171,17192,11926,4122,9543,2514,18680,7022,13034,15292,10102,3146
232,12015,2278,7519,11789,194,2886,460,18716,2900,10192,12636,2424,19923,6677,14224,15743
233,14645,1727,5039,15779,14241,3934,5343,6084,2715,18788,1368,17907,16528,653,18612,14028
234,11511,9941,13566,4704,9063,8094,17802,8957,17377,2240,5247,14018,11070,7322,14749,4203
235,953,17341,7879,4667,1450,15401,8894,8765,13676,19765,3850,11263,5798,16793,19080,16287
236,1541,14024,12830,18776,19478,12136,3908,7285,16048,18170,2001,3279,6358,16910,7735,6819
237,14786,8757,17098,16662,13883,6590,15091,10082,12764,18561,922,8196,4263,6017,16291,7420
238,16450,8093,6915,7669,13376,275,16669,15377,17015,18509,17575,15949,6050,7282,2834,4931
239,13218,12377,9792,4788,1800,1073,14528,16727,6700,15007,5898,14661,19390,18588,9107,2973
240,10231,13629,11696,17522,14776,1491,4458,9173,15785,4632,3817,12649,11772,19468,6235,18447
241,15396,5220,18398,5171,2160,10191,17144,19183,4754,9285,707,10254,12334,7005,2383,3937
242,17909,9741,1468,12568,19998,15717,9753,18692,970,3897,8328,19820,6484,16597,15557,3306
243,12266,6999,19092,4504,7315,3213,11044,6189,2427,7666,6241,12596,5585,3345,17097,14755
244,13639,19795,17119,3841,3464,9806,2055,12892,4379,8763,12222,4081,6520,16025,18559,1262
245,4162,16958,401,13964,7419,8809,8563,18557,8778,15003,5987,18305,9719,14246,4867,6472
246,18721,18340,16464,10518,2724,19473,4854,13177,15793,542,868,3788,10196,16229,13309,12770
247,2718,6355,18433,8844,4607,4991,5191,2704,822,12013,2959,10877,8347,17919,9364,2001
248,14831,19773,3486,11207,14674,8926,17023,16855,3177,14704,7966,8395,15671,5420,9252,2750
249,8212,8426,18467,16955,1846,5786,4412,1400,13049,17024,17474,5653,1803,14123,17853,6609
250,14846,10137,16245,14250,16911,1724,5883,7692,8019,15409,2796,18090,4365,17311,11330,11171
251,12107,12215,18891,14024,18156,8691,2290,2350,11626,5909,17464,9580,14931,16238,15700,2935
252,17399,4297,14048,19326,577,18548,17180,8119,16886,299,13096,14822,11629,9891,14775,2545
253,2606,4655,9205,6921,16124,9016,18080,19570,16643,12310,5046,6741,18848,7737,4823,13529
254,17367,18469,1072,14818,16275,4718,6715,11600,8318,12505,4398,9773,3433,18472,3733,15411
255,3948,9459,12974,12494,4910,10876,3978,17264,16944,5949,18777,16210,2653,9290,334,7221
256,7270,16297,15025,4356,16208,6552,919,6328,17218,18258,12245,2076,11034,8251,13529,11754
257,6350,19199,11547,558,13286,8171,6723,7451,16934,1844,13241,11718,2781,10468,1925,2201
258,846,14713,9816,11647,14643,6294,19851,19959,5978,6662,9202,17970,18937,15986,10589,5940
259,11365,12380,3907,17903,16816,16560,4562,8342,11166,11340,17764,15718,18830,6062,18584,1520
260,2200,9529,12043,13141,15428,15155,16317,218,7121,10067,2255,7613,13703,12212,1540,12745
261,14445,13814,3202,10210,5735,13512,13567,1523,15425,1164,1433,688,16424,135,2226,16250
262,9460,19562,19292,8902,9749,15403,12966,18837,17137,17385,10931,6579,932,6485,4986,737
263,663,8444,14029,18669,9121,7978,13071,4531,6613,1758,7960,281,18592,16551,12665,6703
264,8624,11075,17990,7891,3166,15945,4807,10082,10367,14608,12866,12805,16229,17294,6719,15715
265,5041,13822,13403,3830,16297,1855,11047,5105,958,13155,5543,755,19523,7647,14896,290
266,8391,12301,18558,8716,14465,5723,19830,14051,16698,10155,13801,14431,3541,11587,12427,11915
267,529,3938,2648,8597,13365,9724,18104,9641,16411,12801,19920,15290,17472,1692,826,17869
268,4946,3355,14028,5991,17934,11825,17141,12326,15755,18226,2779,9303,13507,2454,11031,5230
269,9953,10773,2724,14504,17110,13292,19981,9409,4462,7422,5777,7058,12456,12792,4861,296
270,16502,11177,12167,19626,11471,18175,13335,12295,18273,15352,8104,5140,13852,19907,17710,9990
271,5975,2187,2912,14469,14553,12394,14379,10412,9959,14057,13245,17577,15779,2529,7105,14200
272,1053,2710,3619,17357,19220,15948,3225,6488,680,13778,1414,4820,8250,5272,4460,18981
273,9213,4596,14818,14564,17291,15688,7820,17999,15985,18603,16881,4487,19382,16137,17430,16073
274,14920,19246,2842,3736,847,10734,16006,3598,17759,14748,16342,10168,19417,3465,10956,4314
275,3069,19964,3828,18804,13703,17085,12749,2107,14131,3730,3834,12395,16838,111,8926,8836
276,18196,7054,11707,18428,17139,10571,11635,5537,17799,5328,629,18269,16827,3203,6138,19142
277,7236,9240,16503,6497,12735,272,1652,19872,14479,19699,11682,15879,14069,15305,15807,1105
278,7429,2226,5124,645,6880,3689,3388,19799,17556,639,8180,19138,2631,3013,19808,11555
279,3768,17061,11146,7309,19933,234,6781,2049,13640,12663,895,8195,4793,12226,17914,17634
280,11837,8075,18336,15052,6184,4042,4794,3317,19678,12919,2513,13635,4139,6181,13296,475
