"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013"
84,11545,3951,367,16913,807,3480,2609,570,5609,13893,10791,14561,13869
85,5393,12390,10746,14551,18150,16914,16487,19879,2102,16653,16936,5030,4817
86,7051,13629,3269,18727,13118,5672,11758,9236,13199,1798,14169,3729,6879
87,10032,7027,13965,14128,17684,17168,2060,6217,18676,18417,4958,4513,14195
88,5572,17343,16119,7967,17898,12210,18652,2099,11400,10945,11587,5397,15735
89,8627,4379,14555,1080,16351,19361,17926,18044,4588,19346,6980,10347,4418
90,10386,7079,6819,12648,5468,17690,1999,1101,14544,10006,3293,19071,5364
91,7952,11471,15010,1243,17247,13762,11166,17820,11497,17600,1434,18962,13881
92,16691,13949,19035,19984,19498,3932,5047,10988,9405,13488,1835,13846,478
93,11377,8150,7029,14164,9713,18568,11916,16564,15643,7659,9279,14970,4705
94,8297,10312,19681,3512,19926,6685,10412,8180,13938,7292,15354,11902,16001
95,8948,14857,19810,3753,2713,3785,3825,15617,18671,14252,19718,4581,13867
96,10025,17883,8312,11813,3795,10970,355,11271,19012,16533,10166,3484,8808
97,18194,6034,19653,12098,19594,4578,5720,10909,11325,11078,11760,7904,980
98,6059,18938,19768,19455,19847,19318,421,17785,1144,9452,5642,7506,7700
99,17239,14942,9467,7384,19986,14757,16748,8034,3946,12534,7492,2919,4211
100,478,6114,14873,16177,10574,18777,9207,1332,13781,19049,9999,6754,8817
101,5503,3419,10720,198,16669,17064,16544,5601,17713,9162,15911,12285,11266
102,10905,3382,5707,15901,626,17977,10429,8054,9308,12994,558,19904,12127
103,15585,17533,8854,9132,1288,9854,12456,14280,7204,1831,7311,18919,8394
104,4346,18970,11097,18062,8729,1377,13676,5459,14917,495,12701,10619,341
105,14308,9072,12451,17087,8050,7514,19591,6147,18514,16359,15416,12562,319
106,9228,4413,11132,16009,10256,13856,3765,11207,7870,11434,361,15987,7951
107,15548,6487,8431,17217,6341,19504,10694,18183,5331,11472,13062,1927,538
108,3363,520,19759,17748,19978,11793,7975,11900,19456,11182,3197,15055,19828
109,4078,13498,19546,14546,472,9807,4215,7626,995,12737,16195,4193,8420
110,1522,4067,5256,9408,12509,15897,223,2048,2427,10073,14187,1625,14645
111,5205,17316,6717,4421,1290,15773,1924,2805,16311,8973,5898,122,19169
112,5714,2136,12396,15429,3443,13180,16632,13987,5382,3735,17359,1541,10691
113,17427,1501,13606,2673,1153,2860,2981,2356,4189,11684,14181,11044,12315
114,1834,17922,8667,13691,4398,1656,16829,2204,5366,14757,11318,2874,16737
115,12380,13353,7955,2989,5574,18270,19943,4887,13262,11578,1285,13332,4547
116,2919,17232,3353,2414,13143,10324,434,9934,13837,18072,6230,18946,10260
117,15706,18029,3598,18010,16472,19557,4841,19548,12801,2212,14691,5470,6380
118,19120,16512,11327,3563,6376,11894,4133,14834,16599,18671,619,14046,5824
119,4299,19614,17150,245,6800,3596,4025,5339,11304,18465,10195,19782,8842
120,11018,144,4369,3453,19036,3246,14319,1611,6616,13841,14157,6469,1467
121,15944,4795,1157,18532,15307,3586,11672,19854,7656,9199,9259,5243,11036
122,17711,4544,17017,11349,171,8023,11246,4952,19873,9352,15510,7399,16115
123,15024,9689,15487,2783,15681,19063,11115,7766,891,5469,8301,9842,9267
124,4850,1777,8675,18255,13922,139,13551,19252,845,17862,1612,13949,15136
125,17292,4980,14597,298,15192,11493,194,16677,1681,3034,19588,16267,17621
126,3406,10291,4775,8481,4254,13750,10512,5932,12026,11061,3192,9172,7065
127,7026,8896,762,7269,528,8487,15655,13559,2717,8262,7230,7302,4137
128,11926,13335,2748,19049,19186,2690,7003,8019,7281,16817,3067,8992,4077
129,2086,6005,18632,19223,16308,11786,8282,13750,10318,4645,17131,8070,12237
130,8071,2414,800,4220,14545,3542,15573,6548,3429,18127,3594,14053,19862
131,7418,7017,2874,9239,16200,12915,5190,12793,16923,12805,18540,7005,1071
132,3878,944,3460,17941,4068,5697,19804,8464,8990,12542,9527,7522,10712
133,3822,13038,4415,7093,4936,7604,10342,2551,3477,2706,17476,16625,11961
134,11760,2163,13117,11988,19946,8925,3595,10629,18601,8558,3851,7179,14620
135,15549,608,4231,16778,5481,19499,1773,12956,2994,5858,17286,4068,4893
136,16049,8128,10492,2583,5073,8183,2598,8511,9052,11087,6630,16201,2308
137,5541,12833,986,6486,19137,8302,18056,410,19995,7507,16609,966,3175
138,15493,3909,8774,12069,2959,2677,8860,4333,3450,11055,14945,1214,4884
139,464,18389,696,14479,15868,10382,289,12454,10216,19730,18304,15389,4781
140,3064,6674,16392,13410,5447,7877,1085,15413,141,14330,249,16185,19666
141,2708,12497,11197,852,15259,18770,11620,10307,13017,10539,5865,2255,8073
142,9272,11897,4609,11131,13139,446,9462,15467,15278,7563,13092,189,3826
143,5386,19156,3363,13974,1981,5494,10713,6437,12918,1212,14582,16491,117
144,8709,11564,1069,6206,12893,14535,10518,8573,5667,6284,3726,15833,7245
145,18723,7983,10950,13381,6214,14183,9113,7010,14695,14686,18971,7362,17897
146,16018,6280,12230,8254,17324,17445,2466,2624,1273,14384,1651,17688,14382
147,13526,3643,18487,1447,2432,13415,6392,9807,7766,13382,11339,1269,15805
148,4370,7098,4998,11305,9821,2790,17958,1825,1356,7825,15104,6280,1946
149,9426,12582,2085,1649,18860,18198,3630,11356,12878,5502,19048,4021,1114
150,9111,2194,10503,7523,10917,5590,7934,828,1546,6953,1266,9061,9921
151,11766,5972,8112,2091,11192,4964,8600,19847,18173,5675,5394,15085,14601
152,8929,11858,4039,14691,8788,1112,359,16303,17140,15606,3168,7599,8515
153,14630,8875,18547,17859,18717,13144,16154,13318,19103,18126,8707,7080,10095
154,7736,8345,19337,18303,19274,6315,16051,19393,1190,10445,3992,16149,10332
155,17617,7726,9257,15182,2304,3364,7904,10503,14629,13779,13471,9211,6460
156,7400,6955,8044,4930,8301,3423,6366,2124,6666,15447,8996,19661,19596
157,12902,9904,169,6220,16583,17895,8157,13591,18677,10227,4756,10099,14801
158,3685,17589,15199,1647,7157,1962,11767,1882,9777,1140,7915,11749,19585
159,15853,6819,18304,7706,368,8463,14796,8524,10585,2123,16042,6030,9211
160,12183,2842,6115,7128,16536,18909,13581,7595,11261,1552,3682,6600,3717
161,406,4264,3674,2775,18160,4640,8884,10557,10530,6935,16856,15609,984
162,11198,14758,4447,13583,2809,9972,13226,9466,4344,12850,10591,11170,8268
163,853,19084,11750,5956,759,19224,1047,10326,5354,2737,9300,16588,1811
164,10975,1785,9436,1608,355,14491,933,15653,11519,19149,2362,14018,4874
165,18967,13258,13604,14079,16986,10314,14751,9649,12291,18872,11033,6375,6149
166,3225,5348,13030,18400,9614,9027,17349,6468,14018,6562,5560,5488,10293
167,723,4198,11589,6024,7388,4478,17048,13547,1087,3852,8403,8626,7596
168,2705,4699,3201,10596,11971,8831,15775,17170,15679,18769,4258,14944,3573
169,18079,7745,1776,8987,2210,19901,12101,17848,19589,17327,19774,11266,11687
170,17910,3372,924,7800,10066,19768,13917,10794,5411,11435,3177,17801,3264
171,12424,12011,1909,16412,13207,17055,13922,863,9068,6325,6496,3910,18623
172,3432,2925,6492,16055,12288,13452,18987,9979,18337,12509,17954,19596,10434
173,986,15262,17278,19350,1719,18499,10180,10104,8097,14725,14068,19593,19543
174,3947,8542,5620,3663,5245,19988,10085,2875,7631,5164,18206,16505,9808
175,3921,472,16430,12170,15446,13967,1238,9344,14557,18749,12002,2005,16329
176,1070,4083,12983,11474,4271,19028,17978,3722,3913,6020,9393,11970,2791
177,19308,12824,18375,17184,2061,11046,16445,16334,5322,9601,4673,4152,8215
178,17208,975,17221,11484,4061,8616,3218,8093,12444,17186,17060,18748,9683
179,6335,11230,5301,11292,5030,12088,4302,12079,516,1311,4141,15877,3131
180,3484,15219,19088,3558,19166,15419,13132,9964,4293,651,6500,1715,5072
181,12133,6237,18337,1981,16327,15110,10467,18929,4494,6360,10226,18588,18276
182,14698,12884,9151,7479,6112,17739,14762,5781,5295,10365,17828,321,12897
183,6880,10599,15365,117,10714,11837,16318,5128,9776,10074,14593,15328,17734
184,9912,6014,11114,1797,6885,17413,8781,17923,331,9011,5468,13554,2380
185,4566,541,6142,2238,16876,6051,6435,5235,9675,485,11083,18629,15441
186,16152,19930,4633,12114,5157,1003,14601,10479,10616,1205,15921,4663,14980
187,17473,11046,17587,7215,14476,18505,14197,19621,6618,1330,16462,13144,3590
188,12922,8707,17942,6427,3776,14612,9893,6685,9348,3878,3330,11999,3978
189,16618,11363,14429,3210,3771,1559,6965,16184,15033,19841,9715,8785,12485
190,11555,3819,13143,2993,8122,17712,15700,18033,12229,9970,8529,14240,15682
191,13759,5931,2284,8140,16164,754,17067,499,8041,17955,2020,11764,12528
192,7911,19560,11016,4812,11767,9797,12570,15616,19862,8754,10764,8523,5172
193,7760,5954,17369,2656,2247,19488,7970,18307,17220,16962,16342,249,17019
194,14522,18677,8861,7595,6992,19256,14998,13148,4439,19234,5454,3342,11881
195,9417,19084,11155,189,668,11021,6286,2274,16281,19309,2439,19866,2472
196,1355,14115,12528,16756,10071,6550,11021,9280,5078,12720,1472,13504,10316
197,4930,5472,16952,18361,4115,3289,16825,8688,17131,16345,2127,2940,1518
198,2676,13148,8562,872,1265,5272,10860,19975,8412,13011,3201,19167,4666
199,2829,19856,12248,1265,4548,12538,6928,12128,2018,1715,12994,13403,5435
200,10959,7532,8219,18049,13293,7177,1027,19891,6481,15548,8009,9419,3409
201,136,17517,9027,14315,12623,13513,13382,18964,13868,6725,15965,19161,16400
202,7411,5954,17752,5627,16090,4995,11402,11473,4583,5903,5528,14041,2425
203,4144,4782,11184,16035,2978,12333,16254,9990,13399,14743,316,8502,14285
204,12705,17272,8446,5403,9357,15367,926,13929,11593,18277,9128,4761,11554
205,9363,10442,14148,16406,13309,14918,17516,19102,6705,15253,14362,1478,6483
206,1416,5927,9125,19047,4560,14867,10802,18724,170,5493,6330,3069,13910
207,15077,3269,6253,14335,3105,18112,3325,18668,11583,11529,12381,8494,19262
208,19845,4866,10536,13643,12138,10068,5416,18801,8286,7157,16738,413,405
209,18163,1534,12821,4485,929,4723,3554,19195,18185,9603,10452,4496,8518
210,2606,11453,11674,9468,2954,9769,10137,17504,19825,2662,15331,5169,9694
211,3443,6335,16433,275,4854,14152,7256,7439,6616,17613,6899,10184,18701
212,16125,10730,6580,14906,6061,10723,4614,1960,8419,12297,10354,334,12508
213,15765,9105,14779,1098,7885,864,15616,10213,2780,4982,19655,18851,12859
214,6223,6415,18365,13073,11898,13315,7913,9899,12655,3819,6934,3057,10236
215,18672,14174,3843,8144,17682,18162,3384,13270,15317,15755,5780,19355,976
216,3841,19764,1385,19070,10222,17391,14383,19583,448,8965,5660,578,6170
217,16248,11515,16101,2689,10425,17611,5313,5094,9249,4719,13232,19391,1925
218,13172,13660,6350,4917,18576,2149,984,12198,15643,7429,18656,8830,1865
219,162,15722,3311,5852,13544,19186,1257,7627,7664,7825,8031,5415,7242
220,19438,13806,5691,18187,660,16112,949,2940,9148,1885,6150,10792,8626
221,12632,1310,5654,15107,10571,2412,7019,4722,19783,8647,7433,15324,12447
222,10958,19729,17774,17184,15106,9178,3658,7368,5586,15993,15380,13515,1915
223,3735,1287,10789,12988,7504,5459,8372,10220,9042,16429,15368,14443,15190
224,10836,11008,15722,12607,15850,7284,12875,17499,3507,5136,9877,15538,18884
225,7190,905,2662,4994,3786,1841,17136,5362,7475,15739,16830,17693,11670
226,521,10054,4131,12075,11007,9084,10083,7200,14491,12472,14684,11559,18136
227,16745,6705,12259,2950,15893,17009,8852,6483,15811,7881,16449,7107,15642
228,9457,4554,11150,5122,19949,10476,8546,11301,1513,6784,8458,1013,12221
229,15610,5957,3394,7928,18536,10213,10981,10733,1138,7211,4264,12314,19933
230,14632,19104,17286,8630,17145,19922,1224,4965,17751,6511,13355,1969,13090
231,344,3319,16029,413,19477,13094,15057,18869,15869,18118,7370,2527,8682
232,13221,14672,17747,6508,13011,13098,7363,14692,18390,1084,16913,4437,7959
233,4424,16370,18442,3927,4779,11532,3277,1957,5220,13010,11829,5132,6205
234,13677,11296,18140,8417,1996,12976,19866,12539,14268,9442,7989,10107,15478
235,12014,18137,1658,5278,19940,14658,9085,2647,8866,15068,3725,16740,4784
236,12844,14180,691,19550,5630,10441,5757,17993,9517,182,997,12335,1070
237,6944,4962,19096,3222,3277,12042,12343,2996,7889,10166,11014,1709,13004
238,16131,10535,10167,3779,15465,12800,18794,2587,783,13471,6985,19531,14483
239,14140,13595,16016,10872,9017,5466,14522,1487,6233,7570,870,6760,11092
240,13621,16979,12572,11277,3790,7167,6179,18250,18102,1930,5013,7710,17699
241,17751,8222,9636,17112,11281,4514,18613,11634,3041,19748,8829,11388,4093
242,2463,14078,13547,11100,11482,14042,8711,14410,16805,16911,2073,11962,6842
243,499,7271,6711,12351,14974,3904,7987,10812,1048,14881,19686,9073,18788
244,9275,3906,1272,1858,13896,7680,6420,1925,19095,7768,10202,779,6086
245,7125,7184,3659,11443,12670,2967,6645,14156,4195,793,10068,6270,16969
246,12367,7768,8219,1027,12318,16409,8284,17028,15566,11488,4671,13559,15842
247,128,1919,4905,954,15442,9732,1088,18210,7323,8881,16183,8810,6320
248,4762,7649,9385,19126,12073,5711,13909,12242,7662,1793,7091,19569,1232
249,11812,15181,17926,8716,1710,10163,7915,8562,16415,15474,10728,11385,19901
250,10677,11959,5514,6983,15527,17579,17387,18395,7826,6577,5136,17980,8521
251,1741,15383,11220,10071,2544,18273,5091,12695,19291,2385,8988,1265,9280
252,5812,912,2990,15332,14485,9447,5929,11477,6445,16803,6695,3770,313
253,2238,19550,6602,799,13195,5142,14013,17061,19748,10822,9213,11750,16516
254,4444,18105,13775,6871,16825,9470,8574,13348,12679,18628,195,2279,9975
255,16723,16209,15854,5659,9377,10519,8719,12530,5410,13769,265,6218,2224
256,7850,12032,13622,12692,825,15075,14208,8552,10319,18597,9254,18556,7450
257,4420,10898,18563,1412,16484,19088,14476,19442,3720,5545,8223,6904,16211
258,17122,19729,7611,3843,16316,12912,6180,831,11316,7584,12342,12467,2397
259,13544,12819,16931,1502,2157,17197,11260,383,6139,13243,7965,11103,5421
260,3771,2594,8321,7082,15665,5828,15411,13602,14099,10723,17176,14055,1171
261,3070,12619,14301,15412,8021,11395,3389,9832,3357,13272,9449,15645,1320
262,9247,1730,16015,19582,14392,803,9679,3785,11126,4742,19332,15743,6079
263,16428,2730,4203,5487,12575,14922,5219,15560,14453,12819,13475,18512,19862
264,1524,15161,16483,19686,1092,4043,8412,10989,14536,12539,18118,5030,1640
265,11166,6290,7153,17357,1438,11005,5649,5546,16362,2123,8827,492,11474
266,18778,5453,18172,8490,9265,12002,14897,10366,16990,1696,13994,14618,17461
267,2149,17872,13805,14262,19442,11444,17316,13107,9635,18839,6438,4442,8439
268,4095,5519,12965,11955,1380,15573,19714,5286,4323,1103,14294,11777,8575
269,3477,15821,6711,16456,3547,14049,18854,10326,1318,10364,11986,14212,7060
270,13210,19756,8995,13242,13219,10249,2859,17435,10871,11755,19704,9919,10984
271,10165,6068,6005,13907,4395,16031,18001,11172,4011,16818,7653,4584,10649
272,10046,9542,19517,10481,10068,3538,10269,11869,5335,8998,17220,5484,13635
273,10127,13012,12695,11060,8994,8831,5400,10838,9617,1053,5768,20000,13872
274,19338,19121,19922,19199,12656,4041,5434,19429,19667,13550,9797,15056,16509
275,15170,8259,2243,15267,1816,1887,11242,3160,8953,1652,16548,16075,14807
276,11540,10858,1667,4258,1080,11715,10506,16216,16312,10768,5701,18892,1454
277,10488,8415,1523,6202,2113,6523,15117,15034,18088,16455,12468,7427,6825
278,4701,2079,6322,14800,18914,2269,13390,19608,1423,16779,5838,6434,19586
279,1344,12311,7139,18107,8472,3477,14578,18838,6543,4500,19405,16328,4938
280,16319,13693,1000,18446,19454,6722,7938,14574,7864,100,5112,16591,14384
281,16161,7148,18420,17939,7387,7592,8435,6920,19655,219,17670,13093,6824
282,3083,18482,5970,14380,14056,11836,9044,6871,6156,9113,4964,6672,1820
283,15908,9375,15185,9776,10847,13604,354,13070,9729,11977,12630,15371,5387
284,19251,1096,13637,17229,6075,1200,6681,6341,15197,7334,11546,109,8208
285,12933,9973,7814,16055,2050,2988,1380,17962,16540,3992,17119,13194,4245
286,11691,17182,5337,3783,12589,9782,12645,9253,3206,1691,4537,15877,19042
287,5061,18070,18753,1547,7546,15833,9659,7156,17446,15913,12342,16811,1173
288,3863,4569,13300,1194,11220,15386,13047,14986,4651,6224,122,15471,1205
289,128,19462,1626,13810,5721,17401,4984,5895,10416,8414,13241,9376,6603
290,11509,7491,19455,19864,7112,6781,1863,1878,18393,1455,3804,6862,2093
291,760,4172,7202,19472,12691,9293,17065,13357,2357,19341,7881,687,668
292,6937,8715,18505,3622,9191,3506,2683,6981,16314,862,10691,18446,1571
293,13392,4122,17691,1831,9534,14210,10613,17337,13473,6497,17898,15635,12232
294,11583,2337,17325,3548,5118,13308,8409,18097,17737,3158,2699,19818,6446
295,10202,8625,3322,1104,1756,18319,11035,5836,19519,4622,4195,3598,3659
296,19290,2787,8581,5190,3085,19329,17968,13739,775,2796,6148,17586,12468
297,18758,19256,4424,4691,19998,13204,4007,9369,6238,6795,3257,6111,9052
298,16900,9112,11187,4440,4983,7229,5294,16681,12457,1929,3975,517,7805
299,706,8912,11970,14283,14661,14528,3422,2371,5747,7786,13157,6938,11838
300,4846,14787,14219,8170,9414,7806,6945,14882,784,743,17178,3837,8037
301,14503,12323,13298,6059,1281,8598,7898,18199,16192,10447,10631,9978,9884
302,17934,194,836,17003,10775,12266,4356,5609,9644,11079,2615,7433,12511
303,17414,10462,16966,5554,15427,12865,17667,831,19383,4933,6440,18200,13102
304,13427,6539,15007,16403,5398,198,10595,11336,8294,3316,315,16974,3203
305,8032,19306,16537,19456,19285,15600,19983,18910,16393,19308,7876,2567,18025
306,14409,3288,13181,267,18190,1986,19278,9815,15821,19025,14848,12314,18303
307,12537,1864,12695,506,18258,9768,12128,6725,14076,19442,19832,19449,8295
308,16570,7587,4080,424,13618,3592,18081,11205,8552,14226,18313,19236,640
309,3678,18511,18418,13629,7595,13076,11631,12130,1187,18762,11468,12700,5692
310,11746,11443,9995,6905,958,7298,10247,9328,5776,18588,2162,18059,13494
311,7048,2646,8017,6269,14565,4272,294,3902,16546,19936,6983,8612,9064
312,137,15100,9901,4386,407,5368,785,3076,17301,15627,9491,6152,1347
313,7727,9680,8118,14010,6323,602,5543,3463,12368,9119,17058,19360,3139
314,14982,17799,1056,2463,5932,17395,12057,7264,14844,16707,7184,10656,6046
315,19961,6317,17253,799,1784,6222,15805,1016,18681,15071,8293,6694,4848
316,3184,17256,1269,7239,9550,14767,7607,1525,1114,11354,4043,10453,13187
317,13926,14911,501,10826,251,9797,17641,10245,1615,6341,10122,6515,5169
318,8127,14756,18333,5902,17253,10794,13459,14086,7071,12859,9566,9230,13591
319,14836,14452,3536,10726,10390,16811,14356,331,17476,7781,1733,18635,3083
320,2458,3269,11000,1507,11256,2031,15060,8607,18193,4989,17518,10238,656
321,3073,3620,5888,15102,15981,1120,11631,13280,2800,7972,10602,10952,18667
322,18106,10171,10266,14142,19846,10560,3165,14243,15292,16032,16084,2569,12636
323,2509,4278,2572,12993,4706,5978,4283,12340,16074,14203,11682,14796,14034
324,5438,261,19539,15743,7725,18006,1999,19041,16415,13343,3584,2796,5628
325,19812,15213,6377,6158,9837,171,7907,9316,12582,17184,10504,10456,14499
326,17227,2497,175,5440,16383,12817,6451,3038,5362,15924,3765,9177,2364
327,11262,17718,19586,6239,18010,12909,18040,13549,4801,3489,1779,15621,2524
328,8549,4035,8151,8181,16625,14232,2409,12087,12201,13084,14406,4591,7770
329,17284,3705,19530,12226,944,17140,6781,10422,10994,12921,14105,7952,9868
330,5185,18832,8952,3145,10281,10588,13280,5900,17414,8296,1969,9266,11488
331,9970,7086,5630,5745,5502,14108,7729,3056,19261,3002,11669,9856,8831
332,13277,15203,17907,9796,17150,19891,3464,15012,5276,6065,8900,1656,14958
333,3004,5112,11805,3443,3484,5810,15826,11432,2986,1025,16423,13471,18602
334,7268,16282,12955,4982,185,1697,14479,19138,12590,17434,10613,11894,8049
335,13093,5550,6821,12738,858,3760,19839,9670,328,9725,12287,1024,751
336,7804,9488,5978,19149,6963,4592,5285,11198,13727,8225,9377,834,18134
337,17846,16078,1106,8969,2499,7143,207,18418,17854,11978,12994,1648,10123
338,13386,5992,3425,19455,16901,5845,11112,4527,6800,6018,12979,6645,18286
339,16806,12886,16965,5819,18705,120,5639,8021,14252,15712,19225,19985,5467
340,6517,11972,9999,3015,8205,17333,19020,1932,1830,10341,3832,10929,6443
341,18234,13817,15960,653,19649,4959,17884,14897,17853,11072,17796,447,787
342,14273,10402,6628,16325,16573,3673,9735,1501,9690,10223,12818,1802,12111
343,15111,306,17150,6417,6794,8277,9335,13199,11754,19712,14012,5556,9224
