"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013"
27,2603,568,2164,2175,3949,13307,18279,18508,10298,17301,2225,7432,6869
28,10910,10132,13309,17825,4698,17287,6738,6202,10337,16390,1146,1157,19763
29,10024,3942,891,8853,7171,2512,8634,12319,3918,15073,9495,16967,7993
30,4892,17374,12107,16697,1803,4562,16303,4356,11687,18581,10404,9682,14961
31,12072,462,13350,541,8650,13738,8146,11061,11280,11053,9047,18025,2121
32,9182,4389,18660,12219,6875,6731,4291,811,6385,3078,13811,4453,8387
33,11042,8820,9334,16436,14461,500,5972,16544,15450,8697,17557,17272,13104
34,17861,15238,1348,1713,12071,2621,2182,889,5206,11829,2329,12667,11834
35,4306,1667,8196,15852,9491,10191,4845,19501,3939,12821,8629,9859,16705
36,1037,14481,18543,16711,12917,1106,7400,16154,6724,11026,3366,5733,12079
37,16380,6344,6332,4511,8547,7400,2252,9815,5727,16245,19028,2680,18136
38,15296,1233,9483,17404,12341,8880,5787,17490,16717,10201,5409,5000,4069
39,15499,11163,17889,17445,18879,14732,1770,18741,18071,13698,1457,12223,16787
40,763,16947,11049,12945,14371,11993,7894,12455,2020,9261,13758,7670,6254
41,10547,18746,8326,4480,13791,12381,8403,11824,11641,12894,6656,15589,7299
42,15484,18322,17885,11442,11046,10583,4364,16460,4715,15887,11477,9321,4162
43,18826,8561,4516,6676,11834,17744,17913,12008,1187,14387,14341,9401,3220
44,6538,7030,11168,11334,7893,11169,1738,4151,2804,17791,4630,1017,16894
45,1990,1564,19030,12142,15325,879,1673,17980,3828,4728,14523,4427,6407
46,1287,13055,16153,14202,13075,191,6194,3137,7372,15908,3957,15251,14514
47,12429,14288,6568,1344,5498,16046,18334,19500,2869,19400,3641,3846,13401
48,2782,12174,6941,9700,6774,5603,5781,11533,11249,10435,1037,11078,13607
49,17650,6175,7737,13497,14213,1627,13270,18599,13584,7337,18034,8947,2372
50,19117,12737,9726,5568,1140,10943,2183,19817,11960,4255,10054,6917,15792
51,13091,6636,2850,14661,4801,9963,11687,15987,2593,19943,4387,17764,8861
52,7056,9048,13429,19152,515,16477,3862,4800,8342,10187,10334,19406,6822
53,6825,16645,4963,18196,13496,4422,15252,19783,11388,8601,15299,18882,5883
54,4780,5589,18441,7296,4920,12412,9669,13205,17967,8306,3743,12639,7121
55,6830,7183,15484,1309,19542,1159,12091,13738,9217,16179,10661,10462,16387
56,6335,12574,129,12404,10720,1358,2283,3406,8456,13104,2357,19774,3819
57,17052,4666,5605,6773,11034,6468,19321,3647,16273,8643,9821,2142,11465
58,19673,18419,15397,13544,7133,17674,5043,2809,8146,17252,15024,15737,6311
59,11613,15337,6252,14520,13900,3485,815,15201,18171,2645,17699,3643,8450
60,12206,3579,16087,2003,2555,4313,6195,13469,10608,10626,12897,9714,2066
61,17271,1200,13894,19077,4144,13700,12723,13868,14920,490,14523,12629,3514
62,17603,15809,7510,6586,14887,16896,6337,18873,16276,18257,6861,189,15712
63,18389,5599,7630,5116,5087,11934,1709,19292,19660,6873,14008,9183,9647
64,16586,13526,17216,10516,5965,8634,18399,16814,19182,15656,11149,12226,9541
65,6662,14291,5887,14716,16842,16436,3454,11263,6975,19170,4963,11676,16889
66,14656,11616,16116,19966,17016,19326,6002,15155,9749,17874,1839,1620,12228
67,3911,10164,10385,17499,17511,12141,4184,9479,17836,1916,14748,1502,18875
68,768,14745,13467,14050,15619,9582,7863,10819,11360,14027,14619,19188,3468
69,2300,5297,1878,2132,12776,11568,9712,7090,19457,19405,18846,14629,8082
70,6275,19952,15734,17794,18588,5510,2226,14562,5782,8403,8234,1549,2195
71,13767,3180,1923,15709,15972,13064,11779,5092,11258,13656,16612,2904,4232
72,14830,17099,18857,7572,8767,9322,18407,13130,7427,18413,1599,17321,19665
73,13258,18999,14109,14500,18467,8427,950,11270,1393,12690,10110,12454,15220
74,18104,14477,18032,8716,13884,5543,1579,11727,16591,912,555,14615,4320
75,10332,19839,6157,11775,3827,8037,3156,9611,12027,5491,1449,2537,16453
76,11821,12218,13830,4139,7345,18274,12374,19918,12338,15072,18673,3902,5401
77,15115,2888,5735,3603,2870,10477,13188,12421,5803,8813,1550,6163,11356
78,15637,3562,13260,17472,154,16376,13499,13937,6377,10479,11530,11351,9077
79,13128,19805,11999,2136,7345,19865,3139,9497,12753,5911,17045,7851,7772
80,13008,5481,14803,3019,18414,3682,5629,2367,9543,4077,1085,14839,7770
81,3471,19552,18504,11533,2960,9843,15844,10743,9452,16713,4074,12707,9613
82,2493,6825,17766,5626,13124,5799,12704,14969,8654,9185,5915,16202,11950
83,12798,13920,10573,7325,19642,2261,18751,6785,2901,594,15883,12813,18854
84,9501,15607,7386,4011,11655,18448,8289,18748,3762,3537,18298,7940,13703
85,13931,9773,18786,1475,1209,8034,18962,18011,8132,5419,17049,8301,16178
86,5704,2124,12668,15096,6914,13430,15728,15313,19014,9615,8474,5093,14509
87,10830,19403,7320,15123,12739,11758,14756,4777,2389,9132,4799,3785,10401
88,19341,9620,5828,3803,1291,15619,14583,15325,2461,15886,2092,10420,12604
89,18860,18910,1588,10000,4802,2623,2423,5716,17470,9216,18141,9262,18244
90,17747,12706,9170,19318,15895,8542,7107,3564,17180,1644,8348,8963,404
91,5081,10119,4709,5421,4562,15930,3710,5019,15121,1197,18453,13456,10461
92,7023,8114,9103,17829,13889,4373,15209,3663,19668,3721,10966,7616,15268
93,18974,19864,11350,11139,18670,3348,11338,18292,8081,13451,4116,12285,12080
94,14632,5943,14387,8429,4167,2526,6743,19568,16349,13245,5535,18918,11475
95,13090,13116,11801,10940,13524,6109,4036,15896,7760,5506,1984,4034,16637
96,5331,11279,7245,7162,5086,9124,18165,1988,19509,18939,14218,4913,6092
97,1886,4218,10557,4014,12623,16828,16158,15817,16924,7329,2969,5104,3183
98,12500,16093,6277,15784,1714,3758,16905,2448,15666,6078,4012,11052,16983
99,18417,11263,19674,869,13611,17040,14643,9860,2359,2621,7595,15655,16926
100,8213,9038,3688,19737,650,4791,16114,6673,3560,18907,10481,2138,2499
101,1091,9694,6269,10775,3734,16772,3225,6744,17475,6748,5874,19515,4559
102,2879,7637,19988,2322,15157,10839,12950,9421,18955,422,4384,19606,12776
103,5180,2483,1483,11007,5029,5144,13107,9829,19756,3233,10979,13257,18801
104,15460,19008,6556,18971,4959,9243,2110,17295,13953,3793,3770,2925,10534
105,7895,8247,12614,14228,14371,13079,15625,15850,1178,18899,3384,14986,4473
106,1100,11084,805,3850,10937,19877,861,8970,4123,11526,4002,9723,16232
107,3495,3104,7038,7901,13183,12824,7074,3964,5785,4655,12978,11107,4201
108,12996,3986,2547,4708,14253,13163,9026,11450,1718,6945,8596,6230,16710
109,18070,18764,8836,2553,2307,5058,3965,5140,7807,1139,16067,16428,7301
110,19923,9223,5035,1184,18741,2500,1372,4531,5803,4823,5855,19164,12086
111,14507,2180,14458,13650,2664,17092,5692,530,17370,2273,14612,19443,476
112,8232,16136,4370,11631,4084,7204,10869,7387,879,526,1179,9694,14295
113,6370,2892,4541,3535,6956,12474,4309,881,12675,693,16414,12310,3758
114,9640,10768,788,14333,5810,16898,3764,17695,17104,2697,11318,14093,2686
115,1511,9560,18694,6423,18713,792,14865,2983,1248,18451,18148,11986,18591
116,18192,14629,8269,5275,2561,14792,1288,8092,16616,10588,16617,200,16025
117,19254,7638,15587,17310,9203,10883,5085,10254,16373,17555,13181,14699,14479
118,8604,2378,18257,5203,9591,17654,6570,15760,14157,918,1747,15138,9529
119,15597,19635,6254,14060,14483,6402,17350,2329,5081,2871,11040,17777,8414
120,4519,13721,16081,10767,1728,17675,5090,1609,3241,4946,12292,19582,11143
121,8832,9753,15986,15409,3555,2227,17353,8027,497,3022,14145,7802,12387
122,1852,6773,2127,3515,11957,3785,9890,13288,14073,2622,7156,5935,2589
123,9660,3505,7109,14782,4182,19018,8386,5731,3664,19050,17541,3518,7210
124,10812,15080,3486,7236,12496,19467,11832,3292,17087,16950,4160,7539,18446
125,3926,14698,338,1147,2980,15853,8546,7200,18849,15698,3911,10255,4907
126,3038,14868,8216,15645,19556,12744,4822,5557,15839,12562,6929,8947,2184
127,651,5287,18459,6990,19457,15382,3760,12769,5961,9712,3734,3082,8984
128,2477,13384,2142,3913,15421,163,4534,17874,6871,2587,4891,17934,2086
129,9200,5768,10098,15940,19860,16619,13735,10543,8025,4863,7191,19726,8467
130,957,19695,9903,3984,657,16897,7015,15877,4540,18327,19641,5830,17252
131,17235,15335,17508,16426,7594,12878,5090,13676,19753,12583,11457,9660,12718
132,6881,12029,4067,6880,18489,16399,18426,19856,10537,18820,2354,12395,7893
133,3558,435,5728,9891,16094,8043,14810,9135,8902,4792,19922,18351,4936
134,15621,1824,11444,7952,11656,18540,14543,5709,13791,2172,7500,11442,10409
135,11703,19947,862,8664,4835,6726,1422,8789,4003,2269,13136,4951,13389
136,503,6696,15831,8261,9775,18430,13999,8112,1816,19937,1674,19659,6009
137,2643,2483,17764,4552,2574,15902,7785,9056,3753,7960,14263,19727,19429
138,15932,3225,12416,12493,17028,17917,3932,5287,14882,17531,5666,3041,7847
139,11190,3508,1751,12815,8417,6015,11042,11989,7461,9282,766,202,1141
140,7664,13308,7277,8260,14536,16664,4166,2875,6254,18557,18245,1846,2742
141,6729,11138,9091,15469,8411,16528,18820,6845,18536,2847,8208,7018,7563
142,6748,5260,4748,14209,11894,15042,18957,14126,8239,12893,17329,9247,10288
143,4148,2034,5023,3718,4197,11656,2931,12595,3240,15872,4700,13655,19399
144,10704,5789,14897,6045,6378,7155,19897,2916,8758,14490,5382,13314,4757
145,4595,626,16234,19320,1439,13782,472,16570,914,19028,12984,9216,2837
146,9993,3224,13852,9702,19760,12114,16396,2594,6450,3816,12880,293,9713
147,4700,1831,5998,6248,7312,9483,9234,11738,8451,2211,9236,2579,10517
148,11630,11594,16305,10419,11885,14903,18755,17231,13929,19374,9568,9102,16122
149,16029,1800,8237,10725,5737,15024,1376,7046,9891,2087,13003,176,10516
150,4902,5599,18955,12195,15224,11471,16170,18028,11037,2285,18218,13325,5048
151,19169,8914,2387,2686,7028,5183,14039,4509,19293,10593,16304,19697,1090
152,8510,8660,19044,386,532,11625,9619,3662,4573,11703,11773,14387,231
153,1600,1369,9295,16980,5812,18351,11564,3581,4448,18360,11777,10646,3206
154,8706,14157,3650,9365,2692,6676,18908,1776,1587,10231,8949,18268,17675
155,15293,10277,15921,671,11505,10618,5628,18242,4020,12489,11249,17860,150
156,5371,8053,10690,10295,11630,14938,7620,8051,11480,5415,15618,17432,17933
157,16337,15075,1176,8206,6296,2870,3466,8224,14757,12820,9121,3655,18071
158,16213,4064,3677,17344,5764,10405,19456,5545,4243,194,4841,4504,4278
159,13077,1593,11971,16227,8786,18778,13634,17492,15647,1039,2434,1449,11264
160,12024,6193,3739,15460,1452,17225,17761,16339,4617,4685,18261,13123,16534
161,3973,4608,6585,19034,11970,13618,4927,15633,7215,2131,16018,9478,7548
162,5694,6606,12283,16781,15380,552,17709,3186,5443,11459,5427,2795,5044
163,9191,9747,14104,11921,7348,5679,17087,13133,19519,6648,2922,1842,8629
164,12952,15582,17147,5770,15367,12290,18176,2991,1798,12981,18049,12979,2420
165,4657,16944,5114,9775,16240,14924,5142,8137,6199,18245,6893,15283,6065
166,10664,16731,11258,11625,7442,17567,705,7871,9896,1476,9273,7004,9547
167,16197,7549,4995,16531,12185,12420,15380,10113,5479,4000,14563,19909,10496
168,16740,4596,6534,6258,6454,16092,14682,4287,18346,7539,9431,18510,8110
169,2224,17748,15356,18113,10673,5859,11566,6961,7579,821,14073,6262,7674
170,12608,5436,2295,1649,6208,14813,6909,8188,9926,6415,1707,8626,8730
171,9186,5990,16613,9274,9978,16159,12820,11771,18247,19650,1095,14828,16984
172,19596,13619,2651,8169,1078,16532,10488,15834,5038,18982,3582,2819,7284
173,7515,12003,10443,9812,16334,10164,8668,2796,2101,12177,9011,4540,11839
174,9736,16215,6141,15945,8937,14739,8351,10574,8800,17981,15604,357,14730
175,11552,9218,4024,16688,15660,16089,13664,12523,18710,4778,11993,17746,8334
176,9292,6163,3814,15926,9989,15093,1869,16611,11295,8748,7970,7358,13495
177,7320,7403,4732,3344,10853,16791,19371,18694,19369,7562,4120,11361,2732
178,13912,18977,16153,13450,19079,14270,250,12670,2533,6883,12642,1584,4701
179,6683,3265,4376,4255,1489,6566,18241,19343,18737,4896,316,17395,6924
180,4919,530,4278,203,9720,18042,6902,18251,18094,12914,10960,9361,14131
181,13128,6372,10506,2056,11470,9458,5316,1452,12155,5149,1459,18376,2711
182,1244,12080,19409,14260,8931,6059,3781,13884,12977,472,3706,4130,10439
183,11659,1830,17081,307,14078,9910,5187,18496,18895,12541,11406,1062,422
184,14623,18961,13285,2254,6662,16208,19785,2535,4134,11933,8497,1679,4873
185,13592,5194,4235,1819,16449,18676,5773,12553,12034,10259,17841,18091,11240
186,11633,5295,18469,11872,15964,16578,13459,14438,7277,1461,14269,3013,18345
187,13693,13128,8103,6035,14378,15145,15647,14940,8221,18403,2640,19452,12739
188,7490,1510,17895,3622,19265,19586,14239,794,1057,3780,6013,2905,4413
189,7452,5639,8887,11398,9653,15398,11890,11240,2886,901,18836,17648,16144
190,3440,8464,16388,7651,19494,4495,18379,1877,1247,4118,7726,5788,2423
191,1424,5415,3351,16164,891,14005,14312,3080,13623,3534,1519,15106,12518
192,18377,598,17126,14362,17194,13816,7011,16990,8383,6392,1171,12796,2395
193,16930,14563,3122,7005,19925,19358,5027,11781,18581,18169,7154,14523,14013
194,10245,4308,1688,16293,2112,18506,986,7063,19664,14142,9409,187,4108
195,6152,16829,13754,16524,5207,4161,5865,8910,8277,7776,1538,7715,9406
196,4595,1073,2735,9719,11857,19073,18802,11396,2866,11838,19746,6624,13142
197,19667,7390,15738,1088,2774,3442,5400,9120,1480,6621,7535,1824,6726
198,17853,17963,11867,7212,13730,10636,12323,5196,12638,18771,8532,11986,9002
199,19417,2055,2244,1719,18128,8639,16301,5039,14805,14906,10437,5293,11948
200,16280,16143,15360,3726,16898,11840,7922,10562,19624,376,1755,5533,19480
201,8046,11171,10191,19876,9160,17922,18439,9623,14710,754,8539,13930,18713
202,17060,15930,4583,19846,611,7640,2494,18017,13613,18393,10186,6599,2611
203,15439,17577,15677,14963,4229,2660,13990,594,12997,14687,19560,7708,18299
204,18741,19543,9591,8013,19099,16457,17595,19428,14917,5094,9886,8434,17590
205,14980,16478,6822,11759,8745,18839,4987,19960,19646,18692,18672,747,17165
206,5940,8946,2308,19687,628,4251,3474,1899,9271,17020,14607,8107,9526
207,17769,6318,2920,1557,5221,11594,14419,12306,7396,9890,3714,19002,8662
208,14289,8756,12464,1946,4232,9165,278,18822,18324,8498,7426,4637,10791
209,4101,19443,18281,13185,19444,18133,2440,17284,8327,5409,11906,7438,16008
210,3388,16120,11453,15910,434,9265,16213,14676,2947,7495,18856,5475,4756
211,8855,14098,3611,11594,4914,8434,14641,6125,19124,13359,17714,10377,11042
212,649,18125,9092,7216,17867,3781,19050,15541,1370,4608,8789,14066,15019
213,9010,18696,7786,14620,921,12346,8600,4038,7262,7277,16133,3413,18527
214,12853,11374,8509,14718,11087,4471,13912,2100,4982,11999,15338,6703,14689
215,16333,17120,19369,4676,18729,17071,143,13714,5457,19503,10324,9970,3598
216,3114,19047,9323,5151,2701,16231,15316,10953,7758,9825,14364,12047,14691
217,1943,7204,4198,1418,15414,18360,1977,6688,11947,10025,16360,667,569
218,4195,1034,529,15664,19633,2901,9756,15392,8034,2397,16702,14187,5252
219,1592,269,16832,13184,1131,16271,6615,13886,15861,5489,890,6131,16102
220,6513,12222,1364,19999,2894,10612,17601,15231,6234,4207,2058,12764,9037
221,13675,859,2539,2075,11812,8909,3723,1952,2021,9039,3913,13625,2592
222,16738,6158,17213,14894,13469,5055,14587,16730,14887,6647,4124,11790,6542
223,3627,19790,6977,1709,19669,13676,17628,19982,7920,3300,12538,15284,9529
224,8234,15811,7856,636,1923,16349,2055,18573,17038,8091,16074,16778,12618
225,3194,17452,19525,5015,4690,7716,14566,19900,19576,9721,10228,9978,12384
226,11340,996,1424,9616,1149,5959,19996,3651,7870,1462,14673,12541,11923
227,5422,3695,2889,15068,14215,6244,17580,10143,4505,7995,170,5517,16718
228,12152,9890,18789,10694,7207,1772,15248,11088,18581,11702,12802,13835,574
229,13780,6099,10300,16374,11991,4212,14423,4498,8733,6686,6056,6255,1812
230,10483,10635,12445,15892,17438,11475,6926,9887,18308,823,1936,10336,15418
231,1299,1472,3983,4769,11526,12815,15269,9990,244,5237,2149,11866,17084
232,9197,556,13532,13877,8979,18806,18584,16187,11643,17335,12240,11839,12792
233,16596,9411,4319,8693,14327,14836,18258,3374,7763,17361,6340,7891,12561
234,5314,3073,15882,7858,7922,14242,18724,3380,14405,10246,10443,17233,8937
235,4851,1148,19810,14561,5388,8979,2887,9602,4786,10323,13198,19533,13478
236,13508,18118,7486,7058,10112,16214,8457,2967,16489,7886,6164,12904,1311
237,5694,4404,322,18440,15012,17656,6140,4727,13099,11420,5881,13423,6410
238,9503,14981,4155,14286,10894,18101,15023,3499,10299,4774,15925,7053,13653
239,18598,15047,523,491,2919,13276,7422,19731,14688,278,18493,13485,14873
240,1977,5604,728,13575,9284,18327,15761,19820,7991,18072,8395,11076,10605
241,5127,15125,6636,11236,7820,5342,280,6141,17262,6265,6708,1092,16573
242,3971,231,17325,7707,8336,12990,534,4444,16818,551,18017,19519,4892
243,7622,3926,18983,4430,4996,8412,14069,17598,13341,4752,16599,1841,11405
244,6678,3765,3800,13826,10432,2184,9316,19248,17818,16574,11383,1906,8323
245,5980,17553,18759,4854,4526,7981,2486,1199,10114,7189,1635,10500,14303
246,5821,18508,2452,8247,5207,14174,521,7081,17476,13797,2946,9492,5260
247,628,7746,8100,4456,3593,9070,11668,1546,18185,1606,14260,13259,17967
248,2190,542,14004,10290,3101,13412,13275,563,17404,1447,15557,11058,14767
249,4580,934,13609,15575,3108,1851,3253,13038,12225,17410,18085,15506,8211
250,15782,18187,12815,11432,2587,14140,2980,14101,13072,5319,19762,14527,18409
251,10874,8112,12731,15102,17337,11753,14227,17083,16353,1008,5529,19991,6704
252,19596,5185,3117,19701,11810,4133,144,16206,5819,9755,10605,12363,17238
253,19536,3806,19910,15261,15437,9803,17774,4397,14540,2144,4046,6318,9793
254,12452,658,18862,15308,1713,5415,18162,4722,3970,4594,12877,13741,16979
255,5205,8339,5218,10505,12614,1217,16802,10859,6773,8278,526,11171,3190
256,12164,255,645,12140,18405,10686,1627,1338,18094,14431,11931,12196,7766
257,12236,14634,9087,17503,13083,12013,19486,19562,12813,14652,12357,6657,4305
258,15632,11049,17486,8948,12668,11945,5273,17104,4525,15883,2501,18726,13149
259,18898,3207,18370,15359,13065,11111,7905,9437,4694,1380,1719,18699,11851
260,5007,16387,151,14885,11273,16297,11823,3395,787,12966,4083,5625,8335
261,7830,4575,16159,16841,14539,13090,12906,10829,18650,19012,14147,9175,17626
262,17420,2859,12252,10692,2055,18539,16765,5132,6807,2946,17211,13007,16760
263,17256,3065,7387,10900,10018,11873,4660,14099,10497,17575,7311,16267,10496
264,11068,18947,3895,10351,271,13712,18584,5723,17580,7343,13608,15984,2584
265,3067,250,16361,16671,10857,12951,5788,1357,3259,2049,8223,18054,12745
266,11649,7647,12351,18576,6875,19508,307,7722,11758,2548,9760,12983,4940
267,2283,10796,12446,7011,10647,14698,8542,12333,11538,3093,18206,10925,1646
268,5353,1214,1851,1406,5958,10033,6002,15267,17233,17099,13663,11308,8530
269,5508,18729,10358,5885,4994,7562,9855,9257,5039,2141,11945,1230,17853
270,8187,16376,17712,1073,16774,19262,8731,15126,12971,7123,2867,10461,14751
271,16302,2313,2780,1531,5432,5375,15775,6732,17159,10560,2039,3358,16523
272,9096,6500,6813,145,1144,15815,954,13537,13344,17091,13502,1215,11123
273,11246,7641,11464,1074,9158,11589,16927,9569,6807,16212,17074,18837,8050
274,7017,15457,4991,15802,11877,7112,18727,12284,2925,7887,6656,7128,665
275,8615,4290,10447,11564,8018,1419,2931,19042,15156,10052,11153,13447,19824
276,4240,19566,5149,2610,10440,2168,19988,16050,11625,12249,19541,18307,3911
277,920,17085,14891,12999,14730,15710,10692,3683,19235,13940,510,14739,2471
278,10086,12847,19387,8480,19464,17807,12598,9690,10071,13291,13345,18737,14075
279,3026,335,9452,18300,18148,7981,990,9770,12790,11510,18874,15980,2950
280,6174,2012,5832,12464,2700,10811,14127,7898,6640,13687,13238,4538,15998
281,1258,13091,8875,12589,14117,5098,18531,9035,5710,14390,18184,19283,15884
282,10392,1938,16529,13409,10957,18662,8136,2197,9886,17245,6022,6658,13113
283,10310,398,5909,16631,12724,14246,5815,10615,12017,7122,6778,10765,3227
284,2659,12686,12285,1685,11984,9166,18529,17074,3054,19707,14608,14525,786
285,6369,10494,11778,17768,16890,17611,4624,17032,11194,11199,9846,16010,6977
286,8917,412,6172,11876,1506,5235,2058,4001,5584,5937,14813,10263,18524
287,3230,6645,6667,6360,6670,17015,5701,13859,10545,17975,5650,3228,16960
288,17351,11694,6821,8484,15105,10844,6585,9380,12049,5990,13130,1142,18575
289,19495,11669,1860,19023,6468,14201,14317,4155,7139,8797,1367,7913,5103
290,11800,19077,13771,15266,11319,4147,2342,15383,11905,8382,5213,1907,19571
291,4566,9549,6219,3733,6253,3296,4861,18647,882,2187,19761,19610,14273
292,5999,19662,13535,5526,13261,9659,3756,12438,14350,12143,16948,4392,9318
293,13523,2013,17997,19082,11600,9328,4346,11787,12915,5069,11410,3741,1664
294,12699,1957,7956,9060,8188,7686,5505,2625,19809,18688,17076,11173,1968
295,2263,15603,15500,15072,8821,7525,4001,1768,18697,1765,18731,16802,17037
296,15777,9115,11831,11042,15212,3981,17327,12067,10151,9754,8332,17134,4568
297,14196,18848,14947,10180,18912,19411,13937,12728,13197,6508,13969,14733,18173
298,7814,387,17123,18840,7342,8010,7514,4129,15042,10353,8420,4526,4490
299,19005,2350,9293,8669,1837,11397,11240,3453,11234,12369,11877,11968,8864
300,16003,16245,10935,2783,17388,2742,18702,7991,13147,15829,3038,14774,16704
301,5192,3474,16503,14634,7378,8570,6426,1322,14534,1278,137,18522,11234
302,19088,10354,5663,2271,12307,7762,13812,18198,6593,5577,1384,2789,15075
303,5224,17420,14322,11757,12604,15627,4542,12656,13202,9504,11808,11356,17087
304,15214,8353,3253,6275,17601,8239,14157,6349,11434,18424,10949,10521,8982
305,7982,14501,6640,11562,7464,17284,16660,11037,9639,11375,5838,5641,16876
306,5981,16496,16671,14131,6750,12406,17441,5352,13697,14530,7135,4584,17468
307,15250,17766,2792,5737,18402,7823,7668,15747,3842,18338,12579,672,3230
308,4651,10908,19967,16746,14796,6975,9805,18872,5191,3975,11037,5344,2809
309,10348,19991,2668,10133,18388,6541,10163,19448,18831,7725,3574,1353,19693
310,8961,966,14112,7371,4187,12884,2179,14608,16465,15307,9910,16346,4771
311,8574,10150,4986,16030,18631,9129,15181,10191,10879,9787,10868,13414,3226
312,10395,3077,2554,1650,7321,2716,2144,10376,8384,13109,15220,6507,2526
313,5225,12093,10318,2753,5065,2731,8728,11386,3286,5368,5697,3493,12381
314,1057,17171,19780,12832,11441,6099,17519,11321,14754,17787,13533,16510,16387
315,14305,12653,4647,19586,7047,1655,6875,2049,3708,7135,16936,8871,4175
316,4461,9252,17363,9768,2154,16872,10586,3485,13819,267,14547,12621,3264
317,523,1980,16956,6159,7497,7745,17753,1729,15944,15098,9174,2136,8056
318,11099,1115,8297,19266,11546,3805,18666,5543,2163,14717,1001,9899,11916
319,7681,10701,8309,9443,13899,12554,17492,6362,2210,5676,4943,5036,5488
320,12923,17794,16473,17623,3323,10541,6379,4235,7915,1441,9556,4254,1626
321,19966,12261,7574,311,6940,13913,9795,19815,12588,19082,10325,16200,19070
322,16467,8513,5007,9829,19862,17502,11192,3644,3526,16152,8883,4369,15823
323,13459,10835,15312,169,2224,18678,5415,11421,8151,4608,4379,19810,4069
324,9205,18396,19025,1085,12434,8434,15125,9132,15492,10028,16833,11540,5733
325,597,13291,5456,11101,17144,15219,16754,10398,10780,11006,16542,7839,14765
326,11915,10197,18364,4031,11184,10633,16111,19783,17427,15365,11097,13811,6879
327,8621,15045,5873,18610,5312,14679,10496,10807,13736,17126,15752,11184,1162
328,13026,1042,15487,12718,1822,10084,12809,17164,11486,109,5009,19836,17288
329,7616,16175,7792,4875,8353,695,8163,15508,10952,7482,12751,16198,19165
330,12912,3779,6344,16884,17994,2317,15067,18836,7872,16805,7819,11216,19125
331,19019,4146,13211,11109,15770,3033,4662,12324,18263,17700,5764,14296,7583
332,5411,8758,8690,16996,13083,16837,16771,11474,2092,2635,19368,18172,4912
333,4366,11508,17959,3705,14904,1396,13154,14140,17040,5346,1899,7325,18019
334,5047,1959,14308,18426,3239,5872,9041,5456,8504,13673,2645,3818,10039
335,1418,923,17249,1788,13614,16324,7865,8530,17249,5057,423,13436,8870
336,1398,2857,16102,9875,4121,10708,1698,4972,19450,11709,16570,8120,602
337,7469,4324,10042,1349,10640,975,15742,16152,8692,12292,1358,4910,13351
338,6383,17993,6786,10517,18259,1535,8694,6550,4205,15663,2862,3445,11088
339,5279,8507,2944,17443,9619,7362,10429,19264,14435,6026,17530,15679,17908
340,8728,12844,2798,9478,9989,16848,6650,12288,18942,18417,13818,15487,14913
341,16196,14068,18201,9938,6525,5331,17897,10313,4424,8272,14885,19630,12721
342,2440,10527,13762,17861,16724,5384,9686,18680,5824,17199,12344,11488,10418
