"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016"
114,8245,5008,18805,11644,5020,13957,2387,884,15343,17802,16831,12661,12166,5359,3944,10339
115,16699,17862,11823,14244,4669,18807,4450,6231,10981,13926,10240,5800,4721,15812,807,5785
116,9938,19132,13048,1091,18477,10619,6841,11875,8913,16796,2085,4571,3196,11117,10838,348
117,3067,13496,19208,14530,5175,18003,2327,578,3564,189,12298,17136,3699,8166,18538,4062
118,12391,9689,7534,1518,14289,4095,10475,12815,12749,14893,10410,5257,2002,14246,1453,8070
119,17051,5352,3410,4897,19079,3371,3196,4264,12546,14977,17153,11342,18381,2951,16132,269
120,16521,8253,7956,4956,19392,896,9864,4039,10559,13671,6142,5649,1898,11535,11670,13440
121,14063,17848,4402,928,9158,11128,9684,19848,14093,13576,11860,11851,4498,11602,8556,13266
122,2487,5439,864,10035,6965,8319,4202,10079,16975,13335,11944,15532,5969,1451,17376,4434
123,19261,14135,331,2060,18104,4734,2933,18137,12027,3560,9392,15478,10790,14357,9507,5580
124,9755,5017,4230,7226,16838,12548,3064,19998,3907,12383,19979,2483,7802,7565,18237,9295
125,15764,19738,1508,4585,8593,14482,17342,18553,3464,11655,10247,6415,12206,7264,15808,12218
126,8528,5599,652,17287,10215,13928,10206,19513,13002,6758,12974,10729,228,19589,7309,5835
127,13111,19636,1701,2623,2044,16008,13056,6192,4625,12770,17042,16009,12415,1426,8105,16991
128,11783,19349,11316,18411,15650,6570,15670,13430,8899,15148,3411,9970,18773,7016,17250,12114
129,9373,11628,12030,17930,8491,13045,4740,17352,19133,9921,9579,18493,7856,18510,6583,15124
130,5115,3738,5807,18887,6430,1213,17536,6470,2771,5620,16532,10914,19660,17393,5290,13552
131,17886,2389,10925,10499,10627,19824,10731,8478,16434,1767,11525,1895,5598,2517,1022,2618
132,4866,10204,16497,17715,11648,9793,9845,2729,8806,11962,1963,3150,17905,6656,2369,7105
133,10902,3696,6471,9251,9671,9879,12825,4426,19197,5463,1305,2217,18788,19576,10005,16370
134,7514,17788,1706,7129,18617,19377,12929,19792,1982,10104,602,16495,3172,17464,8282,7543
135,7425,18705,19021,8850,3800,3562,17089,6909,6117,5373,8593,10504,2038,9505,9962,15803
136,5260,10862,2822,7856,756,16303,380,2548,19098,591,294,14457,15330,4999,6553,2650
137,14912,12962,12549,3587,2103,18450,18760,2261,134,7771,10359,2604,15454,3026,12436,2782
138,6003,8728,5123,3545,13369,875,7435,2489,12629,4552,4406,13539,11567,14548,6149,2022
139,15943,13791,4904,9355,17179,2024,6486,8517,2639,10882,4580,5696,1009,4832,13793,2809
140,10837,10304,8668,10881,14567,5825,8311,12245,3232,3382,12078,3916,11905,9077,7013,7209
141,9899,8135,18200,5681,12035,16617,9202,14382,386,1075,5009,14889,15970,10210,3627,15996
142,657,1793,15341,9193,15108,19072,9810,18364,8180,8338,4543,15028,12834,3281,11453,3204
143,18778,3647,13789,16694,4173,16353,10369,19137,15815,6348,17284,15754,4484,4773,5855,6904
144,3969,3162,2740,2735,6993,15255,13884,12837,17564,4038,11485,7543,15472,18513,7410,10979
145,14760,16951,4025,17929,4968,18077,10190,2968,1730,3972,17877,4157,1250,19869,9840,10433
146,18090,4023,18790,12845,2033,18863,4176,2973,776,7668,5345,3863,4640,13222,15785,15682
147,12415,10467,8028,18158,10481,8472,3085,14316,4710,17771,12147,13097,1295,10884,10870,5802
148,4275,7442,7086,11373,16373,16808,9075,6542,7939,7546,18816,14397,6155,6456,13982,3064
149,14555,10890,18073,508,11083,19153,4842,10892,11095,6910,19612,15712,6594,8220,216,686
150,4522,11704,12831,3454,7005,9675,7020,16790,9606,6551,4820,7478,4173,16068,10411,2460
151,15307,12625,16728,16923,3092,8761,10003,16495,3276,18983,18291,15443,967,16097,11468,7944
152,10377,14548,10858,12582,19674,11739,12650,7749,8453,19712,10711,4914,925,17238,16681,15179
153,10667,15061,17175,10375,9892,8695,4560,7188,19240,6215,2393,7880,14114,10500,12076,18577
154,18861,14132,5394,10297,1855,2017,18693,8213,1629,9496,12887,14529,1640,5467,3933,507
155,8080,6471,12753,11886,9754,10442,5381,1576,16612,14664,14514,12082,17162,536,9653,3403
156,9673,2842,18895,12763,12897,10056,8137,18602,4113,16811,2981,10195,19353,4471,7511,15177
157,10195,14871,915,3519,11097,2239,6234,19636,11829,1120,19374,14577,14632,1873,17336,13189
158,15904,5052,17804,3088,12867,14954,4254,10545,4813,17344,12486,12154,5957,11371,16658,6536
159,19731,6808,15995,2248,7828,18399,16408,14978,1492,16860,4719,9800,14197,4780,19522,7488
160,14021,8519,17961,4016,1888,1499,6733,11082,17448,7557,4475,9056,16500,19531,9795,6077
161,16058,8643,10763,11687,4267,14729,4794,15446,13132,7433,12413,172,1471,16211,19646,18383
162,15822,2243,5301,12618,10868,15178,16551,5541,16328,18954,4905,17991,6031,16995,13751,13751
163,11852,5140,15726,14548,1304,6768,11158,2623,2263,19854,18595,19148,19274,16066,8808,17578
164,11093,12692,789,16972,3777,5368,12472,16919,12949,11615,4068,1054,14883,4261,14716,9045
165,8559,14572,7055,3685,669,8832,4167,2726,13752,19768,13685,12638,3411,7484,1928,3413
166,16177,17444,1882,11059,16361,17398,11745,14602,11598,2599,12144,4786,19453,13963,3002,9594
167,16690,18641,17568,19253,5129,19397,2827,10651,9635,3844,18504,6444,15682,19181,6095,4191
168,587,12698,15930,2666,12411,18202,2939,5180,2933,16669,7989,8069,19372,18150,14145,17760
169,13356,15057,14893,2886,12444,11553,4940,10439,19960,13531,4264,14628,19589,1015,12740,11416
170,2174,17767,9785,5775,7448,5504,18487,9763,689,18000,8202,2072,10032,15615,7490,2835
171,17077,4479,16913,15324,2141,1019,8105,9749,18670,13234,7715,17795,8920,19185,12248,18428
172,2828,17741,10821,10752,19645,15700,6415,541,11736,15677,12696,10539,233,12693,4542,5043
173,3291,18994,5115,5927,4110,11733,11119,1574,1872,13901,16817,4581,8774,15801,2167,16247
174,7918,8045,7054,13799,7606,18802,668,19178,17484,15356,7619,14812,4528,12387,15261,1905
175,9432,14564,2389,6427,5293,3480,11853,19327,15396,7494,14375,14468,10200,16703,11659,9316
176,15588,3866,9490,16272,556,18665,18678,19070,17158,4241,6945,19476,11647,2686,8241,11028
177,1599,9310,16911,15339,6621,11925,18904,13989,393,8304,19116,16699,299,16052,3837,1817
178,3267,12961,6508,19658,2222,1784,1680,5424,6427,11197,7107,6781,11780,13122,431,7074
179,4817,6426,339,12327,5162,6849,14111,7237,2884,3460,11086,13453,3628,16220,7114,4322
180,14550,16742,8039,14023,17959,10568,1748,16572,1330,8209,2170,17152,11099,9749,6363,3084
181,6934,17018,14769,7457,18071,573,787,8922,16241,15919,8316,11483,10187,19488,15989,3759
182,651,16200,18467,17152,3335,1570,3304,6186,12297,8640,4391,5573,17977,12352,18885,12983
183,12197,5296,8490,17425,2756,12891,3230,1209,12779,9578,9050,3704,19843,18790,6162,6708
184,11535,1634,1274,16130,17795,15090,19428,13045,8797,8320,11011,7218,7666,14700,5407,17596
185,18120,10308,11820,15580,6491,1886,2487,10398,258,4965,17092,5295,16371,1315,18388,14005
186,15851,7412,9026,6038,2117,12598,1849,10713,14398,11137,14574,16302,9701,19913,8197,906
187,14894,1973,4035,16474,10224,18904,16376,19650,16822,6988,8386,8928,10026,11827,3104,19188
188,7543,14274,18507,5656,18070,15195,12523,10412,19333,7243,154,12023,321,18072,13536,11789
189,5826,2338,9009,16416,3696,4355,2186,16987,929,12389,16628,14999,6213,16235,232,9391
190,17222,17008,12238,11375,10028,18333,10444,13612,4627,1552,9629,9037,121,18733,197,5967
191,12514,10367,3698,11359,5384,8110,4441,15060,9831,14209,13083,5000,877,513,8765,13126
192,5041,10817,18422,5106,6663,15020,2349,19879,9340,8467,10504,7846,6160,3232,16675,6893
193,491,8355,10909,19937,2263,5473,464,7810,19613,3107,12042,8365,5729,3932,12110,16441
194,8133,10715,13362,4673,8111,17754,9299,175,9805,13207,9959,3553,12844,9620,17227,15056
195,6705,19625,15027,8160,3499,12114,13229,16827,6026,4965,8156,2742,8556,14775,16684,11773
196,5088,12444,421,1575,2098,13063,11397,3304,4843,9078,515,12836,5959,19779,6203,12348
197,5663,8741,4150,19408,8125,3062,4761,9810,4592,4235,14952,12341,7381,154,14880,680
198,10250,1927,3588,8519,4287,12415,12151,13754,10754,9186,15109,15354,9132,8900,8330,15120
199,10043,8459,4559,9365,5098,4946,12100,11925,11730,8388,14605,12018,16641,137,9215,12910
200,19504,17169,14082,16680,790,15935,706,17084,13472,2515,16376,16359,14046,12228,10084,6395
201,8246,6222,15075,2612,3402,1193,17220,5959,9163,6077,12228,19164,1259,2469,16368,10342
202,475,7495,5501,15413,6126,220,18843,2867,9923,19540,18683,16575,12049,1453,1595,14880
203,17369,3504,3331,16042,19937,10219,6766,1404,16230,19845,14744,16055,12660,15871,1467,10734
204,1523,12027,305,1144,9611,3388,6111,1038,18306,11609,1436,14651,10278,18167,4988,10327
205,6077,6700,5455,2707,7432,275,1817,8248,5646,5125,16188,659,9677,822,17763,13030
206,9555,1479,3142,19081,5137,9898,14468,3068,11979,13945,19442,3505,17362,4130,3721,12711
207,19073,16128,2176,11497,5706,3471,18627,11208,16541,16954,4618,264,17397,903,15345,12449
208,15198,8545,4098,3589,19991,11100,1122,18934,18511,17933,6295,1992,19426,6894,6438,7239
209,4880,17029,1503,3711,11635,12989,18437,14803,12171,13711,5426,3297,10079,4622,2154,1526
210,3389,14178,19385,3705,17831,14445,4693,7012,6543,13731,10916,19091,4800,933,5750,5207
211,18328,566,12402,10273,6091,16345,5621,3117,2513,16136,18848,498,18501,14524,9232,1665
212,6985,1518,14177,16588,16953,15548,337,3913,2264,9119,14254,6887,19847,12678,5872,16700
213,10485,15977,8811,19383,17629,5742,14125,17784,18616,2262,17207,6260,19902,17892,11993,16295
214,19240,2380,303,7774,10025,16883,5555,6185,6747,1271,115,11530,16781,12547,4589,17796
215,5109,18514,12314,14260,15154,7299,9890,7389,8537,14914,8755,19321,9066,17571,1449,14306
216,4794,5186,11252,15531,5629,14307,4636,4210,2594,13018,4710,11784,11233,14877,15903,12309
217,16523,12061,931,18568,18945,17678,9349,10902,7862,14434,16194,6930,12416,6923,18870,13975
218,12065,11072,6469,8387,1497,12804,15291,3737,6637,2039,15126,8410,6245,322,4485,7825
219,17547,10450,10916,4124,12489,14218,7053,15484,14899,14929,12464,4306,9567,17017,18394,3212
220,9752,16160,6481,2219,9337,12890,18181,5391,17366,15092,13118,10470,9187,4866,859,12834
221,12668,13029,4965,10205,14352,6922,9881,5208,18226,10118,1584,5631,2806,5410,7200,10662
222,14596,11897,14208,10456,3726,18650,11221,9117,5225,3611,2414,18705,14720,249,11909,6328
223,15567,17897,13913,5521,1042,3988,17851,16543,10232,5097,10436,6132,12516,8407,14462,1046
224,17560,888,17612,14869,17485,8454,17989,8899,7312,11306,9069,14664,6802,9025,4021,15670
225,9443,6771,9030,13230,2461,9867,3100,14652,18511,1245,10477,12289,3346,2269,19905,5287
226,14600,17686,9254,901,4549,19321,8068,14703,15647,10496,16153,9335,19052,6638,1250,680
227,863,3097,15360,7980,9137,10328,19373,12474,3184,481,7278,13351,12864,1762,2102,14444
228,13377,10440,16865,1850,5931,11021,18243,3565,16126,511,14750,3990,5069,3769,5316,17340
229,8147,12269,17490,10067,11349,18337,16777,7949,3919,19574,11194,5404,11544,4099,1870,8297
230,9381,12434,18854,729,1085,2669,686,1538,18917,15868,19386,12756,14778,2602,13901,15939
231,11154,8964,15054,19961,4493,9434,5943,7119,14202,1865,10597,9191,15734,5737,1589,2788
232,1798,7473,3954,17839,8791,11306,19115,14026,16733,18801,18789,5754,1672,1594,3264,8375
233,8993,4538,8297,3530,9401,19731,12381,19926,9353,5905,1487,4399,4174,7689,5429,7224
234,8767,8094,17066,6187,10919,11719,8044,7220,3872,3324,1953,2954,5200,12780,12704,6268
235,1642,6476,731,5552,5318,7199,8064,360,9093,15393,4216,15830,12904,1212,2455,9793
236,16015,10996,1625,340,17222,7446,12857,19403,16780,7999,19181,17665,17521,14787,1893,7893
237,12260,17567,8169,4683,7709,2376,17175,15285,6887,4378,11979,8375,8460,14940,15248,3905
238,15965,6605,5378,460,660,5377,7490,19818,13387,17697,5281,2986,10007,2125,14540,154
239,15761,18655,712,15038,13691,1528,1778,7041,15798,7370,14365,15552,15829,3807,1990,7988
240,11808,5833,7662,12724,7013,18139,18517,3789,7630,3638,14268,15986,3209,10907,12463,8106
241,1685,15141,19682,18921,1870,5513,13171,11244,18255,6854,11170,11541,11751,689,15936,14384
242,13182,13883,18570,14180,10554,840,7382,6998,11024,10539,15893,1835,6960,5125,13270,19763
243,11066,6777,10092,9016,11544,866,239,16749,8685,8325,18896,16075,6933,3768,9638,4361
244,11972,12775,19383,18662,170,8335,2700,16422,7160,1006,10578,18417,12607,7961,10757,5629
245,13966,5601,17936,19153,19680,17961,1946,6775,11146,14979,13078,2138,5029,10059,10245,13757
246,2409,2558,12770,19051,15896,7489,4414,8172,18241,5014,19606,2545,4219,5707,6804,10615
247,4995,17484,11432,3590,11113,11437,2928,5039,373,15734,4969,3739,15215,10582,17551,4152
248,11377,16251,15083,18245,15823,5359,16391,13982,17807,10224,8252,14821,10174,18477,6940,9609
249,16649,6082,7894,12025,2571,16006,13586,12923,4844,1743,13206,6197,5653,18259,19960,13862
250,3866,10315,17865,10202,9500,12340,18285,19267,2572,9732,10922,10454,15142,19600,18317,17371
251,3896,9443,12333,7768,16836,6710,8694,5749,18919,5746,18618,9986,18990,14489,13589,12664
252,15221,4285,8309,17348,1490,16697,8449,18075,9052,5617,1180,10658,14040,19726,2848,3942
253,11387,16667,6738,5498,18836,3338,10235,4798,18773,17369,1592,8770,15281,6318,7162,14500
254,13651,16470,4651,7410,11797,13007,10658,19451,3180,19138,5498,9781,11195,18841,11941,18257
255,15642,10654,15995,1596,5560,4189,12999,4268,878,8828,16822,18717,3801,6031,4451,2860
256,3377,4738,9760,12642,17932,15831,1267,16881,3292,19199,15257,14188,16108,1239,11326,2306
257,17413,14707,10632,13155,14669,815,18244,13573,18310,12624,15760,16337,2653,18336,6449,13705
258,10871,19385,15315,19466,13597,9463,12943,9260,1270,14568,8372,7069,470,2446,8161,18761
259,4606,13085,3240,10238,3718,6152,9106,1061,4148,2965,1863,9230,4577,4657,18956,16991
260,10387,667,15143,3948,11949,15976,11925,1017,8854,10849,2313,15329,11735,8854,14560,15459
261,3528,10962,3514,6415,17869,11951,3014,9037,7866,9013,2300,12057,4437,9906,9005,11891
262,12260,10841,10432,8728,4546,1451,2340,11926,6928,4143,14962,6949,5170,6285,12487,8136
263,9826,15656,336,8925,11284,6645,19459,17332,1383,5465,14523,18120,14463,4326,13444,9379
264,10616,17781,13335,9352,18190,10793,3634,13085,2586,5268,19356,913,18008,14072,18715,11015
265,16325,11779,13179,12689,17461,11513,15352,12457,13151,4255,16171,4123,9313,3695,7754,13057
266,15731,19875,9856,8253,2053,10080,5081,11771,11855,19805,17592,13557,10267,5081,5989,13302
267,15275,4500,15428,6802,1062,7783,11052,570,11265,13536,13284,17061,5072,18971,18647,3739
268,6915,4252,5537,14257,11549,11741,12273,4454,18627,8614,12858,14104,3626,7068,1520,5158
269,5429,6060,18216,6594,2574,13823,14643,11990,15201,14119,2803,9936,6000,16877,12686,12829
270,12388,5406,12070,19759,18054,4999,3161,2752,4607,6876,5300,13712,11428,3071,17525,9120
271,7994,9228,18462,3748,419,17793,10969,12346,19585,225,18103,17597,1080,16486,7098,6690
272,17306,5840,12591,8856,10934,19309,12072,17365,10342,18291,6253,6946,2724,8142,9796,1167
273,2206,4642,19051,18514,19536,862,6016,8424,17952,15172,18531,19606,8689,17725,12023,19193
274,6905,19878,11707,19304,2307,15969,6714,5767,2205,1256,8901,376,8706,9567,3702,16707
275,18174,9639,13597,19472,2106,7228,14909,8609,5660,8213,18722,119,5522,17196,19132,3025
276,9262,18213,4122,19807,5422,7019,11007,19435,18274,674,7174,13613,11942,13307,5656,6795
277,16750,7919,3136,11880,19024,720,3227,19711,4358,7363,11274,13267,18483,6137,7356,10296
278,13720,19704,13250,17787,2181,2224,6238,2342,4188,7471,19004,17102,11561,16344,16590,5135
279,1507,7700,17381,19963,7578,12302,13659,14834,6778,17600,13387,5356,590,13070,19846,2381
280,18451,18581,12265,4158,14241,2328,14176,14761,19666,2931,17683,12053,7796,7430,2558,14827
