"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012"
44,4604,2157,11468,14156,14373,4279,11662,18793,9393,1968,650,9805
45,5631,16693,6881,3035,110,7460,5304,4445,13627,4360,16461,11266
46,18717,13402,14918,19252,11666,12817,8858,16655,1826,9750,16414,14967
47,16255,10607,18167,772,8857,2949,9070,3822,4415,5179,8049,13435
48,13905,16287,1824,15594,11708,19636,18180,18544,2503,11827,17222,19572
49,5906,13167,2381,4201,18339,7881,209,5619,11435,9500,9627,14562
50,17616,320,19888,6792,18957,7620,7836,10883,17472,15857,7508,17195
51,12669,6579,14896,18110,19496,6841,689,12887,14163,5864,285,15901
52,19260,11547,18839,6175,8008,1517,10431,15197,10697,3919,3322,1969
53,5219,6174,15636,18567,9286,10798,19491,17056,19217,11949,19695,6526
54,13746,7530,18673,10354,17697,5901,11365,3191,9237,3395,9372,15941
55,623,5632,16540,2209,3554,1736,18692,7534,10253,5418,19708,7072
56,1946,16791,7253,5403,17764,15124,3525,7378,243,12299,2750,12261
57,12278,1150,12434,15232,6023,3893,3008,1186,1886,7254,1097,318
58,6450,10155,11871,17549,9910,7521,14702,12223,12394,13002,12240,15876
59,19012,11580,13118,18272,12396,7495,13533,4592,18338,18489,1407,18080
60,7056,12282,19710,17596,7583,11566,656,10026,17445,18713,5724,14382
61,2864,13574,4984,9040,4005,3217,12690,14308,13628,3194,8568,11101
62,15417,12351,7421,376,14349,10945,5695,19677,14794,15081,10999,7758
63,10121,5959,3125,8931,13074,13858,5286,7791,12002,15211,10789,1416
64,17209,7552,5904,4892,9597,14140,2089,497,6798,11419,16922,3802
65,10737,8787,879,11108,8302,6612,14908,3466,6713,3039,16839,1907
66,10983,12926,9925,3990,4206,3040,5634,1608,18821,19208,2153,10740
67,6250,5292,1068,10715,18797,14114,4479,9895,1928,15888,19710,2384
68,19826,2778,16044,17781,10268,14150,6097,14187,13448,16654,4421,15115
69,18080,1132,12458,15365,18931,2849,12846,2588,1348,18415,19386,278
70,12241,6169,10202,12783,9564,19699,7809,10146,13008,5065,14601,12177
71,18137,16875,12702,10334,13545,19404,5961,4782,18569,16298,3848,19226
72,4042,2864,8946,15273,12015,13299,19626,6762,8993,19002,5969,16910
73,7396,14937,17790,14676,7465,7238,4765,5341,18785,5226,11189,17501
74,18221,9317,14705,8880,9263,18047,4180,11856,10156,6592,17770,18466
75,170,9809,14042,4868,4268,15536,7654,16642,2175,4746,5630,12183
76,13250,1577,14138,3299,5824,3514,5631,4156,2023,3487,13772,9415
77,10832,4506,8558,9942,17477,4098,14880,502,8907,10675,10379,19381
78,18402,14721,19215,5924,9012,17105,7461,7558,12156,15322,630,7178
79,14916,11395,725,10530,7890,4829,5485,1046,16266,16799,2615,8753
80,9801,18442,8194,7524,11294,14148,2353,12138,9199,17676,15828,18221
81,3054,16274,9272,4538,19906,8962,361,19531,16538,5768,2547,922
82,11515,16173,17169,14472,17836,15954,8546,14432,5585,12037,17831,8456
83,6087,19136,3956,9238,15258,13735,7548,12836,18066,10042,13199,6917
84,263,16736,17690,4964,19104,17583,16197,6840,17313,13921,8119,13424
85,17120,13839,991,1787,15282,13559,18263,8973,8549,14701,6883,13740
86,6439,13459,11529,11247,1057,7825,7596,9465,15832,11479,15702,10290
87,3886,1523,4689,16640,3091,17801,15358,9053,9080,618,5019,8795
88,11037,14682,13822,3323,12469,14695,19221,18441,2828,11629,9111,9770
89,8051,966,15849,2490,12964,188,17256,5587,19686,4536,3979,2299
90,15409,1388,2342,7605,19649,4296,205,3236,7055,14611,8842,15986
91,17802,12986,13901,15651,9847,4244,18329,18415,1172,8152,1000,13048
92,5643,935,1338,19291,10799,11487,134,8990,12802,18333,16885,2739
93,2064,17199,264,16122,18177,8821,14320,4052,16514,13836,3331,1511
94,11031,3001,11204,11339,15503,451,6703,7840,3643,4957,19474,14431
95,7086,4409,5410,12104,700,14454,17459,2006,6427,10406,8224,5087
96,6629,14585,10772,16507,11499,474,13458,8197,14568,4253,3717,15062
97,2297,8058,7412,7491,4619,10570,7394,5804,17214,1361,11270,10710
98,4669,14546,9963,17135,11865,5768,1722,19885,19599,10321,11179,19589
99,15814,14950,12246,5932,15412,11939,19887,12051,19839,4462,18903,193
100,5885,15299,9819,11054,7848,3042,10894,782,279,8498,2885,14913
101,5881,8324,3795,13572,360,1436,18905,3384,8221,2916,12492,12935
102,4627,5162,15804,168,6684,11216,19830,7466,13615,8904,7417,5942
103,16970,18426,11725,4151,14632,19118,14990,2718,14958,4686,12810,5842
104,1964,7614,930,16992,2065,10330,11740,5906,10593,3980,9800,9431
105,12259,3132,17997,5266,8860,4720,13701,2591,5320,3453,13808,17809
106,1070,15860,14170,5279,10252,18800,17214,8457,3189,6409,12907,15708
107,9822,14761,4271,19949,4923,16599,9560,9831,18643,3073,19190,3245
108,12132,8814,14371,744,4247,17164,524,14934,18701,1412,13776,15964
109,4525,9639,19210,7217,10745,19307,2050,6908,15258,18147,3233,3793
110,8848,1986,14684,5130,16144,10165,1550,9607,3847,11162,14209,19408
111,2512,13890,7723,3369,18760,13469,9355,15637,12430,11991,9401,1133
112,6057,19680,9623,11400,12922,15461,2909,19605,3992,1258,18915,9859
113,13593,14075,5342,11332,12737,9584,2801,18298,17574,10022,1915,18825
114,7366,11138,8765,14564,16882,19545,19479,12145,2423,4132,5164,9439
115,9350,12924,19094,17551,4548,3676,4629,10322,7467,1982,10994,6168
116,13744,19651,19998,14183,11136,4148,9951,2509,18499,19372,7913,6582
117,4764,17244,14687,11412,14600,275,12970,767,3294,1100,8610,16925
118,13171,3108,9509,1886,19990,9056,19152,18322,307,13131,1681,13957
119,7706,12625,9195,3240,1178,11879,15970,17625,16398,6422,19972,5875
120,6472,10643,9331,11734,6566,18355,19902,15173,4460,7318,12203,11619
121,13329,16345,6344,2234,1877,928,11886,4109,5095,13708,3493,5602
122,8314,5405,16707,1171,12450,4019,13313,13873,1766,2901,3758,12647
123,8899,18085,12556,4920,14652,19342,13650,11334,12054,10403,17953,6616
124,1518,19505,11803,15588,8096,1724,8655,8861,15769,10900,1987,3378
125,2230,8442,18358,11825,15769,10195,17488,19247,6513,19778,1775,2116
126,5594,17921,9607,3571,7668,4539,18812,13328,11535,18372,19948,7461
127,15304,8404,2811,4782,13799,3924,6886,9532,11124,12886,12130,4928
128,10326,11449,4258,8029,15789,3076,5212,8067,3749,3168,7911,906
129,8316,8230,14615,16916,17100,2871,6631,7652,11697,14035,9340,1229
130,15071,19653,9301,7181,4332,6717,9257,8677,17385,12835,11781,8060
131,19424,3184,18065,8991,15347,15219,18378,15405,17469,1200,12021,10323
132,6158,1101,4957,8903,4143,18895,8863,8023,6804,2530,5265,14941
133,15496,12958,18929,16931,16265,4351,889,10992,18178,17152,4351,14871
134,14482,4918,15946,12634,3460,4310,11915,5449,12813,13849,575,16371
135,7877,14890,15478,14548,3063,11963,9908,15199,12882,14232,4136,7990
136,6670,17461,13979,11465,16894,8210,2473,9142,9624,3181,19823,3447
137,8094,1160,15111,9683,8167,2442,4022,208,7406,12359,721,10216
138,9527,18349,3671,11209,1373,7292,12501,6790,4456,7922,3218,13001
139,8250,5036,16137,7371,4494,4635,19276,17704,5656,7496,14403,19815
140,9046,2518,6298,9596,19285,3708,8903,5324,2872,19599,16102,9981
141,1219,5377,5827,2495,11837,14392,8358,7475,3326,5697,17451,2537
142,13568,18681,7839,4288,8990,13091,8338,7044,1401,13069,2048,9331
143,11340,17358,9382,15106,11910,1801,17255,2657,17950,4128,10451,3325
144,9906,11837,14961,9139,15913,14420,8648,7751,2377,18022,18969,6876
145,1895,19408,11485,6938,12764,10262,6426,19403,7906,5357,242,1963
146,7499,17242,4327,13229,1920,9770,19295,6758,2493,18952,6638,19077
147,5158,14347,13846,14382,4871,14900,4412,8908,19560,4096,17126,3206
148,14178,5812,13184,12334,14754,19286,15170,17207,12129,834,3095,9281
149,19253,10930,12255,17507,874,4338,12893,2304,5519,6137,1006,1207
150,7616,4297,3930,19200,4709,6450,4501,14421,11558,5727,8103,18505
151,953,3312,13752,2702,8310,6729,12703,4138,19876,18224,1415,14568
152,8719,12045,12574,10011,18265,13937,5286,4035,546,10795,6194,4726
153,489,11190,17607,3097,4894,13919,6340,8081,14095,9985,12493,17018
154,13165,12207,9923,7243,12548,9101,17003,5836,18421,7350,13204,17948
155,9902,15527,10276,19541,7520,1180,4260,10622,16808,13478,11807,1320
156,16297,11361,7944,11178,1069,11960,16096,223,11926,16790,10051,18835
157,10138,539,9166,1548,13730,14920,13472,18563,13545,15993,17541,18869
158,13462,11410,13819,15550,6671,1621,5482,11223,16431,15145,18366,11003
159,14529,6220,5606,13169,19311,104,11948,7500,15500,19174,13865,5611
160,11037,13243,10455,995,6824,10242,13268,3585,19507,16063,8607,6428
161,6740,201,16860,14531,2777,2985,17246,17719,11835,2774,8945,5878
162,15469,19569,18328,9178,19031,15066,19530,7909,11013,10848,2542,13921
163,16271,2421,1338,16984,11311,13954,11734,2497,13715,17278,9243,6524
164,2097,13107,10872,13462,10884,8888,9116,12085,11443,1732,8629,11849
165,9982,19896,1858,12376,14014,2038,14122,6700,13420,332,16970,17833
166,11449,15763,2013,12039,14660,12769,2841,4211,6706,12304,9904,16833
167,12528,18774,10812,11616,13333,17697,3609,18713,7521,13403,13919,19096
168,12081,16981,4458,7576,13738,17701,9100,7718,8022,13819,8362,17520
169,15341,776,15415,10683,7697,15231,4805,13323,8221,18146,14452,12027
170,14495,2304,9403,2916,7467,3762,9442,10739,9972,1249,544,4414
171,1428,6749,2357,19236,4354,6884,271,17649,4822,2967,15863,18646
172,8404,14151,17419,4461,11289,9547,3029,14598,4914,13462,6522,380
173,19859,3835,9632,19662,13464,18285,913,19504,17814,2896,2514,19154
174,11240,10835,17734,4100,18357,17716,11614,8269,5398,12968,19107,7999
175,18106,17545,3691,12427,4572,15402,16010,7800,18730,12525,7233,7835
176,5769,16029,5124,4337,6259,17538,17943,2277,15472,18545,12089,17586
177,12759,6930,18120,13023,9661,3806,18962,11601,4157,12294,1369,5985
178,817,3731,8097,436,5426,1016,16254,18386,653,1800,14932,9362
179,7242,3409,17105,12666,5696,16561,18991,9375,5154,11787,613,8544
180,8342,19645,11421,5540,7125,3969,1906,13126,12167,722,13142,15307
181,1845,11689,4047,3688,15129,5110,2722,16640,9156,1239,19695,14890
182,16029,1977,3214,19134,5711,12360,5199,18129,5935,9771,11788,18308
183,5530,19518,4900,2435,19495,17777,15399,17067,14639,9667,2060,1944
184,6724,7555,16659,13552,12868,13040,14406,2482,17217,5224,6630,13590
185,5826,3836,15958,3792,221,3778,15735,18668,3582,3564,16403,15779
186,15359,823,564,4534,16438,10612,10764,2543,3795,9193,19974,3073
187,7154,12754,694,1010,1349,14204,17003,17063,17422,19858,6370,3823
188,10295,12035,4741,1799,13783,7473,15979,675,5012,6291,1959,8350
189,9810,4899,9350,19603,10418,14393,3553,15354,10108,15763,1801,579
190,17724,6632,18927,7390,7025,2671,15639,7031,1763,19405,8307,3309
191,8883,12222,16446,7374,13544,5590,12980,2271,15904,8211,5429,8378
192,1218,15464,6411,1909,521,8337,16064,8443,9567,10714,6380,11411
193,18647,9611,3676,8509,649,601,13204,6914,3967,7951,12125,18925
194,11176,15303,231,14536,12195,2373,7845,19168,7810,5293,4773,7789
195,8778,16064,2575,18990,7028,4664,18214,17656,19471,19221,2910,16599
196,5811,13399,9633,12863,7244,3531,16328,3043,7342,12558,4528,17000
197,8772,7401,15871,13945,19534,3906,10199,17268,7016,15191,2317,18079
198,16898,12564,17278,17404,17539,18752,2687,16646,4923,10933,19453,19994
199,7097,8440,620,19327,306,8110,12442,18364,6675,12891,776,15844
200,1995,2993,12589,17974,18700,4471,12734,11095,7275,4125,4407,2149
201,3808,14426,14879,18652,11711,9802,4502,13085,18578,17980,19373,2363
202,16635,19437,5607,15416,19454,12939,14099,7297,14340,18839,2774,1759
203,5424,1774,4447,16181,651,10169,1184,5913,18241,13719,2229,4368
204,1048,17766,4756,15708,17925,13359,4876,8997,405,11574,3434,5404
205,6559,11723,17527,8529,9793,15303,5130,18900,17951,5295,11306,13477
206,4298,13936,10264,6817,2004,3610,5885,18094,6188,17539,17597,4618
207,17952,5268,11687,13514,9121,581,1694,2554,6696,4587,19289,18077
208,14573,11957,8432,14117,16434,4570,11374,16698,14916,1316,1898,15395
209,14332,17149,12975,1625,4035,6446,6900,6477,1532,8995,7880,12510
210,17662,4925,16902,3018,18339,6423,10203,6738,15486,18245,8163,3966
211,17493,4415,17063,17301,13971,16683,1116,15000,17985,7055,1022,19456
212,13352,17988,4444,5669,10229,2695,10281,17907,13388,9140,12278,638
213,9753,16584,7809,6162,19300,8640,16754,6998,841,11331,19098,11724
214,10480,9800,10701,7068,17380,12754,5669,1336,17148,13570,16101,9138
215,11453,9886,15575,13144,12789,3628,14391,2575,18404,16657,9558,16190
216,2991,16419,641,19603,5479,10935,17508,9719,7483,3724,2106,19858
217,9767,14814,15194,11852,16519,16104,6026,17317,3832,6745,11517,18512
218,8209,10683,3935,5530,18843,14107,13873,18215,885,2055,9511,5730
219,16852,13605,5532,10783,5259,3090,986,12073,4257,8083,11821,4350
220,5925,19793,655,15591,9494,15272,4858,1334,2429,6036,8867,11134
221,19809,335,17579,19353,19792,11818,633,12639,7822,2261,19940,3949
222,4876,4572,1433,11588,6692,2974,375,2469,11748,4021,13053,15563
223,2716,15543,5769,19551,5143,2389,9073,16821,17720,13392,16616,7827
224,12100,6404,1025,6425,740,11015,18368,15907,6557,18202,678,9010
225,13890,16137,15537,9813,3894,16545,11736,17320,5351,9079,7764,5729
226,4659,3195,7659,16295,11756,1022,11802,11601,15550,15437,18903,3424
227,18975,1074,13464,15506,5872,9055,2643,1369,18963,9800,16467,12775
228,17177,16105,6295,13299,14546,3198,3894,9369,14961,12422,9726,11291
229,18527,14736,5051,12855,12459,8512,8037,10222,16813,5165,16937,19454
230,1278,8371,16879,12472,1240,7774,14357,181,13524,16300,2940,10545
231,16020,12240,6318,9394,10740,5561,2719,3468,984,17355,5389,4677
232,8333,3252,3185,16129,12766,2266,17835,1022,3959,9809,4401,7292
233,18094,929,2473,18926,15068,8102,5212,15013,10852,423,11579,1126
234,15848,765,13233,673,11910,15028,18621,7249,4591,2996,9178,19163
235,19303,10134,15316,9079,17699,12654,12738,17316,5258,1264,4754,14889
236,11783,17634,15041,13159,6727,14049,16753,8135,19457,19133,14715,8396
237,5164,3115,19873,13204,5179,7848,8715,18689,19964,2900,19430,19891
238,11840,11848,1149,18477,17625,15443,212,10738,3219,16881,3102,16209
239,9843,7371,485,6816,6464,12736,2295,3802,15532,5136,1401,14666
240,13727,17969,9671,4978,301,4050,472,6823,9162,10263,11611,19891
241,2665,8414,19179,10832,5573,9921,18296,7648,11414,4200,3290,15036
242,8270,17169,6293,10626,13817,10060,7783,6639,1803,13583,13232,12937
243,13018,12403,3725,14914,3558,13758,1303,18638,16774,15012,15607,8139
244,2000,14005,9739,5359,3058,17807,11787,8692,18755,13103,13090,19755
245,15913,6682,5800,17757,4299,14611,17940,10270,9521,15309,13790,574
246,9604,8219,5780,9315,10766,7584,7459,19772,8304,10340,5544,5640
247,15256,3292,7414,6593,232,11819,3455,4429,4777,14711,13288,936
248,4661,7798,4972,3842,16633,14687,9491,17055,10002,1126,2682,18795
249,1065,3489,17282,5899,3709,11020,18937,13761,12117,12018,10782,1801
250,4939,9968,18784,12935,17399,19377,4745,349,7692,7892,3137,6985
251,14381,4467,8328,15573,246,5587,4402,14286,16724,19678,11248,12065
252,7852,19977,18966,10982,18376,7014,5432,11951,4917,8523,12937,7507
253,19702,4229,15856,10744,9146,111,8316,7900,11844,8161,19699,18667
254,4581,13611,5868,14862,17359,16195,1120,14146,7955,284,4396,7590
255,19689,9098,16619,5842,548,2240,3579,134,938,12529,8984,15728
256,15017,18716,13640,11163,6936,18077,11220,15460,15355,679,2046,3417
257,10828,13082,11628,10373,18276,12793,9927,9743,14332,3573,8274,9511
258,19545,17435,7469,2814,17680,13932,18729,16006,19427,2291,12240,11666
259,6954,3646,8284,10833,10039,19730,4585,4460,2670,627,7333,15665
260,3219,13490,7570,8004,19379,7827,13333,4394,16737,2651,6501,18389
261,5927,18408,5176,2962,16165,180,19264,762,9008,4517,1152,5372
262,9982,19720,4890,6472,9556,3365,11884,9295,15834,9408,3362,677
263,8132,747,241,3612,2602,12992,8404,18365,5178,10614,10872,16197
264,6626,14954,9507,19897,13482,4559,6821,11401,14521,14499,6307,16281
265,16113,14232,19508,3272,13296,17427,12978,4666,17371,18078,8510,9290
266,8692,7884,6424,10300,835,4731,16573,7137,17436,14631,6168,2448
267,1560,19644,15516,4459,11733,7245,8413,3911,11769,13954,2267,18990
268,16455,12312,3376,11972,14680,18636,17965,673,13609,17056,5028,16047
269,16702,3490,4823,8732,5588,6606,2734,8204,9475,14656,4649,1930
270,5279,2894,8780,12195,7492,14041,16522,8462,10993,2379,9632,7769
271,18194,11336,18432,13976,18406,13120,15382,5337,12791,11561,4615,12568
272,2046,12783,9595,19686,1878,6609,9799,17646,2049,1083,14659,4058
273,7172,16033,8515,17824,16697,12817,13627,14969,3735,14056,13353,14056
274,6366,11097,1982,637,12029,5236,1889,888,10775,14950,3711,4089
275,8516,6238,7508,15440,10481,8437,9573,11345,3500,3579,8433,13471
276,2713,18505,6997,14508,14489,2414,8134,3739,1316,10857,15780,15181
277,8247,3228,5056,13050,11721,2489,5021,14996,11512,17401,19555,1992
278,15570,5727,6102,6213,1596,8603,19666,11858,11655,6846,19483,14434
279,1957,11406,18234,1111,16049,11627,9961,19863,11692,17120,2679,11459
280,1759,2864,533,19646,9929,17633,9283,17512,18956,3633,18496,12735
281,5676,4747,3700,16904,4478,12360,13622,1267,13123,10737,7501,1196
282,403,13343,13157,7879,7711,2343,5710,3960,1257,17644,11538,9202
283,6806,8694,12106,12077,7050,9501,5407,11524,11246,18297,15793,7539
284,18593,19086,1326,8178,10039,20000,5764,13686,3754,12226,11399,593
285,6528,16213,15909,2419,11073,7417,10346,9596,6340,394,15975,11921
286,1919,2939,12738,18530,17258,593,12582,9996,19819,9476,8643,14472
287,8947,9975,3212,6757,6954,16315,16890,6160,6766,14475,4641,1361
288,4652,8044,11879,14257,10142,815,4900,10803,18508,8343,772,9970
289,19710,14425,13275,19357,14157,3358,14525,19468,120,2903,7318,3244
290,17786,7935,13022,6978,4098,13215,260,1730,6579,15364,9834,10481
291,8648,6324,12928,8061,12954,11551,9119,10564,5175,5042,15757,3861
292,15969,14894,9710,5316,2574,10825,15797,14100,13416,10221,9871,7986
293,6107,19065,3710,12356,10261,7321,4659,1904,8668,2792,10367,165
294,16852,17492,18696,14346,7503,3416,16317,2723,10784,10670,15347,16442
295,4699,1815,19234,3393,5053,5295,12738,6798,19445,8720,12348,3719
296,8131,16240,13717,1612,12467,11619,4961,13311,17370,11714,7349,777
297,8148,8683,19554,16950,5178,2925,3325,785,5679,19513,13459,6554
298,1352,10101,2903,18036,1411,11057,5390,1347,11201,3958,15176,16371
299,19188,2321,15950,3225,17151,15999,10605,18660,9837,14792,14087,15230
300,6169,9335,18772,16374,14068,7114,9915,3360,4965,18058,17120,17256
301,14275,17962,2902,9641,11619,11057,5485,8820,11460,13360,18927,3381
302,11112,12222,10386,3594,18553,7660,13013,10973,12226,5769,15908,544
303,19809,14360,8670,17344,7694,6220,3327,11455,14139,4142,16069,14151
304,19481,7055,8234,18897,12431,478,5918,4561,6150,5350,10015,17379
305,5809,10298,19371,13393,12993,8147,11354,8421,19313,13379,7753,9382
306,19405,6933,8329,14701,3407,4299,15408,8361,4501,14190,19358,8199
307,12708,18174,2881,3705,14366,5731,6608,11585,8824,3105,16427,16416
308,4281,15558,6796,2279,6223,4782,4434,2904,11635,2208,528,4644
309,17854,8405,11268,14905,19400,3141,4557,1932,17470,5434,18633,9099
310,14439,6629,4920,17265,7776,12042,19173,4044,6649,15489,11775,17698
311,8321,14433,149,16367,12172,1440,759,8750,14762,3129,14233,10622
312,10350,12609,13806,5515,19869,16359,9976,16780,10075,13636,10432,3646
313,18984,6835,5062,10039,7632,12253,4599,16319,10615,13007,9478,2336
314,18957,13102,945,8825,5860,19876,15988,3395,13735,1200,8651,3209
315,17502,11458,11573,7252,751,4734,18375,6987,10158,6294,8181,15463
316,8715,8557,13086,10920,2198,8735,3168,14056,12712,11947,1816,11297
317,4808,11155,14030,5609,6442,18331,3333,19939,9410,6084,7007,5442
318,6323,11183,19749,709,6795,11278,6464,10814,7888,18704,13039,4976
319,8726,818,10956,2247,15692,17436,13446,4072,9190,8887,8277,19771
320,18041,3946,2528,12923,4839,10873,5579,19668,8835,744,11554,12115
321,3126,9069,3061,4178,6019,14608,2026,7595,12512,15315,17535,13270
322,1809,10964,16942,14373,6308,16330,2578,18325,17445,14456,17888,4623
323,3818,9141,3714,8724,1896,9733,8698,7819,7867,18812,17141,12736
324,7202,16596,101,6080,6229,11534,17626,7237,8281,6474,14371,13795
325,2351,13423,11025,4199,7436,13464,9995,15835,16213,10270,8189,5377
326,13784,12290,17007,13316,2846,10835,682,3772,15779,13495,276,18187
327,15738,2937,18237,18410,2097,6650,12552,15591,15627,18331,4319,18372
328,16354,11214,1723,7738,6760,19070,5381,10186,19302,8896,15247,17634
329,15986,19115,16159,5307,11774,2440,16540,2340,538,541,1585,13969
330,8083,1854,19871,18901,11230,11305,9025,7241,10150,9296,14998,4101
331,14003,18659,6599,8579,14075,13452,12473,10624,17997,1516,6310,16123
332,5479,3499,1463,14698,7089,8427,7659,10631,14019,6641,12799,6882
333,1860,1071,18413,15117,12758,18049,586,4401,13981,6664,15870,17945
334,10239,19881,14870,8829,4670,2716,8969,11425,11024,2978,2926,2652
335,1319,13136,14588,2636,17822,7914,17762,15174,1632,3748,14563,8815
336,567,13521,9222,3471,14611,12472,5975,16606,19203,17867,12497,16516
337,17786,16696,11828,9073,12150,10226,18592,10709,4554,14627,8356,18309
338,15065,8271,4945,4342,7424,11587,17190,7279,14064,11762,16736,5973
339,14546,13886,1434,8717,417,1048,10877,14491,12158,12393,17964,10865
340,1448,4705,19191,18708,13568,10349,11552,9659,19153,10263,4520,12682
341,5056,346,6056,6473,14410,3020,3959,489,3294,300,486,17791
342,13869,1907,10345,14195,9971,6604,15957,7818,16793,200,17558,18525
343,15674,16501,16530,19450,17610,11815,19622,11469,4813,1747,14902,446
344,5650,579,12790,17952,7806,14694,8845,1239,4990,16613,6016,7573
345,10262,8522,6801,14393,12244,18015,4741,1512,10458,13101,12361,1359
346,8498,3487,12273,5894,1319,4036,12785,13425,8773,3217,8260,6738
347,4496,11370,3441,17109,13134,9491,13636,9835,7701,1851,19907,1058
348,7339,17627,16531,16281,2658,480,19098,6136,9083,7839,12597,7487
349,13913,19106,8880,9535,3316,5932,11636,13834,5098,17483,9083,19055
350,4572,16389,14129,2146,5771,236,8989,1563,15714,2803,15924,11879
351,13403,3009,4104,13509,17238,3639,12152,5531,689,13937,16429,16725
352,6252,815,2839,3778,1059,13695,10849,16492,7422,9349,3103,3765
353,5807,19769,4206,15317,19688,12535,12912,15740,1648,13926,8702,8264
354,16732,9730,18213,9839,14646,16095,16085,12638,10470,18505,1711,18289
355,6269,14872,19470,12202,6759,9605,583,15739,5768,9890,19351,15656
356,14774,13169,7410,640,14383,7516,12781,2870,19752,16864,4803,2025
357,8147,6978,9263,11403,10790,2667,7155,10868,14636,5771,2919,357
358,15313,1178,18796,18252,13946,3132,12655,14931,9318,6486,17200,2773
359,10520,1799,3359,12728,7926,10358,483,16700,7668,19293,19502,14262
360,9996,1311,7982,10695,15125,12057,12166,14129,12854,16178,4765,17427
361,10649,13379,1300,14641,17635,11733,314,14033,14327,11921,15338,16692
362,644,7454,18793,8566,16029,15840,6176,3789,8275,12362,2538,8781
363,9188,15875,10404,14351,18949,11543,10695,13068,16288,16756,18465,15392
364,6287,15553,18504,10447,7174,4059,8013,10653,13029,5911,1887,14784
365,8455,7997,10979,11535,10643,11811,8223,11347,13208,8927,3416,19488
366,4658,7446,1335,9045,9923,11926,8373,1652,6851,5493,10341,19543
367,661,17738,5792,6152,4881,1661,8431,1322,2975,16665,12903,14748
368,14551,11620,11874,1808,7872,15498,2308,9090,11928,3324,7074,1443
369,9654,5659,14296,13797,10548,8077,9244,16716,13814,9792,18572,18754
370,13932,2238,9696,2734,9419,8785,10424,15353,8813,10230,6176,8011
