"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014"
191,9657,8902,7818,3937,1897,7419,9211,4780,13068,7613,3255,8279,14027,15510
192,6360,8759,12993,4418,15961,10067,11580,9534,15857,16150,6853,18822,3080,9459
193,11421,6384,4970,4988,12580,12879,1134,18268,5785,8056,19688,17003,9002,16395
194,19118,2616,7319,3249,797,18057,8928,4210,114,3522,14823,19257,5217,8872
195,16545,17030,19642,4456,14328,8445,9999,19913,12419,11246,3328,6938,16765,18253
196,5478,6027,6786,18316,4070,13776,4771,15168,11492,12333,8765,12395,1151,13702
197,852,14629,8747,4987,291,5648,18330,15921,3164,1507,3444,7124,6748,9887
198,12231,10318,17795,18794,13469,17997,4738,19579,719,2295,5336,15251,19535,16485
199,6712,14336,7696,5094,289,13958,13789,11942,10925,8646,16915,4145,11958,18257
200,6988,19130,17198,13124,14228,5132,3081,6278,4930,13358,9835,12755,9200,10829
201,8815,4231,12069,3404,13869,16347,2834,794,3885,4668,8083,7485,17033,11238
202,6171,18583,9168,2648,10560,6596,2156,11389,18967,6075,8711,215,5934,9373
203,3282,17854,5107,14796,3008,14577,16544,19600,1794,6877,17891,18017,12024,8381
204,1711,19789,16747,10465,11309,14840,17987,17610,16602,7491,18519,3623,17405,17809
205,5463,3423,18770,19156,19198,18319,8480,6708,16860,8266,10800,15084,18121,16985
206,2500,18910,3363,9907,8111,11159,952,12062,11196,14750,8775,13675,5525,15849
207,12149,255,7886,16787,11490,6045,513,1012,12504,3278,15987,18148,17153,9276
208,666,8501,10598,11476,963,11078,11408,18826,13999,13435,17238,19402,7932,7621
209,13099,10582,4639,9457,17380,9979,18593,8840,15403,5958,597,14874,6610,6548
210,4670,5366,18909,4752,1103,4994,12694,5330,16716,13754,7926,10442,14549,1957
211,2377,17649,18183,14945,6430,18469,8541,6624,4513,8127,10959,2392,260,5553
212,13023,2387,9470,13851,6652,2158,12699,2465,15039,4435,19746,11029,13815,1084
213,10369,11858,8659,10012,9173,8467,6527,8550,15007,12160,3531,9469,2487,10542
214,18790,13789,4615,12763,2574,5279,11261,12967,12291,3512,18338,6204,5108,14190
215,9245,17016,19363,698,10534,12543,2426,17480,7303,16442,15744,1355,18331,5523
216,14802,10662,15448,1889,608,9741,15808,5141,7315,3181,850,18143,5387,12850
217,13724,18952,11998,11518,6099,2451,12228,5316,2055,1197,19258,4344,8805,14942
218,8640,316,2181,13353,15207,19906,12025,18923,657,6797,3786,16557,18043,11322
219,985,11528,6239,847,12941,7860,11585,4209,14497,15144,5734,10972,15321,9823
220,14331,11759,319,4416,11931,2684,7712,877,18669,14698,8729,2816,19674,946
221,9864,2180,7710,12554,1876,2073,7585,6809,7707,2451,2317,4752,7794,13674
222,2274,6103,19791,18832,12020,6440,13169,14462,16340,4457,12467,12869,4377,18516
223,5723,12077,642,9462,5681,12688,18778,426,2550,13760,7265,6478,4063,11895
224,14274,294,11154,16165,2113,3841,7483,7571,17041,13975,15195,12065,11490,7268
225,3655,6911,14883,19600,17083,305,4905,1045,11536,6179,1427,11639,16676,19941
226,210,17816,4059,560,11644,2285,14070,6287,1291,8151,18148,18404,7541,7332
227,19343,2043,4193,11947,15303,8935,6624,14653,16165,7675,612,7190,1422,17001
228,14570,4761,6949,16932,6697,8434,9354,14146,6872,5287,18033,9315,1210,15261
229,16468,8121,10240,1027,5984,16582,9495,1338,17710,10525,2850,14326,11436,7344
230,11992,5361,8959,10481,13611,15535,11089,2307,10241,4789,11656,18383,667,5911
231,17217,8421,1307,16608,12719,1032,16307,16546,8328,6128,9307,5335,15527,14459
232,2473,19229,4626,12669,7790,2857,13639,16249,12248,9018,8942,18151,871,8621
233,19551,16540,8822,18103,7313,4250,11270,18766,7149,2659,5681,3301,14919,14171
234,5824,5586,506,5411,3846,1351,638,7375,10314,17592,14782,4522,9347,14058
235,5266,11095,17668,2298,19170,7004,16066,13194,1338,2579,18342,15611,14024,17462
236,15860,3281,3882,7434,10866,11765,6943,7213,6675,5632,16217,10095,13585,19821
237,15482,10745,11037,8514,13492,3487,13250,10358,3803,2339,10973,5395,16764,19724
238,9606,15252,7447,19317,8873,5957,12079,17771,13818,12342,2413,8873,3712,5640
239,8581,1722,17897,122,7218,13024,8663,655,11022,17323,14039,15086,11953,1743
240,4139,11599,13385,13349,9593,19952,4275,16626,7061,16724,17942,16211,14144,18519
241,18383,19801,9799,5703,4784,10897,17040,14787,8978,10954,10450,11586,13993,13367
242,12124,15356,16844,11167,3346,485,14457,7081,11936,15820,4835,8746,10598,7829
243,3188,7301,11973,8843,10242,832,19027,6124,9942,13080,6417,9889,17526,6507
244,7201,14122,1991,14830,2414,15138,4583,17102,11769,6790,11846,14882,11676,18091
245,7311,10490,6233,17007,10757,11369,17881,8041,18321,13235,3055,13853,19934,17633
246,7640,9654,1542,16545,1386,6912,19330,12737,9568,15079,350,14457,12460,19930
247,3860,14652,9702,19894,12063,19612,19494,13901,9429,218,16648,2785,18060,9827
248,3630,6113,6868,233,16150,1973,12638,10701,10045,5409,9249,15497,18655,16410
249,13870,7250,14701,18748,19348,2453,18318,4606,16433,19779,4192,13910,14370,9232
250,4039,14268,14463,16954,15354,9148,17444,2906,6652,4643,6074,16546,13330,10015
251,17366,16040,9834,13802,18196,8461,19022,14264,10630,19249,510,1061,13951,14825
252,13279,10858,15772,1105,2532,18060,7581,3281,142,6365,10441,9475,9796,12804
253,16228,3408,18267,19668,11232,9937,10704,4205,147,14550,5894,16586,4438,14174
254,13541,15571,6633,19401,10468,3018,8649,5899,11380,5948,1712,2554,14347,8354
255,7838,235,10666,19944,9355,5993,8664,12434,664,12933,17240,11286,9565,7574
256,1278,10540,16435,10089,6159,3374,8249,5453,18579,675,17182,18207,3635,16961
257,561,9220,10071,5731,16887,19782,2697,11017,6934,9473,9187,2103,16050,8701
258,14183,18572,4424,4084,15358,9757,9344,17886,3210,6447,8406,11659,17042,8934
259,5195,1070,18946,15533,10762,14915,15230,774,3562,4965,12890,15123,14996,6768
260,7045,5318,3598,1016,2527,761,5284,4388,12059,16976,18492,14431,17966,7057
261,19040,4379,4772,6893,9593,8123,8901,6252,16134,6693,18860,1015,4468,15600
262,6021,8558,17981,4776,8111,17274,4003,19242,9806,17180,13028,5739,18239,5129
263,7244,5337,4456,251,15666,18495,17195,15752,5131,5033,8549,2733,17922,10912
264,8883,13578,13046,15671,1593,19405,7547,11374,17647,18625,12914,932,16209,15959
265,13609,1011,5262,13757,18010,7154,9171,9983,6447,7501,7678,12395,5051,3342
266,9075,8345,17664,17878,17783,13907,18950,4000,712,2267,17484,15549,1569,13335
267,12831,7501,812,14124,8545,17514,13897,2192,10921,9862,17875,3395,7753,7905
268,19677,10441,10886,3419,17279,14526,3558,12094,9364,19836,18296,13175,9868,16934
269,3604,11873,6788,12280,213,4165,15171,17908,18172,13447,4333,3625,121,18248
270,18600,13369,17805,5075,1352,19664,14480,3663,9146,4850,13993,10113,12345,8385
271,14714,7446,8971,2203,1126,1929,2664,7832,8797,16717,16462,8146,17435,3495
272,12221,4790,12166,2838,8080,14809,4091,4055,16606,17674,544,14352,3554,16420
273,13684,19536,1168,4894,15301,13347,12742,8880,8928,7382,19629,3188,948,9153
274,5398,16735,5677,13090,17823,16075,17104,8533,7970,7237,6432,18040,17219,5847
275,17075,11246,15733,6011,17063,17531,12768,18647,11802,10930,1123,15929,19610,3068
276,17349,12908,895,19864,17217,12764,13649,9119,19715,994,19184,13133,8671,8823
277,6407,5482,4790,18344,11649,3537,11004,9323,14614,12523,2874,18754,5996,14427
278,14043,346,15740,2448,16763,593,9040,10472,3334,16542,16478,19395,17161,10903
279,16360,5926,5565,11270,11889,5305,3954,3413,11840,9465,164,19353,16179,2961
280,7300,17627,12311,9003,9147,14295,487,12038,9984,8710,16721,12804,12656,13643
281,764,7035,11886,10544,3241,3385,6843,19156,14713,3681,8199,16061,18804,7154
282,13176,5348,11468,1226,17818,11260,15707,7638,6580,17467,2246,4857,18340,13707
283,2513,17739,6326,4006,16198,15069,344,5689,8609,6743,14058,12058,14368,15948
284,2896,17261,12311,2763,19658,7219,1952,9521,17153,2444,6418,2481,19149,7529
285,15587,4951,4428,3723,16353,7555,1768,19629,12108,5923,7916,18020,18405,19353
286,15308,10577,10182,6006,4433,15817,18846,16489,8307,17670,15387,18948,16551,7689
287,10376,12310,3286,4429,11742,8794,3474,9352,15105,11015,1900,7461,17427,13987
288,8194,1426,18965,18807,16713,4518,504,16457,16898,16398,15779,9218,2076,5231
289,888,9800,1121,16304,8198,3209,14684,17985,14244,14320,15897,18686,11888,6321
290,18677,16372,15509,15786,14376,2029,3576,11144,1111,4804,12865,2446,16884,3559
291,6744,5475,4969,15087,9196,16670,2071,4018,8976,14768,16026,7372,12515,12680
292,11186,2029,6018,15829,16987,6965,16182,7039,10298,13008,4093,18622,12421,17536
293,1812,7222,12535,19275,19485,16500,16128,13930,5001,442,16059,5519,11967,15004
294,927,9823,13313,5895,16942,13101,9278,7767,4073,19001,14305,5742,2260,11905
295,9447,6854,8987,12443,11728,1493,7637,4900,19165,3235,18872,11904,17079,12571
296,7164,12797,15213,18012,1058,5971,11784,4965,14737,9958,4425,14918,15403,5532
297,17066,6166,13955,19514,14599,14078,1552,14422,17059,18506,14920,15870,14953,16433
298,2205,753,625,11673,19051,18867,3015,12388,12869,11059,11631,7449,2360,8336
299,4785,9147,11105,17618,13902,13133,4295,5013,3502,12023,5911,10410,10723,18938
300,7108,18457,16993,14416,16579,7825,1452,18248,17002,9258,8269,3222,11827,8334
301,19944,9441,15786,16595,10045,19423,8050,6223,8547,19130,18854,6088,14782,4246
302,122,7186,18681,19208,5347,2571,3465,18376,18364,19424,2578,1743,14743,18903
303,7083,9059,458,6811,12993,6636,15136,2659,12050,8403,12925,3116,17035,17274
304,15891,2047,7035,14603,4028,8423,9633,7774,9544,13330,3429,8058,6752,3322
305,9395,8732,12519,239,12093,954,5724,19409,4751,3925,18562,2631,6628,17150
306,3076,17173,2040,4646,246,7131,4698,9005,9384,4569,9938,363,13639,7851
307,10036,18870,6438,5915,12303,1524,370,11953,10062,10460,16769,6943,5518,8442
308,17670,14897,9518,15484,18452,4310,12003,3246,17090,19996,9389,11173,1340,15005
309,18892,2361,14395,15603,12728,11669,8030,16383,9576,8629,16314,1409,7493,9107
310,7547,3974,12026,18922,14518,15063,2667,7077,14061,501,7012,19069,13171,17376
311,6542,8198,14009,5670,16038,3143,19486,14013,10616,19531,12878,12610,5722,9309
312,19790,18822,17071,5749,19086,15541,10870,8141,2148,7121,4824,9725,7256,12702
313,2140,13522,16457,7549,18046,9998,2785,19222,4472,2447,161,1409,18937,7547
314,11507,8291,11293,2101,12111,16640,15835,5592,746,15682,4451,332,10263,17325
315,19408,9421,175,18698,16775,12510,15994,5708,3954,15827,3701,16216,807,8594
316,14262,12359,15341,2550,10537,19133,6561,5537,16528,3104,9634,5316,14323,10531
317,11886,8114,7872,1030,7452,14509,4599,19184,9512,6080,12003,227,15091,13015
318,8930,13439,2479,5486,19331,8533,16192,3983,11228,19074,15722,3841,12647,8593
319,12635,7230,7170,5563,10984,19975,6462,19418,18118,9016,7781,4362,13672,7942
