"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017"
56,737,2750,10296,9140,10377,16454,5069,896,5774,15845,18309,17696,5065,12994,4740,378,12279
57,3658,5462,3786,15122,2883,2922,2043,12511,17266,16148,12183,7909,12137,8183,13617,13803,15031
58,13115,4733,1386,11372,5629,15099,7628,10938,16357,6181,11298,19027,1931,18623,3331,19123,13084
59,4359,4259,19932,12586,10362,8183,10970,4241,15520,8093,19449,9466,16075,16148,10126,11717,10247
60,1643,15184,18615,10621,14367,10771,2229,627,9925,7419,18793,16894,8487,8491,6138,15312,3027
61,7167,6190,17021,6483,14666,1992,8782,18746,14156,19903,13426,16054,12029,9305,5341,5024,18483
62,14969,15290,3998,2299,6229,3804,1544,9700,4256,18538,7095,15660,15840,16993,4490,14747,18530
63,12616,18233,13797,10421,4695,16310,13289,19675,18968,17603,11897,16563,17432,17806,17369,6315,11645
64,8356,17526,12384,4350,15741,8813,13303,15710,10852,17820,4495,5827,18844,18819,19855,18404,15477
65,11379,11314,12205,8224,13901,13673,16342,851,10038,15943,6851,10135,7333,3891,6289,8597,11929
66,10747,16469,15560,4322,4293,17860,18766,8943,3194,185,10222,10025,2963,653,18030,4089,8167
67,13807,875,4362,7853,13916,1187,15569,4385,4499,2759,1000,18092,11451,14407,17427,6069,8805
68,18481,9998,4096,17009,1353,11565,12148,1330,544,17428,2645,17617,1522,4503,4814,7305,18718
69,18052,8806,5609,9147,10567,3067,9979,1038,1756,5465,16895,14635,11547,5758,16599,10313,16423
70,4156,6808,1065,9737,1955,14351,8197,8593,10180,4651,7389,9285,10637,10856,15405,9553,10847
71,19645,4632,663,5513,12470,10785,4351,2372,9302,14739,14751,4599,2923,14645,3902,16754,2739
72,925,7102,7025,12519,2833,7335,11847,5216,15906,4547,18835,11862,7531,14263,18138,18757,6019
73,4294,7953,11260,15029,12545,19626,178,1989,16558,685,17245,2453,2907,16099,518,14924,13660
74,14202,4985,14019,3322,18118,9104,1363,5669,5063,15082,2326,2176,19736,9139,17810,10207,17753
75,19265,9591,16967,6634,14456,530,220,10915,11391,7055,5741,9570,2940,16216,17278,17031,553
76,8138,12657,8787,13197,2685,9553,4060,18931,7692,19273,1261,18306,16412,18016,12901,2857,16123
77,16662,2591,18165,7865,14440,16649,821,14014,18091,15950,2064,6343,9866,18966,15310,11936,17768
78,10353,468,5585,19517,11855,14004,5630,7920,15810,13931,19737,3455,3945,2394,11030,10724,15113
79,15363,18028,734,18200,2523,11802,13330,7227,16128,15452,19022,15604,10275,8499,13005,11422,8784
80,119,10494,5744,6565,2557,3248,9111,9055,16665,18239,12807,2442,13834,2509,3051,12971,16256
81,4870,6506,11525,17630,2930,6348,9200,2657,19785,8557,14998,14893,10212,17115,18715,13959,17140
82,4079,5657,9347,16076,14643,17509,13555,11933,2004,5957,9631,18714,13295,7532,2667,12796,17781
83,17553,8221,7912,13016,13916,11299,112,7529,3416,16769,7416,1293,12313,18858,5335,14472,14361
84,4088,14863,5408,4674,15160,10060,11098,4330,4124,205,9356,4390,15057,17862,12289,9966,6915
85,15547,17652,15988,11902,3951,6390,16098,668,592,11927,15944,7127,1815,11631,5231,3800,12891
86,6315,1171,19316,13527,9359,14743,3366,19636,14107,5014,17618,6610,2978,10930,6328,15050,12116
87,1560,9234,2851,13527,19280,11715,12731,14591,126,19979,764,15723,5561,18040,7449,6404,16028
88,5832,18699,8170,2972,15202,3455,2117,18864,7467,13625,17136,9864,2754,6566,15582,14525,7094
89,13625,3042,2829,16949,4921,13940,12713,19819,16672,12474,9381,14872,15256,14116,12850,3446,10712
90,5894,8480,12152,15895,10296,7805,11973,13153,16803,678,2005,13537,14822,5547,13424,6548,6720
91,10717,6122,7716,16165,13833,17181,10443,4205,6868,15167,9801,1526,1008,19202,14085,1162,11380
92,6284,7078,2177,5236,1146,334,3662,4435,15263,7668,7401,17402,3388,10836,17944,3966,8851
93,14592,4853,596,19500,13328,15029,1943,3763,13659,3932,9190,3806,1943,17402,18148,4377,5738
94,15075,13790,9561,10148,14617,17043,443,14147,13732,9481,1970,246,12358,18750,357,1498,17924
95,4458,17397,541,19768,17219,7017,12314,9019,270,6163,11787,9084,12937,10877,7885,10020,6743
96,19631,9299,16084,1929,18069,11106,3962,18426,12778,4796,9939,4198,12488,1375,11717,6735,1695
97,10078,8163,14251,5589,7907,2630,11544,7076,6653,19994,16991,300,18344,15782,4146,19860,13347
98,6927,19322,12900,2642,5613,4107,12532,9711,8397,9843,14638,19256,8471,16821,12988,3931,7211
99,910,1426,13883,13484,1512,15148,1723,18137,5821,10944,11682,15593,12732,13891,14254,11510,3057
100,5982,11567,1711,647,3986,4269,9379,10998,8864,4092,1801,12100,12637,15846,7110,15164,19943
101,19823,10521,6404,8351,12866,19633,9169,19423,18077,8509,16955,3389,19120,3630,16752,12052,412
102,3057,2880,8349,3079,2155,7635,19561,19620,11600,5632,19575,11933,16463,1966,18791,18283,630
103,16571,14864,12593,11213,10377,15293,17020,14256,8201,4926,4919,6393,12630,1387,4445,4229,13538
104,10628,18290,8311,10118,18963,7395,4134,11209,19583,19768,7031,3843,15282,9998,14298,11629,17570
105,735,18694,3609,1971,10944,5880,8454,11347,9992,4635,15055,5867,17762,743,17115,18983,8976
106,4614,15648,1977,8397,5421,12257,610,4541,9076,5813,2148,6231,6566,15943,9877,15902,16010
107,443,7640,18764,8807,15937,8212,9437,13158,13117,543,9853,10403,5027,1794,14106,9952,8442
108,3772,12834,724,9401,4207,5240,5262,3306,3627,19393,9044,19616,13801,15675,15388,17386,15759
109,13997,18653,9080,12538,7553,10771,8961,8182,10600,7556,14674,7330,14008,16486,1598,10628,2750
110,6108,10652,10084,14629,17383,768,14714,7371,3633,12287,19620,9536,16642,6037,4322,16629,9526
111,14599,19527,10803,3418,16068,3233,17982,9717,18910,15500,10173,17356,5380,12621,7904,4130,9833
112,6497,6521,14899,3457,6708,4445,8655,11421,7323,3471,8275,6241,7765,8098,15444,14789,2786
113,8780,8646,18080,17954,8585,11697,10468,7462,15475,11968,6167,617,1694,9500,11353,16489,15384
114,1852,10284,14437,12713,8288,7037,13206,11576,13628,15511,1497,9612,3717,19802,11014,19692,13817
115,9653,12533,2740,12433,18066,16914,9329,5032,16194,17171,7768,907,19963,19016,19326,11801,15929
116,12629,10493,7254,593,13815,13061,9332,5984,6347,3210,17531,1308,16346,17701,5302,995,13375
117,8569,8811,4915,10346,224,12386,1316,3610,14374,4413,19466,403,6736,4177,19050,13282,11411
118,527,16616,14679,9036,2385,153,15963,9077,6173,8242,16198,3860,10301,5789,3865,18665,2375
119,19487,15908,6715,14028,14941,19388,8772,13527,13528,7924,11459,6813,11548,3776,2351,12792,172
120,10619,6853,15227,2863,7367,2707,6798,4632,10892,6010,17291,11595,177,2226,10630,10724,11699
121,7460,6848,9728,845,1258,14191,6809,4828,9441,5982,19705,19650,5513,11822,16396,4117,19930
122,3346,3236,10704,9214,14937,18477,12192,11261,3528,782,7141,15747,13723,4379,2304,7775,4041
123,11413,1586,15016,3325,14997,19372,3897,1034,15840,10892,3085,14978,1165,11216,7429,4613,2235
124,12287,2382,12427,6249,13477,17488,8305,9617,9888,14497,1096,16774,5667,19987,1154,8356,17221
125,11951,5535,17417,3952,16264,5588,15387,911,17599,9237,18432,9927,8920,8652,16969,5763,918
126,5004,7457,18074,11269,9660,6903,1892,12051,12852,19320,4960,2424,815,11002,3537,10606,16152
127,7243,4438,11065,9390,12614,6046,548,13031,4408,2841,14708,14533,7663,16631,10658,16846,18674
128,10369,5500,6962,4833,8379,1114,15056,16696,7709,14539,2866,13107,150,13931,12782,17069,17501
129,820,2498,5357,17396,16916,3973,7118,13481,3715,17634,13582,5225,8451,1760,12746,14805,3815
130,16488,17910,9886,5355,294,11548,5975,3292,3265,7172,4066,16534,1566,13220,3165,433,11770
131,6967,14449,17411,13577,10973,2634,18518,5289,5859,5662,19166,8119,19908,6529,4547,2263,5275
132,11804,7347,8183,13915,970,16491,950,14901,6591,9808,395,10892,13408,17885,8544,8103,14211
133,8880,365,7548,19584,9097,8072,3949,10032,2626,14710,4935,308,16023,4989,10544,4283,3777
134,18329,5822,9016,7721,4623,1784,12624,13128,7740,15474,15802,2725,2150,12695,12910,19317,17671
135,2387,17113,18116,3651,13212,3259,19813,2486,7148,11507,12499,666,519,469,9095,18412,8095
136,12411,3630,8423,12237,8343,16805,7580,1616,8055,7056,4683,807,5257,10329,582,1164,625
137,13506,7742,6996,4478,2553,12844,4745,8733,9637,5501,10466,13374,2143,18471,5051,12214,11507
138,6758,19208,17689,14333,12589,6326,9020,2427,2543,19527,14315,19827,9940,16056,10564,16566,18287
139,2809,1507,1673,15097,8370,7286,10778,18451,15246,6054,15283,12396,17904,13465,17823,1714,9690
140,1626,6899,6180,9814,7001,4501,14572,562,17169,3946,19184,1596,8685,18391,18265,7104,9744
141,19126,2011,15869,10180,19108,16901,3328,18381,6640,18084,6922,15918,16681,3630,18322,19021,10181
142,3796,8095,16120,3042,9405,11959,8438,16227,15973,14142,19671,6295,2000,5333,5366,2254,14805
143,13106,10055,9118,11215,12467,5098,413,13911,15464,16449,2473,12614,6571,16219,7660,13136,2088
144,15218,10580,2556,9642,2908,11205,12188,7881,7393,1639,10204,2774,7377,8419,8230,5418,4983
145,14754,8101,2276,12148,15070,8479,16591,17892,3818,17059,11354,12071,13312,12374,10083,4817,3801
146,6284,4037,9698,14909,10308,2274,7797,11974,8097,8385,6571,15700,4210,14315,12784,3209,18595
147,15423,2080,11728,19670,6900,2955,19807,11118,2320,768,9621,12645,2818,7983,5026,7689,6780
148,12395,1996,8033,5305,2683,2032,14192,16735,16622,11894,11616,11920,19164,7102,19076,19145,19865
149,5996,19255,8081,9056,4858,9061,16950,16118,1104,15855,8020,1451,13557,13042,12851,2506,8925
150,2890,866,428,16475,18705,14906,9278,8598,16565,11217,4346,15285,15367,16786,7445,8236,19924
151,6795,2441,12654,9884,9213,8600,15187,13153,3412,13289,9565,13942,5953,7842,2107,13539,11682
152,4436,3293,11290,16909,2236,13775,6834,7706,19082,5657,16055,8074,3395,5066,9702,19831,4296
153,12517,13059,3755,11748,1569,14810,11064,13580,3280,3464,509,10676,145,5505,4087,11348,10771
154,5103,12195,18464,19992,5522,9778,8467,12506,11038,2963,11516,15936,18967,18277,15495,954,6346
155,8946,17126,9491,11011,9271,1067,13934,6502,7127,9774,4032,10735,18579,16735,4779,13787,5100
156,16138,18583,18957,13124,17897,11469,19065,13606,7801,5095,3115,7964,13046,2075,8152,14767,6534
157,2665,611,10068,9793,4890,5286,1422,14398,18136,6454,8939,13145,13126,17072,19305,9529,7907
158,2080,19199,12011,9842,14235,4066,11507,15751,12840,5075,15226,9532,17478,6689,11534,11770,7780
159,13497,7717,12488,2696,14742,2956,4540,4586,163,13721,13697,16944,9008,16112,6293,12218,10773
160,14168,10075,18623,5303,2069,14922,10103,1351,19815,4675,7216,10444,5352,9696,17483,10105,9607
161,15606,9128,1793,2208,2016,9633,19902,14940,17260,3576,17792,12951,13620,1585,18745,6494,4418
162,9603,8651,10742,17841,4702,13213,16283,19301,16801,4383,5120,4855,5577,1502,4364,19285,11151
163,182,2344,10042,238,4914,9926,1302,16049,15301,10343,1380,4923,19510,17109,5652,11318,16151
164,16298,5854,15850,8353,11231,12006,735,17946,3119,11681,11422,7585,4687,6452,14517,10768,5266
165,19236,6951,5731,16281,16589,11483,12887,19832,7911,19123,8224,15826,6084,8255,13004,16539,5564
166,8842,4649,18449,1025,11079,1593,10212,8823,19867,19386,9082,3379,16604,12095,3128,13379,13849
167,10263,8623,7650,2879,2781,9911,4961,16453,17632,14848,1375,5655,16328,4389,7840,13557,6867
168,7051,7044,16022,9137,522,15586,14748,8182,3423,14934,8796,5483,7632,1874,3543,7160,6911
169,16940,6884,14092,7787,12389,3345,8825,13586,9908,18881,16227,9985,17559,18134,744,17735,1181
170,953,12245,14198,11505,14002,3180,7090,14614,15878,15181,12114,5894,2190,12650,2765,10885,10926
171,7519,17357,16406,9223,8183,8857,15396,16971,7017,3764,11674,15377,1567,2054,6158,1823,14331
172,1807,18311,5760,7762,4791,5565,8099,11604,6902,18361,8896,6974,12376,5634,12409,18412,2856
173,10054,669,233,11918,13946,8235,13905,3135,9753,1090,4644,13737,4496,18496,17165,1316,19175
174,745,19616,5880,12415,5364,11577,2288,13775,14391,19469,11372,2970,15783,1064,9609,5876,1461
175,12052,16563,17982,13335,10890,9049,16038,2822,16903,2295,8078,14948,16685,15607,3801,13715,1736
176,15072,19800,6258,5251,2452,4516,676,3320,1242,12453,6534,16020,3482,1408,10948,6734,12896
177,18461,18182,3139,18487,11358,12699,4306,3543,5405,3754,6554,10525,1678,5623,11268,15435,5756
178,1927,19539,3216,10685,10327,3498,9632,19678,10893,10429,5013,5765,12052,7374,7165,5300,13768
179,6849,5248,5718,12835,17554,1542,18679,9937,4484,11089,771,10896,7513,19392,18913,5872,8562
180,11087,12341,2836,7907,8381,11986,19721,5149,15847,7373,563,7970,1174,4730,9207,4624,9418
181,899,18756,5587,12437,11839,843,215,13863,17230,11004,19309,2344,5134,17600,248,8940,2405
182,16839,10686,4987,11144,11136,16258,6351,6041,2379,2129,3152,3075,1631,17876,17039,9010,1306
183,10256,1359,8516,14699,12848,1110,1943,10836,8016,14334,3210,11176,4986,13635,19638,8221,12691
184,2121,9152,7724,2852,14999,15972,14797,12250,18343,19983,13529,11440,13618,14523,2040,9872,10591
185,18601,16719,5665,16982,2754,9829,8605,9858,7226,5146,12633,9209,7414,17110,9025,12465,11676
186,17413,10843,13821,7543,9424,666,17803,14497,15302,4524,15366,9391,13731,6602,3136,2581,298
187,9460,1181,3013,13375,4734,9374,3023,5476,9937,16749,7632,15834,1669,16557,12197,15453,17241
188,1214,2426,5389,13948,4776,17593,19307,283,12062,1356,16166,3402,1146,11636,9689,7180,370
189,3146,1293,18592,6863,11341,19938,19963,8188,18255,16352,2404,1643,14499,7299,4165,6857,1440
190,19604,14605,2137,5375,11690,7396,13075,14630,19594,17532,1647,4847,12073,12557,15447,9141,16367
191,6709,13687,2791,2506,15158,14930,6022,3258,10902,11715,5710,6765,14740,7070,879,17033,11218
192,4868,19729,6150,4050,4801,379,5699,7722,13710,696,307,14236,9285,13427,283,3551,17983
193,9161,18943,3782,18150,15851,6235,2737,16904,12199,8259,16179,12406,7353,7612,15100,18215,5169
194,19811,19374,9938,19140,8966,4436,14344,7815,17169,8330,17227,7192,7875,9890,6944,8923,18855
195,9378,2692,6727,10044,16544,19749,13179,13905,19148,17234,8300,16533,11688,2328,19679,13549,2954
196,1941,6333,19450,6264,3743,3558,4871,10251,3586,18566,6984,16711,12752,2297,4697,1334,7846
197,5600,15668,14043,13539,15389,17957,19804,2453,10086,5862,15854,5333,4871,12834,5284,5999,7094
198,13575,13001,6464,12401,8041,13389,12540,16932,13680,2362,10218,16331,241,19469,14033,13734,10174
199,5439,996,12129,493,11058,18044,12124,5148,8327,13002,17476,3123,19112,9428,8127,3399,4079
200,16983,1550,16881,2339,12444,4504,7019,12285,13356,6680,16328,10127,7171,13011,10405,19709,14804
201,11738,9980,15718,10853,11249,4936,4529,17467,1814,19957,8282,16806,7749,18824,17940,19451,10581
202,13676,16649,7362,11135,19677,11595,8040,13158,2583,19844,14951,10794,6372,19707,19310,9864,4522
203,7912,8106,7261,14584,6088,7720,9529,14440,9290,5123,2409,224,4667,18605,17825,16490,15824
204,1726,14852,1702,11595,2263,4865,17829,16712,16090,3434,4248,17840,17660,11211,13427,14813,12230
205,18784,4573,4300,13203,5028,588,12389,19243,4654,11541,19537,16573,5793,7270,13682,426,1133
206,16156,1740,11583,3618,19539,3438,18414,5201,12535,4407,19010,14575,10985,18321,14098,4288,15236
207,4987,14957,16347,14046,2739,19840,6632,17750,16356,7786,18148,4394,14423,2430,1920,3036,4721
208,5518,19103,7502,1890,5224,15327,16060,11618,17471,3410,519,19247,15673,271,1620,11582,13595
209,12458,7065,1608,15903,15345,5962,2228,2634,2994,5672,6206,15980,9658,7684,1956,4831,7310
210,16498,12576,1593,10187,4039,1225,18031,2675,6822,16500,17041,14554,9962,3742,1804,261,10895
211,18777,2582,7533,17695,11739,2167,2807,8118,5489,13120,12171,17525,7804,18621,5042,5853,3024
212,15892,4640,493,14061,1154,12119,704,2139,9931,7184,252,6596,17654,15347,17329,10323,2143
213,3246,14170,1930,15475,7391,13149,18011,4553,1763,16996,9502,12449,3961,12528,10345,17023,14110
214,7873,15334,14167,15638,4401,13054,13176,812,8544,13041,7769,7116,5643,14066,16701,3476,564
215,19356,607,9423,18903,16491,15345,2781,18212,14651,13404,13200,9663,6179,4294,3024,920,9804
216,14105,8197,569,11340,13460,11651,19204,16400,15318,16797,19927,16850,8915,4855,10824,19926,8858
217,13966,7025,18095,6333,13279,11935,11567,15280,8948,14035,6228,12548,14284,13926,9340,5835,3487
218,12006,1071,19591,15057,9620,4060,588,5153,4388,2503,12952,13840,1628,1286,7746,1702,15694
219,19852,15700,607,10692,3048,11355,15807,17603,5741,12312,18440,11010,1523,3393,10932,12132,3694
220,19755,16577,8258,2443,9541,3726,15587,2649,3062,2189,11742,9428,13993,12774,640,3827,3967
221,11265,10484,16211,7515,9340,18362,9905,13047,4936,3220,4321,14910,6580,2751,4161,1514,1315
222,19522,9744,17824,10305,4497,6799,6725,11076,13502,14921,5241,16688,17774,7743,886,2790,4276
223,18179,16825,3022,8047,11165,7862,7409,3399,8876,16370,18764,15508,9679,10368,1942,7986,7355
224,18195,1447,9795,19058,16147,1857,5366,8916,2205,6525,9822,13876,15447,3403,16477,4330,8373
225,3167,6961,9130,7659,18920,12449,19300,18870,10941,11534,11535,15770,1691,9330,13778,9594,14854
226,8547,13133,10711,2562,10553,19343,1271,4556,4406,1386,13686,6296,7303,5910,6252,5650,10275
227,6499,926,12533,19448,11591,10433,325,12775,18201,3307,4721,10548,10852,6757,19762,462,18974
228,3910,13280,8888,1402,15658,8541,9120,16846,16557,14397,5610,18114,18337,9551,11346,16426,3571
229,5130,18478,13899,7603,10371,18641,3480,14461,11863,208,5312,11989,17574,16696,3191,14014,5413
230,14685,14107,8851,3548,15955,3632,479,14730,2941,8306,6651,14751,906,13890,6457,19575,16261
231,6270,13570,3620,6631,2667,18981,8692,1539,15443,13668,6556,12755,9571,11559,11725,12664,11191
232,5261,13844,273,11135,9471,11386,15081,11473,10159,10398,3207,7450,5488,14482,393,11508,19706
233,2362,1151,4514,4519,9842,1185,2004,7784,6288,3331,2083,11884,2691,1898,3521,2896,8951
234,18333,3415,17150,6596,8719,4581,12626,2779,17814,13134,9388,15964,14374,11608,8358,978,4294
235,17862,4194,17035,18476,2897,18978,18470,12956,12737,10291,11987,13754,3861,7912,2947,6151,192
236,7133,1049,4459,10980,137,13654,9405,7841,16012,13677,2982,2061,8432,2948,13433,323,3036
237,12482,162,5355,6705,5502,6395,5873,5719,4327,15852,6007,12544,8111,14283,19987,2934,180
238,12462,18363,17204,11636,10631,4473,11295,8187,16607,8966,6465,17471,2607,3050,8139,1358,15110
239,12656,15053,18867,2314,13313,2305,16843,13976,16021,18405,19021,8314,7494,1913,7794,16812,14552
240,13076,14344,17224,18932,14037,6327,12752,10057,13833,14383,3263,3780,18243,14528,2144,18381,14312
241,14179,1413,5840,13547,1115,1552,343,8737,11205,7438,16064,9672,13491,5167,16744,3491,1489
242,12309,19738,2948,7514,17917,4821,4259,5327,11450,12993,17286,16784,3313,14098,19329,13818,18383
243,15621,18922,7091,19188,12593,18711,11180,270,19989,11474,10335,6056,3203,7358,19400,8055,10924
244,18369,7927,19507,7066,7090,14376,7444,11608,17144,16346,15672,5943,1149,570,4585,14150,4028
245,14624,13898,2796,12657,2421,3733,7939,17146,12054,9430,3379,19559,9391,17559,8335,1168,4452
246,5860,14875,4610,1825,9386,5144,19569,5438,14426,19117,18039,6105,4825,9870,1562,19608,8547
247,6427,19833,2214,11316,10886,10534,15887,14779,9957,10359,16920,10542,5699,17409,17512,1506,18704
248,18510,17848,12614,1273,8535,11134,17259,14979,8449,547,12566,13985,14146,17660,3871,19899,19712
249,12826,950,6411,3203,15379,7633,16248,1337,3755,15470,9951,2757,13868,1230,5330,5531,16559
250,3362,3935,2125,1075,17907,2382,1235,16990,16080,3164,5647,10077,16606,10317,6627,15065,4190
251,8881,8365,12729,18587,6347,5615,5981,10928,19664,12242,9346,2596,11291,12429,518,1977,8495
252,9159,2773,4070,10062,1541,17035,1589,13808,8621,4173,14558,15135,7906,4143,8231,13251,13187
253,6914,17071,10558,16788,12628,19740,5479,17872,16720,8907,1267,12186,15833,7679,18437,5998,6691
254,7136,4022,12847,14897,562,18596,14800,11758,13773,18701,1279,18606,9160,17752,1634,10709,1035
255,17844,17256,12267,19732,15136,2490,8819,1433,18622,6987,1260,16228,2005,19649,1187,2351,9694
256,18627,9421,3069,13447,11080,11457,13476,9153,3067,959,10821,9599,3877,8034,4304,9470,19820
257,6065,3763,15285,2705,14129,11942,11865,12656,13309,11282,12351,15270,7698,12565,16006,4921,9381
258,11114,3189,15682,6563,19680,17831,18931,197,10516,13391,1266,15108,19993,9297,4080,7252,19042
259,14981,4397,1238,13720,1293,7324,9253,17215,18234,15365,1780,5064,6309,10088,13934,9519,4639
260,5683,18770,8509,19629,11434,11220,11324,5385,4847,17181,15924,14123,231,13772,5864,5733,18473
261,5267,17727,15290,406,15344,19557,2217,5333,12991,19848,15307,16607,15023,7178,18166,19786,5359
262,14124,18907,18532,11664,9620,12836,16531,15632,5617,12795,1319,11566,374,10066,14556,3674,14283
263,15944,19345,13032,19070,9280,10072,18824,1712,17028,8813,13483,19929,1242,11323,4636,2713,10181
264,17035,14588,2076,18588,11143,6455,3949,7856,13734,1451,5289,17714,13486,3353,17444,11855,8582
