"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015"
81,13425,2938,8810,14231,16213,1325,18612,968,18710,17722,5419,9809,14268,13385,7537
82,6280,8414,11243,6886,11940,3840,8529,14192,18649,9772,8487,549,8605,16352,17403
83,2922,7436,19325,963,13066,4284,16450,18187,12846,3868,5235,3478,15963,4933,8401
84,10083,9228,3984,13354,10919,13330,16510,18656,15965,957,18088,7531,7811,161,18367
85,14841,17667,18423,14615,605,19503,643,3253,8793,8290,18408,5200,17739,17254,10672
86,14272,1766,2694,8091,1942,2903,1964,4424,7029,2628,18874,7870,16085,16185,17343
87,2238,19252,10375,13898,6883,15165,1255,15291,1919,2472,15724,2344,12646,18086,11678
88,4860,14950,12872,19064,2584,19955,19827,11809,18686,4935,4304,10567,433,15069,8991
89,6533,13101,14635,5379,10543,11814,12725,11700,16333,14613,6710,944,13172,14210,957
90,6923,811,17427,11768,10218,2531,11336,3336,14166,5363,3566,8341,12891,10966,3097
91,17565,17184,12160,11952,8971,11963,3835,9555,6175,18034,3230,8199,17712,19608,5810
92,14633,208,4718,8877,18842,4400,17189,4866,2898,16909,15571,11782,8280,16772,17804
93,11376,6759,492,11280,12844,19615,6743,13529,2699,13551,1643,8882,8121,11147,238
94,5893,6289,17945,6256,1653,14272,13430,7236,7728,8133,17478,6089,9863,12651,9403
95,13420,18660,1986,5005,18194,9924,5404,1734,11754,16095,12646,19803,4929,19818,11597
96,19640,7358,11882,15459,11304,3653,3049,12373,11378,683,13078,6220,6659,18358,8482
97,12994,14846,7951,122,4718,17709,12894,14200,12769,867,15350,12353,7751,12832,14782
98,12683,8072,10302,4925,1367,1604,1121,10281,4904,9864,9820,8394,17096,18155,16499
99,9739,12172,2569,2498,17267,12652,8703,17817,5066,19450,16501,10966,15752,14931,19974
100,9909,8030,7186,9402,9954,1652,4712,12987,8506,16594,16323,14982,10032,389,3326
101,18674,12564,5561,19459,6047,3281,14896,3016,7514,6065,18540,1468,3914,3858,14853
102,5118,15204,8830,19977,9170,7501,16934,11783,12395,1969,11724,1754,11314,3325,8745
103,404,1777,3752,16879,9535,5119,7248,395,13274,3269,12971,5226,13508,14797,15110
104,2809,18609,6095,5792,4973,8659,10428,5413,4850,9484,7939,1543,8187,15839,16059
105,4420,3263,14072,19589,7980,7345,5223,11143,16914,10097,12058,9447,18352,6965,13292
106,16083,11854,1782,18246,5357,9199,9201,3450,8212,14709,14398,10046,18716,4258,5708
107,10307,13191,6195,6385,9633,10766,19901,18777,1979,11557,11260,550,7094,19639,10064
108,2973,10000,886,4210,7783,11467,5129,19774,5951,18054,8786,2628,17269,10712,5404
109,10930,6330,7005,17919,16523,18951,2257,4530,11061,6429,13799,2124,6038,7068,13972
110,13675,3568,1784,13967,5142,9751,8647,14798,16572,9061,15939,9135,14637,1460,19498
111,2899,11761,2259,6807,15843,17059,4654,8671,2181,18618,10019,4272,9327,2086,4118
112,5976,7605,18849,17987,16085,18536,7095,12221,4733,6862,6573,8344,14425,10693,10292
113,7285,4893,17352,18096,13003,18842,17685,7408,10395,1672,9361,19324,11011,4488,18839
114,17211,3412,11477,15286,16745,13341,12033,10142,11464,3853,1766,17292,7088,6410,13784
115,19495,9615,17638,12850,1292,16130,7427,1031,4707,7808,15587,890,16726,757,13116
116,14080,13828,15523,256,4564,10881,3131,12669,18143,6800,19140,3988,13415,16355,11002
117,8718,5496,13284,8467,19679,9098,2198,9035,5331,10029,4085,11942,361,14104,10514
118,1071,11230,609,10411,15776,2675,15882,15126,8965,1356,15984,14660,14624,11650,15321
119,7540,7142,13617,16228,12303,4682,7974,19697,16729,3628,13903,7282,10959,3516,713
120,16384,3484,1497,14300,11960,16093,6213,4044,2785,7046,4617,5181,13453,11750,5694
121,9429,4545,3146,1230,7058,16425,17089,490,12387,18744,15515,8341,13468,2205,15143
122,14531,413,5090,9436,10606,15472,694,15450,12189,17267,10372,3919,301,10891,1387
123,9803,12190,17677,5677,12173,17987,15325,7398,3664,7910,10723,15917,14614,684,14100
124,16249,6441,3403,10296,9579,10931,5871,15553,14063,13410,6669,5837,5365,12876,17037
125,11835,13970,12206,9808,4021,16793,1792,14341,18708,11256,3450,11271,10684,16331,7396
126,13907,7675,5105,1257,5011,9125,10723,250,12311,18116,15726,16694,3218,18467,10688
127,11206,3239,10752,476,175,6416,12359,16592,10593,16622,16829,15241,17187,5398,11039
128,17301,15508,5443,3010,1111,12577,10778,13278,9604,11321,8730,2634,8499,12157,2938
129,11054,11808,3475,12496,1238,8105,692,11357,494,9904,19356,5642,2463,10530,10759
130,19508,6662,5513,14126,7988,1770,10114,11127,14188,16208,10920,18973,5104,9075,13500
131,7404,11768,10535,5204,19077,9771,11863,9564,8241,19658,7090,13064,18727,4093,8421
132,5087,18960,4128,4841,15207,18495,9873,16489,5779,4297,12079,5236,4711,8651,19872
133,18979,12437,6023,10465,3492,6399,10515,670,4935,4186,11187,14760,3288,16693,2750
134,17135,5637,7949,12546,5953,4715,11708,13611,5188,6559,704,14891,12353,17466,8702
135,12303,8502,3836,19486,10245,18034,8826,9518,12165,6931,6947,1657,4866,13008,13892
136,1182,10972,19832,2056,5717,3010,6259,3407,5535,17561,7424,2515,5281,1919,8882
137,10752,13865,13454,10753,811,2274,16291,11561,6772,6135,15751,4241,15491,11232,6678
138,9206,129,11696,17901,1872,12360,3075,16888,7160,6546,4551,3749,17402,6997,14371
139,5010,5727,16335,17868,6332,13655,1328,17899,16422,19827,8510,2959,7036,8319,7868
140,3038,8962,17846,18750,15792,18655,14193,3432,6913,1278,15010,3868,4288,9429,15228
141,11837,9081,6292,4075,1737,15698,14570,11485,7444,19062,1344,8969,15935,13739,16230
142,10432,19137,6973,13831,7039,1667,6535,2129,18571,2963,12252,4360,5566,7681,12754
143,6637,17215,19662,464,4419,2660,19280,9876,2086,7159,6748,14071,2720,3533,9029
144,9653,5946,10385,2475,16502,3162,5600,6838,12652,8333,3326,10413,3918,19172,12587
145,1092,16332,10453,12438,19665,3409,12142,18806,3565,13388,7482,18132,556,1668,1111
146,8404,7546,17081,19927,9813,5776,14528,14153,19482,4334,5194,1483,243,4381,13134
147,13587,11015,19381,11528,7481,4737,5885,15749,4684,13646,15102,4974,16320,9650,2875
148,14614,18200,19594,8821,14088,3656,16588,3862,12514,7669,19353,343,10208,9662,18507
149,13588,9521,7077,18019,9418,19458,1090,5034,13180,4052,14346,16661,14980,4206,12381
150,7712,2586,617,12158,14382,6927,5590,4167,12648,12674,10672,19604,8130,14227,3599
151,9798,7490,6114,6403,11239,19383,19223,15485,3292,15424,18340,15960,14751,2307,4278
152,6310,14736,13106,13730,19718,18691,4676,11394,14926,12660,2158,11274,1048,5108,6227
153,17104,18718,19606,11757,11964,9309,14505,9274,17489,7193,15049,6585,6847,8540,18676
154,10923,2809,808,6184,15078,1321,6042,8087,2589,18867,15941,11936,2459,11927,16017
155,8315,8529,1537,16820,14647,3207,12458,10017,6762,9615,7105,7865,537,3505,2880
156,3158,10611,3805,14669,7262,6557,9540,19764,6761,18919,19021,9544,16853,12698,16692
157,10234,1036,2783,18505,3770,3037,19057,19173,8412,491,15333,564,419,17393,9818
158,15672,5423,285,2018,8422,7557,18865,18678,16356,18210,10978,13884,5508,11597,17768
159,16239,812,11841,3218,16025,16680,4468,10680,18325,627,600,14227,7787,5890,4148
160,7966,14136,11535,19261,9746,19695,13488,11037,12847,12089,3772,8498,3006,1216,7866
161,4864,10808,14815,1943,17556,3145,1031,10261,17442,9199,786,6617,12522,18015,190
162,1983,10238,4278,8091,18564,8901,3380,10251,1178,18963,4332,10957,17782,15198,13006
163,5342,10293,2684,11184,9303,18441,14347,9914,8887,17654,12224,6318,6790,15270,19602
164,9942,5245,8988,16087,14530,10776,3360,2598,19190,8526,18745,15937,15473,5452,9222
165,7160,8676,17011,8580,714,4732,14734,14005,19747,18665,1523,16436,12345,10309,12015
166,8168,19129,10157,10160,10424,12738,4491,11928,811,14320,514,14877,10542,15817,3979
167,1038,16870,14168,11436,4361,14514,13885,11602,12600,15095,15800,752,18504,4868,6658
168,6930,15737,8705,10309,19633,4728,15839,3305,16633,16205,10985,1208,8618,17954,18113
169,13035,9836,10176,12827,17519,352,13853,17831,12492,13276,8186,18901,6088,6790,3978
170,13784,9181,13376,11345,13124,9724,16637,10947,9948,11240,8724,14770,18863,18390,19492
171,17243,12078,17851,14112,17888,17733,4728,2997,12377,6054,18028,16276,14058,4692,6901
172,16430,6046,16210,5277,18326,5892,7681,12909,15679,4769,16525,17495,13056,3223,6825
173,19514,676,3965,10268,19119,10642,3618,15826,2250,13108,4869,6400,9892,15775,11442
174,14942,354,17941,3903,11091,5237,6361,8744,18647,17157,13784,1133,3250,15788,3401
175,1411,8588,19942,11860,19781,13038,4860,9178,14617,16032,8110,14365,16802,6947,13855
176,13144,2959,6972,19442,13235,3039,2577,12836,10369,10278,7616,5609,1784,15745,15646
177,2096,19335,19959,13390,8092,14972,2482,4122,18868,15739,10567,19558,16964,15429,12769
178,7660,10728,11427,18446,1370,8296,6167,2836,5459,18596,2253,14136,10789,10162,14799
179,3097,13518,13205,14204,2501,1211,2651,16543,13620,11351,7761,15673,2023,7212,19620
180,4163,2171,2455,10466,14921,6578,7511,11565,2673,12575,10135,18146,13477,12655,1119
181,5154,14361,5987,12409,3829,17081,12842,10244,12886,18698,14602,11806,14598,5574,5138
182,14487,4894,2526,638,5196,17147,499,6884,12008,15140,18257,756,767,17871,10377
183,13412,11066,6024,6006,8655,17976,17726,19049,4728,10518,1907,396,17703,11058,9728
184,19343,2466,5427,19483,9664,16050,17712,11830,10943,4073,3624,14705,19370,5008,4606
185,2008,17446,17123,12443,863,10589,19783,17173,5263,11145,6198,1982,19298,5533,8781
186,832,6441,16939,14815,17103,4992,3700,6822,7673,4828,16052,18482,4287,4007,19142
187,109,3454,5448,9683,838,7532,18560,14440,18449,863,18644,14707,18206,9888,11587
188,5106,5600,11203,6850,1383,19801,17868,15791,5054,11962,10902,11528,13595,6531,854
189,17625,2420,11222,7387,7803,17951,15597,2978,10375,2940,8778,13869,12090,11759,7192
190,18203,3262,4689,18689,12939,8528,4794,10022,7495,17075,1473,19871,753,5141,10743
191,3990,15018,4017,3403,1259,4568,18821,19996,714,8770,19923,13779,11866,17595,16729
192,1146,16461,16396,6829,10747,1017,5541,2387,14919,2710,12573,6000,7291,7908,3054
193,12852,12557,18122,12324,11008,18475,19192,4695,17785,4033,6871,7212,12649,6116,11617
194,7385,12170,1102,5865,9826,11433,19453,1614,19455,10612,11385,13980,15332,13620,19810
195,19112,11261,17088,11106,10917,13795,8084,4709,13178,8414,17170,3333,3288,15287,6014
196,18738,11244,16609,15947,17358,15073,10597,2385,10233,2997,5735,9360,12413,3175,5638
197,13775,18199,4369,8094,19575,15438,10042,6737,12682,889,15181,18671,16495,15199,18777
198,5609,1024,2675,11417,18362,17145,18636,3862,6854,17218,16028,15995,7348,9113,13317
199,8381,14767,16990,18191,19464,9415,3378,9500,402,762,4673,6620,16914,12795,8040
200,6694,17839,1203,9828,14436,3784,13761,16196,2711,7351,414,6171,11321,18391,12851
201,15662,11710,12653,7060,2373,11009,8063,4808,7915,11406,1438,17109,15257,19631,940
202,12738,11081,18383,6759,12929,14451,15591,914,6663,4819,19049,8718,15718,16656,13551
203,17806,9685,19958,8997,18230,6221,18495,2183,2779,10262,5424,8508,119,14314,4627
204,7624,776,19623,18714,16175,3818,11652,7208,14753,2071,15012,1685,14538,19765,11813
205,4408,9934,12829,3061,1307,11214,8398,16281,18411,13375,15440,18833,3813,6648,15693
206,5421,19421,17115,7844,18814,11817,9353,15200,12272,8841,14377,815,693,1659,11731
207,6894,15481,4762,19559,13814,13186,3993,11844,4075,7045,4354,11284,2436,18043,15657
208,10490,19886,11164,13609,17044,12641,6594,2337,18202,11058,3101,10597,12408,13056,16160
209,11206,17561,14833,13751,3118,18206,13662,7056,1036,11616,11759,9313,11230,19201,12093
210,5149,1301,11254,5150,16603,4250,8135,16742,14796,18169,11027,7714,19496,7629,1440
211,14661,9582,8766,6406,3082,18470,7974,4361,16200,10534,4506,9381,5130,5125,7925
212,7944,12426,8343,16876,16648,5094,19056,7252,19331,13777,14176,12496,18049,19952,10387
213,226,9669,3072,5197,6760,6536,18596,9759,4686,8771,17680,15008,2762,6239,15849
214,10075,19841,18661,16783,3191,4716,4608,10235,2489,16875,17045,4372,18878,18995,10089
215,12424,5195,14119,9607,2376,11997,17286,6412,2907,11942,12586,11249,5806,18437,6180
216,9912,6899,6566,16054,6640,5531,262,19909,16695,1244,18760,4124,10365,1602,18539
217,7857,18185,7174,14041,13703,9123,15949,11990,12497,1433,886,11384,6047,10132,11532
218,818,18181,1247,10989,6433,16708,6194,6575,14639,16589,15689,17853,2688,123,14929
219,18302,6585,5346,18962,15296,16083,1381,10824,3607,9963,9142,3775,15901,8810,615
220,13577,7557,10010,7510,16326,17923,212,6115,1468,16113,2245,2828,8198,17911,10971
221,8480,19549,19422,12376,9702,10828,8860,8993,7989,8460,9155,1211,9541,7381,11334
222,1091,13960,7057,19054,14602,216,7912,11190,11482,14885,16607,18745,18139,16312,13181
223,4792,19740,9934,16112,5737,16773,12524,9366,8126,5923,1132,13473,4494,4352,18579
224,13554,12079,6576,13641,5527,1664,5425,14141,9033,14666,5174,18052,17613,10730,2339
225,18017,3993,13805,16385,8451,2828,6936,9607,10921,9635,6663,15312,1030,6194,9518
226,2483,2036,2730,8569,15042,16363,15793,1243,14118,14560,6353,11383,13875,8624,18879
227,16293,4509,14735,19650,7093,8682,2602,18307,2296,9836,18949,15353,11962,1685,16684
228,18294,16853,14968,19023,12885,1519,13670,2031,6514,19213,4085,19640,11336,9347,12703
229,3187,19244,18846,12978,8439,3349,2711,4561,4804,11665,17487,8798,7544,16637,18482
230,6342,2303,9719,15491,9401,17109,15898,18530,19357,17304,16161,10290,17540,16572,8036
231,3111,18486,6419,3714,3464,137,14221,15780,1463,3852,9407,5614,7871,726,593
232,16107,5185,107,1035,1199,8465,13035,3493,2520,1013,6710,16659,15809,8424,4112
233,6464,11590,15765,4632,2095,19824,15946,18925,18689,14809,16908,18296,13998,1289,7270
234,16937,19932,6448,16022,15890,15288,16864,8569,9748,2986,19542,8720,2701,14357,773
235,19326,13744,5854,7039,16539,15581,8660,2123,5749,6065,19121,13823,1038,16802,2498
236,1855,17378,12529,15531,5364,18524,7422,4734,4535,7560,4363,5861,14534,9266,705
237,13390,16417,8997,8342,6994,14008,5176,19238,15783,19542,9450,10642,19970,8927,13314
238,7333,13596,5709,13476,2257,17241,10737,19713,16420,18581,17116,2210,14530,8550,16355
239,13693,12502,3255,7795,12447,14180,3227,6122,17482,19395,13021,2452,12009,2747,10284
240,15220,10726,18665,12793,3121,7114,9314,4027,15993,1815,15965,11452,2794,5660,13980
241,7195,4811,10810,5613,7820,626,15518,18845,12793,18897,4884,9864,4247,19865,10229
242,15424,7848,15196,12544,3728,18202,7425,12468,6240,19106,13141,18889,5595,3046,12774
243,420,1280,8045,7907,143,7059,9084,11155,12593,4590,17100,19568,3462,7962,18525
244,16021,14193,1456,8619,11790,4613,11553,15433,3720,18281,18852,15024,7046,1884,6466
245,16548,19943,12041,16756,19347,15408,15673,13385,16844,19629,6359,6695,4619,11235,7092
246,4955,901,4302,16405,5450,12028,15354,216,18512,19381,19649,2636,8134,4299,15557
247,6494,9952,825,19617,19424,13195,1248,9929,13558,998,7866,19060,12272,16755,13794
248,12551,15716,8801,6366,15540,7881,138,19416,16872,7292,19548,837,13812,3480,17699
249,17260,18529,11885,17607,4808,7706,4186,16453,8236,9044,7048,5047,10471,9361,1430
250,11812,5235,11094,5811,3834,13935,19432,12326,18710,5298,19091,15858,12624,12822,2336
251,14205,4967,6754,16002,17595,7413,7765,10260,14196,2790,14736,15351,12783,14058,5369
252,12209,13890,11581,6630,6601,1164,1390,1727,15699,10668,3096,17159,12762,6219,18803
253,5090,2327,3651,16509,6529,13163,14538,17981,5424,11495,15623,16432,12693,3107,12117
254,4500,12177,19049,6101,2062,1164,399,1925,18124,13160,5112,8185,13750,15548,4259
255,19017,14443,9979,2355,5240,19977,16386,12182,3326,16338,3587,17247,19905,17879,7173
256,15172,10246,11024,2141,18781,981,11387,6965,7647,15206,8874,416,19429,1311,18792
257,9550,14666,1907,19811,18691,15366,12654,2925,2669,14642,11697,10238,13385,8461,18480
258,9262,16578,681,17893,14066,6252,3938,5435,19502,8620,6587,15336,13089,12732,11088
259,10872,11838,292,4248,18623,14189,12543,2668,10186,15852,8275,16305,11799,2444,10262
260,11551,5401,10353,7710,16119,3731,6232,645,1664,17660,12644,16975,6623,9485,14093
261,5513,16862,12825,17641,5567,19142,5077,5147,10666,5338,18710,1970,6219,5321,11713
262,3554,5041,11693,6815,11311,17329,7370,10265,4201,5750,4447,8330,8629,1192,14140
263,2373,10196,8619,2987,6367,2376,10451,14919,13303,2014,2196,6843,9195,11858,8870
264,16234,5872,2165,13430,4421,6751,6531,2706,12643,19172,15597,17502,18430,2500,19220
265,4540,3680,2337,4631,17175,3052,19322,15170,16669,18210,2200,9814,19499,8772,5818
266,13371,561,365,13153,1369,9163,18069,13172,5723,10159,19421,14309,17157,16665,8022
267,12442,8730,10203,861,18048,1251,19888,10849,19970,12936,3460,10863,3048,11065,10187
268,14658,15392,8956,6711,5818,19701,15022,8735,5023,7740,10406,19854,16384,12663,315
269,17222,16497,13438,14837,9547,6487,3416,15438,7547,17468,18306,13680,3024,5622,4355
270,1247,3350,18549,17526,7596,10352,3515,8416,13432,6022,2386,18082,6081,3812,7305
271,12250,17549,9887,9521,3263,9820,2270,10243,5213,6302,684,6377,1632,2403,14347
272,1519,10084,19625,17540,16916,14890,8807,17844,11062,17960,19901,18701,12294,6819,13862
273,3786,15331,4436,3621,3335,7264,17751,16300,2983,11764,6232,9838,413,4133,13872
274,13673,5681,7044,5450,11754,7617,2231,1518,7449,8458,5977,7196,6325,13627,11537
275,3198,16028,4454,9036,2689,9247,12772,1612,16417,7776,7572,274,6673,9147,17928
276,8497,19949,4386,5094,1958,10250,800,10768,1681,14103,6527,2919,6793,12085,10847
277,1806,16785,2667,6232,15833,2296,17693,19178,3128,1427,4782,7121,10442,15214,16648
278,1336,17194,6457,820,17715,13402,11495,18856,10719,17456,12542,14826,19151,15108,12700
279,10767,16762,16005,19450,13159,8195,14766,7230,233,6359,18800,18614,4350,17862,5786
280,4484,8846,18849,2613,11519,2112,1486,14512,15736,8694,16401,15490,7416,14314,12102
281,6990,17353,11583,7253,3791,17913,13092,3444,18492,3132,17736,14287,5356,19134,2270
282,14390,16129,19029,16107,3646,1571,3858,17302,12302,301,11373,9784,5354,3872,981
283,19243,5856,5950,13972,886,9027,8549,4943,13238,12842,3637,13039,6913,11678,10068
284,9028,1897,8011,965,554,10686,15321,5029,19668,13602,7975,15940,1269,10061,15922
285,7055,4058,3894,1275,6314,17353,13087,16031,17004,6248,12501,14685,2234,12549,4331
286,6376,12868,15052,8110,3865,12628,18554,3175,5196,10897,16606,18738,2233,10461,13550
287,19172,18813,15291,12663,18381,12946,11403,18965,15214,12089,18775,4332,17908,3658,15879
288,6263,18806,6309,5688,7357,2454,7765,7503,15554,1167,7255,19186,9559,15901,15164
289,16319,4348,7487,16015,14333,17622,7131,5379,17379,2022,10548,5783,4934,18988,19570
290,10874,17165,4347,5034,7506,11038,2316,1287,3148,15769,4713,4459,2451,3344,9864
291,12468,19733,3375,10528,19741,19995,3324,13736,10496,12752,1503,4636,17812,6026,8307
292,3271,11392,4021,8574,18665,18932,6635,6066,12050,19225,7742,12850,7396,3005,4115
293,13536,16906,4278,3882,3285,2947,12913,7335,14042,8955,16124,5400,12564,8355,11278
294,18599,13287,9172,15185,6262,16227,16757,382,15431,14262,8159,2595,15651,10094,4824
295,15690,12128,12476,3621,13570,7203,14580,5583,8355,12500,13981,18913,2830,19954,8933
296,7448,12578,5149,15491,9547,13014,18993,15459,10153,16585,13385,14375,17408,12894,6648
297,12112,12253,14943,13793,1839,13144,9122,16677,10055,15566,10873,6278,5467,12648,1528
298,2030,1451,12617,13361,12988,1826,16190,14340,16204,11867,15570,11916,19412,13606,9436
