"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012"
82,1536,11285,19968,11956,18384,673,2977,17005,10339,4335,1548,619
83,2131,16852,18622,17032,10129,4933,234,16925,7680,13427,16988,1767
84,3674,19677,2744,11605,1350,3457,437,13805,15497,10824,18273,10591
85,3717,694,19911,8218,19349,7731,6616,2121,15531,9382,11351,12450
86,2383,11511,8134,14230,14033,9074,11236,19066,7374,11483,8601,13141
87,4113,13895,4113,16225,19428,2364,18415,3494,19527,19140,9453,6807
88,8938,5290,2322,2082,19136,11766,15038,8619,15215,8589,14533,7453
89,12169,7471,1322,1824,2809,5620,9091,4410,14653,163,14154,10671
90,18336,15755,5797,12311,3323,2470,7026,2110,8878,8258,15147,14845
91,1891,6037,3474,10745,13137,18894,3107,5387,7331,4429,7113,1880
92,14154,9776,506,3619,207,15656,16777,14799,14268,7372,2966,13232
93,189,7231,2766,13777,11457,2510,2865,548,18577,14216,1221,7999
94,6089,886,8059,11033,4259,14637,13125,5266,3717,15789,9813,2511
95,13935,17311,15243,1217,7296,14359,13386,3745,13546,11048,11446,4510
96,8681,14061,1570,3624,7085,12404,4493,1417,16144,19652,3378,12830
97,11229,18677,14741,2451,2862,2146,5173,5673,12633,7942,2478,11440
98,8353,17828,7368,17574,12948,16862,14962,16682,9330,18698,9314,7148
99,17220,9152,6849,19306,14481,18178,19873,11813,11106,10477,11478,11972
100,7274,9018,7730,1082,9734,3373,8638,15679,442,3757,17536,6703
101,6803,7990,3379,8345,13958,1480,11966,3183,12461,19738,19870,19382
102,2771,3199,1826,18126,12443,813,8067,19976,7114,1906,2188,3144
103,17928,11305,2121,15669,13909,12726,1738,15629,2677,19944,19604,774
104,17053,8935,19405,5779,19285,8341,19583,8941,7807,1678,4620,265
105,15129,12807,10452,8351,420,4062,9983,6240,11973,3486,16242,19242
106,11113,1603,2149,3781,3498,19629,12779,2513,10748,5607,12695,13748
107,2297,13642,13277,11042,3432,1675,15591,1110,1578,11443,17516,14148
108,1925,8974,17272,8985,5907,11324,13579,10977,10635,18566,7471,162
109,4732,19763,2550,2662,17355,9770,19683,14637,9624,13850,19326,19311
110,2279,18374,2501,4124,6204,13926,10838,1507,14444,18419,2800,12917
111,1669,9577,12253,11529,4937,4962,12577,18632,6468,7809,6534,3020
112,11008,4774,18931,11063,11921,12198,2799,8973,4576,15547,8187,16645
113,3661,10148,6679,17674,1825,8725,10859,18326,9789,17841,9429,5173
114,19780,1577,3434,15934,13668,9348,7040,15914,19217,8511,5385,13235
115,10054,3781,15312,4539,14529,9876,5949,8779,9698,2320,1458,19610
116,1625,13482,13297,17428,14867,8308,18903,6446,15160,5460,3655,5990
117,15761,16753,576,15485,8092,300,2002,7120,5433,1362,8834,13048
118,15276,185,13817,8060,6033,6566,8998,15001,4859,3105,10897,1920
119,3583,9263,2444,4330,1284,11834,16209,19537,8640,19896,18015,19234
120,7203,10128,14545,14066,5594,11633,17432,890,16876,10866,15013,17895
121,4122,783,14757,9013,12019,6493,15834,3119,5139,5155,7042,7029
122,2986,11818,782,7633,16548,907,16756,11354,5827,12003,14951,18694
123,7820,4851,13949,3001,7972,14102,8105,19778,5824,15991,9350,7147
124,8354,11093,4818,10604,4897,8147,4921,6705,3419,12704,17806,17822
125,3121,18327,8391,4378,15779,15711,12541,6867,185,12343,7732,264
126,2158,8784,15063,14679,7637,4148,19838,17802,10728,16392,9384,12636
127,3687,498,5169,18544,13346,11357,11700,12750,12843,7175,10563,16692
128,11271,7942,6096,18687,18855,14381,10468,8715,10409,17377,15987,8796
129,8651,18097,13228,17523,7749,4501,16513,12512,3131,18549,3823,9999
130,2484,19287,8235,18845,13109,3106,13692,3280,7184,4880,3450,996
131,8072,14689,9669,4318,19031,16702,2618,12219,18322,5783,17590,14077
132,15425,10737,3704,6206,15592,12642,1780,14064,13181,7015,2684,3358
133,256,19933,4112,10209,5849,12441,11646,19989,3153,18597,17767,18065
134,2683,9994,19491,9884,5611,14174,3589,11209,16098,11096,3473,5578
135,1549,10492,554,8116,17549,4539,16392,11317,8420,2165,9373,6082
136,2964,5260,13299,7456,12551,3500,4614,17537,13115,5399,175,3580
137,500,1101,19185,8583,6924,12465,11860,2104,10479,18271,5456,851
138,19311,10436,16581,6772,11450,5675,16740,14885,5230,248,7527,19529
139,15471,9881,6990,11926,12864,17166,6134,11351,5267,4449,19689,18189
140,2377,16571,19251,7883,16611,12319,13649,16478,5922,8978,11145,15653
141,15487,9670,1037,12010,12748,6706,10770,6301,7090,3806,13189,13387
142,7936,18176,14061,4214,8445,2310,6052,761,17299,11964,10339,13038
143,13670,8503,13115,1078,16993,1730,13403,10915,12276,3430,19346,10213
144,19797,12792,14342,12458,4182,13763,2551,242,9406,19337,18412,5432
145,14433,18202,8931,17907,1209,1404,5324,3660,6751,8170,3106,6808
146,5755,7032,13042,3680,12936,17089,11663,5869,7156,8841,16468,5866
147,9783,7596,3159,9528,13904,14328,14406,8888,9665,2948,17847,17777
148,5181,5177,14299,19515,14541,13127,18447,16111,13674,13295,1523,738
149,6591,348,17850,17065,1760,18873,4268,10613,7956,14814,5410,14006
150,3270,1478,3834,18038,17964,5152,2698,8438,17777,13979,9313,13601
151,3528,19467,3165,17273,8458,18000,14232,1886,2427,310,3855,18877
152,2361,9641,4105,10912,5540,7828,121,9065,5999,17344,281,3300
153,19237,19092,14950,10609,729,14344,5517,18544,16588,6273,10677,17974
154,2550,12475,5135,14139,3546,10812,17363,11505,2232,8666,11812,13010
155,11755,14403,9635,17599,5860,13996,15930,10741,6884,6662,1811,17712
156,4631,17605,14680,16673,367,10263,17510,12758,11623,8893,13007,4271
157,10104,7792,7228,19812,16277,19702,16365,17333,100,6202,1902,9449
158,12794,16653,5434,18786,10876,5914,13059,3067,8749,10462,5952,13559
159,12150,11283,6543,8132,9664,17874,8990,16258,15467,2979,855,10454
160,829,1642,12555,19461,10258,12399,10745,10217,5381,9755,424,8035
161,7528,6966,17385,1596,5837,19967,6341,12646,8290,12993,19869,9058
162,19025,1284,809,14466,19856,4896,6192,9430,6396,5397,1371,14260
163,1500,15324,4504,4951,15299,7221,1005,15517,2533,9458,18213,9324
164,18747,6974,3426,5402,18430,17601,4039,1827,12133,9668,19516,811
165,12943,144,12609,19392,11075,1737,6063,14641,938,14996,12194,17740
166,791,15751,11734,2501,357,2319,15640,19050,16089,10280,186,18980
167,6973,2438,3664,3638,2170,11140,1972,13172,15033,9301,3868,1912
168,12224,3056,5772,18272,2404,3414,16493,19022,7557,1581,12150,3004
169,8709,19922,14292,467,17363,3763,3168,14853,16779,1822,7645,7149
170,17373,11038,148,2816,1012,13084,16671,18566,13978,19207,6666,14637
171,3492,3738,19141,12659,17518,8122,17937,6992,577,3023,4285,7994
172,2045,19863,6154,9875,10518,9693,13691,13654,8742,18310,3920,14254
173,15409,3256,12983,342,1410,11737,8695,11888,13844,15378,17831,9149
174,1473,19674,2654,10402,295,8261,15602,2112,9401,3340,15717,7980
175,15304,12079,16901,2533,12766,16321,10757,17746,14514,6014,7902,2434
176,14905,8553,7985,12708,14111,3468,12281,3517,14291,1964,5082,15551
177,6577,18452,1203,1316,1976,7600,7649,14535,7036,15794,9000,281
178,2591,18458,3605,17515,17170,11149,287,1849,9002,19973,12264,8672
179,13817,19494,15869,1935,1874,6962,10311,18182,7638,7030,13832,7272
180,18520,2715,19388,14024,10632,3839,9284,13993,345,8050,7312,1238
181,8527,1112,11303,1448,394,2911,4487,18887,6836,13368,4425,15237
182,1878,15256,939,9522,9445,19730,1771,13817,13027,18294,4107,18004
183,11584,194,17224,2547,17532,2773,2421,9838,16828,10375,15118,12712
184,14057,10881,140,18503,17486,2603,9390,6921,19979,8657,6102,9909
185,2773,14503,16166,9203,11558,8133,10330,2568,16296,3041,12403,5467
186,12325,12437,10555,5061,1757,3877,17269,16488,19640,13339,12365,10422
187,4659,18870,3976,6635,11140,17077,9266,19658,3366,10717,14961,16042
188,10246,2085,11722,17210,2230,11929,12783,12094,9917,16192,6196,2903
189,858,10296,11282,14848,12758,757,13114,17815,17151,14989,18612,8442
190,10704,9665,2576,10772,7049,6002,4184,4076,18764,16403,18137,4456
191,12136,6123,7061,11230,7468,1980,15945,9094,8356,13455,13365,11200
192,2794,17278,7270,12227,4901,17149,5041,7877,11588,13390,3290,14403
193,16975,4176,3072,2490,11358,1185,19728,2396,15937,14418,11917,133
194,16529,3589,1970,13639,12968,17839,15945,15786,10383,16083,11093,2923
195,2728,11225,10124,19987,2082,15014,16540,17062,9287,9101,2091,8852
196,4088,10161,3991,11491,1464,12608,11241,13140,6132,1220,1498,16126
197,3039,15993,7212,18240,11439,15852,16960,2857,16148,9767,17988,19581
198,4529,11435,10741,2305,2521,13509,11849,8401,7154,19766,677,11331
199,10429,16413,8140,7454,3281,3482,7465,8833,10306,10153,16168,15943
200,9192,16785,11777,10258,1855,16945,11492,12442,4493,625,19316,5913
201,8389,193,15173,19710,8431,1151,11087,3644,11546,5911,9970,1324
202,5279,16138,16314,4326,4484,3228,1383,13466,6850,8185,10792,18513
203,16672,10968,3256,18015,16157,7779,1811,3894,17000,19924,3915,15505
204,2476,382,7840,7843,4904,3811,4456,12870,1401,18190,9247,12070
205,6893,2130,2820,14764,14148,6556,9154,5580,6550,12612,4770,13889
206,5473,13307,12516,3045,15380,16222,16349,13313,6592,8914,15511,7580
207,1123,3899,19000,16247,720,235,7614,8176,5036,8441,13212,16421
208,11877,10790,6260,18389,13946,13269,6737,15545,3015,19528,15422,10318
209,733,7617,12886,13453,4017,10514,17640,18731,5619,152,18927,875
210,14891,3434,878,2802,136,14926,4524,16582,16682,15415,10163,4632
211,17905,6080,5108,7782,7608,3247,19168,940,894,17689,12293,18578
212,1050,16278,2683,12499,4158,2674,6530,5391,281,13147,8716,2577
213,15744,15200,15566,17890,18633,9657,6821,7542,1917,10296,3635,5960
214,10364,1437,11561,14655,18727,18560,7404,10863,10442,17108,5875,17962
215,8816,3559,9780,207,14686,14310,16523,5666,15499,12036,5933,1281
216,15700,14064,15933,12578,7161,11030,11963,15979,8023,15729,15480,11008
217,13746,114,10985,18472,8050,10697,12333,12152,315,14293,14200,17712
218,12740,5216,15445,15526,8492,12941,8840,11198,1597,15709,19686,17700
219,8032,5323,17939,16618,19742,19862,11963,19290,18802,16357,8029,5111
220,4245,16440,4863,18536,6882,14839,12208,14492,5772,5304,3170,8012
221,9484,8591,19826,19261,5691,1443,18929,530,7601,2353,11009,17471
222,1492,3107,13640,1555,17840,11824,10768,5743,7494,7333,8084,14092
223,2033,15777,14369,10837,951,15779,18018,19987,19015,8734,13706,7343
224,2316,1047,10283,1624,16773,298,5688,12772,10920,18617,9091,13664
225,9685,16647,8451,18790,13343,5662,13866,9033,7962,6527,12327,1947
226,14146,4618,11802,5582,11513,12550,13260,4362,10182,17343,19513,15751
227,7836,6910,2978,17394,2939,6737,2254,12179,11458,484,10737,7080
228,18649,13393,14021,6115,4311,7533,16945,17790,14636,5799,881,10911
229,11551,12032,9954,19893,7708,12798,1438,16345,13505,17997,10731,11405
230,17678,3211,17150,5415,8207,5002,17443,13720,6543,17720,7162,19420
231,9901,4052,7002,1085,7130,776,16058,11293,17122,6202,5101,1373
232,9019,3267,8778,18622,10069,5283,6046,9704,15050,3444,5208,9593
233,2444,17592,19295,8564,17817,17668,1892,8268,2410,6309,7110,4035
234,11632,4641,4282,7751,2700,669,15053,19471,9301,18018,3389,1028
235,5141,15124,14106,3783,17192,1733,9312,6228,8189,16757,14462,1641
236,11318,8246,9634,3724,4877,5879,6787,1298,9485,12608,6659,16052
237,7256,10388,6561,10107,14877,19231,15253,14373,16254,2109,5641,19667
238,8472,15112,5763,18684,19817,19354,5450,19770,17880,12650,3102,6718
239,7763,9529,17192,16550,12084,12033,1467,3637,17167,6681,3391,18728
240,13478,12303,18988,6642,11624,19781,7068,12386,10142,9680,6469,15460
241,2857,6751,3164,9141,10440,17895,13765,18469,19705,18617,7424,7417
242,2857,16750,6830,3159,10512,507,4460,2652,15642,2191,12069,10041
243,8432,16318,3462,2421,13201,2815,18118,8584,1258,17407,16384,16132
244,12913,15561,5718,15052,11550,10329,901,8105,6856,15428,10155,15149
245,8229,9046,13127,15381,14260,4887,3851,4762,10820,16108,13976,11535
246,15359,11455,16837,4504,13140,433,13650,16049,173,9049,14570,17842
247,15152,13827,7571,5342,17531,13617,18637,4829,7765,7338,7309,4675
248,6336,12620,6256,11608,8884,13287,3403,18605,4515,11365,15692,18789
249,15041,309,18355,11676,7171,15693,10527,4983,1885,6055,18173,1567
250,9668,6990,15152,13136,8502,10735,14642,8432,17336,19356,9647,19092
251,2805,13376,9148,19896,16013,15177,14066,18780,4219,19315,10019,17233
252,5676,19752,325,5271,11335,11089,16902,13381,11791,16870,12884,5204
253,9500,18397,11870,1793,3007,19978,8838,5912,7818,7050,16079,17140
254,6693,13168,11104,19084,9419,17305,8516,8335,8969,2737,170,16088
255,5622,8514,11891,16569,13597,6257,14933,10602,11775,4281,4503,18307
256,7019,12051,12611,8351,4533,13335,7980,7697,17481,7026,8844,14637
257,6335,7774,15585,10081,9650,903,1741,14260,3421,14642,9260,19786
258,5448,4495,4631,7144,14195,10591,3418,5355,9731,2286,19858,246
259,549,8561,15387,13378,14924,8023,4910,12600,2026,11597,17415,15405
260,4226,5936,6177,668,9955,10889,1538,15993,14375,12822,15579,3245
261,11241,14961,17983,7993,649,501,4140,11016,16069,2434,5936,12428
262,16781,2585,5351,7060,7073,12391,3804,19599,9806,10720,16282,14911
263,3487,637,17503,14086,11485,14320,15943,6983,17050,7674,765,1248
264,3499,17946,13255,9155,9327,12526,18596,19017,16674,15599,6395,3160
265,1288,11647,9452,19208,13041,8258,6358,12961,7328,7119,7848,13650
266,2005,1423,4706,10207,5773,7442,9110,17187,18670,8553,2828,8768
267,19208,6851,6722,12760,17358,15742,6856,5838,4833,8611,1674,11529
268,11208,6218,238,4537,10719,15442,3990,18640,786,16416,12467,2401
269,3904,10279,1752,5696,16067,19204,8316,5684,11644,6119,1294,12909
270,334,17217,14821,19658,13426,10966,8077,15609,10273,1754,2792,16634
271,7295,17711,15792,3872,9577,9704,680,9037,1106,11148,3644,13303
272,583,1970,17278,7792,1193,11415,11753,2923,19432,18457,5366,12279
273,12836,7126,10269,14968,18760,8445,15794,16205,18646,9313,15383,17504
274,4824,14531,14499,15501,15665,4678,8548,16071,16230,14392,7207,12639
275,6014,6207,13705,5521,1606,15149,771,1924,19748,4219,2831,2383
276,8275,11765,9493,2791,1992,10061,2960,1325,8865,2334,2663,3047
277,15494,5126,14122,8026,10829,14691,1799,18515,5350,15521,14616,3398
278,10270,12576,7723,8618,8766,5623,5642,13032,4906,17712,8062,3239
279,18272,10581,13593,2438,5036,6069,6577,3587,12902,17283,2647,9778
280,17738,3099,17769,12189,3238,6847,1858,661,7327,3845,3556,6242
281,19432,368,2893,17985,2465,4315,11207,3706,15306,9677,14137,5382
282,13399,10684,17753,18019,3782,18225,9250,1405,17552,19424,12985,9482
283,4547,7013,2549,8397,10655,8260,11373,16455,2438,14907,13539,297
284,15092,12216,7475,665,13651,17487,18409,2520,13724,11917,17222,14831
285,16508,9892,15771,19160,17519,2415,1259,4341,4531,10769,18111,17748
286,10975,12948,2976,2148,15382,9533,763,19026,5758,7341,11090,6018
287,5942,2836,12842,5166,4941,16545,4214,8246,817,19195,524,12608
288,4004,5892,13882,6953,17177,8802,16499,1369,3521,2013,3458,13717
289,748,8572,1890,14140,19465,17146,16423,19769,7446,2743,3748,8075
290,6324,16886,1401,12111,6823,11710,16338,18331,17980,6480,17473,3543
291,16672,19700,16330,2295,6476,9678,13104,16641,11780,10986,2191,1846
292,13614,16519,549,10768,5158,12906,2118,1816,19248,2414,10237,19831
293,2304,18147,13580,6455,4195,10396,3669,6247,539,1894,8088,12904
294,12654,12846,5672,13040,5276,10554,12212,1793,2826,11036,5996,14689
295,4538,16882,13133,11098,6256,7192,7601,3079,3670,1535,2792,6229
296,7033,10179,6066,19648,13652,7783,13119,2041,618,9731,19792,4021
297,8759,12718,11929,13892,11632,14627,16481,15345,3423,7118,2837,7870
298,15950,18200,16732,11109,15923,17900,11816,9786,19842,1108,8879,14340
299,15417,13917,13875,9135,12384,744,5871,13418,3590,5439,14064,16043
300,12596,16552,9947,8297,12580,10121,10884,18374,11615,14151,5544,4003
301,9940,1770,5345,11881,16802,901,15766,5443,12219,12430,18052,2284
302,3744,7843,3482,5523,11865,2422,10871,368,19853,19514,5783,2073
303,2335,16469,16552,16587,887,8277,7661,7116,3883,14987,19854,7416
304,17425,12342,5588,19899,2935,19694,16350,10724,11157,18640,10318,16262
305,17277,16929,13535,8948,2117,1857,19296,19615,11914,5384,7181,3811
306,10456,10361,14911,18507,12935,15419,16757,3006,15034,17554,12537,3323
307,3874,6916,1642,5995,13018,13480,4495,17278,16219,15943,2838,3280
308,15083,12752,3898,431,13408,17366,10663,10535,11560,1372,8275,7919
309,17326,10674,2118,8810,14755,16970,6652,4377,19689,19445,18712,806
310,14466,12302,16560,10985,12066,10524,11879,974,2118,17883,2845,9866
311,13770,6568,11358,6714,7086,8641,4174,19729,7398,7157,8665,18143
312,10092,19414,4694,15822,10401,15585,8568,15050,10349,17333,10151,13370
313,4128,18506,14337,2511,15029,5276,12231,957,13830,1616,17265,813
314,14378,9771,4857,5547,1716,7051,19833,14187,458,2593,2288,15205
315,13132,5969,8867,18730,9779,2817,5950,13906,947,12668,9607,14480
316,11121,18046,952,17234,12537,2379,5376,9847,5777,6302,17037,3645
317,6799,12203,9034,16086,14646,10982,3977,10985,418,245,1307,8041
318,17396,19949,16581,8475,13826,13752,5403,4562,9663,7365,8467,15197
319,14105,1002,19385,8631,19450,1574,1545,14778,16477,12641,6790,8377
320,4226,12482,15138,15084,11594,2499,18749,6787,5166,719,11379,9480
321,11730,16201,17534,16868,7546,13577,1980,17756,10441,13133,7918,12382
322,14353,3488,9522,7690,4004,11494,17007,14324,11931,17340,16282,19794
323,15224,12764,279,16933,15439,15136,10263,3738,10650,12447,16015,11532
324,920,12871,17733,16644,16844,10949,4240,2112,4290,2863,12226,9109
325,8449,12396,1192,19232,7206,6648,12431,11809,5425,8163,4493,714
326,4086,13725,3619,9828,1008,18056,294,14095,16567,19310,16840,6965
327,7649,6431,12203,16766,10560,5138,1360,6679,18426,10460,10903,13537
328,15105,12237,10229,15870,11525,19463,7769,11010,19746,18299,7960,14910
329,11978,7127,15375,16458,13665,4438,18543,7738,17729,17963,3566,18753
330,5588,14803,13684,4041,4974,9103,2231,18424,14667,3090,1823,10920
331,3057,6219,6276,15666,11053,16869,6152,12390,12963,17851,5001,3400
332,16899,13001,5556,7368,7281,1572,12919,9275,7259,3714,4222,5274
333,15690,6055,6371,9840,4802,6939,8121,12115,3701,14776,3806,2266
334,19534,16543,11573,7886,12644,12787,7861,10191,16315,5223,13295,12175
335,2189,8102,3444,15175,19732,13594,15350,5236,13892,8446,9818,13084
336,9529,16981,13397,5297,10143,13609,18279,19635,649,12027,1713,13949
337,5722,14982,2187,10178,8539,13988,5599,437,16606,1528,19939,17775
338,6486,13313,11282,14629,16690,2085,6447,10962,12178,3930,9434,6622
339,1446,956,1958,19772,988,3555,1093,7525,15842,1496,3258,19371
340,19580,15353,5250,11022,11229,11829,9985,6949,720,9117,12634,19092
341,11235,16873,19680,5611,15203,7280,708,15407,3324,15919,14582,16016
342,6134,6293,7342,1876,12259,10435,12102,11177,11911,1850,18220,12766
343,2052,8911,8215,9060,10050,6548,2956,8016,16963,9200,19362,9964
344,5379,15627,18843,13141,5051,13790,10604,12537,16015,12923,693,17450
345,709,15817,3017,11684,11461,13498,1099,7374,16678,3612,7244,10380
346,9699,18328,5731,16336,15722,1200,2490,11995,6223,5366,15403,14790
347,13496,6868,11615,11873,479,10466,8269,11101,19579,19474,5162,10020
348,17396,5073,16331,5703,1159,17681,755,3006,176,8777,10453,3260
349,6584,6401,14389,3662,3107,11214,12793,12849,9861,4542,15849,13532
350,5181,16140,1417,13001,10874,17650,19192,15419,19676,2280,4749,17033
351,6649,11603,969,17987,2784,14401,11447,19935,14331,17147,18280,9650
352,18798,16923,1015,19772,9872,9922,18503,13542,16357,2796,9539,4184
353,15163,4322,16870,14965,991,19863,7267,4427,6812,3692,12944,15096
354,12753,17247,17268,10308,4167,622,14162,15106,9520,13836,4397,3073
355,17617,15020,17898,6677,5737,10510,19944,12667,10871,16406,4435,4886
356,5794,4039,10537,18688,14066,3131,9950,3432,8216,2254,9016,6024
357,8981,3592,11309,6957,4778,3114,18006,5337,15088,15385,18153,16870
358,2207,13477,19026,11604,19509,10558,7594,19928,6536,4981,6782,14580
359,9590,19334,9837,13559,12951,18145,17970,3853,8016,6255,7979,13926
360,680,15042,3578,6680,11760,13944,3849,199,1821,8632,11096,9210
361,10262,19384,11374,9377,15600,2561,15200,8421,2455,17352,17131,1939
362,11281,13865,4201,13462,2023,4160,5150,18793,15633,18045,3769,1878
363,6285,14592,7635,604,2669,13253,8200,4739,4342,11704,17091,6714
364,10435,1725,4835,9790,18549,8964,19225,13856,3617,9892,3086,18806
365,3726,16265,1144,19007,15631,19360,12783,2738,18268,18497,3684,7694
366,11542,18158,6269,4077,2236,10824,12049,19388,11685,10737,13639,1529
367,18494,10937,11919,6134,14640,3422,534,5141,16593,15591,9388,13868
368,14955,15757,14604,16306,3191,3200,11414,9433,4949,12048,2388,5398
369,16569,7588,18750,17733,1619,14890,5968,12960,5214,1374,7707,1163
370,13554,5717,6651,7997,18667,19336,470,14499,13439,18603,16148,3028
