"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018"
77,3971,14622,4440,6693,357,12979,11830,10168,4978,6504,15377,3141,1350,2510,2200,14762,19724,10622
78,19851,6471,9146,18778,10895,17727,4441,3668,5066,17780,5145,4061,6791,5916,5696,11023,13536,11798
79,9093,8410,2592,2426,19905,3239,15625,11600,19521,6316,7057,7308,7502,19668,5406,12265,7194,14644
80,8707,1430,741,9393,13990,1564,17509,6684,12669,5898,6239,11757,3513,16563,6706,6520,10211,15485
81,17026,14538,3761,14421,7039,16032,6314,15027,18163,2497,7203,17373,13361,3375,17881,13155,10881,9373
82,17293,604,1525,14503,18912,19722,5396,18132,19128,17299,9577,4325,3168,8574,14847,16448,18198,13835
83,14225,2013,11284,14321,6404,16027,2038,17493,18874,11009,15152,8475,1557,8011,13470,6764,10146,626
84,9160,14775,2410,14867,7592,4669,7370,10770,879,16415,6377,10417,19386,3787,10243,8625,16350,15499
85,11172,1330,18377,11329,8701,15996,17784,5427,6992,10103,137,13519,5278,321,1316,12247,2477,10501
86,12947,18549,15612,5228,6012,5049,3652,7051,12811,8742,13307,9688,19269,16147,11556,1009,296,12557
87,17756,17434,12098,18763,7062,5882,10722,8997,11701,1186,8370,14603,1339,5115,15207,14866,16137,15468
88,7817,16314,6770,8474,6798,10253,2907,17220,9117,11919,10301,11670,4400,15819,13850,12840,5485,9138
89,17894,18390,1701,13269,15914,580,6237,12094,17246,13732,6902,11994,378,17966,3361,14462,13311,17259
90,19784,19408,3535,9414,15590,2995,1162,1534,15181,19001,16621,3891,14409,6875,15292,18783,10761,19411
91,13321,9434,11455,4261,13986,6921,2075,2062,14353,7935,14340,9502,15217,6150,15437,361,15674,17595
92,14044,539,14762,5694,12625,4674,11415,19618,11865,18609,13029,8020,11283,10865,14701,16053,4033,13168
93,11751,12139,18076,10259,14637,11625,14194,8218,15398,6007,1294,9444,1756,12451,14523,17861,5891,13800
94,3109,15514,17756,16799,17221,12100,18260,15699,9671,13158,4654,5364,19327,16423,15535,15199,9698,264
95,15323,9380,3088,2390,10278,9161,5120,16966,18281,7443,10396,9300,10917,4694,1331,2655,12033,11232
96,9489,11777,9142,4203,6030,16041,1731,2160,2175,2514,11755,3467,14815,11414,14987,14359,15471,18426
97,17943,3180,16539,6182,16502,15960,1378,19860,14331,5946,5577,5187,18629,1764,2618,3960,16838,17248
98,3668,2880,7698,542,7343,1442,7920,18280,18742,6185,1965,537,17642,1252,2634,12876,12299,5119
99,7086,16895,15350,15774,1267,969,19575,2633,11708,5359,10721,14668,17218,8142,12103,7462,2299,5629
100,9964,3107,6120,3093,12052,11528,6255,8629,11690,10689,19085,9971,11499,12804,3632,11337,3456,13083
101,973,13392,12996,10345,6098,19410,17336,16536,8553,1666,19782,3345,12687,9352,19885,4283,8843,7470
102,4487,7612,12859,261,9044,19152,11466,9707,12885,15776,5164,11003,2382,19235,9072,556,8624,8648
103,4096,18347,17151,10960,7272,319,6601,13408,11908,11268,12735,3078,13448,8037,8464,8095,19485,3279
104,3424,16546,9384,17124,12929,5505,6574,16636,1209,12659,19488,5971,17292,794,3018,687,1287,11781
105,14339,6373,10642,1730,13473,7547,9602,10913,12123,10948,12154,4310,16861,15087,10503,17619,16133,3245
106,19434,10354,4437,4239,10534,8586,5977,6871,9298,1343,5604,5921,17332,19906,8327,18782,7569,9909
107,10832,8000,5517,11022,614,1506,2526,12746,15950,15397,6486,17706,16478,9892,1485,12904,15789,4872
108,6677,9921,17910,7740,2655,8030,17248,12674,7458,2888,17888,15764,18047,13932,14480,13788,10304,14396
109,12554,575,9438,4257,16205,16866,922,3671,17400,18089,4514,15924,13149,8474,17277,554,10065,4052
110,4965,218,1651,13228,19110,4468,240,10025,3092,8432,10457,6017,2770,2740,10477,13415,1388,11705
111,8850,15326,7271,8898,19242,15151,16090,19358,8523,5662,18874,11744,1660,1803,15073,11589,2580,18857
112,11626,17957,17987,9918,5650,13960,8538,12415,14926,15747,6518,3942,5648,13243,15321,17535,13560,18172
113,5919,7651,8049,16033,14378,1803,4269,6225,10989,17369,7840,6762,4726,16151,146,3273,16065,13161
114,2565,2118,5953,14836,6205,7659,16023,5023,19004,18368,5958,2302,18046,13482,9259,1649,18780,13725
115,8935,19218,6067,3984,10392,19931,13225,16363,8990,5176,8330,247,9560,2826,3052,6498,12974,2160
116,11320,11615,13774,6194,13365,2099,9141,18223,8585,19807,16268,1946,4797,9536,157,6311,9285,286
117,9391,5368,16397,9338,11116,16209,15399,17975,12663,12855,8110,5522,6948,13563,10518,270,18931,7280
118,14725,10464,17473,19193,7494,17347,12678,5741,9081,14544,2145,2625,18678,10271,9877,10622,16637,3952
119,7581,4906,8402,18181,3772,8344,18904,13066,5825,14278,16522,8789,10633,4204,10992,16316,12629,11570
120,14271,13404,11152,9283,8458,10637,2742,18223,13521,18592,178,4838,3752,7117,9778,2836,7893,2661
121,9635,6139,18156,4173,18895,14696,6139,1423,10321,19286,14288,9766,17859,2113,9922,2109,5945,16949
122,12400,277,4310,7157,3791,16966,7637,2362,6469,6497,283,13064,5511,10400,7393,11761,4446,1868
123,6336,2630,10109,18369,16004,328,13824,7555,1454,7754,19034,6744,4819,2266,18205,1210,16768,7073
124,11329,1435,10998,14708,5144,10043,4513,3947,1314,13201,10865,3366,941,7040,18529,4811,7943,19914
125,6486,12339,3357,12359,11868,16643,18539,4373,14712,18157,6914,7759,8961,1963,13241,13676,1685,16845
126,597,1302,6747,8822,3891,13575,15593,18901,4345,5960,6604,11553,17417,5760,15560,19163,13973,19209
127,13992,3046,17271,2076,4471,520,4922,9457,1292,7696,2789,4883,4098,5622,11181,13231,5005,5344
128,13925,12647,3576,10954,7549,18492,4080,3270,1612,1824,19773,18749,3065,14653,14023,12930,12261,4690
129,19751,4070,5109,12590,11065,15052,18182,5721,6624,16613,13885,11597,7488,16167,2747,13338,1938,7481
130,19904,5010,14164,10652,9689,3103,16573,7875,12473,16580,14800,8902,1442,11440,11474,16280,3591,12673
131,19955,19596,10174,10780,8927,12697,3857,9047,15762,12739,11001,17942,11278,8343,11523,8099,16552,10844
132,8160,7631,3249,16337,5535,9245,6426,4517,8897,19692,6458,18645,13997,12390,397,3426,19456,5627
133,12135,5397,11279,15831,7727,8412,18445,16880,797,13105,3674,13061,1462,13167,1029,283,13467,6044
134,16931,10367,17154,5439,9781,5836,6188,15671,7155,15512,2927,715,14838,12062,11427,17279,3152,17313
135,12579,1629,9975,12923,18685,12446,13050,6631,2484,19529,9964,18087,9839,17500,3885,8406,4006,14154
136,9609,16729,5970,1191,8154,13640,19681,8925,16673,15400,15542,10104,15828,13361,6465,3266,14354,13607
137,4496,1940,7694,7047,1362,8260,15300,18385,16338,18364,16267,1661,5834,4883,15923,5648,8001,9800
138,6836,3707,7216,12797,16797,16478,9592,12978,16791,11792,17471,3124,7394,2878,17577,6723,14305,15292
139,1883,8769,5677,12330,3415,12408,8462,8814,5271,19165,8880,3902,13136,8075,684,4479,9381,2135
140,1345,1521,3450,18981,12762,9421,6856,9192,19684,2685,11549,7314,1749,13225,16460,377,14127,18957
141,10679,7860,16779,15376,9577,4380,16694,12973,12823,6529,1801,13842,4031,4651,4522,14961,1679,8958
142,2980,10032,568,6795,19824,513,6723,16227,10117,8462,12825,3333,12182,15739,3762,4225,19789,13424
143,6378,8285,1444,1604,6430,6438,15379,3638,14956,10470,6712,4980,10896,18985,7189,16006,8289,10080
144,19796,17018,19615,15146,6170,5039,15558,16017,1319,14263,11043,14784,8442,9308,16672,8594,12077,14172
145,17415,10721,15126,8692,6593,3997,1972,9748,8860,7601,7188,17817,4414,7651,6532,12552,13039,4337
146,15182,7243,13998,18848,19983,12148,9457,19200,15425,6288,15090,8677,2259,9811,18526,2490,2116,1255
147,1037,8066,15294,8527,930,16910,531,10514,7099,12805,6974,11769,17340,11963,11915,8043,13161,6978
148,9932,16838,8525,9571,11240,14517,5978,3424,2933,924,126,12926,4899,12987,7543,16030,7672,15430
149,509,19190,5570,19784,13119,7579,10609,19553,14319,4279,7122,3580,3142,11634,603,12176,19294,15403
150,9142,15040,19808,17569,9535,14161,8349,14453,5447,1649,16977,18761,10254,10328,15296,11977,13518,18910
151,758,18991,9571,13862,12757,19636,8751,5639,18824,2893,17741,11881,13438,3505,14381,6906,2325,2833
152,19399,2448,4609,3170,11708,16371,116,19883,2062,8936,4376,18695,19561,9295,18044,6886,13207,7783
153,12967,2401,2557,8688,9948,14526,15890,15473,19793,14664,8223,9952,2479,17612,13350,10164,6373,6397
154,2085,15732,15640,15028,11870,11343,19730,6278,7840,9722,6830,9337,3477,895,5338,5645,10113,15504
155,7232,19100,11555,14321,17809,16676,2202,3366,1293,19486,5418,11599,10726,2688,15266,6627,6800,9577
156,17225,2447,7050,16782,5453,16119,1667,15377,16318,6116,7472,12752,4938,12626,7241,6967,2830,14585
157,7085,9710,4229,7578,9097,16670,2432,18596,11228,6163,3804,8985,14780,2648,13561,13376,15864,13989
158,1411,17880,13058,17765,14325,8194,9459,2059,4479,7724,17193,14550,1141,19764,4188,6753,12547,18737
159,6124,6126,8617,16578,7673,19476,18559,12588,13672,2778,17036,17491,1263,13756,1649,5917,8580,18158
160,13535,8165,13061,9192,18543,9712,19712,13097,3825,11656,9124,1576,12440,7177,7522,18587,4864,19914
161,18194,16097,4434,16635,17481,1126,3353,16201,11051,11380,10027,4742,6604,10458,4287,12806,2710,12734
162,16557,7585,4568,11616,6371,11958,15530,5219,513,2683,8252,15013,8432,10038,756,1935,19109,1901
163,8103,5543,12344,2642,2159,11789,12822,9622,10027,17505,7165,17732,19800,4261,13792,15452,8974,6792
164,16513,17855,13262,1657,8421,7357,597,569,15679,6971,9192,18388,443,17695,15102,10969,13553,18312
165,11280,1313,13535,3410,8461,16920,1530,15512,18558,11932,4380,13205,5822,16112,13733,10320,18101,11447
166,7514,18772,14733,10335,16278,18008,8040,651,17860,2689,17582,19214,13598,3889,5459,7654,6311,16372
167,3934,6178,6137,3397,3846,9897,4216,12009,16289,5175,5953,4856,4094,4347,7316,2614,13720,2165
168,19671,17801,12238,4471,5504,15128,9097,9852,16713,12937,8002,14424,12331,2084,12454,10097,19881,6223
169,16629,11828,16400,3829,17463,4174,6171,4571,19268,7511,11209,7848,16086,512,989,9017,12932,5791
170,14507,18539,12088,11463,17954,6436,3337,18763,18973,16865,3483,4580,9224,15194,15668,10423,10631,10285
171,7614,10865,14914,18133,11147,8995,17731,1634,17964,4349,19896,1017,19166,13575,555,16258,18784,12148
172,3124,15697,2197,17297,14321,3600,18716,1596,2951,14697,13102,14351,11971,16651,13145,17515,12520,12641
173,16623,6715,4518,9921,16154,8495,1547,2899,849,15962,9545,10867,18336,18081,18441,2708,1108,7207
174,3940,9333,3670,681,16715,6103,17829,5193,5521,14858,5790,6536,9715,2543,7004,9876,5954,12980
175,4382,16659,3145,9913,17654,3924,17903,4345,13051,18276,13277,12619,19347,15000,14276,15398,7486,9672
176,11877,7417,16413,16403,5229,6950,148,17009,10969,19364,7894,10859,16428,5725,5815,7354,6691,18189
177,19075,9826,10716,1313,13679,5554,8277,15570,5325,3723,6152,12508,11372,9445,6559,13658,9515,1152
178,8013,13590,10317,12952,17848,6069,8907,19096,12224,12571,1355,4860,15993,14100,18361,5846,17464,514
179,14164,11155,2350,19108,9299,13213,15105,18833,9997,4443,4099,7802,18354,15916,7065,11799,4953,6912
180,1487,3341,7044,12706,3385,2302,19098,14852,11240,18154,13060,17052,9932,7780,674,6464,2415,13681
181,3697,8159,19998,9852,11698,17067,18396,3892,6649,6944,3841,8746,2099,8452,4204,10955,7777,3066
182,624,7260,6874,12646,13360,19781,14573,5289,15661,9809,15171,11921,11747,19353,12279,13622,16421,14494
183,1770,17015,2835,1685,14015,7223,18817,18481,11059,6734,13758,6778,711,2451,4967,16288,1175,5091
184,5862,14465,5133,5441,14907,19206,15798,12588,9874,8215,14013,8111,276,12547,7427,8976,18101,8868
185,16259,15849,11288,2631,15389,13230,18490,2024,8912,8245,17636,16279,17051,16192,7670,750,9700,5274
186,5041,2488,15235,17020,18467,12316,11772,4998,10157,19402,16932,13689,16354,15840,6031,3329,9562,8579
187,6725,556,13458,12762,19195,16402,11640,6384,16992,7266,16205,9410,12306,9545,9478,6637,16952,15093
188,11579,17294,2929,9557,13312,535,6218,5289,17159,12804,6382,16369,14982,7776,15742,2473,9738,3341
189,11817,4900,11119,13310,18390,14711,684,8584,10567,19155,10178,4638,2585,16930,9813,12403,12454,11229
190,16342,6899,710,2156,4935,7407,13135,15091,16483,13746,14488,3811,8851,3363,9128,10566,1035,7604
191,12459,3363,4976,9038,16164,10821,9006,1475,9753,16507,10816,6563,11442,19363,15114,6382,9347,18871
192,6355,8926,11264,1378,12753,14362,5483,6048,5691,6127,14725,14565,19460,3694,15333,12526,9475,12024
193,7111,16328,13581,14740,1551,7483,8503,7736,11846,12009,15133,19897,13117,3446,14690,15021,17964,6483
194,4364,8497,17831,9623,4810,1733,3938,7898,10120,10442,17916,19247,8707,13249,12067,10954,7111,10764
195,3398,1917,15546,14166,565,8071,17137,13711,12228,16558,6263,13550,11445,3642,13521,9625,14470,5181
196,9706,6941,12645,6963,10884,1318,10683,10499,523,19796,19518,9844,10963,5978,11935,13279,3758,12742
197,3674,924,10403,19727,6617,4397,17555,19715,8560,10008,11993,10827,15323,408,5943,2810,5539,6868
198,15950,17925,13645,2677,1939,18311,4168,13237,3025,5072,2054,3314,3192,17352,490,414,13116,18880
199,4916,12662,15757,8104,4575,8640,7578,4717,7208,10653,15060,9781,3793,10260,15946,9227,7629,19708
200,18670,13117,7211,6090,486,158,2383,12744,12608,16173,8028,7291,9048,1628,16036,6620,17356,9276
201,14687,10781,13971,8074,9245,610,6219,3624,12080,13778,15882,6379,1099,10099,16777,17359,19285,13972
202,3719,17399,15839,18528,10120,13794,8208,11502,9318,17089,2440,8910,8199,12144,13722,5038,2391,222
203,7577,2045,1574,9455,4910,7217,19526,11337,4908,250,17322,4224,5108,12263,3547,6019,16559,1063
204,3212,17112,9767,3954,9425,19201,1305,18371,8056,11383,12117,17976,8452,3979,3306,16929,9381,14494
205,6594,9352,6744,12472,4694,16823,2978,9979,13779,12184,1422,8243,1622,8685,8540,11022,12777,15328
206,18638,10428,14911,13591,12891,12331,11784,17135,15096,19855,6755,16719,16651,15909,12748,9520,9518,12632
207,9164,6748,8682,8885,17804,18680,13427,9915,8688,1234,13551,13484,7974,12871,6732,11955,12530,7136
208,17263,8856,9640,523,8430,14492,5008,9910,2452,9505,2151,6457,3547,3752,17205,19224,18339,17484
209,14244,14114,9532,13519,12518,8508,3721,17578,15226,7194,17892,19287,7794,4689,12906,16494,16509,12643
210,1105,658,13342,2393,18465,299,9282,3818,5454,12245,13842,6635,18992,12277,8595,9030,15454,9933
211,9792,13211,14294,14264,7596,17049,10276,2940,9404,12826,2624,15421,16438,3999,15539,5714,16202,16363
212,7878,19890,10678,4330,8050,8567,8089,10866,17674,4255,2409,6466,16115,15834,4948,18146,18874,6329
213,15868,17228,8647,10866,18468,10531,16339,14237,19117,17853,14169,15065,4263,8538,18033,14027,5698,3169
214,10204,15276,14786,17203,14487,12718,2721,3922,19747,11225,14182,17790,12676,17360,12460,10328,10376,13092
215,14591,3438,13345,15688,17489,5319,6375,8208,14167,4962,19962,18911,11188,12571,18525,9155,17997,1410
216,12647,15500,8328,18412,6732,9686,1553,2452,14113,970,1922,9520,6783,8631,470,10168,18711,13868
217,1132,1863,8189,15880,18174,11769,5982,12965,14778,11953,15031,4351,14779,16608,18471,6153,14827,8518
218,5235,15498,18243,14154,5283,14547,5883,17145,5977,4597,18067,274,2560,17238,6777,17396,5509,14264
219,1559,14636,2742,19883,1066,19496,9850,3644,1468,5603,2490,3188,613,14401,14372,8828,12916,11406
220,2198,1760,5075,6892,4015,19597,18043,18843,10280,18482,15028,17601,8872,7140,1041,7164,4498,19681
221,9660,17662,17453,2943,14911,18308,4662,12112,16080,18920,9570,2682,16159,19420,11965,12638,6199,14564
222,15386,18456,9051,19504,11961,19910,17775,15592,1905,4288,7619,9618,8077,10747,3558,5607,15466,6319
223,8724,5692,6397,16701,5962,12108,7207,10406,701,12810,3948,2958,8889,8408,251,4758,11398,1524
224,7413,19163,9599,4994,1669,15563,19603,4509,7019,16496,2906,953,15221,7982,19475,18786,4477,12944
225,11899,5364,524,15318,13224,4037,1289,14921,12706,17010,4992,1369,3774,13040,13272,16690,8429,12659
226,1484,13990,3677,9596,10824,12794,1670,7304,8042,9854,11458,6222,12196,18748,2237,7085,1882,12357
227,16452,3182,3129,3927,15587,439,3939,16823,7836,2280,1386,8366,8057,10154,869,12024,14605,6801
228,3604,12858,1742,1866,12442,15384,2933,10030,11957,5479,8137,15888,16764,13502,11956,9624,6168,3780
229,254,16503,18233,4713,2597,7291,12296,12896,1694,12177,3596,13796,806,15702,104,5945,443,17262
230,3056,2002,5671,16866,1421,17724,4202,14971,7052,13097,16048,1417,14398,18280,5972,946,5275,6592
231,10187,5391,6799,11152,12519,1773,6486,16358,18424,14415,14948,3775,14179,19074,6028,12823,10655,2051
232,1509,18424,17214,12617,1767,14302,19964,15778,10293,15688,1441,14569,8179,3324,16073,2737,19103,17070
233,6325,15775,8047,4640,19219,14420,18174,15900,19172,883,15595,10043,18565,976,1148,3064,19763,18176
234,9611,14757,19774,14302,19249,6229,12054,5679,14725,19195,9025,18744,5405,3599,10611,8406,9849,4341
235,8382,17142,10105,5799,203,19650,13113,19627,5886,18839,11883,16934,18410,6037,1579,3530,5336,19706
236,15572,10636,10078,10449,9266,8774,9560,15620,11367,10022,15662,6387,7005,14879,17733,11778,16870,6501
237,17395,6139,8669,17254,16192,10606,13084,4020,13302,283,1581,4240,5266,7668,9601,8783,1172,12956
238,14671,16819,2091,10598,14060,4470,18893,10120,15248,3028,14586,4135,14718,17247,17674,4370,17418,2022
239,5341,3558,14984,16148,17614,17918,1462,13346,4042,12635,18204,10523,9376,19000,18564,8865,1631,2704
240,8465,3029,11857,707,1186,9142,7207,13531,16182,4439,9060,9979,14815,9993,5472,13862,14946,19127
241,15912,12724,377,11391,1400,1892,1957,11144,5157,4658,17258,9797,8757,12326,4721,19156,4896,7642
242,559,8282,18736,4841,2373,17480,2956,11918,3711,3008,755,13205,16693,10605,8413,4510,8791,6189
243,15013,15794,5431,10149,18626,1038,15490,14065,3193,7146,12784,3769,12667,15423,9952,4662,7723,6130
244,15918,9636,107,578,12019,14382,17869,4600,7487,324,11510,12845,14383,17184,6527,13294,10393,14466
245,13676,7059,7745,16484,8821,2054,16601,8710,16433,8744,12513,2895,7238,9257,9474,10359,10619,13326
246,12805,2677,19972,12461,12624,3258,4747,12583,5702,19354,7167,1893,1782,11041,13221,18612,17251,2737
247,18089,6303,14404,7797,7155,17101,6542,4676,7398,12157,17413,10950,9184,10023,18547,4463,17074,14683
248,9729,13803,17368,10842,16496,8636,2219,2001,14691,18519,12364,6008,2188,4127,18366,1012,18294,8327
249,17348,16457,18132,12440,7360,2367,18488,17820,17700,2857,2122,903,5272,18880,5452,3724,151,15853
250,6403,13450,1857,17655,2274,16253,17184,10028,16877,716,18924,12334,10868,17267,6306,3057,1984,14671
