"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018","sim_019"
55,12128,3124,6334,12815,17060,8075,5888,179,7004,19697,7911,6345,12556,17266,19691,19615,10747,17690,19460
56,4606,2335,1699,11317,13401,19831,17416,15981,8460,2057,18880,13954,14554,16371,1067,4454,15332,5363,17601
57,6925,1210,18087,17747,12670,1857,2392,14849,14741,889,8167,15017,15318,8727,15350,9373,7447,19970,11912
58,18716,16044,18379,14571,10405,5474,15258,8952,3991,18446,10764,5586,16223,19637,293,12544,1358,3641,18106
59,7211,17252,9818,13408,13193,6116,8782,4279,18398,2984,11312,7844,15567,4357,8418,145,9448,5747,1903
60,611,17884,11151,10923,12783,3041,19086,15244,10445,6451,14143,11704,1417,13831,19326,18280,17497,14798,6823
61,15225,16262,783,3674,7884,10139,15346,12668,10527,17104,14274,17590,6236,4468,16846,8737,12715,3542,19900
62,7830,10585,5868,18644,19870,6242,7793,19456,7332,15829,14451,16212,18052,13553,18834,12254,13330,1626,11370
63,15410,15848,2493,17953,7122,4405,12164,10704,17635,17472,309,9334,5404,7769,12780,2269,9991,14608,11191
64,11317,12606,14027,4413,345,2373,14884,17482,2508,13611,10079,10674,11588,2442,19189,15458,19506,3855,5046
65,7092,10487,6055,9630,17385,19166,6423,16703,4038,277,11751,1240,10497,13826,2205,7844,7759,15022,13175
66,7175,7458,16429,2551,16757,7506,10158,3850,6237,12093,10988,1847,192,10140,653,12768,18110,18099,19354
67,13678,8506,7998,4341,4253,2616,5930,9066,7602,14489,5928,14432,7450,8327,10281,810,12483,10547,13320
68,9040,5658,6117,8062,893,3172,15747,580,3878,11313,14687,14365,7725,9271,11219,19591,17054,9278,4347
69,19361,5028,14124,16417,15252,8825,12231,19121,9259,18756,13158,9063,19865,18658,2308,9018,19583,875,10524
70,7482,3114,2940,2758,14981,2699,5136,498,11508,12483,9159,9164,10427,270,11659,8439,6244,5234,14121
71,17219,7928,4138,19401,19862,5452,2019,7778,4811,4998,10746,2022,4171,6908,5757,13093,2448,8047,9437
72,19402,17701,14475,10621,3355,511,9855,7085,290,9945,5685,6938,18657,15829,17906,2314,3123,17025,4946
73,12100,13460,17447,10547,9601,4388,8011,8194,19962,15027,6167,4673,14115,6321,15654,15892,3666,1183,2521
74,11429,1362,18722,7175,3052,3705,8974,7661,18265,3027,6808,11417,114,9498,7925,19463,6755,6547,6266
75,1928,4967,1331,3310,14088,8519,10864,13364,16428,3865,12390,8337,9974,19024,13565,1916,12702,862,4336
76,3423,9574,6275,835,13541,18307,556,19168,14364,14275,6887,114,11559,8542,14888,7193,19128,7065,5964
77,12540,3700,9301,12671,8949,16136,16489,8970,5822,17071,7380,17971,3386,17217,8085,15213,16951,2315,6453
78,18900,1150,18617,11289,1629,17065,2959,19959,1523,1089,9670,11466,9112,5712,12800,17555,16640,17976,2526
79,19651,11337,18157,7467,3476,11499,3029,5751,1140,2898,1829,1411,7282,18996,4284,2715,4993,16531,1278
80,15762,10059,5988,5958,14661,19060,16327,12228,9081,4932,9925,10392,9245,6359,10486,10836,6020,10372,3053
81,16059,19551,16953,4525,18234,1264,13475,19965,5198,17029,19124,7512,15808,12402,5652,2212,5455,229,6983
82,7158,840,6725,3171,17168,6787,2904,18086,10456,10699,9461,11899,3726,10315,13429,16658,19026,17791,13638
83,7948,2566,5382,15635,19804,5505,10461,14643,3340,8806,834,10523,4433,19679,4047,5274,17462,8890,17449
84,3256,19183,12830,3004,10034,513,12386,9100,3110,18026,11731,3048,12695,18251,5847,6498,12251,4084,2658
85,8693,17559,9109,18769,4604,7132,3745,2720,3435,12313,19502,18323,5893,7544,7626,18025,9581,4815,17988
86,5061,18763,1395,5970,8029,5374,1912,9325,3873,17926,18551,9981,18331,2021,12733,13533,16972,8199,6657
87,15741,12919,7735,18497,1484,4312,3169,2239,5662,2878,8766,4453,12978,9180,9257,16227,13176,15780,5485
88,8378,11601,10636,8664,14516,7496,18390,15347,16632,10016,4406,5375,18130,8765,4239,5699,1609,4177,4691
89,18216,16975,7327,1909,13779,19165,9454,5150,1895,18308,4317,8061,13608,13689,4489,12282,18201,8350,11796
90,9731,18607,12955,14982,3355,9066,12501,14477,19072,1890,16784,1092,1509,6730,119,1788,15157,15353,5954
91,6105,13577,658,1245,16068,8999,8614,8001,12036,9533,11013,17325,9633,1821,8047,5016,13845,11113,2451
92,11591,8741,928,8552,16138,13729,14178,15183,17511,1594,16613,9138,6362,16462,13683,15801,16711,11759,15256
93,12863,1556,7727,11803,3631,9206,9199,5365,7276,17214,5663,10159,19416,12609,408,15987,15499,5967,7039
94,17032,15189,2739,14146,18188,188,17562,7306,17013,9217,9384,6659,8028,9212,19506,10310,12849,1052,14624
95,12392,3229,5328,3064,6831,18102,10913,6717,15161,13543,604,8480,1041,18189,4931,14368,5241,14174,6617
96,16035,19326,9007,3544,5879,7196,6664,14393,12769,13843,12659,5256,6386,4711,3430,13286,3121,13503,12078
97,6576,18779,17736,13016,10819,11874,13194,3770,16226,16418,8319,3129,6241,9548,10728,14174,10669,7394,12305
98,13154,8123,5895,10285,14889,12910,17889,16215,1283,11334,19002,15627,12993,2948,10833,18845,18805,19394,8170
99,883,9893,18846,19495,4750,3155,16681,19194,17747,14431,1698,11274,11227,12116,7980,3774,7981,11034,2131
100,109,8951,8916,12969,9648,14340,15195,8770,8411,3081,9417,5828,230,11758,5478,3198,10437,9174,12821
101,10090,3347,2627,6755,12540,17918,10449,18745,13677,3014,15841,12364,9130,15448,13431,6505,16697,14185,1414
102,11671,3876,3684,14884,16837,19705,12920,443,5699,13545,3935,9627,7091,4951,13585,6147,5558,15299,13286
103,10802,8097,15395,7310,13579,9308,3881,17025,11150,6072,15643,12978,19970,12160,8721,5688,303,16724,8984
104,9299,16121,4307,11452,3360,14514,7407,12166,8884,17890,18938,15214,5492,9004,7290,11002,12335,10715,15998
105,17714,9333,2281,18027,15438,10895,14329,5454,15485,16711,12311,1647,7838,8274,5316,9927,11760,8228,15404
106,6138,730,12034,18099,12852,12430,13236,4269,11599,8720,14060,19444,7871,264,12389,10050,7058,12898,8515
107,1515,992,7740,18987,6319,18131,9532,13539,16670,139,18549,301,17477,11034,15067,14538,17326,19841,903
108,2574,11287,9914,10232,19140,6963,9871,7648,15654,9319,15866,15797,2740,19428,3085,14208,11609,19230,884
109,10206,16927,995,13118,12918,8449,13223,6831,7448,19536,16414,8196,12400,1676,604,3553,12512,5354,6749
110,5334,7463,11889,6764,12019,8242,13051,18857,2998,8626,4786,6328,17478,17335,935,5390,1429,12810,13134
111,19453,5699,15316,14158,9965,929,19972,722,7853,9638,5833,8828,13667,4685,13023,10077,10379,2662,12476
112,17914,12682,7779,9709,18091,9260,8655,11347,7348,4392,3005,431,6736,18569,5680,7499,3038,3476,17947
113,2652,7066,16815,1399,11806,5969,1302,7822,10141,18828,9705,10651,17571,11066,19897,8426,15976,10495,580
114,538,3386,529,8545,17582,19229,18132,4252,1583,3598,2798,10823,13233,7622,19597,1540,13671,16425,4981
115,15608,12767,4885,13351,18506,13357,371,18197,4183,7469,18768,5220,1240,19731,2214,13236,17784,878,4638
116,6311,10676,11580,4570,2652,18348,10865,14387,13312,18870,2351,8325,4758,16434,9429,3398,9455,10947,2797
117,6674,15892,6317,9134,8135,7317,1995,1798,8525,9850,19774,14803,5049,841,17378,16014,10952,10335,1537
118,4385,1238,14757,19819,14216,16354,5461,1876,4162,12978,7949,194,11834,7283,10437,4713,5400,13666,248
119,9587,10645,9620,16793,17771,2721,12433,11532,14037,19486,16431,19829,4046,8240,1397,9112,16084,7761,17768
120,7594,7010,19150,17559,973,6092,16213,19471,6285,19333,14920,2993,6921,1159,9221,11642,13006,14418,8889
121,17893,18641,8199,19563,12559,4259,5205,5662,19776,11799,17500,8682,8738,3825,17907,19121,8248,972,16483
122,4315,7133,4436,11881,3391,9453,14049,2738,10220,5034,16030,16954,7683,5968,12897,19921,5351,4332,18442
123,2182,18402,2839,18906,658,16102,2276,8598,6740,10800,2086,7520,1312,14313,339,12274,14877,14142,12852
124,13348,5334,14246,7645,15986,19336,10526,8211,7349,1321,19750,1775,6285,4448,3155,12578,455,19377,12051
125,13215,11770,14355,4387,5235,1531,10900,2175,17421,3379,13349,3941,15760,4188,5866,3056,14921,3730,15908
126,17650,11326,4058,18345,16872,16893,14844,918,13112,17826,3048,17443,9962,13579,14147,8782,17705,17214,19675
127,18678,4141,11974,11555,19643,352,4910,11658,11959,14474,4928,427,10345,9533,14225,8671,8975,2837,4297
128,7211,17457,15384,13650,2960,11456,573,1590,16249,12569,980,3961,14017,10707,16474,7792,2101,11251,1941
129,16565,18302,19692,7873,7895,15531,12351,11510,14549,310,16191,11871,13157,11403,19486,14893,17295,4961,15931
130,3019,5511,9869,3510,19962,18877,1075,13374,14059,7130,2858,14983,4771,17372,1920,17639,15682,2282,9999
131,13168,7205,5707,15472,14497,11581,8597,4249,9822,18730,14885,1504,13804,12720,17171,5780,11302,2511,19631
132,10202,9489,17577,12455,2744,18060,13231,1623,6703,9243,3920,11426,19698,522,18872,13462,17431,13403,18375
133,10600,5303,19318,3154,8126,17910,11638,5278,17218,15121,6018,7804,18395,11831,5384,17189,19085,1331,7497
134,8904,327,8913,9642,4939,4310,6129,2381,8512,10570,10052,1291,6011,11860,11054,13821,18818,2871,4765
135,9824,15333,13723,4664,6961,2518,194,18607,16881,16122,18672,11969,8043,10896,7712,5855,8567,2456,19828
136,2545,16803,18770,1610,304,17914,5078,10662,6600,14365,12595,13156,7067,8367,4599,1150,999,13467,17067
137,768,19514,7095,19477,19687,13403,7925,19104,9053,11718,7995,861,1790,11760,6916,17206,5982,18521,11286
138,16101,14696,8826,19166,4951,7348,7199,9253,14991,19711,10371,6095,12705,18893,5777,15724,17552,5962,6286
139,16862,11131,18005,632,2784,5214,4800,2900,18280,11019,840,9191,1000,9013,11029,13370,4569,958,17713
140,16768,827,17441,2495,7158,5314,698,8674,12122,510,18893,7615,1550,19010,11098,3080,8524,14213,19277
141,5386,2704,1351,4141,3422,14280,4932,11714,3500,10930,4686,13500,7674,13121,18631,11207,8536,12285,5931
142,9721,6156,8626,4960,15901,16357,11856,11428,6852,12315,9832,11571,7086,3770,10254,13640,14338,10468,18631
143,6319,3733,19122,10135,2650,14549,15292,3300,3820,9500,9430,3877,16832,868,4484,17731,7524,6675,1285
144,2536,10562,8171,4416,15707,1446,9028,14495,17254,14974,7942,15539,6530,1674,14816,15684,10419,1728,6608
145,14947,3064,653,5428,16944,15493,3034,15767,3823,11849,9182,828,2082,2493,16801,9414,4058,16083,10850
146,15000,14617,18642,13251,7070,16203,13624,2803,13934,10158,3889,3861,5014,10696,10977,16192,10851,11548,8506
147,3105,929,8150,13388,17763,685,8391,14394,12795,16493,5677,10951,5383,10159,2456,10925,11066,17538,8491
148,636,12841,14714,7033,2309,13125,14624,18165,6163,12425,1795,1962,1385,13012,5683,530,11118,17529,3407
149,6416,16470,8620,16530,12961,3182,5053,11384,16485,17550,17472,19911,9730,13807,16353,11113,18410,384,9832
150,2244,12690,2292,19120,16868,16717,2262,18677,10206,3499,11085,6834,15725,5763,18658,16758,6722,10734,5063
151,11319,5933,19728,16367,8081,6925,10805,16274,6115,18543,13308,8807,14370,18756,1251,18669,13515,2947,8822
152,14573,8705,10219,10481,16984,5984,1084,14009,16386,4713,5483,14119,6735,15228,18345,12505,14153,17897,11516
153,6944,3168,1736,798,6134,19292,13682,15279,11330,9259,3438,11170,4581,18848,6865,12237,2305,13170,18521
154,10461,9718,5056,11997,14002,7943,14626,6027,5242,15159,2512,7982,15861,1278,11527,12581,17575,5727,2994
155,15089,5599,16184,2612,3754,3420,15686,15113,2068,9162,419,17390,18282,4990,12062,17145,17998,14549,16183
156,5439,11660,11812,11096,8011,17641,19622,1689,7486,5569,9767,19370,19360,18654,3600,7600,116,235,19193
157,16115,8107,17966,2296,815,6621,5160,16882,7148,13208,5141,8218,5875,2082,10260,15454,6800,18565,6749
158,8387,16051,8887,19885,12022,13610,5845,2943,18888,15336,13149,12519,11064,16776,5369,1857,6290,17282,14189
159,13930,17390,2611,17841,7629,9387,14912,17555,3949,4683,16995,283,3387,7302,13637,17045,11620,12207,12858
160,16195,9698,19412,14559,12369,13264,16043,10649,7767,18688,14185,12995,818,6816,6882,10808,19169,2361,2252
161,14019,2478,17030,13441,9436,6884,3194,15063,18433,16728,3492,12887,13452,10425,10417,13433,7321,10040,5862
162,12540,11737,18203,17954,9520,8196,3730,10695,1354,3446,847,1931,9295,16767,13017,9426,7791,2297,19814
163,831,1122,5907,17198,13738,15875,854,18532,17941,5972,8343,13185,14706,7008,16264,16836,7230,6243,8605
164,18588,12398,19445,14143,13733,10627,12489,18669,4642,19062,14119,19544,14480,4472,12648,17070,9789,521,8653
165,6093,13386,14624,18940,14336,13292,3300,7666,16052,5067,11077,6969,285,9265,9072,6196,3818,13837,323
166,16920,18988,12875,6806,7304,1235,13849,12625,15130,6180,10381,17827,15636,14147,19624,9177,10928,2524,18277
167,11262,9697,2992,16845,6059,8500,7746,11319,18468,3804,838,11120,1141,13287,2460,5471,16517,7396,16223
168,13860,8257,19707,12799,12834,5510,8840,17488,2397,15787,14427,6946,11832,916,12528,11890,14858,17188,10117
169,15726,1317,14797,1705,735,5358,5287,5967,2791,11287,11141,351,3681,14071,11869,1740,13476,7234,13662
170,2365,8444,1007,254,5470,3017,10840,365,15954,3061,9666,1332,10188,3553,7352,7499,9990,4941,259
171,1187,15642,537,14910,5815,13775,11108,13477,7740,9746,12578,17889,13636,15589,1083,4108,13427,14966,14458
172,8281,6149,2666,13101,930,6112,3894,14707,14855,8828,8843,15200,7670,1431,836,15754,9642,8253,8748
173,13690,11668,16835,13730,19476,5113,3473,14125,17432,5271,5822,17161,4676,18290,12048,12226,4903,18062,18506
174,8177,8186,2680,8693,4858,13773,10817,14602,8764,10156,9486,16336,13131,375,15134,301,11173,8536,1525
175,4779,11619,10414,15318,13024,11375,783,10821,686,7923,9195,13350,13480,15611,9415,3537,6809,4057,11513
176,11249,10502,15038,1315,19648,8475,467,10351,11997,11728,9181,6094,7318,13382,8510,19634,18148,1290,5615
177,17865,19170,10974,11953,18586,209,12776,13224,16817,3851,12038,15678,13330,12037,12868,14227,19239,13335,5304
178,13398,6617,13996,1056,10380,19683,2794,8939,5498,9878,1250,14911,2220,2832,8050,12462,10524,3310,4539
179,8451,4612,12160,9233,12689,9721,5802,6224,11176,186,18731,18236,101,15908,5531,11114,2108,6859,11716
180,9715,5816,4106,3399,1773,19512,11931,10124,2521,6038,17143,1467,1421,8767,418,8441,3539,15051,13816
181,11616,4716,2354,5452,13012,13395,17061,10488,6694,19885,9106,4104,5860,17154,15107,7598,7506,8796,14689
182,15413,2714,15740,15228,5106,4803,215,7548,3490,9650,12611,19576,18360,19011,5805,12589,8016,12730,19132
183,19175,2490,17452,3803,5700,17935,10899,13200,15428,8804,15403,14376,1964,9362,4288,18870,12722,9205,7552
184,15594,16747,19665,10576,10284,19519,261,1603,4314,7062,6184,6606,18427,13809,7075,13045,11522,17062,2141
185,10496,344,4133,5464,19960,12550,19827,9317,19130,8183,13539,658,7207,1445,18745,16263,10697,4440,9466
186,10516,6474,18720,18808,2850,6785,14628,2279,13644,9607,8045,14117,3296,19603,11128,9385,2869,2809,14790
187,4937,11827,12916,15938,17531,19885,2706,13301,15687,12050,7205,18989,9537,10751,12663,9763,10219,16686,17832
188,17267,11967,2229,12203,9356,4252,18974,12968,510,9372,17216,8468,752,3362,8774,19549,19186,2626,17001
189,4918,1315,13278,10835,4073,8711,10674,18861,17230,13238,15745,310,12366,4617,3705,5590,19667,17861,2698
190,17245,9176,4496,17574,14820,17736,19943,1823,11730,16102,14504,3633,7753,525,16720,4529,5059,1746,11319
191,19163,14661,19372,9886,8561,9886,16080,17703,13661,16619,3427,5843,7311,16758,10012,4988,2898,12830,12937
192,1742,8049,12100,1349,15307,17173,6388,11039,13841,7534,18626,14981,6982,11730,7846,3805,16287,3675,18162
193,14955,7386,2978,11472,3203,1890,1032,15719,5564,13528,4020,10526,16007,2467,4297,5335,1244,18246,4024
194,4895,7569,1481,4368,2424,10732,6733,5914,15858,9095,9823,7724,5776,6476,9659,4618,11374,10903,2168
195,15259,3143,8205,6911,14291,1716,13053,12078,18142,10263,6006,4402,904,4171,2391,11686,9013,16909,6839
196,8832,6968,17007,16627,11899,1285,18340,19011,5694,16217,15252,2595,13823,7067,6848,3427,5807,2115,12697
197,17517,8040,491,13394,16716,10691,13905,5779,2769,6489,13025,17089,17548,2078,8669,14854,5372,790,3861
198,3427,19068,9626,18536,11813,3689,14240,18397,14692,6768,13144,15801,19515,1171,11428,17445,13901,13826,6974
199,12329,15631,2332,14136,1755,1275,718,7664,2964,12590,16180,11762,8584,8563,19091,4080,13162,10634,5784
200,15092,6655,15174,6042,525,19772,14190,14001,14299,8089,11455,1946,6177,7511,18612,14778,4404,10030,13421
201,15879,12206,2951,4736,13615,12719,7081,1069,18826,16676,18403,14559,7102,16583,18337,11812,10657,12355,9653
202,6993,11947,18446,8694,5280,282,19448,2370,6077,14284,14809,3827,6346,10311,12459,8102,2875,2538,18832
203,5127,3274,16105,1666,18102,17926,6300,4118,2940,16449,3523,7778,8505,5237,6921,16166,19321,19782,4935
204,10225,9630,15641,13781,7728,10483,165,10082,17739,1845,1259,13665,13310,8519,9511,13256,14520,17544,10579
205,19954,13946,101,8735,19460,17174,13353,4251,1917,17300,8420,4180,9365,12203,18532,19740,12939,4938,18284
206,6223,1001,4641,12183,5695,999,9623,16851,10354,7723,9001,10230,5288,7711,4435,10930,16083,7712,13351
207,12655,17886,8615,7379,12840,16184,5473,17237,972,4658,8604,12787,1240,17841,5246,4144,14144,4369,15700
208,12620,7842,9658,14818,11530,3234,1644,17653,14035,1993,17836,5809,11652,11623,3191,12391,17981,19353,14733
209,660,17117,11671,11915,14384,16273,18549,3004,5147,10290,3924,7376,8766,4766,2824,8978,8986,635,7328
210,7497,16989,8841,3913,15947,11281,13862,17994,18276,318,17665,17261,5028,3010,7526,7433,7534,11328,850
211,6028,11087,7960,10064,19341,8931,398,8636,19997,5534,4188,1370,19454,15673,18641,6182,16054,10211,9958
212,12161,16349,11974,12849,9948,19433,18577,5673,7096,16807,12335,15732,15918,17476,548,6615,10298,12693,19870
213,13986,4964,12800,12976,7903,6657,13418,1150,18635,18824,18999,18773,10217,4549,15695,17977,14936,7140,19763
214,5486,9787,7657,14448,19519,18761,6023,12841,4515,3041,699,10833,10221,5231,14723,6611,9275,15154,17262
215,6402,17129,7489,9210,8195,9979,12816,16465,6592,18070,17526,10624,12925,18168,341,10421,16782,1388,15077
216,15241,798,6209,13852,3947,15304,7141,14836,12301,18148,3844,16852,1478,15696,17269,4014,10103,9206,18653
217,5130,14148,5429,13134,12737,8362,11233,9269,19968,11916,12846,5976,7731,12146,12704,7409,5974,14145,16389
218,4517,1083,1081,7616,11073,13594,5023,19198,19391,3581,1404,8580,13169,4430,14266,15517,18824,12576,297
219,18781,12230,19538,14003,16535,13449,18003,11704,4037,3517,19433,5632,1229,18605,14308,4329,16407,2733,11671
220,5581,455,6946,14637,14660,6955,14420,14455,267,11019,17534,7491,3789,19976,13022,12524,12005,4704,7722
221,5655,12796,3258,18194,13374,2371,14515,8062,3534,8289,6086,6718,17901,18818,3511,11795,17536,6038,14426
222,7513,19363,10009,17158,1142,16529,8669,11883,17471,9266,13000,5224,8697,13458,17693,14160,9074,5682,10563
223,12269,3795,3017,11596,6704,8945,2656,9301,5243,19520,7101,16098,975,5351,170,18693,5136,714,18441
224,2742,1836,5176,17750,8625,7441,3930,9811,2898,12802,5255,14709,16714,6950,11393,8666,10660,7718,14366
225,4190,3212,822,14457,6021,11606,13613,4576,13350,9025,2095,117,19857,12474,8601,13373,12747,6284,5084
226,13653,6973,8127,13836,15687,7569,9210,5065,4127,9211,7975,11237,4325,5159,697,5351,15034,10584,18383
227,4511,14514,597,1508,8423,5057,5428,14225,607,13600,8319,561,2110,16453,2552,9497,9867,12452,11707
228,7976,11149,4981,15753,11046,6796,19338,5882,2138,6411,4074,668,18771,4315,3794,14609,18352,4981,15603
229,279,9939,9900,10426,6051,16847,8947,13408,1120,9443,8895,19655,13560,7615,16010,9445,8676,13565,15570
230,308,15779,8518,5177,445,7899,5137,2291,4726,19828,11585,3510,16494,5806,5685,16532,5689,7523,739
231,8099,1547,12032,17818,6953,11690,2309,9527,5518,4451,13658,17828,12331,15010,18975,5624,17048,17601,19939
232,14719,17097,3714,14913,6258,8071,4584,15257,7205,5060,398,6571,19738,17775,18650,12889,17361,4227,9191
233,15942,14341,12724,8515,4871,2701,10775,7692,7044,17807,19568,15046,16978,14080,7007,10830,15526,10552,15190
234,10830,12061,8832,13681,6356,18246,6638,4251,10556,17134,7797,3371,9078,3268,17266,16499,12112,15730,16166
235,12229,17947,312,7716,18420,9010,7368,13177,8140,18929,17025,16517,4834,10569,17178,1861,2850,17199,2738
236,3658,4311,8893,13395,9614,3750,9150,7876,12077,368,3597,7580,4247,4899,14658,2393,15990,19774,10670
237,6698,6925,15287,19375,13886,15360,8027,4390,17958,19786,9997,1117,18039,9484,8549,15545,10077,3713,14864
