"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017"
54,4993,4971,9685,3372,1593,16087,3658,12777,5055,11770,17020,4019,9426,1874,16112,15727,16390
55,19465,11082,13247,4450,7348,14000,11014,11390,606,10613,8454,6262,14637,2215,18064,2533,11811
56,12959,7027,1339,1715,13590,19390,8420,11327,8347,13195,9809,3616,4229,17291,9936,10547,14505
57,9003,5901,19143,14011,11870,1094,7844,19108,2187,4273,931,14497,18439,2368,8568,862,7574
58,12474,13133,8791,9166,18237,5291,880,10862,3998,1678,6374,18273,10713,850,6633,5559,15023
59,19445,16507,14040,13308,19553,263,12538,13161,11216,5699,13234,13578,8646,8305,9581,18944,9512
60,11637,16413,19874,16060,15053,8706,3204,14686,8695,10940,14492,13234,1323,16536,17586,731,3034
61,3183,5501,19693,10641,13461,7779,8299,5065,4478,1939,6016,4468,15429,15369,6161,16040,7311
62,8645,8002,1730,15178,19628,7855,9415,17737,4007,6152,13587,11511,8219,3326,2067,17567,2907
63,4924,2221,18504,8425,1881,11825,14474,14347,14288,16124,11502,6899,3868,10992,13982,16515,12720
64,4462,7846,2488,11761,10761,7585,1572,19969,7543,8280,1346,16399,6411,12669,8336,14439,12867
65,16304,389,6602,182,13700,7116,16339,12035,1889,15380,10756,1632,2487,9750,644,17997,14358
66,8758,17302,15480,17115,16987,13171,9312,9155,10176,18445,15703,12558,2580,2295,5540,13674,18947
67,6587,9830,13856,16162,2704,19633,9835,11279,13708,18829,2025,4431,15358,18119,18138,11276,12054
68,16809,8562,3977,9273,7083,19824,2236,9920,10297,18058,5443,8641,15766,12753,12090,6289,6592
69,5360,5513,4147,14518,7271,18780,4014,9600,9583,12645,7704,5807,11706,4881,19572,18869,13535
70,4546,14706,8074,14260,18274,2277,11679,1028,3770,9950,9185,6567,6443,7122,15223,9878,597
71,12468,8992,19923,13302,18146,7966,8716,11558,722,1596,3855,5495,18078,19986,15470,18344,136
72,8684,16077,5142,4300,3928,12427,8435,7031,8945,18653,13892,6877,9858,4148,7820,4604,1187
73,15251,2937,515,3695,10861,7957,2406,6737,11983,18805,9410,2298,13050,12300,11305,945,10351
74,479,13517,4192,18007,17890,12674,8624,16211,1603,11935,14155,16403,8810,1102,17334,18355,8033
75,4936,6158,7882,18269,5358,15833,8921,13522,12913,11248,11042,7026,11291,14710,8629,11340,11224
76,18520,9424,10106,8806,17574,18488,18537,18103,6064,3750,2384,3483,13437,19695,12545,950,13532
77,5364,7758,15141,16514,6134,6263,4181,11840,9334,13804,18233,8287,250,7501,13118,7176,18403
78,4661,17952,19427,4252,16998,14239,18814,3621,536,13730,2788,2743,15734,11518,13752,13942,18653
79,8768,10082,16779,13976,7533,3773,8382,10941,9085,9204,16922,7507,13621,4275,8607,12248,15851
80,1762,15985,10145,5537,12029,19731,4351,9826,3457,18852,6513,1862,10392,9583,16825,16308,529
81,10874,6209,923,14542,1700,5356,12896,7626,6759,7522,10031,849,18131,19548,15701,1560,17312
82,10473,2352,216,2385,13778,2934,14898,18722,13797,4211,2224,18103,19189,10531,9166,2642,1967
83,8627,18729,2579,7009,1778,13521,16841,13154,934,15932,12706,433,13716,12682,11675,5960,17471
84,6386,2149,2633,2707,5480,16034,15740,1693,3957,16442,11915,973,13039,18953,12578,6460,14864
85,755,1183,8380,12865,11565,1468,1818,16018,9648,19912,19684,15573,10376,8661,18686,17787,17697
86,9423,10569,7980,17037,8941,14108,2159,9415,14544,12189,17809,2807,10173,2742,1898,12453,13286
87,2872,9902,15922,19453,5483,1493,3475,13335,4618,19370,10593,3461,14897,13408,16206,11611,6221
88,6632,15277,10604,4899,5555,14718,5065,1588,10205,7063,5467,4835,7766,3559,9259,16006,14348
89,5544,2883,9584,12603,17841,6422,10321,5317,5736,14546,17039,5803,14886,8663,5892,354,10700
90,6639,8232,19143,7394,4570,2008,16795,3770,12513,12181,19070,15156,18496,8702,9916,13508,2662
91,7493,14115,9811,8264,16285,1665,15144,1695,9249,4975,3520,17771,18608,13444,10566,18237,7979
92,11730,551,1342,10511,17202,6609,8566,11297,591,1960,4874,12122,18880,12694,19863,12635,15768
93,14474,6058,6325,13580,15227,18323,4087,9050,18605,13005,7840,15757,16425,18770,3206,16087,19560
94,5675,14070,4379,13913,14755,10420,1486,3693,12399,14262,8523,10153,16908,6348,6321,1702,12485
95,19986,1068,15311,17427,7528,8040,19370,15765,9414,16774,3298,10549,763,17473,4190,10721,7568
96,10821,16387,11626,6275,12182,1249,17104,16236,784,8564,13103,15388,13783,7214,9504,716,19791
97,3619,9463,1111,8474,16812,182,4916,3484,6711,19780,19003,13064,2888,15318,13741,1889,6211
98,7187,12111,15369,12344,13906,11835,7938,10032,19071,5329,16778,17670,181,11162,13050,9977,12255
99,12934,15539,8252,16023,11681,14087,15180,13284,5467,5783,18285,10657,9207,18428,14484,4853,16046
100,13370,7836,13720,5372,17363,18778,9961,8658,2515,4730,592,3854,18126,18148,1826,10801,6958
101,11391,407,12910,8173,11803,10389,10427,17788,9402,11437,10973,15313,11307,2358,19079,13299,6351
102,8828,18495,15052,15215,204,6059,1461,15231,19698,817,19021,11415,10927,11771,15469,8058,9834
103,12890,9254,12471,4131,17212,17138,573,338,110,9845,18256,18294,11800,12714,16540,8411,18417
104,6231,9608,16332,18186,12447,1230,4801,19494,17367,11787,18827,3000,7516,5118,8597,7725,1965
105,12006,19472,6707,14513,1998,9891,16598,9640,10876,15222,15536,15192,1071,6984,16231,18900,10414
106,6112,14533,18966,2719,771,11911,14939,528,17501,2646,3616,3287,10027,15550,9599,2484,13952
107,12290,19258,12177,11404,10615,5792,5294,19724,14792,15702,9718,5294,19370,18311,19328,9194,11412
108,12034,2099,11774,10055,11692,11612,9724,19740,6542,13316,4363,18851,1625,16493,12061,15058,14004
109,3224,7243,10277,8953,13006,1298,12238,17556,3135,12472,5932,7631,19226,19943,12866,8879,16661
110,19960,13454,7970,16963,7574,11183,11853,12883,10856,2942,18579,1617,8729,14657,12450,10550,17714
111,9340,2026,6782,13825,12843,19146,13124,16374,10173,13905,9926,19435,6710,16556,18098,12750,16547
112,19016,8364,19645,15077,11864,15795,17634,14364,2570,520,2405,18600,7131,2461,18013,16205,11512
113,1299,14510,13815,5839,10865,3062,4911,6396,4973,15197,6533,6220,18180,18547,2789,6664,3261
114,16482,9275,15600,6298,5483,6065,6145,12837,19058,2617,4180,7615,3672,4279,16502,10745,7702
115,17285,3542,11862,18981,2146,2389,18443,18776,4253,17305,16119,3810,12931,11294,14457,1172,3585
116,12143,16248,5902,1480,11423,19787,9620,11175,913,4749,11329,9292,6132,14931,9783,4805,11589
117,715,16706,9262,4715,10924,670,5623,8314,10938,4913,12521,3715,4663,18521,14945,6048,16794
118,9129,15238,7275,2187,8720,5543,3408,2377,4674,8943,1912,8364,9318,11587,14757,1843,7423
119,18950,15308,9721,18930,1339,5130,1851,9967,6885,5435,4044,9966,6628,14841,18366,5292,18265
120,14036,18245,12262,4018,7094,6271,7933,9038,2570,12439,11642,11744,6688,12426,18745,12673,10730
121,19563,6390,1507,592,18231,12930,10123,14102,14934,8191,3489,13551,12469,9297,2478,10493,12402
122,6933,4518,17217,742,9565,4611,17119,13915,451,15605,671,7839,15808,18786,16249,6286,7683
123,6795,3924,5941,19413,3084,12868,2460,12667,5952,19897,519,18321,13264,18257,16939,15972,19985
124,6010,5392,12952,2933,6973,8393,14627,12021,11093,1666,13915,16115,7191,19544,7508,14064,8837
125,15084,11408,3052,3088,6538,11794,10131,3875,17235,17303,7414,1967,10087,235,10707,14613,17328
126,14034,12249,6083,1018,13868,11658,13876,18373,9514,5593,17176,9315,6534,19465,17112,14748,487
127,18141,8600,1632,8022,17565,4509,14746,15975,15275,18772,13394,8597,2501,9936,17278,19078,5092
128,11060,3000,4637,11299,2798,13418,6186,17677,14044,8295,8368,2899,17293,2755,795,17336,4203
129,19096,14517,8926,6234,13172,868,1861,9584,2378,2664,4096,15178,18125,4438,3484,285,4315
130,11789,12050,10769,2651,16707,18225,3777,11878,13747,5250,10871,15105,18129,17988,13933,1486,3207
131,3519,14365,10543,18651,13925,11648,17224,11406,17480,18599,4265,15135,12216,14424,968,4445,11223
132,13920,2250,17351,6029,7794,627,1967,6770,3978,16036,19843,14287,18570,12614,4503,11145,17364
133,10463,11967,19602,16233,12551,19107,15582,19464,9532,17217,11196,17709,3314,9249,18095,15317,1461
134,13972,16460,8473,17322,14404,2046,14842,17124,7551,7893,18269,10776,6085,2898,12828,19831,5911
135,12462,2394,6162,8718,4156,9714,16282,14985,14973,1511,13912,19097,6997,2589,7132,8155,15094
136,11264,4415,16069,11407,16543,10063,19020,14782,4008,16759,14945,5296,12217,18333,8669,9200,4542
137,8178,9154,5951,761,10863,4186,480,16067,10321,2992,1368,9504,16504,5659,16629,15665,355
138,5107,14717,9924,12414,812,6759,18631,8044,14943,15001,13171,2406,9182,15573,2880,13574,2268
139,5795,14915,10654,17326,13198,2389,15636,2463,6302,14647,19411,12208,2814,4619,5123,16609,14246
140,5935,10776,15272,2938,7865,14720,7620,18864,14375,18438,9211,3489,11719,18047,272,4146,2016
141,10339,3741,7581,11507,19115,5703,9519,10669,13693,4913,9679,9403,11190,13059,7918,5376,10445
142,14239,18260,19706,5324,612,14418,8902,10003,6816,16222,14983,2498,11709,18133,2055,7293,10745
143,1319,18661,1054,6893,2283,1889,13910,16240,7891,18962,5720,17967,12894,4540,5222,4425,13277
144,13932,19590,16507,8358,15590,19901,9302,13013,19332,5126,16463,13425,4858,12585,5595,18635,17922
145,16081,16066,8901,11130,3134,3925,1302,2424,12349,4118,2293,18996,9204,19832,14550,3852,1907
146,18446,1135,19750,8836,14029,11178,1498,11380,14186,16181,574,15446,6769,3437,19754,5088,7531
147,12018,13279,12643,3659,564,10782,1905,7746,1818,10750,9320,12666,1125,16558,16958,14648,16597
148,2141,13804,9879,14614,11749,18295,6028,4319,10168,18903,19603,18472,12759,17398,15321,1553,14843
149,4129,15898,1920,4123,12553,13997,19066,5227,10052,2597,17883,1187,18290,13863,18818,18072,19438
150,17776,19548,15572,12042,19564,16585,12318,3565,3550,10969,15941,2170,14427,10656,17857,7920,1786
151,12431,406,5192,10950,18582,15066,6481,7807,6956,16821,10396,16609,18921,643,14078,2773,14118
152,901,14379,15568,19977,582,8827,9462,2703,17153,19935,14922,14003,2340,1170,19597,9575,612
153,9340,16615,19376,8123,9164,13826,2618,4481,1437,16330,4755,11755,12962,11979,9842,15225,1044
154,15698,5230,5344,14351,6871,4573,10421,18859,10071,289,1904,8417,13515,12794,11910,19446,4174
155,7344,2421,16308,3352,13198,3215,17935,17230,15349,16960,12892,2674,9773,15634,6089,19402,1224
156,6882,12697,8625,12366,6918,9944,9363,6095,15596,10621,19904,14040,10884,17688,19242,1281,16445
157,14781,18616,7933,4342,10719,1716,7717,18032,11598,417,352,5358,17476,7880,11333,1053,17096
158,16838,17964,10626,9163,1963,18514,8668,14514,17600,2439,19534,13205,19363,8575,13610,6573,16508
159,18591,5084,8012,10028,10871,5392,12825,4999,1322,1319,7946,8147,3988,18165,13996,17572,2551
160,14101,5029,9893,15275,18403,13143,17503,5367,3422,3115,17528,13864,6545,7447,13574,5610,6786
161,16816,10687,15711,10516,16056,7377,4255,16485,8058,2703,1869,8240,10173,16102,5540,8510,17853
162,6428,2171,3198,18333,8904,9202,2052,1854,9649,19688,9956,18515,4804,18532,3426,8875,6084
163,19824,11803,18462,17387,9827,13157,19349,1872,15062,12691,5160,15118,137,5514,11776,17207,4122
164,4080,364,13337,580,14644,11369,7094,12705,4690,14971,2108,8188,17569,3399,12021,16945,1812
165,6558,12776,11403,19835,13118,14685,14269,10416,4303,14035,158,19182,11609,8114,18903,4452,6340
166,18890,9780,5809,7925,13386,5923,1547,17987,9289,10050,5226,16924,9824,19709,3693,1468,2329
167,8123,2355,5987,18653,18544,13948,19093,10052,16696,16432,8086,684,5402,1906,17205,1245,9936
168,19001,12586,8573,11167,3411,12138,6630,13581,14517,8323,4136,13391,12825,14079,16051,2353,8906
169,19416,18858,15511,8111,5139,8969,17478,14636,14308,10303,10733,7660,18160,9664,3029,12767,11545
170,19982,16160,15353,17402,19400,18348,2029,3159,19274,12166,2640,8937,11947,18882,3146,1512,7150
171,9381,2388,11596,2130,11942,18754,3560,17020,779,9037,16186,9107,19864,4517,11362,6085,499
172,13260,18566,4083,11958,18017,5526,8975,16037,9020,9794,2311,12314,10419,19493,14063,15323,4903
173,17713,4434,8789,17318,3269,1051,19156,6925,12461,14494,10425,16504,11152,3154,5763,12079,13568
174,18845,5289,4910,15327,16995,16061,15841,2470,7896,16047,18314,1581,2665,18772,1159,8459,10622
175,12801,19382,19714,10234,6751,6839,4374,2612,19716,5024,14492,14315,8606,9119,12247,7338,16576
176,15393,8992,9856,14505,15618,6703,16044,11169,12325,7676,3870,1617,7723,19901,10632,14796,2706
177,12644,9658,18267,17974,12361,5659,7835,9969,5999,19062,7829,16865,17547,11653,12639,16888,13133
178,4889,11069,18282,12942,4122,5790,2270,19974,19280,6061,6404,18623,992,7266,2068,13441,5877
179,11659,19432,313,4541,15895,4417,1426,2525,615,2477,3355,7517,10796,18752,19051,11095,4068
180,16336,3667,13071,2564,15549,16861,6393,2497,13850,1344,19968,7791,3891,8777,16827,7718,10835
181,3631,16880,2818,13790,10011,12898,7344,13610,9497,5637,8401,8508,4272,17569,9552,2256,13009
182,16406,16156,19279,17611,12696,5491,10085,11266,6685,14645,5314,2790,2774,11984,13842,5965,6154
183,3374,14650,5192,10995,2805,18379,11086,18897,15227,16824,8325,7921,5496,15124,5792,2478,3722
184,9794,5010,4987,9218,14487,1631,3598,3761,19178,6966,2618,18024,9473,16332,10197,2682,13744
185,626,870,15195,14452,16635,7806,16561,16026,7526,3197,12737,16657,17192,16390,1594,9507,7559
186,2730,14068,16072,723,17138,7395,2710,1963,11320,18449,12121,9806,6930,4799,1014,17296,12640
187,5731,1809,7883,6720,1671,3417,16623,18452,17672,12063,571,6637,8449,19719,376,17905,13169
188,8388,17578,19965,5911,19868,1548,2194,9761,15542,913,12256,15717,15281,8521,6760,5579,9823
189,5970,2268,10938,12858,9217,264,2807,8957,17811,2821,2147,17355,12141,3790,15291,2632,16124
190,14440,13986,2949,12091,4351,16082,3571,1995,6907,2920,7753,12453,7449,12874,9105,17388,15571
191,13069,2262,13017,1760,3073,12285,19758,10865,15778,12108,2432,8259,765,11546,3154,637,8730
192,1176,2212,8940,16406,5611,7313,3502,11348,4165,3186,18677,5001,2100,10127,6125,8119,15562
193,9457,13190,19576,3145,6855,10293,6823,16959,14219,10335,8488,3340,13307,10172,13465,8216,3977
194,9792,10375,6396,11115,13067,1335,2715,12742,12362,4516,14398,1039,8411,342,13577,12970,6412
195,5545,7398,5948,7270,17255,6029,278,3578,3334,9597,17784,19174,5099,18992,11600,16058,4859
196,1954,2510,9699,12008,8413,19265,6321,12725,8133,3771,13959,5861,353,7001,9117,19506,477
197,2649,11550,4627,16869,4187,3941,12285,19582,7215,5964,5882,8660,19307,19926,15987,14817,12433
198,10595,6350,7084,18904,3446,13591,1819,744,3825,7547,18546,15987,6975,15245,7624,12892,14117
199,17833,15729,16732,11381,2921,14886,14950,13724,14911,1098,19007,7415,11745,2799,9825,18400,9305
200,13817,16656,10143,5990,5886,4892,3126,17623,9777,14206,7194,12971,19082,15816,13854,4832,2598
201,14785,5815,13647,15192,2929,4820,11254,19961,12013,4842,6311,5925,8607,3870,2148,19257,4960
202,13421,4090,19846,2843,7651,14920,1304,1395,10479,16823,10658,18268,18857,3866,4876,18312,18664
203,12642,16298,6745,11097,7780,12196,15733,13601,6592,18245,18212,6468,5497,6800,10180,12830,15458
204,7927,3923,7017,16122,17819,17213,16445,4534,10625,15462,7896,6893,2241,2702,16115,594,3166
205,2776,1192,9084,621,9653,863,4883,1098,776,15434,3430,7217,9446,2363,8255,11794,18714
206,5326,12705,433,11199,8052,3777,11647,8816,12938,17003,4658,3608,3157,13166,3670,18626,19656
207,13507,18511,16855,1628,4487,9269,9488,9812,7689,6238,7814,10432,6123,13808,13340,12642,19450
208,1728,19811,3036,13854,10670,7216,12562,10375,721,4031,19864,17710,7939,4728,11617,7237,12125
209,12536,11344,9276,16191,19101,7441,11894,5440,7515,9856,10525,453,9555,16799,12956,14819,10964
210,5723,9778,16812,11773,4558,16336,1543,16247,16558,6945,9520,16524,15955,12279,19143,10113,400
211,10217,9372,18180,946,7636,11414,622,10545,8633,12620,15250,9255,1220,6131,3098,11621,18602
212,2124,11025,6881,14061,18159,11553,7033,11074,11050,13059,6661,15724,12720,8164,11943,8944,8727
213,1208,6932,7300,560,8543,9025,6302,12540,17158,4622,9265,11550,14569,447,18476,18568,16823
214,13826,14537,15319,10861,13287,5859,16762,18292,7542,10464,7755,4252,18100,6022,9218,9858,7455
215,14271,9013,17030,16095,13973,15752,10921,1055,17284,1243,17276,2747,5003,18726,11994,18816,2231
216,19675,15893,15861,15809,11483,2987,5335,9556,3536,12038,13107,12466,12512,2763,16397,19009,17621
217,8983,19525,7966,5335,3248,5846,890,9779,1888,8317,6645,1700,1888,5637,5444,1966,16648
218,16589,15738,18071,7813,6391,13051,11043,14338,5325,554,16315,7257,19830,395,14807,7548,5002
219,4046,18850,13984,7586,7953,2729,9666,16876,17569,7051,705,4158,11087,17596,5105,19037,7348
220,13099,1497,13914,5818,6320,11944,14049,15220,1396,10684,17184,16706,19811,16084,18435,10912,14591
221,15338,18735,5451,18502,5138,19186,5473,7688,12415,8743,12550,17162,5781,14847,10434,977,787
222,17908,6648,9597,8310,2255,16897,2850,10991,6306,9883,15790,1084,8369,18415,4261,7787,2048
223,6825,13367,10430,16568,5400,17833,12772,7566,15379,10427,5453,3546,400,16389,16845,9175,7526
224,10245,7517,3993,15628,15948,10045,8948,17533,12118,8734,13356,15047,10719,306,8016,3676,11175
225,2416,2160,12671,2565,17652,16759,17091,19526,7889,19437,19510,3065,12028,15750,1179,12133,19697
226,569,15507,13605,4612,7562,366,15954,15826,7771,10637,8800,19676,15641,4881,2564,6701,18995
227,7674,6918,8719,19663,4117,16993,9409,3040,11389,7223,18554,12679,6640,4901,19164,14679,10035
228,9028,13959,2520,10999,8216,1678,15144,10509,18341,9732,19496,9747,13278,4353,818,11162,19866
229,8582,10935,17722,11681,19957,18813,13238,10005,19258,19356,320,1397,7509,13208,14007,7998,113
230,17228,16873,3803,2911,3482,2270,6507,7706,7815,18597,10325,7633,15299,17584,2085,3251,16221
231,16851,4244,19804,5170,12709,13406,17453,16001,13710,14505,5086,5527,19277,4576,11759,1250,18189
232,2636,9446,14541,4373,18350,19362,14711,10550,16143,6132,3304,8428,7634,14749,12222,9066,4947
233,2388,11278,11214,10722,752,12685,18535,13328,8004,17827,13040,13557,5142,7905,14749,8978,17875
234,12135,7651,245,14777,17091,8284,6640,4039,18808,19205,13878,8391,5866,19228,18368,700,16055
235,14613,13094,11116,4722,16085,4029,4134,13536,18679,6178,9882,3375,6315,5459,17486,17323,18342
236,5541,3203,3835,14012,14924,1246,8515,5216,2025,7389,8414,12919,8535,8236,15777,8614,3382
237,11822,18409,9545,6612,2635,270,3525,7525,18847,13584,6052,8894,13575,10179,15954,10401,4624
238,19414,1864,705,14827,875,3545,1571,18795,10491,11524,7984,4370,3903,4979,9584,18362,6427
239,18159,1956,13211,9900,16641,10801,11654,7039,1882,5042,17847,18991,8064,3712,12756,9329,14460
240,7095,13903,11925,18560,13973,19616,19223,11499,16892,16466,3921,13754,3662,3270,5089,4897,3608
241,5574,5895,7244,14338,16202,2813,13468,5087,17564,3419,13980,3971,2245,11198,11544,15318,4419
242,797,14785,15113,5198,14084,16496,12812,15762,8415,6216,13177,2165,3542,17231,13592,11377,1887
243,6101,5696,17739,308,8785,5783,8200,11333,4484,11439,480,18620,16943,13834,2692,17721,9142
244,10293,4265,17648,17295,11300,18412,3638,9984,2834,5306,8464,7368,17461,17957,11676,6190,7918
245,14933,17028,15674,4764,3639,14624,19754,5188,17645,17747,6985,6264,16626,6700,3209,1027,2980
246,14120,5493,6604,6709,14846,4648,650,3342,16984,6581,18916,7820,834,4141,8164,1595,19579
247,4822,19012,4255,4406,7828,17820,655,804,9918,10263,11068,2255,15002,5807,18820,14886,1387
248,14739,9948,11404,5855,3605,10987,13852,10788,7130,4343,9636,18765,7572,16472,14472,16322,12462
249,19280,9541,1978,8082,6577,2940,10428,16584,11620,14208,5962,7537,2241,4165,15434,12503,3384
250,1569,18248,11520,5203,4282,14431,3338,8794,6695,8448,4642,13228,14168,9140,4097,6294,14982
251,4562,913,5772,17558,15987,10880,7209,13197,12934,4017,4117,7416,12467,12745,12679,7011,16821
252,3435,13302,19323,15462,16528,5402,4392,11965,6725,11703,13239,9729,844,10099,1154,11676,9594
253,7673,17566,3928,1315,11183,954,4225,12570,3327,12807,15062,8764,2887,5927,371,2233,10460
254,15918,19747,10220,13573,18802,8296,5090,6362,1403,6856,1810,11946,15749,10943,11040,9163,3128
255,10752,2783,14015,1739,12201,8378,7441,9137,5558,5045,16425,7478,12969,705,18797,2632,17329
256,2107,3946,3729,18521,8588,11395,335,13741,7150,16790,19501,1684,7025,17290,7362,4580,18592
257,12133,3152,9405,10459,17190,3522,9223,5531,2760,13480,5300,17652,9453,12883,2659,13869,8954
258,7960,8301,4020,4267,11314,6991,2410,871,1654,292,7749,1396,9865,12083,18595,2399,9979
259,12865,5781,18897,179,16959,17872,9075,15706,518,6972,18390,18349,4849,2054,16135,2803,17274
260,4837,18391,9356,12592,18211,15687,5438,9581,14767,15814,12131,12865,2330,15393,1896,16356,4940
261,12363,8970,9979,3980,4679,10966,19562,11880,615,16570,1062,7554,14862,11819,7518,3338,1274
262,14687,8404,3613,1156,17069,8480,18227,11902,7951,18586,5936,3032,17364,8107,10019,4856,12438
263,12566,5147,15222,10055,18292,17032,18660,15320,14055,5722,447,6555,3606,12691,12551,18450,2041
264,1735,14925,15017,9681,671,15156,6450,7131,10521,7702,13806,9059,19203,13158,19165,6173,12920
