"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016"
45,13775,879,15301,2332,19768,2221,2005,1339,12993,19415,17452,8764,8826,10833,9661,17678
46,6402,18826,19937,5917,2330,11730,11391,18222,14151,18923,17824,13019,19244,5054,1625,2244
47,19669,643,10790,18363,17989,7312,2241,5843,16742,14196,991,7640,1675,9131,12448,14336
48,4771,6361,1639,8375,7570,9423,10574,4398,12506,8022,8387,18816,8253,19327,3210,5675
49,2024,13931,19750,16531,3566,12791,16046,13142,16313,4940,18244,4039,1252,14680,1794,17733
50,8592,17241,11393,11426,7954,10360,10079,17486,2067,18838,3661,5139,8892,11005,1971,12949
51,4306,17334,8731,7022,9850,6211,9392,15404,11223,2608,16854,14444,9848,4307,2569,9303
52,13454,13796,11721,2609,18192,3856,5315,1120,15078,13201,18364,18419,17321,19198,6472,5383
53,13238,13496,9012,16534,17928,17043,4438,1295,10514,13456,9209,1688,2263,9457,10291,7030
54,18512,10738,14531,16583,18353,9740,16025,3459,7704,18303,9414,3298,13861,18707,1471,14710
55,16914,5424,4496,7902,14806,1711,9611,12910,14973,906,14435,4229,4650,7116,19555,5688
56,14200,3620,14483,10110,6600,7428,18063,8401,19484,5353,13381,6713,11367,7505,7515,6834
57,8709,4371,8709,18710,11369,385,1238,15813,10230,913,15859,18751,13506,4696,10742,5651
58,410,4840,14792,1271,10104,9104,4349,15938,8587,14517,18284,3401,15045,6208,1809,15386
59,3897,12844,1363,9982,19284,4332,19335,13496,19126,6134,9472,19435,2068,9281,17952,8675
60,18309,19626,8718,8030,18898,3840,17079,5630,12302,18858,1561,9720,15876,5946,5682,16858
61,3931,12972,13552,15792,16355,10632,5876,16092,15400,15528,12485,15614,12173,15080,18250,11740
62,4121,3509,13042,2788,12412,14176,8317,14749,2623,2865,1117,4223,5470,4012,7257,1263
63,203,1790,3623,10717,3792,3490,1783,10535,5960,1549,3970,8209,12917,15923,17975,376
64,6700,1037,9913,5954,4857,19285,17648,18443,5375,13422,10031,6360,16046,17225,9191,10853
65,16974,15693,12151,9676,17537,6401,15282,7237,17910,19511,6291,7999,3763,17465,9723,13684
66,17547,875,5761,2572,18617,7390,4199,16891,13652,16242,4359,4754,9437,8672,10784,7129
67,2010,3864,9759,17515,5287,17960,6457,1991,13114,1390,12998,5381,7028,7300,13708,19234
68,12517,3059,16796,10635,2099,15179,10507,13548,10789,16868,9343,6646,12013,2652,7397,19137
69,17089,9113,17495,12236,15592,4063,19547,3991,10726,684,923,673,188,15245,9615,12915
70,13208,15254,16999,5710,1627,6556,14299,16804,17807,16739,4268,8033,16980,19732,14966,11171
71,17580,6811,18588,662,1486,5827,1407,4718,3697,6194,13727,5313,11992,4815,5397,16630
72,7557,12378,15307,873,1170,17222,8988,5364,12947,15409,13282,13433,5359,13545,12942,17685
73,11354,5968,4427,14897,9414,8971,13784,4612,12611,13084,17953,13158,16565,3897,17343,2422
74,6322,14489,17504,15792,819,8292,2274,13833,7004,16160,3454,9044,15067,14689,689,4747
75,6733,2742,4930,14922,12556,10731,13003,13140,3868,1629,13312,11595,15711,5358,15767,13975
76,19759,147,4827,448,13227,10611,16631,12162,5004,18522,13665,17131,701,7344,14688,10560
77,4261,16610,11010,11391,15703,14325,13969,9696,680,12142,9185,14422,4343,10999,2508,4181
78,12835,6946,9461,16369,12801,807,248,2272,1787,5152,2047,11115,5739,11167,2442,441
79,17573,19553,17162,16298,18583,17724,4437,2994,17519,14593,13121,11566,13041,13609,14685,5039
80,11973,16077,10410,18538,16111,12126,4223,16403,2299,16640,16888,4555,12157,14942,346,11204
81,14839,10155,11521,6066,16150,11569,17099,17187,12549,11451,16697,2758,10398,4021,5288,8695
82,15249,8319,5503,13342,16299,2770,9855,4989,8347,9670,11223,2765,3533,9901,15987,5173
83,10396,12683,3031,7669,6393,14355,6286,14979,13142,5267,12169,5520,19090,6940,14002,19354
84,12504,569,5354,9337,10270,11482,12043,2638,11485,5968,17795,18632,17536,15245,829,13153
85,16891,8997,1849,7303,2564,6276,18396,12876,4377,16729,11865,17514,19863,12482,15298,16866
86,3092,9082,19673,5348,9951,3850,15909,15471,612,3381,18517,3024,4478,10068,9475,17749
87,468,18296,3758,4029,15160,12605,5447,13452,3636,13988,14090,8052,2956,13414,10094,15760
88,17091,2272,8146,13933,10645,4918,7493,11391,7544,11232,3866,9410,9253,7283,9697,11785
89,1323,16473,15214,13546,19271,11093,6326,16072,743,18365,7049,7030,3465,11602,2659,15758
90,19037,1426,11592,16214,16505,2110,4630,11530,11846,15231,14331,3671,12784,5261,10457,16687
91,17363,4550,6153,7347,17686,14503,11027,2298,1411,14562,13020,3749,19058,3503,19364,18771
92,11374,13442,13508,4786,6110,18286,12360,4509,6233,11841,404,15885,1798,3119,18651,11244
93,14295,10594,9171,1852,12005,2716,6392,19168,12607,9531,19272,19928,13220,12327,9563,7172
94,14022,15335,533,4114,10900,6153,4627,4425,19296,4271,11031,10314,576,14911,18235,11582
95,17044,6872,8973,2283,17527,7198,4597,11745,19600,13241,17013,787,2784,394,19047,14562
96,8468,751,5493,533,19344,2339,5097,2220,1286,18766,14957,453,14692,677,2844,1910
97,7426,15252,656,18448,6251,11508,5290,2066,15416,16421,18311,17544,996,10680,757,19635
98,15535,13913,6367,9007,8269,11886,4370,2223,6018,13112,5704,14190,10045,9075,12598,5311
99,7409,337,6684,9699,7138,19537,12939,18009,12260,8985,12426,12208,16685,1110,2435,16406
100,11506,403,13567,1210,4770,1715,6188,19480,12887,18921,1821,6332,12803,7704,7729,724
101,17049,2249,18627,16368,18684,19392,9797,12248,1056,13931,1875,16307,14774,9018,8577,14591
102,10331,9841,16146,4863,4162,19890,1525,2008,4697,1444,17549,16029,7801,1684,3282,6682
103,2419,10496,5100,11475,782,18088,2826,13109,11725,3910,5260,18249,4844,10245,1270,19521
104,14784,1243,5363,10955,5523,5946,15834,15980,14474,13805,15492,11177,7314,16937,10847,19774
105,5253,10888,8599,16807,8924,16780,12254,15136,1146,19526,16002,16549,16472,6719,3584,1631
106,8944,5484,19113,1035,18357,1034,5365,17235,5258,12471,1104,7197,17049,425,2110,18981
107,7598,1637,10937,17652,16171,13406,14686,5359,16396,10828,13396,7047,13675,13576,2043,4357
108,400,17501,18349,8479,11674,12052,19425,16055,15678,8440,16652,2095,9591,8782,8259,9056
109,6464,16493,7109,8992,8790,18273,11281,9577,7778,17969,18271,8573,17262,2539,5713,1457
110,18838,2830,17662,5279,2757,10656,17570,7526,9953,9861,18164,8094,12316,15613,2946,8579
111,3191,14960,3976,17649,14598,10311,10019,19156,2130,4094,1084,5827,10030,5735,4251,16109
112,16330,4975,18837,17553,9939,19908,11447,15068,13265,7397,10927,1636,2644,8118,4190,14539
113,390,17432,13196,2825,4732,7532,939,14799,2286,16323,11241,9100,494,19873,882,1931
114,9524,10112,16733,14255,16113,8368,11500,17219,15053,19431,16659,7406,2292,1955,896,12253
115,6123,5817,13141,1769,8577,4501,15234,8859,5601,3382,5857,15552,1619,14558,10191,2287
116,11507,17617,3577,9030,16164,12078,6659,12715,12784,19989,766,18395,3849,1068,2437,11661
117,8060,1388,10054,828,7884,9215,16788,5340,13808,14609,14650,7790,3039,5870,15470,19986
118,19939,17356,3199,9987,2715,2201,6034,10778,2204,13497,14871,6529,7347,1639,4641,19628
119,15305,17398,17915,17773,2868,1612,4247,3380,17827,18208,15458,6716,763,17155,11686,2370
120,5935,9470,2518,13736,9747,15028,7344,19609,19190,8878,13553,11006,6290,12753,13231,6692
121,13388,12930,7630,1538,19623,1431,11926,12277,7325,15186,7555,6486,8425,975,16588,11255
122,2181,12990,7970,15851,7765,10533,3650,3060,11950,16238,17772,3789,19970,6496,2977,15714
123,17120,15804,18598,17495,5705,12581,8417,13055,14503,4979,247,5960,2879,14781,2129,16495
124,5674,6834,12706,2040,19218,19855,1370,1785,16034,18609,8299,18934,13547,241,1685,2400
125,6776,16955,12471,15783,11247,11491,19455,2004,9165,6823,15121,7943,7592,12869,8189,13857
126,9452,16661,5328,19096,11738,2480,19930,11810,14153,5489,2702,5376,1541,8077,10603,19080
127,10623,12476,3862,4942,14883,5854,9704,17151,14389,17842,18265,10967,3652,5299,402,7403
128,19517,12537,10401,4583,15856,3431,15931,18597,19183,14914,8182,16855,12569,12291,16196,3762
129,5688,1728,15511,13646,10762,9842,17947,18415,15965,390,18689,7664,5401,17959,14963,19788
130,7161,2510,9460,10705,17802,17849,15244,3012,5719,19690,18401,18224,8827,8122,672,12428
131,9565,17759,11102,13013,6389,11062,13201,260,2069,16851,6771,9310,12606,10525,17842,15767
132,3245,2104,14021,10727,12500,19283,8611,6015,2849,2348,6377,8152,17359,9400,2702,1698
133,6048,17205,18216,12196,8201,4949,6215,16570,7540,8192,3836,14734,13494,17726,1603,7215
134,15067,371,9855,4202,16235,13367,170,14229,898,19166,425,19714,17870,1202,2262,4614
135,1439,4112,1171,13835,7909,16983,11496,18301,8363,15192,2239,2198,14405,17263,15338,7158
136,457,8061,11857,4402,5712,19837,9743,5124,4412,13919,10699,14052,4858,6825,18705,7704
137,10973,6590,1646,191,19355,5058,17043,7266,8569,3334,17888,12478,10943,5959,6885,18400
138,15966,15455,820,6017,19480,6712,15008,3681,5886,3559,13172,3021,4313,1801,6578,4861
139,19220,3595,230,6065,16540,15226,15922,15245,15899,8163,14985,10748,8285,19861,13254,9521
140,14697,6862,12604,18427,4820,11102,18788,17585,14084,12780,10443,1150,18523,12772,12041,1361
141,13281,6537,14669,2329,4091,9508,3656,14926,12348,17326,10592,16266,19020,14759,13078,17917
142,13933,5524,16269,2488,3438,6307,11598,17947,8570,16061,4673,9429,11918,10722,19707,12887
143,11589,4910,1003,13947,19783,9216,16052,7540,8542,2263,3979,12447,4618,7147,10380,8866
144,9908,4657,6098,1811,13635,12442,7718,11442,4209,5939,9692,16746,19511,11071,12705,1697
145,6205,8923,11762,14678,7665,5961,18443,11199,7666,14591,3455,10770,9773,1672,11549,12905
146,9314,10826,6962,6100,18272,16362,1009,16697,11150,1047,12833,18847,9324,9396,16567,14194
147,6272,9585,17642,709,1141,17403,19251,9466,18197,3893,8947,385,17029,17100,19124,9296
148,16167,6409,17500,3738,14294,9493,7974,10671,7370,14607,9882,6129,17371,12662,19991,10376
149,3615,14424,1456,6970,16031,11271,15914,3183,14069,3424,233,8284,10987,19927,6215,4226
150,17889,13409,17571,16918,340,11750,15213,13275,13933,10908,13341,3061,13323,16723,2883,13342
151,13723,19103,1171,11381,192,18844,5409,10922,9504,650,8941,14536,9460,9595,1002,3501
152,3068,16714,3297,11016,18279,11402,15427,18268,12062,8196,7077,7294,11273,11120,7494,4095
153,4220,18405,13657,4022,4496,294,14627,9601,15479,18207,19986,17659,13987,528,2799,3796
154,19957,2132,7725,6336,12004,12348,9140,2535,4630,7723,6993,11100,17390,19686,3155,17156
155,19725,19915,19650,7482,18324,8248,14072,13511,8118,16436,17810,19893,17278,2513,2810,11877
156,13682,1638,17194,17041,6278,9882,8682,8487,18915,2101,6835,19508,18006,9684,8893,7538
157,13952,12176,16642,2866,5863,19667,6605,3447,5210,9009,1009,11143,13505,14040,14183,2538
158,19031,16398,4084,13623,5602,107,12427,12937,12068,18684,5532,19830,19089,12879,13034,271
159,18164,10809,541,1269,379,5847,8243,19715,8720,15512,11268,5557,6218,18715,2074,13307
160,8649,16691,17205,11299,12042,14063,13144,12677,11639,7112,15870,11552,3133,2033,4297,6526
161,18419,10541,15193,234,18376,11687,6692,12728,622,7875,5495,13250,11026,6222,2703,14129
162,17689,19409,3695,5117,4197,15855,16568,10751,4207,9331,7102,2755,14296,11183,11990,18880
163,4730,5841,6703,2450,5252,6763,17026,4377,3711,5586,2669,11453,12927,13070,8513,3326
164,2271,11924,10867,723,13866,17022,7122,1626,2487,3242,8854,10525,7327,19507,8579,9274
165,10489,15432,11246,5579,8631,13586,13477,6247,13457,9187,17430,5014,15990,18824,18930,11215
166,8169,18131,15663,1234,11815,15900,1110,12026,14814,3911,9471,6321,5093,15580,1664,7780
167,17120,16839,438,15984,129,14132,6964,11393,5130,553,8973,16910,18232,2487,10575,15700
168,10025,1731,17040,14187,13703,2670,4795,10752,336,2462,13588,7305,10086,3712,5712,2653
169,6779,10435,17173,15911,2948,11423,10955,10857,1282,10410,10891,17043,13887,13874,2796,17181
170,3360,17340,2931,18065,6504,1845,18071,17303,8772,8940,15722,6546,14480,12239,147,17314
171,5478,2767,5216,19251,16381,15439,9861,6635,8659,10629,12682,5660,12787,15206,6369,11265
172,9943,17058,10237,13651,16348,4252,18863,5791,11350,19822,7042,10749,11220,19680,6366,11291
173,19217,3204,9128,6176,6634,11262,9377,13020,9149,10312,7537,14268,16305,18194,3702,2073
174,2200,16399,12870,5298,13130,16572,9105,142,6874,19998,889,16480,17713,4164,5791,3552
175,4067,15525,18463,4040,15489,5803,15885,2851,19755,938,12168,7727,14229,12758,13044,4290
176,12891,18079,913,7086,11841,12396,12254,15552,12824,12094,16150,4233,19108,16995,19965,6815
177,4021,5259,4759,11363,3924,15275,10916,18534,9720,4005,389,2403,11257,17459,5340,10268
178,7605,18269,18964,4566,1013,14352,14842,10527,8375,16153,13230,1237,8206,12455,5472,4053
179,16921,6766,10967,16520,9359,524,9955,7465,18454,7498,19207,6565,1140,18518,1829,14069
180,19065,14964,17333,3435,8713,4552,8467,13156,17756,17475,14281,9765,5096,14314,12895,105
181,6581,1990,15856,1272,19813,811,13856,17001,18213,10085,19667,16210,14019,4865,6316,8590
182,9893,14541,17314,15101,14122,17583,8518,381,6222,9199,11591,3264,17344,12671,7933,10881
183,5949,19819,233,18205,13181,1722,18282,1119,12273,3713,7610,15881,12460,7704,10292,5439
184,2783,9764,11908,8409,9872,13110,14966,9089,19862,383,6400,18874,7809,11372,7232,8611
185,3902,6589,14988,1358,6913,12850,3083,9778,1786,448,13349,862,9075,2810,17501,16439
186,1166,8123,11635,15181,8773,8037,8218,18323,8906,12478,19228,17137,19009,6670,7626,3307
187,12067,8424,4604,2029,6095,13367,18851,6745,19800,2670,4272,14907,8969,3331,769,15551
188,7753,15425,6248,15601,5309,11002,9114,6676,6762,5779,3039,10595,14378,10497,16975,13568
189,8105,137,7567,7865,12565,6858,1717,12659,7912,8619,11885,16581,8669,15642,8622,9480
190,19989,6369,3055,15006,3913,10861,19827,11111,8595,4622,13890,3073,12642,15723,5216,14650
191,6275,7603,6943,4143,208,584,4809,12464,16327,1490,6550,12754,4627,2351,1809,1050
192,6952,2229,4454,143,6695,17480,9150,19971,2783,16726,2681,12253,5562,10939,1837,1798
193,10336,4686,6588,9355,15948,15019,4182,14276,545,19373,15248,6678,8247,5819,14905,5969
194,15868,647,11282,11602,16503,10553,15212,11068,2236,17408,14939,1561,3542,3620,12771,1886
195,15240,10599,4455,7706,2747,5870,4874,5762,16337,3681,651,5462,18771,5359,17801,970
196,3434,9604,10852,15614,2603,753,9517,14877,8386,3439,3121,12398,1069,12456,9503,9516
197,10845,6870,13667,2140,6595,2759,4652,3575,19955,6040,8662,16723,3757,4613,4996,14992
198,247,19807,4701,15865,3787,14033,13952,6550,9274,209,3425,800,15021,3730,10129,2150
199,13117,12999,10562,8104,4475,5794,6383,11511,11030,2134,14911,16472,11365,15258,8558,6793
200,8463,8466,2343,15898,3751,14937,4801,16646,8400,11905,18547,9670,673,17672,19392,15016
201,3841,4130,9824,2327,16649,5781,17750,227,17199,18604,10560,18386,7282,15411,10269,8501
202,13125,343,584,2370,17252,17226,11879,965,18641,3132,16199,5085,9385,8578,8174,1401
203,12496,17217,4608,1431,600,16956,2832,4395,12195,4963,5765,4405,8792,2733,11729,19155
204,16604,4911,6852,19342,10018,11049,9228,5760,16296,11627,15512,8101,12594,4711,4742,18820
205,17188,6455,10985,2320,3287,7089,2132,6139,12069,7524,19459,12649,13735,145,7956,13043
206,16250,2591,5278,3432,11131,12144,16123,18499,7952,17044,11112,14400,2326,3550,16365,9773
207,16324,19982,4771,1450,10679,17340,19056,12376,18487,6451,9610,19766,12121,6331,19097,8906
208,2194,1192,863,3896,8391,12693,1181,18034,19208,5681,4822,3992,16761,13140,9872,16374
209,10116,7572,13397,18834,16017,2571,11533,939,2899,3645,9850,19866,2156,15796,19701,1183
210,4283,19973,14499,12338,7455,5670,906,3945,6821,8433,10449,5880,19209,14536,3499,4009
211,15569,10355,8687,13262,9883,19411,1235,10164,386,19849,2289,17688,14371,5307,17261,1825
212,17638,13324,11738,12620,5753,7500,17162,2076,6643,13354,14412,6353,7229,6740,19104,18660
213,2908,18852,3827,3098,11374,11258,7156,14616,14891,11479,11170,9582,2588,12079,4442,18632
214,8486,4572,15327,1556,17607,19553,3133,9641,14321,13924,4594,427,12043,6341,9704,17310
215,4713,16782,9856,761,7991,17179,15538,9023,18123,2011,9200,1000,4490,397,3726,4991
216,7343,9554,10675,260,5877,13022,2246,15052,15974,9731,19126,5124,2984,13668,14030,5791
217,466,16448,3519,4369,18861,8540,12405,6518,14019,18975,14244,2302,7502,11611,19531,6796
218,17478,6427,11891,14012,15616,12838,13592,2593,4874,18266,3367,15768,9297,10821,2575,6277
219,16102,7336,1463,18265,2248,10284,668,367,17377,12435,7073,12267,4702,774,12089,10639
220,9180,1101,19225,12307,6426,4339,16175,14867,12859,9842,17192,851,17652,1450,3688,4085
221,889,14406,5459,13949,3243,4223,19638,14050,12131,11757,973,19258,11432,7765,15836,18050
222,3527,9539,18284,17046,9515,3988,12998,722,11893,12616,10225,18886,1296,6873,6493,3020
223,4207,13913,12350,18859,6596,13923,1666,3636,12570,3255,5598,14834,6741,17121,6001,2115
224,19072,11981,7814,7122,3124,8653,14167,19701,11846,14728,9011,4874,16005,19451,3931,13704
225,4390,17800,12113,17572,3612,16059,11871,15248,11904,1295,1529,5131,3466,8475,17935,12558
226,12175,6197,1444,11314,16502,9180,16653,5513,18870,1977,6626,13311,857,14805,14754,7009
227,3491,14045,14295,14902,3179,12070,12315,4434,8513,14460,13465,11808,2868,6559,4031,1439
228,5736,10672,6633,15461,7083,11664,4449,8967,9573,3982,4591,1850,8694,16211,4494,9799
229,14260,19283,2172,8393,18311,15337,17947,12138,6108,128,10923,7426,16418,2927,9210,3949
230,7844,632,11789,1975,1971,5630,17712,16703,19512,13141,19058,16931,9020,16665,18784,18269
231,4831,12575,6249,17221,9065,14572,666,15723,11256,14896,7571,11380,208,18066,7107,9395
232,4514,6662,8264,3151,1180,6224,1727,7967,15791,16674,14263,2637,12865,8110,10530,15623
233,13448,4445,8787,2437,13166,4343,2547,2895,6431,14748,12919,19627,1598,6852,15620,14045
234,4194,16470,11496,14409,19723,3836,15218,3097,18475,8317,18104,18666,4475,6692,13914,7054
235,10835,19389,14487,340,16735,10262,17529,18648,5456,18412,2410,8951,7535,9916,10627,1013
236,19005,16492,3581,8680,15556,8707,2247,18148,4337,1101,18092,4398,15814,5039,12320,8051
237,10194,4080,18137,19953,7279,11919,16376,8674,12180,2518,11716,6142,1534,367,19986,2435
238,731,15735,16378,10969,2999,4220,1019,2156,6840,513,5261,2283,12716,262,8110,9885
239,7259,3286,13990,2044,9325,1339,3002,3714,14567,1074,18230,15747,10785,5864,7186,12214
240,7021,14674,11169,13904,3660,9872,14829,8057,16476,6543,12637,15997,11214,19531,18533,6905
241,14970,4811,10549,823,13217,13497,14384,13028,8096,5754,14345,17185,17690,15178,7710,1048
242,1342,2664,1640,9177,16128,11838,13505,9627,9142,17763,7414,10998,10074,11646,11439,6721
243,3452,19324,7053,9038,16769,14867,5109,5967,16780,14728,17576,12444,1671,10220,19162,2745
244,11973,3733,15949,1926,17907,17884,8842,4050,5760,2713,13124,14758,14062,2573,1767,3730
245,6971,5680,12193,9126,3779,8593,7701,4776,4367,16452,10932,7961,16896,15980,3901,16990
246,11997,16321,9112,15713,12481,17899,12460,11269,12295,2031,15578,13668,19491,17810,2631,7105
247,18284,17202,6930,15953,8283,11387,16685,15755,13350,13399,2527,10535,14469,6122,11398,8234
248,7218,2390,7324,10745,10665,9636,2215,12851,13986,11642,6676,10666,950,2461,8293,2553
249,1212,9060,13765,10945,328,3474,15316,502,6471,8329,18457,18626,11215,7620,11857,18195
250,15395,8732,18591,596,2647,5565,9679,4319,17609,11719,17745,4237,4404,11227,7247,15962
251,11581,6837,1340,10431,2736,1161,19686,17825,16737,5103,14508,9655,2713,6454,9889,12869
252,6481,15164,8877,10436,9010,17345,12721,12389,10149,9747,7818,1149,3097,7847,3447,6000
253,18580,19293,8929,13241,14840,14744,12121,13296,15399,12601,1008,5592,8153,19751,7738,6538
254,2947,1248,5045,18226,18075,13674,2408,18386,1770,6072,19011,6030,11592,3000,6849,1235
255,11796,15879,3616,15575,16844,9115,16584,12146,17427,8204,5800,6151,4006,11624,13265,7741
256,15620,701,16104,8016,1671,3114,14832,18152,15653,15826,10074,2049,17590,10840,15078,7461
257,15683,3996,19067,8007,574,6741,16186,15384,982,12543,16849,11290,15355,11605,18095,6226
258,8980,8570,8163,17026,7545,2881,15089,11373,6831,9703,14164,6475,6240,15119,7328,6661
259,7551,2413,16611,1487,4288,1060,13117,19755,4599,2899,10465,2363,19322,16102,12263,15072
260,19721,8706,5832,12415,17207,1150,9968,15823,5088,12243,15359,4950,16445,529,5898,6832
261,1152,12797,10542,12674,7153,3049,1776,6953,14131,5770,12520,5013,2904,5701,1586,10462
262,5528,16486,5188,8457,16044,16970,4030,5597,4613,3674,9350,17869,9521,16218,12846,19208
263,15951,8065,16282,5587,507,12719,8341,4047,19421,8373,678,10117,14882,2301,15587,5795
264,19569,7669,8293,10229,12985,6895,19266,11798,6443,11303,4018,2431,2230,14139,19091,9264
265,12210,15584,16732,10555,10486,10754,19275,3615,17594,17270,12555,1838,13703,8587,4260,3868
266,3629,13125,2645,1050,1944,17869,10498,16108,3355,9537,8332,11207,6486,14988,326,515
267,2139,13972,9629,3018,17902,11933,2911,9088,11852,882,1748,1672,16063,5487,16084,6977
268,4777,19406,15015,17649,15490,11089,2765,19962,17209,4587,12247,18516,10480,5456,17195,13396
269,13070,16644,4695,13358,9645,7405,18025,8752,7150,5337,1802,18472,4326,15750,12863,17633
270,8205,17079,18583,1910,3023,19189,12510,10327,3837,14251,4047,11719,13559,13452,13083,3949
271,16024,7132,12815,5122,7903,15877,14820,14500,11057,14397,18349,15703,9755,14570,9634,16631
272,7942,4590,13300,4856,19504,5603,8331,18935,18653,5021,12939,8208,6835,6804,12400,10789
273,8887,17920,15795,16764,2056,17319,5096,12547,3716,8035,14597,1976,19170,5921,6458,1761
274,14073,1514,1543,7369,1497,16753,2417,8752,15158,8109,7338,6097,8273,9623,15483,16559
275,17386,2744,15388,9700,7824,1827,2870,9248,5953,14642,4961,7110,10886,6650,498,7372
276,14688,10168,17893,14834,2364,17518,6992,17108,2890,5881,5391,2833,6069,12246,13954,18898
277,4531,19569,7052,15915,13895,9669,7513,1225,7776,8407,18514,16552,140,12917,9500,3381
278,18421,8512,11154,7788,6081,4019,14484,10100,14067,15274,5257,3593,6223,4967,16080,15633
279,5761,10068,7181,6899,9293,4749,14268,5390,16095,8244,4207,132,7080,8946,6970,14575
280,2209,18356,15699,7760,4452,688,14500,6422,2353,3524,8510,7755,18834,19960,16569,10934
