"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018","sim_019"
180,17802,7216,17100,16528,12664,13707,1243,5478,11576,2612,16389,15078,17355,13232,11652,16303,16745,16595,14427
181,6718,4484,15596,2737,17158,9496,2524,12570,7857,739,653,17411,8541,4874,14099,884,7795,19129,18640
182,15005,3125,8926,3026,9427,19366,18303,19507,8029,5412,5748,9381,8469,9914,8765,18726,11448,4830,18201
183,4504,518,166,14955,19366,17764,19977,1558,11389,16884,18938,9297,16927,10297,6218,6264,17121,12417,6010
184,11217,2402,11922,10085,1162,6426,7282,16520,18274,12798,1161,1439,8673,17394,9775,14360,4300,16425,105
185,19074,4301,1063,2075,13526,15611,11195,421,3571,8576,7704,15168,6538,1013,6839,5106,18376,12332,13560
186,13163,8283,17118,8397,202,13900,9086,17459,978,5019,10287,13960,10779,4284,19087,3024,4984,14605,12094
187,10380,15633,3781,13646,2689,763,18162,14466,7466,1018,6558,10949,12693,6282,9520,15903,17657,7848,4612
188,15152,15242,3018,15318,4657,12574,14150,5041,16065,1549,16325,15121,15310,15473,6067,10498,9128,17536,4356
189,5687,1167,13506,6261,848,4453,13515,18671,18429,1456,175,10686,8783,16911,2870,14978,486,9184,16572
190,3680,6946,9239,17237,9318,11626,15918,10229,17673,3161,10563,9586,7516,1830,2396,18276,13954,6407,6296
191,13065,13368,1812,11585,12057,18377,11116,15839,6248,4896,19747,16928,10931,11935,12724,18231,2600,5230,7928
192,7165,15658,5402,12955,12957,6102,18885,7355,17703,18470,9178,15472,15824,2425,6507,4629,777,7043,552
193,1861,7928,12714,12203,13365,15467,15266,12697,3411,16778,10278,5566,6731,8307,12089,5712,11815,19313,347
194,7667,7833,4477,868,19432,932,7669,14962,18342,10696,3247,11582,8037,18304,1050,1967,19525,17562,6145
195,7451,9888,2514,12786,4501,13003,9875,10773,8719,2374,17661,2680,3931,6449,14269,10765,7581,10132,628
196,13158,14352,12054,19195,12861,2687,17086,19503,19842,19842,10297,15605,369,2761,14191,8611,8144,9358,2902
197,15281,8377,2427,7189,12173,1769,15456,18886,17977,3704,2977,5309,3817,10287,16131,3476,18300,16622,17894
198,15962,12524,2789,17567,1721,10022,9941,15968,17499,212,18082,9291,11537,5036,2941,12163,19610,13910,14936
199,18485,10361,14146,16550,8708,16272,2300,8544,13046,12975,491,3835,2138,2488,410,16748,5643,5199,6903
200,9745,13706,19314,17094,15571,15766,8254,7682,12096,19641,13553,3471,15105,9456,14918,8446,9498,16579,11986
201,8038,18113,7589,18984,3970,7764,14568,18309,17514,4164,12083,2915,11076,1500,14996,15367,16999,13138,12443
202,6145,19453,13469,7539,19018,11699,7588,12677,4262,18424,13862,2556,5178,11350,1797,13877,13275,1716,7202
203,5923,16979,4025,18370,13712,8530,7658,3961,14288,9331,6743,12880,6933,3036,17473,16590,15504,18684,794
204,15269,13192,18646,14864,17923,6284,2301,7480,4802,8280,1142,14246,1634,4088,4848,15324,11300,17219,16581
205,15810,7420,5867,664,7091,13505,18260,7629,4750,16925,12791,10162,10135,15798,3094,18625,8139,7447,18019
206,5165,19713,6846,11569,19610,6584,14365,3556,4481,10635,7837,17510,6492,11154,10187,6615,7764,984,15480
207,271,6481,10682,16449,17838,1643,2158,16445,7576,17348,2105,7833,19151,13025,6037,1211,6554,12186,14526
208,15610,9781,603,4864,4837,17475,13137,13926,15414,11636,16638,18763,19903,11917,5959,19528,8741,16053,11652
209,16207,1586,6111,6464,10244,16471,8266,16841,6406,13289,17144,6518,3744,11098,7717,16520,3087,6594,6099
210,9893,7274,8317,5632,12584,10175,14393,19844,6492,9567,19980,12953,4006,2668,6251,19350,932,2064,1300
211,15652,2880,19214,3306,17941,10453,6531,11364,1636,16498,4891,8680,19005,6100,7703,4529,17011,622,12347
212,3279,13135,12426,8221,10779,17594,1717,17505,13108,7408,3219,10252,9944,10859,722,18845,10380,12963,2645
213,4146,18028,3446,11950,17636,11371,6534,7984,6256,8955,6891,2913,9139,2709,8566,5776,8056,3106,13227
214,5115,6529,3492,16000,11406,17262,7743,2321,12078,15609,421,16692,1335,12469,4425,12523,17079,12715,2114
215,8840,19426,14158,15836,12191,15557,11972,3650,15436,5617,3933,11894,8205,11343,12132,15723,17703,19163,932
216,13157,3024,16101,18987,16655,15024,8162,17675,4579,11470,5105,18123,18894,18089,16799,1652,1759,9078,19381
217,1221,15174,13356,3689,10965,4282,6416,5310,17282,11290,8565,7529,4160,8121,5672,17351,9043,10151,2273
218,7293,8664,8063,16796,846,7674,14629,17579,105,7710,10580,4173,394,14645,17130,19551,7686,15147,223
219,11878,9445,8117,16104,10886,19305,3621,12386,13459,1551,11480,14272,6158,2982,14115,368,13397,13581,10140
220,9789,6020,12178,9684,252,9079,9668,1404,9098,1527,16327,16219,5130,18716,18843,4788,16586,17974,19979
221,8470,19550,10558,12322,17811,16462,5166,6214,1658,11744,7199,3735,2373,1206,6279,6308,9381,16120,14366
222,12115,3183,17940,7886,2985,9841,14796,1403,1305,9538,19422,6978,13701,18267,6335,6518,6169,14255,7818
223,18738,8044,3442,6718,13246,2069,6295,18073,18005,19272,18874,4465,12142,10593,17084,11699,3132,13647,1500
224,17099,11671,2243,8086,8540,11157,5786,5159,19830,10944,3785,7866,11925,19910,6089,14114,10259,11001,11275
225,6401,4736,13098,5368,14860,5119,9338,16641,11323,4385,18235,6203,8579,2364,16429,18416,9206,4977,5492
226,17633,8575,4672,10317,4396,9082,8304,1374,15477,12084,16179,1583,14697,14616,5343,11376,4212,14905,15735
227,2972,16284,19450,5758,8926,7658,15326,4693,4145,3540,16760,13088,19634,4177,8718,18786,5795,6039,5259
228,19124,4247,2316,13951,12998,19570,14828,7160,2627,5256,5429,4605,2177,19280,19187,2873,303,2089,4498
229,1256,18878,7012,17356,11966,11067,14774,7135,10519,10599,4757,17595,1822,266,9464,18118,17217,12089,4293
230,757,15215,7192,5702,5902,19109,19185,8045,9974,4408,13624,12903,11947,5649,12039,7281,13309,4677,16477
231,15813,9789,19409,14302,7635,11603,6725,2694,18421,13662,9093,18481,13043,18978,14261,14928,11864,861,15831
232,9333,15749,9494,13527,2651,14388,7597,15072,4527,15349,8987,6300,644,15828,14815,17542,18957,2095,4997
233,18628,15097,18696,14889,17840,16393,17218,11036,9365,5767,5048,14469,12448,4092,12734,10944,12090,10163,16090
234,14302,10564,9153,15508,11265,17160,19805,15620,7454,6355,7651,4348,5684,8850,16045,1059,12228,12708,10818
235,5157,10941,1912,13939,3033,4768,11236,10673,16194,7233,9750,17483,13539,17347,16139,9756,3397,13868,12186
236,14747,17074,881,15943,14488,14414,522,8318,16297,14877,2676,19105,19285,17644,6792,9289,9939,18166,1945
237,10791,12849,19066,7684,6966,14467,9566,19542,14063,10334,13474,7461,4540,3148,19370,12285,5211,10741,6044
