"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015"
26,9230,1876,5224,17453,7076,12616,15673,7280,9410,4862,3465,10853,19482,14288,6151
27,4333,4379,6842,4445,651,5658,6108,18739,6730,9707,2676,1843,5541,17510,17971
28,15888,13693,19406,7252,9906,14272,1657,7224,19442,5193,18634,12182,13579,4173,16560
29,16258,17802,7621,1891,19873,12376,18967,9146,4490,13197,5108,2769,9597,16017,3785
30,13067,3007,2001,13994,6768,14026,11518,8947,2666,217,13031,3119,4669,11257,16608
31,9065,650,11960,6355,15982,8237,2080,460,6430,14388,7610,13511,2936,10387,10158
32,7007,2987,15179,17738,19332,10330,1533,17608,8680,2879,4151,385,16462,14435,8938
33,6471,10004,13236,13293,16460,9445,7605,5496,7160,7618,535,11450,9808,2968,9245
34,5757,6578,6194,15766,11925,1163,1864,12593,3582,3574,17921,13564,13007,12476,19979
35,2567,4339,11368,18476,6591,6291,9684,2641,5970,16022,4001,16068,18287,16313,18774
36,8630,18580,3605,5182,11214,11302,858,4920,4572,13037,6682,9209,6322,3016,7557
37,13939,8922,3602,13119,17632,5572,16642,8475,14456,5701,4183,19313,16799,8130,3931
38,10391,3708,10837,12289,14660,16677,16717,16882,9762,14533,17745,3984,18677,11184,15577
39,2335,15702,9522,16337,19670,6493,19615,11797,8015,15235,11173,3595,16904,5352,8100
40,16721,3169,19115,18748,13985,12985,4887,12507,883,1363,13223,18742,12728,401,5522
41,1077,18678,8092,6539,19857,3824,17292,855,10979,8699,350,8623,8679,13157,11513
42,4549,3081,11443,15368,7442,7530,11021,17425,7940,3817,6317,3352,14036,16007,17314
43,497,16098,4166,11339,3394,3347,9971,1091,11437,18960,12650,3483,7973,3551,9558
44,4606,6504,4988,8509,19516,4016,14571,12769,15155,15999,18477,12970,8015,17477,18956
45,15174,10304,6250,18566,11943,8718,19068,16525,221,19436,932,14185,10390,18522,8136
46,19035,15535,9297,11451,6422,10130,381,9745,18038,5914,15219,13395,11565,2375,7327
47,8522,14440,6831,4078,19596,14533,7667,1360,19593,16890,9139,11662,19028,9104,19944
48,1482,6360,3641,11397,6589,10053,1569,18915,1906,19047,16248,13722,9377,1598,12201
49,9834,1370,13538,19690,13065,16280,19975,458,11349,11805,2748,5559,12952,12041,8525
50,19334,16779,10147,18193,4093,7613,11539,11858,6471,2720,5051,18368,17746,5331,12189
51,6850,779,6106,8035,631,7472,10711,19553,5115,17219,9206,10551,8405,17635,4595
52,19974,226,14129,17777,17145,14278,11381,17521,4152,5072,15732,345,10822,16980,13659
53,5134,18970,18664,9320,19346,6531,9127,4702,8491,16109,2888,5376,11478,14374,18892
54,12062,16688,9668,5876,16378,14032,2943,1109,18990,6756,17554,16307,7925,8539,983
55,14010,9069,19715,2316,10261,14617,962,4693,18333,15224,11930,19520,6848,9469,2995
56,3465,19756,16637,12196,15549,18628,4521,17306,5168,5190,2169,13505,14095,17027,6807
57,15124,8942,12375,2170,670,9537,7701,8817,4719,13133,13655,5817,7545,13214,1923
58,19802,5979,2493,7748,7966,15208,4728,17677,12614,18266,10015,11508,9890,13455,18453
59,3041,6767,12181,13928,1666,11810,16469,4418,16963,14655,18851,17965,12585,11921,355
60,3441,17792,16041,16624,19123,9320,5282,12200,433,4455,18936,14438,18621,158,3256
61,1496,4234,1345,19829,9397,2728,13301,14115,18044,7778,13182,13938,15263,14606,5745
62,13506,13700,18421,3926,18845,5228,6963,10819,938,16038,4236,9719,12103,6691,9310
63,11271,9048,328,13466,18686,3136,6447,14884,14474,4774,17530,19323,18522,328,8694
64,10336,4919,4205,4421,8606,16132,4210,7880,16964,3126,16910,15513,12386,12894,9431
65,1658,12993,16597,19985,8232,9606,8530,17017,1597,7932,8853,7230,18231,12989,10715
66,8387,5970,6465,14661,17135,13100,18477,6187,4298,9869,5261,7153,3428,9521,16078
67,6732,5281,17237,18273,15055,11841,4659,12456,7153,15861,5351,3529,13875,736,8134
68,337,5655,11202,13899,6816,8330,16036,17905,2459,4910,6934,721,12193,9295,1894
69,14786,15798,19224,11984,14240,12276,15070,14261,1633,18392,956,6415,16197,16273,18735
70,4792,13924,18833,2697,5830,2181,19007,5753,9572,19366,1384,3109,17334,16278,4595
71,4354,17117,4036,13532,1810,1889,11790,19692,9672,2155,14924,13195,9787,9645,7876
72,6447,16129,3147,19985,18608,9238,15163,19213,16762,19692,13912,2942,14709,17714,12154
73,18689,2687,15147,12643,8349,2397,3886,15110,1668,9514,9801,4437,3068,10360,4176
74,10493,12455,8606,8746,2675,16984,2154,11208,1209,2043,9932,10321,17253,19385,14846
75,12847,4006,4240,8734,10620,2831,10241,9806,297,9223,15647,12759,10122,15073,5568
76,6062,8289,18109,14090,8187,1701,9244,3565,15719,15007,6873,1284,10717,7487,11698
77,951,13483,10600,5900,4035,6201,7511,19121,291,11494,13463,19328,18714,13619,4518
78,7474,11001,3594,18679,7982,14508,6977,19194,2815,526,2846,17810,9328,8571,17634
79,18882,18737,1338,18267,3350,11608,6929,13711,6370,305,9277,3088,15170,4064,8833
80,19769,5634,8553,6547,6575,6616,8527,2117,12976,18931,7429,19316,8921,6475,17672
81,568,15312,3336,794,13151,19294,8382,6271,6121,2208,19360,842,15198,7092,5430
82,14760,18407,6653,16424,10551,1304,8071,7731,19491,7433,5256,16439,16884,10531,7064
83,17955,16881,17502,11653,1539,12499,6814,7828,7488,11055,7051,12483,10849,19724,411
84,18486,4016,19232,5425,6337,17325,11022,16335,16719,10115,4025,2230,1659,11738,6141
85,6024,8314,6674,6249,2342,6017,2165,10537,16126,7672,6258,10901,12771,10812,714
86,9597,17759,11045,7995,5205,2046,7337,9387,4627,8116,15871,14681,5465,9850,18244
87,4781,569,14990,19197,16749,16924,17066,6516,6745,3122,14325,4109,18448,17597,10299
88,1605,18296,19498,5194,18945,10585,12943,12242,17773,14548,17003,18572,12794,5220,10000
89,18362,3111,17896,18704,3957,3828,2436,15930,8160,13107,5793,7235,2881,14806,16003
90,14485,1349,16144,4192,8778,218,11237,12868,15184,15849,3736,14733,6019,2441,3885
91,16429,14096,780,14018,17498,1996,10030,19376,17466,19940,7040,2178,3437,11700,12799
92,1665,5610,4471,5571,5272,9069,10793,1325,9400,3305,12177,3983,14240,1555,5151
93,9409,4129,9495,8380,10670,17056,9479,4570,14606,12471,15919,10770,1853,14400,3273
94,19008,16984,12468,5378,16868,17044,14211,6493,10802,7884,12135,19432,12042,11439,17256
95,9276,10999,16525,19925,8316,9594,19244,8597,11941,6415,19953,7951,1761,7608,18336
96,1245,9708,1616,13960,18498,9348,14843,17908,13436,3277,14389,10042,5268,11774,2853
97,9853,711,10099,17288,9118,17975,10538,8280,2558,12722,8606,12220,8293,6026,8571
98,3809,3548,18855,15374,13257,10416,16668,15618,3984,9691,9935,6420,16525,13990,19010
99,4488,19795,4798,14268,14081,158,17160,12356,17014,10272,6219,3298,18023,11503,8214
100,12721,1809,10712,12119,7012,13943,12985,8007,15005,973,1458,8456,15537,10068,14034
101,13415,9114,14730,9185,17662,6077,8374,19021,12312,1682,19444,11614,9124,597,12934
102,10406,14908,14592,17176,13916,15538,5014,15913,5480,11243,14580,9198,5025,6569,4281
103,3897,1532,19703,996,7459,11447,17605,5761,17708,5181,9792,2521,3535,7368,12772
104,9705,2024,6363,289,8040,18223,15738,14573,7860,10037,4184,14829,19929,11081,15420
105,2621,4257,19753,10632,13131,6043,17542,6367,9343,5086,10312,7673,1070,15358,10898
106,16568,18173,1223,3395,19405,781,13184,5012,8019,4671,1018,1733,17500,8864,3593
107,8237,17087,678,11516,19934,389,4730,14546,2977,2245,5776,9779,8742,5668,5277
108,18749,5296,7191,16304,7398,7796,7556,5450,19200,5741,19069,18603,3329,4927,16859
109,15109,8195,10686,8441,244,10852,17584,10832,6604,11934,12054,1355,9929,9725,12514
110,5500,6601,1423,8942,635,11451,12477,2556,16466,4950,6873,19069,6534,18495,18564
111,10503,7020,15069,3328,6545,1746,5840,6482,2613,4458,8901,19219,4269,11431,130
112,5506,12445,10293,19051,6294,17123,4666,18120,11098,6103,10154,1569,19618,17072,8765
113,5687,14682,17442,6156,2770,19026,15169,18712,2230,2125,18744,306,17111,10502,12496
114,3499,17471,6691,13807,16352,16026,9989,9322,13675,7544,8400,15431,18929,16191,16369
115,18193,16036,17504,18302,5023,16393,11160,1855,14181,4989,12995,7636,17061,17043,11318
116,18161,19202,2120,9491,10009,1998,4512,8973,6074,17255,12962,9766,2201,5318,19482
117,12440,18645,6672,10146,17514,3948,8552,6920,3620,7186,737,5555,13148,5767,1499
118,2637,2416,3813,2540,6215,18820,15138,5372,2803,15594,7167,4005,10460,12061,12714
119,13296,4378,1527,3860,14207,1642,3710,9653,5552,268,11422,19828,9967,4145,12778
120,1927,8340,17598,19790,1516,5817,2922,3479,6834,8338,5288,10814,6352,11461,8099
121,1647,6479,15741,11428,3562,973,1318,15129,19243,7873,12105,11491,1478,7054,10582
122,8333,13608,1272,1830,12166,10937,4996,8196,4553,12579,19261,930,1079,19509,19898
123,231,9285,1550,7577,15748,18199,8623,12502,2928,10679,2040,16292,5726,8024,8160
124,5535,15846,5257,14464,206,498,6900,6981,9423,5644,5431,6756,1452,12582,6698
125,484,10209,2293,14934,467,4958,8220,870,11388,3317,7106,11239,147,10806,8945
126,9203,5814,19850,10824,19108,2353,14846,9813,15721,5337,5039,19084,12090,12607,7306
127,17775,18544,4716,5831,11705,9070,628,15485,9891,16138,18873,12449,11694,14885,12691
128,6426,958,11626,18469,14561,17403,13051,15830,5138,18278,10919,16384,2727,19993,9466
129,18443,18388,12575,4029,765,17313,4070,7284,17827,11464,4049,9128,8766,9772,11845
130,18208,13735,9450,19159,1387,11847,1568,9068,12399,19780,7801,16990,15097,8331,18029
131,11657,19351,19590,15138,17242,2854,10168,14987,13080,13881,12175,12450,13808,8832,16299
132,221,19760,3754,18730,2912,15506,13699,4736,12032,9073,1758,12438,12144,14063,16675
133,3409,2444,12796,12319,12831,19236,3873,7549,1662,16353,16071,9084,14633,4593,648
134,6893,14854,1316,4600,18679,6726,3681,10716,17886,19640,8812,16467,17654,7810,2517
135,6085,10690,3351,16342,2746,13213,1102,17494,4948,14487,9567,13761,2135,11383,11653
136,19579,13959,19693,12136,6774,1947,6098,9625,8790,1424,12469,16605,19522,6218,14556
137,15519,13546,6838,2862,6892,11288,11577,9909,19714,15135,632,4406,3622,11262,13450
138,4665,6262,14082,17778,19812,17943,2952,10623,14458,8486,200,10184,9294,11702,713
139,7334,13082,17081,12434,6371,10505,4891,19682,12273,11767,4864,4964,3491,9034,16506
140,3494,19013,10318,5634,16780,901,8755,15283,9646,12209,3065,8875,12486,6922,19636
141,15850,15097,19877,14977,1471,12905,18554,18329,6311,2518,1018,9835,14314,14688,2444
142,1583,13838,6277,18095,5964,14827,17601,18951,13995,10007,6838,6617,4076,3232,3823
143,6461,16473,4745,12873,7412,3130,14070,19291,2157,2944,13015,4473,2600,19888,4929
144,3804,5075,8741,10604,16407,5048,7671,15498,6730,15776,13784,12820,18034,4472,16701
145,664,4207,10642,4256,14801,15744,3608,7571,9380,19087,18338,13310,5036,13248,1169
146,8883,14242,12306,7161,10899,6976,10259,8924,16497,2857,15886,14282,16644,8759,19724
147,6597,12387,633,12690,6525,6153,1703,15438,3811,3594,13064,1678,17003,568,8960
148,16784,7721,19575,3579,18125,10701,2107,8508,12650,2019,13137,7290,13157,3451,10572
149,15057,6966,8410,8794,3293,9214,9031,5891,17104,17731,3894,19566,1376,494,13118
150,15549,19197,8757,307,9421,12544,6936,6463,12568,1511,7705,9822,3246,14189,15310
151,10090,17956,11222,7597,8702,13145,18916,16597,4375,19628,19491,16632,2252,4370,9855
152,222,1848,7678,19108,2917,762,11995,2546,3654,17601,2404,12679,1378,4232,1529
153,12497,10024,2833,13320,16753,10161,8845,14326,9719,18459,13575,12467,18784,9952,18550
154,10349,5764,757,12095,4289,9313,8041,10982,14889,19103,5767,3560,2987,10348,2644
155,18522,7750,19573,11922,11120,8204,1529,16456,11469,19075,12644,10076,6632,15359,16667
156,18488,14051,890,18194,12072,17143,12520,3766,5995,14935,4293,2745,3219,13769,9906
157,10018,6248,4442,1222,2399,13049,889,2170,19428,12456,944,887,8095,15702,9784
158,191,8945,14038,15892,15284,7428,6962,7246,18804,3507,1291,15079,544,7189,2999
159,11038,3538,4116,10900,7514,15121,7138,15000,1558,6682,18206,8429,7689,5823,15813
160,15039,14572,19052,18081,9771,4085,1059,17150,19335,16723,14957,3173,473,13997,8537
161,1857,6471,3597,10416,12964,16365,3573,19722,579,19894,15206,8879,5823,17407,4805
162,10828,18480,18507,7732,19030,6657,3967,7288,4104,14274,11827,8149,4752,11259,14394
163,16479,7417,982,13737,1985,19937,13034,4771,737,2040,13893,19389,10681,4230,16502
164,12092,15017,7135,8253,18223,14770,1596,9815,2516,19394,3593,12767,9096,8210,15675
165,13705,19540,18203,12514,6841,16790,17656,7472,13576,3854,5525,9766,18107,8852,16551
166,11353,12700,4817,4057,17384,18184,16401,17463,1485,18772,15586,3596,1190,439,19547
167,19320,7717,2050,1913,12599,567,12232,1430,7448,4422,10624,10940,19777,9440,2450
168,3900,12036,13798,2670,15071,3180,5650,10047,10838,17600,8422,9035,13819,6855,4316
169,6161,12427,18039,9887,288,9125,17502,9526,5112,17463,959,8517,5404,8977,17309
170,10415,14373,1173,14715,12674,14916,2296,12662,2010,3856,3644,18846,4147,10250,10759
171,9166,6630,12686,13379,17431,11977,117,17426,6886,9126,10194,3886,13191,18623,4377
172,5697,13243,1991,6209,13634,7818,3292,18702,18631,11023,12397,19353,15035,5769,11190
173,12390,5945,14204,9674,3046,7939,13796,15153,19943,15339,18402,3903,17146,14041,11006
174,16055,5038,3303,12707,7634,16099,10824,15185,3330,3993,3919,15316,16821,9895,2524
175,10216,161,10608,17634,13685,2818,2000,3572,17064,16342,10700,8276,9312,15587,11010
176,9877,9581,3281,12964,13507,13671,9550,540,14803,11621,8703,15424,15902,10709,12043
177,14939,2951,8251,16086,5234,9225,2500,15107,14169,13604,19690,3475,17434,5680,7651
178,17317,3835,5393,8926,15054,5461,10163,18856,15091,19715,10657,8701,18166,19933,2249
179,15986,5954,15991,916,3454,9474,16847,10845,6609,12586,5037,18639,17373,7091,18542
180,18986,8620,16884,11129,15607,19920,2587,8535,14233,9860,14467,596,1772,14575,15180
181,3780,19065,1197,2684,11082,18298,4362,19417,10521,17363,4899,803,7432,4630,12935
182,10086,5778,6450,8700,11806,19697,3855,5129,18271,8896,7394,16142,6943,8860,19030
183,3249,6295,8809,16620,14536,6342,14221,15242,3643,19798,18789,19413,4982,13912,4266
184,17281,10267,19219,10576,1692,8030,4677,4145,5709,6490,15410,8346,13821,14871,16663
185,18337,9922,969,10553,15723,2356,10142,16569,13636,19341,4413,19729,11987,120,12076
186,13225,746,12287,1661,18177,2418,6385,14789,7845,10106,12868,12406,16667,9119,11955
187,3793,8792,19463,15852,9976,8808,8257,6796,3027,3194,11927,925,4129,15000,12465
188,9352,14758,2317,14193,15319,9097,3337,12712,10414,14309,14654,17677,13785,3301,7236
189,12435,8297,19900,16196,948,2405,4525,8563,12751,7777,2877,17468,12743,5833,3948
190,9354,16774,13961,7516,15314,1009,10983,286,10054,226,1517,13472,13080,13071,5240
191,5755,13426,401,2354,7741,9362,1670,8312,7907,12039,1066,12611,8864,18874,7488
192,13882,3706,1612,17155,1932,2790,4100,15626,1362,19571,6246,11921,17215,17624,7480
193,1550,18129,2196,11062,11999,11308,6568,2419,9910,17032,10557,13792,13723,18649,17590
194,1651,4177,18448,4065,9976,4909,9068,4403,6541,14476,325,2058,14956,16177,6946
195,10818,17502,9789,3758,19852,4451,4889,11150,11868,13127,18835,4561,19113,5275,11890
196,6736,175,13449,947,1435,9748,1591,4607,8173,13078,14492,17599,13063,11785,15419
197,4965,1280,10360,18178,17005,19527,15436,18384,3982,7702,11371,9366,13259,10319,14855
198,4156,17318,3399,15231,6357,15697,14968,7841,10046,5148,12660,18758,15323,4099,7180
199,17057,12525,11905,7047,10981,6290,7804,3753,4735,9225,9887,1565,6102,6412,10632
200,14332,19291,19856,14435,14023,17210,10088,18027,14420,7784,1542,3080,13965,3537,308
201,3408,17261,16389,7094,19323,15254,329,18111,15223,3655,4677,15211,19065,5249,3422
202,8546,8790,7809,15627,16192,190,545,6544,13532,15946,14403,13265,3202,3504,11829
203,19599,11228,316,3540,15167,10313,9818,18407,1626,3352,7768,4837,2218,7558,9461
204,18988,15520,9412,15448,19939,13920,16453,12669,10888,9907,17642,19663,1249,1375,9346
205,6552,13591,12519,1741,19273,6872,17976,16753,5784,5303,14285,15241,1105,4367,11908
206,7431,6662,17199,15925,9782,16892,8689,1129,15247,8773,11719,3762,13904,7087,2499
207,15880,4085,4648,6856,9014,5862,6314,17100,11304,12028,16847,12023,15760,9282,16793
208,4165,12300,7200,15052,1695,12974,10155,12353,2980,10104,16613,5716,6560,6542,6197
209,19009,11361,1151,15105,18756,2128,19841,296,454,15429,18761,1257,12571,13883,18861
210,17528,1665,6960,13663,14265,19576,278,18504,17160,3864,4027,800,15254,11755,15276
211,4801,1538,16798,16841,10397,10350,3976,11022,7685,12084,9398,8475,19569,634,3077
212,12139,8641,4180,6523,19383,2073,7536,17808,11230,15377,4950,19537,7199,7678,19647
213,16879,11228,1923,11862,17419,7342,4094,999,8617,9474,15869,12850,7220,14858,13761
214,12987,19511,12939,18830,10207,4668,5622,19807,1948,11758,11942,3588,3002,11879,319
215,4676,2262,5722,5803,2585,721,1928,4911,11782,16668,3939,19872,16090,6797,11570
216,546,4337,12071,7754,12604,16474,8097,10299,12294,17804,2842,19132,8962,19176,9757
217,1935,13552,16416,3184,9525,2784,2582,5731,9056,15829,3731,19915,18731,3423,16354
218,19111,4644,1539,555,2960,16923,2545,10479,17305,16846,16810,6457,19053,19137,10898
219,16699,12602,9796,8685,8728,7280,3769,19536,7764,5130,13805,17506,1591,2164,3144
220,10374,6897,6513,17068,17684,12363,6728,2560,1372,18634,4910,3742,11334,1206,12701
221,8868,1356,3125,17385,8194,8606,9208,8035,4916,13508,10518,16519,11412,15204,859
222,735,4803,18193,1589,4876,2289,6333,12020,14784,4998,12471,12071,12729,7114,13369
223,9775,1206,13730,9807,11547,5181,2193,8074,383,6427,13391,7006,8751,9562,17445
224,10185,11595,16721,3338,16669,5887,4944,14618,2283,4265,723,12567,1228,19155,15918
225,2552,9109,1004,1028,534,4624,16285,5800,9225,3988,18331,15661,11149,16862,14628
226,19996,14707,8748,19012,1148,5101,3078,14265,19344,19702,8519,8097,15057,11545,18420
227,18675,1178,12995,18310,3351,462,16284,10327,10653,3007,12977,3587,17830,15787,17353
228,11555,4165,2519,12581,1540,2302,5917,9637,15878,1495,6620,15389,12434,14296,13385
229,1035,7297,12035,19122,16957,7110,6254,10607,7252,15843,18883,2288,1212,474,19097
230,17394,4653,8339,5450,3044,9824,16410,4573,12951,6495,8681,8254,5983,10851,2594
231,6294,1064,4659,2542,1990,14756,16788,7600,6623,6381,10373,8156,11247,3922,4891
232,15712,2131,19302,17864,12890,4893,9449,1891,5641,15303,6445,768,17095,3230,18862
233,15985,8843,6518,1870,7732,15641,2332,9523,4406,7989,3712,4240,11357,17136,4155
234,4708,16209,12503,6561,1459,3513,18748,20000,11991,19308,13346,4794,6196,18673,15594
235,15546,3743,6851,4085,5803,7074,3260,10624,9976,15951,7618,109,5972,7194,15626
236,4122,13349,17223,19065,806,435,4564,5406,3246,2670,3310,19795,18091,6505,12616
237,17031,3871,12906,16524,2293,2209,17828,14860,2042,15932,16840,16331,18831,18216,14611
238,10919,5446,11731,10901,18578,17824,9024,16639,6707,453,17915,15130,15229,1424,11163
239,12970,19889,13334,8143,1461,16747,12130,4726,19209,5268,10204,6728,4859,9372,12490
240,11610,19962,2078,6164,16635,19990,2358,5379,11276,8277,13296,19344,19578,16058,730
241,16984,15182,599,19765,17799,9675,1182,15924,1687,19903,18536,8581,5268,16544,14817
242,15827,6710,18611,9446,4508,10440,6937,13364,3948,1736,11794,7315,14400,19978,16098
243,8883,7614,6917,5763,836,1110,6554,8440,9877,1915,8719,13125,14711,7790,13007
244,9798,6848,1461,19029,10109,790,3017,9321,14083,6019,10827,5886,13149,2263,14926
245,7442,8737,6497,15969,14950,3091,7552,13422,8151,2823,8533,11915,15871,9556,5746
246,4440,13879,19411,10864,6201,18801,15734,10542,5785,7736,9085,7896,4258,5981,10168
247,8818,180,12170,6330,11084,5847,14088,5945,19090,17052,262,8585,4711,14293,3566
248,13908,6683,16789,2090,16901,11310,5411,485,6774,5717,18225,17730,7284,1563,11634
249,7841,15159,14852,4863,8809,3064,902,1352,6520,18773,6973,629,12575,16557,5268
250,11061,19285,656,316,18113,3811,1350,2448,10319,12574,3627,14490,9560,12897,15423
251,2330,2773,7498,14439,1300,11854,4517,17659,1817,5328,18027,15064,16902,1233,11670
252,6614,4874,14270,11014,7499,2224,6972,7558,7249,18737,1305,1476,18311,8591,9631
253,3236,17567,11720,18998,7379,567,2262,12212,15125,13030,2210,5529,1753,6526,4823
254,18251,6231,19347,14292,19782,18287,2793,12646,1272,3719,3265,19357,3778,11600,15724
255,9350,6226,18520,9191,2882,19745,5222,12764,10483,9754,6620,10076,11921,19153,3068
256,4899,3901,11043,3712,11305,140,15167,16781,11748,15098,17750,7787,14576,6075,14236
257,11364,8526,7044,6729,17918,6237,5999,11243,12515,10414,8496,9306,3339,14254,8848
258,7886,5118,535,18587,13237,11488,13967,17348,13439,16744,10012,7096,13705,14361,15566
259,4590,9894,4807,7892,14759,7175,8116,14278,11697,5987,164,19793,19607,8069,13112
260,19811,12607,2659,7234,14776,11833,1246,16917,5849,14493,17576,15238,2002,16822,18896
261,6246,4716,18164,6482,12789,15802,14071,19510,3727,3961,3060,4580,19163,3815,19172
262,3509,10553,4317,19549,1018,9529,18509,5444,12818,1095,2925,17957,2626,4687,532
263,11734,5398,8455,10656,9195,7496,17757,14771,15935,2072,16507,8110,2909,4509,4148
264,18476,9415,19906,2167,14647,3219,7217,17074,2742,16914,13426,3424,17573,10899,17140
265,11348,13582,1826,4132,14309,8434,1741,18871,4843,16656,11162,12383,1863,14680,14784
266,13729,8182,9322,15227,628,10676,811,4776,6931,16498,4611,1477,18022,8847,5924
267,5888,11359,9814,13997,18494,10750,5886,6721,9221,17168,7644,4811,14946,3439,13660
268,17156,13822,10021,13086,6703,377,3534,4105,2512,1337,17542,2340,9188,16844,2927
269,9144,8713,3629,9800,4702,10622,7848,946,4838,19689,9341,13073,5745,8569,19972
270,843,6037,6760,10561,13384,17954,19499,6501,15323,1429,3904,15679,3955,14023,321
271,11740,8861,11466,928,10804,10989,15970,2268,11392,1932,10132,13000,15328,14804,16995
272,9013,2770,16045,11569,7034,2604,2443,903,6683,12904,18959,4744,18706,1508,4320
273,9884,4369,4771,7773,10723,10148,2084,13846,14322,859,17726,16741,6568,2159,997
274,7220,8646,13197,12822,7209,15450,7439,3966,1982,12260,14242,17965,9061,15944,14943
275,2819,11782,2313,3778,4563,3527,307,1962,3382,8600,4970,16286,14807,18001,13889
276,636,5723,6167,13437,7417,7210,7145,2557,9834,12569,17587,16136,6242,17424,1769
277,12512,3918,10555,13691,10901,19279,9768,18814,7860,10804,1034,2367,4206,14142,1394
278,15722,12676,10037,9682,15378,10275,11280,12318,12901,1092,18511,2650,15842,10067,903
279,191,3223,9850,4257,4553,14114,2610,14142,7760,10162,935,106,1883,8882,401
280,6323,1574,617,11452,18800,11027,774,1948,16601,2630,4128,13859,18223,13557,12203
281,3269,2557,18935,18363,950,16865,11108,11543,9685,17250,3739,17241,14487,16593,7935
282,10933,467,15178,10483,16863,19999,14592,5568,14172,14036,16635,4541,6842,9132,11806
283,15442,13326,2447,11070,6967,12548,18477,18213,15112,17508,7934,15029,19907,16758,2672
284,757,5203,7061,16438,6434,4662,18551,8182,6206,11997,15414,3421,5681,4759,1720
285,5423,1954,17042,10561,13997,19845,3309,9571,9683,6712,15062,12199,12742,13497,15560
286,2622,1998,8106,13116,4568,16790,1651,18034,4518,16790,8564,3777,4574,18417,5859
287,7224,14741,1175,3645,14129,9444,12714,6609,7153,12049,2163,1022,9312,4949,11971
288,7957,17875,19418,13690,2904,15657,5820,17817,17189,15337,12672,5480,8315,384,16152
289,7478,11230,14213,10486,4369,12778,15857,4549,5752,11304,7172,867,1113,7773,17049
290,7302,19559,12875,5557,2424,8357,18880,9368,14041,3174,19567,16686,2759,11205,12602
291,4202,7328,10558,17245,6119,13250,10059,15733,9289,16454,17482,16430,13790,645,1315
292,6476,13570,5029,9480,10558,9553,10057,19300,734,12367,13182,13308,18425,18303,18786
293,12668,6551,14767,17950,8394,15529,12929,13883,13406,15213,6347,12068,3706,5916,12741
294,913,1779,2259,4891,7861,1667,12256,16386,7035,14241,8317,7342,17609,768,14067
295,18595,15665,15020,911,2486,12190,17845,14578,4676,8654,6849,7889,17251,6928,923
296,3369,425,12178,6142,5777,8996,883,124,6261,3364,18471,4117,8959,9858,3170
297,15274,7259,19897,695,7614,6264,19820,17677,17802,11002,3075,6988,4569,18585,2799
298,10877,18051,5391,1236,1670,13482,19733,7818,10778,13611,18247,6928,11875,5774,1387
299,10234,16895,15483,15440,10592,4218,15031,11591,7750,19759,16134,19517,826,14084,15773
