"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015"
41,19876,14744,3321,3161,413,14239,12908,6768,6495,19455,5207,13237,6393,7883,6616
42,7827,297,14985,213,15984,9956,11954,12056,4875,18087,19291,14003,9201,4032,1537
43,460,4735,11020,5368,1326,5154,3349,1123,12127,12468,16203,9018,16807,18195,5724
44,7246,434,6817,3318,10095,10915,19921,2409,11310,7906,13092,9311,12024,907,5349
45,12402,19245,7362,17999,10447,11860,500,4945,961,3907,2688,10349,18351,13201,5083
46,6802,12918,1134,2516,2347,6358,19540,8177,17430,19088,3733,15160,16153,12278,12215
47,5907,7670,4574,8985,14559,10491,9076,18628,16328,10942,5646,7229,5829,4032,2519
48,5456,11151,5008,14131,17447,11666,8490,858,8440,4553,12088,16299,7844,14747,6947
49,12995,1602,13992,3553,8849,2526,9914,10348,8533,16506,2157,15421,6919,11838,9813
50,8649,17707,1143,9565,627,15968,1186,860,17649,15685,206,16944,14104,12074,4650
51,6167,12186,13665,6184,7759,5544,12480,6536,19289,12549,4075,9561,9300,5190,15542
52,16196,2117,7022,15077,6143,5968,15272,9712,17429,4998,2458,2741,12678,14279,10393
53,1589,7215,11548,6545,6097,19703,4567,4147,5679,1922,1665,15323,2632,5909,5621
54,1050,7632,4334,2759,4715,17442,4678,13841,1606,17526,18178,11662,16944,1174,18650
55,19961,7447,3325,9050,2556,19438,19434,10414,19919,8413,1311,7429,18907,16553,4004
56,19685,4484,19269,9698,8761,12395,2401,10047,2258,15545,13216,4425,19541,18203,3816
57,16796,4400,5465,9405,12726,18868,15564,7189,15549,10546,9697,9310,5345,19770,16293
58,17981,11106,7679,13112,12210,15939,7338,4703,5542,6634,12320,11426,10126,1393,5220
59,3058,10684,6118,14494,5596,13816,1612,6979,15627,15221,6912,12551,19530,13753,15762
60,16669,9816,4851,12962,16868,8674,280,15705,9797,13835,13817,18362,16474,8824,9105
61,9692,11027,3996,11330,6190,5717,5623,801,17272,6726,8136,3938,10852,16903,6143
62,8113,5932,16806,6111,18926,12527,204,5205,10536,10848,5748,9892,8528,4877,8860
63,5780,4772,2332,6396,9383,17043,9026,17540,10729,16620,10857,15941,13655,17603,10573
64,3275,4547,12335,5716,4245,4338,7429,11752,13969,5940,9666,14342,12944,7294,4017
65,5971,3839,16846,19568,19694,11410,17295,14022,6320,15434,3807,3419,14110,7253,12921
66,17451,3886,8079,14356,9732,9091,1405,19146,6117,12338,6674,10784,10602,13891,4448
67,19767,18100,887,8190,3686,7097,13707,8625,19898,12760,14388,5693,3357,11020,15057
68,11132,1461,15196,7658,16231,14949,9744,11108,17998,14127,16751,5895,4367,10609,17430
69,9933,2003,8199,6895,18418,3979,12143,4741,7418,4663,7824,18085,16518,18315,8181
70,4243,7252,4708,3868,4258,17418,11171,3700,15377,7678,19980,16368,19052,17098,9898
71,17632,6362,7972,3461,12501,11124,6262,4834,821,3898,16255,7234,17637,8563,14698
72,4634,11299,6224,1617,16700,3826,19613,857,5597,16603,2994,10824,791,18896,8885
73,4878,17389,6664,1862,19466,9812,6927,3992,5384,11189,13234,2592,5081,8167,17545
74,17994,5400,16252,19586,8817,19312,9997,7668,19013,16083,7419,15269,6032,7088,12371
75,5253,1598,6818,12742,3410,3585,14033,10126,12633,12450,15109,9827,6828,15478,1134
76,8700,13400,1233,18418,8540,19148,18748,18734,1818,16985,13668,4406,17458,19983,7860
77,18141,18333,17832,10017,11460,14914,5266,18410,18817,16211,17090,9180,563,3849,10762
78,13108,295,18148,942,847,4341,19619,4221,14856,11851,2312,6713,8030,15556,18876
79,18626,1897,14924,19209,15603,18388,2643,13865,16998,17033,14362,17071,15039,13163,14603
80,2619,1710,15869,10151,11910,10219,12972,12347,9149,11716,5688,14244,17900,1230,4164
81,3147,7114,18554,11938,8368,12725,4123,863,6576,9767,14465,19072,1281,1649,258
82,7870,10737,1014,8259,18747,6451,18217,13762,3424,11964,895,12451,419,656,5112
83,4667,11656,12310,165,14420,4371,9887,7743,5098,15240,19182,3734,1972,8390,18685
84,16365,1770,9847,14959,14134,661,19080,15904,537,9711,9799,19380,5598,16609,17425
85,19582,15243,15676,2271,15475,12167,9579,2248,8703,2502,1603,14332,14803,13560,1401
86,10094,1838,7537,8256,2347,590,415,18905,12935,13023,1528,8260,9604,2086,11107
87,11757,6458,2644,3088,5609,17911,8160,17041,19165,11246,18340,3291,9186,8501,16867
88,15448,11860,5623,453,12210,427,7007,19954,4699,1023,3688,3374,16584,10717,16038
89,2139,9806,12942,5014,10573,16953,10415,10279,1822,8367,19112,4324,1524,8556,4324
90,13626,17779,15908,5576,876,265,5835,14310,6552,10460,7279,9617,16863,18374,17291
91,19183,9514,11850,11903,6708,9913,1316,11510,17664,2569,10902,8320,18800,2472,10743
92,18580,16799,17265,16367,2854,4606,15457,2652,19781,6163,9294,9655,2550,12853,7104
93,4800,18395,14597,4401,10709,13445,19311,14499,233,14875,3642,4830,11720,13615,8417
94,690,4962,11872,5492,4166,17540,8363,2160,13623,3710,8663,10688,6556,14335,9367
95,5267,11388,11855,19819,12364,18848,9549,16651,19732,779,12133,17015,9283,14753,5795
96,10154,18447,2255,12678,6868,14521,4538,18413,9957,12212,4802,14332,19146,6310,4347
97,17684,652,16515,12993,7418,6899,13475,1972,7544,12400,19122,18372,3676,8342,2851
98,2505,19440,11195,6878,17069,10553,1925,1427,568,13949,2797,13312,19519,12535,16236
99,3742,2505,11772,9972,6995,14637,17025,6625,1281,15345,14984,1452,345,3999,19879
100,5129,11684,275,14397,4036,13972,12964,2425,6093,3740,7016,7067,6598,4918,500
101,4937,19337,4557,2675,18453,13120,6653,12693,12236,5913,11610,1206,3302,2870,13408
102,18479,5864,15644,10570,5531,15673,15462,13571,6319,13285,8939,8639,18024,18781,5020
103,7576,19934,398,3988,8722,19647,4917,8836,7521,1074,9540,8921,6573,19777,2152
104,9999,2434,14160,9414,11773,19403,16576,3663,14070,14812,17518,5632,19950,4428,19556
105,4491,8731,10439,7199,8442,11650,291,15692,17398,15644,123,2140,8691,10633,16492
106,12342,16931,5573,1946,13355,14400,11009,19220,8376,6610,17622,3745,18768,4454,7733
107,3848,16105,15022,19320,8936,6949,864,6260,10937,16720,17698,2210,317,8820,9192
108,12916,10000,2359,8769,17672,13730,2801,3323,17675,16160,708,3183,19958,4297,12505
109,1577,8080,5567,1321,13357,12189,4952,2613,12756,9444,1774,15865,9766,14653,11069
110,8513,12917,2648,14333,17035,7310,1134,7660,15259,12917,18530,16262,15624,2161,7723
111,3481,7725,1248,11133,4720,13943,6050,8341,1070,801,4397,15771,17978,6254,9720
112,13829,5734,14127,3907,6151,10844,18891,14383,14625,14415,6896,8066,7423,15759,15845
113,1523,2153,9305,8154,2657,9691,18746,7717,12892,7365,642,7529,14693,2912,4554
114,19570,7749,4719,17595,12124,1352,862,2061,17796,6136,5244,8836,17626,1293,7211
115,10089,16437,3218,13472,16344,6728,6236,15407,14420,6605,6613,5177,8829,19743,13144
116,13215,12635,14209,2940,9623,5464,8757,3197,11538,12522,8347,593,2224,2242,15638
117,9644,15890,9114,19616,1671,800,6572,14161,2599,7193,3210,12516,15278,9415,10962
118,17655,4185,494,13041,2295,851,13105,554,15276,9632,16542,4691,3055,4860,6404
119,9595,4854,17964,18725,4233,8975,17185,12834,7393,12146,14023,13920,507,4799,2410
120,6378,4718,10308,5751,17753,2199,13515,17369,18107,2774,16185,15652,7505,1509,18986
121,16678,19016,3820,1359,19764,18176,12884,17270,19337,14345,18635,8892,16186,7973,5611
122,6447,10251,1696,9525,6839,9915,12909,17764,7944,10749,5701,4077,509,7365,10884
123,1957,2994,12554,18502,3278,2718,18795,14346,14739,5038,720,18196,17757,11996,5738
124,8448,5500,15289,19360,3493,9176,7613,14438,19732,17706,8307,8868,1522,7045,17751
125,13815,6396,14209,884,14363,4411,12840,12987,5486,3598,16704,12122,16297,5286,8754
126,486,1785,19746,14718,15662,13545,16865,812,1626,17265,8545,13383,2120,972,11796
127,11798,14635,12521,16321,16037,12967,4048,2808,17601,1063,8502,17527,18479,5022,12802
128,14527,152,2049,16923,17268,3873,15199,10956,7796,6032,9449,223,598,7672,1414
129,11094,12543,11059,18326,7843,10265,14082,17245,5934,9735,18569,8599,15722,8622,11356
130,7452,19166,13304,15015,10294,3150,2401,10398,9013,9902,10152,10111,10472,17361,1918
131,16892,15424,9339,3058,5496,16201,556,11892,16114,11462,10249,5719,13916,6132,16746
132,17943,15152,6287,4396,17610,6406,744,8650,15325,5926,2790,14123,13939,4644,15708
133,17111,18631,7653,17806,5121,1019,14502,15580,6764,5785,16009,10783,12370,8719,11934
134,5955,15470,3182,14383,298,18699,326,14033,1919,4161,9325,1857,9471,5196,4690
135,17071,389,5995,13156,13012,4132,13095,17189,12165,8260,1983,14567,915,10792,12421
136,11051,5307,13638,6429,1176,9012,8185,13275,8252,15937,1284,5531,19145,19788,13603
137,1120,3104,1772,14407,11665,16493,15680,2305,10652,5983,12598,646,11512,5171,406
138,14505,8369,6181,14465,10253,1619,6096,4027,13948,7119,16772,8959,18056,10687,8166
139,11733,8361,17809,9701,6730,2106,5391,553,6621,3761,17669,11479,19071,11775,14551
140,10186,563,492,7435,18964,9750,2577,16611,13546,16480,18542,1935,9269,10101,8922
141,5259,3678,2384,13119,14036,9630,4128,16831,11846,4001,10330,6736,4336,1102,6719
142,16781,537,11718,7296,5212,16827,5142,3130,5041,8612,11552,11288,7111,2328,10774
143,16067,7668,18616,2704,19953,9167,413,7479,18186,12441,12638,5046,1923,2803,10458
144,4504,1105,15516,7233,15225,5688,13731,17133,15407,9581,10497,19645,8840,16927,15363
145,14077,7838,18812,1503,17509,1919,8687,8653,1661,8583,762,6814,13070,5439,1859
146,6801,17809,10236,4976,4333,7593,15741,12025,5162,1183,12303,19805,856,11766,12456
147,5598,17189,5951,677,16506,5687,19707,1409,6165,2847,5527,3785,13843,5398,2412
148,14537,15561,5080,13528,14699,15179,8807,13378,8152,19869,2375,11672,8719,15351,281
149,2082,4948,8342,6789,13257,5928,19856,3963,1747,16297,8290,678,16081,13107,532
150,6212,18564,3606,8172,8440,16181,7797,13862,7316,18276,2826,9123,9415,9651,6915
151,9451,7807,5418,16661,8834,19905,300,1140,13992,16332,5087,12196,19128,2944,2252
152,1681,480,17242,17513,6951,5160,15746,6070,8147,10736,18709,4329,14457,4227,15156
153,3131,10833,1089,17742,10135,5151,15681,15557,8387,529,725,14475,15894,16538,9999
154,18270,8597,12321,17730,14782,1106,3048,1463,7791,7798,17470,136,8669,3941,7150
155,18880,15713,18197,18560,13065,8257,19423,13260,12612,14868,13983,11694,7683,3214,14751
156,10618,14883,17557,17991,11671,12872,10820,16195,16149,19920,8699,11401,14849,3635,4345
157,1526,15022,16955,13055,12701,6156,2231,13114,6256,2533,18266,8132,14716,12749,13789
158,4046,14494,4292,5884,8318,5320,4489,9515,16544,4509,9870,10327,17825,5804,4688
159,19957,11559,14609,17645,13747,10459,18908,2693,3938,6773,13630,18875,15029,18558,6733
160,9633,16003,17304,7797,17457,2882,4173,16412,1914,16354,6266,5188,11226,4969,7154
161,7065,11262,8985,8344,18272,14407,10309,4195,18977,6871,15276,6763,17678,17833,7904
162,18657,16087,5849,7576,12905,14030,8536,3766,7794,4500,12041,3833,5240,14125,13907
163,4254,179,17945,10393,144,9134,6175,5009,7187,14026,11809,13097,11456,9266,15253
164,920,19538,14029,6481,18897,13041,18755,10600,12095,16922,3411,806,5002,11487,19622
165,7624,2335,1324,18646,12726,3010,2549,2715,17859,8887,12471,14946,4610,8170,10462
166,19498,8777,11740,3596,19556,10726,18809,5701,18220,4378,8611,11767,2670,15515,14794
167,7191,6676,1497,16319,2522,12209,9812,7294,4272,6181,16265,11512,3071,11092,12329
168,11762,18707,3825,16720,6088,16036,14980,3761,7048,3705,11808,1012,11434,13594,11114
169,8357,10115,13538,4475,18005,6518,13175,1206,16966,18447,7665,9793,7047,14731,9656
170,1197,5920,15785,8604,384,17048,4256,11089,7865,4599,8460,8571,17731,14431,14921
171,3291,16203,13515,18207,14629,12914,12461,14133,15618,16419,15754,5831,3507,17269,14952
172,8325,13989,15790,14673,14310,6510,14345,7931,6551,2841,5460,1450,9372,4264,14680
173,2387,11852,6622,18539,18285,9020,12982,127,16494,704,5943,16053,17271,19817,19155
174,18511,12434,2374,15889,4713,15048,16593,1470,8735,14660,1951,14891,3762,11414,819
175,10805,9228,19706,8201,18022,7811,7672,3310,6310,4577,14901,15937,12646,10498,14320
176,482,4663,1662,9275,596,275,13531,11507,4085,5322,14278,9735,911,8833,18905
177,9502,17218,14922,5357,5024,10874,8080,18766,3017,11869,12411,2146,11980,17229,3145
178,12222,16059,3100,1904,2117,1518,6274,7796,18497,13928,14001,1828,3938,10077,4729
179,8971,11937,6687,18158,217,13308,5003,11963,3925,12312,10333,2059,8302,5947,5124
180,8502,3320,17456,3430,17199,4989,4320,13945,18756,3893,11634,476,13057,1895,12523
181,3090,7412,17324,2948,5925,4422,6526,12066,2087,15764,3496,2280,15372,12048,12444
182,6098,16174,10593,7174,18276,8960,3639,13449,15650,7225,19538,5664,5944,4670,17694
183,2031,7115,9457,3772,9826,7552,2334,3103,3168,9662,13651,17910,15548,12844,15585
184,14371,6890,15588,19318,17663,15037,19723,2101,3657,19288,4714,8684,12159,1227,9583
185,13230,17513,1730,19278,12073,7585,8982,18560,9022,12831,1525,14261,3344,4830,3547
186,14587,3745,11259,12728,6996,670,17719,14862,11097,16039,14463,12137,4116,8050,3029
187,10644,11368,8601,2038,17089,6637,18104,16454,16325,15357,11180,2026,13864,9590,19464
188,12290,1680,6122,13384,17719,18151,19297,18642,1946,15666,7696,10657,13855,1843,17896
189,2080,4594,587,702,7545,12749,17601,11117,18185,8632,9256,14763,13006,11017,13381
190,19433,7223,3029,12998,19944,4996,13173,10787,827,8720,12906,1302,4211,4662,17793
191,748,13495,14551,14474,18152,12483,10732,11433,18512,10503,11976,9540,14282,6794,2707
192,9000,19206,13717,7721,11897,16908,15660,2321,8187,18167,8388,14171,8856,2860,8219
193,5833,5888,15450,8288,110,14701,14391,15176,18471,10527,1718,4562,868,3869,8149
194,8739,10525,14221,2568,5352,13116,12200,6335,4242,16495,16197,15478,13646,11518,2517
195,10077,18094,3475,19629,15875,8666,14209,19744,17149,2268,19644,14838,12897,13656,8465
196,15019,685,4094,17059,18140,7601,11868,12192,3525,16574,17616,17791,17247,4188,408
197,12454,4048,3639,19019,9297,8200,886,10279,8485,19524,4885,16067,754,4430,18740
198,12172,3748,9135,5023,3192,14668,17667,11475,19701,19562,4299,8855,4491,17464,4001
199,2127,5135,9054,16676,13938,15437,18096,8337,6844,2214,5735,19526,11915,4059,8680
200,4241,7631,13868,17713,16039,18734,16468,8930,14288,2660,17333,12935,4655,12897,17872
201,15297,13180,18051,9198,5172,18527,15302,17432,11254,2074,983,5061,18634,18432,2897
202,8657,13948,5308,13036,19891,4788,8939,16503,9893,6083,4844,15649,4801,782,1739
203,13237,3796,4951,15146,4783,1810,19515,1782,6324,15052,6684,6368,15605,12453,8716
204,5637,16050,3188,14847,17334,10134,1198,18347,8493,2934,16113,17519,6580,3712,4324
205,11939,14759,19365,14098,17139,4255,2263,13188,8386,521,3241,13543,5737,10675,793
206,19347,5128,5241,7042,3478,15796,3196,5234,5324,4214,17020,3225,4053,3040,4212
207,10974,19556,17622,8685,16114,276,17607,9402,1071,1785,7057,16133,10779,11608,7099
208,6154,6682,18631,2654,12285,11968,18879,16366,5197,15514,16564,17376,15254,15807,6264
209,12905,4350,14047,13388,10065,6643,10937,7579,12297,6749,5289,8780,8406,8543,10048
210,11953,2527,6728,11665,14663,5288,19980,12611,4275,1790,10861,16742,10685,7306,11113
211,5111,3611,10122,17040,15174,19391,7695,14199,19473,5809,6737,14187,2165,9338,6899
212,13696,7807,11571,1025,10116,5860,4402,14207,4323,3850,750,19298,13736,14823,18563
213,11918,2533,6334,13402,6444,3685,9146,12698,3114,6125,13739,17205,17275,15543,16501
214,15505,13699,3721,3279,5062,12564,18522,13835,17473,11909,1541,5158,5017,12537,13948
215,17609,1984,2700,16189,8179,8860,9918,10901,9320,5428,19249,19379,13910,10503,8378
216,11880,7498,16724,8543,14078,18468,11863,19267,14135,17098,9473,11952,3326,5676,18521
217,12674,2529,16702,12916,1579,3233,2678,6755,13595,14515,15632,5559,2948,6583,18588
218,12131,16656,4570,18451,9379,6828,10158,14279,5289,6499,7802,15672,16863,14962,5028
219,13047,13253,7237,5753,15165,11498,11858,11213,14314,18166,4510,2358,11395,12720,7863
220,1173,11859,19336,4076,16720,19086,8740,15804,19751,3157,16064,19661,423,11704,2101
221,10434,5578,15045,15276,3856,14021,14446,15028,14940,8428,1387,8560,12270,3686,18811
222,5708,5756,9506,7823,1982,19771,5668,1374,1882,4109,3730,13644,4373,14872,11568
223,12833,18922,13515,3685,5036,6382,8926,5812,8947,4824,12072,19239,4495,5656,8668
224,5525,8592,6737,7762,11018,3915,4476,14602,16909,11270,15751,19583,11002,19602,14205
225,14500,3936,7504,2504,9524,5003,5815,14888,8347,11091,11472,4096,4893,13083,17387
226,12812,11002,9538,11767,18598,14771,6419,15421,984,2447,13692,7305,12306,1632,509
227,4424,288,10624,18228,619,9087,10431,5043,10970,1629,3836,14974,17786,1714,17305
228,12735,10794,12832,4265,19819,7169,4884,1243,5245,3524,19823,19502,1166,9580,899
229,8460,1038,19163,11894,19076,14821,10581,10783,13128,19257,2014,7259,17350,14867,1919
230,11357,7012,3051,9787,14795,16976,16511,15470,936,12882,13714,13007,13350,2478,492
231,8960,14010,5510,13447,6928,3016,4993,11035,18751,863,8860,14498,4969,6945,11509
232,18644,12103,9614,2732,5495,14986,17900,16085,18005,13540,3030,5286,422,8894,7760
233,16946,11552,15796,14282,5579,17795,8519,10016,13113,2884,634,14310,13371,10576,6103
234,1159,17297,5328,15380,16266,17896,17663,8395,16308,16504,12631,3659,2236,11576,7421
235,3467,14523,2587,16941,668,5481,18348,10988,7419,18299,3869,9561,13201,5275,16377
236,13411,11953,9731,7543,15521,9719,1965,1164,8198,9155,16120,14165,843,1735,12027
237,655,3432,1048,15261,14102,2069,18842,12980,8618,10574,6320,4566,9893,7044,19266
238,9472,2212,7182,12050,11123,7251,419,14204,15129,9480,592,6117,5856,16959,18232
239,8214,5424,13920,857,16535,18058,2825,10048,1298,9297,6596,11487,10130,7882,19013
240,9225,1369,13765,16516,8862,11727,10971,3258,789,14540,11869,3736,5569,17181,18246
241,10549,862,3235,6325,14765,13900,275,12600,3117,9626,16558,7495,4089,13023,12176
242,4096,6342,1580,16630,9328,2659,19346,19003,1441,19531,1903,2344,10138,8176,18258
243,17434,17115,13186,18692,14524,13176,10684,19287,5077,11026,8189,12607,330,2941,5864
244,6373,3130,4487,3513,12346,8658,5279,19682,13521,12689,16817,17503,624,5018,18362
245,2913,11582,2095,10561,18677,6445,4612,19024,13639,15393,11828,322,2904,16493,16305
246,10468,19731,15003,5603,4457,3640,5897,16001,7885,5004,6454,19014,8285,1644,3767
247,1424,18354,14862,1422,5109,7444,9206,1117,18895,4992,17578,14455,19934,19217,1400
248,11289,6055,17469,19899,18750,15117,13148,17663,5300,12627,17285,8977,5800,8499,12369
249,626,7607,9934,7684,17019,14251,15977,19382,960,9130,11197,7092,15545,8632,11178
250,2648,7576,5904,14469,15420,14456,6889,15426,6974,12432,7137,11692,18153,1489,18564
251,12892,10227,3956,7001,19277,11159,2583,11819,10496,17550,7117,16790,18985,7685,14212
252,2874,12531,8364,4225,6380,4041,18458,10919,19098,19581,15844,12728,4078,6950,15268
253,3132,14238,7796,7947,5547,1076,1039,19928,4628,9352,13466,10503,13385,1145,18682
254,8589,13851,16984,1764,1404,14901,10619,12896,3022,18503,10012,9853,10335,9586,6356
255,18508,15091,2472,2831,2959,387,5620,11117,15440,7370,13258,6095,2506,13150,19292
256,10541,8686,15636,5015,10068,16938,2512,19355,12900,15600,10411,10260,9265,19039,8434
257,4679,1224,10719,10410,4794,5895,916,2668,18782,4788,4694,13014,13659,12988,9603
258,623,10995,1709,3129,9147,15049,1925,14377,19636,19071,8192,8535,14898,6435,1158
259,14897,18369,6040,4041,8725,6029,6934,5531,10391,10116,11566,10435,17723,7533,18616
260,11298,17044,6789,7489,17720,13216,13762,17739,18492,15052,6740,15192,9058,13424,17070
261,7037,15541,19221,13071,8732,2805,8371,8986,6903,14940,6947,231,6149,17801,14341
262,11273,11398,6924,5427,4288,18926,13406,9454,17212,15808,967,15170,10843,19969,17515
263,12416,19365,7409,2676,11009,2009,10542,4187,12472,17118,16196,18726,13099,5049,11049
264,18525,18589,4392,4534,10731,19281,9260,2353,6538,2225,8945,9584,2487,16129,7422
265,14287,5152,16547,10246,19949,1020,2741,12552,17343,1696,5389,8525,4050,12928,1178
266,11354,5955,8009,10636,13948,2055,10309,13765,16815,11768,15570,1397,3458,951,16246
267,19520,18867,10603,745,12815,4570,12793,7598,8087,5710,3429,13039,1448,16529,1489
268,18057,19152,10757,2813,1536,10911,16983,7833,11306,6632,15474,17848,15494,10848,8791
269,18584,19750,1418,5507,11994,10265,15335,19914,16462,2251,2902,1492,6342,3781,5806
270,127,16879,2049,4257,10047,3271,16976,16196,15707,14499,2059,12000,12226,862,7192
271,5631,3520,2660,5602,6294,3955,5824,3263,4402,12297,1614,8471,14575,9075,4955
272,16060,360,10558,17526,17122,17636,18133,4945,12304,15543,5945,2954,17399,16635,10648
273,3586,16743,16192,19381,16085,19849,5599,1851,18712,10644,16655,4838,2512,10842,8250
274,15897,3045,2098,14425,5933,5633,16674,17681,4975,12845,3123,1979,5797,9306,15901
275,9036,5208,10252,19393,7622,12968,14482,4794,14637,13562,19010,15947,8305,2847,19126
276,6213,5278,15064,15454,1836,6006,15023,8867,14832,14855,16318,11519,17546,10893,15988
277,17956,6537,8716,5916,10929,19201,7147,13542,5377,6921,15907,6879,15828,7886,8330
278,9749,9998,3368,16718,1144,1494,12667,16253,9734,19648,2701,4929,16003,2923,11379
279,18323,514,5842,17070,5918,18642,707,19987,8371,10948,16691,19920,13561,9675,11207
280,1611,1266,8384,2496,18977,215,17382,7440,11671,11844,8116,16575,6251,14855,13748
281,19253,16582,4438,16917,14794,11350,3601,14572,19210,1059,1055,4325,1796,4524,2704
282,2213,14636,13691,17338,19105,13722,18258,13697,19334,5119,364,18051,10251,7983,919
283,1323,10273,1006,18041,16114,10830,12836,10142,10317,15225,19416,7774,10762,14605,17025
284,17979,4969,2653,16124,1081,19333,15781,19248,2283,9364,15467,10584,8129,16074,18026
285,14993,3570,16424,8238,11304,2540,16623,1296,13669,11787,6941,4593,19385,9342,6771
286,7054,10186,18261,15968,17496,3017,3871,6479,1175,17877,13314,12393,16063,15120,406
287,10267,18479,942,11936,8310,14072,264,487,2474,8280,5427,15838,18502,2003,13413
288,2076,19537,16351,172,18206,15650,16942,19968,1785,8035,19777,19132,8557,9276,5661
289,17011,14650,4974,15905,19532,16993,5771,17738,530,3885,13114,18514,11859,19056,7328
290,6529,14748,10019,11664,11241,6340,19338,3302,3856,12788,5934,9739,9497,12996,2544
291,12747,14104,9768,8440,18354,4910,3664,8389,10808,9642,8730,5417,2151,11790,4649
292,3368,19069,3445,2017,9055,9529,3758,16624,662,17545,6638,5800,521,9799,18440
293,4080,17683,2763,12426,2075,14592,19762,2240,8552,19516,13150,17615,7168,11899,7874
294,9935,2060,19149,5989,13009,4554,1639,1279,14815,897,19450,6513,1688,5732,2217
295,12736,15713,1373,6050,4210,8804,15315,1176,4833,4270,11380,16178,3121,14546,2196
296,733,19067,13632,12326,18788,5141,15786,16767,10054,13626,12816,14796,3887,11227,7602
297,7340,2240,8391,8351,12504,17294,11907,18992,11248,18580,18959,6893,13937,7410,16146
298,8634,6441,2481,17746,7597,19166,12341,19849,9648,19676,18563,10409,9572,16146,18208
