"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018","sim_019"
21,11942,8930,14612,19039,810,15801,14301,12535,9523,11036,5843,10403,2129,12572,9052,9818,7603,12677,13993
22,4347,11116,6985,7176,10090,6001,17772,12261,3013,5635,7204,4598,10985,13131,2599,11248,18411,11395,3452
23,3987,15564,19051,16183,9837,7564,19042,4551,8727,14195,15771,6769,16689,16097,1855,305,17274,2305,7973
24,8188,15469,6631,14547,16877,5934,5253,5181,18636,1571,1966,7999,5903,10198,2117,7958,8520,14708,18400
25,16772,4075,19600,13316,15794,14507,5884,14320,8040,667,18917,5717,6861,424,7288,2344,11900,7533,16195
26,249,18236,4767,14685,12127,6182,5064,10760,6092,1263,1878,11218,13466,2795,8810,7702,15810,13829,4531
27,2756,12248,16853,18323,3082,16005,11201,12740,4668,10903,207,2739,15634,3020,1962,4222,1237,8293,1317
28,1343,115,12731,6125,7358,15903,10300,19961,18062,9820,16495,13963,15581,4003,12603,3893,14942,6422,1613
29,18108,3591,6486,15074,19222,8422,16282,9633,193,1477,16564,19521,3116,10734,8812,17088,13501,19530,15217
30,13261,7187,17776,9542,7277,19136,10282,11183,15348,8751,14801,3522,16903,9899,4937,8368,5808,16069,3041
31,16603,10482,10909,777,9400,5985,11933,13560,9241,1087,18271,16090,12100,16510,14397,10541,19502,19147,14944
32,14410,7620,10925,15158,3247,1596,942,13693,14622,17284,5601,16723,11561,3287,784,2382,6826,15490,11307
33,19406,8449,2685,7839,17168,4177,2206,14472,18017,13807,6518,6326,12161,15745,13832,18848,8774,14972,3784
34,2507,730,9063,10682,7148,19213,8632,7707,8318,19160,10979,6814,16309,10743,5620,12023,12571,12708,3193
35,8278,11438,2127,4203,15597,17291,15345,17799,17884,9108,17353,2177,5689,15030,10974,13067,5252,15340,19681
36,15169,12201,5733,19822,9585,6710,9086,7620,13961,5230,17405,15643,18226,8111,12923,2416,15166,14679,1370
37,383,9054,15645,8658,10200,15794,5273,17499,13557,9891,15331,7604,19800,7520,9081,16373,3500,7522,595
38,4864,6664,5393,4506,735,4778,12925,4834,7045,13093,5981,18517,9163,6685,6349,17904,3921,10011,12631
39,8218,14864,5443,9637,18725,5095,16984,6939,18786,13297,8274,10901,7864,14419,15763,10253,2599,9138,17069
40,17331,17714,16390,11526,18027,7133,14459,7744,5729,3614,9715,3543,13621,4381,14391,13130,4333,5644,3960
41,12365,15792,12554,10331,1278,9696,13100,349,14725,4850,18840,6139,11010,11871,7593,19540,14459,11688,8524
42,13785,4094,723,707,2627,12270,9479,14589,10683,13567,3873,14289,4100,483,1983,4622,4386,15234,19969
43,19957,17152,18130,8011,11212,11761,11517,6864,3904,5021,2458,16159,13857,6028,7461,6334,5920,16254,15769
44,4729,983,3160,17227,3450,16184,332,8396,19037,5687,5786,11429,9016,4391,1134,5576,2511,14992,16605
45,1882,19532,9792,9931,11451,16457,1848,8857,12867,6118,15056,1457,12991,1819,18335,11286,11237,13544,672
46,10534,5611,6740,9335,13859,2313,9693,5450,18333,3162,2380,1627,5487,1887,1343,18850,997,10021,12874
47,18230,8044,6660,18238,13125,15195,10554,18673,9200,18844,11228,1321,19596,16771,13493,8686,15410,19686,17566
48,5361,3018,12867,19183,1396,18215,11200,10207,3657,11893,6451,14511,12137,1436,7406,14961,8332,11327,10600
49,14937,15361,13448,15289,7262,2687,18159,13093,6574,9453,11640,7679,17163,10708,9499,2350,13784,11929,15502
50,8261,11372,1497,2443,7320,1905,15355,9598,8662,5190,11170,18588,13132,1111,7660,19049,19629,4016,15630
51,13269,6385,12060,19386,11596,10329,478,17001,10552,7360,513,815,10163,19996,1013,9818,8674,2064,15222
52,6326,7008,2956,11071,9772,1455,9525,11651,17922,8873,18038,19703,6236,1086,5178,1276,8314,3032,7621
53,3944,263,1463,8701,10888,11141,12816,14659,4041,5116,2289,7984,1831,19537,9377,14780,2812,12944,19058
54,18661,7746,9167,6660,14515,9378,2225,2096,18619,16933,1585,7783,8867,13460,8593,758,13162,13948,5549
55,8129,2528,12359,8470,17351,1851,2762,15163,8529,12733,8658,4985,7801,12656,5068,10513,1321,11310,19944
56,10095,9430,1301,10232,2789,6589,6839,9312,7823,14979,13247,10868,7116,1997,17026,17248,11295,8280,8612
57,16469,11182,9839,1348,13224,2755,9056,12494,15149,9515,15526,6149,1757,3856,6145,8037,14466,16689,11204
58,3892,19110,8869,2424,10619,177,5593,2734,11986,13664,2318,14185,10836,1916,19001,17655,8466,10918,4050
59,8809,11901,18951,12976,17437,12226,8959,658,6251,14163,18910,7892,16859,16274,7507,9775,209,4853,3193
60,4262,11199,10026,5626,1769,3433,4256,5425,15033,12754,18174,2113,836,3361,18994,13721,14432,2614,4470
61,10830,8819,7068,16525,4112,8796,5645,15942,12946,7403,19255,6189,13466,8138,17617,11372,5872,9921,1441
62,16339,6800,13498,6747,17988,3059,11240,11868,7596,2362,16781,2702,12444,19641,13266,19284,8632,10462,7177
63,19780,13226,17048,12217,10170,15402,7899,16781,1796,3388,2818,19987,8720,1895,11435,10535,11810,7040,12661
64,19425,1499,8874,5456,19382,10170,1438,12393,16208,7088,17110,2979,12072,8309,5688,6640,12267,16593,6884
65,15937,4391,11717,16618,5035,8834,14400,16224,16746,6303,11003,15500,13645,16493,16930,13755,18235,5364,12996
66,9418,8668,7760,14404,6232,4248,9130,5915,17490,1799,10613,15077,11358,1742,7434,1591,14769,13325,8250
67,16097,4157,14840,7075,18153,2066,10324,2947,4534,19238,7924,4374,6596,16942,8352,2280,3384,7586,19712
68,9904,6805,2666,7373,14107,18523,2992,5484,14852,14097,10531,7844,8271,16179,15343,401,12397,4664,6551
69,10209,666,18268,10230,18115,16473,19307,10662,16790,12276,6800,18429,18719,15738,5209,15217,971,6432,14199
70,13556,10540,3282,17086,11097,14535,3136,16940,12185,17198,6986,4386,2846,4569,6365,6993,2857,2835,18204
71,9864,12693,17527,6484,17573,1085,2409,425,677,17641,15043,9620,10861,11009,11424,4471,13736,6770,4456
72,9937,8658,19841,14162,7378,4532,6012,3965,8290,6759,12333,14517,4478,17467,7493,18944,16504,14365,13307
73,15989,12739,19148,7081,7461,11922,16735,13454,9302,12416,1763,887,6966,14155,18029,9413,11560,12279,5317
74,10707,18337,8123,343,10098,12495,10423,7106,9149,10170,10517,2947,3355,16339,18090,6384,5340,1381,14822
75,2924,17610,12349,6861,1335,15418,16658,7361,3979,11522,19350,18514,12265,9684,15357,8128,4418,9075,6492
76,18540,3079,8773,17007,17071,13430,7120,11827,4862,10217,4160,17673,18119,7701,14939,8227,678,2076,1840
77,19250,1067,14106,4939,4715,14806,11234,1903,1459,2353,15513,11402,17141,13937,5697,13075,1660,12028,17428
78,9196,16967,16222,2378,9687,15289,11067,16621,8807,11002,11160,19011,8423,19754,605,15490,11137,15511,5339
79,4560,19072,19818,5242,10778,5838,15547,6757,14865,8125,17980,6422,3835,4405,18003,18862,9760,617,9032
80,3586,10032,3301,10852,7075,893,5431,4663,345,16799,17424,2439,5112,2914,982,16756,7684,5306,17975
81,992,9762,5300,7259,12348,7210,16424,13264,18360,18433,14494,18963,3071,8042,16393,4799,13641,12626,5000
82,10866,14915,13000,12421,4217,8206,14243,6870,16194,16029,2992,4059,8949,17986,8556,13357,10807,15926,15201
83,2582,18061,19445,1762,14823,14794,6035,6428,4233,8708,5187,17915,4764,1665,5539,10284,4089,2139,10968
84,211,17952,16073,15804,17970,10975,16467,14129,19182,7879,2709,2848,18728,5707,13428,9507,14516,18160,2301
85,15703,265,16571,1694,9005,15031,6584,11788,4953,1952,18422,5476,1518,9181,5670,7444,10224,5107,8898
86,117,17268,12135,17468,15401,16669,9474,8157,17832,6430,16629,1828,910,14915,18527,7265,1504,3492,8720
87,4601,2985,4777,19556,1753,7301,18734,18039,9454,17154,1211,15884,3051,11681,14248,8338,12737,16241,1989
88,3710,11018,14011,4395,441,4632,963,7373,16939,12870,12312,17444,10683,15840,12087,10347,6539,4840,1395
89,6703,5386,13055,4070,12379,9166,9084,19151,3287,6914,10890,15903,9155,971,19824,17106,17092,11752,16386
90,17211,2606,6903,7791,15767,17181,18337,16591,10106,13644,1198,16805,15124,4397,16291,2496,2887,12239,15894
91,11227,2000,5051,19514,7584,6272,2817,2682,2454,14024,7899,16446,16044,18252,1019,11579,8441,5519,10087
92,5224,10208,11412,13471,9757,19145,10360,6067,16297,18937,3424,6928,5328,1992,16695,6197,12694,9089,11687
93,4984,10305,8813,10148,16056,1387,13683,11532,5023,1911,2884,4266,11158,8347,2191,363,8145,10869,7856
94,5633,14843,8377,6770,16903,15038,3837,13078,19081,9652,4485,17753,13325,16592,13535,16029,7046,18561,9657
95,6665,11892,9080,7164,14769,7917,16122,4906,4736,18650,5404,1313,2392,18243,10311,16678,15562,3289,18107
96,3646,6801,16680,3360,14731,12117,5512,2828,12526,8740,10047,13873,6401,3504,7423,14468,5188,15110,17614
97,5653,5699,10933,7763,9900,6565,3860,7051,18336,12353,3537,19639,12075,16524,5449,18425,13269,12712,13977
98,11642,510,10835,2340,13507,13075,8880,14570,16739,4168,12970,14247,1042,11311,11692,8615,14087,18761,13551
99,17375,5948,1768,15972,15617,9910,18783,9692,9027,16809,12619,18603,12563,3154,9573,15608,2825,8038,6617
100,6888,6180,12815,4011,14737,18139,7151,16249,13315,8464,9730,18681,16957,6940,8180,7492,13400,2846,5661
101,18542,10899,16928,17259,19095,4373,2322,19982,2407,8766,6322,10770,11826,5948,7278,9501,14998,1862,16933
102,17463,9886,10236,4202,8785,18384,13544,8813,1907,11077,7875,16083,18540,5221,4802,18125,9653,3389,17341
103,9895,11535,15195,9176,11943,17952,1870,7204,17317,19009,19924,11833,11350,7964,9407,4365,12871,19296,242
104,9583,7091,12523,16111,6300,12379,12634,19916,11025,16607,8472,11401,10944,1317,19939,5751,19371,967,2203
105,14854,15170,13355,7812,2306,7766,4392,6280,8639,18601,16787,18130,3366,16758,8408,16474,8080,18651,11480
106,2990,16132,13097,11228,15061,2017,14734,2004,16326,13317,10318,4027,3046,3121,14356,10192,6393,5550,15968
107,618,11943,15749,14212,2830,6061,4283,19305,1399,16450,15436,13593,7375,15544,18756,8356,1427,9853,18112
108,19123,5055,5325,18251,2213,12052,14434,8248,7621,10978,15924,19038,7893,4689,14998,4114,9986,8152,12453
109,3428,6939,16774,2497,1691,4020,18665,5214,1912,5873,392,5566,14038,9358,11835,960,7239,5259,10215
110,19257,8722,9266,1088,18964,10749,9763,9744,9349,1549,19857,5107,1791,2446,2897,3990,18548,12344,11011
111,5645,18410,11312,11838,3594,2686,6450,4276,16242,17486,11233,4028,11434,15957,5204,10342,5335,17523,4376
112,3661,191,19778,616,17315,12976,19183,909,11392,3876,10995,12152,14508,15648,14692,16404,4040,8472,4432
113,10265,18260,14099,9551,8683,15759,14538,16891,4433,9131,17416,11616,6213,11884,11560,2619,2206,5144,10240
114,521,15568,2031,16334,15619,6931,10308,2464,18359,15695,8025,7465,14786,15556,18230,5264,18567,19513,8607
115,283,18267,16755,17688,8502,4519,17662,11570,7002,675,1693,7254,3631,9172,17967,8308,972,5596,13118
116,3724,1097,14369,18067,2856,11611,2716,8775,13410,473,677,19169,9280,14792,9185,19202,12541,9895,13265
117,4197,15883,6500,19920,18804,9595,5516,11955,12944,5004,8091,16200,18444,2865,19732,15394,19003,16688,353
118,13967,2466,15097,7382,11975,312,5382,17585,18996,4200,17471,16834,5646,6101,6269,7792,18003,14760,10141
119,10131,15220,8365,12966,4497,10699,13574,13273,7611,6448,15963,10316,1832,3150,6034,14852,14842,16506,9179
120,2092,11070,11007,2628,15630,6236,3751,12586,18055,10537,12047,9896,12431,9607,1266,1860,14496,16172,18412
121,8860,4368,5370,6777,714,13247,18334,3712,17190,1242,10560,14019,15122,2811,11211,591,13196,133,14159
122,8006,8322,17991,8688,14585,19135,15573,17491,16787,17384,17876,8498,17330,18575,14299,13808,7807,1113,309
123,4727,3523,6747,1507,4629,17435,12268,1948,19321,15016,17343,9205,16831,3363,16884,536,15113,4122,15421
124,448,13682,8280,2756,15824,5116,4689,3834,10110,8911,18295,13276,16847,9476,18320,12076,1344,19675,13047
125,16148,12810,15138,10381,5560,3635,8251,15145,5993,15009,13546,16687,18970,3799,18166,10147,13354,4298,16143
126,4592,3742,1969,2415,18754,15089,4644,7147,7802,9019,19707,18115,13500,9747,7080,4489,2920,10375,17853
127,4637,3505,351,16219,2744,19419,13950,6508,19387,14839,17323,7919,11059,17595,11502,17701,2226,15138,7858
128,235,6687,4533,9271,11955,11605,8686,13417,12529,4280,2436,2186,15124,17269,1987,10368,3498,3222,17910
129,4381,931,5119,5167,4314,9518,15298,16987,10059,4354,4019,13598,2876,7712,19400,3757,11992,6160,17658
130,4091,7319,5136,14657,14397,18408,19545,7105,16351,3293,14134,8716,3928,9758,10128,19726,7296,13372,10566
131,5528,6057,14575,18307,5405,13414,3181,4508,17334,6363,14643,425,7243,5521,19465,12395,3573,386,2603
132,11047,14673,9344,16383,18913,4284,17855,17903,10054,4744,10508,11201,1994,6305,1718,4251,2029,13489,15702
133,10313,817,11296,9598,14432,3640,9629,13668,4838,734,15880,971,18194,18540,13737,9960,11927,2320,1986
134,6923,2837,731,4095,16988,6766,15221,12893,19967,1464,12337,11572,18083,19772,18868,1910,14019,3404,16975
135,12190,7623,1732,13003,19000,2322,2372,6755,19664,11051,5668,14166,13701,5361,15717,12545,13619,3892,8598
136,16792,9867,12010,8104,9344,13796,5742,7277,7288,8191,6502,5193,12687,16139,9205,1208,1054,557,4493
137,18561,8790,7150,3134,3801,3032,19886,17250,13380,4893,9866,17484,3261,659,19170,19458,13874,17789,17671
138,6481,12122,18560,8543,13086,11954,7069,7970,770,10895,19190,13449,12070,17287,10649,6742,17765,18263,16953
139,7121,4088,1874,14972,14970,574,13442,9553,7703,6695,11506,12908,11028,19559,14680,16819,460,19694,13225
140,1613,16863,2220,9650,5129,1349,9886,17582,14979,13095,8151,13370,3349,15822,10463,2952,2637,16051,19061
141,17042,18375,8496,11881,654,9708,8766,9540,9042,5049,6917,5220,15484,2981,19726,12889,12718,17603,5472
142,17634,19145,11157,17872,1157,7175,16916,3434,187,10717,13938,8043,11230,9501,10393,17113,5203,14584,10382
143,9235,12822,13082,11864,16371,13101,12140,7937,19187,14492,12102,3836,13386,13408,7002,11207,16185,15628,2012
144,16589,19559,9538,9193,13757,18190,987,17091,695,18367,6685,13314,5696,11989,5829,3378,1128,18428,6817
145,5773,286,11423,8699,8886,7785,19772,10323,8730,11164,19951,6539,16847,15164,6815,15264,11251,10008,8387
146,7278,12453,13928,7561,3696,3679,7906,18614,17977,3997,13613,5672,317,19457,16490,18895,7257,19308,17267
147,14757,10878,17471,5913,4549,12103,3797,11705,9599,11729,7975,10141,5609,5797,19743,1007,15014,4915,16532
148,16792,11172,11062,5970,5789,4013,1700,7379,1925,15663,4431,19256,18839,8408,5572,15525,1394,13515,19769
149,3704,5049,4980,6194,2975,8561,9146,4751,12618,17447,12690,858,6335,2267,17197,14144,8099,9468,18407
150,3337,18843,5219,16410,14093,7693,6479,6587,8086,19531,5751,2090,14583,1802,8038,5448,10070,9509,19784
151,12144,15516,11243,19493,8490,17998,16439,10099,6758,11815,13591,17509,18257,13696,11590,7613,11381,18250,2310
152,11663,722,10658,10372,1560,19390,17444,17285,13868,10815,3740,1858,15728,9479,11827,15771,6359,3747,4237
153,4170,17982,16048,14786,12513,518,15658,3033,19645,5595,18896,8597,11663,6865,4269,9677,8455,1686,18045
154,10436,3988,140,18637,11715,12812,15441,18492,12301,2584,17941,12639,11860,3607,12094,4779,16025,4995,17873
155,12141,17127,8558,8471,8476,10884,916,3868,7481,3385,12943,1423,16340,4338,17541,11613,17705,15325,17547
156,8579,13323,15324,518,5222,9791,6592,1944,14934,13540,11401,619,11353,2773,7067,13668,19313,10425,4473
157,5374,17829,12751,14502,1763,8492,14698,17679,4368,5673,4891,13445,18091,7233,12791,18863,7062,1182,7865
158,4942,11562,16794,18333,15384,13226,4284,16455,13563,2861,16491,902,3878,589,14128,9344,19034,4469,2686
159,4037,10662,11497,5528,4706,17680,19163,18514,12001,11104,7968,400,13178,10839,583,4333,11374,19173,3276
160,142,14558,2837,13868,10491,4682,11358,16953,15446,7673,8087,9861,2800,1209,5071,19486,1466,12812,1885
161,17575,14841,13014,10078,1483,151,7891,5753,8680,1501,19440,2333,5189,2428,8912,3184,17879,8479,9959
162,5056,7581,10583,11458,19179,17033,14073,10150,8045,6654,5090,3964,6822,3266,7873,17176,18363,3314,576
163,17590,12663,8752,15615,7827,9718,11552,19452,6535,10486,5955,3875,14313,6793,1826,11238,19276,3867,12537
164,9855,11447,19857,2576,4496,15744,2575,3619,18756,10640,2597,1963,2292,12523,5010,16429,18704,5746,1456
165,16553,12071,14334,6264,17935,877,10349,13714,9818,8801,1538,6545,5128,6842,3745,5942,5841,505,12881
166,119,8163,5428,16855,852,13558,3133,2155,10790,14481,12202,19376,968,13100,10219,11571,15597,4599,12283
167,18289,4738,11631,12470,19592,18582,2341,3080,4956,16518,11437,6837,1411,19925,11374,13394,13501,17353,12545
168,4243,381,12081,18801,11348,10998,10407,11381,7874,11777,19145,5759,10870,10680,11710,8664,6986,4511,16952
169,19511,9333,7814,7561,19017,7973,4378,4504,5045,19201,2712,7079,769,17592,3682,17607,5065,5180,2234
170,2171,619,12833,1123,19982,8659,4482,14440,8951,12674,5560,6970,13482,7281,17888,14537,16738,5556,4046
171,18882,11383,5509,3177,9236,4513,7292,2123,1688,7572,13800,19249,16972,15605,1798,9472,14724,3216,12841
172,10883,11457,1513,8969,18756,5929,1235,15101,19048,16751,19791,11936,10980,10349,19158,8789,11025,745,17095
173,15634,19327,15942,19335,8636,11435,18559,8565,9536,13134,13888,18357,3858,12943,15267,17536,10307,663,4247
174,8386,19122,17164,18501,14740,7115,6512,7794,7124,18913,3284,19178,11241,6502,3300,7904,3125,10360,12882
175,18606,6750,18704,11068,16982,9774,16949,18987,18358,11064,5926,3824,11512,11611,16721,18408,10246,5136,17182
176,4768,10762,18892,8409,11119,5179,8967,4317,425,12700,11689,9237,9764,10079,19487,17114,15895,17075,2279
177,13758,4290,2622,6010,12040,10437,17479,11020,11183,14837,14338,9085,18346,14757,10286,14749,15171,12275,1265
178,11431,13183,3759,12102,3766,7809,2272,13405,5814,3817,4099,7122,11081,13618,19464,13793,16296,1717,2483
179,1103,12933,14976,3518,7019,6289,8685,14349,17328,3967,17926,18798,13451,11599,1685,9792,10984,15726,7394
180,6307,12544,18730,14848,5722,18661,5882,8164,19734,363,3896,9200,12363,11382,2158,17552,19090,4651,5062
181,18968,3034,4118,15776,14939,2113,14346,13201,1888,10027,5074,6935,14738,17732,18734,8581,5672,7251,12603
182,14241,8338,7029,4523,1418,13788,8188,3141,17931,11170,19632,15362,10217,10501,5074,17196,15127,19458,1057
183,15120,6490,17933,3404,14679,9230,1872,322,9910,13974,2965,10917,15357,3991,15884,1162,19772,14229,18627
184,6040,15297,1295,19726,18245,1164,12320,7729,2815,1156,13930,16668,15874,15804,2612,6947,16316,10992,8688
185,17877,8393,862,3744,12927,17848,4102,11079,3376,5195,9175,9875,1373,7041,4313,7589,16889,12912,11839
186,872,4509,16141,984,724,273,15089,117,6466,15921,5851,586,4066,961,408,7591,12640,3252,5275
187,14130,12106,15220,19861,5537,7028,12288,6889,1602,1354,11117,12809,10104,18129,19548,12500,17083,10762,15157
188,14568,4484,16845,10202,2531,351,16752,2253,6736,15324,18247,3369,3470,2246,12616,1116,17533,6783,10508
189,12613,1533,140,1898,15206,8173,4978,181,14329,4156,15346,11668,8924,8153,1006,14451,14204,18789,2563
190,11930,19543,1053,18217,18473,10849,3692,3969,19042,13069,17351,9618,18608,19360,1499,3601,18224,585,2889
191,14311,1095,14108,4073,12639,2421,3130,5164,959,2684,1448,5544,6943,13933,17700,5343,13882,3875,4391
192,5723,6308,3999,12986,18588,19708,19202,6451,6433,4976,19408,18043,4614,12153,12210,7160,5689,7839,8362
193,18804,4310,10535,6694,6163,8856,19446,18304,8888,3898,9016,6132,4505,1334,15753,18206,8999,2820,8885
194,5992,8622,1208,12136,2956,5154,5573,7677,13493,11378,9720,12848,13348,4831,8478,4878,18420,11252,17414
195,16236,11284,8394,3627,9890,13627,10818,13738,15458,8752,17637,121,9461,11742,14271,772,17243,13245,8703
196,15814,3506,19403,3531,2798,5988,10287,2567,15610,16303,11322,18134,10032,4944,11958,1501,5808,18798,936
197,1675,12905,13692,13514,15416,6301,16678,9441,885,14301,18592,15519,19943,4428,18789,564,14612,10791,6106
198,4733,10660,17472,14006,10703,3687,2015,15118,5030,5859,12178,1893,7216,5054,10644,19820,16187,18026,9391
199,7092,15053,15777,15138,15133,19361,17826,1627,11802,10586,12057,6855,12379,10594,15193,3666,5136,15757,2821
200,10803,1046,8243,14159,2649,19062,1934,19718,7625,14563,19378,8621,12556,16416,17928,19290,17241,6302,6717
201,6819,569,16438,7162,14322,10555,17070,11262,1999,12537,1470,8074,8189,2603,1493,14313,16429,17643,19170
202,6916,12144,13126,7913,4670,6847,3084,19540,841,1411,6401,17460,18279,9903,4400,14651,7343,8998,17296
203,10277,12020,15500,15481,19257,2422,13868,7444,4871,4230,6003,19671,12317,10884,3158,6275,2315,15491,15821
204,5847,2998,17679,13129,13428,11222,5490,5273,1917,5916,10646,15977,18255,13782,13947,7575,14357,5652,1885
205,1850,2761,3178,7632,13765,6056,14080,16747,12780,9354,15216,11578,18726,13408,2863,9839,10975,9176,10330
206,17143,16638,12589,10492,4070,11476,15492,18841,2126,9644,9338,13420,4696,11652,19083,18052,12572,9551,3343
207,17336,15481,12962,4512,18001,4886,2001,4819,16535,5613,15624,7526,19041,13064,11994,11577,19128,15932,6707
208,2263,19287,14117,1134,8752,8184,5477,11610,13433,12077,3037,3783,17100,17007,13741,13103,13424,14934,15393
209,7337,13648,4468,9312,15581,6449,5516,16732,1675,18688,16801,9422,5941,18992,3677,13238,12893,1714,16455
210,16713,16768,19652,8338,9857,7384,16405,18748,6673,7502,4417,540,14938,16036,14940,11477,11672,4690,10848
211,2087,1561,18651,17828,1610,11647,3415,15768,7819,14811,11962,15993,8809,4087,3475,11833,14023,18163,4406
212,6250,16730,16916,19571,3382,12431,1035,3423,15534,16578,18842,3777,17661,294,7375,19158,8530,13773,8772
213,13272,14722,3039,11231,13165,9324,9429,7767,12119,10678,6384,5297,16313,7559,5419,5699,6908,14410,7467
214,14673,13951,3491,13231,11314,9074,17487,15497,5877,2948,3264,12653,6499,19344,15782,16494,16294,15643,14082
215,11001,1313,16067,10500,1920,8705,14077,4597,4304,18924,8489,19122,19988,14194,11011,170,8724,18633,8712
216,3712,8958,3799,5075,18007,9766,496,9170,12128,18764,16338,7727,9941,19322,19529,11852,996,6266,19224
217,12280,3211,530,14139,10532,12298,11442,17493,8892,554,13052,17513,17027,19406,14021,19867,2742,15257,10350
218,13104,7312,1104,16333,18991,3648,8758,19687,10306,12322,15559,9498,4879,13218,16242,6262,2477,18925,14935
219,1201,17075,16418,2088,10770,17317,1573,14378,3629,11938,1261,16690,18920,7880,2124,12274,12631,5948,4838
220,8763,16935,4719,2859,8991,5740,5836,11897,19488,16064,17729,5079,7329,18923,8705,18840,7842,17176,14921
221,7621,7093,18991,16490,12782,5450,15379,14769,17975,13191,5002,1163,5238,12577,5949,16671,17962,268,4138
222,12755,833,14140,12080,13050,8859,13471,19677,5488,12126,4192,5688,4147,7427,7971,122,7294,15064,6392
223,19824,459,19030,7148,12478,321,18924,13619,794,19617,9570,9711,7316,2142,13033,19667,17147,448,15144
224,2305,18012,18824,6020,12956,8632,19682,4175,16738,15136,3343,11910,4054,11267,5541,1524,8139,8965,2649
225,7052,19623,9695,8858,8912,10165,7689,6792,6238,6595,18785,8350,9471,12580,5832,18512,18692,18824,15113
226,12559,18743,14519,13629,1416,18551,11262,7377,10168,4845,16435,12429,3449,8116,2042,4846,10376,17207,1469
227,13134,5004,11229,970,14924,9874,3790,12539,6491,5268,2326,5132,5603,2849,1976,17941,17286,5099,11606
228,6426,15283,9721,17670,710,2796,16524,7364,11440,4646,19169,5721,8981,7849,11877,629,518,8318,3822
229,15994,17146,14149,4417,11836,5223,10395,15246,9714,3688,17521,11516,9814,14169,2600,13940,14871,7616,6591
230,8129,3747,6632,12516,10056,11502,6475,5712,18903,10340,7312,15248,18366,1423,6660,11732,6946,7276,3557
231,12849,15450,3810,4236,8795,12017,18521,10380,15327,18814,6659,14873,9883,7579,17726,14529,18850,4914,1012
232,6728,19012,7720,18720,16181,16178,11531,2168,1634,17324,2217,7852,2470,8175,18798,4425,3881,19711,5833
233,2015,14019,10479,4440,5419,2872,4400,3433,7161,11824,3833,6121,802,16545,6886,10360,11607,8017,17166
234,14819,4221,9879,19326,9789,7504,8346,1893,18265,1452,727,15296,7520,2645,2662,16159,3567,8975,6733
235,10282,10833,11002,16600,13807,6718,2672,8868,3301,11881,2212,12005,3782,10828,15243,16361,10266,9810,15557
236,10010,5739,10314,12259,6465,7046,750,1133,463,1327,1232,11170,19858,15527,9947,10080,4502,17717,623
237,12553,2547,11304,14135,10637,8598,17729,2412,16835,13137,1090,4482,14979,7524,10618,770,16042,5666,8541
