"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018","sim_019"
66,9402,9693,4637,17785,6520,18728,19637,3210,13742,19996,17646,527,6644,18984,10818,4393,6002,1800,18455
67,13871,5764,19324,17928,8297,5774,17379,18555,1180,18177,7820,15085,450,11691,17727,5436,3995,12563,10254
68,11775,18323,11933,16411,16615,4597,11494,16377,12664,8441,13213,14356,2412,16714,1189,18084,2063,10545,675
69,6514,15666,16596,8719,17464,12907,2904,9703,9080,4335,15349,19913,8293,19062,14581,14801,12846,2306,425
70,5169,17535,8322,17658,8392,6053,13672,3837,18967,10179,518,18984,14720,3886,14654,18913,3350,1658,16918
71,12753,8875,18153,6945,10920,642,14148,3835,18761,18505,12423,5943,19911,8592,11145,11974,946,4131,1896
72,12102,16164,6762,12217,16145,18490,13675,4273,4596,259,5978,12403,13463,13384,10360,12229,6435,2292,8768
73,8476,13387,14187,6182,19778,13011,3498,11608,747,13167,17630,12935,16565,19399,1120,13671,11457,16099,2627
74,10023,18506,11968,9339,9254,13114,9944,2244,12338,6585,11442,10732,19477,9761,7725,244,19272,17186,4673
75,19753,6743,14300,6301,17242,5678,2438,17380,7458,10398,2858,8109,19443,2351,15515,15841,2457,13503,12240
76,4076,19739,9770,14357,13035,6379,14713,17857,16345,14182,649,5179,2683,1659,12326,16951,2742,6985,4948
77,2273,15284,16333,13096,16098,4584,8531,4587,13654,162,9424,8333,17618,11345,17799,14198,12157,17904,16476
78,13695,1881,9430,4657,988,10486,3399,11626,2125,17710,12985,10040,9250,3299,14506,18744,15546,3788,18970
79,6960,7733,12343,10983,17417,9591,1745,19400,19691,10437,8083,2397,19093,7442,17529,12150,18616,11795,5187
80,8574,13105,17383,12787,11779,11396,14799,12957,15402,7585,8508,12239,17640,17426,14593,10495,16708,16107,176
81,9899,2065,9631,15754,12894,3069,8915,7861,19479,11038,16025,19152,5444,19583,5013,18563,5222,6290,17579
82,17909,18369,18683,18463,16477,3012,1392,16995,15465,3359,13475,16774,9864,13020,6088,15921,9096,8918,135
83,19004,13324,6752,18108,17140,10238,538,7405,18494,4767,19047,18271,7605,17114,12076,17133,14297,5818,1799
84,7713,7513,2502,1347,9689,11744,6794,8521,6524,10767,17269,12884,7514,9313,15705,117,7670,17104,14125
85,9786,4230,8359,1547,8579,6126,5061,15865,15460,7838,15385,17852,10049,15572,5744,13021,676,10025,17151
86,3244,16496,13180,11816,9749,12765,14438,9236,457,15268,14998,19411,824,8979,1069,7886,1937,8011,17497
87,18814,4469,19082,19539,15621,13514,16209,18877,15840,5449,15951,12547,773,16382,9415,13385,10204,5375,14349
88,8587,507,5876,15876,18964,6452,13763,7934,11315,17850,4340,7790,19114,19598,16302,18402,6017,18097,1730
89,7444,5659,13546,16377,18249,2166,11576,13761,948,3860,4260,9293,2538,13313,13373,16268,17781,12473,13511
90,294,15362,18525,12545,10675,14047,6485,6419,3594,10526,4658,11973,15267,6391,1303,12161,2307,19925,11498
91,12104,804,13307,11367,7564,17997,14165,12093,19600,17939,13778,5126,1034,13376,12463,7486,11648,8413,12433
92,19118,6236,15147,12884,8348,17264,7617,17026,3110,11492,6268,16844,6317,2753,14270,15597,8613,2863,19596
93,3843,12075,7003,1910,9188,1938,12308,15811,5154,3559,12123,17789,8565,6071,5195,13288,12748,14620,10261
94,12803,5735,4860,19917,10005,17700,5759,11019,9879,19499,13674,9119,9115,6610,18837,9464,19653,9209,1666
95,4517,10152,4083,10285,12167,19508,19193,14574,9699,6224,1246,10777,18320,10866,4826,17666,1233,1868,6917
96,19386,15677,10458,13310,5063,831,3752,12313,950,17281,5538,4560,10412,6316,15114,8111,12245,4156,4377
97,14750,3026,13346,10330,14296,2236,6571,2251,10715,19037,9351,17912,14365,3363,12518,17596,4941,2946,5670
98,8550,8008,2539,14338,11457,4005,1550,13279,6177,4088,19813,15903,471,5253,3736,11704,8306,9848,15063
99,18754,1911,18796,13773,13975,13380,3886,1825,16841,18795,7417,15245,11329,14993,17653,6837,16674,15170,5742
100,6978,474,2558,1516,7097,210,16799,15508,17155,8889,8366,3639,472,16803,8487,5342,2058,2904,1756
101,13781,18129,3690,12744,8544,3699,714,6234,10559,953,7259,17634,13074,6115,10656,6488,3534,12376,6109
102,18414,2045,15885,2567,3517,19788,10114,5330,10580,3893,17076,5022,13469,10489,12288,11029,10165,7952,4707
103,12980,5056,8283,14756,10465,15678,2441,5807,2848,14242,13910,16656,9968,911,8181,1746,6925,12193,6453
104,2252,4435,16292,18938,19186,14457,14248,10820,6544,11030,7798,4037,11068,9173,5594,4332,1649,3965,490
105,5669,7116,9846,12857,19916,3483,11816,5095,17686,960,13479,15748,5724,3495,5924,9730,3703,2772,561
106,773,12127,11101,11245,6556,149,9104,8193,11485,18874,9924,8975,5951,2943,7281,12929,3963,16450,157
107,9971,2958,3874,14276,1032,9628,6363,12055,2797,875,10632,16315,19724,2418,8948,14688,13697,19991,14545
108,15255,14106,17988,15733,11370,14818,6536,9613,10205,5600,5507,170,17200,13763,18427,1754,9966,15099,14435
109,13070,18708,14049,6794,3991,11992,7300,12758,2547,10160,16581,15098,18444,2759,10768,7198,14634,6821,6252
110,565,17952,15832,6337,9994,19178,12524,720,6708,1357,18040,13285,2572,4969,11041,11372,16975,19997,19583
111,1695,7548,17421,6948,13695,5434,7344,3377,16934,15056,14374,7997,19836,18154,13199,11329,2768,10681,3772
112,17076,11401,13279,2144,9550,4352,3566,18887,16281,3885,16828,16550,14436,12028,4670,5277,3843,15015,9514
113,12676,142,14358,15569,10347,6751,17729,3264,7180,11631,10336,3169,17667,1581,7729,1624,18839,12639,17063
114,14147,3287,9174,2164,5106,8233,11662,1678,13563,13795,2858,4127,10615,18254,13577,13734,16413,2082,11803
115,2968,4714,18252,4870,16537,5229,18606,13683,1880,4029,7246,3880,5355,7722,16693,13925,5996,1197,15356
116,373,18354,15866,16813,12733,18360,5455,1609,7714,3177,10137,2840,5693,19015,3253,834,3624,14616,5822
117,12793,10399,16914,2587,17634,3380,6001,9246,13708,7386,10145,9472,14635,18231,17667,17290,5449,7280,15984
118,7950,18738,11541,19509,4699,13734,9224,4222,10812,2547,9413,11253,14262,14202,17366,9745,1667,18829,7480
119,16163,14338,14605,1665,15193,1734,11755,19598,12873,12024,9843,7402,10968,5397,11917,3955,10457,6899,14042
120,1921,2733,13534,5548,4479,14112,6049,1204,294,18075,3618,2024,9491,11299,5144,6070,4192,3697,992
121,13448,12615,18631,6419,19643,10892,15519,1038,18226,9078,11271,10273,10270,2378,1226,1985,202,11387,14359
122,13407,1829,8954,2034,16178,17154,15031,5849,10892,1611,8477,3418,18645,11487,3907,263,5943,18564,14321
123,18190,19789,7746,12748,18370,17319,3032,584,14995,10153,11443,1470,19923,10126,16622,11197,18430,11936,8848
124,9521,17367,15926,6458,16886,7536,9069,9855,13854,7450,8036,14845,18898,7113,1263,8295,19535,12146,2273
125,2136,19893,1930,10778,5564,16455,6910,6172,15087,12060,9022,17764,6634,2019,3819,6683,13480,14575,15896
126,13181,13072,4743,147,9594,9049,2471,7724,12082,7432,14246,5630,5204,4839,19127,11257,10339,14599,5603
127,18828,2684,8379,15208,9947,13127,3543,17935,6640,14015,6675,15189,503,12640,2879,18842,8929,10955,16449
128,7882,14763,12573,12778,6904,12379,11191,11949,10960,2036,18981,18161,4740,4710,5320,8169,7394,1563,1146
129,15381,2128,7441,5576,1306,8761,15597,6921,18683,13551,19808,13217,4192,3839,9844,7274,11900,15653,13981
130,15129,12786,16977,6886,19314,5744,9998,3360,15022,9247,2224,12743,6430,10089,7840,19518,17367,12010,17668
131,1787,19922,10906,17292,15650,420,384,12919,9559,18630,9038,9685,8379,15781,14735,14480,8123,4698,18618
132,9726,16068,6716,181,12961,18726,15455,19631,16305,17246,6073,2396,16702,13528,4245,249,13785,16688,13845
133,2570,19849,18101,4895,7975,18381,11662,10293,11953,644,6446,8248,2333,3667,18853,4057,870,12900,2572
134,9007,6314,8044,12458,163,19863,3930,15260,16182,17439,4427,15560,15489,18548,4024,9382,18785,19063,16144
135,17408,7661,17602,8661,13680,17798,5018,7673,16992,1135,11251,4891,3433,6607,6652,2391,4275,2617,12183
136,19115,344,9562,10679,11543,19329,10411,19637,11295,9615,12634,17618,14428,5402,4001,6982,14377,798,13542
137,13887,9147,3543,16280,12674,8754,12178,12688,19976,7206,10172,813,17234,990,17490,3181,12176,18444,10414
138,11596,16538,5229,11696,2924,18519,10145,13274,4837,18929,18941,10183,19386,13485,991,4415,14212,11500,16552
139,19424,12463,15635,15152,18896,13604,14510,3977,749,6955,13236,9295,13527,917,13878,3556,9770,16529,18400
140,820,6794,13311,1443,8102,11658,14101,10259,18481,1819,19891,16523,12065,13100,7886,11575,10970,12278,4023
141,7949,9986,6204,3265,17617,9177,9336,19710,13204,3106,9957,8144,15992,10695,12346,12528,621,15287,13762
142,8196,8046,15847,5880,13477,13824,14355,17938,16181,8577,10210,15596,931,8813,12034,6580,17394,17969,14359
143,8077,18838,16909,13002,6344,367,12909,5704,14620,11580,6842,17792,4792,4689,16186,6453,17505,15981,18982
144,6621,16520,19276,16846,12955,1547,9645,16486,16885,12575,14849,3127,17603,7915,18798,6231,2557,17560,7395
145,16770,3127,8840,3027,9653,5404,16590,5188,17009,3941,4800,9518,19811,2902,13663,18490,6115,10570,1903
146,6271,16042,278,14797,4350,12571,9886,14997,11232,13559,9448,16561,9427,16644,14988,1490,13952,8204,8673
147,10725,8772,1931,12429,3739,10182,10434,9973,1568,697,16969,19451,4378,19761,10604,8818,10920,10323,116
148,19534,7321,1014,12959,10628,17195,5993,2827,9055,3367,11837,18368,18792,17107,8911,11890,211,15008,15200
149,7581,19599,15416,14177,15765,19472,12085,3493,17001,7045,16679,10968,18207,12072,754,16530,8228,4491,15003
150,5450,15177,3304,1715,13934,12287,6314,10515,4774,1250,13688,2462,5474,4998,10485,13902,241,14243,15757
151,18790,7323,5330,9055,4386,2713,10359,15735,9192,14040,9887,9361,12836,17484,6213,13855,5695,17144,15794
152,6664,15742,19675,13575,9325,2587,9143,1020,15363,16206,7915,16532,19363,14312,17294,5707,19190,15581,18130
153,18403,2085,12912,13926,19607,1388,14091,7786,2246,17146,19179,16583,3371,13884,19193,8473,15781,11011,11416
154,9546,2593,13983,3926,9217,8457,12394,6332,1661,8677,19024,16262,16267,19533,5518,15821,841,8743,18984
155,16890,4396,10162,143,2769,17138,19668,11181,9726,19266,6587,14037,5236,3514,621,1380,11864,8058,12158
156,17629,8224,3904,19285,17101,10532,324,1131,2053,3387,10195,8353,17423,9454,12259,6450,12404,16519,4476
157,15887,14253,6837,12188,225,19754,2430,880,8636,12151,13766,13608,5943,14291,9962,9956,792,17128,16511
158,14300,4274,11843,7428,13984,15876,11335,13062,18383,9248,5392,7707,7679,7275,15222,9386,7694,18697,12802
159,8055,9460,4948,16027,2251,13375,4137,5332,8455,15883,18897,12542,6807,5812,9163,19423,14292,8278,19305
160,7701,8108,17319,18526,12928,13996,2366,12656,10751,3095,15820,1190,12826,13030,9419,6200,5166,13345,1368
161,11116,11706,12234,1900,13977,11796,2491,5530,5305,3721,3736,11830,13820,19133,5425,9467,6675,17754,14930
162,5925,6618,4962,19761,10943,16102,12511,8378,18635,6612,8567,14388,11724,5085,5254,13371,5227,10110,5293
163,204,6197,3126,7464,4433,7208,8962,7423,8488,12054,15135,1694,5659,13471,4807,5492,9682,19013,2592
164,10275,14006,17819,15046,2519,14538,19463,17375,19812,773,2646,9901,13120,9202,12717,11106,13365,3651,17114
165,17981,17277,7395,18297,949,9652,6531,12173,10070,201,8183,7248,3190,411,16983,3736,4057,9612,15458
166,7817,14241,10463,10888,2516,10847,2463,5100,3986,714,3386,1215,221,13106,19916,11998,9115,18548,11905
167,15637,12065,12060,18609,17825,19131,631,12100,14233,6197,5080,8546,19711,19550,3253,1960,14350,17029,11622
168,15563,2432,1953,1977,12732,16262,6600,6527,18700,10315,17303,11998,6351,346,16916,13001,10644,18869,5735
169,17441,12677,1078,6901,6518,4075,3024,15034,19311,10503,18547,19180,12920,2538,14515,7463,7805,18945,6885
170,17719,16528,4530,9258,17131,3865,8780,10185,4881,18872,5239,19401,2488,13979,15164,18764,9183,5483,13006
171,13505,398,8132,15372,10162,10632,13217,4076,7222,19861,13481,12663,11242,17624,6145,12408,19395,18042,587
172,16603,1002,16479,901,13655,14560,12071,18923,17173,14974,14365,18822,233,15009,15440,832,16937,5890,10343
173,11654,10006,2464,2293,13002,2474,3453,2603,9263,17693,12163,19305,12086,12335,1465,17266,12628,18772,19751
174,9134,9291,9365,11206,3199,12270,15859,8141,10068,7558,11561,4156,17876,3991,3253,168,18465,6154,8637
175,15969,14771,2123,12000,7372,8408,13735,19404,11541,19596,11087,6334,11545,14541,6795,14007,13512,1801,11047
176,18554,13215,2606,17882,7654,4006,11664,2438,15653,18283,3962,10002,16415,506,17828,3543,5480,6230,896
177,16062,15555,10529,1239,17120,13211,14249,18003,5361,5303,2140,14410,6703,18372,258,19015,3987,7907,19650
178,7119,5061,5872,18439,17242,14124,2079,14812,6983,17636,10551,1766,5878,1948,7200,12214,11986,12343,13279
179,15147,746,280,14720,14333,17283,18389,10831,831,12582,9248,15683,298,10395,4701,3025,9733,152,15193
180,1002,2192,17125,3834,2820,4124,11234,11061,1583,19598,16089,11265,19602,16136,1441,6166,14532,1707,9525
181,17829,4352,16275,15967,416,3119,6904,18187,19924,8265,7104,15215,18134,11454,6053,2910,14735,2232,7077
182,4939,2587,2679,15113,201,4278,14785,8332,8796,7802,8598,11728,14956,17185,10422,5843,18562,19513,14143
183,3511,10733,8622,18438,6377,11141,10464,873,3250,7775,7251,18666,13121,6022,15974,14259,19498,2607,12879
184,11462,19939,19182,13756,1256,8798,13943,14465,17022,18286,18778,17253,6322,14025,16173,6429,18591,15739,351
185,2139,18913,17055,4453,19112,416,19143,5316,6087,10780,3693,3262,1994,1958,4587,14973,16440,11298,12990
186,19620,16049,6722,2951,16049,6993,9807,6001,374,16669,13193,2487,17804,6854,19546,8662,3205,9909,16420
187,13462,16039,17790,5942,6402,19157,16628,14275,18932,3052,14741,5554,16837,17501,1990,9410,8279,15831,6533
188,19043,7391,1497,11322,1301,13907,17848,6994,7991,5493,12854,6359,15100,2702,9508,6867,2060,8540,11101
189,16260,8293,6406,12922,11145,9776,15093,2600,15902,9225,16423,15267,16202,1541,3572,15514,2815,1278,15859
190,473,10554,4408,17073,11385,1297,16221,6805,7792,8898,7689,17125,16156,14877,13944,9135,3168,11591,5684
191,4655,6889,8400,11911,6953,4810,4486,284,5288,18344,6720,10870,15142,2169,4948,1397,17334,4470,18480
192,4327,6582,2396,16595,12906,13786,568,1642,12207,7040,8503,3424,10194,15273,19100,1203,13517,18048,16721
193,12427,17475,9856,6334,17666,3602,8627,17087,17279,13545,13333,13696,15090,17701,13928,18071,322,11159,15822
194,16304,11609,15549,6625,4325,5307,15542,14168,15760,10380,18053,7725,14867,18125,1104,970,13618,10805,9450
195,19214,10576,589,8963,1312,17016,15902,18129,12745,954,8079,12610,17993,15268,2578,16295,1254,575,3693
196,4726,9620,13972,11479,18983,528,19541,7393,13385,11192,2053,8508,14821,3024,16709,18245,1084,6730,6663
197,9078,14695,16793,3827,18098,16260,5307,9887,11701,9332,13670,16880,14874,8278,4738,989,11557,19656,5583
198,19543,18934,15315,1537,3737,7998,8707,6712,18765,19163,16796,1129,5924,7229,6275,453,14591,2490,16478
199,15960,10599,17472,2730,19816,4711,11618,13825,6508,4245,8539,8417,1673,10243,5397,17233,19957,16498,11219
200,15493,7719,5675,12882,3446,11734,1990,4514,16337,3000,9231,10380,4579,1481,15645,15826,1155,16605,337
201,9481,6529,13351,6849,17564,17613,17288,11974,13789,9724,7009,9169,9556,3048,10077,4004,10875,8434,15419
202,9231,5755,13549,12639,16747,19150,13901,4639,4595,13884,15334,18900,4200,3628,13994,18379,10983,18657,9746
203,2371,2969,15224,832,213,13443,12668,15417,17776,6946,15779,17689,3150,17311,11520,14407,6556,9279,15419
204,8600,5739,5710,10674,6004,19893,212,471,1279,19661,4252,12711,2277,11977,3316,1316,19866,11281,16327
205,11445,3583,8384,12139,4197,10743,8345,8141,15936,14118,6535,16828,4867,19355,6706,8735,15582,5578,3598
206,1895,13181,2140,15959,16555,4374,18842,12017,15917,16471,1986,12360,19723,13973,4527,19528,8705,6901,15411
207,892,9773,5132,2978,15633,1762,13787,9192,4510,14197,6411,163,14189,4370,18182,15509,7012,833,18832
208,7979,17360,10979,12604,10183,3453,109,14915,348,1251,4246,1464,7484,18776,10024,11550,2235,3222,414
209,6309,16658,18870,204,18312,6212,16415,3781,10281,4968,1136,5416,6394,13738,13351,9576,5301,850,3058
210,718,11867,7914,4170,16195,15757,14441,11537,2376,14786,1368,4373,4079,19662,209,279,10556,8126,5555
211,13954,5372,9756,11766,18168,646,12849,8812,2148,4062,12443,941,15774,14442,5644,10153,2258,4817,17316
212,18746,11891,7462,3659,17165,6911,10271,1213,18336,17579,6800,18674,18694,2758,4767,12843,17655,13971,678
213,11845,12504,19455,18995,11637,16361,16073,8736,17241,12107,2677,1747,7616,19644,15599,16220,8485,4789,17549
214,2148,12939,12324,16262,9180,7486,479,7294,16718,10198,17986,4601,16266,10962,5181,7010,7858,5105,18273
215,8958,16357,1824,15344,4209,7977,14321,15661,16209,19410,19551,5038,12967,11369,15528,15119,12351,9976,389
216,13359,15734,14801,7780,14080,14728,5238,13272,15305,14723,6504,16803,4597,4606,4005,10089,8669,8023,9329
217,19597,18280,6975,8437,14920,1845,15029,3441,1364,10950,6056,15320,19094,2204,10750,696,6852,4577,14190
218,14507,12146,13815,8977,9893,11112,3126,3075,14363,613,14466,4970,15801,18210,6185,2981,16379,12817,19174
219,567,5803,6941,14188,11738,3725,1429,6541,8774,4158,17898,19197,9214,15356,8764,1745,17326,368,7142
220,5695,16428,9494,4085,2802,8956,19100,359,16471,17501,7641,14262,6464,10343,18317,1982,2072,11656,7008
221,4751,3868,19434,18165,2777,10559,18803,17941,14964,17792,12213,6955,13102,19508,1505,11791,13095,19370,9408
222,9791,8920,4699,7190,5438,1128,19858,3706,18861,4578,11775,7419,9543,2943,1217,12487,19843,3317,15005
223,5530,9809,2414,17617,13740,2235,9775,9814,690,11775,937,8990,18338,4583,16508,12314,2014,16243,4062
224,13723,2595,8970,12992,19292,10174,11092,3544,15212,244,7863,12851,12618,8982,4025,16456,7726,2387,9110
225,215,1932,11951,10859,4248,3898,12863,1850,217,11919,9637,2937,3125,12643,15548,4853,4730,14764,2610
226,3498,14280,18443,13431,3607,9750,4283,14448,18840,9542,16725,17047,13467,123,10665,8663,7388,6443,13660
227,19891,448,14101,607,3481,8843,10000,13553,5177,1489,11414,15590,6904,6850,19581,6707,13947,14269,314
228,1298,1210,19074,9586,8049,12173,6572,764,10229,10351,9422,17429,15998,7401,2299,1069,11824,14515,5907
229,3358,19195,18669,6374,776,18262,7657,7573,6881,7734,14036,16999,3916,7208,19763,15365,19903,5950,9926
230,19731,18943,7502,9097,18858,10527,4373,18911,2102,13531,11672,18667,5372,2539,16424,6925,9182,5858,10773
231,13754,18911,3868,10869,5227,14066,16864,1888,12241,15071,7456,12994,10424,15488,14998,11224,5613,13319,5752
232,10928,15722,5090,3866,13973,13237,16503,16878,2934,12729,10764,11830,18365,17541,4804,7381,9338,10425,10131
233,15121,18838,228,17919,11167,16257,19193,19890,16844,17169,7045,15263,18021,18127,4809,15760,12785,19754,8584
234,18853,4428,13917,15124,656,281,18521,14263,6184,4460,4022,10002,583,3971,5162,10675,5571,18159,10720
235,18967,12907,15775,10178,7894,11044,14318,16608,6397,6922,11522,17161,3100,19099,19180,3977,7147,1719,7270
236,19470,18597,14343,10985,14883,12304,16197,9089,3889,14378,18274,10481,5805,7073,7614,8369,16200,7128,3841
237,6197,5454,11279,9913,9904,19572,1582,13210,14507,1239,8045,18690,5137,15928,10128,8736,6478,17219,12429
