"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018"
50,19149,19101,16574,7234,16046,6386,5724,10556,1318,741,3054,539,12069,1618,9681,14157,11702,9476
51,2580,7400,18155,3858,11259,13163,17977,1805,12409,18389,1776,17543,3240,16895,19648,544,6653,12454
52,7347,16492,3352,10016,227,2763,18491,812,9019,14582,128,19258,17183,10195,14001,16618,11980,13961
53,5241,18574,18356,18259,871,12983,7275,18236,16576,6001,7953,7144,4403,8976,1282,8274,12394,6355
54,6550,9052,200,14328,13948,5984,1884,10652,1521,13504,9653,8908,7972,5573,556,18327,4150,16886
55,18789,3589,5928,10148,9673,6092,7375,3100,9881,3564,10438,1309,9264,6782,1115,19516,10191,16147
56,16418,13541,1351,608,19817,4065,9804,8102,9791,18156,18660,15984,14538,16443,19453,9129,3275,18644
57,19643,1057,2866,4546,19103,5058,3664,11044,2850,7152,18837,2370,566,6165,13907,12431,10667,14351
58,19231,8649,6870,14570,5972,8333,19904,6447,5091,17242,118,16932,10741,4176,6006,8282,2661,1662
59,17941,5663,1591,6564,10650,12538,17391,13509,3364,5722,5752,19035,10740,19887,5520,1639,10420,8046
60,10609,5362,15626,10502,8513,11827,1387,8579,9120,6216,9438,14301,931,17809,12007,14506,7397,17009
61,12231,19093,14040,1147,9949,3426,8392,4414,2712,5666,19461,4240,3813,8541,11095,17852,18527,13954
62,15076,18702,5701,16248,15787,19442,2306,19429,8257,18134,13877,19338,13166,9231,2375,15111,17291,19581
63,13819,5846,8004,633,6462,6885,18082,3558,18956,15700,14343,18016,13395,10507,16352,17271,19774,12958
64,17495,1797,12574,8754,5476,15971,10358,3149,5886,12594,15064,5776,15345,19924,17351,16023,4247,14162
65,12035,10496,4133,15323,7889,3572,17418,19976,9890,16985,1938,18343,2044,7205,11778,3816,12926,2247
66,6114,1240,15534,9076,5829,4925,1721,4568,18309,3529,8091,15561,10659,10573,7245,2557,4970,11501
67,11855,13981,6296,11516,11158,13700,7088,6710,12033,3057,13859,11038,10614,7675,10722,5887,567,10861
68,10670,5789,1726,19612,1613,10918,4975,5078,1176,11099,14670,3439,16020,203,10864,5021,19391,18356
69,6863,18426,3843,10214,2942,264,1302,1102,11106,17803,19071,10461,19132,1159,3593,883,6129,5829
70,13372,17760,4844,13991,11199,1892,14081,4157,1310,2411,9994,17053,11667,6496,5903,12901,12678,18161
71,7406,15411,9924,4361,6479,1034,18074,4491,8149,9382,4183,4532,16849,721,11600,13150,18012,19697
72,14995,13348,195,19551,1783,2597,7002,872,18412,4374,266,8411,683,3983,3084,19474,16516,12827
73,2399,7805,7889,1305,1231,3297,8911,4229,11348,9137,13536,18369,14277,18860,10789,18002,6338,14746
74,12454,1790,9264,15440,14451,2932,14409,14320,4505,10077,19053,2186,16974,13454,646,9259,5997,17418
75,15294,16178,4311,16633,12321,14837,18022,3270,1716,4957,3321,14985,16754,9973,12958,16570,19201,7443
76,2140,14595,16099,15352,15380,2226,13558,8398,10266,15937,18553,11290,1440,11683,17391,15145,6131,697
77,17839,4662,11553,2337,2474,9306,4459,17583,2718,12393,3355,13271,14880,9864,3763,9831,7612,4570
78,2107,12741,18551,9550,8739,18860,11357,6039,241,6071,6186,6038,348,8918,14160,13163,17017,4125
79,17552,9119,11256,15137,19566,2099,528,4256,16288,14375,4404,5774,12593,17574,7963,12091,2139,10593
80,1586,4473,15063,4632,13692,10554,1118,14266,4528,17571,16576,10278,7332,14370,3068,13380,11627,584
81,4092,2612,19124,3709,2967,6524,13431,11273,15233,11886,9578,13278,7617,3852,12855,6621,17458,18291
82,277,9100,4085,12686,14774,14632,17353,1819,8545,15491,5945,9246,17560,9747,2691,14551,9248,9871
83,11385,10728,5499,19620,18777,17796,8815,17963,16737,14017,9367,8008,15051,2699,17397,8024,10909,312
84,7956,19859,12897,6235,16593,1973,7958,14164,2083,9492,16477,636,9932,6888,6847,12213,16501,15410
85,15193,6632,16981,13068,12158,268,18035,10781,298,15032,9029,16976,13623,5955,14381,13929,8673,12442
86,7707,14389,18061,6409,15946,9866,5228,4966,4910,7995,1868,19983,17710,942,14408,283,6778,11251
87,768,18018,16957,19922,14035,6589,19231,16340,7172,11775,12325,13348,12419,9091,9009,9419,3714,12620
88,5824,9267,8515,5098,1275,11299,15000,8499,6511,17648,19022,6183,9218,312,10830,16550,7578,15329
89,5916,3696,8300,8273,13148,14028,10928,19267,7249,11601,17726,12725,19690,4520,14085,14175,5635,12852
90,3984,12754,16792,17390,10653,4572,15307,8505,1659,321,8708,5916,226,4538,17873,2899,6225,18936
91,13007,19387,1564,5135,15212,14310,12574,17754,7795,17123,14726,12156,1925,14743,10081,5262,1364,16308
92,4426,9003,6944,10215,16989,5888,7621,19020,4715,19575,15984,7005,2424,5302,7671,19973,18871,13716
93,17036,16440,14384,10052,14642,12100,261,8425,13751,3152,9800,15149,12804,13847,17078,10378,9315,1444
94,4377,9208,19086,10828,14531,19048,1785,19572,13143,521,9159,13976,17014,17565,12836,13548,11225,7455
95,6021,14275,15660,19876,19867,8406,9375,7340,9308,419,1012,13227,8245,5191,6697,2903,10576,12811
96,1243,19949,2806,9810,856,10969,18720,19697,17509,16630,6281,12191,16209,15956,10338,6288,6736,3454
97,15521,2160,7416,19504,3436,792,10529,9968,10960,14878,2520,6732,2438,698,18866,11460,16053,2635
98,11976,7010,18674,11404,9925,16955,8324,15131,19808,9618,12699,780,9883,2933,7161,4549,17102,6454
99,15145,19477,2276,8421,1826,600,11765,14337,6085,5357,19071,6085,9158,8228,3199,12363,8262,8470
100,5459,14101,17940,395,6078,13736,13199,9772,4995,9764,18186,17951,1143,11727,6539,12587,5545,6327
101,6058,5743,17438,3832,16038,19778,19845,4160,14022,6618,16494,1683,18844,12770,19920,3904,845,2072
102,7727,14841,16907,1048,7929,14432,16939,406,10974,14994,12740,6087,6692,13963,1746,3871,7919,15429
103,987,19430,5731,8081,16057,8121,4757,4089,17721,6796,3344,18239,9858,3078,3828,12103,15925,4066
104,12351,6667,3512,1192,19448,3914,3511,8538,12471,11733,8695,11881,10549,17215,11530,7612,16172,11265
105,18855,11945,13635,7943,5015,14789,16384,17305,1368,16827,9257,16037,13207,8249,15200,8501,17602,19916
106,18181,14401,16840,16371,4851,2398,10705,7576,16542,15404,7962,5376,14368,6905,18913,17772,12654,4766
107,18115,6807,6658,15175,14636,11479,18468,4215,6671,6186,18204,15054,17578,2507,2712,17425,1852,18300
108,15135,14529,17130,8871,6484,10792,7496,13352,12132,6389,11613,16396,18302,8615,3051,13432,19360,3655
109,15400,11209,1491,12105,4385,16683,16714,14686,18826,2512,16790,9804,1088,5498,7128,6009,3253,11367
110,9792,526,6810,16091,18416,12782,12041,11528,17647,7337,6251,6458,18855,12132,16454,13452,8577,5290
111,207,13022,6369,6473,12212,13283,12817,17479,13386,13423,16075,10267,14688,14628,6604,16046,8550,10327
112,10826,16843,6340,9366,3214,18993,7476,18898,19955,8990,4035,16618,3868,18917,12033,19333,9153,9983
113,308,1507,1573,16979,16176,11599,12589,1673,4074,6097,16229,13232,270,16461,16875,1861,17733,7014
114,2979,19582,14580,10416,518,11059,11934,10288,9575,14611,3704,9950,1416,757,5427,2223,9079,9048
115,6473,18040,11363,14037,6710,15101,7512,3163,9048,137,681,11011,13535,16585,13460,16576,6043,2100
116,5598,5429,13986,19844,10831,960,12874,5479,7792,18389,19919,222,6426,13149,16887,12441,15602,5841
117,2959,13257,7747,15574,3958,1960,11504,5415,7501,1973,17099,6821,4534,18274,17707,19387,3861,6957
118,19219,8301,14396,10402,17062,15008,13977,4976,17631,12087,1529,3789,13829,15517,12613,11967,1889,18010
119,19537,12169,3684,5697,19773,19310,13653,9522,287,2991,8501,2349,15884,17753,7899,11731,15710,8648
120,10828,6677,17003,17530,10680,8609,18775,10714,12691,1674,16875,15318,4149,10187,19437,16081,18197,7187
121,7830,8612,551,6955,1775,14462,10722,3206,16993,2542,7508,3647,16771,11609,1044,11674,5743,4279
122,9183,13277,2106,8148,19128,898,18627,5024,3236,14526,16657,11806,15004,12139,14423,15172,8839,7576
123,11063,860,19940,17057,19435,9152,5214,12472,15270,12239,12496,8133,2497,598,16742,4764,14405,15836
124,19133,8647,19025,9704,4428,640,12730,19564,5323,17869,6623,5377,18544,3382,1433,8796,15512,18445
125,4408,17673,8911,7188,16280,2515,17010,14655,705,18532,8406,16875,2220,8784,19752,7355,19560,4601
126,2538,14736,2578,17960,7917,18873,383,3701,9410,567,16411,9518,2768,9767,8612,10212,4927,17600
127,10506,4777,14267,2016,16554,4542,16804,6317,16712,17666,19830,6724,5911,11952,9269,15304,13530,17602
128,6977,17055,15798,11111,10058,17446,11107,5153,5872,9441,16896,7357,6819,14713,2094,8556,11032,19102
129,19095,7123,14814,10481,11799,7767,18948,8697,13163,8066,6363,5765,6894,8334,12949,12454,16092,14746
130,11902,18477,4956,2973,12403,8999,330,11948,13471,12028,2002,18936,11781,10598,14612,16909,2270,2304
131,6146,3940,18381,18373,9330,8654,12124,5698,5833,1722,5434,10072,14723,2814,3356,15567,15306,14802
132,11803,6190,12270,4783,12456,16714,6593,6038,11065,4721,9430,9322,3120,3355,3690,1913,16401,17452
133,9805,15180,7137,3807,4921,8240,18378,19326,13209,11080,19267,5610,12445,1236,18274,11980,12004,18382
134,13732,5406,14043,1604,6651,3983,2366,729,3473,9512,11311,17325,18337,14800,9819,12800,1003,12754
135,9808,14181,17067,16112,4723,2484,14095,17902,5439,18339,2785,12837,19747,13498,7272,12309,13317,13389
136,18207,18901,6756,18187,1174,13595,199,12070,14088,5988,492,4100,1382,2436,15019,3038,18804,4425
137,6816,16075,4258,16256,19480,2676,9602,4750,4841,14659,3999,14979,11022,13745,8475,7937,3961,16480
138,19576,16941,9810,17354,12062,2425,16683,15896,2830,1398,14264,17407,3189,13397,17966,15399,9052,13807
139,8123,4046,13193,3285,6255,4898,6777,16552,17114,6753,4884,14252,982,3392,14650,5668,440,17790
140,19113,7000,16867,3329,566,14222,9590,18135,11849,17263,11614,18901,18626,12145,7849,8024,3197,6733
141,11398,19245,7310,15941,293,6335,7556,5506,14150,3994,7507,11616,19227,4308,14762,13930,19780,16724
142,1125,16652,15016,18545,923,15497,11099,13065,4004,15523,19050,906,2573,17170,6262,15680,1390,6330
143,19438,2966,11509,19202,6390,14773,7214,17926,5109,14249,18152,16469,13143,9970,2228,6623,3447,19974
144,8405,2014,1534,18042,12171,13917,3899,19002,12236,3953,15704,16771,12394,4412,4937,17866,9239,5895
145,5507,4138,3690,7274,7708,5480,6746,12002,11560,16408,4162,9937,17208,18805,15401,17155,1893,1794
146,14429,1415,19310,16128,10188,8211,1628,5430,2944,19020,18300,9966,12394,19828,470,18276,2543,1744
147,17267,12452,12685,15255,4960,14388,5151,10820,5590,5326,15432,2181,8595,9138,12989,17821,15962,18240
148,2420,6436,11240,11122,19898,3795,16817,18435,9611,15529,13821,6953,5500,15623,4242,17031,10296,9367
149,8373,17628,5647,346,6238,4735,2787,15181,3957,9406,1738,3851,4841,6888,12946,9938,9893,4137
150,17713,16719,15913,19035,18580,16854,17271,13539,17788,8706,5443,7110,8507,7395,12327,2150,14559,15465
151,18908,2502,13324,4652,6220,3412,1747,11437,14543,1095,18550,12895,6984,3578,12975,19365,7023,1155
152,13491,13933,1615,18688,4181,18538,8824,1162,4648,11589,4348,3896,10523,13619,12987,16067,6715,1847
153,3838,10895,19290,10136,16982,18766,1890,737,17406,11473,16537,12764,16162,13261,8288,15485,9817,19651
154,16241,6120,18305,395,6055,11788,1044,7291,5976,3441,2261,11581,12728,8441,6497,2144,16532,9924
155,2184,5181,13450,12537,2043,16032,16473,15610,11492,16272,9797,4142,4910,19486,2963,4589,9425,8557
156,8493,8494,18438,17957,9295,14206,6336,17234,10799,9891,12350,5337,6327,9253,19371,15357,9608,5531
157,10284,10617,894,10220,6196,11982,1411,6885,570,15815,2985,12463,10026,9292,3927,10976,2284,8885
158,17466,9101,6722,14393,14631,19571,16243,16059,7180,18226,12998,19384,15967,14718,9717,5816,5199,5367
159,2919,6751,10930,1117,819,766,676,16736,16125,2906,1782,13301,17820,10492,2744,17719,4441,12837
160,1960,7204,15119,12745,7492,3002,14032,10767,4559,6675,1364,16615,18235,3782,133,13017,9654,13343
161,17913,12316,16314,15710,14016,11441,4704,13453,12950,9564,12649,991,18193,1880,16271,8550,949,18444
162,17906,11335,11026,11499,3736,10704,10987,15418,14712,15256,15574,3862,5104,6931,10493,1914,2716,4389
163,15714,14353,18919,5752,11834,14192,18206,17015,9762,1173,2439,16943,7061,6786,14517,5824,979,14025
164,13522,10985,1478,13432,6994,5002,5756,6601,2309,3436,3660,6906,17931,5311,406,13847,6966,5444
165,13646,1938,12194,5654,10768,12330,2582,10347,3830,3271,16714,14015,4080,9211,15059,747,15450,11314
166,17568,2486,9547,12793,1459,9175,15309,19931,912,1242,12815,18252,18246,17469,697,13942,15364,2697
167,11206,15963,11927,6854,14666,6874,16233,17112,19915,890,3811,10083,10661,11349,7272,7743,13276,8167
168,10124,18935,14483,18617,5486,18074,8427,6324,10735,13425,15401,12056,11488,19969,6053,9052,14736,3380
169,11698,1308,2056,3571,1333,11535,5634,15700,470,12336,12772,11768,18654,18078,17574,14652,17123,8289
170,18882,10255,2168,6625,19812,11498,15721,16525,10427,18950,3600,14688,7086,9631,18923,4916,17179,8461
171,6913,236,10684,16315,13690,4891,7102,3364,4014,8049,434,19862,6955,19069,9232,4519,10044,13142
172,12439,4933,1175,13934,924,410,10087,4014,4979,1513,15032,17761,7112,14508,13872,14209,14954,14290
173,13729,3703,8890,5066,3181,5105,9988,8322,9818,7678,12075,15184,13339,5159,16119,11160,14756,5815
174,15596,13111,9300,6937,2798,18679,9647,8185,18163,14082,11337,8601,8660,12673,4374,12456,19281,8175
175,11309,9417,3194,14103,12587,18995,338,13270,7723,9518,17021,4283,2456,5068,7663,15290,2953,17512
176,8905,10326,4428,3981,7408,9240,2195,11903,16287,6874,9855,9859,2917,2144,18689,9686,6991,11951
177,6471,17441,6057,5965,9291,11745,3804,17428,9932,1725,561,432,12723,2650,11995,698,3279,11469
178,4468,11023,12633,14125,17794,10961,13883,11562,15304,6364,15733,10895,12621,17382,3923,5809,15873,2934
179,458,19096,2281,15215,12475,1735,18532,18770,15838,264,12156,2971,11371,8575,2457,10071,6343,15566
180,2654,11430,9952,11554,2452,5991,19517,15231,10303,11153,9504,991,9636,9821,19664,16570,2808,16043
181,10013,2832,11029,1032,19860,15588,5139,5089,289,1140,4251,18274,3503,10293,16558,8074,2900,13108
182,6704,17416,12155,6067,5567,5884,8267,14040,6460,4891,16577,9176,7057,6057,14330,101,11021,7688
183,10091,13155,5319,13999,8434,806,2158,19268,765,12268,4835,15995,11466,10182,4747,304,15335,1379
184,3824,14055,6739,14203,14832,6224,13023,12547,14986,5084,11904,4795,6728,121,2556,11774,5130,7570
185,10606,10720,19025,656,11592,16402,10488,981,12469,10570,18065,13292,3454,16554,1862,10878,17314,5755
186,14084,8133,18260,13238,16375,12243,9962,19531,7924,4522,14192,6150,4352,1352,16621,16421,19106,11676
187,8145,14462,6216,4436,5476,12876,8696,11988,6390,13291,4864,14112,5243,7439,2447,1871,7309,19814
188,10009,9640,6114,1400,13515,11666,15854,771,16128,13262,13949,6792,19580,3753,6925,8867,7650,1342
189,8423,3062,13236,5432,18333,7279,1225,17295,13671,13673,15316,7877,8907,6458,11663,12566,8403,16680
190,12353,8389,18765,18897,10072,7731,11942,16851,12244,13129,19455,1495,17429,4421,13804,1031,16421,19754
191,14309,19440,4119,3143,19487,3076,13547,15501,8653,5825,3417,17063,8713,12829,10709,6045,9835,13725
192,18801,2752,1643,2988,10206,624,9603,4457,2325,9172,633,6202,4244,7932,10176,9890,7482,10744
193,17910,8379,13270,9794,13758,19617,8902,19306,2697,19787,7190,7390,10099,2957,17940,2172,11078,11331
194,12421,9937,2137,15205,10232,9096,14800,15137,19728,2903,12068,3118,6427,9669,13201,18435,1832,3670
195,6906,14258,12813,2459,6502,4185,15364,16682,16053,6012,9330,15581,9346,9501,10476,1139,16244,9592
196,18777,15060,6833,3316,11120,14400,7099,18759,19055,1730,10731,2331,5782,11933,10482,18439,16023,15029
197,9097,5342,11984,13583,16117,12553,16400,15012,12345,12083,4051,18346,6800,4311,7911,14083,12433,18822
198,322,12059,13456,2021,1049,9217,755,8623,725,14122,6561,4118,159,6534,3453,10982,5803,5477
199,13829,7063,111,16117,4712,18044,3849,706,11726,19869,18999,5735,4695,713,8658,1089,9843,10405
200,7587,6607,2054,7691,14939,6248,11901,6677,18885,14205,12397,7230,5951,14058,12392,17303,16898,2232
201,14060,11600,12215,8111,17645,704,9225,11863,10358,3678,11742,9553,18132,7540,19825,12584,13916,7851
202,17201,17856,1908,5940,2873,17530,2703,8090,2429,19545,2072,16767,6430,19989,1064,11681,8212,8902
203,10537,11115,7886,15380,1128,6886,7816,3968,559,4919,16099,1367,14961,3313,15055,10229,1393,13429
204,9414,6139,10440,7607,12188,15933,8114,14648,5750,14138,19294,5949,12496,16049,10175,6651,2683,13021
205,7445,6564,685,4461,5836,11668,6053,18564,5457,18623,10338,6707,12636,16847,10768,1384,14650,4988
206,7498,8944,12820,10569,3274,2284,6032,16033,16117,17238,1847,11810,15458,7070,5189,10640,7573,12291
207,17915,3350,6799,15983,10010,17806,14975,2399,6483,16737,18133,19000,18736,5791,15542,1849,15499,12947
208,11657,10463,16361,727,6350,5235,18375,16648,1377,3511,8861,16969,7308,12053,13370,241,7268,10846
209,15679,6797,7803,15571,15219,12744,16571,13624,4901,18259,14627,5610,3086,13019,17946,5133,4731,9846
210,3421,9628,13487,10345,11085,3842,904,13037,12599,8018,7171,1917,3948,4244,3330,16102,14611,5210
211,9638,991,18168,11172,8004,1144,4176,10038,9085,10286,19953,3086,8465,4750,11563,4749,1568,14545
212,19988,15104,1488,14369,17910,10754,18927,9239,17174,12583,4304,1610,14372,11924,3298,6195,9597,500
213,17251,1737,5640,19716,7638,8257,2163,12431,8792,14622,12183,13092,10989,7782,7705,1533,14714,9583
214,501,4186,5629,12164,19469,17370,1153,5719,13307,10169,13335,19476,17552,13023,9960,8316,19224,9333
215,4690,6898,1064,11974,1016,8369,12612,11017,19228,6244,18154,12619,10600,18879,10629,17305,14342,18982
216,6202,10177,7199,6893,5547,2085,11217,18405,3141,17098,13420,3980,2554,7503,9225,16350,1626,5400
217,12780,9624,15677,2153,3659,2986,5047,4697,15826,7639,11687,3244,19655,18886,6240,17954,1380,9593
218,14745,14224,13119,3362,16959,14911,18060,16915,18292,14791,8538,16543,10673,8518,10452,268,10340,17089
219,1303,15547,7908,18761,11736,11647,16996,10549,16293,18909,18105,19967,16172,5368,9502,9566,16240,16972
220,13169,366,9332,17627,8700,14106,1452,7314,9304,16348,12763,14934,649,12324,16271,7131,16085,3855
221,689,8651,16960,9691,12837,15685,2944,10710,15314,10653,4142,18023,4982,19811,14289,556,5259,1703
222,4386,19811,10899,12181,5835,17167,11611,15966,10535,10409,18459,12038,8686,8053,5130,11933,12642,16077
223,19192,12244,3654,289,18689,2137,9065,13135,15678,13107,15463,19765,12961,17666,11520,3886,7325,12362
224,7546,17332,205,11563,14729,6250,3063,17019,2757,14460,10498,15042,19008,12391,15994,5889,1445,16369
225,16876,6654,13611,7298,5694,16818,7316,717,2491,18314,7689,10875,13549,2341,17832,4744,1371,17284
226,18073,19517,15318,9033,19207,1462,12271,2622,8962,11069,8863,11898,1125,10035,1271,14928,12146,9726
227,7450,15352,6393,3681,6419,17456,15498,2175,10673,18835,17028,12568,7788,10881,7995,3305,15878,19374
228,2661,14141,9806,7633,5389,19025,2793,10854,1749,15802,17681,10167,131,15926,2802,13512,12591,19987
229,7729,9012,4946,18450,14359,1934,10277,7577,8925,11972,3462,8408,19285,7322,8718,7476,14379,8953
230,17806,11647,4408,6765,922,6493,8844,15655,7523,18598,3133,1098,2137,18514,4789,7954,121,742
231,14688,3509,18421,11870,456,9260,16976,18355,2162,15103,16447,2413,15344,6821,15415,2809,4357,3990
232,3959,14726,12150,6659,3806,16346,7395,7742,4024,11983,10199,18845,2822,6614,7520,14028,12490,17652
233,3874,12047,5531,6184,12218,5551,2396,568,2010,15656,14408,12763,829,11869,3241,16553,2446,8924
234,5042,13887,9760,19269,1798,7087,12229,12532,19606,13492,2255,1062,7012,19443,4766,12112,14799,1121
235,6315,5955,18834,924,7876,354,12573,10530,10208,4779,5900,3197,16220,3665,7698,4304,17673,16082
236,909,6462,13686,3916,5624,5012,9950,4633,19560,16683,19290,11814,15320,7963,11313,1884,4175,798
237,17067,11235,14637,18349,11789,4143,12037,6654,15379,18300,15425,18634,2557,497,7058,8241,16471,5538
238,1611,16457,2012,10599,8752,10683,663,17563,5998,8394,17400,14923,728,8369,8457,7954,4058,6256
239,2113,18360,627,2316,17641,9541,19873,7824,6656,15669,599,11405,3299,11315,12124,12635,5596,10649
240,18668,18546,18285,17190,6035,16425,4391,1861,8917,12031,14327,19499,19770,2662,15018,19654,16844,13597
241,17402,12402,11901,16057,5811,11481,4790,783,3559,3967,11789,9399,4032,12824,10839,16618,19345,18213
242,18427,2960,11009,7586,13294,7952,12915,17537,12774,12017,7142,936,2680,13139,1008,15682,9338,3003
243,8044,6763,17781,9061,1924,10316,11159,17347,2590,13771,14130,2245,6712,19559,10216,312,17333,10241
244,11904,4778,3643,1385,8711,6835,17606,18828,15900,1725,19227,18094,8241,9009,9782,14629,19621,14550
245,13785,7986,19778,1696,6553,3687,6533,18794,9987,18125,8863,613,3478,13287,7264,5323,13238,15575
246,11780,17051,2557,16254,1392,16811,2705,16190,3124,7168,15940,13194,361,17245,13634,14715,16094,9782
247,6075,16133,18362,813,11944,1812,6209,13975,5934,8697,3456,16931,836,3458,17908,5450,10481,1857
248,2677,14970,7861,7697,16539,13854,11118,11139,4595,9381,414,2160,19370,16286,19780,15536,9546,12842
249,11726,1797,9579,11440,15457,10793,13425,10348,5352,9270,7688,4485,12024,3509,17402,10028,1479,19574
250,12262,15438,13860,13922,2751,4265,10772,7963,675,13872,2291,1107,8257,11693,8715,12574,10437,6243
