"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018"
53,1247,10694,16344,13619,8158,502,19366,5084,18305,18235,5409,9304,5227,600,19727,10654,5203,5958
54,10788,1909,8739,12970,16922,17108,9160,11452,13693,14645,263,11389,13444,6531,17851,19227,18492,11735
55,6003,9044,17047,8686,16622,10366,2451,6784,10467,2288,10224,16705,5986,17040,11859,15902,15778,18797
56,3159,4593,5160,17646,8185,17614,16794,8437,5718,16228,2497,19203,16202,1111,14846,8928,4579,14118
57,510,17205,17932,17540,7762,5944,4072,6512,1780,3919,18233,619,6624,1737,18562,9062,16411,11148
58,15840,6990,15180,17427,9728,16244,11223,422,11461,4291,16581,19946,13354,15136,3404,16145,6616,19725
59,16974,14970,4184,17237,15313,19407,6446,18638,2305,7078,7528,11288,12184,2589,7453,16255,5569,4204
60,1179,13387,6556,12839,11143,5722,19941,5073,5033,16049,17402,12757,16199,14988,11479,14401,4899,12092
61,1636,12896,11475,10693,19324,9719,7145,5842,8161,3014,3314,19994,15632,16386,17683,4433,7034,5707
62,12089,4541,9687,13254,8116,695,11952,16320,6809,6215,3282,2409,16751,13609,16756,3836,11460,7465
63,10455,19529,14737,13726,615,11184,3441,18107,3280,17979,9462,2662,11023,11471,7691,19964,13436,6579
64,14649,11847,1005,890,11417,2668,16954,11504,5422,3585,1436,8919,5038,11351,4344,16867,2682,12313
65,14987,17458,16833,14363,13360,19489,4434,9888,15031,14369,7542,1232,461,8522,19097,18375,10410,1262
66,12649,14786,13514,19321,14147,1710,9655,15103,5130,4318,13184,11828,15357,9103,5902,19825,1637,178
67,14675,10186,10685,2945,16897,4496,4030,855,6002,4502,2247,17690,13448,3441,10857,3109,14667,9189
68,15535,8398,1042,5601,3557,4222,6065,15937,13423,11564,9274,1801,18040,11274,10892,8908,1172,4971
69,17144,3880,13840,16715,870,12700,9244,10521,11884,7147,13491,5086,10537,7145,15665,11814,9992,14980
70,6456,11692,2874,8013,6861,8362,17192,12803,17820,3630,9255,8213,11753,10970,14303,3392,3651,3494
71,4934,1621,4728,5045,16941,1700,1064,10108,17249,1839,16321,10878,12704,10067,9421,2816,10575,9121
72,7440,14099,3366,15420,14668,10205,2463,19618,5992,12844,4713,10645,9775,6612,9659,16795,12491,15547
73,5981,11638,8701,12063,13259,7124,18003,7684,12866,19851,8309,9001,11806,4474,9886,16202,10926,2096
74,16745,1966,18330,6947,11023,13344,13048,6360,755,560,11215,6770,3680,6267,18358,17375,16407,6589
75,15046,1787,3773,6854,6080,4822,19523,2687,10424,16935,6801,4016,8046,17564,6723,17120,1919,7401
76,9075,14723,19282,9317,4908,18658,8791,6393,2332,7744,373,4837,4205,19803,7851,689,13556,12319
77,4062,18765,15757,156,857,10683,4700,15219,4855,12427,10760,8858,15136,15109,12608,16159,709,10184
78,13682,243,11759,109,11649,10610,12398,8797,18541,1905,2278,9364,9692,12649,7519,8929,4511,9723
79,17688,10003,8090,7064,2948,14539,2965,2653,3451,4401,15804,13347,4077,8272,2829,18660,17345,106
80,4821,13174,16640,1772,9921,11108,8218,15684,13532,4154,14041,2239,252,9264,11654,506,1222,11697
81,13584,6607,11428,644,5855,2186,7056,5729,6849,13895,17215,10640,10438,2974,9402,486,4934,17915
82,7393,13827,8415,722,9370,12434,4226,10260,6302,18807,9536,10327,12637,13758,2177,612,9022,4898
83,19014,13630,9817,14040,4251,1215,509,8528,19310,14330,14141,19916,13026,11926,4883,15536,11859,10349
84,12198,19851,7367,13114,5916,5397,16486,17236,2536,13840,10266,4160,19276,2411,271,2346,11680,884
85,13860,10186,1199,3645,5853,9956,10449,19574,2668,16829,6053,6362,14855,17580,13821,361,8994,1700
86,11589,16046,2753,12166,2726,12921,7313,9672,5298,3970,18864,9546,18442,8968,17284,565,3770,8387
87,19119,7343,9164,17139,9898,7486,11586,17725,3091,16877,5851,6016,884,8533,15233,5978,1293,10899
88,10329,1434,10505,4702,15897,12611,10988,11490,1552,19081,2968,13424,11989,17479,17143,5791,7777,16261
89,181,7967,11776,9099,256,15017,2783,2125,3137,19478,6121,5911,16141,13936,7808,8823,9119,16573
90,14068,4148,14211,19786,465,3082,684,3309,16817,1872,19890,7419,6452,1620,8783,155,8353,14678
91,4408,17714,11689,5701,13631,13789,1315,1730,19570,6675,18327,14866,15301,10259,3793,3128,15466,169
92,5450,295,4808,18116,9075,2859,9831,2527,13369,10691,3690,18339,8040,6717,12735,2674,1060,15622
93,3633,1292,935,19936,19227,13250,11078,4245,6495,3641,16045,19175,14680,12726,11747,19000,13029,14176
94,4184,2494,16823,14359,14343,18044,16453,4646,3425,18513,481,15230,6804,19271,1363,16149,5899,17251
95,2558,19794,7593,17062,11827,19808,17320,3754,15321,1225,1961,5903,12959,7895,1937,12241,1332,7461
96,10751,6934,12990,15707,5907,4174,7309,6931,8679,4204,5717,3284,2420,10776,2744,16160,15629,13772
97,15318,6502,7497,3185,18348,19494,15192,2170,5122,9357,16415,1059,1286,4994,6431,5632,18248,626
98,1621,6794,8790,15949,9882,12313,7134,7062,9633,4570,2884,7039,1917,7156,6900,17571,11405,15836
99,13130,5995,14579,19150,14221,5991,12873,12956,1018,5355,6072,12315,17988,2908,14947,11073,3900,580
100,2628,17067,4834,18647,1330,8840,5047,9229,11968,5035,762,5229,11773,11243,16349,10963,18869,3185
101,15463,19252,8380,16845,18918,11874,17235,14237,16127,14232,4693,18451,15222,11562,13596,14986,19388,3756
102,18111,5481,5559,15613,19622,1843,14099,1943,8142,17157,1766,15709,5739,249,4005,2960,748,15442
103,16572,10193,9190,7407,14397,19688,9980,8422,682,17148,9639,14620,11679,13153,2800,5038,19762,13956
104,9219,10511,3534,8388,13152,15102,9913,5691,8287,13965,17372,3831,12297,8929,11449,13904,19596,7005
105,15132,7302,16778,202,4478,4918,18961,542,19012,14973,15081,5006,4529,1373,3896,4715,14908,17836
106,19742,12004,12539,14639,19707,6496,18855,10184,17708,14833,1529,1416,10396,5165,14221,9471,4362,17226
107,9988,3744,6163,8970,8123,2444,14531,19554,15957,15884,13129,4333,6749,9871,10701,15791,5656,15089
108,13252,11715,15882,18250,7949,15366,17339,15534,8552,12205,5655,9346,522,15646,6727,7347,319,702
109,8546,211,17501,4871,18141,6355,14475,17865,16942,3912,3691,11740,7437,12781,18872,11482,19675,16203
110,7213,18440,8250,414,15033,17962,18242,13588,9251,18024,16514,1995,8431,4528,7877,1566,11671,2738
111,13492,16242,1088,2447,1374,1563,6443,17699,12299,16641,10707,6413,2133,13471,2469,12400,17722,19009
112,9934,8096,7013,12652,606,14637,13765,16574,18834,15867,11270,1237,12170,4206,14730,6684,6375,7733
113,16318,16760,6078,4383,15186,14164,12191,13746,13523,3381,11953,7882,275,3302,18533,11051,13869,18456
114,5361,5469,18707,3957,14570,9261,1932,1371,527,18011,4155,17071,7128,9715,14332,14976,11869,5212
115,3247,1859,676,9448,15774,6886,6928,4542,15997,5503,18948,6562,8066,19296,11928,5704,10981,759
116,6589,15083,3015,17562,16232,3145,9433,8447,14419,10974,14869,316,18254,9521,15945,15911,14468,4474
117,5600,11540,11724,2641,14253,17440,18916,19978,10284,14240,12965,12528,1278,4868,5230,7372,15086,15667
118,8405,18554,14859,1864,11711,1284,14085,15760,18947,18179,18313,12520,16334,2565,19169,3901,17506,6551
119,19321,13096,14906,1949,6923,11133,2500,7820,12470,2814,1328,2095,1189,14222,14745,142,18057,16816
120,9898,1527,4743,10242,4036,19465,13136,9324,143,15303,9505,19364,16799,2703,10178,8774,4514,13596
121,11067,7582,2078,16656,15645,6092,5141,18964,3757,2757,18677,16861,12106,12918,11753,6819,15677,16547
122,5270,5077,9714,8245,3964,8871,14793,18892,19363,2572,16444,1304,19629,11809,5280,13909,2174,6152
123,412,7850,4140,4075,9582,4322,18405,410,19918,5055,16390,6671,15328,5565,14992,10587,16195,11946
124,19157,2351,6160,16187,18084,3244,18717,2844,9534,18244,19858,18734,10156,7254,10908,16832,2833,2936
125,8020,15967,8184,3705,11262,5814,8603,3391,19357,10383,9331,6948,2556,8453,18373,16157,11766,18299
126,2525,11209,17397,12507,8622,169,16615,13532,10994,6662,895,19580,3312,2091,12589,967,11961,19130
127,2697,17725,2277,17121,6371,9947,8085,15478,4229,12027,5261,368,19038,11677,8007,6030,19917,6667
128,5979,9622,2603,18548,11325,599,484,17233,17085,1158,19130,14466,8748,7487,13746,16931,15469,18372
129,8380,15423,18252,14966,4117,6683,6582,19341,17701,10983,12570,1858,7816,7471,16620,18760,14397,9348
130,16163,7712,9905,11569,14496,11650,18277,18747,1726,3406,9860,6478,8544,9197,12334,19570,16462,9306
131,13715,18312,17223,16486,16689,19672,8738,2423,8870,2165,19551,1941,7969,13787,7217,19119,15631,2423
132,6610,13454,17663,7923,1948,10923,17201,13839,13705,7864,1670,5511,18209,12800,16055,1800,18054,3017
133,8823,16197,10656,12450,4446,3515,5368,15628,3026,5483,10287,3552,18697,9944,7537,19815,18359,10444
134,17971,8181,3426,19891,101,1474,14954,5595,13384,489,16570,15022,18018,17227,7173,7223,2881,1227
135,9384,15896,3527,7305,1258,11100,3986,18596,1280,11776,14856,17322,15231,1444,19111,17999,775,316
136,1589,1424,17194,13759,3916,19027,13883,9342,9085,14359,18817,1367,5142,15188,15660,19122,9487,18875
137,9378,11843,11974,14191,15277,11521,831,6316,12709,3988,9811,16965,11706,11115,15383,16869,7496,9224
138,4779,18346,15218,11047,7019,11547,9949,13624,3346,536,10086,8742,3780,18425,4952,17036,8610,3450
139,16970,5191,1390,1633,18709,5271,18435,10007,12498,7076,11360,377,15632,11246,13588,4075,9165,17397
140,12236,1244,9932,17163,9621,8269,19702,14939,7693,265,2733,2380,10780,15931,18001,13102,18726,6544
141,6755,16933,8140,12630,790,7550,8037,13687,3029,14391,10392,19187,5371,7474,6972,18137,5738,16417
142,19898,4534,5134,1600,4133,2751,9495,8209,5083,16171,8395,11094,1151,7235,10417,16436,1745,18822
143,17837,18014,1541,16671,4860,3443,16250,3160,748,6882,536,314,16221,9844,10273,6847,4693,8897
144,1806,14824,8892,17606,7908,13472,7262,13866,16965,4528,826,536,5921,13935,15977,12458,12323,10952
145,6945,8915,4719,8840,6183,8255,8062,1024,3545,3014,13088,5512,17703,19194,14039,17874,5581,16858
146,11930,7448,14667,4737,11178,361,2189,2621,19470,5168,8087,7557,10396,6255,10612,18175,15482,11127
147,13849,6875,10581,11289,10372,17551,10447,17452,13340,8201,1932,11134,11447,10044,5339,7150,6569,5618
148,4682,4299,2108,11829,16015,2497,751,6867,8718,12695,9774,18355,3334,11812,6956,8357,4062,6002
149,7644,18152,14683,11903,19384,15313,2804,11474,4463,8721,819,15201,7391,19393,5072,19552,10793,19709
150,8379,7966,8620,3267,2299,15960,1910,14987,14610,5390,3387,11274,2076,748,6081,17736,892,8835
151,274,2098,3371,13594,4878,5813,1487,4823,7788,13797,4278,18194,8594,10419,15960,1219,3157,17487
152,10272,12233,9249,11712,6250,4858,4188,5287,2537,19333,9288,1588,10315,14541,12006,2991,4481,17739
153,12882,12094,6731,16381,7841,14962,8404,17880,14918,8734,2088,14301,9136,14712,19474,5830,12272,5398
154,4030,15697,17008,18355,6018,14434,9763,13571,5553,6868,9660,16205,2411,18938,7282,8378,12724,1271
155,14719,8120,13590,18398,6466,4691,11265,16443,1442,8259,4184,11476,19881,5066,2531,2685,7160,9993
156,7495,13576,15584,538,5188,19488,4398,9075,11531,1257,17150,17704,19751,162,7900,7760,15384,4126
157,9991,9371,8300,18857,14551,17669,4511,603,8321,13683,6470,7078,10312,17596,3159,18359,12874,8566
158,7213,8573,1893,16839,3897,367,6403,14125,15427,19466,965,5523,11717,3032,6545,15267,15958,3307
159,291,12048,10169,9159,4262,18734,5766,2431,4053,5483,12508,1702,6635,12664,6967,8580,19010,5820
160,7028,16223,1617,4725,14425,2758,4439,16767,15721,6557,10056,11712,317,6714,7951,18677,1091,17574
161,9867,308,12648,14289,7648,6232,7688,4894,16242,11995,15307,4550,6870,5523,6507,6615,15829,15387
162,2004,17599,4872,14958,10665,7932,16924,18685,19942,15239,13279,3951,18313,9024,3099,4610,19128,17154
163,6876,6110,15304,7085,11859,13584,10317,11978,12270,13610,19608,1032,7540,3743,17547,5649,7156,106
164,2021,8514,19409,8439,13074,11633,16941,11958,7133,17642,8693,9730,6763,2226,10532,12449,18651,10142
165,17598,12546,344,8303,11808,6233,19548,9660,19494,18997,18056,2588,11791,8601,19188,19190,14327,7623
166,19295,5381,18272,15860,6909,11972,14019,5914,10699,15509,8733,16554,13661,14169,2941,1909,19299,6508
167,367,6357,4097,12910,11882,18280,14484,18140,12035,19552,17443,2254,13728,12979,12103,17787,13436,12408
168,19499,2311,9847,9114,2870,17140,8883,12942,3698,8883,12564,19641,5572,14351,8915,10314,13311,14708
169,13756,19873,19910,5156,12512,9489,15669,12408,18728,4550,15590,15323,4456,10642,7394,4569,10666,4155
170,12362,14692,13140,15025,11337,14696,6866,18413,3608,14344,7659,1090,10800,16612,7529,7202,6393,10366
171,14712,5274,12659,15052,5504,4818,16905,15772,17540,1136,16021,3496,14213,16505,6446,17448,318,555
172,18367,18886,19621,19085,19422,14774,5950,7376,17868,18242,4697,18797,19170,14407,957,15111,19080,18619
173,4354,11227,4979,14604,19887,3797,17219,5053,14981,17948,14626,18091,3939,10083,5890,14880,15476,19588
174,18999,13651,13370,4429,16166,19068,17609,5329,3574,14360,19524,11056,16071,6868,18537,8344,11597,5237
175,5219,10379,811,16808,18135,1379,17874,6136,3685,4769,17381,3140,2747,11769,10087,2489,10205,3773
176,14317,4028,6577,877,11422,8215,16989,4895,12597,9425,11175,11111,17785,2632,1810,12402,17414,442
177,8419,2180,7588,14516,12885,10952,1694,10976,7917,7581,6419,1900,12150,2899,3086,17078,13087,3233
178,6166,16409,16004,9720,6876,6856,1092,15487,15287,722,12717,11209,14456,19942,8672,2167,14078,2812
179,8546,12368,599,18867,18270,17961,11014,8534,12163,15512,12188,16429,16243,16801,4260,18658,8974,12534
180,7116,8514,13345,11770,1029,4657,2574,3754,9660,11790,8948,4232,16900,3274,17607,7526,11669,9635
181,1309,7648,13435,3042,5718,14248,2027,13090,8536,1407,5469,11487,7833,12871,1275,5343,17090,11707
182,1754,15305,6946,16396,7718,19282,16016,18038,5261,3283,18382,567,19633,10822,10130,14852,14291,4969
183,5538,13323,4051,15316,9107,4478,2370,19266,1747,3172,17171,2546,3370,517,967,10349,1711,12147
184,2915,4436,146,9660,4519,15303,16452,837,9554,5430,7854,13193,16406,11714,1308,18872,11944,11433
185,9793,3686,4953,4198,13388,13527,149,4332,3246,1460,13674,16365,19730,3641,14498,19280,4760,14836
186,7720,10011,10533,8385,15438,4388,12500,16430,11438,14756,10462,2247,19753,997,5129,13406,2563,11273
187,1850,1511,15888,4301,7801,3179,13716,10714,5767,871,18036,2712,9827,2647,3801,4891,14981,17364
188,3085,16795,9576,17911,11551,2690,12395,724,368,8770,13044,15830,19218,18756,19382,11039,17318,12452
189,1627,17332,9025,12555,10091,5773,15436,480,2587,13040,2066,4887,6252,13126,17285,17694,14113,5839
190,18621,4314,14584,7376,1505,19168,15908,7670,6824,18422,18969,5177,18316,2645,13492,2602,13335,7971
191,11054,16896,15285,4035,5968,6843,1243,5162,1234,6440,18956,9299,10266,16312,19246,9969,18759,7240
192,2060,18471,13851,14590,2813,754,10924,1890,18087,2204,8084,16181,13781,19183,2426,17549,8313,19567
193,14022,6081,14633,11993,8627,6162,7508,9804,19056,16039,1956,13282,9663,2350,850,19024,7876,18688
194,5441,5850,1227,5601,17550,15690,3088,5044,9726,12348,9251,11055,19761,2843,9492,17394,11140,2818
195,8206,12473,12177,8803,10960,18030,12280,15795,4364,18277,4059,4380,2328,15201,10739,17563,6178,6467
196,8363,17221,10195,18963,13048,3794,192,11791,17568,8274,12090,12040,19712,14707,10475,18898,19365,19423
197,13603,4777,18613,562,8563,156,15732,7595,16725,13773,1564,5557,6651,5814,13156,9293,19518,9976
198,18507,14738,2843,5076,15081,19687,4870,5314,12385,7864,14218,9531,13783,11297,7405,7370,5285,12921
199,3896,15836,17050,8617,14396,8095,123,14919,971,11952,3234,12546,5665,17556,5428,10294,13916,8767
200,9073,875,7555,2592,14903,11198,6389,5859,18497,5792,12211,19130,3488,8659,6182,1457,8605,13947
201,16386,6345,19873,19961,2301,16198,2720,9584,12045,3335,12299,4304,644,13323,10674,5125,6342,15876
202,2843,18416,16375,3808,386,17663,8066,11061,6274,17271,17777,17150,11106,5676,3225,1185,11061,15960
203,6277,7520,642,15495,2726,12919,2312,11691,8688,9283,19478,3858,10652,1238,19940,18262,7637,13018
204,2246,17719,456,6427,2456,7632,14577,16296,2436,19625,11597,11575,11185,10850,11619,19142,15867,15101
205,2908,13147,12937,6836,17878,4154,10281,3501,17604,14708,5578,5687,19784,14349,15344,16777,3148,740
206,8854,15291,17644,17774,7622,3463,16509,4549,19190,7548,17000,19505,15659,9793,10273,11083,15404,1123
207,17942,5930,4356,19917,11470,17738,14259,6397,389,207,6649,8523,1657,19964,16209,13743,8728,5812
208,9396,12923,6729,13273,11845,6017,18897,7219,6599,16856,19334,1154,19077,12263,7524,1834,11133,16697
209,3326,2017,4460,6288,13049,11879,1954,831,17953,273,7127,15032,12874,9979,16918,2878,18369,12306
210,16850,11149,5196,18062,13113,7227,12763,1563,10002,11017,14772,974,12656,9546,15603,7336,19820,7467
211,18935,13291,13103,1282,9955,4181,5185,5116,4437,6893,9719,3652,906,8261,15957,13245,19788,11785
212,13683,4861,4169,10498,13970,14837,5371,7127,2379,18368,4743,16333,17463,6341,14121,13582,16638,13641
213,8819,17012,14230,8090,7581,719,14730,6298,7771,14924,14841,8891,7406,9981,12774,14441,318,17641
214,2894,5517,2433,11545,9511,13834,3541,11743,15190,5418,15162,4635,13972,19791,2331,14020,2267,13445
215,2204,4599,3056,10457,4700,17725,16706,19785,9056,18255,5394,534,4709,19510,1235,19849,6293,13910
216,4135,7564,12958,7941,10609,210,14413,5389,2629,2033,14736,1993,6054,10637,15727,7608,4002,15070
217,14384,3018,10469,16703,12849,7409,2807,19352,10891,16941,13112,16443,8649,2238,17869,13016,15097,8764
218,16158,10559,9577,5812,19988,2185,13226,2404,13373,7654,15080,14528,4644,6389,809,7321,16251,1728
219,9286,10754,16591,4219,4537,16900,10905,13077,3204,19550,12146,6002,6613,19502,15308,19967,16634,7406
220,18411,10488,4659,9452,5846,4140,14078,7636,15192,15899,13951,665,12356,1868,17836,11788,2328,12938
221,11445,13409,8609,13743,2029,17535,6552,5530,13629,12906,4225,6867,14734,7626,3825,2788,16820,5247
222,11824,17627,10759,13931,3601,19901,10084,785,17857,18752,6646,15182,7216,8851,1424,7067,6313,19100
223,2847,6531,5245,7466,8834,16273,11454,19480,497,18989,19213,19665,376,18845,15110,11003,14427,4033
224,17301,6525,4884,11961,7627,11751,664,3312,8746,18094,6871,2565,14830,10213,8203,11024,829,1374
225,6795,3906,18901,7031,6478,8300,11955,16399,1750,14483,11595,10285,14545,4016,8253,3506,3322,9927
226,16883,19889,7293,3474,3174,16348,15546,19487,15412,11900,8224,2880,3954,11995,6024,2066,1154,14703
227,2588,15386,1497,12544,8961,14181,6449,8012,14664,16127,9574,8773,617,14637,7281,17809,16304,5110
228,10494,13523,15409,6557,7417,8173,6042,19007,3860,2539,6608,15489,8705,11237,8167,7967,5554,8120
229,8963,3283,1752,11125,6272,14343,5500,16353,14648,7647,15655,10497,5003,18414,12127,4087,14854,18183
230,2185,2938,12151,17111,5733,1772,1853,5910,8034,1734,2811,4614,1488,5735,15361,12568,16919,7151
231,7356,5154,7570,11624,7370,14022,3182,4597,16164,18479,3212,7855,2772,10964,1344,5011,6010,18274
232,3452,18820,6827,18639,4492,14856,5816,5595,12554,2642,12911,17255,15145,18274,8892,15833,11427,5078
233,4445,13786,11793,2759,16944,3273,10561,7715,13969,8666,6949,17724,4873,12438,4146,17495,12209,10984
234,2488,766,19465,12720,9165,13420,13181,9521,18910,16828,8164,11143,15602,11239,7454,11208,18749,7480
235,14102,10113,1032,4738,11588,7871,1081,11245,16316,14443,17201,733,7410,18734,9390,4563,13999,12259
236,612,11117,16511,4839,18617,12032,12290,8411,19592,2382,8415,1214,8227,6156,1235,7420,13266,13277
237,18978,1580,4866,1250,1847,17875,8455,15595,1099,11621,9581,19973,10344,5626,12286,562,5245,8245
238,7278,19989,3812,15771,8315,5434,2425,800,10376,731,10131,13778,19930,2539,14762,932,9815,3747
239,6106,13722,14159,9798,19616,16336,2078,7702,15917,946,17400,5894,2903,6741,14773,11685,957,1208
240,7379,3422,3745,14496,4722,6300,10797,6526,11928,16028,5417,1193,8869,13852,2094,15718,6320,13397
241,18832,407,12470,19288,16088,8317,16749,17604,18994,8059,2074,8258,8434,18906,2455,19723,15471,18184
242,17037,13286,4088,14569,6146,8112,18809,16716,5703,502,12955,14787,12998,5153,995,2524,11451,3404
243,4258,18522,782,16108,9449,14872,1794,7714,19340,6248,8771,7988,1272,13911,19500,9239,12930,1892
244,15640,10005,1096,12773,9175,865,545,10873,13651,11950,14296,909,1022,15957,4992,9948,4900,13294
245,7681,7204,13588,16962,4751,2175,7360,12586,18698,13881,9343,6904,14084,16653,3956,17777,8715,17354
246,12623,11008,15223,16162,12799,8495,3598,4140,3334,6844,9098,16495,19966,16777,14227,2447,19303,11871
247,15648,18148,18775,2049,16802,7413,12115,11792,8341,6673,2227,11039,5835,11324,8065,7915,3765,8167
248,4300,305,3251,6670,2473,16384,17911,15713,19737,15471,11643,9990,1765,13029,11110,1080,1863,14298
249,7222,6363,16810,9765,13269,5845,14270,19809,7058,19868,8560,18341,18573,2389,3336,12185,6526,5358
250,2721,7919,9803,6898,1859,18944,18764,7411,9073,2382,11223,10570,18795,2430,13457,11297,5635,7867
