"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016"
67,4335,9679,3372,16274,15324,827,16183,7532,19485,15071,12604,7560,2557,18266,17704,5881
68,3934,8513,17004,11096,7000,19198,4011,2810,3676,5770,13426,5336,15653,19081,6839,2225
69,15839,11904,1141,1288,7849,3262,2521,3612,9509,7974,9816,3618,8244,16100,4093,15327
70,162,13564,15097,17381,14887,17447,7352,5227,3486,12520,3944,5321,13834,3079,3366,6136
71,7159,3391,19100,9872,10796,9244,17470,9532,394,18326,4258,18059,3770,11548,14197,9698
72,951,13059,19437,14517,16636,7411,15274,11664,18377,15611,4179,13874,826,7865,4402,1286
73,10192,2129,1397,5262,10618,4903,218,12832,12341,1170,1032,3503,8600,6012,3512,12866
74,1834,2505,8602,14038,17070,2846,9236,11512,1884,15172,10773,9553,18720,6987,17332,7233
75,18606,6519,7157,6627,11847,8941,6734,16104,12409,13276,17882,12086,16738,1871,245,566
76,2439,6697,7975,15135,18374,15325,5504,4789,2210,5288,1769,108,11984,17563,139,5730
77,16305,16702,6924,5628,11223,19818,10630,11427,19707,9170,7047,800,19336,2923,9240,14413
78,13051,1598,16743,13934,17229,14635,742,9032,16551,16273,15834,4432,5942,19299,16318,11169
79,6732,17814,17367,15708,1280,16376,3887,7865,9448,2497,4542,5935,407,3894,5520,15218
80,9270,16216,1644,10914,623,2339,14642,14385,8663,12766,13723,16718,14899,11937,19814,19147
81,7828,13764,6834,16410,11391,11850,10285,9643,8127,17248,18156,1609,6700,9420,9710,17718
82,17912,14976,16347,2261,11987,11711,13419,10996,7035,18246,6953,15212,19445,15234,1476,7775
83,4668,8170,9042,17555,13265,12051,12611,15449,10891,4674,11556,11687,6803,10620,16306,10116
84,17464,1260,17796,5137,16681,943,15854,4822,12781,19980,5285,9548,3488,15986,2134,17039
85,9712,8902,5451,19430,11678,15558,17206,7607,8235,14255,10718,10050,1988,1156,11475,11103
86,18589,12561,508,9216,14083,15087,10376,9779,2713,12250,14054,3479,17581,14159,3932,15464
87,14934,1259,4973,7743,16661,19387,18589,5271,5236,7135,9296,4295,10247,2402,8487,14360
88,3475,8454,2446,1283,17778,3795,14003,7557,11826,5729,2725,15654,15673,16238,4202,1218
89,19956,11995,11587,4729,15232,17928,2730,9271,3662,14270,13683,9936,14631,16502,1626,14283
90,10033,8685,18570,18736,6949,19261,12874,10237,4650,17668,6329,14421,5433,18756,9758,10708
91,15890,16737,15576,11076,8226,415,4134,16799,2663,8122,3275,9571,15031,10697,5649,17681
92,4222,9086,10208,6315,4043,5796,17990,12361,3649,7285,6369,1615,4025,17472,4800,1725
93,17608,19865,15170,10221,4849,16667,18611,7616,2348,12338,18168,5568,3327,13518,894,13750
94,3388,11545,1271,11519,9409,17759,2020,11465,4545,7122,13627,13153,5442,18537,3749,16751
95,4494,15680,18766,17751,15088,18890,11043,12711,2432,12973,1488,6525,11884,13653,5153,10711
96,9309,17341,6899,2271,4020,18228,14606,9029,9584,2414,963,1574,9066,9482,1828,14496
97,14205,2808,14410,1804,17598,18967,18217,15678,4424,8455,701,8984,17955,11050,9901,4484
98,5029,14155,16059,1600,15398,8348,941,11018,19453,17721,8858,2093,14284,1707,8552,17910
99,10847,10653,15532,13583,7294,18511,14451,4058,5904,12056,1474,5335,19953,17465,4957,19388
100,3577,11979,16143,12066,13432,9893,9453,14994,10732,14771,4191,7335,17849,19693,1130,18020
101,3489,2558,12070,9621,11170,13825,13058,11492,7221,19549,8466,1326,1354,3270,15584,10197
102,8650,11963,4587,1860,3126,3576,12492,2418,14972,15924,11284,19106,17449,16824,6324,6283
103,10945,18971,11981,3169,11626,11011,3540,7651,10991,12329,9387,11543,2613,5170,7561,19351
104,3588,1965,17941,18419,17172,19702,1371,16128,13534,6899,17313,5071,6500,7481,3315,18030
105,3254,19012,3162,9063,13566,9878,15812,2908,11787,5993,15762,2343,18278,7894,5307,6919
106,19403,3417,10364,1160,3071,16325,14742,5490,1133,18092,8781,5600,15639,19134,370,13426
107,14296,3433,13074,17471,10010,751,17440,9647,1428,15659,998,8185,14170,6650,10265,19364
108,14550,16312,4447,17770,514,8467,11839,5066,10673,7168,8073,12401,727,2968,2536,15523
109,5372,5383,19288,16571,10789,17905,15975,11278,5392,13260,10988,8618,1277,13539,8951,9935
110,14544,15780,19203,13672,287,217,5194,3762,1855,10291,8867,18507,10770,15367,900,14837
111,1871,7650,16837,8178,8832,4733,19162,13531,17021,571,11424,11745,4122,4725,14182,6955
112,18404,16715,267,16337,8691,8589,3794,540,16099,3487,11935,7008,4086,14364,15082,12589
113,7310,5813,18823,12219,8403,11310,8864,3894,13464,6352,1778,5283,16645,5562,19257,9304
114,18082,16541,16799,11077,15246,16253,9896,14512,205,10318,13915,13260,2253,8787,13128,1304
115,7059,5384,9865,2272,11908,4005,4736,19667,19256,11019,18656,15489,3477,3287,10120,18536
116,19117,18186,7101,2593,16208,4668,16091,15930,18765,157,5012,12156,16763,760,5018,10315
117,2845,11085,19873,731,16946,8562,16219,4556,7228,2332,5899,15244,11146,6717,726,19634
118,10473,8667,9124,9740,1112,17396,6762,17688,17945,4926,16019,4170,14952,2528,8287,5983
119,5442,3501,16870,19721,7157,8104,7092,18960,18543,19049,10641,8220,5768,15956,17945,8722
120,3786,4379,1858,1409,14998,4081,10354,9072,9292,9281,15631,12988,2880,8388,14214,4937
121,3775,1155,7848,13426,16465,19908,5723,4216,5159,6310,17593,766,17188,8968,9081,4956
122,5869,12374,7134,5285,9660,1429,3880,1773,1852,4635,14544,1902,10009,9237,11129,11642
123,8844,15318,17528,6196,4419,19261,9317,15472,17270,5119,5268,4552,12463,10065,4262,11998
124,2123,3876,445,2043,439,16796,10688,16433,8950,13042,18312,12603,1014,9133,4225,6710
125,15380,3117,17923,11698,8977,2859,16098,8011,1950,1488,12319,1105,11245,6970,2561,1102
126,15655,11498,19708,1866,12372,19178,10016,14505,15308,4226,13917,13106,18822,14015,2979,15526
127,14202,12877,8959,14699,3242,276,10654,4059,17929,5476,19234,4912,1902,301,14171,18501
128,524,3783,11095,16611,12460,17207,12112,3476,17862,8332,17164,3818,15693,14063,16289,10461
129,6966,8579,5100,3284,18758,4885,18778,14919,5707,18818,6612,10461,16998,19360,467,16595
130,17375,19440,14974,5953,3132,19282,9826,701,2009,13671,12113,19399,13829,4326,17354,12662
131,9966,12496,9064,10723,8338,3181,6431,12489,12711,4863,6511,17285,615,8727,7180,17023
132,10826,18910,11677,7056,7830,13797,4403,18703,13675,7058,19424,18608,4984,12581,12359,18779
133,13009,19897,19265,18243,19532,19155,15590,19781,15233,19906,4390,11906,14186,1666,545,13027
134,3640,2590,14031,512,17450,2317,18863,6018,5709,4916,8247,8345,12446,5530,10919,10045
135,15148,14378,16360,6254,3145,3923,7821,6188,2494,14957,10678,2047,14080,16154,8115,8174
136,15521,7717,2559,11232,6809,5117,14348,6266,16334,7658,9050,16841,8274,11453,1641,12421
137,17336,15702,4297,18084,16689,12200,9164,10210,10135,13647,2592,1208,19537,1220,15306,10008
138,6057,3067,9593,6895,4575,6606,7500,9393,18237,18209,18750,2231,18528,19226,18880,3485
139,4407,9631,9958,6248,3256,12830,6282,12451,10771,2843,10048,16408,7005,15173,2201,8135
140,4734,8911,15678,7547,18512,12958,13856,9326,10261,9368,16818,14680,9216,4203,5393,9343
141,17657,16392,7140,5699,8035,18098,9010,14453,12371,10772,8078,6409,11990,4892,10420,4479
142,5467,2473,14094,11022,14358,11286,1111,13846,7348,12710,5925,5370,5145,3824,19774,14186
143,1215,13772,8843,1163,2973,12209,3332,18909,2400,7466,6438,11715,19778,5414,8998,7300
144,869,18848,12140,3797,17007,19201,4720,17041,4153,10540,17958,6968,4786,12932,4283,16344
145,11707,4111,10531,10379,6448,6646,19353,18830,5000,2257,18302,885,13530,1403,18888,18177
146,19136,1964,6612,16023,5564,18088,11681,9230,12013,6794,4603,2666,3177,12292,17804,4377
147,18186,13619,13390,16341,3474,15481,7911,2491,7721,14693,18372,19575,5946,13810,16218,18776
148,2830,15682,9190,1675,13246,14542,6168,1878,13290,6013,10932,6127,1617,2931,6302,2726
149,5180,2434,19875,3705,1274,5269,15887,16946,9830,4015,16863,568,2656,17123,10616,11073
150,17890,15776,2084,935,6295,4738,12241,11790,19452,14247,17310,11724,13828,11214,8914,15384
151,19263,6985,15599,2591,12195,2625,11758,9549,19414,16072,5650,18300,7843,2170,8331,16417
152,696,435,4020,10415,10566,6406,10506,15704,442,10043,17708,14510,7647,1752,14980,12164
153,8166,9018,2987,13943,14385,8461,9888,14117,18512,8515,9257,7658,7513,15320,18270,11214
154,17666,8795,925,8589,2664,18385,19882,5835,1181,13757,9842,5099,17230,15314,8121,2031
155,17273,4589,15860,7697,671,11585,6853,8757,15176,10019,6656,6441,18485,7763,2522,14534
156,16526,1343,1756,3578,2449,15488,16090,11600,7825,2530,4949,12628,953,16902,8271,10503
157,17015,14154,5817,941,7461,17058,15033,7516,14098,13680,1354,9690,142,8508,2342,6635
158,1051,1328,7860,18868,2915,4981,10874,17131,17821,11265,9878,11790,12626,19941,6152,4696
159,11745,10802,12039,12145,1488,10040,6756,3058,17837,11739,8127,16491,3606,5247,1518,5745
160,14902,14927,6501,5348,8522,7913,12609,1104,3821,6486,17467,6008,14355,18264,4394,9627
161,10396,18279,11738,16662,7878,9106,7274,9146,2807,323,9337,14942,12795,9650,10676,12172
162,3333,4407,1096,2257,9558,6613,13054,9458,12000,8581,9937,152,18093,18164,16789,13895
163,12136,14938,4877,8376,14834,6312,15363,1086,4303,11770,11475,17570,7771,10555,6548,16585
164,18538,16365,422,12958,12520,14340,9705,19669,764,2413,15295,11257,17301,9993,12309,18065
165,9680,13691,18904,17502,5724,11133,1993,9279,17795,1574,9389,2650,3714,3691,18268,18674
166,8779,9018,18139,11917,16186,14461,19295,16026,13660,4292,1513,8409,1182,17540,16051,4772
167,4009,15960,15757,5950,12328,3899,12734,8975,18161,17481,11821,19489,14756,15974,16681,18696
168,6119,3275,8061,190,4871,7543,14824,7098,2359,1763,10074,11559,8454,2446,11430,14628
169,5246,292,18933,19663,18699,17053,9458,16718,9141,13699,17626,2242,18668,17309,10631,11266
170,4363,18635,12846,739,17693,15478,5291,3782,12671,6423,11829,14225,6641,12987,4475,9554
171,18998,3253,1664,9851,8553,4231,8088,17235,10494,6812,8739,13083,9235,977,19647,19111
172,16822,16154,14511,9295,5065,14585,17979,19131,4111,3822,13377,7925,6269,19421,3409,3881
173,19672,9984,1692,16648,6680,12147,13930,10385,2542,16319,8206,18174,12864,6979,14126,15498
174,15740,8328,19491,13881,1957,8313,17400,4827,5829,3598,7806,622,9591,13318,3517,3545
175,14848,14853,2934,16927,19284,14546,17394,10606,16047,7842,12538,16826,6903,12979,13016,2826
176,17809,19589,3581,14548,8465,5340,19867,19254,6044,10400,15189,4924,11130,9671,14795,8557
177,14467,2981,1203,19285,9744,15925,13114,7010,843,6914,2437,18766,3955,11576,19766,13814
178,4661,13773,16509,7490,8205,13231,7720,5026,19039,18000,11704,12445,947,12156,7753,19940
179,7679,12421,15526,2532,15603,15803,2002,205,18095,19546,18649,1347,6187,19508,4545,4843
180,7539,14710,7304,5343,3245,4931,12821,19362,11869,13788,2874,7170,15651,1835,8024,15294
181,15481,9449,4009,4950,13493,17484,16633,11300,9553,18655,19081,13793,5318,863,5645,15332
182,3940,8866,674,10299,15405,16636,6239,5054,3117,10889,5953,4484,5401,12317,17561,18447
183,19902,1185,15685,16539,4898,16980,14733,14808,10345,5025,2180,16371,1465,12179,13766,8948
184,17776,7316,3497,15223,8329,10639,18253,12150,14613,1363,16828,1146,2220,10278,18462,3925
185,1928,7715,10256,7901,8257,16540,2127,6400,774,13908,5350,18464,18274,2673,18729,12840
186,10429,19462,9578,5131,15728,11799,19810,14698,19243,18835,13576,9658,12729,16243,4867,11680
187,13958,14104,1781,15283,4080,19258,1798,11808,6998,11791,17961,16567,1810,16779,13415,3503
188,3888,17580,14986,11811,6073,17285,17253,11020,7207,9878,9463,11396,10525,18367,18511,12078
189,9982,7608,6188,4011,2822,10284,10635,15475,12401,11399,11951,12064,7875,8714,7074,2390
190,17749,11555,18440,11986,3526,8946,6349,14217,9388,10100,12276,9979,4057,1367,19088,11729
191,8261,11060,9182,1001,165,18709,9522,9755,17616,2315,19598,15908,8990,14764,4613,16446
192,16921,7961,13737,15132,10048,2199,17066,6176,12523,11197,12062,8241,5004,14068,14878,8640
193,19378,10291,2614,5888,19024,1956,19912,14819,17562,11120,3511,14956,9745,121,17537,5548
194,11712,13075,7284,2377,19388,18612,11927,8402,17737,19786,11377,16706,9448,216,6922,8939
195,3441,16726,17120,6487,10739,13757,19184,10477,8879,11242,6425,1509,11683,8060,5562,17646
196,11458,12530,9213,3821,13214,15606,12426,589,12918,12844,5188,7125,12670,8439,15833,13713
197,6417,14377,18322,2323,3769,17905,13745,7759,12951,6879,10483,16537,14617,14931,6149,13608
198,9107,8640,2953,17544,16136,12116,15448,7582,14432,14047,10459,7974,19238,11349,3886,19296
199,12800,19382,15226,19676,1747,9207,10217,12335,7027,1655,6133,7190,11215,19194,16691,16635
200,413,9834,10661,3265,11587,3251,7564,8657,15273,14965,303,5275,19359,4938,18795,18426
201,14133,19887,5175,13204,15369,16697,4316,19422,9842,568,15580,6242,18309,19563,13498,15417
202,8513,7840,5137,2509,12089,6587,3365,9836,3665,11814,1527,10046,18142,11662,17063,1984
203,13267,16438,4134,5130,1528,15207,3754,3811,19462,7938,16852,7353,19887,17262,7330,9905
204,2525,8939,13765,4837,5609,12203,18697,2880,14008,5024,14996,16564,461,4096,1577,499
205,18435,1830,10745,4623,1296,5735,1653,5059,15127,19862,2536,6057,6942,13815,8324,1836
206,6378,3482,14735,9825,8517,14075,12461,12986,1264,5506,18665,12944,13301,3711,12683,13538
207,11770,17702,7910,13972,7645,8637,10441,16904,9101,18629,3876,6747,10191,12012,16005,19652
208,19541,18068,17344,16777,2585,16411,17867,2271,10013,19499,2529,9820,11219,2210,17992,5499
209,14115,18581,12990,10105,10636,11642,17557,9767,10023,104,7195,14849,9539,1510,8143,3993
210,1597,5923,17621,11133,18225,3999,4938,10028,19232,7883,10048,11934,14683,13053,10340,3402
211,15016,6467,9661,7651,12588,11928,3639,14398,18793,10567,4648,5837,17755,18472,7233,11404
212,3901,2522,4220,6974,14667,1194,5268,1056,8589,16885,6837,7546,18447,5550,19879,4935
213,19255,4642,10644,13027,15837,12120,15857,11388,279,1678,12402,12064,2694,16309,5359,5578
214,4806,7043,312,17900,3198,12122,3154,17453,17411,8067,8757,13635,19279,8719,11708,9750
215,18437,15307,5540,9537,19325,17233,17631,9307,6047,12404,16581,6364,18671,12886,15199,15452
216,8560,11260,935,4771,5236,19864,1586,17762,8824,7930,6573,11733,17325,16718,8914,3089
217,2905,16211,9681,11730,12478,17178,6250,2416,17756,7615,1420,4649,6388,12172,13599,11386
218,12223,18942,218,18711,16574,2579,16302,11284,14676,17348,5597,19535,8516,4032,18517,19752
219,10180,18802,8314,19247,1229,2701,8530,3940,19252,18505,19160,10445,16454,13093,15421,14315
220,14181,5887,9819,8756,11881,11675,9779,8222,2890,15939,19529,15007,2159,14073,12608,8525
221,921,15973,16327,4560,6432,17564,6431,740,12575,11453,6429,1742,11341,11044,15445,4145
222,8959,11215,15112,6396,16466,1021,19106,17707,12004,13174,9805,2847,10831,7161,14576,14323
223,1106,10899,16848,19698,16977,4839,17749,17106,16473,15407,15300,15512,3749,7666,13875,14283
224,14959,9311,10104,16183,16766,8066,10759,4518,4159,1703,14592,14326,2760,11861,1519,8935
225,355,13092,9664,11845,13707,3162,14693,3526,17894,13648,18809,14498,11200,7195,6797,17506
226,5289,13999,4541,4672,17302,8176,16147,2010,12087,10027,17519,17144,4891,13059,15271,16779
227,16874,16847,17072,8562,8550,8409,17606,12529,16748,19505,15311,9160,5776,15007,2166,1411
228,19519,18782,9406,17023,11719,15090,14368,5244,8484,10828,7222,387,17581,4421,1197,10684
229,16597,19814,13210,18125,16920,1600,17832,5562,9544,12295,10515,4783,19372,12946,4659,17532
230,18452,11021,2153,17388,4472,5119,13540,2326,15572,18025,18027,10207,3148,11808,5135,1258
231,17836,7540,7926,1954,6424,15350,870,14359,7148,5604,18937,17600,13976,7246,13424,16726
232,11345,11794,11531,5264,18101,11337,4184,18595,18103,19610,8659,5050,18644,14595,4119,18527
233,11423,7705,19486,15394,10601,15803,11130,10542,10533,19161,11842,6786,15273,16231,10338,11349
234,19918,6638,15541,3540,2004,2514,17469,16301,9960,12141,10713,15818,1360,8051,8416,1008
235,10706,12621,8930,5187,15242,8867,8700,12647,4879,16781,4031,12174,15033,18005,155,15168
236,5171,5831,7564,8552,4971,7363,1329,1541,12634,3311,4677,17337,9569,5294,19443,13193
237,3889,7273,592,12295,3821,7277,12467,3427,12363,9292,16925,18100,11226,9024,2450,17490
238,4421,14925,3785,18625,6464,481,13327,17448,7167,15073,17361,8142,6789,5622,1010,19511
239,2972,5941,18174,4788,13355,14411,18876,9356,1033,15642,803,6257,11527,9862,646,18836
240,8071,18116,14871,6996,19003,17965,2749,495,4022,13670,14894,14664,376,135,19247,8873
241,2484,9110,11360,5774,1598,4280,19913,7384,19523,14360,11880,18565,2786,4478,11130,18054
242,14705,19496,175,19293,578,19790,16913,8979,9185,12038,10264,7032,15068,10006,6992,7786
243,5392,14467,2951,7911,8506,18929,19647,682,10580,17562,8728,8989,3116,7802,5272,13394
244,9833,5780,12865,16874,11495,12378,15965,15282,17108,16763,11991,9381,15468,10088,1708,4605
245,4616,4059,15036,14945,1909,659,7564,14304,14184,11899,701,11592,13838,15479,5022,14682
246,14766,6684,15040,7909,7765,3277,19618,15176,11987,8788,11122,9376,11880,3952,15894,18597
247,13658,18740,1264,7758,4732,8089,6281,9887,1641,6587,10330,6749,13173,1184,9033,18432
248,114,7207,808,10416,6270,11355,17026,4444,16345,14297,15764,18244,18976,13785,6407,2114
249,5679,4620,15937,10415,4166,3415,10308,6406,6288,9812,14359,4540,1372,18236,19040,5167
250,15053,5978,7973,15046,14416,12409,11545,1166,15656,4869,18536,12327,11603,3720,12078,493
251,10836,19253,2124,18814,9033,15508,6857,12354,17920,13335,10588,15410,6696,17476,15894,18578
252,16608,526,463,9668,16381,19455,8651,3742,3490,7132,19886,6826,10608,9836,13644,10537
253,1787,16364,10056,15327,12602,19402,15043,9852,2822,14191,11562,15320,4002,17871,8741,10942
254,11778,11701,18445,7944,10547,17918,6243,15723,9554,7654,1643,9476,7025,7971,4999,547
255,18258,13935,3844,6741,14459,6538,8154,17336,4849,16700,9597,1567,4466,12372,1940,18747
256,15560,10031,8684,16086,10378,3075,16577,2456,16934,14180,5450,3707,9457,4208,17045,10725
257,11513,7696,3414,2145,10390,14319,6531,16323,2699,11234,9307,18551,18137,13912,14014,12208
258,17194,3897,4602,11775,8069,8918,10534,9087,10039,6764,4671,18610,6973,8930,402,8040
259,19871,5042,15615,10823,2440,3967,1219,12314,10140,15870,11099,2559,5719,7720,19233,18809
260,200,4054,12396,1183,3111,6214,3573,16917,19448,16902,8441,6983,6403,14916,8307,13205
261,14416,12264,16351,5256,14728,6405,1878,12195,3368,18504,2151,6895,12862,1244,19211,2328
262,19457,10436,10898,8221,14044,15497,9801,3774,4581,19382,3536,15701,190,8413,3509,19629
263,283,11521,18648,10435,16787,12342,9579,16641,2442,7930,17107,17098,5300,1465,3059,2771
264,18524,14814,10186,4913,975,14618,2809,14390,18747,13097,7666,4684,4737,13313,18885,16399
265,16185,8245,13745,16442,17351,3654,5473,11025,18486,6212,601,3257,19632,16875,19770,13519
266,11920,17166,8348,10124,16150,2895,15640,189,16667,17166,9336,18855,8546,17486,10576,4199
267,14490,19060,10486,18027,9529,14911,16244,19467,4421,1799,3862,19384,12196,12036,3858,15511
268,13622,5263,6896,18726,9240,8017,12042,13358,6141,8417,14638,8267,15696,9669,522,12516
269,604,14036,17426,15095,17528,19227,14711,11776,15664,18561,16698,7001,4741,5219,3833,15683
270,150,17169,10857,11699,11034,14456,11948,10666,9241,9197,17080,5774,756,9449,9840,1841
271,14810,12638,4613,3141,2908,18512,5151,5203,5840,1554,15210,13847,19167,11970,5049,17718
272,10520,18235,18797,7017,8795,11261,4624,4296,681,1970,10501,1388,18587,1005,5120,5868
273,16567,6995,16790,18790,1223,5648,2138,4367,19079,12623,16821,898,2436,3049,10886,19908
274,7698,9108,19975,8714,15747,13488,4482,5738,9157,18707,4859,9738,722,12221,5553,19646
275,1305,6601,7015,8905,1313,7010,4870,17650,14920,18143,2031,8914,407,14538,800,12188
276,2214,18790,13702,10445,18549,13024,1629,18996,6761,17727,6334,15881,14384,18291,9561,8699
277,16522,14528,10240,3289,8192,14521,11616,16394,8765,4750,15871,15703,17307,13161,4459,11670
278,15296,17611,10677,4864,9262,16075,7332,3485,1249,7137,13485,10418,13015,318,9943,1573
279,17003,1190,4462,3772,9613,3689,11383,16899,16819,19316,8323,9438,19354,8094,6381,19703
280,10159,3005,7568,3217,3708,16356,7047,7335,8131,14164,15660,8679,12998,2384,12477,19565
