"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010"
40,19978,9183,1369,17295,13760,11812,19718,3812,14294,13193
41,2654,19551,14748,19594,11880,13684,16662,5074,3271,798
42,19808,521,12437,14172,16192,9003,7308,3485,11875,9969
43,11897,6082,8241,8805,1696,5804,11597,16536,1002,9454
44,6976,9386,16994,10891,14168,4730,4767,592,10949,9244
45,7728,6146,16619,11818,11205,6916,5653,16254,14256,5452
46,10497,8897,14675,9147,8811,4333,14476,5955,9326,2577
47,6218,18468,19304,18024,9016,17140,14717,18692,1892,17376
48,480,13754,14268,11292,9679,15353,1164,1901,7132,15989
49,16962,10691,2717,11611,10588,9877,4933,11823,5111,11587
50,17127,1737,19933,13935,10488,9035,12505,14424,10849,12043
51,19088,6464,19624,10538,13146,12328,429,19732,3522,19906
52,5446,13706,9887,7580,14857,16323,10893,16026,18511,12354
53,11306,19836,19826,10368,2659,13845,548,15252,5213,16703
54,2871,6025,7226,12772,18931,4761,6336,2360,264,9625
55,1423,9961,15094,9327,13432,886,14162,14392,10796,19467
56,19920,16299,6206,482,10077,16830,8410,8316,12720,2213
57,2323,6336,17517,3180,3948,11837,10470,9774,9659,6505
58,13905,12959,16517,5770,11423,17473,832,5921,8802,13497
59,13304,19976,4315,18936,11875,4200,8314,4308,3489,4619
60,15001,8370,9367,12026,5600,3714,12486,3114,10628,13453
61,14943,10517,7813,19420,3090,12210,19685,16844,15034,14771
62,6850,4611,11018,5373,9482,14292,4433,1845,790,1752
63,7107,13459,17316,5727,5790,1572,19620,8207,16771,8760
64,6768,10803,19755,878,8226,2494,17523,11398,6613,18765
65,6554,6875,2787,1701,9406,19972,1682,14852,14103,10171
66,8588,981,12999,12730,6340,8713,19301,5986,19515,19272
67,10836,15064,7004,18491,1915,13897,13335,17637,18311,18870
68,9680,12247,12108,7326,10928,740,18468,7997,1861,13211
69,2579,10407,987,18139,2540,2576,11130,2187,5881,6212
70,1695,7738,12491,14590,14192,18275,16149,10736,12219,8308
71,9349,13152,5064,10930,19784,9414,14609,12112,13136,2056
72,8212,1973,1942,12663,9592,2749,111,15903,7336,5927
73,6229,19194,11901,8824,9996,12834,4039,18630,19930,3320
74,3259,3660,4283,9819,8170,1962,1045,8140,5015,16599
75,11894,2376,6439,15717,19633,17382,6677,4945,3549,19258
76,13325,12467,2535,5762,17477,1455,19823,8063,5059,14125
77,19824,1830,6371,3145,18945,10885,5259,8043,19560,6282
78,11809,11547,8949,16423,5237,9351,347,6517,2920,14876
79,9504,3235,8485,11974,11145,5272,12908,18409,11142,16508
80,13869,9016,6625,16082,3245,11770,6645,2318,4761,4351
81,4748,3325,12620,8218,3005,19070,1681,19169,15411,1087
82,1308,5541,2387,474,10756,9145,18270,7744,19407,15361
83,2791,17444,12009,14875,17032,15989,17266,3951,7934,3841
84,12386,10657,2519,3476,4503,10669,5803,6817,19454,18138
85,17143,9437,1970,17969,2865,12170,2675,18854,10127,10416
86,3711,6462,3248,5468,14933,4896,6505,13426,15757,11540
87,485,12616,9121,8547,19923,13421,5184,13818,1860,8107
88,16351,7942,11043,10985,1869,13014,3303,4969,15110,8855
89,9638,7557,8877,12238,4458,11559,16773,18456,11970,2686
90,17155,10461,18210,16506,12503,842,3337,837,17630,10947
91,17707,9771,8741,13059,502,15907,3258,15458,6822,15399
92,13931,18404,8616,15445,6783,4635,5140,15709,19187,16550
93,157,10498,10043,8147,13377,18051,4265,19806,11827,7241
94,12718,12394,556,698,10684,11000,4227,19578,11883,18415
95,15534,6090,14275,6960,15042,13034,16596,2928,4927,2717
96,6358,15764,14317,3934,17116,810,10808,882,11137,7908
97,370,14398,10739,14734,13198,11734,13052,3174,18918,7612
98,13346,1717,439,2408,8452,8312,1606,19868,17750,7246
99,19236,16543,10624,8974,265,18945,2971,12226,11238,12665
100,19171,8640,5432,9566,18829,10140,15152,18447,8643,4316
101,17587,10787,18710,8051,15268,11875,4909,13122,12811,930
102,732,10884,5715,11669,4385,14836,5161,19327,19297,15491
103,6561,18717,13377,3728,1429,17202,8003,16774,1106,6193
104,281,3326,809,6389,3501,3227,8197,19807,16843,5742
105,17761,2458,18168,1379,12309,4471,11850,8160,3106,4019
106,174,1298,19508,10494,4336,16307,11959,1445,1469,17026
107,544,2594,6358,7160,7085,6035,13079,8061,2920,14345
108,15548,9260,16098,14752,19602,3270,3786,961,3715,14408
109,1917,18472,11648,15250,17099,17142,16083,15673,15877,13042
110,2520,8843,13807,7472,2607,6912,7344,16243,4239,4087
111,15060,8084,4320,11496,1375,10903,19478,19156,2684,2631
112,10600,12339,7988,11771,6162,9010,3998,15291,12200,19860
113,6016,18466,16048,17071,6844,1515,6269,9847,7691,8962
114,16671,17911,15452,9110,15823,11654,7857,9031,3455,17097
115,6050,9807,19793,2306,9377,16913,10973,5377,12164,8090
116,12664,7276,13644,1887,4992,6287,2771,11761,14452,2770
117,5935,12918,10477,2863,3987,7448,14014,13675,13868,5486
118,6300,7589,3841,4499,12617,1461,3692,3882,7788,14140
119,7388,7503,14222,15147,17134,12647,17456,3759,10565,18960
120,18688,2337,11299,1963,7821,930,5376,10673,6559,3271
121,6478,11684,16330,10634,16945,13993,8810,9052,12499,16749
122,12130,7516,1788,7245,10894,9905,4959,535,2323,5712
123,9603,6500,5808,3758,3194,17348,14738,6320,11387,16982
124,19717,1912,14417,13035,17287,15019,14536,11082,3188,8218
125,19576,5052,5107,2428,14779,9137,1988,13315,7763,11607
126,6186,16468,18720,15416,4136,19773,4653,5746,9198,16293
127,13108,7337,8251,13520,1478,19063,674,16535,17266,6331
128,6019,4983,2249,10225,5333,6993,8582,14998,1660,18317
129,7631,6271,11067,6082,17565,13225,3104,13713,177,8445
130,18771,4724,14971,7280,13214,15998,16394,8518,10047,17147
131,18350,3390,544,5041,541,8886,18693,6270,2581,15377
132,1506,11204,14916,14137,4035,10031,18829,19687,9519,5800
133,19093,11324,1794,16697,16352,16712,18020,1449,5079,4034
134,5945,13531,11661,11823,296,11912,6947,17054,4707,9571
135,16589,12685,3672,11070,17982,19759,15412,14820,12408,7264
136,11455,405,191,5635,3640,17004,9478,17019,2960,826
137,19653,4212,15171,13891,15886,8018,10967,14504,2646,756
138,13628,7089,719,3971,1931,5978,16529,13011,9569,5303
139,15374,10523,9177,13695,6381,3912,14778,10193,1826,18635
140,13444,4332,5656,15254,1392,1762,12482,9916,12645,11464
141,14184,18671,2336,17284,3297,1618,14980,12130,9728,14320
142,7175,18005,3822,9795,14320,6565,10556,11954,1015,7805
143,1536,8270,9212,5419,17894,11223,2816,13125,16760,16198
144,19434,8101,18954,17600,761,11378,12814,4971,19438,1309
145,18412,10806,18009,1157,8097,8885,6623,6835,5715,12322
146,9752,12015,11884,3031,19870,17996,12112,3226,11579,8796
147,11891,11542,10331,7564,15743,18275,11128,16359,13694,1205
148,1544,8137,3751,8071,6646,12032,16768,4038,18476,11335
149,10049,12571,10353,1892,2280,12908,2516,10196,17767,6384
150,10870,2797,9997,16656,2661,11522,9530,8067,14826,11484
151,9959,12619,1467,3513,17127,10405,12167,11136,18502,13828
152,11390,9210,14327,10883,15856,3291,13672,2479,8191,10523
153,5254,19319,18003,18905,648,8200,10454,11689,14510,19450
154,18243,1906,5550,2151,9338,14036,5583,12533,16009,14495
155,18308,8247,14256,1375,18900,9244,19815,5695,781,10517
156,4548,10793,6597,17911,13047,10211,353,8313,17527,12324
157,19251,4284,2380,19546,6880,2205,4654,10561,12309,2337
158,18421,10457,9768,15653,14273,19206,16037,18718,4684,9092
159,16402,4957,19430,11523,19074,8228,5496,17057,4244,776
160,17167,16386,17331,11895,5855,14803,2749,2394,9065,5901
161,18866,8606,11910,8108,8921,2253,1792,11159,1545,18799
162,3933,13025,3835,16068,19881,12222,5747,13406,9067,308
163,13750,9795,453,16089,18687,15023,14506,4213,12279,12145
164,1668,16013,3022,13099,5456,17666,19484,6420,5640,12872
165,16519,9875,14533,6164,19275,3603,8371,9724,10326,5563
166,7347,17479,18079,10454,12037,15775,18481,11329,14841,3891
167,9275,11244,19085,11137,11924,14651,7560,12996,14950,6729
168,8063,12632,10596,16118,18459,1961,2598,16075,1059,7691
169,18853,9703,4687,7106,13114,19626,3914,9607,12607,18054
170,11571,15958,3597,10135,19753,12012,8428,6387,10757,1370
171,16988,11049,4745,7492,1992,15999,8850,3040,1382,12301
172,7763,17061,5931,16461,10657,19711,9245,9727,6120,13826
173,11546,9721,14650,7549,2281,11828,11082,10640,6625,14888
174,9889,5763,13020,10089,8189,2395,16709,10679,14770,9687
175,456,17533,12806,18281,773,15763,17680,19352,14975,12856
176,1828,19196,1765,14370,6037,14895,11289,12955,1851,18256
177,9972,10102,17975,8397,15848,16087,19575,13796,2041,2251
178,15485,10555,14722,4046,3388,6562,10721,6212,17166,10512
179,1654,12899,11315,3894,8089,9953,11774,8383,11271,8949
180,18485,19055,1141,4706,8943,16169,609,4398,9817,14189
181,18185,13544,9696,15044,3640,16299,7620,1125,10212,17296
182,3680,7433,9814,2416,4185,3677,6350,15962,7415,13275
183,4414,13273,10188,2977,9890,14531,5648,10295,17836,19308
184,19825,10547,8118,1853,3262,9352,17487,13026,11454,13753
185,18734,16438,5568,2893,14867,18473,10146,11794,2364,15335
186,2293,19263,9755,8059,5358,10676,16628,8653,17662,8405
187,8452,19458,778,17762,13865,9754,2265,2741,12367,19628
188,7888,10440,17391,6650,1521,11397,3662,255,12881,11629
189,6137,7502,1859,8048,6594,9874,6641,10682,6556,13725
190,6162,12622,16647,529,19973,5164,16113,6900,10509,4163
191,17252,2481,11393,477,13674,4698,1085,17512,18728,13120
192,11510,13086,15286,19747,7108,10226,9621,5937,9172,11901
193,9641,7213,11448,14206,381,11452,12893,912,8481,2493
194,2501,508,1902,5729,5992,2580,18657,6966,19825,6551
195,566,1241,7313,13781,9414,3079,5843,17313,216,5216
196,13467,19996,4506,14933,13199,7784,10230,6943,4870,751
197,14667,16785,19877,1572,7253,8948,838,2628,19578,8968
198,3102,8140,7633,17990,9206,1171,19735,11479,10096,7953
199,1868,17881,3011,4121,13527,16347,7651,7406,14349,15906
200,12466,7123,14219,10626,4374,10905,16145,3987,8567,11461
201,17842,16630,4353,3453,17231,10960,3022,16373,6168,19645
202,10464,5740,3834,13042,11914,2722,4851,19279,19642,13996
203,11348,4538,17032,1605,12181,14037,3992,12410,2586,11052
204,9680,13191,7572,10115,291,14415,17352,12315,5364,2841
205,14523,3247,4683,9899,12436,3006,15238,1528,15525,14617
206,14922,7030,4161,3795,17182,5030,2145,3287,8318,13478
207,15907,18797,6068,19566,6513,9648,5174,11352,5022,1849
208,4252,7050,8159,18508,4529,9577,17179,10192,18426,13846
209,15291,5993,9039,1257,9499,19179,3778,12593,14655,1996
210,19308,5702,4885,17661,4498,17529,16456,9096,10481,17496
211,14974,14879,7001,18269,16506,3129,16477,9487,14368,8650
212,15230,17969,1820,3286,19170,7922,181,5225,2294,18718
213,409,18527,1774,5133,12981,12719,4795,8872,18978,8506
214,10376,5132,9145,9306,16866,18597,11440,14633,6539,8948
215,13545,4308,11204,5962,1281,14426,6598,3618,19775,16462
216,2132,15172,11873,6145,9202,19949,2833,15316,15111,8264
217,1521,13846,13644,15808,18574,17703,11411,19566,5329,2076
218,5400,12985,2837,6666,14503,17689,4031,1488,7812,412
219,5390,5169,14427,11519,3065,7316,9159,9079,14747,10059
220,452,9537,13604,18469,1916,9746,2591,6163,14664,1373
221,7416,12102,10755,7319,6702,13601,579,2383,5471,14513
222,3467,2402,7898,12894,16821,19605,4389,11811,9330,14596
223,6615,19344,17230,11633,3513,10217,13044,616,16647,13402
224,19376,6972,8076,15386,9069,15112,12635,4894,9635,2770
225,11899,6815,16302,5480,6590,12544,672,10793,2916,5973
226,4511,10365,1028,15784,2801,14564,3623,1585,9873,8952
227,13069,16262,7862,15684,13097,10342,11050,5969,16664,983
228,5634,17806,2858,8752,5689,10378,8852,10627,1457,4214
229,7381,15537,1160,16297,4765,1216,5570,13096,18722,17841
230,8950,6599,3038,12145,13946,14481,12971,2347,5249,17170
231,6169,9422,4703,17343,5286,6340,12911,9484,12023,14967
232,14152,10898,16503,9347,10832,11329,321,11531,6816,16715
233,5300,6310,17184,14934,17127,5079,10322,18015,15530,13420
234,16468,19710,5969,2944,18294,8905,1643,13090,8875,15814
235,18733,13682,8851,18464,19290,8090,17904,7067,7463,19146
236,8025,7024,12183,7148,192,17543,2228,4717,11720,15033
237,17537,11059,8606,7521,2232,15313,8538,3914,5129,1556
238,8341,15269,6649,12946,16750,13348,15124,11110,17066,6930
239,17702,9411,17145,12928,1257,2413,3328,1935,11791,2035
240,1222,16729,19293,12447,16373,16768,3761,6527,1867,3283
241,6715,8448,1670,10662,12432,442,6108,19251,17227,13913
242,7234,15142,2118,16487,16406,8425,18751,3817,18409,19728
243,3708,7224,16224,11947,15567,2823,7325,7090,6407,2895
244,18322,18614,9645,9345,16536,11835,2965,2812,19181,18316
245,6471,19321,6750,4161,2276,10383,8444,13554,160,18135
246,5530,17470,3809,5785,1162,8793,14642,8692,6690,5383
247,13596,7254,4820,3327,4418,14882,13492,10844,2741,11202
248,11130,18600,1657,12986,19248,17843,12114,13662,2143,2771
249,15305,6546,17005,16447,5051,16110,14675,3327,16246,9327
250,17368,6455,17310,19365,17412,10704,3169,11342,13628,4095
251,18432,8510,12757,9244,1481,18739,12711,589,15875,6090
252,17742,11247,11847,11330,11577,17963,9707,15682,4589,15612
253,17165,6879,6031,15658,10527,7533,17367,593,10792,4360
254,14017,14692,162,7352,18781,17888,10744,6637,4362,3658
255,7971,9048,246,9678,5858,18571,10288,14581,9086,5391
256,10945,15774,8333,15514,13175,4406,9910,13504,12348,2280
257,6377,5414,3987,17057,18404,9459,12284,14311,8454,1314
258,15553,5853,6472,2107,9082,4745,10974,19921,2109,14864
259,12802,15968,9034,360,17592,10596,17075,10928,4589,2027
260,16294,18316,18485,11965,14741,16241,9553,9936,3899,1215
261,19998,12359,9322,9502,4960,3746,19917,15256,15504,8416
262,14223,14365,16140,11421,3312,16934,7615,9501,842,17542
263,7904,11625,19096,7014,7692,13318,8623,4888,2026,2218
264,4829,19525,3539,15840,12802,8229,2004,1235,9595,5851
265,4422,17304,10643,14510,15691,5088,3434,12676,13420,15950
266,11305,9466,18892,1904,8108,11459,18536,590,10326,13477
267,8007,6665,13703,5411,3992,14805,18346,1431,9424,16845
268,17869,1020,2544,15726,18037,2936,2460,15964,13404,5713
269,16717,13965,19397,5433,9378,3437,18032,1388,2843,10169
270,19950,12293,3315,18056,5084,10351,3846,5812,11086,1176
271,5299,1243,1430,12111,11152,3688,142,4383,960,3027
272,12222,15448,17374,18929,19713,3279,6899,8864,12418,13348
273,11682,15739,1846,6395,6499,3698,13028,17268,13684,9933
274,14017,10587,1910,4779,16324,5198,8189,5043,19201,572
275,4644,1956,14407,11668,9577,10585,12446,5063,4630,612
276,7347,7203,7691,14220,12373,5760,10795,6272,8778,1224
277,16253,6418,2722,10534,13925,7322,3040,13871,8161,4489
278,16563,17570,8369,19454,4085,6346,12022,18811,19705,17304
279,14764,16341,17460,13830,4792,8011,13351,399,18964,16500
280,5010,200,11649,8345,7677,13108,19388,12069,10655,12838
281,1253,8297,8196,10657,5007,16103,12007,2959,3821,2801
282,680,4147,7437,16087,17449,17766,4613,5636,509,13286
283,834,15496,16419,11583,13012,13847,15123,11499,9612,19625
284,15781,10575,6267,6669,6481,9280,16591,9345,632,2294
285,640,8887,18416,6468,14155,9865,10113,4209,14775,7270
286,12210,10806,19379,12525,12940,14249,6304,8805,947,13432
287,16507,10051,12951,3463,320,7572,4862,9409,647,2649
288,2549,6604,4355,3218,17240,228,16611,16940,16741,17475
289,16275,5822,872,5354,12711,19558,17351,16328,18934,12826
290,8159,3937,5700,13014,10092,6359,15284,3906,5695,2903
291,1697,16890,9017,14511,14714,18429,16233,16805,10216,16959
292,17662,15786,3936,9418,15883,6273,19403,6220,5754,6028
293,12062,517,7113,13909,9449,9322,12564,17369,19291,18192
294,13336,11340,9205,4456,10012,13515,4711,18524,8938,14010
295,13101,17328,9931,18833,5268,7029,2620,4569,16369,9208
296,422,16876,163,18296,7775,14659,8150,8024,17809,12567
297,11038,2863,8704,1313,19837,7084,11964,1434,6286,1156
298,4051,14453,15802,409,11270,1456,4832,8294,16518,786
299,11979,15117,19653,12176,15502,3884,17310,414,16633,13312
300,16541,19549,11245,12735,15756,8982,2253,15876,14243,17666
301,12115,5928,2291,15811,18315,19066,2105,7047,7788,16309
302,3671,535,12939,7613,17640,135,19666,9518,17729,4515
303,16993,3347,10132,250,12646,9152,12140,14982,1330,14064
304,13292,7018,17584,4132,4841,8387,8876,3626,16340,17472
305,6820,2109,10948,3730,4273,1747,7218,12249,520,4058
306,9590,10752,19232,19658,2727,19797,10582,19656,5363,874
307,9668,785,2943,18440,18919,19119,14155,16753,18622,14308
308,7693,9271,18060,914,6375,13465,10359,1895,6572,9757
309,5141,7158,10643,10994,6034,8211,6447,18633,6671,15711
310,6447,15333,12502,10986,6879,6450,13644,1551,7653,3203
311,1813,3302,19000,4194,1992,10085,17724,5265,18852,6185
312,5095,1183,13829,17961,6629,19294,7638,18923,17779,10213
313,2185,10151,11633,8846,1274,18504,8591,12802,13356,3379
314,16596,1658,14533,18170,16926,16444,8982,6127,16511,16004
315,192,11934,4132,14323,8696,15420,3177,5822,16408,16883
316,12854,9556,19684,3447,8987,12354,9865,3725,19079,13988
317,7281,19755,15153,3537,1454,9788,9802,5202,2431,7008
318,8471,19375,8381,334,3818,17485,491,9182,19274,7617
319,15469,945,9570,12006,13628,6047,12171,13535,18756,11148
320,6068,1394,15298,9765,810,12148,5302,15112,9934,6544
321,16677,16269,17909,9623,5914,16663,17004,11591,860,17593
322,3786,18483,10447,12249,1324,17447,3790,15912,14420,7880
323,2339,14209,12880,18512,14507,16288,15243,5979,1911,4889
324,4792,11670,2307,3407,9249,19702,11378,7739,7224,14050
325,7546,14004,19135,3760,5006,5194,404,6685,19219,15270
326,4298,16136,3229,3653,9280,16567,19308,12749,446,19589
327,9458,10222,2136,17401,12755,11831,7356,15314,4753,7227
328,18706,2298,677,2609,17317,11405,9536,10783,6451,1320
329,12166,6814,9592,2800,1482,765,9986,12588,9539,12112
330,3170,5869,1534,15277,15532,5051,768,1161,15984,17248
331,3491,14399,13806,18941,10327,15072,18642,4891,7730,15617
332,1692,747,2814,7712,11080,5355,2788,10135,2187,105
333,3982,3657,18265,6750,2536,11246,5152,973,573,18941
334,2927,4279,5294,17315,14359,14980,6365,3142,1395,19112
335,13738,9234,10033,13456,18229,5477,9293,6393,18460,13186
336,13313,16991,7938,14877,19877,11969,19291,8076,10945,10090
337,11517,10156,8022,18040,17988,3617,5799,2337,2277,2219
338,1930,6587,8457,11169,6343,13922,12397,3419,2583,3552
339,345,1306,6271,17243,3785,6169,207,18545,18014,11719
340,12479,10338,12190,19857,4965,10937,11739,14504,12721,16396
341,1380,500,4095,13165,9246,6527,18556,15146,14471,16503
342,13959,17371,18146,16507,19811,4997,5076,1052,19562,2475
343,5211,6520,9562,17434,11370,4333,6604,3772,2639,19844
344,18448,16499,13225,2711,1191,5427,3163,4763,16905,9739
345,7363,12464,6359,467,3668,5942,13632,17593,12722,5989
346,9166,6344,14330,5872,14755,4176,14359,12128,18124,8290
347,14640,18575,1198,411,12694,6471,14597,18339,16836,17195
348,14824,1229,9945,15034,19043,13919,11707,1248,12145,13377
349,3473,12778,1256,592,19538,19062,7560,15733,15294,19646
350,15975,1420,11632,7166,6160,7677,11387,18034,5007,16461
351,11670,8316,11326,9697,10714,1075,12589,19338,12305,4841
352,8978,9225,5739,14972,16697,18724,8851,5935,165,667
353,19183,12591,6742,16949,5533,13626,4518,19051,5199,8429
354,15346,16475,16071,10135,17265,19545,16799,1231,3527,4889
355,13393,9264,2226,7840,1178,16081,4290,19823,7279,3462
356,12460,8315,660,11513,6542,8715,4101,4044,6953,13802
357,5029,14836,883,9576,3050,9350,5485,6019,1952,11650
358,1011,13058,6842,5216,15413,13239,5676,9092,19837,10253
359,19202,2525,7932,2045,4342,13814,13776,17988,8813,4304
360,12770,2242,12089,16638,12285,2911,13752,18607,10900,4632
361,14822,4535,15500,8241,3131,4203,8811,7423,10429,19776
362,9026,11496,4646,17787,1752,17696,16592,7298,16803,5343
363,16779,12815,4812,17784,4595,4629,13482,4317,5242,1956
364,9221,440,8213,8171,9887,12482,19785,18001,14329,10350
365,3045,13919,16753,5941,11578,3953,609,18676,1387,17304
366,1740,9564,3905,2215,14783,10416,4738,19128,6933,17493
367,3182,10625,11645,10087,13148,17880,15579,5833,764,2479
368,6225,4481,1136,2941,4642,4349,17590,12001,955,6894
369,13057,329,9665,953,13748,6888,10823,565,18381,3056
370,2153,10172,13552,8208,12810,10854,17978,3366,10009,17478
371,4074,7391,19296,10219,7850,12238,7233,11782,17806,16402
372,9957,5615,10274,2319,12653,697,18490,9377,17735,13533
373,9868,15515,15182,3641,4956,17897,11613,15176,5606,9185
374,764,5579,17923,5631,1428,5562,14388,16798,13930,13809
375,7848,13022,7601,6901,19484,3162,5638,18046,17831,11164
376,10156,6420,11221,18780,17871,18714,3049,14579,10967,6481
377,1062,765,7419,4743,15256,9220,7946,9940,9483,7982
378,217,10102,12610,10770,18439,12712,10227,2200,9443,17776
379,5205,15191,11767,11887,1981,6978,7408,10062,958,12623
380,13716,2498,6816,13232,17307,10665,14996,5663,16596,4999
381,3587,5307,19259,12121,7438,12319,12084,10054,13774,10270
382,9224,11360,10528,5732,13589,11498,17586,15236,19688,16970
383,15983,6417,4156,10204,6915,532,6751,7577,8660,10060
384,7296,6033,3714,19965,16776,8412,14725,13560,6200,13222
385,15298,8524,5489,4776,3174,3144,11201,1530,15843,9943
386,1112,5285,5427,15179,17760,7028,3159,16339,1137,15671
387,11269,11321,16824,760,18609,4935,15678,11551,19798,17574
388,9777,1881,19321,4556,14723,11726,16486,11841,14517,17622
389,217,2239,13205,14761,17477,19023,17841,2003,2993,5028
390,4506,11347,17215,11448,10653,10695,16287,11544,4956,4869
391,16249,1924,11857,10766,2499,19668,18083,5049,13698,10745
392,19250,13338,6882,6752,15822,4574,2759,11702,8220,16114
393,13004,13374,10753,3810,16664,12726,10409,19511,226,9394
394,15721,11135,12511,14420,15182,16484,9245,16504,13942,13273
395,1982,11281,552,10831,15484,4931,14368,12313,12490,1617
396,2893,8754,11116,13931,3799,8075,7072,14269,12279,6176
397,2966,2168,8799,437,5883,13110,4008,9671,15612,7918
398,4796,6905,19899,12352,19848,8357,5301,9380,10281,11765
399,3540,12127,15481,9900,5484,12915,12614,6567,7545,15391
400,3243,4896,9465,2505,18878,6085,2257,7981,2051,5769
401,6202,4260,17618,6050,277,18176,1653,8767,17639,14390
402,7965,10660,14956,14751,13318,8114,13713,7052,17837,5089
403,8900,3245,13448,18317,3627,12354,19301,1308,18368,19261
404,11525,16795,12739,10977,15508,13689,4008,151,17315,9433
405,16669,16076,16220,11067,10623,9789,12976,15536,3382,12659
406,10366,18349,13498,16916,7201,7814,10328,16420,16469,6893
407,15123,10915,14778,15230,2657,5175,18206,5246,12361,4085
408,19128,17799,13518,9199,3808,13570,8508,12949,14980,12420
409,15637,18302,6358,19410,19341,2156,14742,5941,10289,15379
410,3593,17670,8112,2148,18456,4920,2893,1551,6066,12368
411,5550,6727,218,17693,15181,16366,6921,10523,2459,19484
412,13266,19804,13400,797,14370,16382,14039,8622,4577,7967
413,19971,2688,775,13666,4294,18492,2474,17379,13577,4370
414,10169,2680,10249,15657,19362,14823,4514,11283,4968,702
415,3936,18079,1454,12196,898,13251,16625,14020,12758,10812
416,6290,6398,6862,15661,16815,8798,14376,1236,13118,15935
417,2246,8889,2709,15472,1486,19613,6283,5680,8723,18351
418,3953,9271,7821,14964,5587,4178,19800,11858,7468,3536
419,17105,6459,13800,19659,148,213,2565,4773,5837,15442
420,1150,9591,1954,8773,6093,1970,9838,18566,6717,8677
421,14882,6403,17335,869,17165,19102,17490,12249,12911,8288
422,9462,8425,8332,8791,1485,10650,9841,2690,11105,6607
423,18729,1396,18107,12862,6812,6349,653,1088,12046,524
424,10394,4012,3571,5739,3490,18801,5028,11440,579,17126
425,11189,8424,19184,14573,1791,5202,4189,5053,1045,7993
426,9916,689,7033,9424,1683,14774,14262,1500,12934,15535
427,11197,18856,4612,18906,18263,5828,8397,16258,13020,19793
428,19499,2851,17401,4645,16586,4679,9750,6301,18719,3216
429,534,15593,6223,11674,869,5233,17478,12944,621,11409
430,3537,5626,3394,15952,15199,4224,9407,18518,10809,7459
431,9194,11264,10026,6318,18948,5920,18060,13990,14407,17983
432,5477,5610,16629,12652,5912,7799,5431,18187,18444,11056
433,4490,7965,8364,2480,10364,3697,14837,894,4897,7247
434,3017,19638,1643,7257,3077,15033,4549,13921,17038,2961
435,6097,4143,7142,12603,5861,13019,16370,749,13297,10266
436,2233,14930,9675,5377,16458,2560,6302,18742,11182,3738
437,834,16092,17681,17058,13827,9382,14809,6387,8711,10556
438,11071,13933,8978,9671,3119,6328,17984,8541,10925,8938
439,2512,14464,6033,11626,10520,15532,19561,546,9130,10394
440,5680,11308,7458,15018,965,7534,9965,10629,11635,7302
