"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015"
92,8757,19979,3351,8051,17360,2506,2098,8280,8745,6530,10466,3484,19852,12570,7147
93,12380,18587,563,16436,11395,11269,14647,11822,12958,14912,12524,11700,11678,10546,1764
94,1875,17822,6223,4317,2410,11387,2392,18008,19032,7786,3861,5951,14245,17317,11307
95,17683,14954,6853,18267,18951,998,6723,14614,1225,4075,6375,18504,9564,4896,13781
96,19551,1346,13543,17168,3862,1812,5442,6064,7962,3909,3267,9724,9271,3768,8672
97,14710,269,13961,2672,14303,13638,785,10438,10698,809,8681,16887,18919,15651,19289
98,4970,16539,12126,14553,19831,10802,1258,2460,7573,2695,1748,13344,10836,18257,1638
99,1144,4701,3410,3861,177,13535,6384,4106,5611,945,17051,4134,6122,5338,6305
100,3494,2869,4026,14614,5297,16353,3414,15713,1473,187,5537,11065,12602,3911,15977
101,16761,9527,3481,10912,13171,4929,12598,16473,7375,6411,17112,5835,17917,16654,9283
102,7062,7683,5366,7270,18081,1508,14906,5601,2035,12317,15441,9304,18813,840,16093
103,4376,8373,12372,2810,10112,9756,9914,13225,9187,16482,15165,14008,1903,2228,9345
104,17153,13698,18175,5497,4877,1884,1611,12936,3058,3578,1132,6745,19124,10458,8380
105,3726,8858,13267,7796,5593,14780,11292,3580,9787,15904,2096,3414,10148,2430,11687
106,18190,15219,6160,6812,12526,17346,9635,6097,2689,5862,12036,5154,11657,10105,16811
107,16296,12260,16812,7986,14798,6771,18235,8907,16977,10556,13880,1946,11900,11658,3270
108,4683,18949,10505,5453,11542,2302,562,16038,17396,169,14448,13128,19631,8112,11068
109,7811,12705,12797,10000,9701,9486,2778,8603,8841,7393,15486,9414,15868,10288,7456
110,5496,7047,11330,5544,4268,16336,12567,4880,17688,19178,17978,15376,4762,16223,16615
111,16918,2669,19270,15888,13773,5684,11427,11604,6254,542,2186,12409,3923,18750,19862
112,12045,3917,13203,6628,386,16331,16850,3103,8954,1076,8372,11574,9383,9933,11434
113,17157,4071,13189,781,2557,11725,5306,8038,7514,2252,13891,17708,1922,16381,11349
114,15384,13767,14682,2846,19034,5114,11916,14159,2500,806,1261,8062,12189,12221,1352
115,1795,19746,14103,13536,4315,16802,13252,10317,16032,1272,14306,18461,14926,14335,18486
116,4035,2934,13374,8655,6410,7435,247,8415,5788,7051,10299,4216,13701,3200,8693
117,3979,1478,13625,17382,19672,13046,12958,8082,278,8040,7809,4600,17188,3750,10846
118,18607,1162,10173,15041,9017,19885,11802,14705,10545,7832,16606,6641,11138,6617,4341
119,17019,4326,17235,747,13689,2706,12142,19895,12812,12241,7042,16947,5730,2045,1085
120,2526,18498,17902,6460,18239,10915,17025,9037,11920,7292,202,13873,1786,2714,17769
121,18575,9414,3731,7771,14145,349,10580,3011,2332,6409,12315,16937,12231,19137,6255
122,13855,1866,3200,18555,8657,18376,1617,595,3036,10492,4785,12409,10847,8430,11584
123,235,16259,730,10602,7373,10137,11935,16951,2038,12918,6113,1498,18227,18878,10043
124,6848,8822,5148,1833,2748,16721,12599,2992,7138,9307,11324,5674,1635,11283,11359
125,2313,14643,124,14250,747,7071,19037,16583,8660,12088,9349,6854,10830,5323,11147
126,18958,13597,14401,11647,15582,18566,11844,3185,4162,5215,10693,7304,278,15273,10106
127,11116,1552,15869,7356,10700,8794,6897,2298,13734,8969,2526,14327,10273,7006,5381
128,13898,776,18977,11365,12358,9333,8799,13755,19513,12618,12445,15058,4035,18506,4899
129,19410,5047,3306,2433,19483,17392,8022,2833,13812,9144,2323,8661,503,8641,3142
130,6416,14203,18603,13139,6110,428,6145,5356,5954,18371,327,13066,18359,6294,16155
131,8290,18972,11912,19161,16017,15588,12319,3888,8396,13771,12807,960,12978,6746,4263
132,8589,908,9744,6131,1077,7173,13454,7430,19205,12231,1182,15139,2247,14494,11157
133,15702,13852,11163,11536,6612,5399,14514,17209,3715,19337,6168,13738,138,8112,6704
134,10680,188,7499,733,7625,11127,1499,2790,4557,6450,7167,5419,9081,18701,14041
135,11489,334,139,6080,4647,16964,11054,11491,15466,4656,15807,12386,11494,3030,4446
136,16407,372,5726,6032,18044,16923,3672,3299,17494,8944,11334,6789,14133,9903,13720
137,1812,18292,10695,18813,15014,7620,14946,18179,7944,14655,6543,17158,11457,1279,9854
138,8524,2251,19837,5231,165,11475,17020,3915,8849,3830,15566,17077,18427,10822,19659
139,753,1712,17827,15560,13353,3939,10490,12813,2603,316,4775,13062,14557,14070,5677
140,6873,4680,14850,10807,14795,5408,14204,10270,5312,10816,3468,17468,5625,10720,10963
141,17126,2106,12436,18350,11575,18137,2498,2799,2914,3040,15276,189,818,18813,11370
142,7613,11466,17055,9800,303,11263,11169,8626,11728,20000,3350,18435,10386,19750,6877
143,141,3114,6246,19840,15473,10419,3361,13306,12265,10842,6036,10080,9950,10683,17043
144,12437,14815,19027,12772,7953,5498,19477,15997,2441,17072,4428,2287,8078,3012,4680
145,14649,11861,5693,11116,10836,11288,15927,10994,4948,4895,740,1354,10012,10378,9562
146,9031,7265,1218,11526,19510,13012,2462,9074,12478,8059,1014,6470,8062,3554,576
147,17848,7503,4120,3121,8155,13946,5970,3194,8388,12607,1598,14882,4769,6449,12070
148,10893,13239,14944,5515,7430,7360,3784,15687,1020,19514,3441,16530,9826,17943,12748
149,1881,8821,14209,18060,18888,8992,13992,10382,9285,13095,7530,13016,13387,6833,11446
150,7732,13852,3760,13911,9490,9940,18737,2464,4810,14359,3450,236,163,10011,6101
151,19054,13027,10613,2110,1754,4928,2478,14901,4896,17736,15071,6149,8107,16429,4714
152,4902,3511,12811,12415,9542,14379,1373,10973,9193,2973,17563,12408,15859,1757,1585
153,9482,9270,527,14033,7866,4481,18541,7884,1241,18311,5581,17145,17667,13946,5244
154,11872,15599,11752,4028,14541,928,8441,6429,18085,4482,2054,19093,19692,10046,10082
155,14710,18169,18265,15258,11575,2082,5172,18002,17504,10126,559,8840,11430,11714,14183
156,3537,1534,2696,13680,9629,11555,6676,13190,6030,11651,19650,17987,8236,16759,18503
157,10691,1827,14163,8954,2739,12659,10021,19752,3067,5094,19636,4249,3591,15614,7085
158,15892,3339,12262,4466,14442,1903,15890,17507,1682,14256,8359,9098,18714,16609,217
159,17120,3576,1791,8957,10897,12327,9335,2449,15911,11538,5319,2033,16388,8259,4744
160,7327,1203,4761,9245,7715,9275,5888,16696,15839,3954,13668,6103,8942,10052,4627
161,3140,13588,10167,8178,15359,10008,5786,9149,17760,4499,14749,17443,4261,12749,12291
162,3378,16129,7156,18720,12313,13486,18914,11827,15492,5854,8328,19461,18069,12880,13936
163,7173,3051,10222,9301,13828,19941,18101,5025,7099,4621,10390,750,9926,222,13204
164,16688,3358,13069,8577,11185,19543,19020,15173,9808,8440,15992,14095,16421,11851,8701
165,773,3375,9626,15904,2751,165,8469,4351,6649,1700,19015,14559,8795,19579,1394
166,18009,5455,10298,9339,477,13833,7602,4646,9483,13162,14971,3900,7051,3191,2379
167,15736,18655,8018,12101,17103,652,15832,19368,9794,3435,1595,15477,1990,8292,7657
168,13667,13630,1981,19883,18023,2166,18304,218,6508,5787,18819,3972,3270,8591,374
169,16683,13544,9817,669,6637,1153,3688,10072,11643,15296,10137,222,14821,9284,11670
170,16399,3458,992,10171,14430,12307,10076,11672,13259,11795,16001,625,1775,7234,11979
171,18830,18838,6933,5905,14904,981,15891,14202,12348,8746,19274,10795,9030,3765,19397
172,1625,5075,1832,3528,8636,7355,3598,15847,15625,6767,13699,12417,7375,19430,13848
173,12647,13433,7596,8414,6247,19868,8207,16665,8581,14622,16962,18209,17005,8777,13163
174,17467,15210,15418,5169,19807,1051,15923,19866,9461,12238,18378,16223,17019,8923,9563
175,11028,3432,14814,16250,12908,3633,1727,1548,7279,15604,3065,4903,18161,3148,15996
176,2183,17332,1468,826,10560,13109,3437,13290,14029,14817,12080,4824,14388,13617,10285
177,15750,498,529,8844,7698,9760,8861,5730,13210,9173,13659,16716,3342,10932,17321
178,2719,19252,9095,16560,11285,13141,278,13195,16831,16425,5834,14291,12325,15270,1306
179,15737,18502,16126,17575,7447,3728,3763,7826,11837,1755,14481,9329,11687,12984,4593
180,12485,14715,12815,12123,2297,16742,11227,18623,174,13290,1796,2760,3539,15037,17656
181,3554,11586,3024,13062,16219,9868,17579,11508,6122,19422,3598,5111,3702,6397,18040
182,10790,7651,16320,3334,10540,13094,12037,4858,1121,14850,15776,10583,13389,17309,6481
183,1692,273,15747,13494,7025,703,14121,8390,1083,3665,19931,7805,7622,14660,3487
184,8185,11951,5582,2171,6424,17555,13243,10293,2508,17676,8913,5504,11668,6204,17443
185,9598,7134,7007,17078,16800,12022,11018,4663,19015,9676,10399,14297,4233,5001,7487
186,1510,4701,8566,16223,7658,10299,12138,15753,10868,11182,10451,7067,10408,2931,12550
187,6925,1281,9967,11245,17616,17438,11728,7047,9185,11955,14197,6387,16193,11898,7813
188,10445,16186,11797,19372,17605,14962,11546,4993,19108,2627,18185,4096,4483,14983,5567
189,9865,10311,15846,18214,7758,14431,17072,17088,14857,5745,10804,9662,7002,5272,9834
190,335,2226,1385,1153,13702,7058,12658,12045,17162,701,457,6178,8263,13581,6357
191,7046,12024,4034,19155,5765,13983,6068,7715,16509,2270,19484,14349,2444,11484,7324
192,1431,16691,3704,1886,16283,3923,12121,1317,15998,7771,460,2903,15085,10055,4496
193,10512,9324,13191,17672,13835,3542,5032,17362,10612,12565,16080,462,4251,12165,7734
194,15855,7759,14518,522,13483,4641,1375,18133,3382,14305,14194,9466,14098,8392,1717
195,6099,809,14398,2585,1106,1588,14903,5050,1439,7815,8684,1088,17013,6624,16920
196,7991,18116,5314,1409,4147,5521,15066,4457,11652,19007,11559,8348,14777,20000,18777
197,9662,10804,5396,19255,18994,14645,6998,13742,10146,2350,16878,17036,2622,4768,16132
198,13964,15737,13290,12549,8202,12723,10552,9548,12143,14643,11381,14019,12917,18994,268
199,1987,10050,19535,18690,18886,15787,519,10987,12343,12714,7817,12730,2807,2892,4630
200,3716,12361,17293,14866,14824,9397,5695,8098,4500,3714,18223,10361,13254,732,777
201,10020,6326,15547,12334,2468,13944,2582,13503,7584,1685,8453,9355,19343,17094,16943
202,13114,175,6108,11634,11745,1417,11202,13362,9115,6770,6406,5412,18092,1516,5546
203,1251,3916,17723,10257,10834,13398,15798,2998,12168,10923,7371,686,13362,6730,9276
204,3648,18646,6262,15092,2950,12436,3021,5666,1640,10762,15361,8813,18486,6034,16144
205,17672,19118,18613,12237,11175,8362,14884,2647,6503,7714,13098,15196,19894,227,12008
206,19142,4601,18175,4573,19776,15393,9226,4295,15723,1356,8029,8041,19495,11697,14377
207,10468,7803,12710,9057,1989,10496,13354,2540,18636,17511,3491,600,14836,3880,16226
208,8723,12766,13496,1890,13110,13864,4872,19624,18094,11443,18050,7881,326,15483,4624
209,9973,11676,4489,11876,17867,2280,12005,9798,15600,3807,5516,17388,1953,18113,8365
210,13520,8052,14268,7145,9760,10088,3653,9285,10664,12184,16378,18926,9833,6220,604
211,17950,10849,15862,11928,3473,11591,7949,13118,13767,6401,13118,15507,18437,9495,4848
212,14555,18137,14097,16127,14744,7824,12468,3284,7498,13881,18567,18436,3599,12656,11543
213,12195,4683,16016,7672,16701,13866,8711,3846,17061,14891,11279,19917,12326,1171,17455
214,6842,6500,7756,9821,11805,10703,11042,344,19789,16219,448,2382,15308,13446,18339
215,875,14881,7704,19551,15198,16279,13264,9880,1822,9979,7263,10502,3195,2110,19327
216,18935,3029,7957,15508,16979,6781,9703,15136,343,12205,15018,10615,8633,3944,5542
217,10007,10453,10831,7848,19575,18776,11585,5640,12388,7703,16614,15324,13441,7072,4361
218,15860,18974,13709,14978,5838,19768,7656,6379,18207,8297,8987,17523,15419,15219,13637
219,16840,3004,5199,8451,4778,1200,9009,7917,711,1420,18539,503,6177,2151,17305
220,4526,19920,15362,8927,14895,6191,7499,3513,214,1180,11298,9049,14077,4360,5952
221,12169,1897,124,18403,17914,7403,6754,12749,19489,8666,18542,9583,5814,12617,11833
222,8090,9646,7081,12442,3788,9429,5815,14390,19146,19164,5866,9397,10900,5109,14205
223,9470,9284,17558,10358,8269,6850,7987,16178,10566,16928,3110,13457,6087,8181,2685
224,11373,11866,14304,9228,9760,15864,11063,6066,3936,4202,2173,10178,6410,2256,4805
225,18821,5021,15711,16620,798,4402,6284,1597,10630,6857,125,16892,138,513,12818
226,6713,759,11518,10337,16759,10435,16516,6102,7177,16383,19521,13606,4735,12753,17124
227,3717,7844,11933,9436,3968,12792,316,12953,14870,16052,15632,7078,16929,8738,18840
228,3623,12366,3938,11024,15510,352,17185,18008,15468,6042,15054,8951,15895,4448,18801
229,17020,16617,2772,13505,12921,1462,1066,4573,1669,18121,13317,6237,6353,5222,4375
230,15238,3831,19310,13110,10439,9839,7039,4969,19822,13808,16414,11054,4779,11004,10185
231,16324,6099,14044,17473,13792,4606,1072,14922,6988,4157,4742,1497,15920,10146,3682
232,1024,19080,18931,3933,13470,16815,8127,8493,18535,1856,6017,13959,18690,2884,3147
233,8771,9979,11443,10899,17928,2147,2141,6965,1742,9468,3409,12293,5802,16643,9183
234,18607,1429,19960,16457,8282,17968,17941,140,11169,11051,15733,18463,16316,11275,13563
235,7841,3913,12448,17368,275,4259,5697,9761,17940,10364,15549,16089,404,15088,6064
236,15306,5148,8572,9704,16348,2062,5517,3528,11483,10430,2609,6022,7174,10820,749
237,19293,2794,12640,5972,16622,4942,19400,14041,19558,2659,18487,19131,5332,4546,4852
238,5378,3911,9734,10361,104,13841,17643,16871,12338,10506,12308,3569,12263,14963,4234
239,4154,13061,2441,7190,11769,13513,2197,1758,6250,2906,7381,6154,2379,3148,17802
240,5906,12643,2374,16819,16641,521,5562,2393,14994,7800,12540,18222,17672,15607,9857
241,14130,3865,6069,124,13995,7843,3773,15264,7626,5742,11070,13254,6942,15739,605
242,3949,13169,3508,12830,8881,10584,15642,19179,1381,3547,17220,14918,7903,14009,2686
243,5373,7388,9911,1523,7581,4642,18590,11503,3657,11379,7131,11304,16680,15234,14087
244,16602,19827,7067,15542,13169,6933,569,9521,3979,6233,17469,852,7640,3107,14512
245,12790,15087,9762,16976,2522,16815,1044,14421,4351,13901,19758,6723,11974,19585,9570
246,19627,11810,13177,13668,14977,11080,10741,11572,6547,9266,4802,9619,1731,17517,8160
247,2489,242,19543,19516,13586,17101,3873,4388,1271,4424,5379,9544,2429,4506,12949
248,17538,3441,3480,11658,6592,3830,892,18647,16957,11520,14210,4103,6633,8877,19242
249,2433,16070,12767,11539,13336,11669,15822,11563,597,9774,8346,17731,4015,1788,14256
250,3410,9587,5547,7605,5937,13818,10591,11469,8102,6732,2919,4016,7264,19510,13078
251,7037,3423,11034,15568,10761,5476,2612,9881,7212,2951,3032,7231,16903,12599,8387
252,6111,12209,11612,16054,11048,10751,9811,10830,10100,2628,1407,1707,19712,13797,12033
253,9688,5280,10482,6715,15742,10197,8207,2811,8164,7375,2954,3782,6347,757,1595
254,18557,15322,14164,18412,12752,5833,18895,8889,13934,6501,618,4863,17836,16687,9001
255,6447,1088,19431,8657,19987,16769,2640,8838,10865,13555,15064,19325,5337,13686,9667
256,13837,12854,14630,9556,19280,7931,1908,4705,5945,12966,10166,9423,6320,17007,14336
257,10990,5612,8196,4249,6821,5253,8859,7251,13990,19181,19771,7768,15209,8343,7358
258,19043,13586,17485,7874,11040,3126,16186,16081,10015,16869,16850,3112,18984,3753,13464
259,9583,19531,5863,19792,9015,14450,11923,8614,683,8075,15338,3454,15818,6751,14254
260,8753,12940,4903,11728,9691,14293,13232,17483,4755,6933,12650,4490,3108,9755,6833
261,10489,11698,9387,4709,6927,3772,2297,813,17500,12776,1892,9781,8634,12422,7235
262,6585,16562,16877,3474,14224,3595,19215,14933,14145,11703,4574,10265,8809,3620,18305
263,10963,6068,5979,11892,18996,10715,4300,16710,135,7066,781,4605,14616,13714,17099
264,18970,11245,7919,9700,1518,11114,599,3414,9055,908,17567,9546,9399,13940,9403
265,18356,1066,12358,4743,13622,5105,10222,7742,2234,504,11793,12739,16337,17595,9282
266,8258,13240,8281,1153,13904,13068,15493,3499,2986,19570,14713,7212,16099,14267,3163
267,1465,17223,13441,12609,16542,16242,12035,19809,11516,3086,19506,17884,13845,11007,6846
268,3077,16446,13007,7280,11470,3041,10313,5062,10249,17271,7510,1582,3260,4630,9030
269,748,11432,3710,1312,422,11459,19543,16107,9058,471,14145,9475,8142,9028,740
270,12997,11595,7894,3847,7330,5893,18375,1122,6353,1280,794,14294,6458,6089,14473
271,6949,11071,18003,2029,7210,4614,19840,12892,10667,17743,18635,12320,17474,14161,10983
272,10293,7787,5017,1126,5680,1907,13403,1730,6849,7265,17493,9276,3702,9747,6604
273,11779,19025,14302,901,2430,7593,13228,1055,18856,2819,12875,14528,18177,6665,11343
274,15532,13640,1290,12282,7507,18178,17884,9335,5253,19304,16805,18353,3192,14117,15336
275,2649,10105,14916,11709,6335,7667,8625,5347,5953,9521,11853,14561,1293,14689,7266
276,17444,3260,5154,7476,13808,7817,5685,7210,19779,5937,10109,16382,2326,13042,17371
277,17825,19264,681,12649,19156,14936,10241,10543,4862,5114,15790,11350,17814,11048,3040
278,9263,592,11244,3288,9594,3566,7065,1493,343,953,3048,2253,2491,17893,19556
279,4116,8473,769,8788,18565,14020,16997,394,10259,4860,17577,9364,11733,13804,596
280,2406,1208,6404,14379,11400,4792,2219,9309,14082,19035,7990,14972,19249,17753,1263
281,14617,18054,5118,19555,8325,11827,17300,1537,5897,11194,8742,2054,8642,4730,10823
282,4871,17265,18746,18381,5575,10885,1706,112,17737,2593,287,10717,9813,14789,5114
283,10793,7934,5899,12748,12773,8635,17311,2536,13892,16194,6089,14965,6191,5719,1665
284,3558,7790,591,3098,7608,16490,9890,11204,12032,3365,9415,3307,11964,15118,16459
285,7951,17755,1653,19425,1391,15743,12906,1899,12241,9747,6294,10883,14886,2670,14647
286,14273,8668,1591,7525,15175,10601,12109,6742,11845,11295,16529,7531,10805,12222,16228
287,15389,17717,9721,11692,12177,9043,1340,19211,5902,1224,7871,13286,18831,17621,7006
288,3796,15599,5462,12876,7380,13553,6969,18163,17139,7710,16839,19481,4276,19614,9887
289,6694,481,14571,2948,4785,15784,4298,12098,6084,16970,5247,17272,15484,1490,9195
290,19835,19718,13889,19755,3233,2166,5325,10836,10271,11714,5853,19634,18032,446,983
291,1073,3748,3820,5304,7420,10832,3011,17201,17619,14513,12622,6125,6020,4718,7406
292,2210,19882,19781,645,167,5754,10026,10633,19547,6147,8127,17022,10122,3554,10938
293,14822,7677,12995,13766,7644,9543,6922,11591,3109,10202,16663,6311,9907,4225,13935
294,4556,548,5065,15148,7917,9935,4491,11298,13198,10211,4594,13690,18458,14367,3697
295,15373,16232,3051,497,303,1707,17892,4357,15251,11775,19993,15014,5542,19716,18332
296,1410,14272,11482,6533,914,6185,7630,4320,13215,395,16909,4392,8297,8602,7450
297,3546,17204,3307,8078,13280,15037,4284,1581,2231,2491,1002,5980,14961,13072,5906
298,11019,18713,4977,6783,12769,14175,3690,15403,2696,2230,15108,7362,3675,7219,10127
299,13268,16619,884,14794,15133,1286,14328,16876,3335,8534,7556,13097,360,10766,13846
