"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013"
65,356,10996,5479,2307,12235,12551,4481,4045,8280,6598,4664,279,11239
66,13711,3490,2968,17619,12888,6557,15861,4481,15609,2655,2877,8284,5510
67,6136,4610,10061,14343,4457,14766,14328,3183,10673,13463,1719,9006,2019
68,11834,15662,1216,9556,9618,11947,19808,7315,10191,15138,11121,13051,1482
69,18884,8246,7340,9858,5059,15991,4724,7106,9569,6642,13639,7847,2938
70,17018,13141,10561,4923,11130,18075,8421,13261,11266,17503,8229,19476,6368
71,5259,4404,18955,17044,9749,17900,17678,1750,6226,5196,18418,107,19941
72,14946,9108,12822,18131,16893,13920,14821,8845,16079,18781,10709,6332,7194
73,5202,19963,12891,2118,6289,6271,13939,14312,16448,3169,12266,2568,4506
74,8949,10475,10005,13496,12680,2831,16085,18038,1571,8058,9511,16111,12349
75,14636,4115,8430,4894,15264,7255,19191,7735,14751,13818,2747,17976,14619
76,18182,10575,5969,9602,3358,14264,15808,7762,12933,16709,9620,3638,6123
77,11735,5470,10619,15650,13204,13410,18150,1762,15566,10333,3097,18379,12715
78,2671,4815,8917,11625,5321,780,15014,8705,12188,3065,1447,9997,6061
79,18856,19962,16112,18392,4521,10513,13264,17204,2823,14196,231,19856,6662
80,11356,19225,2597,3124,14482,14264,16515,10523,4160,3373,380,236,413
81,2293,18532,10722,10668,17062,17697,1302,5165,6862,6949,7749,10922,16146
82,10077,4204,15424,9859,18667,7989,11942,3765,9457,9255,12833,19770,2171
83,10822,5379,12505,17378,6160,16312,2715,2661,18438,13123,16336,12544,18884
84,7088,10858,9330,9702,17367,18392,5744,8478,17302,15603,8423,15546,6632
85,11944,5306,2991,9536,1964,9597,9418,2303,13853,11617,1298,8146,14778
86,10035,2630,2605,2619,11053,9691,10908,4539,3409,6143,16629,2318,730
87,1995,14603,18096,10968,7489,3712,2029,17229,1289,6775,18505,16469,11145
88,13992,5282,8628,2256,2710,14008,16552,8078,8448,2764,1851,4867,1284
89,15571,12403,19003,5036,9769,7997,17624,15871,18553,8854,17810,9257,18676
90,18454,18591,13975,12619,14564,18505,14271,16079,1490,16070,18740,5163,10251
91,17351,15232,3607,13570,3059,5878,12807,17663,18588,1971,15736,8193,16049
92,12005,11374,6956,5176,9111,15217,2215,6770,15018,5291,13404,17191,8703
93,1353,17764,3960,15267,3915,16200,12747,7985,19278,9468,7771,6460,8184
94,8239,12317,6689,3863,10645,8334,9013,18470,7143,19796,4186,17947,1203
95,8370,13419,8939,17258,3123,10147,3653,3795,1439,9771,7058,11257,1284
96,2701,5621,14693,17610,11524,7388,19353,17379,1970,9326,12128,13139,4648
97,4182,7496,2439,12804,10315,6432,1328,15756,5841,5657,7308,17962,15794
98,11189,1629,4346,15935,14175,9964,2093,3781,547,17911,13090,10472,14902
99,685,16270,13403,8553,15590,4693,19056,17554,5729,17120,13885,12651,8182
100,19897,247,6691,9780,11599,13029,12865,6883,19095,4598,19145,15579,9593
101,12686,12836,2600,16525,11563,9343,3331,19730,3381,5870,6129,18734,18610
102,1743,15133,9707,13128,12201,7406,18037,19669,5591,5458,11693,11115,3665
103,10548,19096,6136,14698,2877,8135,13379,5277,9856,13232,726,10556,17345
104,15673,14744,7934,8977,9995,4842,7052,10306,7574,10000,2677,14008,14338
105,11786,11051,3367,7208,218,5715,11403,13461,10275,4285,15476,2015,635
106,10579,9802,732,2681,3827,7748,17194,3278,13739,17629,10889,9010,10249
107,1207,15256,12364,4230,13716,7297,9890,5164,11379,13786,10420,15078,9297
108,5730,290,19040,7665,5755,3549,17121,19639,2264,18520,13919,9003,5292
109,4991,13780,18293,1427,6586,4911,17446,13312,17094,12461,1727,10100,17768
110,17867,10067,18491,3195,12616,4899,2432,2004,1805,13495,2281,10882,14144
111,3014,7196,5683,10037,19033,7472,11638,17208,17310,8163,17254,6964,11882
112,13201,17373,12206,4616,16155,3724,877,14781,1190,12860,6791,9779,19376
113,12056,14923,4999,3411,2929,3536,18616,16666,3790,13012,3950,14135,18355
114,17308,16204,4285,8854,4295,9153,8352,2359,496,18657,18015,13851,7570
115,11971,7454,5134,2662,9639,2109,6169,3787,15342,10551,16979,8066,7138
116,3454,10468,12305,10987,1318,4003,7468,18947,1680,17318,5564,15650,19379
117,1217,7621,14561,15696,5686,11278,4186,17040,13517,19116,19855,9216,13376
118,6081,15383,16664,12292,14404,12243,13154,18932,17328,4291,6392,9421,13272
119,246,788,7906,8981,9102,4578,18495,18920,1266,15196,14464,16506,2550
120,9962,464,16094,2546,13610,14806,19460,1452,14489,1649,18443,9746,483
121,3616,8208,14071,6196,4038,10621,6846,13885,868,1643,15331,11193,17159
122,5527,2041,4242,5604,10027,750,12089,1067,18515,6818,9597,9209,9821
123,12046,108,9024,16833,1452,539,2338,4012,9135,7910,10173,7620,15822
124,10764,7553,8360,8706,10649,1718,9209,11483,2319,19473,14965,1112,11262
125,11451,1999,11372,9207,17518,10715,19184,813,8563,563,1340,1099,6232
126,13961,5947,8347,11464,1604,15253,4449,17853,10466,4321,5300,158,6975
127,19867,2192,19696,1002,3741,19237,668,15872,18590,16125,7057,12540,12339
128,19383,11324,1664,1556,4199,4813,8454,10816,11457,10899,17005,2264,8913
129,5704,2045,13624,6731,3007,465,14592,9952,5340,1629,195,4129,4326
130,19957,8844,19968,4310,6774,13348,8579,7225,11361,15177,7143,12326,17228
131,14158,2240,6339,4577,12206,8200,7557,17529,9828,5831,17099,14698,18917
132,13029,9986,1650,558,9738,12116,5977,16826,5931,13391,10891,17212,6841
133,11167,2582,550,11602,4923,18995,6846,18480,6063,10246,12071,12379,10665
134,17010,16693,19823,18734,12412,3415,10324,17908,4152,17297,13298,3181,4510
135,1176,4232,12330,6767,12344,6149,3756,9077,5008,14891,11616,14788,6072
136,6868,6377,5561,6595,17622,7270,13506,19744,15925,13249,3687,12804,673
137,3660,13543,13652,16333,17402,2181,3054,10551,17618,4100,15535,17888,6261
138,6817,9050,5121,15525,9613,5369,13823,10946,10488,12267,18070,9256,11347
139,13884,14322,6147,17709,18094,18083,13263,1238,17689,18123,3509,3607,4621
140,3400,16866,7909,8258,15586,4526,4281,2445,12548,11504,18919,8643,5970
141,6971,6988,6370,14224,11792,10536,5940,18170,15393,1120,410,13894,11022
142,3980,4775,12694,6109,13071,10904,9989,19244,15130,10584,10695,1168,15994
143,12971,9845,7722,4414,7357,15886,13127,18221,13357,2820,1048,14695,17245
144,4773,9548,10974,10013,612,7534,8644,16571,1173,2572,6318,11482,10148
145,10042,8148,13268,15543,9735,8459,14729,13511,11354,11213,19092,1410,14043
146,14584,14360,16537,6032,850,1886,18527,19194,1961,1238,13832,5889,19256
147,8159,4800,4482,4264,15686,496,10689,15994,1484,11888,13481,17421,4697
148,5445,4806,5055,11617,13460,11277,7921,10054,18966,17090,16171,6389,19917
149,18158,4552,762,9529,17727,4364,17256,817,11239,14917,1373,7488,9948
150,6596,18391,14940,10084,8766,7794,7995,12769,2491,18175,15644,12080,1963
151,5792,12357,16167,506,18810,3640,11342,16024,19927,1469,11330,12337,8612
152,14621,2702,19993,6013,14751,7786,6885,6841,14996,12975,1437,8194,12635
153,2721,10793,16953,5648,5308,11376,10175,4573,18213,17508,278,7699,13070
154,13218,4782,14208,18589,17760,17463,2847,2787,15403,10690,14379,17039,1759
155,6699,13277,14555,18113,17118,12115,2172,789,1256,3079,9199,12438,1989
156,2318,16594,4451,1084,15947,8750,18621,540,14487,9815,5175,647,9535
157,4391,3573,7650,13958,12157,3270,15035,12554,7589,9881,16072,10515,8389
158,8458,9448,8962,6601,6941,11058,19309,14144,14294,16441,19086,17149,4192
159,3009,4649,16988,16819,7988,4769,1379,17837,9610,14611,302,17772,19391
160,341,11077,293,17727,8539,16801,19580,4810,19921,3488,10122,18864,18017
161,12405,10695,6793,11575,1114,4963,16190,12592,15032,7135,15247,8777,17003
162,5054,2698,3295,3788,7077,16642,5878,2251,9727,15879,15105,15224,9153
163,14518,5410,10310,16382,4169,8714,460,577,6435,1007,6106,2666,15558
164,9639,15429,17219,15746,3492,13520,12551,8438,1675,8180,11955,17570,2639
165,10449,9629,17675,653,7395,1879,7097,4116,3999,17830,9010,7600,5030
166,9426,19777,14076,1016,4743,9188,13099,13506,12298,10389,19165,2637,12672
167,5865,8363,17674,19908,8151,7096,10665,7783,4514,14949,18935,17032,15755
168,16759,5368,11571,12249,695,3313,3748,6270,3641,18535,9846,14935,6894
169,3512,12919,11793,8873,16300,19854,10393,12429,18110,6149,13577,115,6323
170,11747,12333,12851,6815,13110,10759,8765,14458,9562,16883,2667,12969,2200
171,1212,17856,19468,6616,2154,5932,10485,13838,1947,14446,6869,12938,11308
172,1210,10066,6693,5662,17309,8012,14112,19599,12685,9126,18014,6432,6785
173,9896,17281,10060,4916,13864,19707,19227,1180,8802,11494,15510,6931,1503
174,17047,525,19097,1700,7193,18836,6971,5772,1042,5268,3394,5484,4275
175,9220,11923,4482,6107,16200,5319,11093,5143,2273,2848,6202,12865,7136
176,16333,8323,13116,12956,3203,14876,18501,17240,5577,18783,14373,14220,670
177,856,659,18668,11647,8562,19073,14241,3899,14778,2870,7023,12589,15005
178,19955,133,6870,11865,18386,754,11703,14876,13943,16770,4252,10271,459
179,9698,15544,1594,4443,16299,4608,815,7645,10947,1603,7365,10388,17796
180,9992,3883,10274,13704,12608,13228,11301,16223,16684,8392,14939,3895,5747
181,15905,4943,10981,12676,13444,5432,10939,10902,5453,17415,16781,15050,13015
182,19935,11890,16395,8092,18459,5466,1835,2760,16027,16547,6528,4881,9564
183,10487,6303,16492,15087,7158,11730,13525,13201,3954,10292,16650,18568,14862
184,11622,3565,956,15529,16661,11863,9792,17966,17230,4590,14752,18572,7006
185,7907,17065,5579,12887,5905,13834,18922,13418,449,18078,13082,11138,16260
186,9995,3182,9530,14724,14449,14131,16459,19218,14401,9193,10116,1795,3376
187,597,10474,10108,16541,11235,1161,6851,7070,5659,6735,15525,15664,19425
188,745,3632,1747,11260,15789,372,842,14986,11859,19994,17143,19974,2093
189,11598,6801,12053,10286,10060,16174,9527,11473,4823,4631,11648,8037,10585
190,13422,7874,1555,7393,5936,3374,7480,4642,15702,2322,10299,19346,8948
191,7219,15041,14757,10157,8531,2328,3823,15007,3010,1417,10813,5572,9590
192,2009,5289,5456,2700,1328,2330,466,8092,15240,19938,19750,15799,6370
193,9986,2527,13791,5757,19705,14917,4697,18230,16049,5674,17578,4536,7557
194,4465,12109,11542,10439,15895,16423,19031,2605,16564,5309,316,16010,12173
195,9279,19396,15237,15316,8416,4881,4627,2733,6976,442,13823,9170,14972
196,16882,9503,12050,18792,6309,15311,6219,14285,2988,3550,4419,15099,11069
197,13073,7109,13790,1460,3286,6762,821,14770,4623,12685,15360,5751,18925
198,7974,2572,8849,9315,841,3934,8386,12556,3741,14822,3567,11950,2450
199,3362,5908,2049,13752,2394,15186,18791,16575,11430,4400,17576,15559,5312
200,19811,9375,4216,3305,15923,9835,2027,16064,18028,7010,8000,18777,5185
201,12080,16628,3358,10245,4272,6575,10659,13869,12689,4604,4057,6904,8418
202,2373,17249,8519,19099,6458,15699,14518,7337,10730,215,6551,1465,2455
203,4076,5411,15029,1405,11118,129,8393,10523,15407,19332,18024,11845,13988
204,798,13218,12389,15572,10872,9916,7516,14256,17281,18857,6657,12915,816
205,9028,898,3249,10730,8181,4465,16766,6002,6846,6268,3426,17681,4475
206,17942,10634,15705,13459,7711,16629,7986,10087,158,979,17552,2106,2460
207,6208,1034,12165,13240,1736,8641,17237,19138,5524,7519,3557,16640,11255
208,4480,16789,4586,13453,11137,11087,12444,17798,3454,19896,18920,1784,8018
209,18387,8112,5837,9602,115,19233,618,15111,14489,8664,12422,7585,8565
210,18299,6855,1262,982,16836,8316,2590,14053,812,12106,8884,10532,17349
211,18281,13419,9011,4380,15713,8314,15878,12001,19227,13652,17122,19811,1841
212,18194,2100,16256,2472,2023,4211,19054,18558,3270,4236,6567,9974,13449
213,19734,692,17730,13474,11426,716,11854,4313,12661,9147,19183,3909,3197
214,15091,7708,15593,8625,6970,16614,1237,1184,17054,6798,5880,15024,1744
215,10273,13169,245,5451,7687,18192,2831,13395,4269,2823,8315,3814,10293
216,9042,11762,9226,14806,11341,8830,9589,19120,1585,1876,12483,3251,11428
217,9253,9364,4632,5131,11306,17643,5643,5655,14428,15301,14542,7734,3858
218,13341,859,16317,9924,11090,17392,3732,7737,8936,8977,13419,14843,12888
219,11482,3754,6610,2455,2470,1807,228,1410,6287,6045,9214,15235,11091
220,4932,5238,7756,3413,2290,13893,3950,16370,13084,8395,5468,7404,8211
221,15869,18954,4567,5180,7718,10531,16135,13724,12980,12784,14840,4271,17699
222,19606,8602,15497,5521,2917,17626,3742,4486,11811,15525,851,14052,18513
223,3665,5613,16296,17415,1326,17037,14420,10022,13211,16121,18777,15878,2419
224,4446,11615,3094,3785,8265,5288,856,14159,8245,8628,18942,16886,4062
225,17884,2883,158,6432,11690,14821,3559,2027,19289,2911,7646,15278,11150
226,6102,11623,12469,1248,19567,10387,12349,19720,8760,19141,13090,15950,19359
227,15774,2585,8470,8290,13631,2000,3457,13099,19174,15346,12367,5409,5995
228,6890,13603,5752,3853,16107,18546,16373,5836,8495,18396,15089,13356,18776
229,14752,13393,10719,2439,14649,19524,7633,18360,7997,9656,19071,7431,15144
230,7380,7379,8672,1289,15011,13878,1703,19104,19345,7030,14387,15273,6768
231,306,16003,6858,19111,10834,1095,12131,11446,4661,18602,3709,8975,6391
232,685,11873,526,1167,18122,17767,8782,11946,14302,4764,16129,2237,3357
233,14715,8762,9878,9061,7580,3214,1052,7771,6250,11995,10194,7170,16047
234,9847,8428,8588,10433,15817,2597,9263,1358,14882,375,4483,7893,11569
235,6292,8051,2459,7732,4581,14173,15627,9598,9980,8098,6700,7639,8099
236,15854,17837,4800,560,9837,10716,14758,3256,7162,10801,4512,2236,11563
237,19988,5309,1209,7621,7934,16882,12785,8814,8994,15239,911,19243,958
238,8158,347,10808,2838,14274,7660,18056,5707,5489,1226,10183,15457,8311
239,15168,6295,3117,3818,4760,5218,2336,3099,516,12629,14451,926,10129
240,16236,7438,2184,1080,544,3761,11564,16758,13933,6275,10988,1633,8290
241,9513,6877,4345,3281,10278,13058,8570,3605,19134,10408,7343,16452,12977
242,4759,9683,7104,12285,15746,2381,18028,18885,10189,19972,2340,19688,1876
243,876,10050,5828,2390,2818,3183,18289,14258,606,19243,19878,17887,697
244,10222,17728,8550,14275,1846,15837,17351,17447,5660,8243,15612,5575,10087
245,15836,16294,2803,14362,3290,8831,1239,8791,905,11845,7447,15583,7978
246,5739,4024,2908,14756,5644,11704,6704,374,12183,16654,9949,13713,4903
247,8691,16517,11065,1335,10748,7075,10998,1355,13823,19888,6066,4410,7294
248,13627,7825,2413,12777,18433,15568,9514,5446,7364,8470,14125,5066,9649
249,8340,1545,7928,100,19248,1847,5598,12866,8182,9198,3263,11703,17225
250,1162,3911,15762,19526,2299,16817,19823,9606,7387,4031,19974,2510,15128
251,16065,13532,3125,5688,5280,10880,233,764,16903,3665,5734,1160,2962
252,2987,13925,16724,6646,14154,7516,15273,9152,5904,19534,5295,2004,18066
253,5412,2175,4719,9124,19244,13559,8366,3346,11200,4607,7845,4849,10221
254,10492,15509,1404,7383,11977,13007,8712,15077,13619,11222,964,15464,7920
255,15652,14988,11637,11930,5646,5096,2391,11623,2809,514,3713,12742,10452
256,5242,17664,5202,8234,14964,3457,3666,9152,14712,13781,1408,13806,3444
257,2081,13998,3989,4895,3595,13856,1615,10693,2266,6664,14051,13724,12236
258,19575,16239,10727,6253,5919,10288,9590,17196,15178,1871,6179,18261,4562
259,16159,8114,4260,15038,6363,16669,712,4170,16410,724,1208,13935,591
260,9126,15693,9781,4093,7181,11487,19170,12999,9891,17311,13847,8709,4523
261,14633,15082,139,13589,12360,2126,3165,2572,6558,17036,5690,12491,8392
262,11474,18646,11466,11511,6309,15524,11673,8050,12822,551,7714,8149,8208
263,17111,18267,13380,2280,10665,14575,9072,19864,17011,17567,19270,18157,15058
264,18026,10427,10761,4896,14075,14881,6817,9454,8921,19784,12080,885,18411
265,10769,19199,12410,18739,8674,14689,17940,1855,1496,8335,11742,5270,4303
266,7118,18851,4044,7175,17704,9436,3846,11539,12443,11849,4038,13297,12054
267,12679,3574,14582,2083,12627,4885,10758,17245,10375,11720,1571,9851,13670
268,2883,16604,18599,2968,1526,5199,19953,11530,1039,16212,13676,9365,574
269,16520,9047,13944,2318,17695,13220,3172,18573,5215,1352,18666,7878,15248
270,3565,19123,15656,14949,12777,116,14617,16975,728,1131,2534,12969,8515
271,2560,17176,2177,11717,931,17840,2045,5295,6278,3220,4322,603,9220
272,4494,8086,10617,9483,12652,9560,6003,8646,941,6988,591,4086,9113
273,5196,10095,7498,7230,9046,18311,14936,19716,19652,10674,15374,18173,16248
274,5772,9869,11498,10305,264,19817,2609,7828,12837,14981,10523,2923,5353
275,6273,13503,7896,7207,16121,823,1520,634,3595,15374,15441,15522,6987
276,13583,13605,6642,15236,4586,8073,16633,15617,7683,19008,8326,11909,9744
277,562,1583,18838,13327,11779,8029,17109,16256,3291,16783,9563,1078,14069
278,1698,13939,2023,15115,4918,14942,6338,11557,13680,4920,19722,18500,17479
279,10783,3956,18515,13907,16536,17623,4457,9250,10922,4073,2415,15743,12755
280,5154,8488,10639,7369,2426,15204,7234,9571,17667,16361,7984,7077,10569
281,3098,13295,17293,14440,14126,3869,155,10382,849,6224,13651,9091,14479
282,9159,6073,8012,10309,5884,12801,13130,17706,16730,17231,11550,1564,6319
283,18826,10184,16930,9090,13668,12644,17166,3240,14244,1992,10260,7461,2471
284,14772,7268,12071,12222,9079,14757,6583,10434,19683,949,4729,7365,13411
285,10045,9067,18834,3219,15741,13408,5480,6986,2370,5198,19475,14749,1513
286,989,2887,9520,2842,12103,11857,19388,17420,13687,13534,12922,10589,13953
287,3159,5277,5649,8876,267,7185,4234,18885,12617,16953,357,5145,14292
288,15760,17867,10797,4560,10950,7905,822,12603,1703,18939,17395,11816,551
289,2676,19509,5902,2730,5336,15705,10430,16159,3546,7078,202,7879,19587
290,13205,11985,10013,845,8126,2543,3566,11399,3132,3711,3621,16160,14232
291,3360,11429,16478,16145,7984,4927,5569,3238,11366,13235,10299,9180,2653
292,8927,19400,19632,1171,9641,18442,9252,10230,6089,4510,14180,350,6274
293,6472,13377,3621,11540,8197,6062,17558,17880,13431,11384,243,1232,3891
294,4827,16522,1735,16960,3189,19436,8864,7750,18962,1140,10398,4949,18139
295,7219,6021,19196,12181,6188,15362,6558,17546,12969,3478,5174,5411,11978
296,10245,8005,9036,8471,2525,19068,5155,15162,157,13751,5396,19634,8823
297,15775,8399,5353,16211,12394,2144,1921,9387,19465,6003,6800,19339,12725
298,1296,9042,7196,1483,14355,8273,3458,1070,3743,2627,1718,2653,15234
299,17345,8861,13804,10633,7183,16624,12042,16550,2981,2607,16349,693,9044
300,13214,15954,1987,2248,16726,6817,11463,17109,12490,1585,7463,1355,19444
301,12793,10610,4346,19145,138,8780,8135,3272,2708,3619,8501,7680,14438
302,2245,2721,8810,15987,17470,6651,7677,7866,8243,19148,3874,10426,1658
303,16241,16469,4447,19939,2383,5298,16408,18583,1937,19570,12247,11215,4059
304,17121,7859,17690,15359,3402,13732,9712,19773,17378,10671,8637,17932,15607
305,7245,8821,16600,15389,12222,17384,18541,14281,8243,14710,16141,4891,12041
306,11651,4248,475,16636,18086,6875,125,455,2716,17514,18942,19728,10593
307,4119,7241,15616,14963,19954,4763,8463,1889,14067,14643,9645,17726,7187
308,11161,9131,18818,1213,2729,8786,1338,10077,4398,12209,10545,12489,8060
309,851,1870,3586,7460,16231,19500,9520,14266,1140,2948,19804,3387,8648
310,4006,10122,11240,1682,11656,7116,7335,9850,13020,14987,19901,7944,9668
311,3142,2778,2174,7318,17828,18353,14043,3484,7320,770,3388,7615,16600
312,10760,12577,17121,10717,18308,16318,8646,17943,15040,12307,9087,14097,19680
313,10093,17882,1617,17891,4822,4767,7390,16328,5658,14549,4947,14902,16600
314,379,8296,4302,2017,12095,16942,18265,7187,18837,12673,2516,2326,3444
315,6659,1240,1274,1020,12935,853,4264,15706,15678,14221,2645,1314,15889
316,14582,15502,6448,14846,8976,12525,9206,14799,14087,7235,9686,9290,12893
317,7035,10994,12915,16516,17898,12786,9510,19189,14087,2360,16799,797,16105
318,10575,17952,1702,3730,6978,18280,9846,12652,11978,19744,6324,13534,16977
319,9587,16476,3655,6108,4582,1154,4687,13204,8972,16087,9385,14567,14849
320,7095,7019,5659,16869,7130,3553,14948,11037,5251,15628,8887,8988,18887
321,19558,2759,19841,6772,4434,16555,8316,2503,12668,3792,18011,9331,2832
322,13688,8375,19116,3220,6192,1881,13618,16900,6186,7272,14989,7365,19675
323,14426,3162,14593,3095,19641,11187,6196,2373,2184,1379,3791,11636,14722
324,10253,5523,7337,14811,4064,7578,10257,14956,7185,4929,16764,18432,2148
325,3097,7565,2635,4494,16863,16596,8911,13885,18706,18740,11330,9328,6426
326,2723,16026,15907,1539,18156,14642,3058,9168,11251,819,18803,13929,1547
327,6819,4777,10650,4252,147,17202,3419,15449,17387,16556,14581,15815,1198
328,11808,10961,10099,930,1265,5813,1475,2814,16501,5211,1604,3038,19084
329,15414,2415,6892,19424,1278,11782,19946,10355,1408,2377,8610,3340,11641
330,13823,6112,3249,10603,15155,16997,18929,1896,6018,9307,19218,7315,2839
331,3171,8053,9167,7471,6305,12126,16489,602,10853,2275,3633,16785,8672
332,196,7015,15821,9984,1564,12206,18033,823,1625,6165,839,13159,16241
333,4938,3297,16234,15590,11374,16638,14558,3829,15365,2176,14261,13013,17006
334,4882,5642,17317,16876,1502,2127,8906,14851,4868,15173,9128,13652,12419
335,10308,7641,8447,7015,14596,3706,17992,14079,4205,11347,12929,16070,15886
336,18857,2132,19250,2281,8546,7509,8297,6650,18048,9381,18439,4532,4600
337,7535,8593,11993,5473,16230,11475,10266,18080,13766,17326,13310,12129,17331
338,3680,4008,11005,4420,16936,17718,19161,8121,7329,2767,10231,486,6881
339,9490,5415,13691,1062,7641,5446,15414,12423,7807,11775,13461,2847,17574
340,18941,3318,19813,13243,7841,11664,13336,13941,13554,5692,6199,18110,9560
341,15743,1845,18642,7964,13076,16188,17232,8953,16359,17309,9203,2453,10371
342,2957,17792,18148,19923,1427,16843,12228,13808,5996,14260,11073,8232,6282
