"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010"
70,14415,12448,9295,17318,12293,944,1602,19034,13458,3490
71,18658,1137,14132,1079,3277,5736,7840,11208,3688,4862
72,11475,4794,5354,17670,3074,14354,5563,7815,443,619
73,11980,9884,2545,804,1900,13036,19045,13123,13333,19290
74,9760,11022,6881,14938,2357,4462,11318,9839,6379,3783
75,19322,10840,10739,14684,18405,15784,19202,16461,13688,10062
76,17554,12854,1176,14575,16630,7674,10832,4106,2810,690
77,926,3796,1912,7480,18016,10904,8390,11793,14545,222
78,6951,7554,7056,17984,14908,6052,5592,6510,11106,13303
79,17156,805,17460,7802,3475,14236,17375,19965,19908,5283
80,16342,13883,9243,5211,11859,12843,16236,8858,16912,4693
81,6186,7355,11525,12776,1705,12081,3497,6133,15493,4453
82,17206,16972,15634,10557,12313,3219,8816,10042,16021,1746
83,16903,3267,13927,16725,934,1511,18608,5775,8041,19086
84,3394,6731,406,17504,6944,1527,2342,13172,17072,17974
85,16470,10794,873,3319,8524,10747,16885,6724,5968,2247
86,13543,5042,854,8682,12489,6548,11550,12774,16021,19995
87,12597,11333,12949,10884,14658,19685,15420,11058,432,6128
88,13118,11620,12266,1019,8600,673,1338,2330,10813,19098
89,2949,17555,19253,13428,9079,18443,17172,5638,1219,10655
90,18902,9607,7743,18623,18552,4860,6459,14586,2873,6110
91,8361,6165,16102,1020,9164,5832,4393,15397,15477,9945
92,9543,666,5944,2199,7804,7032,13862,10728,4804,9395
93,16176,14004,9730,17868,954,17281,8249,19876,15192,1035
94,7068,122,2564,14730,1111,12420,7779,12162,18257,15960
95,8407,2722,10398,6858,16993,17420,10131,7133,4448,18912
96,8748,776,12343,4822,8731,10916,16029,2651,1299,4768
97,18337,18675,12886,7256,9536,2351,11842,987,7355,1490
98,11009,10358,19974,16933,2573,2232,4501,3045,10934,12605
99,11969,4818,8425,18682,13931,8560,17207,17005,16919,6225
100,931,11283,15331,14345,18906,8636,12020,7896,17191,16527
101,182,6490,797,11835,2413,15633,15724,10055,17940,18341
102,12771,3106,10224,17179,18129,3632,17436,8725,5537,8894
103,11018,18484,13282,2916,7526,11216,5594,19069,12752,6879
104,196,4846,6524,17276,6768,10696,13838,5371,647,787
105,7115,13099,12339,19921,4262,5787,10277,19757,16771,9591
106,8790,17653,8233,10206,11347,19594,11672,13191,17531,14787
107,12082,145,9210,2593,3906,14570,2131,11575,18757,11256
108,10634,11517,17333,19156,676,6923,13120,11798,2621,7429
109,17858,3133,6156,666,4400,14816,9226,5458,17620,12321
110,18706,4836,18026,8600,12386,6602,8133,17428,12798,1931
111,17029,10908,1432,4315,395,16840,4986,19724,1388,18170
112,19542,17529,9124,12476,8264,7577,17883,15747,511,2219
113,2791,13361,17056,8379,13730,655,15962,889,14886,8107
114,19842,6584,16497,14714,13388,14360,2627,7273,8022,16873
115,9558,17144,13053,6634,1822,8406,11449,6356,4025,2883
116,18673,19200,8692,2444,12732,15124,7172,17062,14056,3196
117,18120,5988,14040,10506,2467,2633,16320,7987,702,1189
118,4703,4697,3147,10616,2569,13409,14510,4314,18441,19065
119,16321,8712,12109,15863,6971,8215,3940,17068,12153,1445
120,8762,3910,3849,10178,1568,172,7541,15991,1397,18986
121,15257,15564,6624,2288,16521,18657,5912,8362,2195,8916
122,3048,7658,8175,942,14845,5908,16185,4232,4784,6884
123,5536,9748,15612,16315,3370,1996,12049,16082,14811,1258
124,19238,5300,6719,9713,13589,19931,4265,420,18881,10872
125,7150,17420,8211,9057,4575,5402,5789,11549,2042,9729
126,11061,16752,6794,14834,3573,19378,15682,1543,19371,11905
127,1956,560,13104,7203,19479,13995,5868,1995,7967,12770
128,2687,1456,10126,15433,2054,9341,4179,13142,9470,9069
129,2306,14285,12346,16501,4381,5589,1333,1195,3234,6125
130,19831,12439,10570,1254,8285,7391,12710,2271,10551,14632
131,11437,5428,14121,3482,1059,4285,15849,17392,9967,11519
132,1639,12940,2553,15509,10666,9104,6166,9288,19868,14552
133,3783,5668,1031,14170,13577,10067,11580,11789,4065,7718
134,12458,7273,9325,15081,10950,7915,4898,8136,3688,7181
135,17637,7291,12647,2430,4091,17645,5161,6048,868,855
136,2117,11365,4644,8718,5850,10862,13814,10772,7620,1135
137,12104,10177,4358,18742,17132,14330,12738,17844,12932,5273
138,15889,1544,10519,5361,10884,17560,11149,11818,19563,17505
139,19714,14963,4872,12662,6937,18323,14596,3572,4173,1438
140,5598,13770,3941,5657,9018,9111,4054,11007,7646,3481
141,14463,16516,5413,1252,12375,10698,3207,13045,17405,12748
142,11018,12650,8680,3832,12928,134,14770,12583,12214,14511
143,7944,2826,5299,8401,5528,106,18540,18482,1876,14756
144,5998,12657,17876,13216,9209,3444,5073,18435,19558,11169
145,19744,14547,14906,232,17668,14995,10069,11889,5905,14841
146,18572,15865,7408,4492,18593,14942,7753,4014,5751,14324
147,4203,5954,11959,1435,16996,7763,12783,16513,16894,3573
148,7815,3156,3276,19482,13389,9184,2221,10766,15863,14585
149,2675,7527,13248,12220,5656,9522,3717,5234,14834,14518
150,17146,9561,3079,8693,15991,14726,5693,17252,19666,19068
151,1060,17851,3688,8753,16834,9201,14426,14121,1689,2661
152,19335,7058,17542,6192,8324,889,6023,10786,13767,2803
153,17501,4304,11017,12448,16367,16886,19829,296,18420,10347
154,3628,19099,13760,2094,18007,259,4109,3648,17225,13890
155,18363,2567,15808,17872,8582,10901,10802,783,1039,5831
156,7273,9459,18843,8658,11606,16482,12213,3522,15033,14708
157,6287,19469,12204,10191,6502,11375,12015,17460,7624,7547
158,5742,12571,3975,14397,4124,9363,13785,19055,7588,14911
159,276,8996,5513,17782,4990,4909,18482,14759,12689,18505
160,8362,9052,18695,18118,2483,5390,15449,10258,9766,1553
161,7739,17540,10115,5454,4509,7077,6074,1578,8402,3392
162,1802,17698,9252,9057,1625,9404,2572,6376,18615,10074
163,5858,19647,14454,9668,16869,8412,2120,6734,6932,5237
164,5091,1064,12945,17405,829,14055,5636,10063,9582,3763
165,766,5218,19687,1420,18591,10057,14969,10413,626,9075
166,11934,3506,16242,15710,18071,1751,12237,9607,1129,14312
167,10394,18454,7749,16602,8373,9799,15749,14301,515,17417
168,1371,7986,7383,16655,7689,13731,10081,7575,11225,2117
169,10168,8801,8090,2417,10497,12393,3985,14888,15029,7569
170,5477,2813,12308,1277,18927,7886,17049,10982,13849,11770
171,14974,8451,8446,11776,18482,17323,10081,2213,11435,3813
172,4507,1426,2906,11415,824,14932,6111,11846,4119,953
173,11040,3584,9719,11686,3260,8775,14755,16521,965,9530
174,12884,13063,19977,7266,5551,9372,1750,18569,9130,5921
175,5296,18032,10743,19236,4694,16174,5515,2116,3243,15718
176,17591,12864,19141,5749,10299,6252,16184,13653,6660,3385
177,11786,13542,5207,8265,2472,1798,7271,14020,15515,3697
178,10706,18775,15366,4001,14643,9069,18123,16788,14782,1524
179,11053,3669,6795,801,16514,17789,16299,16830,5913,8860
180,4319,12202,17575,9628,1797,8961,18580,810,19244,764
181,3907,7553,8571,443,5853,16612,6641,1792,10174,8707
182,11490,11174,12564,15637,18147,6943,14875,12597,412,2454
183,6163,750,17496,15343,3521,10516,10297,11848,5814,9231
184,11918,11866,1873,13300,2246,5577,1477,11956,12691,1908
185,9230,10300,18656,8010,1623,4994,15020,15590,16768,15748
186,19999,10792,4187,16591,18557,374,8582,13523,14185,15452
187,11542,11005,14967,7046,5364,18198,3018,4172,13047,5191
188,18862,6722,11151,7384,8399,140,3229,12938,12709,9225
189,4816,17887,11452,13550,6633,12828,18076,14129,12742,3416
190,7518,7447,4375,18101,15649,2116,13064,12556,12470,6434
191,19263,14303,16370,2688,13666,4799,17105,119,15499,19277
192,12148,154,13090,1003,4304,10206,8530,19598,3677,13933
193,1997,13873,15332,1756,13203,2374,12594,3257,2208,3984
194,8410,19184,13371,15947,15214,18168,2551,18175,3998,5585
195,15868,2802,4217,15620,13664,7740,3362,3107,7527,658
196,15301,6156,5958,12647,10017,18817,6947,11254,18630,2923
197,817,12946,17359,4046,11129,8022,15066,1195,16330,6284
198,14453,18385,9286,4183,13378,6695,5775,4181,870,12902
199,8984,18691,6391,16076,15534,12776,2818,2391,6533,16808
200,11063,2620,15610,2937,13136,7280,15444,2123,16037,18267
201,7511,13930,14431,18910,1207,12217,2761,3436,15836,12004
202,18166,3394,8791,14474,5707,5447,1909,3832,16496,5391
203,11345,1107,15104,7220,8193,137,16743,18017,17252,15203
204,14013,8589,12066,10606,3178,11145,145,12121,12379,6473
205,10581,16064,6040,6350,17609,4995,7956,16053,8270,3947
206,3386,6235,7056,18070,9437,3083,9787,18390,8766,18703
207,17259,8713,10292,1216,12867,3408,8372,1413,5410,9403
208,1081,1108,13990,11454,5089,6823,9630,4539,2359,9509
209,10763,12259,8987,6051,369,18510,10072,19797,12302,16370
210,1817,16251,1872,15482,395,14662,8903,18267,19963,11336
211,15190,11909,17388,6223,5905,16453,6367,4309,434,11428
212,19820,2333,1446,16224,18533,3292,19436,3177,10762,14008
213,11950,16480,18277,13748,19038,19064,13330,16977,9688,7505
214,15491,2204,19653,6128,19551,6336,17777,6834,13587,11888
215,14762,14573,3204,17334,6980,400,3472,9072,12168,8323
216,15369,11660,18246,6621,13857,12380,10802,5620,13148,15275
217,14230,6224,18512,14494,4524,16415,8719,13650,18820,5080
218,18404,2615,9989,10282,18025,16064,11307,14423,4806,7426
219,18422,5000,14191,18359,19771,18101,6872,6565,2034,12894
220,17630,10764,12626,19292,15453,9681,14229,4535,15158,515
221,7006,2840,12860,13659,11492,16169,10291,9089,4726,18368
222,14040,2722,12476,13514,13934,4255,11673,4796,6874,19204
223,8828,19900,14042,4812,610,9567,3781,16331,19069,2901
224,4957,6845,19760,8335,10726,8652,12894,9367,18733,12597
225,16666,9582,11952,19026,7367,982,19043,15654,6286,2529
226,19291,6773,9880,1281,17120,1406,4559,16834,267,4874
227,17189,2443,11453,5562,15243,6330,3527,12617,1850,17961
228,5153,16632,18569,10882,13443,16253,8942,5252,12028,4616
229,8508,8031,4050,11835,17156,16987,12770,2221,8232,5333
230,11610,9318,15362,13177,17880,16047,11486,9662,7700,1907
231,3413,5142,1019,6570,17746,19157,4039,19219,12298,12278
232,14627,12828,13766,19898,2524,18943,3258,5196,7975,7421
233,15847,18232,15982,5930,9262,3243,3293,902,11960,6530
234,10982,2384,19898,12779,13603,16998,3646,17888,11343,6176
235,6705,19828,5839,1446,719,2301,4479,2138,13943,17175
236,15909,16742,564,10056,13040,3977,3247,5792,6146,1758
237,9230,13415,13376,6767,15128,5785,193,15332,7884,569
238,19930,16180,19892,4795,4634,8146,14053,6298,18101,9207
239,4722,6128,16724,11705,9684,19180,4066,16267,12197,6333
240,13811,9499,5537,17029,3637,2807,13263,9717,9570,14166
241,6243,12936,2047,4191,4991,12728,15556,10192,3324,971
242,13432,11559,19702,7628,12877,5506,7383,1837,18889,1231
243,6136,19873,17977,8838,8022,3760,3185,19265,9313,3414
244,18605,8466,2302,7169,16529,17942,11444,130,12792,9340
245,2517,6726,9324,6779,14389,7075,699,11314,19406,12016
246,1042,13296,7028,17201,19230,18675,6576,125,1391,701
247,10495,15122,11681,943,7586,209,1605,7314,15232,16635
248,4680,15213,9260,3622,13612,11429,19413,10300,2248,17521
249,13340,18973,12541,18219,17641,10838,9784,8313,17201,16134
250,8315,12587,1043,8123,7741,14424,9618,11309,9870,5884
251,825,7337,2885,12099,3160,8536,4900,10900,16724,9532
252,13426,10760,4869,15649,6120,9812,344,14938,8175,15269
253,17131,4770,18336,7132,6211,3560,15039,17910,5461,900
254,4673,18756,17642,5949,18824,8122,1795,14522,4560,9462
255,16845,13707,17298,6416,18461,10419,3426,6625,3679,14880
256,13978,8486,19124,4305,4886,8358,10399,2647,12092,13083
257,1956,18436,2088,13973,5882,1583,9313,2383,5442,18320
258,10570,5738,2155,13339,11493,5452,10789,5295,19444,9473
259,19534,1031,6339,12147,1789,3986,17874,9134,13476,4789
260,18074,3122,18574,1892,16439,15463,8496,2674,7385,1541
261,5003,10280,19165,10641,8863,15383,2865,4709,16119,11212
262,18313,15523,14431,19379,4420,8279,608,8387,12416,19597
263,9104,11223,9045,3489,14954,17102,9522,7754,14143,14710
264,3611,11219,19093,342,18741,16123,9899,16730,2789,1485
265,10220,17647,2228,15747,19482,6891,9637,15175,12189,4378
266,13686,12365,14930,6902,10170,18693,19579,8011,2528,3017
267,2521,1728,14423,16075,6740,4203,7837,17470,12464,7036
268,7464,10999,1536,8280,2945,16918,4849,13275,7821,13585
269,5233,11508,6161,8213,3453,12538,11668,15926,9323,10501
270,5932,495,15954,13668,3651,1898,10559,5011,6410,1442
271,5641,18566,6270,13108,17576,9823,11648,2220,1807,4413
272,19467,8255,4121,14027,4233,8274,13059,1038,4288,11826
273,19301,7467,2541,16459,12480,935,16308,15064,13961,12941
274,7383,9874,4213,19628,11385,2150,17442,12585,321,4175
275,2700,5341,8671,13548,11478,18919,3694,12627,7283,3593
276,5228,13201,5786,5721,6767,230,1430,18942,996,14335
277,2949,17345,2846,15050,19220,19887,19199,4687,3598,12163
278,18568,1467,13562,15695,8568,12953,3635,1843,5942,10510
279,12598,16779,5981,11764,3831,2146,2785,12108,8412,1132
280,12783,6658,7698,12523,5753,18266,17847,6502,9031,2212
281,14563,6032,2261,7462,15384,7567,7690,8021,6348,674
282,5533,19874,13199,3548,16581,2657,17402,5273,13201,3663
283,494,10253,13789,816,12336,19073,8134,9188,6570,6580
284,629,7094,6852,14684,11258,11863,8855,18442,4809,4742
285,10927,13268,3650,16786,13261,635,9714,5324,9228,3256
286,12915,6666,16579,12894,2746,14190,19668,15412,14690,11324
287,4723,4821,18195,11725,7596,1705,15655,7125,17537,3017
288,19401,13905,8399,17141,1064,15711,4187,2768,4890,8843
289,10285,8339,16922,17128,7925,8342,13283,17509,8466,13038
290,3478,2754,16868,15076,19336,14519,14247,11955,13777,2197
291,6854,6676,1813,14136,1663,12352,16857,15079,11350,4631
292,1036,16730,19822,11376,13112,5415,10772,17455,16832,16701
293,19675,8726,6326,5964,7673,1617,10030,3641,13955,2726
294,11174,13547,5959,17306,9330,5828,16886,9285,9730,3206
295,12268,12494,1457,13518,12246,14747,10900,10651,16940,11213
296,14992,18525,2618,15324,12305,13106,15281,18245,19318,11726
297,14619,13760,11340,9931,1900,12506,18704,3746,10795,5810
298,19008,7133,16873,6899,2519,14694,11487,12882,9634,15541
299,11832,8177,13289,15065,12813,11795,19272,3138,7698,13154
300,9260,17542,11356,6634,6602,12427,18527,17762,19281,1258
301,16265,11676,16473,10092,15268,294,367,17115,229,3441
302,15276,1876,14846,7406,17543,1082,17745,1031,18241,4759
303,7751,3405,16099,1062,3941,14017,10116,17731,1882,7213
304,14501,14491,11564,8172,10315,3030,124,9848,574,2247
305,13233,2204,12661,16184,19510,4444,444,4735,2131,4837
306,18872,6382,14513,10744,12304,6878,7786,16401,16707,5067
307,18335,5284,8364,11279,11343,2903,7645,8313,13188,11666
308,8535,5625,7816,1119,1918,3929,8226,2102,2377,19913
309,9829,10751,17252,2492,5770,14485,12467,17868,6433,2333
310,18304,15341,18394,12716,5070,19302,9710,13320,6485,19707
311,14939,8006,12677,11686,11840,18990,15893,13481,9509,19154
312,13799,5069,15067,7820,7934,19194,5029,6232,19699,18250
313,10964,5148,17789,4449,16816,11044,7583,11433,19310,19440
314,5036,7627,15152,6228,2409,6172,6699,7052,9356,7276
315,8774,18602,12413,17928,13952,19366,18626,16207,18040,2071
316,649,9754,4425,15732,4191,10555,12935,17454,10234,9450
317,6489,7363,8046,8197,4246,18026,6712,1682,418,2521
318,13390,15988,2360,19486,14544,17569,15444,5114,16607,3686
319,6169,14420,19142,147,5796,3650,5569,9009,11766,13277
320,9816,12724,11547,19094,4521,4262,12017,5678,3766,12301
321,12539,14316,7283,10113,12539,6072,4171,9557,14521,2927
322,17274,19790,564,7153,15154,3823,5612,18550,8805,18928
323,19874,6239,18546,7838,2724,16418,18526,8367,16436,3671
324,7090,2642,677,2244,12905,6855,1738,6077,8744,6900
325,7197,3492,1092,1023,7909,16181,17900,6771,10870,11347
326,14328,7215,18500,16004,7452,15315,13518,11377,5117,4652
327,5647,17985,4534,1772,6589,10629,13080,9327,7777,1067
328,10323,19207,2386,8614,2999,17250,10194,19454,14511,9906
329,13042,6824,14922,9349,9564,557,13411,7282,4853,14732
330,11629,3196,4476,12732,689,9331,2023,19251,4917,14805
331,2870,8232,11963,14397,4515,9740,6545,10179,11461,1754
332,14932,4617,16704,18584,14809,825,15483,19631,18958,9115
333,18942,17141,11380,14441,778,11611,19916,4122,1250,8958
334,1694,19799,15160,15483,9145,15774,17799,2925,10082,8576
335,4541,13814,14486,12893,5732,17023,11642,19104,18120,15235
336,11181,13206,12961,1323,2821,17980,19173,16873,6754,900
337,15349,19662,12173,2452,5971,15443,17368,8025,12001,3064
338,16897,8662,8079,9171,16713,13275,1377,7752,15425,769
339,10519,6507,6846,1807,5508,15754,10744,1963,19016,18611
340,10948,2788,8801,126,8199,10452,10530,5982,17967,1995
341,2829,13306,8111,5505,4846,1853,3649,13397,15486,17530
342,3875,17948,13658,15137,3610,18850,6082,10045,2413,17359
343,2147,10064,2658,10923,14298,11320,1731,14766,7457,16666
344,8969,8676,4517,6525,17042,2382,3685,11627,18808,3131
345,18070,16008,12090,3433,6961,12738,11222,7818,18348,7155
346,17766,3962,8806,1926,9911,6381,598,18494,3412,17462
347,16973,18457,12420,4708,9806,5462,13793,9680,4565,1038
348,6337,16463,16389,11750,11553,9464,2405,12745,10373,16775
349,15654,640,15870,14482,17361,19605,10408,4703,10243,10308
350,7256,16822,13150,2642,3584,19963,15869,940,19051,14787
351,19821,16536,2098,16234,11219,18126,12971,8170,1042,19303
352,12322,17525,18069,18621,19070,1192,13208,16426,5006,3647
353,7244,6970,12570,114,16558,7383,17458,5011,16225,14346
354,12368,2813,4186,1854,3371,993,3954,10103,3687,5114
355,4520,19314,3651,7860,18943,17340,6650,12152,16546,1952
356,6401,181,12826,9155,4671,8389,3410,3817,9697,18609
357,12922,12304,12911,1740,11794,13484,6473,2512,7435,1100
358,11423,5396,3016,3355,9090,14650,13261,12670,5399,5994
359,2165,17715,4500,4605,812,10878,1179,6053,17205,1959
360,17192,9896,15673,11324,17802,18668,189,8709,3958,19377
361,588,11035,2625,1140,12874,8561,5550,13337,9498,702
362,10307,8803,14829,495,14498,8912,13747,19896,17970,15903
363,9551,17292,11809,18807,15674,11091,8730,16645,2333,6562
364,17584,8656,16481,13627,360,17081,19292,9309,4248,10223
365,4319,17665,16920,12292,9291,7505,18513,7116,6677,12273
366,2590,6711,18890,17046,14755,5539,16743,11302,16772,15597
367,8936,195,14410,8782,9229,8979,7137,6372,3266,16417
368,4503,3733,3831,17362,16958,14012,11258,15357,5892,11789
369,13015,18604,18317,10313,9510,9023,2542,8434,9899,12587
370,8645,16979,6708,14059,15678,19134,14371,6527,6527,13013
371,1476,18185,13835,14767,4279,9521,7616,1697,17392,13304
372,15077,4048,18190,6938,10466,16281,12560,646,1995,4710
373,9768,14771,13361,19267,8930,18891,11330,11460,4455,1526
374,8547,16126,10507,1584,4788,2860,17620,1233,17355,180
375,4365,9538,279,16436,10436,2528,11637,6406,8381,12176
376,427,17135,14109,13684,2150,18677,13079,7870,17080,1489
377,709,3787,13753,15392,323,17887,15258,14234,4949,6018
378,13327,6166,14053,14744,6271,3505,13447,18660,12606,10751
379,1575,13305,8029,9253,16756,1479,6817,2123,4551,12390
380,19571,10794,17797,19711,15785,12088,12467,8220,10641,15721
381,15038,10946,8405,1009,19314,2433,6030,3720,8713,5944
382,14651,9255,17956,5134,2723,7813,5593,8962,16134,3454
383,3727,9070,6166,9037,16967,1689,13705,15235,18321,2809
384,2415,14646,9603,16161,2437,8071,19692,14150,7202,17868
385,2558,7805,15351,3181,433,9228,1250,16286,18359,11817
386,4572,4949,5657,10054,16526,17643,11746,14541,15819,7180
387,6826,15138,1523,7470,10492,19978,19845,10710,2632,14273
388,14973,9818,9167,1637,7138,18090,407,4261,13914,17174
389,6938,10525,12342,19346,8584,9064,7022,14024,18648,305
390,501,3118,13693,2710,9093,12251,13100,14709,17033,869
391,9860,13504,6669,12471,16205,14492,17144,5504,8509,8697
392,1601,18401,10275,527,14999,7606,972,5094,17198,18608
393,17723,12962,14263,4864,5407,150,6866,11147,5563,17312
394,17779,10762,19035,307,12732,8079,13421,11277,6741,292
395,17022,6850,16434,8546,14283,1586,17207,11657,390,3528
396,8614,14164,9428,13303,5420,5576,595,3201,6399,19300
397,9384,18058,14546,2638,9636,12957,19072,5717,263,12813
398,14385,17045,2095,6760,2424,15046,11433,8850,10283,15791
399,14038,11596,15616,874,9255,14441,8337,15527,8856,9320
400,13808,1887,7992,3763,6736,5677,18785,1304,6758,6944
401,12975,6058,10125,3138,18666,7927,18164,16500,3473,14073
402,9263,11941,14697,5691,7071,8368,9061,6858,7324,5031
403,8262,16008,16523,5462,4636,6011,13888,8458,12851,14490
404,3802,17290,13269,4704,7860,16589,9368,934,7850,14141
405,18053,9612,2988,16222,705,6838,15862,8882,15335,1979
406,17882,3251,12391,16264,672,4862,1933,19454,8998,14883
407,17155,13222,9711,17785,10816,12315,18766,15687,10232,2176
408,13203,6261,3446,19352,19444,13618,12646,7512,6265,8838
409,13953,7128,17066,12705,1602,3571,16765,1928,10779,18306
410,13458,10561,330,11136,5732,6423,13116,8862,13214,5279
411,15807,14090,13404,7078,3636,14836,3205,13062,6297,2124
412,17847,5078,11140,17734,7373,6344,14265,7665,16260,9644
413,9259,5222,9389,2887,17532,12276,13745,14588,3213,654
414,17716,8865,17392,7506,5627,9937,13752,8029,6194,11828
415,15154,13400,13358,803,6125,10207,14781,15040,12446,18611
416,11190,19904,3051,13743,17949,13829,4646,7863,2158,3304
417,1481,16885,7569,17026,11553,9659,7346,7057,7853,19307
418,13336,7241,7041,9710,18598,7585,13114,7569,4919,1192
419,18615,2830,920,3268,17273,5726,2778,12973,17047,18171
420,3005,1209,9375,3921,18186,1852,6688,7067,12643,9778
421,10532,2471,6612,10134,12677,3790,6881,7657,17466,19483
422,16111,415,17373,2098,5283,18286,18477,7488,2086,18225
423,11270,4277,4184,15426,5963,3163,18754,5519,8033,3772
424,15217,867,7126,4525,10124,17713,17652,4255,18279,13786
425,14785,7096,9651,8529,11735,1571,3563,13988,3133,434
426,3485,18584,18934,5358,19082,2848,19552,13410,2176,6368
427,8879,3483,2591,9970,397,18066,11358,17913,12533,12145
428,12536,10976,19984,18972,17292,11284,12642,8431,15630,10217
429,10388,7535,15826,2047,1485,4526,6216,16256,6368,10296
430,9559,19262,682,12385,2163,7213,15375,6693,7829,4261
431,4327,5700,12682,6507,6401,5816,14728,8016,4422,9856
432,17369,17241,10999,11226,9855,12158,3866,18728,3660,8486
433,14192,13511,13168,10603,13956,5276,7399,4199,19481,19310
434,12046,7467,11614,307,9766,6789,17151,3091,19416,11452
435,8015,6205,14587,18988,5955,10888,5575,16305,12020,10651
436,2330,2688,7810,4435,10386,12587,19906,5319,9739,1627
437,18783,14435,2820,8012,15783,5765,6824,12858,10877,16661
438,4487,3131,9157,13121,10580,9908,5795,12321,11365,15318
439,9878,15970,17116,12098,6551,12294,4358,15782,19442,12188
440,11892,5305,7969,12561,14919,15876,15737,8066,9507,16721
