"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013"
171,4376,6590,863,2712,18858,19668,3106,4369,2860,2409,10712,12366,2699
172,9570,2425,5082,8912,17427,495,8928,1254,14447,1119,18874,5575,9102
173,2975,11581,18653,12546,9608,6793,13348,907,8337,19230,787,16883,7383
174,10832,3149,7143,8126,183,14751,215,9056,7342,9930,14110,12015,15921
175,7037,13152,13691,12250,14352,14758,8753,14690,11701,6759,18111,12030,9084
176,19474,16262,1015,6055,18297,14753,8238,2862,7194,14076,18349,12721,8476
177,13123,5997,11108,10638,5395,10486,14683,18743,12201,4870,17263,11376,13214
178,1232,7866,5402,14542,8762,3243,8491,13257,14030,2979,4285,6826,4504
179,15005,9845,10907,3663,11461,13121,8976,10490,12844,6409,2336,11213,7554
180,11310,13212,11496,3983,13863,17549,3257,5370,5277,7136,6559,13463,18786
181,980,5096,16401,19176,4260,4295,11618,19036,16091,17023,19527,9619,19922
182,12733,11669,827,3401,14162,538,10318,14003,3778,19577,2397,1053,8248
183,13859,1063,240,14880,19441,8550,4554,16021,5074,19163,9889,4030,459
184,19899,15883,13182,1603,12499,851,9788,16485,1592,9615,17676,19484,16000
185,12291,7513,1918,17222,13450,13177,4438,9827,17523,111,19259,15409,16680
186,9650,9951,16669,10622,6076,17428,902,9638,5143,15623,270,11172,1882
187,3414,10151,614,7739,19613,289,2595,19043,17024,2006,15500,5555,13814
188,9329,19962,2135,8304,11766,2890,14308,1756,15161,5926,17588,457,7923
189,2851,19548,1394,1423,1079,1356,19215,13519,17172,8868,13872,12273,2554
190,19022,11699,2524,14319,10631,10840,2894,19697,9213,13422,8179,9238,8084
191,8402,3378,12355,11564,1896,14912,15849,9948,11726,7485,8924,2770,12303
192,2634,4913,15941,2491,13808,1912,10817,1318,14508,8723,18081,13221,18099
193,3791,14586,10602,7370,15111,12648,13508,11603,18909,8654,1345,3568,9655
194,11013,10125,473,5067,2742,16174,14901,3539,6676,15167,17242,17439,12340
195,12399,3287,3778,8436,10833,19276,9629,6278,13092,19747,13865,1174,2147
196,13343,13454,7997,18237,10411,9471,9418,8814,5326,8829,3281,5790,17271
197,4871,10388,11818,6406,5047,14978,8955,9321,3223,15538,5932,16853,1059
198,14199,8766,15467,9030,13853,11709,5477,16669,17780,654,3118,8338,3266
199,16572,17214,4484,15647,7829,15325,8169,13839,8623,14299,18333,11703,17133
200,18754,10036,154,14671,6105,17131,5620,15874,3217,3189,14787,16166,12989
201,14652,12596,9547,15655,11188,15935,16574,11024,12723,15785,14827,16014,15470
202,4969,11828,7461,13842,12611,16042,6187,15794,18926,9921,7195,7790,5472
203,4194,2187,10903,12436,19025,16675,12940,13657,17723,17194,16701,3542,11732
204,1659,13556,4431,18081,5869,15026,9484,3409,18073,5001,8773,11417,8282
205,14964,8221,18759,7807,106,1986,4146,19808,1341,17272,4077,13423,3454
206,13311,4022,6783,312,17755,7107,10240,13678,12066,5560,17221,18966,8976
207,8885,17918,2906,2001,2719,17635,10838,19951,14260,17737,11441,9636,17883
208,11697,11835,1828,13485,18063,7014,10580,14564,12517,10792,3053,16050,2295
209,19121,6447,744,19161,14918,3454,4446,15482,3231,5341,18107,7454,13850
210,11331,6448,13364,4345,18733,18724,18045,15729,9174,4076,5576,4322,17798
211,8166,16506,3675,17283,3361,16892,10992,11065,10251,4739,8380,13999,10735
212,11109,14988,18061,3661,1262,19760,3961,9217,6144,9304,12899,9625,117
213,4244,13180,19343,9927,10673,5215,569,10408,4297,10231,4536,13020,6796
214,3382,5860,11576,2037,10038,10131,2666,14056,8621,18763,6946,4471,6685
215,12332,10992,17750,11078,13333,8389,408,5251,16113,18879,14618,597,6518
216,17277,11822,19255,14142,9227,13881,12392,19929,15334,11349,2778,2097,17463
217,9105,5208,14649,19975,9472,6323,1994,11876,1002,5858,3932,1725,18819
218,19857,19530,16105,15412,15122,11286,17239,403,16605,11923,9913,14529,19378
219,5137,17881,3134,719,1249,16377,6258,6027,468,13123,17029,8036,391
220,2561,11521,15810,2836,15498,5840,6035,15262,2974,18203,14032,14271,7081
221,6462,1735,11593,643,8031,3428,6493,7140,4802,5714,15727,440,6881
222,7972,10522,2874,19131,11733,2209,17741,13982,14774,8076,10270,13305,4936
223,5577,17493,10538,17432,13805,1690,2586,10153,8955,10863,7039,1560,10326
224,5258,12029,9419,3591,9416,19443,3689,1950,11153,3013,8582,10618,14458
225,16673,5491,11955,10880,15817,14129,7223,17708,609,1775,14006,8921,14425
226,5429,15254,6407,12089,3920,6665,2978,6835,18818,7790,15481,8401,15908
227,5418,4776,770,12606,3630,4464,3956,10365,14086,8531,6473,372,17268
228,5992,5784,2260,10727,15399,5230,4214,8044,9072,10860,18820,5144,19745
229,6795,1067,14296,18431,2170,13172,12722,4575,18039,16671,14361,18759,15052
230,18103,2149,16060,3844,11715,7824,11943,14097,15901,10654,14847,13292,681
231,16968,13479,14690,6335,9098,2135,9480,12549,3499,1305,6866,3966,10763
232,8780,11147,6573,3387,1250,19597,3838,4105,19393,10744,13276,8212,2652
233,6391,4579,2325,5769,5773,13965,6779,9292,12756,13518,16748,8774,16861
234,14652,11400,7418,10309,16804,8338,10798,14239,18252,3249,11980,18343,15517
235,13140,7092,15681,6520,1647,13620,7995,14109,3352,16399,15339,5222,12602
236,12901,6203,17555,8840,2762,6339,1954,4227,11985,11217,15521,6265,16085
237,6123,18395,19864,12685,8540,10280,11422,16324,16556,11558,9206,677,12855
238,18776,18964,15212,7598,15913,9784,14676,2205,13808,12385,18908,18542,11676
239,13165,12235,1677,6855,6267,9961,7127,6480,7588,19572,2912,539,8088
240,3897,17160,18705,19049,16544,6944,19474,3017,6941,796,7253,4217,18649
241,3269,19404,19989,4074,19282,7415,17232,17610,2385,4008,9768,6693,10114
242,12509,14840,10605,14113,19649,8641,6828,11553,17592,15513,6683,6543,18425
243,9566,14630,19628,18176,19102,1550,16132,1025,4735,14012,13645,3463,4626
244,1605,3762,15960,3453,9458,14610,13046,8144,4834,9111,14417,3215,11319
245,1604,6561,19842,2396,9724,5673,16531,6058,2551,17988,4490,4139,10928
246,13752,8301,7248,14081,7479,10455,4411,2850,19243,5905,18827,1922,3195
247,13049,19372,5316,4049,624,14642,11387,10863,17951,277,928,7545,14360
248,14429,912,5226,10346,17092,10682,5363,11606,18262,5500,3357,8547,18383
249,19675,12534,12577,8736,11183,18219,19938,5566,11583,13650,18278,15365,5328
250,17718,14638,14935,1496,7249,2788,5067,18059,13181,5116,1777,4215,4774
251,8948,6856,19118,16962,15557,19921,13822,8407,931,9233,14246,5108,352
252,3771,8578,18917,17987,11361,1381,4517,4893,5976,8985,10117,13074,14344
253,11684,2659,12838,11911,13276,4866,7042,12253,12506,11546,13537,13788,8526
254,16648,16369,513,15342,4956,11634,16514,9605,3157,13069,4676,10236,16505
255,4656,16804,3882,14984,19239,3055,19506,4902,13375,7233,19145,10552,14536
256,11487,2965,13731,7932,16218,1006,17480,14638,14064,19533,18551,1715,17449
257,11693,11692,19209,16571,11919,11201,11449,12427,10810,3222,8060,2110,14548
258,2757,9835,7673,10622,13202,9105,19121,8339,19434,6975,885,2440,12035
259,2091,1081,2750,13294,4613,17191,4607,15659,19673,13433,14106,16589,4312
260,2586,454,1563,9348,1657,5128,4211,18982,11285,12320,11228,1308,16968
261,19008,7049,4299,14557,15029,18800,7654,3629,14276,9438,16589,7208,1287
262,6522,11336,6206,10095,7163,16396,3860,13453,8165,1021,15850,19450,11672
263,521,1830,15490,11748,2887,15589,5796,8012,3517,9265,13529,18358,2808
264,11423,2161,12664,18843,5220,9492,13276,15942,649,3705,18288,11366,17034
265,10879,8181,16805,4880,11580,14620,10910,7013,5862,4318,7202,12568,12620
266,2807,522,19616,15920,15418,19719,14812,12429,5132,19292,5362,4131,14301
267,8252,14044,7567,10108,19415,9383,19892,15373,18434,3534,2131,18745,19623
268,6567,1720,881,17440,1323,12044,13089,4239,9700,1898,12136,9644,14092
269,12377,4529,2328,1561,14541,19245,14338,10731,10888,1801,18143,5035,3483
270,5943,12771,1356,13337,8804,10133,8653,16155,8250,8202,16463,18033,5354
271,11558,11650,17983,10929,17714,7932,19211,6237,4132,9039,18898,14513,15504
272,10868,1488,17087,19953,10255,8335,17533,9411,14447,18762,11634,9615,5411
273,874,13602,6058,7731,7528,6311,1009,14314,7928,7337,4166,11132,10928
274,5238,2278,12934,3773,612,17181,17731,10258,19046,627,12296,5778,8158
275,7093,19079,19771,14453,6917,9211,667,19592,6712,15323,14952,7175,14308
276,19526,19776,10216,3882,876,11291,17020,14034,9400,19153,2987,1127,10080
277,16213,6033,6375,13661,11369,2475,10222,11689,13766,14423,15495,17612,16010
278,7346,18713,5200,12100,12419,6119,6947,8485,112,3973,4179,207,12994
279,6863,9884,186,18999,14436,13233,1501,12979,15793,19228,12308,18562,6502
280,12604,1239,6486,16370,15071,15757,2695,17503,1238,3318,10753,2200,13653
281,13153,12875,14324,9354,5834,3496,19391,15377,2229,5431,17396,12672,9660
282,1426,1504,8763,9442,18619,5950,3884,18017,1702,4671,19362,5652,9442
283,3199,19062,1959,4835,15880,1485,16377,13501,6062,6032,16767,13496,17171
284,8434,1719,14696,12082,2018,10252,9905,5568,4773,1459,10979,8281,17842
285,11036,14983,11087,7815,11295,3933,15156,16372,15037,12241,19572,16484,19683
286,9035,3760,5661,9887,991,15003,2019,673,1114,16705,3743,4036,9747
287,14945,5284,18314,5932,7445,9743,16616,16849,15890,19049,15169,15508,9984
288,4099,14400,4092,3773,12885,15545,10283,13789,4196,7771,14849,1893,4746
289,5858,1614,11626,6870,3054,13896,2949,19288,1295,9455,14910,18244,11059
290,6118,7136,19993,12883,8782,13254,8304,18074,3036,11805,2151,19749,18574
291,6412,14206,9852,4023,18275,3155,6444,13610,183,1086,18683,10495,11734
292,18924,8026,18810,4829,17049,13359,15197,8862,8099,12346,2795,7614,9769
293,2667,16819,11950,15770,17922,12474,10707,1690,7943,5708,19790,11837,10306
294,19083,16419,8274,9345,18462,3476,1008,5056,8048,1144,6595,10218,19373
295,17976,13499,18184,6133,16239,11616,19610,19741,9442,13865,8744,6992,8862
296,255,5098,12885,12810,17083,6253,17732,14131,9926,16966,5387,18540,18242
297,18459,1816,15400,716,16747,7832,3995,18980,11646,15812,11671,14231,14499
298,283,14442,13491,2077,19118,7383,12650,11333,7640,11442,14467,11904,7038
299,9083,13441,19211,13958,8483,8229,9229,10675,6419,3729,1305,3761,12971
300,1441,19876,19524,19506,7795,5180,2228,14409,14149,4312,281,9987,11678
301,3573,9983,19908,1053,4732,11043,771,4125,17117,16176,5133,1607,4542
302,853,970,8227,18537,1738,3467,19213,16147,17341,4588,18209,3732,11891
303,11748,15045,10298,12331,18204,9153,637,16390,16936,15793,3071,7762,19063
304,13245,13501,18552,11879,16676,6765,14101,1891,4633,1910,6753,3916,10942
305,9923,13652,4401,6010,2273,12443,15131,11808,17501,7844,4815,9187,8202
306,12639,15788,5418,9379,9053,17437,14595,10253,7259,5504,8591,3849,11009
307,15169,15753,811,6648,1746,18586,17323,16242,635,15232,12185,9283,2739
308,1592,8986,17450,13216,13786,7949,1507,9874,6758,15347,11009,874,19606
309,5469,18114,1649,11295,4673,7408,3663,11700,7588,1708,1395,4417,14561
310,19290,5232,921,647,11338,14024,13276,5320,16183,467,17580,17200,3392
311,11546,2213,16370,19661,11961,9126,9685,16547,3873,14445,11724,14083,1230
312,18407,3711,18699,14651,9083,4534,6370,8804,6702,2734,7242,4332,8193
313,3227,19583,3284,17322,17330,15198,13874,14922,7264,19995,18481,19554,18772
314,13523,16404,15333,16642,3772,11543,16669,11330,6087,362,8069,2498,5398
315,11733,11053,3072,15750,1017,10543,10917,12303,19883,4694,10355,6668,16262
316,1811,10810,6320,14183,7336,6170,5739,5573,19954,16127,10502,9615,9908
317,8432,2705,18507,3979,16050,17146,4161,16204,3790,9538,12614,5576,18900
318,17975,17729,17746,2153,6826,8841,12725,14082,12208,1684,11368,3849,11567
319,10406,10030,6123,14689,13989,14849,13828,18711,9816,16035,13048,10980,13273
320,12431,12487,7112,2176,4873,14776,18969,19895,18859,2234,1884,9238,12625
321,7147,10763,6112,3728,15361,12664,19233,17426,8814,9979,17986,8087,6636
322,15141,6614,896,17221,15106,2133,15022,12757,2228,12756,13134,17263,6704
323,113,15906,19191,9613,11172,11419,18800,4331,14472,7009,17339,12284,8816
324,16499,3778,16596,13467,11165,4163,764,17852,19874,15787,8939,13528,4458
325,10429,17843,15366,19031,12949,8740,8384,15602,11244,18492,13251,9846,2331
326,17195,7452,10766,2838,4629,7371,11931,5240,8969,4979,9363,1172,16302
327,6480,17048,1103,9006,10386,3544,5240,16927,15001,13076,4202,4967,769
328,12939,6448,14903,10407,6187,9486,15483,3925,8460,14274,7525,8971,10948
329,3019,15483,3396,197,13606,17164,2032,8068,1900,9770,8667,19245,17618
330,13098,14067,6550,19087,17896,19762,9542,9077,2928,9364,16297,10455,13419
331,3133,14666,16309,6467,10598,11712,3154,15108,1187,2945,13838,1086,4013
332,3756,8359,19645,11531,5141,6284,10133,5835,14566,2850,12311,17753,15880
333,17285,2920,7872,2092,9335,6101,1704,14466,3041,17590,10438,15016,11291
334,19983,4457,11188,3019,15572,4106,7796,4669,10580,1944,5752,9760,804
335,5861,5323,16387,12884,14275,9950,18821,12408,350,15598,13255,12307,13519
336,4160,13901,12590,17210,5846,16186,4568,503,5131,927,17230,7166,2085
337,17874,4388,3967,2190,2667,13263,17109,19089,16922,5202,15885,13530,2094
338,14021,1267,14461,3837,6745,2264,19009,2248,8114,17269,17619,11982,9643
339,15291,16966,5132,6886,4398,6076,14519,12215,14355,8147,14252,15708,17079
340,10575,17290,16358,12748,629,1226,3869,18339,12219,1417,19903,5401,3608
341,7427,5686,14473,14892,8673,13657,4372,1561,10564,16192,17886,19757,3836
342,11969,7308,7060,8154,7570,3803,15294,19456,16040,11272,3273,404,6444
343,12593,1723,1432,10662,11022,8766,194,17151,10061,13774,257,14459,7612
