"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018","sim_019"
19,15619,18232,14927,16403,15700,526,18336,7608,18634,8175,9366,13495,9775,8152,16972,341,6551,10165,16458
20,5032,19716,12050,17334,2829,1771,16704,6631,11780,9140,11464,13865,13087,14203,2035,16399,4531,18767,13994
21,8596,18953,11876,8000,1614,7649,2224,1293,6169,4226,5311,9594,3929,17577,13467,11088,6646,3419,11871
22,16567,12104,7391,18788,10114,2088,6619,19616,12655,13826,15812,12759,7913,12011,18464,2558,8400,1893,11045
23,12047,4627,3959,15592,14607,14585,12674,7428,10584,7839,14499,10224,5946,10779,12587,8806,14000,19178,16393
24,14202,3096,16591,13586,733,4178,13206,15492,13397,9429,1572,9327,16407,18378,8005,16348,13234,1853,4214
25,17273,19303,18555,16365,7753,19156,205,19704,17425,14223,9400,6369,10867,6206,17107,19031,1848,15067,926
26,11494,19441,18798,19420,19680,1829,4972,3533,18423,16117,3774,18887,10554,11372,11099,7395,13120,4114,10549
27,1547,18513,9909,10232,15353,10949,10277,12996,3362,9169,5297,7579,8213,13396,4622,2692,5301,19565,17587
28,17384,12560,4372,16137,3065,14548,8196,17240,3504,12150,17015,13951,9057,8365,5211,18406,1707,1822,16694
29,12697,18865,18551,18641,14688,4629,6752,3370,9933,2167,11337,17170,13865,16427,1987,2742,3895,19251,16252
30,17182,5894,9626,18195,2390,18821,3985,13518,9812,4841,3777,6376,9011,16324,16534,19292,8033,10374,617
31,11208,1967,10731,9090,19712,6343,10447,3918,5124,4814,13414,18562,5297,11665,19187,3773,11977,18782,3884
32,7229,6654,11669,5290,8901,1332,12299,13446,10304,11152,6161,4552,14338,17526,2820,19930,4607,453,9976
33,18086,7531,8267,8603,9754,19026,12447,8843,19657,11081,9019,2413,18891,11552,7974,16159,14729,12924,6919
34,9967,9158,15956,12412,16583,14757,12242,8429,2068,2744,12796,12980,14562,6113,15969,17503,5751,14166,14798
35,10327,14008,9268,18435,7926,13226,3106,12092,7342,3497,2045,4884,3925,8167,13322,2581,3390,11119,19574
36,8363,4493,1003,18472,9556,9212,5911,3588,3342,12325,13822,10214,9002,118,6182,18737,17162,2465,9605
37,6731,6585,15005,4977,2768,7837,19320,12196,15268,16678,4122,4187,16373,5794,14744,8635,12611,3772,739
38,737,15329,2172,7824,8486,16618,6724,6666,15053,6327,18485,2819,14112,15670,7008,18241,13017,9780,9723
39,15528,13266,1436,4152,3118,9902,5028,19451,15375,16670,16818,2567,2260,11673,2016,17321,8692,8126,19266
40,1711,4995,10949,12861,6204,1965,4157,13358,18819,1139,15586,3831,342,12381,6227,1631,5768,6217,19941
41,17650,13608,11826,16955,10496,6204,14547,10913,11902,1309,14632,9738,9214,16580,4353,15750,5046,11612,298
42,18372,14478,2461,4563,589,7476,8895,5081,1093,4314,2070,10550,10627,3157,9566,10676,11470,13091,15979
43,14869,17562,6362,10151,3935,9313,15004,18798,11796,18694,13218,997,19688,18044,11969,5940,16159,13232,19223
44,8423,13623,6569,8167,12106,9059,7047,3150,6863,6534,18593,14175,11068,17143,5226,19270,3077,743,881
45,8791,6768,7996,2736,17217,8144,3737,11302,9002,13923,4778,3763,10169,8500,1269,18433,7733,994,6845
46,13837,1214,6410,9518,11558,6145,11309,5316,14206,17080,18383,10864,14005,9945,15187,18966,9557,2410,3781
47,12966,7597,1385,9166,7433,10342,10016,16155,14505,14904,13638,5049,2935,13538,4203,4822,11996,3980,2089
48,18870,1533,12995,7716,13882,13541,769,14924,18135,7831,10906,6290,16413,2907,1785,15009,17344,12455,9123
49,19344,498,3752,3053,10802,7092,16444,10678,11089,2099,12094,5497,15042,1619,13329,875,17438,19355,16957
50,10569,17111,18511,16059,13772,1159,8169,18152,19618,12548,19705,6030,4717,10012,7906,13472,5934,17046,8282
51,2060,6088,8684,11876,18868,2603,6912,12418,6558,883,19158,3247,10956,10928,16436,10711,2980,8296,8781
52,11821,2579,15585,10176,18433,10769,9413,13076,1639,1135,7203,7789,3349,15516,8647,10613,2847,3979,4173
53,16743,385,18192,10934,11152,9371,9939,14094,19448,18676,10799,6555,14969,12253,2405,1179,15176,7822,14922
54,1622,7477,11500,15249,1985,6483,15327,7497,8574,18925,7859,11647,1384,17021,16081,13378,3225,19026,7988
55,1802,19848,17350,19914,16890,6036,16894,2283,7837,1473,15476,14921,15215,13214,6928,459,6112,8594,15145
56,3771,19381,2203,13043,18539,11699,6771,672,6149,6770,3907,19378,12028,14602,7498,14948,11092,13241,12227
57,13424,15228,3130,4141,10330,11683,3634,17238,1953,1912,6433,10025,17515,11036,2477,15720,14042,4428,12044
58,14226,1734,10490,8781,16479,3899,7063,337,7564,16408,6372,740,14559,7776,11083,6533,11606,7927,17740
59,13624,5012,796,5718,11643,2967,8482,5441,4075,12990,8397,7504,15114,1395,17653,15357,11148,16109,15750
60,10445,604,7745,14389,15426,8046,1931,10498,8070,16035,9133,3674,15025,12936,18306,10451,11690,11549,16280
61,2767,5141,17635,7438,13976,2978,15537,4709,7987,11934,14031,6883,14751,18318,4687,11967,6908,9330,5670
62,2449,3764,16462,3585,2069,10395,18676,16928,3770,4174,8623,1597,11112,2167,3848,4601,10840,15019,10875
63,15809,3533,11660,15747,19396,8009,4604,7259,14901,5028,18609,3349,11176,1395,8836,13569,14807,17240,18893
64,6656,4316,5150,6873,414,16513,8451,16837,388,1799,8158,19945,5374,14267,8823,14809,7957,14598,18203
65,933,11927,11361,776,11439,7217,8087,5688,10038,18577,3610,12029,18760,7842,16956,10161,12734,7334,18764
66,6397,17013,15884,1547,11269,7009,6729,8773,14018,8443,7225,8898,13799,292,5175,6191,13124,13483,12125
67,15801,1685,13594,5846,3151,19836,17684,15836,3697,522,16825,3085,16412,8671,4238,11172,6996,12173,15890
68,3727,11774,19605,15284,9508,8206,15072,4986,3938,2225,18943,6935,15518,1345,3242,13891,14808,12100,5254
69,3094,1588,15897,14348,1447,3311,6141,16802,14159,11053,9539,8653,7404,7743,2311,18479,10912,9761,19232
70,3747,1549,5653,7376,7303,2283,5415,3472,17738,2124,2493,17562,12130,11302,18461,8955,4700,7256,8414
71,7909,10153,18588,19862,2508,12108,5972,8382,17537,15937,262,12143,6487,10086,12446,2241,18369,9080,15591
72,570,886,14112,7713,2155,19460,2264,3979,3269,1340,12570,1831,5671,19263,12274,17100,5811,16353,1027
73,4185,4140,17006,15810,17225,7961,13915,11354,6037,1530,4031,5987,10126,7699,9686,13841,10823,14346,8345
74,3871,11755,13886,8198,10790,11881,19892,2552,14333,917,6963,14760,5168,14257,2163,13841,16967,3871,12542
75,3702,16821,7042,19348,9660,12880,13090,10210,17543,13440,9415,18162,1715,10341,10354,12891,4747,9197,7430
76,8330,14780,15290,10828,11388,4862,7389,14393,12998,16196,13587,17042,15265,13666,2670,15935,5292,4974,2937
77,18550,13938,19968,229,10196,13412,16538,7693,6797,19505,3449,12138,16519,11187,19011,15100,18597,19964,11423
78,8204,10015,13880,2075,12632,8677,2417,16212,7209,487,11684,7523,16991,10470,14307,2216,18313,13084,7453
79,18867,6340,1639,8628,1780,15212,16153,15339,1112,18225,10967,19095,2657,5101,19041,14925,2525,18403,14441
80,4871,10310,14191,18700,14497,15846,11148,315,13455,10093,19603,10366,8950,451,11071,11453,16419,12152,308
81,13758,8986,19004,7547,3200,11292,1016,6089,4590,6299,12159,17953,7948,1588,2136,9488,706,15375,19780
82,15415,9564,8393,2788,10140,1842,10626,14875,6799,1021,8596,13566,13145,8384,4837,7410,13212,10634,14851
83,3954,10921,11386,16066,8660,13169,8728,17582,3168,788,5180,10627,4005,10445,9668,15325,8820,8860,15010
84,18232,6955,8370,15592,2079,2901,19339,10599,2510,14257,10675,16267,8443,18262,2840,5241,2152,18889,10682
85,11182,8274,6040,19645,16104,2259,6822,249,16338,3377,17252,10924,11854,18972,17946,1487,15779,464,3652
86,3789,348,2251,368,1595,1194,4056,2037,2732,768,11068,4943,14932,18947,6566,5493,7653,2730,18525
87,14716,15604,17297,3410,7873,3339,16341,14016,18574,4269,7826,5233,9368,9872,15535,2047,14351,18253,3955
88,11650,19899,13360,12969,1137,3432,11153,8252,18895,18979,14957,19109,8330,17223,13560,19389,19228,2529,2497
89,15539,19544,8699,4414,8023,7627,640,19554,19734,2130,13574,7455,13017,10481,7156,14879,11994,9081,131
90,12227,17688,1298,15069,2186,16766,4684,5393,8943,12834,8754,4381,2943,11243,1057,4784,11330,3556,19004
91,14936,9235,7352,18683,2075,12050,12441,1849,18289,18856,6897,10912,8444,19301,1217,12854,875,17586,17200
92,1821,3911,14189,1216,13203,680,6550,2455,7825,11912,5019,5896,715,16307,15453,4028,3212,18966,19466
93,5275,19216,7501,7502,14341,7739,13003,10184,11005,10757,14379,18553,12660,5069,19296,16043,16675,15050,746
94,16745,2771,3061,17165,17654,15458,16096,6016,19261,13935,5125,12805,16764,13995,19684,7626,11336,19626,7495
95,4728,15582,19905,19624,12202,3199,13575,17202,13106,5531,4570,18342,13815,15719,5175,5754,17164,16534,6962
96,4411,4975,15589,7814,18290,10033,11531,13619,11557,6233,11340,9972,17035,19114,10128,18139,12717,17136,15002
97,18496,16482,9344,13652,16402,19435,2283,4241,6584,12557,10218,15169,8931,6990,10720,10740,1405,15104,8100
98,2331,5724,18263,10742,12430,11602,11263,13130,3519,5499,15054,962,3420,16404,4253,16702,12383,12647,3076
99,11453,2503,16383,6877,13620,15372,18162,6740,12009,1042,1362,13095,5017,13844,16405,5260,417,7879,15520
100,8557,19298,4122,5717,3273,5626,995,19787,1622,7370,3977,7763,2503,10800,17458,10111,4377,9317,18928
101,10568,11773,17172,15863,1810,4475,16745,7430,6135,7977,12091,2197,4662,965,254,6315,13072,14768,8009
102,14747,2203,19127,11389,8056,16458,13103,7857,15829,19238,7698,4913,9840,12753,16823,15585,12765,14393,3134
103,8579,4969,14205,12984,11004,8789,12332,15131,7364,7581,17569,12262,381,3151,6986,11331,4896,15654,15998
104,11478,7174,1552,13395,11246,11563,11874,1330,11114,18156,13657,11847,6846,17880,8391,2492,18444,6646,341
105,11261,11437,4909,5504,6969,8948,18143,19887,12156,261,5344,617,3461,5600,4242,12230,10191,5799,7795
106,11311,11702,18619,2980,14369,9636,5558,4994,14602,653,10845,17704,14904,13527,16735,1888,10939,1643,18149
107,7844,11099,8613,15025,13524,19835,15763,3675,14944,7261,2848,3335,10859,16909,2607,3378,5486,10950,18931
108,19668,12851,8674,6020,18857,8939,18022,10312,18571,17062,2277,12515,3270,11191,2582,16899,16941,6173,11723
109,18430,1826,17256,12616,14398,4702,2175,11045,9904,19182,142,13144,16113,4716,17662,4028,8065,4890,9612
110,10435,6920,10733,16857,11164,2803,1969,10524,16766,1725,17132,5317,2636,10652,307,4642,19355,11728,13433
111,8673,2723,8760,7899,10347,590,16372,2920,7130,4652,4045,2973,10923,10487,7897,12899,5782,9092,10854
112,17654,1345,15349,15931,4541,19429,4373,4458,2094,17140,1548,4827,14321,373,16556,11926,7913,5493,19224
113,17762,445,5564,16453,8438,11560,9963,2121,9678,11574,9246,9220,3593,19547,4773,10200,8410,3191,10000
114,14667,11964,15089,14826,13770,17110,9658,10115,7062,17817,2620,6497,1675,16111,7520,7590,4061,7017,19026
115,10241,8340,18569,13996,19387,8407,18075,4434,470,4523,10869,18098,382,10339,4834,11444,6560,18902,6386
116,12462,5066,7692,11190,443,16170,15536,1857,14130,178,17210,3831,1361,8031,17300,10256,5363,12072,8876
117,3671,19884,8620,943,6423,989,5314,18995,6896,9343,10319,11110,12067,18615,19022,354,7355,13524,11875
118,8050,5130,1223,18991,557,10827,4462,5056,2695,4872,13441,1240,1873,3926,9913,9237,18078,16538,12520
119,1690,7094,3297,2085,15604,5733,9178,607,4915,7155,6072,3731,9066,18858,15977,19059,9126,17268,11704
120,12711,9468,7122,10751,12604,8882,10205,4805,7410,16135,6794,6876,12693,8424,13162,1897,12679,3739,11407
121,11587,3582,8061,19468,7529,9613,16525,17897,8441,14434,1006,16973,12374,4375,5228,7990,4430,19518,3498
122,5150,17747,13534,14879,7140,7515,1869,3485,8438,16101,7311,7185,6350,12012,10812,12787,18878,11428,897
123,18668,7192,10402,2907,13287,16161,5073,17187,12099,8563,17587,4396,19567,18332,10806,5285,12015,2136,12290
124,18947,15766,2858,4858,10420,9089,13993,594,18715,5650,15268,9382,11558,18851,9314,9800,3809,18959,11133
125,10870,11994,3572,472,10432,619,16993,2168,859,3864,6706,4326,7811,7711,7337,17092,3273,8334,3490
126,17042,15838,12693,17952,657,3189,11847,5008,4295,11805,11760,18571,11116,13993,3418,14615,13931,7396,4282
127,3098,14345,15688,16377,14100,19262,1425,14304,4697,2055,12451,11014,19861,13287,8978,4730,18902,12723,4746
128,8032,7876,12695,11992,12281,9017,5599,13087,16841,16479,18290,10331,9105,19718,13686,1225,12268,2253,5503
129,14501,6483,11347,751,8878,8399,7166,12706,2692,17679,16219,6725,10758,1867,11167,7483,6330,9034,3945
130,768,8489,5964,2130,16147,6949,8578,5292,19111,14482,18594,11090,7308,11873,1272,13292,13096,10562,13883
131,12841,9257,16870,5003,11303,19237,9768,13791,14046,15315,5265,18059,13839,9803,2843,17390,12722,10969,17880
132,14086,19443,14271,9014,6683,10260,5156,5348,4311,13149,3648,16308,8184,1872,9134,17310,7117,16563,11013
133,9219,6579,9190,19181,11873,3313,9989,16819,8389,2634,18506,822,1426,12280,16430,15694,17120,4718,5858
134,18487,16251,1641,14025,10738,3736,14284,1383,7623,3100,12237,15312,7437,6619,15892,18932,14955,14521,10170
135,11731,1826,12068,6690,8767,11414,9400,7017,19504,17257,8624,3577,17936,14960,3059,15408,9909,14668,11897
136,4636,10680,18345,740,5292,3710,14150,12871,12657,7752,5015,11099,14636,6246,18913,8782,11858,10898,19107
137,16493,9491,7785,14930,6370,9066,16322,2595,16089,5802,8485,9861,13757,4504,8190,7701,11336,9267,10146
138,6769,14243,15975,13555,10928,19997,2105,4097,19518,5518,4291,2862,9907,16485,3046,13539,11811,13670,17832
139,4842,13244,12324,5075,19215,17814,7237,15941,6308,12992,14747,8614,7911,5948,11239,14752,14604,15179,721
140,14289,3754,5517,16209,11944,12789,11117,12747,11173,2506,15893,3082,10178,1529,12924,10976,18185,2685,1925
141,5293,11303,963,5641,16416,17151,6914,11737,10772,16331,9159,12019,18019,10905,491,4534,18410,1432,8465
142,18159,14302,8654,4701,1100,2316,13001,19467,13109,7882,13380,5836,15566,9575,10140,11549,5157,15746,15956
143,3031,12432,13492,18411,16570,7625,1498,783,219,11032,15121,3797,9078,17017,6078,4608,19230,13580,4271
144,7013,11546,11686,1661,13879,16151,11298,11750,775,18029,17110,18278,18661,9926,6807,17756,9300,19043,7655
145,3975,8090,1884,15853,7095,7972,504,2495,16217,8511,3404,7847,19676,5995,10393,4013,8127,10844,9924
146,4597,10172,2902,3805,2686,1124,12653,19045,3926,13291,13273,18854,15541,12483,11713,1134,11028,232,6539
147,11033,10033,1992,8859,1240,12786,3361,3728,17596,5865,19230,7190,1731,19796,3581,7264,5357,3927,4978
148,3524,6147,9392,4080,6280,5468,15126,14694,17308,6985,12770,11037,4138,10947,2078,8392,4978,1037,7218
149,8583,16611,2175,11754,14205,7096,5883,13470,16358,9937,7520,9710,11678,19671,408,10744,1601,2679,1813
150,1495,3488,1328,10983,7587,15667,15160,18098,8737,16968,17756,4081,14469,4322,7171,19091,12856,315,19677
151,19424,12897,16783,1946,9372,12772,452,9829,2814,4191,113,7711,2631,11421,13217,9255,19918,7375,4530
152,8819,10415,14878,14045,14741,10626,3381,13784,4147,3620,4579,4399,13440,4732,7764,2030,12220,11212,14197
153,4301,9285,9872,4137,528,9246,15930,3263,7369,17934,5330,6051,19583,18066,5958,11624,3673,12690,8614
154,6531,6847,10011,4323,12533,17490,15188,19552,11616,10580,7516,13318,1502,2051,8665,11167,17395,2977,9663
155,2331,16699,15436,11902,7936,8931,2128,14321,17507,407,13380,13911,5285,4247,16646,13012,379,15778,485
156,9793,2704,13882,4034,7396,10743,5573,14083,1023,3375,2308,6378,10521,16043,658,17386,6615,9110,14117
157,19280,3494,4780,11902,3896,10876,11261,4006,11807,7339,19577,17964,14571,17349,19019,4766,19619,10981,18440
158,7956,9555,12130,11862,10871,13628,7291,2214,628,13398,17810,10515,11578,8876,14345,18870,6141,2383,6020
159,2744,7340,3728,2576,10270,16718,18116,16380,7181,9194,7823,5736,16280,5229,14154,6231,10983,12572,9559
160,17905,12965,4126,12714,12641,19336,19481,8014,9912,5587,606,3488,18427,526,6321,12147,19436,17560,17900
161,16760,15598,15358,14348,10274,1795,2606,17185,13963,5518,11273,12626,5573,16040,12605,2766,7459,450,14362
162,6850,11068,373,3082,15531,11682,12502,11274,10975,5530,3290,4791,7033,12744,1473,16463,3175,12843,16438
163,5498,8755,130,18058,8080,3175,12328,1988,8856,10486,8601,6198,630,519,5957,11121,2697,14278,16077
164,14172,2917,15668,4082,4312,10542,15853,4329,18314,9922,17132,15181,16105,5098,1276,18074,17040,13908,5017
165,4865,1693,16899,10587,16768,8158,11485,1613,3475,13688,9025,4002,8708,9681,12818,7762,9621,8945,4700
166,7736,15488,14843,13064,12355,17704,7784,1699,9555,9270,3633,19213,17849,19629,13072,7891,14888,17713,14313
167,12691,1264,13450,1325,10693,19712,19618,8747,1015,9594,18787,17353,394,1061,14385,9280,4724,11450,16205
168,19762,10965,5645,14276,18344,18494,14853,12527,18580,10785,18643,8354,8094,17041,1282,19125,11711,2006,18550
169,18452,9807,14123,4851,4951,12853,10557,8943,11458,16132,2656,8830,3996,3788,19632,4303,8186,11138,18954
170,430,2110,9996,11604,14228,18517,12870,19252,1562,12590,16685,8469,2456,7792,14486,6783,2436,12460,493
171,19770,12880,14391,17674,5757,16029,386,15713,9598,3539,14694,4572,12340,14613,13744,8144,6894,9116,2212
172,5373,11281,13442,7400,8349,3648,11948,7297,9442,3453,11805,11538,7782,10588,5110,4742,3101,14638,3667
173,659,14685,17355,7163,4200,931,9209,14973,19688,491,16926,1107,18900,18745,2818,12409,16861,17085,1601
174,12077,14556,10414,11611,1774,10482,17638,16856,3395,6017,6959,19257,16022,2274,14167,11455,2273,5899,7729
175,17399,621,6657,345,17134,4470,12079,5988,12312,9948,18176,15144,3219,1247,7667,16133,9689,18599,11054
176,6566,18682,19262,1776,9468,9890,1678,12646,17048,4831,11601,7578,3068,981,12826,3137,15704,4948,16913
177,6665,5152,5816,19937,2480,17678,13826,17069,2974,19075,5978,18791,9946,3911,18628,2072,5932,376,15965
178,10794,7358,9337,18749,4725,16935,16191,12532,8519,6885,10432,16879,14137,2872,2333,6680,9385,11018,11070
179,4896,18216,6794,11399,16638,7896,17198,1852,13113,1895,6993,4293,15271,12402,3050,18439,12052,18804,1518
180,17551,14618,7869,3804,1754,6965,16859,3136,15729,571,10524,13491,11121,5462,11951,19377,16808,4214,17777
181,16964,2346,15604,1612,12382,10981,13119,11638,8683,18825,16785,6335,5027,5599,565,14987,12814,3087,12650
182,6693,9243,2712,15301,16127,11881,8700,3102,14152,11750,16782,17301,3984,18524,18625,3695,19523,8854,6662
183,3865,16336,10845,12622,119,6750,15992,17956,13258,4447,6852,15159,19529,5576,18413,15077,5356,6058,19045
184,17875,15856,10120,13621,9076,14921,9717,1295,9980,11689,19725,13354,829,11464,1816,551,7495,8636,7561
185,9918,17769,11484,11787,11765,11077,13815,3785,14310,14384,14646,18416,8231,1572,7251,13148,17106,7680,11739
186,13956,10057,16526,4308,16242,5775,424,4768,12908,2761,9171,11487,6949,4277,14695,18828,5524,14042,10505
187,16732,1583,4381,5252,18391,11971,5636,18303,3262,4711,8459,8491,9119,1962,2687,18882,18971,4002,15831
188,5068,9003,19448,7338,6312,7000,18803,8652,3936,19394,10075,17261,7455,1806,7241,2590,14859,873,9841
189,886,800,4564,189,106,12316,18493,4188,4001,19673,15200,2676,8043,16059,13117,18103,17328,9440,8203
190,18165,14432,13491,18203,188,19392,13522,7133,15416,11702,1228,494,8618,9068,13165,7363,6662,18408,12972
191,3885,8153,8140,1178,1938,2821,10061,3515,16059,5886,6604,2430,11439,4090,2276,13131,19566,4854,8850
192,488,11636,19260,11104,11366,16353,17855,19211,7679,3641,7585,4019,19857,13798,15618,17275,14411,5755,2265
193,12592,13346,833,7886,13161,8955,17892,5043,19682,18324,7845,11884,12671,18411,300,6336,18274,3421,9713
194,15694,7291,14690,2033,14945,12287,11793,6645,1356,16642,10490,3414,14369,13883,7136,11972,12006,12123,17946
195,15278,8194,12043,18187,17065,10413,2906,10481,9316,5409,12659,13301,7601,19593,19800,2681,17111,14450,3839
196,13528,468,12718,14275,7068,7822,9918,9784,5778,3210,7121,6667,12820,4822,5644,4266,3381,8119,10195
197,17344,2587,17302,9359,9605,7900,17872,2398,10452,18367,11539,11825,9743,4718,10153,11054,14154,15960,5555
198,8044,4220,12483,15235,5325,1784,18088,1120,14282,7543,5903,10682,19713,539,12898,3948,4630,16123,664
199,13827,8402,12553,17215,6313,9809,5533,18150,18601,12450,16501,3220,9223,12059,10520,10197,7087,6262,3034
200,12166,8088,11817,12988,17790,9914,6295,16620,5597,10776,4889,2922,12234,14419,7327,3300,5625,13681,13901
201,8410,9575,6625,8315,13596,2846,18065,17295,14689,7073,18831,18115,5511,12453,7130,5002,13046,17444,4489
202,14611,5935,15346,18311,16279,13181,7713,18647,823,4025,240,16121,12317,9620,8190,4030,619,18192,4992
203,5123,12203,3468,18069,11580,15205,2795,488,7652,18470,4587,7323,18879,7937,10119,15196,446,6150,18457
204,7498,3284,10997,14571,14690,17322,16334,19805,18215,18765,7796,7068,15085,14305,13081,19973,16344,3836,6311
205,9766,2821,11812,19336,16956,3447,11917,1415,17990,986,12183,13359,897,8408,550,295,6979,9298,8624
206,10148,12409,3448,12580,932,815,15884,11590,4772,11980,2857,7639,11969,9122,9848,11326,9178,9019,13218
207,11280,1496,9250,17612,1545,19457,17930,17134,1368,150,3643,19620,18607,15431,17004,4278,5141,8502,4522
208,2882,510,3911,18279,1328,19490,8743,15410,3343,5559,3426,9687,10190,8661,19207,2607,19876,7335,1018
209,4795,18756,13282,16323,10674,1100,12334,15208,5354,5694,18820,4472,15480,1210,12572,19204,9063,8027,12222
210,9796,13285,3376,13732,3999,15376,7580,11205,17354,14179,3742,14653,15695,19102,3196,18170,19442,3414,4367
211,2229,16252,18818,5668,438,18216,9755,1434,14172,11818,7088,15556,10406,268,17218,4391,15039,4890,9154
212,6360,13203,6577,8590,13192,19716,18161,12414,7900,17059,4132,12498,5389,15436,9739,6551,11950,6393,13359
213,3839,5522,6685,1972,17276,4994,13570,18010,3675,15887,3850,14651,13561,15376,8592,13925,5172,7318,13838
214,173,18055,2311,17464,10277,10320,11345,9680,7960,10364,11333,3054,2985,116,7728,4866,14296,19251,19606
215,3578,1785,7011,13582,13762,7224,9234,6754,4317,19708,5717,17801,4549,6425,5299,2626,1241,4635,10626
216,15470,1495,18090,19526,2881,5576,3027,17545,15009,2674,6470,12817,7634,7272,2027,155,13675,6999,9000
217,5333,16767,1882,12388,14584,4003,4075,1451,5327,14624,4287,18366,5251,4316,8910,7107,9621,4922,11922
218,13855,15756,789,9466,17012,7521,16577,7682,8297,18408,13568,8389,14703,7578,12399,19031,6467,14662,8559
219,11500,1756,1520,10618,8929,10072,2502,5910,12177,14211,3472,9894,9358,9027,17246,14603,269,19386,7971
220,17992,12442,15004,2292,12817,9314,16604,2167,14291,19506,1498,8387,16283,17809,18847,3971,8792,9120,6345
221,15838,15612,17979,11940,8106,14313,4204,18794,7575,17452,19917,9590,12718,11890,6696,13979,8556,2527,9670
222,17397,11172,3095,4267,7726,14711,14613,6525,19755,15722,17288,6537,7067,6760,8169,4481,16850,9496,13022
223,554,7279,4671,8446,1908,4884,6609,3993,8486,9284,16676,17818,3354,19170,3436,16365,16198,5034,4059
224,7575,15573,19942,15439,12682,19674,15394,6413,4807,10288,14415,11291,17099,17964,11647,13498,179,11866,12730
225,10803,12158,15071,12005,6542,13926,14071,1696,9056,12732,11878,17108,8178,9163,15087,10938,13381,16934,14559
226,2759,3380,7316,17642,18189,8495,6754,8299,494,18657,14727,2193,13266,11680,10577,19807,5588,7795,19194
227,10988,12831,17507,17651,10080,4589,12320,5539,1758,16667,16690,18303,1728,9810,18811,6233,15146,10154,19675
228,9195,17085,16310,11155,8929,15864,14407,18004,9684,6344,1869,3821,19751,15245,11238,8561,7605,1139,14458
229,12140,5146,15205,8803,15613,15933,12401,10454,9945,17845,7878,15049,17529,16265,7205,11516,11842,853,6718
230,4070,12063,4640,10548,3212,1232,7566,6678,17055,2654,188,3673,18699,12303,11746,4150,17289,11580,3129
231,13826,14583,8551,14692,17827,800,14211,4443,19049,17308,3005,13661,16100,19468,4730,3876,14330,12811,16565
232,19969,12346,16747,15615,7494,7012,2758,4446,2307,10252,14148,17190,19047,5705,10461,3562,15670,14703,6288
233,9924,19057,12211,2468,18403,3595,19272,12007,13532,3574,19540,16953,1290,1934,10073,15813,10316,2568,7685
234,8850,14794,14933,13433,2919,8434,3759,12644,6718,13810,5423,8976,10217,16839,19894,4579,445,7578,16415
235,17236,2181,17844,18568,7122,3371,9656,16296,1359,13442,1417,12775,12005,8894,11336,19323,3468,19020,1272
236,11817,12884,9944,18315,9638,5491,6642,13769,9067,3906,15339,5686,5639,13835,10994,6759,747,5181,18869
237,9235,18366,15751,3597,458,7472,16400,9491,8717,5009,15696,17857,4115,5573,5918,4367,19509,474,1010
