"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013"
40,1353,14412,5012,6981,11842,10672,17355,5476,6597,4083,17970,3742,10445
41,18988,10309,15788,6129,5907,12978,18207,968,3754,2431,7319,2508,2045
42,5512,4906,11163,9130,5859,11122,15174,13139,7474,17699,4362,10957,13574
43,11530,2290,16178,17672,15131,7544,4549,4865,2668,9678,7918,6187,9517
44,12396,4604,4274,14950,966,11922,13405,18638,9160,12367,15276,16402,3807
45,13525,3175,13105,5240,3296,18747,1558,19918,16183,18847,8399,13566,5830
46,16627,3803,6502,13911,19598,9382,12873,11607,17878,4396,11334,702,10010
47,13099,15186,10440,7603,10211,14878,1577,15226,6994,16271,6641,11252,16490
48,477,4630,4070,12831,7864,4461,2304,9972,16455,4497,15530,6777,1953
49,3573,7663,6109,14818,11065,5447,11427,15923,10232,18526,484,10513,3514
50,18835,5654,7951,5046,11219,6840,17281,2308,17464,12971,263,15413,6089
51,7487,12469,9168,19102,15735,16528,4297,17440,15709,15727,9318,11966,9698
52,12882,9749,15548,5238,12853,14947,18734,4746,16994,8065,8076,6871,19674
53,10767,671,13205,16953,12270,19877,539,10960,1235,5487,1769,17802,8873
54,3947,15706,11631,12854,4737,7817,3979,15783,7183,839,3794,11435,3066
55,14963,10874,4473,13207,13650,13542,16156,7205,5793,13207,4261,15519,9640
56,9759,6426,369,1164,1535,5428,15152,14069,7993,9804,18482,4079,12948
57,4883,8489,4510,1350,9230,13180,2415,19256,7710,310,1630,7327,19730
58,7335,19881,12184,8974,12829,17723,18575,6238,12237,3550,5891,4619,19992
59,5380,8860,11559,16622,8188,12566,2563,15793,11219,18639,3535,16473,16587
60,15328,10892,4004,15177,19387,19382,4085,19896,9253,7483,14370,14376,6625
61,6489,117,14544,9738,12686,9049,8333,6522,9786,18812,2604,15698,5471
62,9911,13587,14196,18476,1134,15309,10101,719,16486,6932,17221,1609,698
63,10539,6519,10195,13224,7293,7644,17827,13594,5082,16182,11442,387,4612
64,15688,16827,10481,1810,2734,1929,5601,19668,14743,14492,9009,1059,5646
65,4366,4124,11795,19478,13342,17923,3956,17369,10695,7439,4315,15654,15231
66,12625,13759,15103,8939,3059,11178,7803,11396,18897,6530,6548,4956,14649
67,731,2588,17752,19479,12277,3086,8758,8050,18427,17546,8019,4673,17237
68,14746,12198,8959,514,13717,5691,7129,11270,14233,10195,6358,18569,19788
69,14734,15721,8747,16412,2515,19478,1415,17527,2128,11008,18340,7763,2889
70,4761,18900,8156,16892,10367,12003,13541,13042,14526,6145,8528,9133,18083
71,10939,5294,15501,17951,137,1105,15216,3448,16526,19955,1764,3521,13367
72,10097,15458,15848,16647,17600,4460,10446,17595,14302,13491,18401,1187,14542
73,3864,10638,16982,11982,18150,18020,7135,4541,13449,18977,13767,3252,13790
74,1847,13892,2527,1038,3713,8685,14594,7540,18695,12533,686,18001,10624
75,3801,12256,5736,3910,13863,6766,12834,12309,292,7537,6137,1391,3782
76,4109,16719,3929,19484,14281,5221,5830,5228,16014,395,13341,9285,18416
77,11852,15641,5481,19251,17121,5176,13564,6687,4704,15982,9867,16074,2435
78,3923,17209,5527,6798,14443,18105,11772,14312,7959,11149,2784,13268,8266
79,8171,268,12611,11960,11371,17178,16635,16390,1129,12562,19399,18588,11104
80,4345,18967,17179,14878,15102,8161,15369,12790,16239,13107,6687,16396,2173
81,1191,6763,14830,1777,16336,7786,9158,15229,14038,2041,14428,11612,2678
82,4978,12014,1054,4823,11685,4676,14510,2343,19631,12853,7991,15548,11549
83,1999,7824,5876,10346,9616,17462,9842,14645,5305,9649,10291,2415,1599
84,2122,12074,8975,13715,15007,11471,16603,6345,10008,10580,16916,7908,12626
85,13937,18217,17607,8018,3936,17194,6062,5181,8427,2925,18944,12618,9925
86,19069,437,4786,19974,12927,194,14586,6952,986,6660,13118,8506,14223
87,5490,6848,7551,14662,18180,5740,10714,11732,14741,12499,14161,11518,3320
88,5066,5836,17134,2875,7074,9524,16293,6905,291,10630,12892,12021,8112
89,7918,9349,10360,5443,2724,16445,17163,18046,14670,5008,15952,14160,18654
90,6251,6667,16231,4197,17259,14596,8786,19795,15335,7220,1950,591,6725
91,4793,9996,14374,7137,7354,13980,14665,18482,9374,18205,17707,11847,7361
92,10334,4509,17865,3729,8703,12310,19962,18777,6914,307,8149,16371,13034
93,2598,6291,13305,7066,5374,2490,7786,17416,13730,18254,3731,12138,12216
94,363,14347,189,5989,9033,7030,16977,4567,15567,6668,4894,14702,2960
95,14095,762,2869,19851,5718,9571,16895,5598,19636,8071,2980,19524,2694
96,1320,15185,4272,16224,5389,7251,14823,9063,13769,1472,14045,18834,19775
97,5107,2145,18895,7141,10734,3014,380,5830,2236,7184,17238,964,13625
98,14465,18857,13403,10935,17901,8485,9757,13992,9628,2825,13358,8886,18489
99,3852,3196,8422,3172,2285,6170,14239,13020,18174,9980,2169,14021,14095
100,11322,17563,12440,19324,15672,17441,1709,7378,9097,17556,8046,9629,15893
101,10743,14562,10439,17072,9582,2765,7750,14097,10780,7539,18022,5055,6511
102,12727,17453,2951,6546,9630,7708,6588,5742,11264,16988,10311,5057,4117
103,3183,8280,5451,18990,9623,2752,6599,18891,3098,3599,2376,10993,7090
104,1646,15159,8176,17865,11848,15515,9511,1857,18843,1135,13570,1065,10167
105,1856,5609,100,8173,14650,13853,15937,3450,8957,16159,4681,10100,5802
106,18325,15563,3622,2924,16917,254,17742,8869,9305,15529,5906,5821,8756
107,1769,5047,1472,18944,8357,7080,4901,19317,6014,9095,19436,17330,15484
108,10356,7912,7417,17737,10325,426,11613,11466,8288,12852,19072,13395,11881
109,2573,8157,549,15359,17697,7174,9309,9637,9642,11057,200,3756,3741
110,10135,9310,5637,11365,3362,12444,8179,14109,12567,17647,3048,10019,16821
111,16504,8161,12839,9645,16496,5462,18841,14342,3481,1891,7394,254,10813
112,15054,7593,17287,13349,6440,14248,15443,9809,11777,18533,12278,3987,2590
113,12763,17894,8321,7223,6960,16236,15967,11089,2641,16647,12514,1754,8960
114,5199,9564,3024,2924,5097,14158,11131,8962,1859,9669,3328,384,15994
115,17774,10334,11520,9933,2684,3035,7178,9409,7887,19859,19101,16047,4578
116,8130,10641,10708,6097,10053,16078,5309,18709,1180,10470,15479,877,14816
117,14306,12381,13862,16600,16209,6282,14974,1123,13234,4294,4889,16064,8189
118,6723,19309,9094,17480,18914,9621,6245,12701,16962,13561,3538,5375,954
119,3303,16020,12140,19274,4544,13499,2020,16881,13276,11685,19953,10101,12684
120,16361,3252,15665,9211,11664,11211,12102,11253,1153,9789,2932,16752,554
121,18713,8171,7834,12998,6597,12282,13451,1234,12569,4796,4121,18982,6407
122,10300,7747,4567,14568,5795,12717,18452,6789,16393,13406,12468,19819,7762
123,18281,2409,17266,19152,5531,218,11293,19533,13245,16603,2036,15820,395
124,6627,12176,14239,19038,13270,13587,19149,13412,6286,13485,3932,229,7503
125,19434,6896,11646,7830,10028,8757,8316,19139,4499,9978,8931,6940,16021
126,9031,6869,18977,19316,13887,17487,260,708,10309,521,8023,8810,15061
127,4986,9064,7627,18088,19818,7668,11398,4005,12074,17008,3376,2479,6106
128,7535,17148,5431,9037,11036,8235,7860,16770,12287,9809,9478,19323,14122
129,17801,18996,3763,4334,6014,16371,5037,14092,10716,4564,9460,2847,8491
130,17751,13385,14884,381,9752,15066,12674,19646,7944,2846,2219,8648,15682
131,6221,16232,14806,19604,3716,9092,12015,14486,8461,6704,15334,626,9102
132,5987,17205,14609,3075,16339,18640,17257,19294,14315,2019,5706,4275,6443
133,3837,15550,18418,17170,8893,3926,10708,4087,11613,18278,7023,4612,12982
134,9881,12057,838,16434,7985,12897,6716,13074,19422,1316,18073,7089,4880
135,11518,3825,19011,5578,9508,6421,383,12929,2952,14726,1336,19670,14678
136,6028,4068,4618,14048,7446,6973,2746,6540,16951,15752,16436,11713,18878
137,7265,6848,19941,8184,9317,3655,7910,3890,5677,10803,2665,19916,1554
138,7658,1495,10179,13183,9768,16436,1185,16873,9639,3600,3595,18802,11278
139,5152,14012,17718,11344,10844,5684,16939,17341,14112,1461,13918,13636,10982
140,2953,11440,218,1955,6744,6858,10240,5777,14497,15693,11539,8423,3130
141,306,16531,4332,12031,4398,12985,16630,8947,5621,2752,12903,8752,13464
142,6339,10752,1289,3868,6613,14357,1813,18829,481,3468,5737,7717,15881
143,5743,19129,12545,4342,2145,13770,404,5559,16841,18005,15686,10083,17287
144,6889,1750,14961,18232,427,15323,12146,5557,10621,10368,4361,2946,11826
145,12289,19368,18673,4542,3285,13074,2622,3204,6302,15109,13663,19341,17161
146,10908,17669,15592,18060,3386,9277,11341,10139,11600,17014,11074,3692,15275
147,19980,14888,6959,15937,4097,412,8285,1586,14468,14485,11794,10124,14027
148,446,12571,19594,10445,15004,3062,6185,15091,4410,5164,8917,4181,6094
149,12636,5574,10694,7796,12812,17070,10778,14312,7851,5333,16793,18840,10296
150,11762,859,2574,5306,6686,10254,2316,19386,10128,3187,3077,14823,5352
151,19139,5908,4020,5768,17930,19856,15987,4118,15094,5889,17433,10054,5682
152,9283,1052,19890,10868,13220,10883,14184,15684,13569,4881,16966,12350,16155
153,9456,6702,11572,6535,3802,12075,1331,234,3772,9925,18251,8103,8463
154,6818,3293,19701,7698,1273,9548,7130,9674,123,1304,9931,3326,5782
155,19690,18207,17916,18831,6897,6648,3987,5880,12259,14942,9439,12071,13986
156,15493,15823,2806,9370,11681,3078,15507,3992,1921,1921,1521,2009,16712
157,16542,1224,12287,17573,11969,13863,13935,7180,3441,10796,7482,9267,5910
158,14321,15967,2436,3096,15567,10656,14494,7935,8541,16905,16902,6997,1002
159,19113,7883,19546,1542,15914,12646,18824,12269,11528,9267,731,632,3472
160,2178,5132,13554,15322,7912,6719,3771,476,9530,8094,19764,8200,9806
161,12405,7529,5522,18158,199,10979,7630,2351,18859,19563,5529,506,11894
162,10916,14034,17436,5842,8358,11496,10366,19199,11743,14065,7098,16429,8727
163,5638,1257,9054,7970,13314,11021,18546,1357,7258,1829,1948,7345,16104
164,16226,19067,18465,15314,18953,8622,6767,16579,13270,19944,12806,3792,6615
165,5618,17641,8755,18240,9306,704,12790,1665,11372,13503,5574,7540,3304
166,14314,2339,3255,13109,10521,469,16449,10623,6339,17043,11422,7403,4161
167,12287,14621,14812,6515,10283,6134,8328,16855,16440,9078,18901,19193,8212
168,8489,13114,12209,4433,13385,4829,16787,11836,11835,7316,14012,13694,6520
169,8639,9785,3055,4568,11580,19807,12695,3885,17270,6424,12218,17888,19645
170,13253,6626,3888,2500,9090,19893,1249,3161,13502,11840,220,12571,2655
171,19656,9372,11803,12427,2812,15899,12410,4907,1589,16500,2595,15075,17565
172,18574,17687,17798,15268,9128,17246,4720,10297,6433,13051,1628,15209,1331
173,4382,16563,2511,10797,7363,19060,1171,15336,19613,8074,1453,7683,16234
174,244,3014,9803,3068,14614,8421,7465,12063,18303,11587,2609,12269,7701
175,1666,5189,14554,16478,19948,10627,18021,14170,18271,15883,230,9302,6817
176,12663,17582,7185,19733,17607,18289,9917,10455,6821,19198,10447,3737,478
177,14719,5193,2484,7397,9387,4102,9588,13073,18348,9288,14680,9536,8500
178,5805,18195,10829,2840,4220,11020,424,12803,1186,4284,4620,15177,18829
179,18748,18851,14890,15115,17209,2429,18396,16464,14339,12109,252,13028,13944
180,1223,7696,1582,7456,8186,3832,2571,7730,10260,10633,18357,16101,7508
181,12718,16264,10876,19390,16240,6708,12196,15509,4302,8543,4787,11423,10006
182,10170,16914,4826,9184,16952,3673,8001,16691,1032,8808,976,3180,3647
183,18736,16701,14878,19309,8043,380,460,15860,10442,17588,10405,14836,7649
184,361,5615,10337,6327,212,4636,18129,15689,9592,10445,16257,6396,14320
185,13921,19370,6737,12498,12288,16982,9797,3713,12346,2055,14752,14358,16918
186,2637,625,16355,4646,9834,992,16989,12092,13016,16913,15579,713,892
187,10284,19368,16475,12903,18866,14734,1118,18814,4087,8651,1450,606,14544
188,19607,1727,14595,16732,16105,18094,10345,14153,13961,3869,4962,8836,8875
189,4507,5782,15581,2739,16900,9365,11426,18182,6180,2637,10458,16812,9619
190,13054,9017,7709,17142,13734,12897,19359,15580,5697,5477,6969,5838,2231
191,6130,7096,10905,16629,16851,881,12369,8369,15061,1499,10051,10274,547
192,6273,3183,15496,10420,8261,4033,18228,3744,17526,19085,11253,3476,18233
193,4229,14777,9253,8161,19054,13602,3468,5481,1061,11502,18611,11719,3451
194,19501,7876,572,17664,862,5415,5400,17701,12473,703,8450,7832,217
195,9123,469,18403,19537,900,14445,1378,5471,10394,13008,2779,14957,14648
196,7836,18565,16259,19474,11998,979,4804,1164,19691,13741,16728,3526,12993
197,2994,8965,7512,7925,10776,3889,3696,8827,18524,5208,2674,19696,18362
198,12448,2313,7379,18453,16580,609,12580,19671,6765,10083,16572,19535,12257
199,3597,5431,7207,12464,11898,6454,17792,2274,12307,15150,17630,13461,19271
200,13606,14417,17645,16297,1628,19997,8528,14838,1138,8226,18043,6474,150
201,14390,18127,11328,2423,11209,6965,13089,11815,10420,15956,4507,17382,14579
202,13850,13436,3246,11198,4057,4456,3616,13279,16913,9757,13786,16571,16094
203,12668,19641,19217,3251,2725,10443,6804,12258,390,3595,10607,2895,12582
204,10290,14311,10844,2169,18444,19148,14873,16031,8220,571,14655,8016,6096
205,16018,3322,806,17542,849,1133,11748,6801,6788,18225,14303,4102,16907
206,3221,15402,2987,10237,16274,1480,8982,1110,5805,11136,12254,5315,4816
207,8873,13405,14711,17774,13581,17142,17508,13404,14823,16327,19953,3624,16327
208,15897,19863,8771,3625,13146,5665,2232,18284,14090,7836,9476,8981,11371
209,7128,12188,11703,9881,4168,7607,5822,11452,2794,573,15799,5372,16962
210,7218,14755,9260,7997,1658,15118,10990,17453,13447,15352,2467,19885,7120
211,2173,16040,1969,16751,1113,10986,7271,16272,12974,8857,16789,14000,4592
212,747,19602,9967,7435,8621,9231,19981,6981,752,14703,19077,247,15870
213,10301,4940,19774,3860,19127,7423,4175,15882,15406,6343,668,18742,3042
214,11439,17549,10328,3601,7060,7665,11986,19269,12413,9903,2156,1228,8414
215,14133,15430,3675,2195,18484,12411,16895,7787,10351,3536,15154,13064,9130
216,16375,5219,7653,4777,15838,16212,9447,19168,1264,13477,4091,2052,3178
217,13043,5154,10963,8497,4803,12834,2409,3732,9069,16571,12355,5150,5940
218,19479,17640,6896,9912,15949,3577,6754,14844,8080,19414,8535,8171,3212
219,16819,9768,1998,19279,13799,6413,9656,7894,12086,8186,9406,4066,14564
220,17132,13595,10431,17757,6068,16142,12519,19128,2106,1427,7033,12749,19279
221,16850,10733,491,19850,3558,13500,183,13862,3079,18519,16560,5418,15930
222,17151,5605,9366,9446,14722,11239,5918,11816,7384,12011,18705,6317,18666
223,10774,10606,6148,11864,2845,7878,5810,19583,4009,14766,9072,4414,5528
224,4367,19992,10423,2276,7934,18860,11863,18739,11823,11336,14938,3992,8427
225,730,9916,10041,9682,16435,12623,14107,13947,15275,4774,12653,8349,19155
226,6236,3830,1315,9198,13665,6186,8870,14595,6278,14347,14748,16141,7693
227,5129,14377,201,9867,4066,14844,3948,17390,17522,10512,13232,464,912
228,19654,19306,5902,15116,10951,13221,16416,16794,13917,1963,7852,7479,18723
229,9638,4589,8447,10285,1059,16627,15514,11862,9981,17662,3927,930,15699
230,2446,5735,18692,12104,6287,12450,11584,4856,251,7541,6949,17300,17060
231,1709,3752,2259,8399,13876,2901,19872,10202,4327,13674,7169,3789,11637
232,17181,3983,7153,5206,9568,17667,12398,516,4946,19427,1851,11509,5730
233,17292,514,4219,5464,845,13296,10376,6097,13256,3577,5396,11602,5782
234,16349,18271,14624,15496,2099,14519,6058,11130,1643,11395,7368,4414,15157
235,19856,15342,18467,12301,14876,268,7776,15566,6913,8110,5690,14934,13035
236,14897,3969,8696,11012,11485,13263,10825,16977,2179,6672,10328,13933,2607
237,19006,7755,12427,9827,4603,7245,6744,8310,4372,18008,1033,3406,19365
238,16273,9555,3082,16076,2848,9901,7072,10618,19064,16636,14526,6811,10749
239,1033,8586,6737,3635,16251,7373,2296,16196,15920,10230,12581,6687,10120
240,19411,18920,18780,9404,5550,16749,19482,12587,3595,8020,18389,18618,15248
241,7217,11072,3371,10279,17196,7806,8327,10449,19463,9690,17581,9383,13252
242,12574,2839,3459,10965,18478,10101,14112,13950,12137,6187,5524,17582,18814
243,19951,8045,19959,15788,11920,12581,17833,8446,11581,18959,10676,12791,17731
244,17624,11820,18148,8760,6598,11241,2717,624,9696,269,9642,16054,15562
245,2901,6634,12045,4305,10876,8111,9853,3164,6267,15192,11395,10388,13393
246,7665,9501,14443,9487,11135,1377,18841,8543,1085,12161,1616,14143,6779
247,17592,1296,12978,6658,3716,16494,5403,4421,9650,15880,3258,14886,17735
248,11116,10708,18733,19860,346,7768,18199,8507,17992,9954,9717,19306,8050
249,5597,4350,13493,123,6407,126,7374,9141,5549,16214,13866,5129,16733
250,8053,313,18826,2042,18086,5560,15887,1931,2095,10683,10061,7112,12886
251,7853,19183,3081,7886,6411,16358,7097,7264,16359,8648,14279,5412,16441
252,4441,2681,9102,18376,1378,8279,436,13204,5024,7281,18887,4018,19190
253,11481,8259,13745,1731,3097,18099,10904,19323,6172,3724,3311,16607,15636
254,1557,16312,8885,6007,865,11965,8309,9694,17309,818,13918,6364,4083
255,7736,8745,17877,5345,9704,14299,19679,9378,4821,9822,11738,13442,2342
256,2346,3273,1007,6947,14139,8859,4414,13103,5541,19103,18673,2302,12832
257,10724,12753,11984,5387,15856,9083,1782,5634,18812,16533,4065,4421,9845
258,11996,4282,6548,16075,19669,4637,17893,13906,16581,6232,14856,12875,14575
259,9811,17728,6928,11480,14590,18171,11882,6125,5873,6912,17428,18847,13330
260,10319,12299,11588,12962,11325,1724,14000,8825,10071,15685,1707,6803,1843
261,1006,3060,11442,4271,8981,18771,5135,19289,19256,8950,10144,8397,5807
262,17482,19102,13560,6998,1404,6820,15780,18661,1032,14229,4611,17314,4026
263,6426,1484,14067,6526,6831,245,1580,918,15871,12797,8181,8493,5243
264,7799,10402,17881,8275,19881,4782,8805,14988,11689,13687,7176,9605,11316
265,14953,4079,2899,4640,5198,11503,11738,1386,1673,8478,15625,1269,13560
266,17567,15254,19277,13177,14283,16371,1316,14673,6139,6511,16989,15637,4032
267,6447,13828,15126,10194,4162,19666,14018,2231,3892,761,19854,9333,14579
268,9569,4921,3007,6632,3606,18839,2992,15903,2347,16348,8880,10042,5068
269,7469,8184,783,3947,1494,6919,9250,13819,12109,5640,16210,18055,15177
270,839,4035,7685,762,18023,14845,14079,18251,4241,2071,12398,3860,1001
271,16118,17592,2531,8115,1697,14620,6742,19426,15986,17322,8372,2216,13341
272,14378,1207,2232,5147,18208,4449,12642,3093,6290,1030,13850,10823,3014
273,1543,9470,3305,19101,14801,7070,3912,5871,11768,19195,10896,608,10302
274,14619,2280,1248,14107,10885,15106,19338,6832,3836,14819,338,1423,18191
275,6138,18145,14622,3304,12063,8331,9763,2688,5407,15927,17117,13790,10814
276,1229,11216,10435,18548,1396,3432,6761,17728,16249,4377,17310,15442,18723
277,12456,10118,12595,5597,9657,10404,758,5353,2900,4003,11870,8789,1577
278,194,9189,2045,6900,10973,11537,18445,7028,2504,4579,8525,16029,5287
279,6438,3546,19387,6072,17008,17991,5700,15535,165,9001,9099,8188,12814
280,18198,12989,8848,9753,14007,19143,1399,14688,15111,3141,6787,3887,2204
281,10041,16869,11528,9115,6260,18576,19089,1345,6517,8448,3173,6646,2874
282,18722,10549,5874,13033,18689,14140,11653,12053,19835,18561,19189,7529,11340
283,543,10655,10322,17801,19931,4849,1810,16364,828,6034,17817,14405,15930
284,17432,19265,9276,16086,11900,13591,2487,19654,17352,16226,14162,4421,6968
285,12615,6175,8111,7179,11326,14428,10537,19448,1422,13284,10388,12166,6006
286,18073,15743,4475,4575,9202,19610,4363,17919,14067,11894,12358,4466,11026
287,15718,9304,11975,7347,9264,6469,15785,9421,3227,18561,19532,17206,4507
288,16267,16069,12914,4941,3794,7834,13993,18608,2422,1121,2425,3235,8711
289,6705,5020,800,4324,7621,16040,10394,9942,5375,7985,6126,9526,5639
290,11564,7752,18037,17939,19430,5400,5676,7579,11953,1485,2913,3768,15677
291,12902,704,18596,17061,3630,11419,16275,573,164,9897,5101,715,19909
292,5683,13482,5234,6483,1387,14248,18279,18150,17709,4630,18042,10739,1656
293,12422,7217,14284,19322,10274,6255,4937,12000,2028,14647,13163,3050,885
294,17800,14436,2747,944,15471,1044,9632,4242,14122,11447,1430,3489,11339
295,7300,4417,7750,7133,12748,3649,11495,9225,5565,670,13084,1104,12088
296,12038,15463,12306,2509,16244,15095,13978,4664,7304,16436,2459,4614,15622
297,16261,6622,7481,10730,3567,7475,17413,16920,3014,18434,14542,16201,14172
298,12397,14062,533,19226,11897,1130,12880,4848,4649,1897,2758,937,10285
299,1213,11252,16481,15667,2424,12766,18812,18849,11968,3240,11901,15679,11377
300,15970,2560,5085,4558,6408,11986,5886,17942,9001,2914,9868,16978,19635
301,9430,19850,4435,2792,8926,14826,19414,1867,5201,12921,13323,10789,1057
302,19459,16261,19564,17431,18381,14157,12665,18734,2037,6402,15319,5712,2820
303,15883,2030,5368,8689,14104,12200,5174,5002,17983,19497,12552,13910,16314
304,13768,17177,12508,6950,1516,13948,16278,2550,12882,18494,4883,5616,12973
305,9916,10502,6831,7313,15406,16308,2346,440,1203,4900,343,10894,5322
306,6917,10193,10389,7172,11258,14514,17232,5693,19456,1984,2039,19463,10276
307,5707,16965,6005,7535,11351,5278,10986,308,18303,10903,9768,14156,1594
308,15110,2179,10241,14864,1564,16781,4777,3629,8383,18973,3314,5556,16111
309,4362,104,7451,19640,8841,2517,19696,12728,18582,13527,793,16162,14353
310,13618,19095,12936,9346,8571,17021,5222,9406,16476,11618,9739,17061,733
311,8961,5056,11433,15833,16264,1033,19534,3492,1515,9256,19622,3425,699
312,7541,8845,2191,11538,3272,9352,4894,12375,9443,5957,5741,10534,9180
313,17679,13147,7811,5990,14541,14564,8405,965,17592,3499,16919,10888,4679
314,10547,14669,17313,151,6787,17375,4275,19264,18166,13688,12796,15669,17205
315,11887,15816,13790,19242,8473,18904,6873,8821,18172,5014,1407,12607,1890
316,17856,11042,9891,10029,14167,7336,13315,8684,1072,13570,3861,4182,13827
317,7614,3338,16788,15625,8181,13674,4663,4471,16556,833,4118,8303,16887
318,11506,18387,10767,9190,13616,4911,12945,16168,8572,15486,2029,14259,15392
319,2615,11257,1416,12128,15157,13016,9655,14190,18827,2628,9561,18735,17958
320,9516,7243,19496,19002,17007,4913,5419,10365,2384,19706,8338,14697,1992
321,17200,835,14592,6516,9686,13098,16647,234,13043,11719,12340,13090,2474
322,2795,16483,17049,6626,5880,11308,8625,6031,10850,701,6202,12572,11044
323,17748,3089,19335,11919,6894,18860,15070,9488,5635,18139,13147,14094,19276
324,12730,6472,15777,8276,12945,19770,9477,4003,6599,1956,15979,3118,9137
325,5535,6970,7524,10091,11029,14685,14134,2139,11236,8212,11065,8997,12287
326,7743,4689,2434,2534,4560,18256,7727,11941,12154,1819,2294,3130,3129
327,13348,1328,1374,1482,9349,14800,18945,16643,5565,14787,109,4932,12062
328,18349,5273,13293,1030,7805,10692,11172,9686,8447,9475,19963,17156,10346
329,10200,4685,4365,5597,9173,8494,19665,6022,12737,18380,6510,3220,13556
330,18942,11891,15370,17291,11330,11950,2185,3360,10666,17577,18439,8686,18636
331,4649,2963,14683,15294,12192,16319,6653,17200,7926,12320,10439,2104,8363
332,7429,12497,6836,2266,4350,13275,16600,1128,3460,8403,7948,15759,5269
333,8948,1089,13750,18012,16242,4226,7248,15705,11340,10527,8344,1468,16289
334,2252,11664,4525,5195,6713,15464,13785,6507,12314,1250,10669,17564,175
335,2194,219,7768,18396,5985,17929,19146,5870,16554,6884,2921,17759,15916
336,18661,4274,17593,14554,17812,10191,19771,9642,16470,6417,15938,5102,12229
337,3274,7597,2851,136,13734,18064,19367,9277,17174,15776,9235,9175,14000
338,6142,3442,6396,4316,12179,2198,1126,16104,17259,4853,9491,7683,4777
339,17561,9837,15850,4623,13656,14059,5349,13449,6212,19308,1120,1751,14064
340,630,14726,8857,13946,8279,19581,14612,6411,10608,11684,15698,19342,15570
341,17803,2307,1036,2341,9051,4642,16891,19173,8124,9297,17186,15688,14324
342,16621,5837,3468,17943,11526,3293,16575,5834,2908,16215,11252,3544,14222
