"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018","sim_019"
35,14941,1177,13731,2905,15163,147,5351,6784,1265,15869,2384,15343,677,8796,14534,9588,17505,15957,8170
36,11761,6052,14248,10250,19239,13699,17594,6216,13938,19461,11741,4201,16636,17716,18944,2032,2090,9842,6339
37,9106,6996,1610,9786,16754,12287,9166,11270,14891,12532,18979,5845,13813,14310,4634,16208,12639,8342,407
38,4512,4603,18772,10397,17832,6109,19364,8603,10347,15369,1683,3742,17811,8800,12711,18864,12394,11712,14248
39,10649,19446,3388,16090,9250,17803,17532,13829,19311,4948,15185,1961,8379,7929,18674,6698,8858,12878,11826
40,11660,17134,10578,6081,15652,19931,13403,8544,19699,18522,446,4248,13494,14154,11855,3589,5385,4499,3105
41,15453,19539,18759,15889,4916,261,9544,2297,12715,19213,4639,8454,19199,1204,7778,8584,13442,14351,15916
42,13771,7710,9644,15798,6998,3532,16517,1987,959,4375,16120,16297,14329,12928,11905,14244,1241,16573,9563
43,7494,6318,18666,8132,13471,11081,11832,10734,19471,8972,12232,16676,2647,4819,1760,5282,3829,122,17213
44,5221,16011,15619,9009,4079,14953,18326,5100,10108,18793,512,7617,1378,14559,13694,17390,610,19635,6094
45,14977,9834,16123,8092,13702,19072,9883,1511,19958,12545,7298,6031,892,10517,14356,10650,13118,9628,2001
46,19123,12387,18098,11814,18524,19305,16483,9155,17517,2281,1563,1769,5662,17870,6740,3101,1438,9194,10033
47,12503,17458,17747,13957,5757,4538,16682,6853,14750,4262,17326,13356,528,1480,7872,12925,6285,10929,1338
48,18615,2728,13963,19351,8649,16324,6984,9273,14347,19885,1654,10693,17972,5304,1145,1693,19604,14305,4759
49,2114,2298,19438,10045,12778,2121,11141,15170,14281,243,10873,2532,3398,16856,14793,8669,14116,12374,15425
50,16106,3455,12783,8364,12571,1507,1670,976,10566,2024,16779,15412,2595,19613,14663,147,12353,6325,13885
51,6920,17350,12433,10363,12888,5769,9185,7193,8093,19510,14475,13091,12957,17931,1593,15607,14527,8009,2862
52,2678,18017,17776,10955,14197,15155,9757,1107,19755,16822,13161,13180,2491,805,4734,8104,11586,5733,14700
53,12527,133,19550,4747,1888,983,16335,5561,8304,12007,7171,18881,16401,18366,14721,15778,19047,11963,17348
54,476,10426,15698,17787,1855,14756,17504,6528,2259,4010,16328,4228,3363,15341,9283,1245,13182,11242,9647
55,3605,19672,19584,18202,884,2311,8330,8404,17563,13491,5590,5760,15845,6376,3117,18066,17602,9269,1613
56,19314,12633,1304,7660,10018,7494,9079,14832,1415,12102,17457,9172,16953,18202,574,19798,12156,10292,1852
57,4241,2317,7975,588,1572,3217,13251,4627,16347,15458,12432,6584,1664,2294,10441,1804,12550,9902,12141
58,11387,18710,15346,9755,15753,18050,10706,5915,12337,4733,10115,6403,6350,4517,9639,10866,18512,11862,19584
59,11462,11502,3951,9096,7469,969,17858,4399,18632,5502,15414,8373,13685,4000,19097,19825,12688,3391,2221
60,5109,7388,17070,15028,17715,3203,17771,898,5963,19559,16929,5004,17466,6842,2211,12627,3604,8978,4024
61,11358,14166,16634,18887,4104,670,5223,17123,7732,16301,19214,13433,17009,7141,13045,19455,13048,5086,4004
62,17131,8432,4561,7343,7803,7331,9954,18821,975,16926,9174,15033,14261,10106,10789,10982,14688,3377,18129
63,10738,12732,15590,13082,6720,7820,11824,12201,8969,18248,7681,11279,10097,19287,14517,12409,5155,15911,19302
64,4954,11676,9557,17833,17334,10956,12172,8503,5245,14416,16215,18787,534,10658,10214,12838,17750,10117,9943
65,16956,5282,14239,19556,4911,17368,8079,9684,19768,5198,6547,13473,15597,10316,17976,1247,14884,10046,12276
66,18287,820,832,8994,18618,18667,6066,15975,4441,9858,8742,2699,11862,10209,17250,18805,19836,13087,18175
67,11699,740,7767,5098,4694,1284,12226,16711,7312,3832,13248,3883,7218,2285,10898,5807,7885,8151,14335
68,742,11973,14840,10881,13947,16949,9852,15762,7075,13023,10433,18237,740,8594,6938,5081,12008,9366,4407
69,14485,10666,1806,1346,19602,478,14097,2103,10624,18497,12144,10669,8490,5198,10336,14830,12259,2268,4698
70,601,15172,13713,7286,16082,952,438,5011,19473,3567,2387,10807,7623,6983,8866,10719,8720,10628,10080
71,18187,7401,8269,7155,13416,16172,16816,1088,16123,13429,17573,11242,9097,8418,16400,18291,1233,10625,18199
72,19216,17144,4605,17617,8772,4900,14491,3594,16250,4982,16674,12273,19189,9866,5485,5702,10720,18809,19317
73,2522,13755,12073,19707,8605,1477,5849,2638,9091,13281,1146,5006,7831,16400,5047,862,12150,2976,16624
74,19723,1512,18522,11424,5869,440,18473,12339,10422,12982,604,9095,8238,12978,2493,8229,19504,15459,17455
75,10361,4870,17148,11541,18368,10144,13117,1199,16316,239,1373,9577,17999,7851,12482,12506,9175,12263,19577
76,5069,6209,4367,4237,7404,2957,8224,12537,2478,12570,17172,12842,18825,13170,13555,8343,18183,14131,14280
77,15368,15423,11947,199,11405,16768,15055,2021,1896,6613,15629,3499,8296,13946,18042,4644,15036,12614,7604
78,16756,5451,9941,17239,3283,6378,3236,394,16265,2161,12660,19017,3732,561,686,511,632,19132,16702
79,19692,7999,4525,11666,12967,7063,13638,262,7329,15283,19626,1607,284,12986,1407,14670,7180,19016,6746
80,9812,1126,9160,16057,9765,18301,16379,16742,16310,4828,3642,6244,15758,15615,11436,14175,15641,9616,9411
81,8665,15703,7599,15980,7936,11490,12824,2705,14507,17657,8907,9913,17689,19755,16936,893,3127,1084,14773
82,10025,2773,3752,11270,12454,17485,6128,10957,15357,17226,13891,9503,13100,9393,8591,9439,4117,11873,17951
83,8182,5212,1240,14709,17972,16852,15289,3488,6224,18483,9542,305,535,4677,15953,15508,6908,2326,14187
84,6245,9047,14560,17578,14480,10324,17736,14394,4974,16930,13724,11618,12370,15790,17790,10118,16657,8511,7842
85,404,5552,11299,2308,9826,14303,11369,18110,16987,8369,2783,7547,2783,3583,670,12990,8157,15107,8223
86,6769,374,10868,10635,1035,2007,10923,15579,10809,9429,6776,9554,8817,3362,396,1654,6379,5930,14446
87,12693,18883,7464,15735,341,12256,18481,10318,19289,8929,9911,6842,7430,8377,19363,13269,4367,18854,15260
88,14497,6359,2342,11016,4409,5808,11152,12545,10822,7691,12988,16809,7178,14271,17742,10242,12718,6407,12587
89,19815,12081,9388,9783,16145,13981,16848,3494,11483,4540,15426,14935,4465,13301,11519,9311,10061,8763,7156
90,2430,7679,4806,7839,15254,19532,1710,3692,18567,16230,6664,16470,10827,12041,15324,19788,6644,8975,19585
91,5770,17789,416,393,2497,4862,12067,2284,11938,8698,10238,3363,4281,14910,15395,14134,9493,14430,17576
92,2117,5855,7796,7524,10511,11758,19684,13665,9910,6880,12767,6995,9429,19279,19135,14812,3868,9380,6827
93,3565,4695,8369,446,16756,7241,15865,11805,793,6726,17438,10341,14221,19683,15542,6323,12375,3528,15328
94,8125,14510,17834,1042,18748,9095,16681,14964,6565,260,15434,5861,13407,16436,6010,19921,3857,11574,18660
95,9997,10225,14836,17702,4715,6431,7147,17675,17093,3587,2969,2988,11034,12850,13304,9411,8199,19596,6097
96,12149,6392,10445,11095,13838,1639,12250,4525,1300,6533,5025,8445,13219,16313,12477,18463,17771,2028,2631
97,3858,4466,9076,2304,6823,4567,16503,8488,17909,18626,11552,19879,8318,12776,10242,4255,2787,17579,12939
98,5917,3468,13419,3168,9061,14508,3549,16726,4151,12856,4890,10557,10117,2711,3661,18350,16881,10572,11691
99,13557,3024,19887,5584,4262,7644,15000,6633,11755,13643,1674,10162,886,10346,14379,9477,337,3631,18249
100,13537,8345,19921,11018,2720,11096,9530,5904,17138,14668,8239,9511,1370,3529,639,8368,16620,2246,10419
101,8611,14091,6836,9580,11264,18675,2926,229,5678,14664,18392,6911,13900,8382,16626,4222,16168,14703,2594
102,5288,14107,10869,7473,7787,10391,11306,14808,5061,1601,11231,9042,8443,6102,10009,12626,3407,6739,1237
103,8943,8992,13768,3483,6812,5422,9748,19640,3422,9805,19630,7465,5772,18192,19884,17257,9286,1404,10650
104,8710,16042,4385,14902,6595,19215,5475,18927,11952,14721,5345,2704,19022,14264,7738,10279,13216,2087,7267
105,12232,19385,1629,18783,11683,5602,2642,15913,15633,12841,13332,1253,1503,17091,18678,12744,10147,7551,5318
106,5011,19718,19607,8501,5624,15771,8713,17578,9380,6771,2724,9764,3208,12356,10266,9968,1315,1981,5851
107,15334,15374,519,13461,13563,12819,9191,16221,18498,19697,6291,4667,2919,8970,12672,11960,251,6274,11128
108,2300,1167,7908,16891,5008,17223,17876,14290,12756,15346,3134,5535,231,15689,3825,14038,13324,1461,647
109,10709,13250,12450,14311,15198,4748,7068,7975,9389,17472,19170,19123,11098,8314,7242,787,19635,14453,9310
110,12661,12274,2874,4772,1750,8833,6873,12338,13048,1864,11458,14214,2322,17956,1240,16675,8443,18551,19135
111,15375,11898,19832,17287,15575,11096,16986,12722,14210,9556,5077,19823,13932,2028,13177,8476,6062,10073,8833
112,15917,13618,4037,13663,1110,4323,18196,16833,16007,5905,19541,19673,5304,4055,1031,5863,13469,2950,15579
113,8846,435,17876,4726,10876,2616,1079,17824,479,3194,14223,8311,15228,14997,879,14780,19910,8199,636
114,17749,7426,4360,15903,18424,19542,16743,12073,18264,19699,7551,14268,7044,7340,6629,3204,16210,4438,13805
115,13434,12000,3788,5026,11606,788,11030,3298,773,17068,14725,16971,839,13609,826,19546,9450,10445,5798
116,354,9939,3666,11442,2836,6394,17366,16651,12281,8279,13757,403,8445,3534,13701,3745,17308,8981,2236
117,3270,16473,321,3837,8839,9275,17146,470,232,2142,16339,6525,19135,15525,2593,9288,17226,5597,6064
118,7502,206,14059,5561,2124,18202,10685,8759,6872,2798,6286,6050,16301,14969,9061,8153,8135,9968,3496
119,17852,830,5105,8214,17671,17562,4809,9875,12609,2050,16613,6888,11862,17189,3484,18689,19950,16469,2666
120,10894,16894,15956,12049,7679,18758,10680,4209,7587,3614,17370,12375,3055,15182,8391,4909,8869,8275,8477
121,670,13332,13584,8409,12658,7971,11807,18346,6379,13086,15443,17791,1568,1263,14517,12361,12686,10783,3079
122,18823,12743,188,1353,7845,16042,5435,6268,2816,2384,13621,19516,7419,12719,8377,17514,2610,5536,13188
123,14592,2471,11559,15648,1570,19454,3258,6030,3628,12522,18001,7381,8772,12005,19860,8234,10014,18559,10418
124,19647,14244,19972,2887,6149,10352,9763,13252,11675,19033,7343,9400,18445,9188,6731,2690,3938,6672,990
125,12846,15479,15394,4872,9410,11209,17432,16545,4846,13477,16705,15458,4867,16895,14859,3171,6743,14696,343
126,11080,9101,3864,468,19244,2910,2177,10603,9240,11302,8679,1853,16878,17207,17029,2583,11467,7506,3383
127,14354,17695,18672,1956,6970,5051,978,4153,9148,12694,14187,1673,14141,9401,1910,17421,9204,2343,210
128,9980,4511,11206,19684,9784,7491,6831,9883,10064,18768,8658,890,11778,15416,642,19433,1464,7728,19354
129,16649,16805,13406,7105,8284,11234,7965,8836,14432,1953,16533,8090,3916,4736,17937,12017,14673,8176,6326
130,17541,15186,13315,15612,14858,14305,12924,1568,4339,7553,19164,14458,8259,6921,12792,19710,14135,710,19601
131,18937,7355,7372,13963,9882,16402,14440,640,7543,12260,5629,4992,15306,310,4777,4864,18499,1526,15091
132,19119,4015,14376,18624,7260,4883,3264,9301,9950,17193,19314,6608,610,2355,10821,9841,11220,12669,11948
133,3889,7479,17189,12351,12758,15678,1167,19561,4587,19653,233,18950,12223,18012,1669,5111,10317,762,16433
134,12173,12187,8599,7414,14019,3027,1180,18671,5450,13096,10995,5276,15787,11513,17423,12957,5521,5352,5114
135,11537,5221,14748,19605,10843,14617,6492,4292,13424,16509,18918,2208,3088,11355,3542,7821,18198,313,15599
136,8785,8348,14470,19370,7830,3125,1052,6700,17099,13493,14731,18421,7177,1015,9308,15227,19672,12095,7761
137,9206,11256,189,13871,11823,1506,5868,13601,10604,8719,5592,15153,14726,3288,5835,4605,4609,7072,12102
138,2173,2243,16134,17979,8850,9506,6091,8832,18085,18564,16097,5613,17036,19332,13387,17517,14250,9312,14356
139,9742,768,7622,7762,10084,4407,12497,4723,15340,12774,10768,5977,18252,5917,12076,6453,3585,6161,5225
140,12678,14427,11556,5246,2259,15089,19112,483,11563,11471,4040,10712,17375,5827,18845,702,3297,5392,6468
141,4095,16868,14839,1833,6790,3718,2390,9097,13195,7721,10715,1286,2874,18044,3419,18461,12672,10467,4765
142,7441,18840,10861,772,10271,13129,10411,4553,1951,14905,8390,910,3757,14617,1231,6267,7052,13776,5830
143,1284,11504,5960,8802,246,8827,7195,11056,1651,3936,5016,14715,12245,16926,7456,11440,2651,7902,12346
144,6703,1075,11139,13623,15674,9432,14230,19829,10532,19127,5599,16065,8296,18786,8723,2090,1866,1747,7058
145,19763,18675,11608,19746,15746,7571,4271,8923,16117,14465,11629,1868,2450,4863,19629,3234,2378,5427,3330
146,12965,16502,15329,1672,11897,3436,4558,16496,17415,380,863,6658,14668,2122,11581,12904,3943,13284,14856
147,12574,14735,9623,19566,12080,1396,3231,950,6402,18274,17478,14817,11425,6491,11797,9899,13141,12216,11556
148,14839,9060,16880,11685,4109,7585,2314,4737,13606,10345,14018,3300,774,4707,17159,849,16180,5260,4500
149,9952,18128,11817,5880,17234,17463,4811,9819,4115,4481,18519,10426,6478,3162,6469,18702,6500,15739,677
150,9563,4755,7560,14424,14755,13679,8191,18896,11791,19506,11728,19014,4305,10743,15234,1806,5329,12022,15350
151,3013,11063,8013,7862,12654,10553,2414,5500,12827,1615,2639,6770,11559,16815,13451,15968,13004,13250,2105
152,14505,12583,7833,16786,12760,6358,13880,18707,5846,7803,6010,5270,9822,8924,12300,19412,12293,7761,11624
153,9971,13966,12572,16779,12196,4572,16650,1549,16596,6068,2494,1790,13994,4907,18461,7582,6654,10511,362
154,484,10248,17403,6440,16099,8353,18536,8274,7065,4800,12139,12622,13023,18735,16435,12446,3117,8804,6492
155,19993,18059,18838,8275,8988,15639,3986,14867,4389,106,7402,7991,12830,15101,9475,13800,4150,18774,1663
156,8856,5201,18813,17406,18066,7165,8259,17482,12754,6249,17806,1934,14533,19361,1034,10035,16134,9198,17123
157,5409,15419,906,8726,5470,8636,1027,8207,13401,2688,13740,16460,16645,1501,14118,13296,3094,4862,11967
158,7584,11326,1543,3050,2533,13897,14536,5341,393,17652,8057,3962,15065,19822,10913,16553,4437,2689,5738
159,8980,2418,14697,1967,7764,10061,18989,15980,6871,17358,3082,19790,17666,18149,16904,6294,690,1434,4482
160,828,883,15780,7842,9374,10968,5516,19840,8366,6620,4870,19148,16950,10945,10530,16869,11629,1507,7330
161,13733,13257,4451,393,11324,17185,1279,16301,15927,13323,3248,8607,8430,3761,4534,1237,11206,13943,835
162,11660,4141,19611,6751,2728,8240,12181,529,16839,8198,14295,5179,1549,9177,18189,18454,15854,2265,10600
163,2416,19787,3568,15750,9362,19125,7338,15914,11221,4621,3501,12842,737,9947,3702,8951,17220,11685,12450
164,6135,12450,16182,9046,1106,19223,13749,18012,2642,2447,1987,4025,1756,12469,7587,4949,5235,4769,9977
165,8464,8020,19446,7226,4510,7269,8295,17679,17971,12952,1826,101,15401,18906,10316,6599,2432,662,11684
166,15130,6538,5128,16986,6233,17609,16655,5985,19512,6891,6442,12330,11525,13278,8658,12958,6485,7752,10450
167,2606,16752,12927,15646,18824,9201,7824,16084,17698,1314,18935,10202,18125,18401,4784,4942,14847,10233,17756
168,11849,6396,16851,19937,17565,8232,16966,17557,19176,1607,11423,14543,15366,7367,11298,16450,12318,15368,6484
169,749,14120,17571,13078,13905,7580,16412,1026,373,5648,14693,9522,14032,18128,13326,11847,14330,6049,5214
170,12223,2861,6202,192,10417,16998,12593,18225,16831,149,14242,13487,11986,12988,11510,4947,14161,14118,7715
171,13195,3776,6786,10653,13768,914,17569,8524,2101,9305,5626,2248,11054,11153,14352,12972,16407,1764,7885
172,2166,10839,18365,15094,4637,3049,2446,12399,11921,6417,2972,14506,15664,19263,871,6384,12146,10122,1843
173,14594,13677,5614,11134,1550,2814,9797,6545,17924,15114,19219,2983,13501,16431,6252,8226,262,15356,17011
174,18817,10169,18459,10286,3505,7283,18942,3495,15641,19822,4607,17392,17602,6543,4517,5223,6595,16286,400
175,13692,8620,16140,9081,19772,4163,3601,4361,6880,5162,6190,9646,11849,1351,1507,19145,3341,9305,9857
176,8987,794,6345,3606,11991,14500,14962,16665,9783,12372,16094,1321,2111,8983,16608,3246,19273,11351,6319
177,2174,16381,4730,19943,3161,4945,17336,8860,9522,13176,16416,7066,3330,19172,2711,18762,17982,6450,15409
178,13398,16757,12452,17567,19432,2295,18411,9031,948,3221,6704,4459,9538,19660,4121,14927,6507,19435,17356
179,15789,351,4063,14291,13497,10455,4569,17970,11797,2850,13171,18310,17779,1243,8649,18525,758,19358,5354
180,3434,12264,951,18964,16063,14864,2242,3531,950,19138,17117,17421,12953,7137,15764,16548,19631,10225,17327
181,11718,6093,16170,16154,15183,18046,17886,12803,3342,16424,1260,11952,13080,2820,14069,18120,7509,19777,2464
182,11990,13852,1694,10622,10818,8011,3128,4699,2945,10209,14663,3323,16056,14444,2331,5896,10915,14066,9661
183,13943,11914,15446,11591,12602,118,9017,19457,6529,2004,8393,16546,15491,14104,10269,2364,2954,19746,7374
184,9857,8796,13496,10778,1709,1786,11832,8248,5462,14747,10178,16539,1480,2515,9511,6073,777,13360,15870
185,5013,7109,9900,19456,16514,11410,13804,13709,19914,12997,17046,9318,13542,4845,18623,6175,8515,4304,10410
186,18328,16044,9555,6975,1895,8018,7660,6167,4008,603,10547,15862,4879,10685,18579,19311,17873,2406,2390
187,18182,11316,11438,11304,3026,9348,4969,3681,3635,4571,10268,1880,3871,8766,8669,14190,8987,15522,4461
188,16132,4323,16685,5910,18365,9369,2149,17818,10793,15804,6907,10789,14260,19084,16743,3722,15622,7023,19963
189,2729,11365,13637,6440,6233,16462,18762,11730,17192,19684,1946,8739,4426,12805,10798,3916,2181,15471,7958
190,1684,2160,2512,13352,11981,13086,3300,15090,17646,17005,7675,3287,8041,17593,6233,12414,5766,1410,6431
191,12127,19554,7117,5992,16131,1823,6502,6945,4795,13304,12050,12302,13588,14162,13608,13668,12609,5194,9574
192,2006,12594,14650,1792,11486,15172,11338,19302,1522,7575,16684,19863,13783,16146,3703,6926,13649,448,11420
193,8907,10573,7450,13832,14128,12142,5736,5903,2903,12506,19750,11092,1438,18654,6523,14708,1852,12328,5875
194,16994,7247,15645,4249,11447,6493,8485,14656,8686,14649,11196,17221,7934,5330,6616,15878,11361,7394,17658
195,5054,10138,5342,16040,13686,13100,12520,6910,6861,8301,11848,4658,16591,1246,4500,3683,2641,11100,4283
196,12937,19218,10837,19967,762,6898,10673,6168,5362,15738,2192,11089,14929,19408,5078,12467,17364,13650,15032
197,4990,12224,13930,17127,1129,2740,8222,5491,1218,12744,9940,9179,2116,10470,1188,1772,3778,6059,19083
198,6287,9553,9216,3694,14212,3505,5788,15841,16028,17458,11074,18238,10036,11207,17710,11364,7862,438,17103
199,8265,3161,11250,12791,3650,6525,6036,18118,3682,13550,7211,2680,3842,11775,3301,11299,18853,1217,10660
200,14458,7179,18364,1320,613,15165,12081,13818,10075,6408,17213,9309,10557,17057,7947,12626,13870,15459,11663
201,12568,2237,6831,11745,13774,7453,10488,6919,2549,9966,16184,1856,14398,6979,1803,11746,630,6619,3275
202,6020,9569,6966,5815,6634,15400,15877,6526,4902,14211,14459,6523,6542,13428,5514,2106,18879,19007,4339
203,10822,5502,18370,13504,16942,7593,14149,15118,9646,6998,18265,9468,11267,18680,19635,13890,8118,4314,2136
204,13074,19983,4607,13684,13620,11409,19824,8122,14951,18597,6533,16677,18401,18393,12880,7608,11337,14268,13949
205,13848,10650,12336,9357,18163,16828,10401,8648,2078,5720,1442,5437,16352,19723,15646,19863,8510,16084,1576
206,1570,5915,5730,16198,5321,6623,17106,12985,14477,8914,19088,1871,7209,5565,13464,9502,1300,6966,13988
207,6977,4568,156,17677,8519,6854,1913,11836,17199,17146,16613,7708,3254,7968,18459,11378,9098,3461,18150
208,15600,5603,11349,6204,5786,6388,18568,13210,13113,7543,10863,2556,16905,9799,14164,1734,13749,4412,2323
209,13803,9922,12427,5691,13925,9149,15989,15530,10969,377,517,14324,11653,17739,14067,12467,19457,3703,8237
210,13486,3920,12120,9642,6369,18915,19317,15462,3990,5332,13561,8763,11012,9442,18060,4072,320,12770,215
211,1385,2563,19139,9700,4705,2197,9277,17678,9822,10933,1248,8743,16498,13965,19323,7223,10019,19950,521
212,7321,10555,13678,11886,4208,13060,16229,16997,14688,7277,19050,16379,1780,8331,1428,16805,4676,3415,18996
213,3346,13329,1745,3906,6989,12404,15116,6206,15520,16304,1052,6175,18462,8256,13841,13688,2506,19106,19469
214,1749,10721,19988,17235,7861,15916,13438,19767,7660,2437,14044,13688,13258,4041,17840,6774,1571,1641,8498
215,3974,1787,11718,12593,8132,13282,11847,2961,8478,10734,14685,2273,5314,5753,18166,807,4081,1298,9429
216,13142,13035,6792,4521,16518,11432,10885,10094,949,8323,4535,16479,9101,18158,2245,13058,14769,9870,1826
217,8722,6556,17308,10155,19697,13647,13380,13703,1674,3724,7741,7290,16830,6819,3821,7932,3061,9167,1165
218,18376,19497,14804,11866,2063,13309,8392,15511,6056,6390,13401,112,3992,15737,12930,13169,11200,1756,11178
219,4017,17414,16016,6892,18986,214,8462,16526,625,10258,2725,19483,13550,17281,3970,9514,13914,6874,6243
220,16827,17021,12266,2299,19690,358,17087,19857,12898,14365,13816,2397,9619,3625,9448,5551,9447,3463,1051
221,1837,1088,10464,12849,10981,5244,3633,6780,19649,10056,1556,1807,12668,10910,9019,2573,9864,4461,1887
222,10416,4357,6918,11463,1215,715,4605,14382,11248,9217,2028,10300,17259,11912,6372,10270,10675,17296,2534
223,18612,9916,10351,12422,15275,1609,2485,16502,2288,5027,6044,3998,13759,13194,11800,4768,8303,9182,8896
224,3681,5210,14223,7423,14813,9252,17062,1072,12290,8160,5959,5263,15949,17849,17863,6725,6500,8910,10195
225,1944,4987,799,19220,12112,4677,3141,4329,18144,10693,8906,13282,2333,17097,11363,2343,17714,15652,7085
226,6690,2411,12668,11253,1331,19884,10108,14138,1246,8557,12009,6801,14646,18802,13746,19600,169,18260,19000
227,11745,3028,10808,2618,16561,6606,3841,10673,15909,12927,7257,13812,17891,17426,5620,5536,15538,10435,3852
228,7006,9829,19382,11405,7472,14129,11613,16741,10226,13250,4405,16095,18661,14593,15072,14628,2340,12253,13256
229,8196,11655,18556,19472,12857,4974,15061,3993,3111,19619,10250,12788,570,11734,1630,3098,7925,11905,14466
230,13718,6381,3845,19731,6904,4848,18328,14509,5002,15563,2479,13119,6359,4861,17051,12838,12761,5492,1030
231,2672,11611,3577,14087,19885,10054,12459,17509,10068,325,8000,11850,1962,10491,7784,9254,14044,9098,2265
232,7338,9802,1351,8498,15284,18145,13654,9043,2725,12110,14292,17193,5638,18688,12693,2091,16323,16881,6111
233,18862,1859,2965,2402,3640,4074,3026,18798,1732,2528,4027,5881,18106,5387,17057,10308,18809,18940,10696
234,6801,17302,9764,3329,5629,19935,17765,494,13554,16229,9893,5692,16249,5779,17252,1963,2127,1571,12780
235,3191,12674,16475,17701,15084,8960,16898,15223,19672,6490,14835,10905,5350,4328,600,734,8651,17647,13010
236,13070,16588,3876,8362,12901,19547,18260,8910,19030,14236,8092,15331,14461,12619,13388,9733,19125,8840,2162
237,10163,14045,14761,5431,2188,955,18273,18084,13045,11655,9178,11326,10492,9180,19077,3474,552,13711,7879
