"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017"
96,13133,388,17151,1985,11529,9346,9748,15381,10431,5051,17138,12771,5420,3408,1195,13768,13737
97,2461,18155,5119,14774,12373,12342,610,8389,11082,13451,4012,4427,8663,8434,431,15947,16369
98,15638,15547,9053,17655,15291,5090,5714,12607,8260,6412,15981,12091,16309,5648,9082,18597,10718
99,3446,12314,7566,15620,18371,11428,4725,17769,2933,2319,2546,7673,3997,925,14266,9541,13530
100,13286,809,18395,12475,15921,3550,17440,15785,18485,1114,3374,14350,15189,15061,3229,10380,5984
101,19888,13267,4152,8309,12308,133,13353,9151,15365,8256,9195,11637,2442,19502,6383,18293,18841
102,13093,15380,8570,18267,4443,3252,19442,2596,3166,18146,16314,18776,15863,12042,11749,12426,5285
103,1220,11104,7745,19255,14806,5679,13620,6092,7201,1996,16252,18607,9906,10616,4872,1255,17141
104,19879,17734,9967,5246,11620,14464,4287,19270,17745,14728,18108,6642,3520,2064,5878,5902,4679
105,12854,16936,19683,1342,17348,1398,8327,1332,3454,19974,15476,19019,11854,17432,15508,16395,705
106,1120,7750,15938,5291,9863,16143,11489,18383,14168,14834,3518,6014,11588,10405,11928,9036,14605
107,14261,5636,11089,4175,6311,12482,14968,4161,14438,4243,9200,5792,6179,7386,7080,6017,19066
108,8535,6389,18580,14981,5084,17242,12510,12188,4525,18418,9328,13722,14473,1123,1834,17581,1365
109,8796,2252,6366,8381,15380,1697,4102,8915,11526,9507,9529,1005,16396,19341,18695,5488,1819
110,6440,10897,17131,5271,3229,19945,13484,12375,7318,7404,5637,6173,19779,13425,4182,3252,10325
111,16683,7987,6981,7900,15411,1927,9508,11715,15246,4019,2101,10360,9713,16485,14839,4137,7174
112,8913,6985,11561,2160,18713,1263,9218,10872,18569,16206,16358,9488,1277,7355,1114,3612,5135
113,19676,19216,18329,14491,1085,2508,5230,11377,15468,1452,18420,8831,14719,16720,815,4062,7151
114,2534,3424,7872,5588,15176,6798,1678,10923,447,13229,6148,5975,17165,13395,14073,10007,16045
115,15418,9919,4802,1526,11661,13145,11917,10040,1833,8183,14891,7402,8385,17001,6597,1884,3220
116,8698,16240,6757,16651,8764,6016,19487,14668,6568,11334,13129,9144,18631,9600,5159,8936,8650
117,13313,9681,8957,9636,11629,17493,1340,6608,13088,13787,14961,18619,8085,10098,5753,11075,9812
118,2498,5555,19751,11669,3490,2901,10129,14920,19402,11193,2758,10321,13351,13690,560,2244,19991
119,15706,2477,1756,13934,13588,1532,392,13837,6209,18503,13709,8844,7771,7789,5905,10295,13360
120,18880,5635,5835,3232,787,16734,15933,7438,2238,625,16827,9079,9698,793,15598,712,14824
121,17612,8275,7498,12320,4681,14242,11151,8437,7912,12787,18643,16158,2713,16890,8535,2181,15465
122,7844,19624,5204,19580,6388,11553,12593,11938,8692,13829,3240,15263,19167,9500,5888,15236,871
123,709,9426,8193,8411,10133,5066,13479,6971,14024,18725,510,14570,3358,11627,16819,1896,10365
124,16461,12454,5712,19910,10963,6233,6297,4396,6685,9178,18279,564,4358,6110,11882,6499,19629
125,19169,1794,17167,11522,3585,6489,15994,16780,8279,11940,4383,6155,923,5678,1002,5194,6288
126,15867,9215,16556,16084,5515,18823,7566,15198,149,4464,2333,18977,12492,4660,16964,11413,13571
127,7275,11057,18069,9928,9845,4831,19900,7695,5167,8420,2852,8079,1851,6653,18616,1162,9074
128,11746,11744,7873,2346,3651,12814,7336,16220,3199,511,12539,10640,13442,4416,15683,14328,5550
129,3260,15204,8529,8313,14276,3368,3296,13324,7310,4300,19877,18499,15766,15968,12217,19137,5369
130,9918,17397,15067,19224,13694,8874,12020,2530,9989,17338,16619,13855,19471,12825,11885,19426,17779
131,17531,9747,12141,5209,17833,12523,14628,11939,12122,17049,16551,12073,8895,18566,976,9834,2967
132,12045,19398,7963,4546,13007,9412,2176,4373,13004,14909,16606,17686,18062,566,6129,796,15751
133,4085,4262,9700,11945,2791,9130,18268,7753,10079,7477,9897,19631,14295,14827,3416,9672,8196
134,17203,15747,11430,12124,4532,342,1588,3969,11251,11115,18821,11284,3800,10082,726,1544,4178
135,2846,3495,11593,14498,12214,6629,10138,708,17476,10899,1981,7623,6013,2943,15347,7120,8660
136,8229,7320,653,10958,17975,2206,10547,13443,5835,13101,752,16931,17217,12491,6648,17142,5310
137,15880,7115,11374,11973,7988,8596,9036,15678,1186,575,1931,16036,15438,15303,3280,14160,11024
138,2420,5811,17951,11487,243,17613,2916,9808,17608,10120,211,1772,5868,13722,6630,16589,14041
139,6879,6057,1295,12210,13581,18209,7140,12133,19821,1795,5859,19201,6566,9889,2824,15348,1226
140,1879,14756,9818,11656,1394,11849,11389,15705,245,2246,6225,15017,17967,8152,8675,9307,3370
141,195,2544,8198,3730,9288,9752,17475,6178,18853,17105,9009,2978,5679,982,11105,6538,312
142,13383,12527,2019,14454,2619,16285,18717,6172,12497,18849,644,18524,17362,17928,3788,3426,18258
143,1228,17336,15832,2014,3041,13969,7260,8863,17662,7692,9005,7602,11533,16894,5028,2497,398
144,695,11158,13251,15247,1090,19206,3091,18630,9519,602,17511,6517,1445,8399,7739,4592,4543
145,4846,3075,9305,17503,17410,3449,17042,13138,11390,8791,5228,373,14794,5618,7037,4698,17259
146,10664,5276,3447,3209,12338,13375,5480,19621,8654,17965,17423,16009,6903,13009,4619,3783,2526
147,19541,14733,15416,356,11214,16195,4579,12881,5456,12368,7927,2171,15708,6349,8365,7062,11189
148,18145,16046,4054,18223,18544,9465,17296,3147,13209,6068,11142,16689,1756,13137,12150,3842,1330
149,12587,13058,5184,11879,18501,2867,2352,8933,14123,14626,4743,1713,17998,630,5216,5295,17873
150,10209,798,9733,8317,10631,5515,9013,16876,10326,12221,16819,17170,4938,10485,4943,1747,18455
151,13289,17242,758,2490,217,6779,15786,17291,11026,13046,9138,18041,16586,5867,1338,10031,13060
152,3189,955,12683,10482,10779,6397,5341,9305,12290,708,17449,15547,19410,19076,6740,11370,5736
153,18163,3592,14879,15485,14861,167,10495,4463,16095,2646,7027,17763,10875,4687,1879,3013,153
154,16304,13358,9604,16033,14872,15900,17130,15829,12176,15571,8644,11442,19766,5827,3550,3308,9320
155,5125,3908,4024,5687,15961,10179,10967,5359,19570,8006,4209,2261,9713,385,16739,7148,3514
156,8614,7009,2123,1545,6318,14557,7986,9891,3532,12410,6705,6161,5629,3284,3716,10017,4360
157,8269,9095,16061,2482,12929,7568,18013,3994,18298,14951,19685,5250,14269,4809,256,14904,19099
158,19900,7922,13866,5155,5885,11651,12069,1523,8946,802,8405,745,6525,6515,5656,18637,9885
159,7739,7175,3289,1249,590,11466,3783,5527,15512,6017,1639,14823,4848,3657,3784,16575,3281
160,16365,14660,6419,5650,14367,1647,11314,18790,9646,8709,6266,2518,15180,10181,15992,13811,4821
161,3313,13908,7933,18925,1322,3364,12199,19803,10099,12693,15740,7389,10726,17114,15405,18320,15886
162,17502,16443,1159,794,17094,17953,16249,452,13519,6525,13947,5522,4168,9320,2814,6406,16563
163,19650,10294,9365,17669,2525,16504,14727,18327,19877,6938,2553,18925,8429,7522,3659,15423,1033
164,6410,17388,1487,8946,15093,13164,16936,8086,15252,18846,1693,15644,12540,10668,17714,9394,6085
165,6651,10137,10644,8722,5507,496,13561,5580,440,3576,4245,11797,18651,4822,12379,2306,5660
166,13212,16762,19835,10701,2683,7738,2782,18026,5556,538,9854,10774,17050,19781,19519,17952,6453
167,1993,10347,16636,5889,1262,2040,9003,6637,11028,5026,17047,6732,651,1768,8044,12378,7970
168,11957,19243,2184,18543,2932,7420,5875,3044,11546,5735,1764,13555,3365,7234,11921,4468,3051
169,6429,6409,7885,1501,5898,10301,7988,18147,14553,11979,14956,11759,17076,533,14121,9791,6573
170,9239,17729,11524,2384,12032,8622,8217,708,19129,8624,3650,17288,17458,12264,17511,4799,10344
171,1638,18406,9473,1620,2174,13070,16850,3162,18122,4209,8851,4847,13754,13602,18094,6058,4934
172,11405,14993,14363,460,17207,6029,10069,7419,15666,6431,2342,15685,4945,9624,19700,8202,11382
173,14453,15461,13449,6019,17780,14393,574,5869,4779,109,12030,16142,16501,6238,19389,12078,9027
174,7022,12122,7783,3998,10172,10751,2241,9995,14970,2156,5807,15760,8141,19924,12337,1668,9582
175,7850,12624,12356,9652,2335,8896,14167,9531,6085,17197,17642,19857,2157,6260,15687,7843,2727
176,10389,15844,911,12624,10397,8220,3666,8350,19256,11299,2661,14350,13857,17991,17460,17090,4355
177,6133,13923,9927,7284,10071,2816,14913,9300,5632,5396,3752,11655,16481,7271,15279,11530,7832
178,10798,14557,5156,2787,10429,18304,8633,10537,14146,4042,13077,2827,10057,16337,15096,10840,1532
179,8409,2219,10779,18856,901,7358,2685,13570,7294,13968,14243,1257,15745,17519,15716,8926,18008
180,16549,11957,3805,19908,15280,16291,12125,8987,1422,16588,16272,11327,14046,785,9679,16941,4941
181,18897,1104,5503,3588,10362,2900,10166,8677,1401,12831,9882,6045,3374,19845,16097,12919,8315
182,5350,12116,13609,13064,14242,4659,6850,8173,3982,8277,8469,9616,4688,10166,16826,8374,12660
183,13565,16290,8715,2317,14962,14721,3031,16082,4197,8464,17145,10021,18248,8847,14321,16894,5734
184,6294,6715,6169,12509,15086,11865,622,4649,6469,13692,16126,1755,16915,1024,11032,12240,11460
185,16429,6433,6165,19569,18430,3449,3904,152,9550,16865,14041,14279,9253,16811,5854,16045,16634
186,1200,19501,11444,2346,4470,12736,2814,6358,15435,13752,3614,17293,3797,16400,6086,11614,4832
187,11196,8333,11908,10557,18560,3329,7713,2643,6560,3410,4314,4566,2673,10069,4905,14128,2080
188,12841,10337,8359,3947,15275,7928,2710,14757,18989,10778,4570,16586,11195,18998,9671,11471,4864
189,10101,4102,13852,10152,19212,11747,11855,8589,15976,19348,12380,14366,11548,18433,3836,18994,8784
190,10436,14892,8715,539,18487,10524,4268,412,16235,1787,10169,19910,4181,11422,2617,10531,13950
191,3224,9754,15839,1623,13890,19716,15089,4945,2508,12624,10537,12759,6842,2319,7050,12437,459
192,2605,2539,14142,11153,16647,12818,8990,19437,4563,7882,1490,12642,19738,16442,8335,5158,3223
193,1627,17807,1827,13439,5012,19714,1726,16014,8221,4367,12275,11181,14417,1813,18600,11358,5586
194,2733,11059,15978,13081,17692,9496,17940,4404,19231,708,18467,5764,14304,10985,4506,17469,9776
195,11097,13141,9695,2096,7834,8372,18770,14457,7991,2333,4181,4963,15481,11984,6057,9175,7283
196,4527,452,10380,15604,9310,9711,143,13893,5144,19035,12279,2704,4450,13063,5178,19788,15453
197,6541,17388,16612,18003,5378,8450,6439,19162,11047,14162,14933,16505,17457,5051,13105,19951,14255
198,14849,11344,7830,696,16403,2457,18898,19441,13486,5899,12332,3189,15826,14079,15510,8662,14439
199,13409,19124,2584,174,11809,9683,7631,17217,11218,7515,4390,7595,11768,8611,15698,220,10054
200,2298,1821,3334,6547,6784,15545,10680,14058,12133,7597,8822,17614,2230,16853,13251,11276,18230
201,1891,12078,4984,19954,12374,8411,4990,15265,17146,5903,288,4316,19970,12560,10313,9082,148
202,11427,19674,8744,2724,18439,7944,15056,4363,15615,19070,18003,15911,11457,12381,1910,8520,13708
203,12604,11625,9874,19052,3681,10067,1755,4559,5780,12689,11755,8055,3796,10859,6258,4305,11045
204,19933,7439,16195,18355,8669,17261,18900,2737,11733,18797,12874,12939,2227,3203,6411,15604,780
205,5717,3941,2030,8175,14079,7441,2626,7584,19451,589,17783,4539,17326,14921,13669,18000,10391
206,6486,5740,11991,14725,3668,14963,13367,10713,5807,6084,7572,4945,201,6109,11215,17198,4183
207,6641,1977,17940,13538,11639,4316,9037,9465,11357,1010,12341,7091,17464,4579,7292,3458,9874
208,16414,9285,1356,7071,10835,4660,10016,11616,5289,8373,13953,5130,18995,13149,6377,13406,11915
209,1086,10699,12594,240,4806,6770,2548,3445,11747,11996,10328,11860,5384,15775,2997,4725,8633
210,10116,8276,17986,5101,2869,18477,8007,10254,708,10519,18250,13354,713,368,14422,4623,13437
211,8249,196,4965,2395,8346,4720,5522,16095,11787,10205,3117,13094,6870,18907,15415,13240,19522
212,13616,1111,3323,15744,4592,13986,10727,17557,14039,18293,8984,844,18283,712,6677,5848,7952
213,17502,9818,3241,11203,2112,11394,14676,15816,19465,1051,10003,13087,2575,19631,6433,14600,4789
214,11553,12517,3390,8773,1233,4527,6961,789,14047,320,522,15071,3648,16811,15861,16159,9917
215,18281,3601,13170,8759,2544,6642,6028,16894,10048,6394,2132,6216,221,7971,10547,262,14423
216,477,11787,3474,1554,4386,18025,7051,9411,14463,7588,7092,11684,16573,14061,7230,1191,17421
217,13134,422,7438,4050,6214,12113,4427,247,3893,9624,18068,15199,1900,6851,9326,17659,16353
218,13314,2406,11539,14341,16398,269,15358,4872,15622,656,2635,3983,9827,19398,19189,16854,9640
219,3855,7824,3028,7477,11924,8869,15117,947,9679,19590,7406,4357,17215,14178,11781,4077,8641
220,15524,8795,2164,10320,14358,12210,18598,5555,17865,15647,6681,3103,2715,1188,6351,13271,13465
221,2609,6295,13894,899,15759,13688,10994,10971,19039,3043,12352,5759,19778,16626,17235,15018,5328
222,14126,3059,10912,10865,5971,19438,19614,831,12722,14424,134,13358,8257,2790,15916,4735,2590
223,15936,13400,4642,19063,15969,11439,2543,9838,12288,11467,5328,17466,9766,17735,13631,11837,6462
224,6829,1321,7875,7380,18610,10731,17895,15531,14152,14068,17333,4198,18222,16464,9398,8812,19314
225,7389,4002,12957,17234,5006,545,433,10376,14940,17944,9820,439,11155,11575,13371,10893,5142
226,3939,12829,4426,5551,3073,6429,16497,17197,14385,8072,13096,14648,18182,12591,11729,5469,2093
227,12688,215,7896,18791,536,15484,1754,16828,2267,16787,1745,6889,19552,14528,7646,14729,17221
228,6125,1619,9374,3893,14869,2893,5828,11934,12499,4169,14278,13679,2973,5302,14318,8044,16294
229,6275,4828,6751,4532,5701,14785,3929,3869,19027,1634,2774,6655,16764,8659,10478,16623,5446
230,15884,3527,17501,7823,17905,10863,19958,17343,14428,542,10607,18840,18092,5683,3063,16025,14062
231,11051,8377,10330,460,14737,8589,591,17448,8432,110,13937,6043,15633,3484,8540,2728,18626
232,15407,10852,17004,14783,17221,18525,11762,15895,7721,11918,12967,4399,16356,763,7396,5482,15142
233,4683,14206,16694,16414,7278,19334,14081,5610,3333,4844,6780,19017,570,3529,12503,18456,10043
234,7864,6366,15138,306,5503,8478,4965,16227,16218,16113,1032,19897,18750,2093,14756,747,9157
235,13288,17022,5029,7569,5042,15234,179,17417,18038,6410,18845,14730,16494,191,16809,5769,12970
236,14837,9706,17835,2063,10941,1146,19596,16564,8094,1825,2311,4335,6850,11977,17024,270,4743
237,13807,9179,6190,282,13863,4551,18650,8576,19428,19710,6048,18161,19223,19435,4580,13973,2746
238,3130,688,19120,3428,18567,14898,2216,12088,11161,1524,18265,16498,9258,3727,7748,7465,15266
239,3543,2233,1986,19047,19585,5099,13093,11225,10635,726,4727,11515,18338,3089,1955,12048,12604
240,8957,7113,6139,5671,3261,9951,17939,17403,11890,17863,16858,18766,5918,13554,8967,8448,4633
241,3077,4135,5514,17028,7812,8973,2011,17435,13360,4772,13491,16921,8370,3271,19906,692,7371
242,12704,13901,14954,18190,16438,5142,18817,8381,11040,10038,2327,15961,4773,18256,17803,11856,1540
243,7621,15704,3691,4655,7186,16787,3798,17828,2222,7063,3382,19248,8544,11388,12341,19288,9712
244,17190,1042,16701,10427,13843,13230,10945,1280,19562,11941,14142,18935,14027,15200,12426,9299,13398
245,12286,3657,6880,4837,15690,4292,2733,3081,13510,17210,8605,7192,4544,4018,10582,9997,12142
246,19658,11133,18590,5025,12105,7077,13170,13957,5094,2394,9047,584,11994,8658,8497,9386,1192
247,17922,3966,947,15872,5780,6155,9748,13870,12559,12804,4128,3209,4497,18083,9938,18563,5405
248,770,17492,19160,13225,12965,16014,8811,2750,11677,12556,18115,13345,4038,4714,16102,4020,16518
249,8401,7895,14865,16934,11391,8122,19412,18038,11181,12112,15419,16888,7978,9993,5024,14085,9548
250,14947,3901,14665,2643,4096,11644,2587,15356,15065,14357,554,298,18151,13486,842,11744,12036
251,14684,12425,3276,131,10903,3251,6842,285,7492,5232,6794,14920,16236,13529,10805,11671,6828
252,11137,9214,6431,9483,13147,15699,18821,12602,12946,7457,15220,19057,9398,19252,1832,5336,5858
253,11829,5027,6120,10184,8903,5843,5317,16286,9743,13056,9518,4017,11170,3193,14372,3417,10505
254,14832,9050,6529,14095,18399,3404,7099,19204,17962,141,6899,19156,9961,2201,4099,4180,16309
255,11320,17291,14412,10486,13641,12632,15317,18846,7538,16355,17461,9621,613,6504,3026,2762,7082
256,9627,6121,5031,16513,17778,17401,15465,18492,15369,19886,12619,3412,11945,18803,13868,5035,18004
257,6548,13464,12567,9230,4211,630,9706,11391,12455,2464,11404,2824,14920,2407,3220,16196,12625
258,5420,10166,12550,2811,645,14587,16875,17425,2104,12216,15226,12686,9159,10182,9871,19615,2637
259,8297,9123,7901,5175,18758,2543,2592,525,9168,3316,11330,13172,7434,3497,7920,19162,18314
260,12982,7427,16764,7691,19988,3886,1902,11441,5844,2034,12955,9641,8673,2091,9448,1644,389
261,2571,798,14926,268,10799,14991,11942,1635,12986,19813,19511,12248,17108,10781,13476,762,14304
262,14197,12862,10185,195,19135,16148,4503,11537,4783,12280,8514,15800,19041,19107,18334,6641,4945
263,7375,12701,9735,1841,8529,2536,5038,8331,1311,19660,16982,15909,15407,6960,2097,18064,16331
264,8548,3408,7302,14423,5111,19873,5996,12528,12646,10987,18768,14885,2722,10575,17376,1843,12201
265,18342,4349,17732,7652,13318,8195,11481,5157,12670,3171,10335,383,8890,4581,4925,255,8654
