"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016"
45,11154,9236,2954,9797,2087,8437,11457,6690,10540,3891,17715,6104,1373,12399,6887,16716
46,4477,6397,10974,8184,6221,3384,7518,17434,6014,8642,15830,1192,9987,3640,19897,2347
47,3052,8773,6256,19815,7342,3060,5574,1473,19703,10392,2060,18027,2106,3824,9592,3318
48,14359,18076,3315,4022,13512,2572,14425,15648,3417,18009,7743,9933,3535,8134,6673,19847
49,1259,14172,4540,574,3408,5666,2333,2874,19467,10490,19828,10167,14559,5007,4799,3365
50,3388,15710,5834,19072,5065,19851,7083,12247,17897,17582,6640,9587,13123,2498,9648,13070
51,17768,1479,12870,14163,14370,13864,4328,2602,2978,1527,6599,17453,14104,18947,13101,3065
52,1813,10088,4210,8789,5653,13849,17221,6984,6248,1070,3562,13306,5621,11504,16361,13108
53,4003,18207,10091,14072,9940,8705,11111,7421,9105,379,7158,13240,3136,10212,15578,13677
54,8771,5087,12071,5528,4731,4890,14609,1997,13165,1901,11122,1129,13931,7463,15829,4574
55,19099,14516,12510,18114,10637,7745,10385,19961,2559,10742,7967,5799,11483,9226,7736,13405
56,9095,13318,123,9151,1781,7222,14627,6132,15774,14103,8739,9311,5144,7690,9775,11935
57,7552,6445,5446,15152,2463,3268,19302,15762,16184,11107,1067,13475,19054,4783,2921,3644
58,764,1619,11581,460,454,10824,12913,14451,235,14215,5701,11892,13393,5884,18165,8489
59,447,15223,7022,6246,11310,1465,19471,18002,140,6210,108,12701,17578,284,11567,19211
60,19824,3813,14317,13363,7038,3286,6839,15596,9850,7229,5559,10266,12048,13780,11241,16756
61,4372,209,13851,3881,11124,10990,15087,1674,19709,7860,15212,17573,5366,4436,5932,10202
62,19923,3723,13499,2215,5544,3823,6327,10178,16351,18932,5024,3321,16190,19539,9595,7241
63,18665,8028,9807,2736,12650,6222,19982,7122,12557,2537,3418,8439,8229,7141,13276,9136
64,12569,9798,9252,13696,15831,9357,5493,2039,16199,1447,3382,9820,3791,17321,2503,3553
65,11348,19748,1622,8553,7322,7507,6975,14747,1384,2164,15919,10359,19072,12709,8380,9639
66,6661,11331,4689,10346,13457,7834,6101,3388,19852,3437,19711,12097,524,3833,11499,5082
67,4644,7837,10139,4689,4166,10386,14029,1386,11457,9280,10345,4957,14450,18877,10108,17624
68,17071,3043,650,10374,6257,18411,1364,443,17240,18322,13161,6374,12278,16836,3658,4278
69,11633,2429,8540,599,12942,14754,15988,204,13216,16098,11047,10516,1432,7067,10868,5743
70,12944,4807,7427,9899,10002,17318,7777,12064,9973,7375,4488,3630,8825,9510,15054,15153
71,9505,3819,9915,16767,7345,19954,15558,19491,1872,12035,401,11841,13212,11084,2583,1613
72,14507,9693,11134,9155,3300,4449,12331,8133,4327,2192,13233,16838,10217,13294,6596,6865
73,12725,4369,1509,7572,8115,9570,15822,15340,8963,10749,17365,3874,8601,13485,15403,2742
74,12790,818,13034,4360,13118,12508,3691,19368,10637,8760,2611,15230,19685,10549,19811,13938
75,16671,11542,11996,14827,9247,14766,18958,4395,617,11459,19822,8364,3335,3633,12577,103
76,16393,14486,8103,18620,7193,7973,9320,19547,5784,19122,10023,13065,6385,14332,13972,8675
77,5386,19508,10332,19787,19752,15423,18112,14689,14291,1167,17431,8756,2077,2793,15079,11429
78,16808,14192,9622,6833,15058,7426,12890,7374,17562,18965,10376,17811,13631,14322,19521,17017
79,15210,19557,10397,6689,19247,176,9107,4690,15298,13974,9407,2184,14520,7660,16717,9064
80,15981,9634,19437,9929,496,11054,7339,19911,12083,1628,9904,676,1226,18128,13474,10333
81,16125,8749,1252,14765,17143,10056,14872,12171,1308,17829,9806,8811,17164,756,14806,14070
82,4515,4072,9543,15006,8425,16143,2105,11142,4069,8627,7336,7605,8319,1341,11099,16989
83,17171,9238,8329,18690,6809,12123,10708,12508,7517,12591,10386,11694,12072,15904,18960,18998
84,7013,1748,9485,18748,7511,2676,4721,14368,102,232,15450,8908,13595,13330,4981,1641
85,4435,9728,7496,6035,3421,16472,9867,12763,8077,3512,14822,18242,17182,6581,11997,9984
86,6723,9778,9129,17050,3188,2364,3326,15896,18345,19337,8869,10483,18622,473,8925,7481
87,18026,17447,18728,1011,5317,7819,19152,11460,332,1167,1264,19617,7215,18386,4529,7428
88,312,9237,14921,13047,13192,16968,9319,7198,362,10865,2777,10601,12430,2045,3797,5769
89,1168,5184,479,3602,17557,5280,15354,6701,4440,19681,13852,14413,17837,9196,11341,5109
90,7898,5667,17694,12491,13664,4522,14523,954,11188,18097,4029,6532,18808,11567,8396,6439
91,11506,19512,5758,12611,7837,14015,8029,19864,13931,14021,6945,19767,15141,4013,7561,16341
92,9942,9736,12984,17335,16367,14661,3563,15487,17274,5958,5700,17204,11935,17332,12275,2452
93,12805,13459,878,4141,18759,3882,12549,8702,3421,18448,13428,4290,19252,5055,2085,5128
94,13966,7559,15403,382,10570,7615,1164,2748,1797,8080,10482,2880,10788,9761,18954,18270
95,1007,10269,7726,4202,13113,2900,11916,18859,2441,13083,14185,8295,4722,9824,796,16771
96,8394,11553,17360,10441,16893,10740,13555,3812,8895,7419,1781,5041,3163,3498,4325,4792
97,16303,11238,4402,8687,4896,13232,1389,2969,15371,10977,10305,12065,4548,16269,7326,16627
98,13446,16602,16469,19484,1786,10986,3883,8061,13898,10630,4810,15539,18650,17617,6223,18055
99,1690,5748,16265,12674,17360,15071,8120,11553,7735,15331,13742,13541,2761,2966,5928,5090
100,19649,16976,8280,3897,5802,13538,13318,19416,15152,19263,17045,664,13358,15856,5508,6247
101,10255,8717,17954,12782,7545,18828,5359,551,3487,17761,17073,2657,7815,17243,13356,7158
102,6478,6629,2264,8373,6133,9259,7130,5550,1354,4769,8162,2249,5879,9689,3966,290
103,3334,8211,7269,825,9447,8792,11715,4878,16312,3167,14368,13002,6332,4249,3015,3235
104,498,12831,17510,1054,3010,1219,15733,12680,2334,15257,3135,15589,3614,736,14838,9508
105,17954,3167,18896,487,6697,13956,19980,1478,16449,2413,10064,1318,17583,15490,8826,7794
106,12890,17618,6751,13655,538,13575,12160,1057,11114,5204,14005,18687,6003,12580,11001,16880
107,1476,3073,2393,3229,19555,365,10602,9475,3560,4962,4345,14601,3963,7504,19009,14993
108,8271,6601,5708,8661,4837,12352,4089,5862,19531,8644,2581,6081,14023,11280,8004,15572
109,16905,19748,15776,18516,12304,8232,15205,2857,11889,7322,1035,2182,230,19591,11323,7837
110,6234,5931,13135,9577,3725,10522,18072,10981,11781,5686,17009,10896,2191,15015,7718,10260
111,4601,14430,16905,7710,3392,155,14562,8717,4847,7641,4008,2940,14317,2554,3559,5634
112,2777,12133,11282,19485,16464,13368,309,19431,8920,9386,13798,10362,10724,7724,14136,15618
113,12726,3639,4052,9503,2300,17147,3988,11378,4221,1566,16908,3307,10372,14758,9857,18429
114,19272,696,1019,14651,2007,1933,17666,4322,12369,3090,5238,19374,3766,2443,17366,10671
115,6178,17681,6760,15615,6302,19891,8711,11900,12446,817,16732,14478,15245,17921,14116,15737
116,15944,5949,19989,12717,16366,12928,8543,14997,11661,13250,1774,8470,14330,4023,9416,4892
117,15354,19747,10490,8739,585,15941,9320,16005,16546,18378,4738,15420,9226,14777,10852,6738
118,11790,5244,19683,11489,6216,11864,13575,18089,3653,4581,13714,14389,3984,3162,15408,1603
119,7726,10725,14760,16179,19619,12336,4367,18222,1426,6044,8121,645,19956,3385,15927,19849
120,19397,14594,15658,5566,5262,8415,5593,2621,12945,1448,15237,17484,4402,4327,12222,12908
121,19079,10794,10982,5048,11558,8864,14771,16059,18484,15295,18607,7090,3283,8458,11775,3878
122,6211,6327,17983,12003,4031,11018,19555,19292,13236,12004,9801,6416,10684,4856,8265,10971
123,16955,3633,14734,18016,19347,2686,9420,426,10308,11494,2112,10590,8879,16823,19681,1366
124,6192,15490,11274,3967,3787,1638,18216,4309,2628,9580,7703,13676,13328,15042,1300,3442
125,7394,13999,9256,19426,6870,2871,18287,12607,1871,3427,3272,16640,3684,12466,17650,19267
126,12642,17809,8643,8462,8185,7123,12839,315,10756,11566,13057,7363,9653,19275,18230,15712
127,16756,2392,13604,9004,16759,13680,6587,16945,11437,7378,2470,17991,15314,9965,9708,13629
128,14716,8205,16424,15149,6144,14627,10181,18487,16784,5206,2791,7526,3284,1748,1523,10700
129,12181,17908,10420,4380,1753,19204,14771,8782,7384,18442,15314,13344,12194,11609,16617,11736
130,14151,13032,15260,11117,5075,13721,15107,6363,17208,16215,5264,14658,19547,14413,2351,2231
131,11232,14389,19017,14652,1840,3180,3038,1060,929,9745,16815,16394,4364,16564,13904,19216
132,5811,15771,12484,4638,11193,8045,14815,10194,8098,16770,6149,2307,15317,18594,11657,9469
133,6106,6742,6104,11633,3522,8533,6908,4669,13822,2606,7901,19001,18774,8001,4143,3377
134,2619,18115,6546,10171,11584,9858,3686,10554,1791,9881,8822,13782,10096,5935,15763,11014
135,17249,5858,177,17108,19155,638,1409,18665,14517,14022,8582,13446,11500,16499,3543,4776
136,13401,12909,14604,6783,5263,12751,9082,15142,12209,11808,13720,2970,5795,4429,3157,5738
137,217,5976,15732,9726,10793,18871,18949,7586,6420,10647,16026,5200,10440,14313,6467,12231
138,6756,13232,9763,11523,12504,2646,15558,2491,10094,4958,13319,2465,19808,18026,5959,9096
139,158,118,7828,8978,933,11517,14331,9728,3563,16719,1276,1813,15151,19039,12591,2335
140,12859,14591,17584,11382,10874,8967,15271,2711,17110,18512,15918,3101,14022,3001,13157,16401
141,9149,9234,19685,11428,19238,12235,16690,9704,8423,7978,5957,9403,4510,13751,8901,17953
142,17292,18693,7733,13671,11689,5515,13684,15699,14702,14025,1992,7977,11787,4309,2693,14847
143,8336,19268,1117,9001,16241,3853,2207,13295,14851,9276,7272,13790,1664,12210,16799,15379
144,5370,14674,12453,8074,16532,118,18090,1100,18892,5500,7692,12467,17304,12480,11694,7326
145,14614,4066,5979,18854,3272,4737,14766,8166,7853,10985,14008,10754,3701,4072,9985,6287
146,13407,1329,5366,3534,3544,14662,18115,11864,13008,11017,10900,904,1465,2751,18827,3204
147,13437,18529,9222,665,8156,5443,4984,8161,2745,2970,16831,19241,3114,6182,6986,9652
148,13553,16119,1790,16049,14794,7736,11410,16225,2153,19493,17327,942,13794,17503,3196,17681
149,3343,7155,1514,419,7919,13229,17735,11859,2189,7802,564,10764,12641,12839,14687,12549
150,2239,2585,12719,685,5954,11215,2793,2585,9706,11559,18707,16773,6947,19306,13386,13338
151,8127,7638,12490,10958,11871,16380,14951,4941,16794,19411,10677,11145,5453,2596,14243,1904
152,15950,9452,13650,2874,9465,5933,11627,16980,13625,9709,11697,8894,10029,13180,2543,12737
153,16576,705,11613,19943,7138,2072,8594,367,11810,7973,12995,9076,9556,6105,8229,10602
154,2314,12303,4285,19869,7683,14430,2332,14738,19968,1744,4892,11259,4400,19530,13307,1207
155,9445,18920,6891,12743,11530,19211,13230,16357,18324,11995,6729,16492,11097,7365,13390,6813
156,3316,14826,13249,9383,15469,15173,19537,2997,7291,1026,9139,9371,12002,17745,13508,17696
157,15857,12652,4657,8535,17384,881,12463,9859,5497,2451,15497,15893,13941,11186,7563,18720
158,18646,12709,7883,8258,6500,5197,12512,3769,19567,16616,12723,8570,5574,12902,1826,8150
159,7714,17438,1880,9509,10017,7109,1383,6571,1168,244,18228,993,13727,19959,17236,17344
160,15943,334,12051,17962,12832,2658,19617,10404,2996,18780,13896,15290,18220,181,14947,18526
161,5301,2324,9538,15606,10819,15097,4160,185,7987,9545,19501,18751,16138,10466,173,9840
162,5323,1484,10310,16343,478,15008,12858,8120,16226,10001,19663,290,7062,15301,17506,19158
163,2750,12352,8045,9363,14521,6293,15047,2534,554,11674,7873,6211,4300,3136,5646,12188
164,4679,17517,19082,15869,1053,6386,5764,11246,15958,12613,11208,10592,9271,2773,16969,1724
165,13942,14331,14857,4653,3677,8141,5729,11637,7661,2991,11115,17909,15185,17095,5329,14273
166,17680,17595,12642,9539,19445,17854,12075,15987,15166,11898,3605,9379,15557,6221,8805,19836
167,15572,5392,11204,294,15876,4149,11718,710,16134,3988,18383,2509,16561,11959,15757,6912
168,19656,14680,5716,13333,3930,4949,15648,18955,10567,9674,14962,11729,1198,17402,12744,4674
169,10564,15993,3822,345,9306,234,11171,14657,18898,10676,9573,8943,12466,6435,10715,11595
170,14673,17831,4687,10682,2912,12270,17712,12117,9799,19045,2155,1897,5444,19810,12759,1747
171,8688,12490,9082,2025,3637,11746,8715,9473,6271,6950,15827,1426,826,11489,16680,326
172,9625,7169,5308,1429,1982,6389,1314,10337,9970,3578,6466,9749,15443,2724,10079,16324
173,17854,19229,16993,12160,3096,14539,12314,12812,8484,9887,17762,15374,2284,19972,9823,7493
174,2609,9818,4397,7083,7962,5764,11046,6504,10747,11862,5485,14449,13337,7025,18398,1595
175,17813,738,15456,8165,19985,4436,15767,1107,2399,7072,6847,19207,15752,5792,19949,2048
176,14095,15989,14094,12894,8861,2651,9382,14221,12359,5365,16397,17071,12979,6094,7625,8249
177,19766,1096,2208,4806,3392,14152,6087,7330,17248,6778,7244,19648,16860,10657,15074,7424
178,18249,2853,490,18135,1593,3418,7934,677,2453,6467,5253,19380,10328,10516,13087,963
179,11140,14454,12628,17186,937,11885,14099,4101,16552,4578,16240,11496,17150,16944,8699,19601
180,16946,17046,19183,19238,19227,3237,1583,824,10712,4711,5222,11145,7419,5635,3929,11318
181,10607,18711,12945,5660,14602,13646,8529,11618,12932,6287,7858,4430,16713,2846,1213,5403
182,4945,11057,14047,13405,11420,1558,5351,17254,19399,4078,5808,18882,16460,9529,14912,19505
183,17542,19492,15920,8475,17819,10332,5707,9812,8752,7235,11136,5141,5693,2112,19446,10115
184,18738,1785,1727,19676,2817,16116,19506,15636,2138,5443,14221,9249,14354,2427,12570,7446
185,4625,17017,10520,2153,13061,11934,11418,15596,11059,2014,18009,5509,6660,13315,2755,9281
186,9046,11422,9868,13625,10950,14463,5941,5968,794,839,12373,6054,18657,6650,11331,11032
187,449,9447,9930,11643,15122,3049,19246,16901,13933,13915,4889,10903,3671,17331,5967,14223
188,3403,1443,4277,4568,19461,10097,3560,4010,15739,13823,9068,18932,11440,19545,11108,5161
189,4739,5004,9453,19170,14666,3203,687,11929,14613,3183,13446,5980,8747,6685,5945,2775
190,14417,16274,12767,15957,9787,11842,6830,970,2813,6520,7609,8425,8771,7288,12319,9454
191,8464,2765,656,14485,14340,16984,17210,19116,6499,13578,10420,15071,2490,13683,19534,12400
192,3787,13811,15111,3241,6761,18006,9547,3681,11857,1822,3114,16771,14472,1125,6098,11697
193,565,16217,5574,16879,1734,11352,10774,10069,16768,444,13267,3913,9757,6222,2800,13246
194,756,19638,19924,17499,10292,930,7726,3390,18435,11536,2630,15313,12934,3738,11873,4659
195,10967,19846,13000,3822,581,5397,4975,15118,5480,9681,17830,19270,8333,19200,7189,980
196,16212,10039,15874,3888,10585,17751,14784,6745,3565,7767,4719,2384,18431,6008,17069,17814
197,3232,17405,13491,13751,2833,3760,19630,6169,11502,19250,4055,4971,17185,11634,3924,2162
198,18078,5025,19791,16657,5733,13398,4054,3612,9621,15476,14633,3436,5838,11350,17551,6996
199,9636,14998,1195,7145,642,3340,9511,2332,4339,14854,13723,717,2975,2446,11552,18172
200,1282,16637,19912,19634,11621,2966,4966,7943,15918,11708,10241,19262,3796,4883,3291,2058
201,10631,4673,811,17267,7940,9025,2290,6203,15205,15908,441,786,9541,15699,4562,17554
202,12775,9472,18793,14993,8603,11574,5672,15386,9459,3679,7111,17997,14551,12983,15544,1073
203,10847,817,14689,8391,12224,14594,4161,17931,15996,19501,13942,9888,11170,15650,11281,16425
204,1194,18587,17957,4037,11038,18022,17163,18314,799,1281,15615,12427,5937,18199,9015,18266
205,6235,116,11947,13469,9773,12724,10004,18112,14233,7218,18465,2659,14400,10800,18155,15943
206,12870,14201,4018,1932,358,7008,10807,2520,912,18153,9093,2630,9183,2054,15767,8321
207,7553,11584,16455,12704,1727,16722,17873,11646,1350,13569,9232,4324,4792,5867,13534,359
208,18370,18715,7919,18466,18156,8889,2401,12838,11292,6884,14163,16314,17111,13749,11313,6730
209,14204,1088,11553,12496,6223,10256,11550,7036,6364,19907,4160,19075,9840,15282,6157,9943
210,7822,12618,3742,8410,18967,19466,19052,4294,11113,8232,14779,16715,16926,5001,13409,18346
211,1956,7884,18831,5567,4620,5770,2450,8867,13286,14408,17811,15480,9039,19310,1555,11253
212,3138,12383,15578,18142,2776,17535,19171,3781,9303,4244,17491,19651,12194,19294,9295,14313
213,11891,927,10912,3309,9096,17582,1287,11862,2486,12470,12365,11207,9018,19336,12786,2719
214,19644,2664,10869,6390,13808,15573,10144,8667,4595,1701,2541,7573,4827,16929,10909,3573
215,2666,17491,3158,16795,18351,9675,10462,19965,11575,19171,12874,14638,3969,13343,17140,18787
216,18765,10474,10670,17945,13275,673,16146,6610,6341,7629,13698,15084,16876,14671,3547,1757
217,17739,4487,8630,14412,7124,3980,14284,3228,17685,13474,13406,2342,9650,8485,11504,17323
218,12314,3550,12279,10516,9060,6053,14116,8156,7894,17271,12611,9247,1380,18534,10088,6912
219,3020,433,18559,773,6392,8960,18788,14075,19315,17130,11211,16714,18196,4306,16071,18950
220,18857,5792,15964,15281,19555,15469,18747,16127,3841,3731,15267,13512,13232,6623,2180,4805
221,6905,16239,4011,12879,462,9429,9375,9714,14278,16506,6479,19832,19025,4581,3255,6978
222,566,12760,19616,8948,18224,6886,173,446,850,2124,12048,16954,9556,10354,14000,5713
223,2445,4938,14451,10405,5135,2928,14807,14891,14516,11975,576,10718,15449,1827,7161,2644
224,2696,4894,10038,14657,18346,7538,6904,18240,18240,9287,18503,8529,7089,17083,1626,13177
225,5990,9332,436,6484,13413,8005,5426,5788,16556,13580,19058,18728,3777,10958,18270,10705
226,7820,7557,3838,3475,8986,13155,15038,5286,14581,12886,9267,1766,7480,17476,11265,12567
227,6979,13418,790,16480,5379,622,5832,16734,18428,18429,15352,1835,9058,7660,10763,10334
228,13057,7402,11558,13741,17702,18996,6592,19224,9170,15982,1819,7426,8280,17296,15002,8331
229,8820,11688,4119,971,14169,4130,258,1379,11525,12043,4516,19763,14917,5561,4800,17884
230,3176,18539,16134,6786,5441,5975,14040,1465,18807,5207,14292,182,2457,12407,19398,10542
231,4587,8737,15456,1211,15223,16620,2112,12409,5493,6576,14363,10965,12002,11449,16404,17614
232,1147,1735,6079,16436,6517,9650,5971,3567,19852,8633,6899,14022,11166,9718,7157,14120
233,12494,15940,312,17965,206,7056,2172,10461,14078,6054,8426,140,16741,3472,10764,9945
234,7461,19255,10494,14229,15213,2839,6290,19122,19102,15097,15173,9438,4032,18226,18686,4599
235,10275,16120,14020,6318,9243,19524,9668,4022,3766,8678,15090,7063,11379,1596,754,18231
236,5890,3169,6140,13724,16473,6556,4783,1329,5842,15623,5537,13290,10378,16847,9088,16760
237,19180,9968,3702,8884,19395,16671,14368,5335,10805,9542,11041,6905,6687,2556,18914,19484
238,17802,10735,16953,10802,15710,18516,12262,19563,19569,18063,8958,10414,3743,17914,8982,15728
239,11394,7382,2221,15574,12264,18836,9507,6037,16340,785,13117,9640,1339,5879,18095,14978
240,821,19901,8694,5559,19386,12456,10061,6662,5435,908,899,3558,13688,6562,17665,15945
241,15436,11086,9667,3481,4532,14824,7378,1517,16542,7043,11403,9723,4123,19287,11602,12607
242,524,17052,10851,18534,2178,3960,11498,11230,5266,7701,8226,522,15174,4371,4630,12136
243,16310,1820,11661,2798,14651,3565,18161,5515,2377,18231,2859,6013,16738,3645,8447,13766
244,1021,1403,7505,4995,8480,1463,16911,6099,4144,14338,9173,16876,6944,3314,10336,11376
245,18481,14346,12236,1450,17164,15243,19337,13426,16787,11771,16622,6035,2337,12440,4907,12994
246,16221,9837,9934,10896,13800,19255,13268,6327,19675,4550,19256,14160,6977,13366,18691,5823
247,5473,6972,19854,3032,5608,5296,4373,5711,261,14824,3244,12051,3787,3777,4578,14852
248,6647,4673,2153,17316,1788,4423,5457,1123,15416,5806,9821,12030,11192,14083,6643,19588
249,11876,15018,15279,17047,699,5867,6822,11961,16840,7975,7551,11889,6549,18734,3302,11085
250,11849,13617,8883,19746,6037,684,891,2175,4249,12643,15227,17155,2486,1057,4508,145
251,16435,14360,18997,16922,3102,13836,13641,6445,9526,10896,10651,12475,7059,10611,2790,11542
252,19859,5575,10357,7391,18201,10028,3679,7136,1241,1292,2740,16520,14176,11042,9459,16965
253,7113,14971,1547,1092,15771,7098,1460,6243,15504,2197,2810,7347,14682,545,19567,10587
254,1284,5761,1030,6487,10165,6701,12688,1629,16969,8229,12696,4417,16626,13294,8471,17650
255,4637,3808,4672,18230,19604,6457,15750,16468,4162,2120,12686,4984,15996,14173,10978,12724
256,9559,9239,16095,9144,1241,4905,12452,16387,19575,3929,4032,1329,5525,11825,1595,12939
257,7282,2086,15720,7574,11164,6534,18461,2413,2796,15912,8073,656,5036,7905,2165,7601
258,5970,4725,17626,13399,11926,11052,14582,11070,14774,8623,12794,3916,2689,14485,9579,1650
259,5656,15226,10652,7105,12158,16139,1459,1880,9598,11068,17636,12937,19108,12528,15994,2963
260,15507,3753,6151,13230,19725,13288,5891,11501,5210,1010,1474,9462,13453,14124,3250,1959
261,1302,594,3622,14117,17260,12995,8760,12049,2244,12585,1639,12814,16009,7659,12742,17548
262,15901,15794,15340,19179,9525,7132,11465,5274,10117,3786,12085,2839,2775,7643,4755,18384
263,18785,18262,10057,1356,13077,15941,10765,2207,215,14631,11243,518,16597,7158,14758,2514
264,9013,5356,19997,15156,12477,18856,15242,979,5470,11832,15190,1091,17213,15593,9993,5252
265,13192,10828,16599,4410,19728,9975,9910,6461,6545,11096,955,15690,15470,6090,17595,6187
266,13936,1927,8811,14579,11621,9366,16026,16620,9650,10768,7792,1751,8852,18544,8056,11945
267,6052,16608,7954,4497,4334,10275,752,19583,1995,14637,13868,4565,7052,7648,7061,19529
268,13886,12707,18166,15018,13828,15668,18617,18711,7516,6940,7849,19399,17705,1340,14585,4393
269,4895,13228,16993,9654,9414,19008,3720,3684,8025,14805,12871,18922,8429,1139,16667,769
270,994,7100,10140,18879,9566,2066,11502,4676,2276,12419,19248,4427,14134,14189,15400,12297
271,18867,11235,1177,16274,12414,4282,6183,5305,8438,16229,18538,14892,4143,15354,6265,1453
272,6260,7009,15330,14825,19993,6789,13282,3169,440,19815,409,920,19179,600,16227,13792
273,10352,11463,11749,17048,15141,8054,513,14409,19190,14788,17189,9713,15374,12261,11392,19984
274,6398,5190,11228,18389,16126,17894,18062,15554,1897,10854,4839,10048,9561,5880,3168,17544
275,10237,9417,7154,4773,17023,15310,1245,5201,11890,6190,9763,9890,14393,16932,12849,2109
276,8154,1074,8411,13585,6543,6272,8966,18568,3648,13060,2849,11518,15912,14626,15090,16237
277,965,14343,2246,599,3918,228,17566,4034,19599,14574,10263,1553,19692,377,16894,3241
278,10650,2938,8649,15504,15808,1907,13806,6623,8649,10005,6289,8527,19170,14893,15054,16515
279,9636,17952,9679,19976,10754,3955,2923,19861,16821,16642,19412,212,16637,11357,12818,1150
280,8404,10000,2301,2869,7791,17210,16741,8190,2396,10450,16175,10435,2287,4314,13952,7488
