"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018"
18,10720,14790,11748,10511,7849,8093,11629,10713,8731,18394,2481,3808,9543,5217,12285,3283,6645,5603
19,18366,10358,19158,17978,11359,4334,14504,14233,12013,18084,17572,17301,1640,13870,2321,13485,2499,19558
20,14549,1876,3128,19001,9901,1058,17838,13862,13616,8285,19637,11161,9964,5026,19515,18643,3500,17530
21,10457,12314,13053,17688,5975,15956,10362,3453,3575,19920,536,16923,18195,12210,17836,107,4301,18995
22,4009,7916,14973,14173,1973,13886,2154,1726,10864,3698,7036,17989,13328,4090,259,10175,3868,11627
23,3476,4832,10966,14407,4012,7904,4990,12117,16178,4296,13994,12872,504,11735,8738,4574,19053,574
24,16550,19060,11417,3902,7186,5589,2550,6961,10722,12553,2825,3404,1081,5696,6643,11850,16858,7399
25,9074,2159,11204,6526,5251,948,4695,18552,9615,19129,17130,17202,19879,8047,6752,4535,4701,3904
26,6630,3448,15874,4452,11240,9829,15987,14878,8065,3641,4275,5707,9150,10462,7347,9538,7561,1269
27,6284,10217,12455,18922,11428,12795,11842,16067,12053,2142,6459,15092,19607,18950,19701,12411,16450,11245
28,16112,561,10156,9642,8915,16089,9842,16974,19005,13421,16190,400,5925,7151,6681,135,17168,13900
29,18853,3148,7332,5027,3557,8111,12958,11332,5019,19672,7920,18266,1501,10330,6120,11285,14734,14189
30,5987,19868,3768,3152,2711,12889,1417,12944,13763,7776,13707,8542,7098,10957,18698,11063,10366,11575
31,12094,15176,16947,3441,311,13184,11159,17325,2422,17273,4963,12748,6408,8700,3172,10155,1062,19759
32,10426,15158,16749,7618,9570,19878,17732,19940,14204,18249,18082,4840,5227,9980,5060,6671,18387,3799
33,7051,10676,17919,3563,8081,11681,6569,4133,7231,6402,15735,15918,17409,4680,19329,3754,18170,9419
34,18709,15142,7426,299,16438,18525,15665,11737,11973,864,13489,7145,7093,16739,9517,3004,9959,18723
35,9830,13574,18256,11369,1115,15202,17270,18972,19433,3872,8253,9922,11543,8537,13453,17897,3022,5149
36,13488,1696,10409,14027,13663,8676,3202,17354,13567,3946,9469,1382,4359,3668,15138,6283,13610,6229
37,11061,16123,15629,6647,2406,12392,11584,3479,18196,14577,12228,191,17437,13008,6825,17590,2472,13757
38,12262,16831,5201,16427,7112,15175,3736,9632,15248,3041,3615,18294,18212,17129,1239,13957,5333,11505
39,11227,2352,3535,5377,2602,4683,4341,16037,9739,18282,14295,18253,14457,14328,10429,187,19632,8200
40,1141,15114,17228,16512,7215,5413,15932,12018,17070,10828,624,1545,9920,2460,19770,5570,19706,6780
41,16636,18126,17243,18128,1537,6733,681,12034,3900,10888,3398,10452,19635,10183,12172,11126,19376,1242
42,11947,9953,2988,10736,15851,7901,13582,3735,12296,14027,19632,6535,5469,16224,2355,11080,18260,5512
43,19782,17258,13572,7078,17924,4514,10190,4178,13012,10649,2366,12836,3185,3273,18145,14199,18918,12380
44,18240,11868,11291,8818,1401,12973,7783,19666,9676,2923,16654,10458,12384,8311,5741,9077,14931,8810
45,1169,11696,3417,12202,16142,9400,12489,15824,3572,6487,3409,12985,10865,15748,2980,16043,3677,13433
46,18329,14303,19004,7837,16550,15128,15572,13861,11015,18637,6369,14632,7950,14219,15113,9938,17379,10337
47,18828,12471,4796,4579,5385,7848,5465,5149,11403,12135,11463,15086,16158,1932,17252,13405,1869,7254
48,18954,13592,16395,15757,19817,307,17000,10908,2332,17488,11498,15296,13565,11091,10498,12177,9075,8841
49,18357,10226,17903,6476,2519,5835,3009,10721,5803,4979,5372,106,6265,3617,12595,6370,8479,5087
50,6665,18366,2395,3276,15051,19368,2389,7960,2848,19348,10059,299,12445,11683,18231,17078,17424,13534
51,13761,17919,7030,11285,18999,3843,13959,4611,12158,10836,18625,10077,19965,2772,4985,5919,16574,11395
52,17491,830,5579,3914,4706,727,4957,16278,11961,3533,5859,6622,4493,16205,16340,9049,18416,17636
53,16088,11019,751,8071,19023,6780,4842,12844,17664,11811,6425,11109,9102,14681,904,7142,12513,3775
54,13447,18433,2594,2057,15526,8569,825,4709,19378,12235,11165,4800,3667,13522,14064,8494,15712,4974
55,4036,2128,1144,14126,13508,4683,5738,1468,1278,4926,3595,13438,14258,922,1688,5725,675,19278
56,6717,5826,8669,14039,2518,6356,19034,9783,15537,16752,18983,14535,11133,17980,18838,9407,16455,16375
57,12688,2850,14046,11075,1670,2561,461,166,14333,4847,14029,2714,19777,19461,14882,19321,5807,13866
58,11584,5464,19946,6873,7572,3208,9841,17165,6122,15494,14897,3885,7022,8353,6712,10334,11338,18168
59,19264,4087,2643,17616,9827,18685,9617,4053,19253,10857,19893,1222,6311,8248,19010,684,17422,10329
60,9854,7005,1409,4871,11159,7691,2168,3513,7691,18060,17853,6542,1676,811,19852,14125,13449,185
61,3979,16045,1689,1686,14823,4049,17761,11286,18228,8092,9722,13384,4225,3329,1449,19426,14361,10603
62,14585,2436,4521,8060,1047,18128,3232,17952,16914,16643,9660,14156,4640,15378,444,9133,16150,19242
63,10235,18925,18728,10590,3687,17742,1391,13794,10648,9209,1381,3597,9448,12309,17202,4230,11993,14151
64,13885,3585,8212,4413,17173,16654,5577,12915,9338,8435,16714,12562,2649,15258,9207,9958,13808,6052
65,5627,18594,216,10546,13244,16015,2054,18252,12443,13088,13840,14077,9991,14655,17684,18359,11535,5299
66,13550,11554,3575,16143,9947,10412,7727,13630,1290,11887,3637,7767,333,15068,12389,12024,15625,1508
67,323,9134,13433,3429,17163,9247,15859,13185,7018,626,15127,18657,17852,8336,5123,13156,5956,5575
68,19278,2777,2364,1049,2467,17149,10921,4547,8583,5404,12847,11231,17807,2989,7687,3269,2556,10893
69,10635,4778,17629,4244,9894,14577,10130,11907,6849,17599,16814,5161,6179,5464,17315,4185,11940,1289
70,14417,1059,6555,5004,9013,151,16481,909,8178,3936,15284,4478,842,6939,13463,5419,16748,9911
71,12478,7117,8180,1105,13846,585,1144,1753,7945,650,2266,4940,13976,4829,7386,10436,18875,7938
72,681,3984,10010,5540,4736,13687,947,15587,11547,13529,762,8465,12481,17631,5040,13281,5650,19002
73,16015,15988,14301,2064,17013,8286,3149,16805,14468,2100,12524,6552,14363,5563,17554,7415,9518,16535
74,5784,12470,18923,17906,13975,19830,6722,9884,16106,12458,8725,17565,14509,8875,12634,5340,10157,7017
75,528,12404,18444,15423,5416,3862,16961,6708,7787,11072,7174,19609,8970,16694,11418,17108,3235,9169
76,8606,7006,16466,19625,18779,6781,17197,16835,8211,695,13469,9042,8274,5823,4143,19265,15636,9124
77,12648,19901,5608,18747,8463,5184,7689,557,4603,11657,16045,15935,9055,7676,13108,9965,1294,17671
78,17341,14779,6400,866,16040,8702,13315,17460,8926,4656,3899,10762,8340,19416,12593,7171,359,875
79,7109,18291,6735,16339,19802,6076,19618,17011,6429,15283,13452,19037,17545,8235,8553,19452,4701,201
80,7658,11535,18079,16423,10359,14463,5131,11018,10190,13208,1265,2410,14320,17732,14429,2529,8504,9644
81,18382,19930,16199,14127,4233,1945,17910,19824,13029,19717,2174,18475,19221,15743,14853,10147,5492,11967
82,914,323,3477,7628,2202,4862,16866,19243,11118,13631,6726,11205,601,7964,355,19078,9361,18278
83,19362,19719,266,11256,3937,19955,5453,2153,14842,1271,13157,10764,6762,3064,4736,175,12840,590
84,15810,17350,12586,3065,4913,16513,3788,5845,16640,356,292,15621,17274,1771,14358,6774,11103,2473
85,15729,9798,9273,17041,18992,2596,425,4758,15919,14888,18865,652,19448,14160,6587,15409,19767,8546
86,6316,17050,8342,3115,16989,17824,5022,2276,19725,2096,2833,19084,12681,5145,1437,17242,8166,550
87,6334,11318,17148,16906,9845,3046,8640,13688,5062,5033,9011,5196,1764,17286,7831,4638,2823,11360
88,726,15986,2428,12548,18238,14086,18084,8858,496,6358,4009,1866,11837,10173,6674,19004,13519,5607
89,11474,3543,1678,9232,15426,8267,14442,17823,5527,9933,19173,16392,9845,10451,17844,4319,15967,19136
90,6986,2295,8531,15724,1805,8183,3751,17291,5310,7019,2966,6443,18543,7413,18905,9077,8049,10264
91,18448,1295,6849,16535,551,3543,9584,17402,2154,19909,13800,7933,17515,4485,593,19765,6201,14029
92,15604,19854,5164,19316,16023,5189,1884,13485,6583,5201,19389,4225,16557,5597,2264,16922,5501,14866
93,806,13754,11855,4846,15083,365,2951,1698,4010,7476,12688,13302,16422,7042,5594,5084,9249,11231
94,7991,3911,17909,15931,12923,7307,16535,8630,14632,8279,1483,15480,4071,7383,1103,9857,1962,699
95,9483,19205,10061,6949,4890,13233,14145,8309,11587,4770,5054,4139,2827,4809,1823,13376,16181,10238
96,10796,8200,7518,14436,13536,9540,16809,14991,13458,13155,8503,2204,14400,18273,13947,4510,9981,2151
97,5131,10458,4170,9558,4011,19715,16218,14065,13914,11673,19126,11784,12862,16143,15177,9051,12207,7430
98,2521,8732,17450,10932,17370,11411,16731,13683,5631,5469,14423,19350,822,17014,16016,10118,744,12854
99,10396,13684,17160,18031,19179,16705,7187,9403,14294,9903,18220,2862,4173,209,6038,13725,18778,15434
100,2292,15232,10364,6127,8744,5247,15871,14202,17269,12519,16588,15624,19943,17888,1959,18354,8385,9413
101,4391,16737,6672,3490,14749,14371,19939,10367,15831,4383,7251,5827,16338,16479,19155,3705,860,4812
102,3971,9229,1522,5002,19393,5606,12348,18197,19569,6511,4108,9026,7879,18377,271,11620,10671,17719
103,17850,1681,2684,7218,5958,12439,4871,18661,19848,19381,843,4541,11696,273,594,14441,18584,2354
104,6033,7336,8821,16291,14031,12367,13454,8286,9912,12458,19501,16677,10369,3431,1831,3905,3151,10227
105,10926,10214,3361,14460,17541,9544,18425,11678,1571,19843,11797,9667,16329,11039,15918,19861,13298,6572
106,13526,13768,12149,19710,8459,19697,6053,10032,11271,19213,8130,8963,6321,13147,14984,14427,14911,17521
107,5400,14540,16233,18469,7640,11668,12658,7953,1059,18784,8241,6620,8288,5115,19538,3148,14519,396
108,1100,4395,12445,13322,10671,572,9286,19139,11656,5052,10018,4619,14933,17262,1182,14077,18881,13196
109,17654,900,15705,11337,13991,11530,5543,16118,14376,5748,4131,11051,11156,12877,1070,18210,4939,19441
110,17818,12580,594,6367,17976,10606,391,10138,8831,14079,7483,16377,13416,11348,13875,2360,9608,8338
111,17420,16795,6807,2383,2166,13542,7130,9387,6330,14147,15353,11706,17300,15123,11552,8095,16249,3615
112,14752,18786,15022,14575,3654,13427,19746,19661,10025,8870,11447,3224,15024,18552,13211,14455,12541,4248
113,6351,10571,15791,16322,7395,846,1345,15944,5524,3672,7586,3078,3890,13230,2476,10432,18677,13979
114,16675,6071,14258,14683,9920,14796,6017,733,11988,8135,16045,824,9748,8604,15295,11590,4399,9813
115,2902,12635,6758,16481,9222,405,6684,4406,3252,19053,4467,9760,6954,9480,14664,1203,19036,19304
116,5887,13352,8969,17058,2810,7439,2884,11309,19033,11773,7170,1907,8297,17749,10917,1535,14245,6763
117,5219,468,13544,19200,13689,5469,15984,14506,2062,18988,17103,19936,9563,7153,2897,899,2597,8697
118,6385,6332,3982,296,3401,19039,17865,8108,16157,19970,3992,163,17453,19489,15035,6273,10207,9257
119,9652,15325,2912,15686,18345,8678,10677,16581,8845,19434,851,461,5905,16234,17649,13142,2872,7405
120,1551,16222,9577,11911,2984,6973,18953,4074,12922,4420,9340,6714,14239,12476,186,10414,8472,17171
121,7146,1664,8216,13973,14055,8237,3770,19284,19404,9621,12347,12365,10318,6350,19074,14402,14821,12605
122,16542,6436,2972,7651,12867,15117,8506,7677,14109,17261,7033,4778,5117,11326,19058,479,13489,14319
123,5124,17753,4706,11319,16370,5175,540,16892,13880,3635,3415,11039,18328,16791,14047,6422,16703,17728
124,7754,12502,5398,19290,6052,7435,14871,7124,1888,6008,14692,8482,6854,16937,15454,17409,19663,15005
125,7314,11826,200,16380,1331,7273,3301,10294,16588,11971,8552,4608,14784,19104,10666,9932,12325,1102
126,4445,5679,11202,17775,3909,159,17013,13127,8868,153,6461,13930,3052,12662,10572,18138,2808,14043
127,4132,15807,1595,5032,5937,3595,17226,3053,17819,19797,17501,9415,13843,11166,18396,10084,19144,15601
128,17776,15429,19043,8418,4127,14833,17019,16823,14500,18415,9110,15212,15996,5311,7228,16301,17732,7107
129,12249,6916,2858,6735,10944,471,4721,8883,4683,1063,13027,6640,2216,6037,5321,14543,10321,2991
130,7593,3002,5180,5000,13229,8392,17076,2311,11919,16005,19033,19493,5959,523,4698,2945,8999,4979
131,4535,6385,6345,12441,18630,1750,9393,129,19477,5382,16093,11792,9044,7815,17454,12862,14972,10711
132,5858,5720,19130,2998,7066,6258,4083,1072,10818,1892,19115,8580,2866,2280,11799,10781,14754,4838
133,2276,2919,9132,1376,16242,16675,330,9244,9601,10457,3368,6969,17999,1963,8304,6850,9928,13045
134,6092,13012,3322,6819,670,3270,2658,19789,11323,17814,11951,9936,3206,19020,12944,14563,10519,11745
135,2596,17711,10742,12258,14651,6509,14050,15997,10600,12841,12280,5537,18782,230,3939,11817,16840,11428
136,2185,2148,4127,377,2360,11264,4481,9510,9882,568,11392,158,16098,11040,14445,10479,18270,8136
137,14432,2927,8659,856,8765,13692,13028,8787,18129,11104,13486,4869,373,11209,16993,5468,15061,16672
138,7454,7795,13600,941,426,14452,17548,6361,1729,2954,3736,7787,10484,16506,11368,5064,290,1148
139,7727,17302,3331,19073,17833,10533,18603,16989,17154,9674,7510,11985,2618,17710,19117,8466,4733,7328
140,17051,4385,7786,7391,1433,16140,6862,4565,7921,10974,5568,4411,12925,1544,1140,12469,16405,5796
141,3229,9866,15365,6180,12952,2434,12990,3679,17524,2820,2497,2754,3310,18569,11501,5418,2106,15030
142,15683,18496,2530,19345,8800,17371,2217,19644,1667,13361,17067,9200,9452,887,2786,11128,18241,19415
143,15895,5771,4412,9714,13777,2903,18210,1839,2304,19214,13228,9055,10000,16911,1183,9243,6733,7775
144,16589,13841,9504,10469,13254,16851,4695,16826,11265,15067,16456,1448,1771,5127,8788,2459,14189,5987
145,9052,13517,699,1099,6958,11255,2227,9485,18235,5826,8979,11498,15079,15412,13751,7100,7418,6915
146,18511,10619,4807,2092,1351,11403,3789,10500,8979,19512,9881,2815,548,19475,6767,9964,1574,7478
147,1459,6671,3111,9689,1139,9222,8443,1482,17168,10226,15362,13517,17906,3538,12449,19782,16468,10162
148,4860,545,6062,6298,2856,12206,9767,17783,15413,17043,4150,14366,2571,16253,7347,10259,5029,7534
149,19672,11552,1033,16507,13530,16629,2824,2969,5834,5591,4423,6492,18061,12115,744,11667,19075,10629
150,16644,9314,6849,1094,5289,14844,15066,2527,10701,16719,1775,8527,11342,6377,16003,18736,7955,1585
151,3709,314,15061,12705,19521,19670,12162,10410,15576,14035,13184,3248,19516,18169,5461,6928,7944,9630
152,2889,15806,3009,8846,16598,7699,19843,9931,17055,12512,13160,10341,2908,18904,13757,13751,9636,12051
153,1197,12332,5177,10528,16447,17530,16512,15839,2390,8148,5385,2293,7428,5829,3665,12990,662,1901
154,18691,3728,3532,6618,10816,18439,13091,7500,18097,5273,241,15712,9585,14548,4200,12444,8543,10077
155,1047,8476,13599,13139,16662,1773,8503,13604,18351,8745,19008,1484,5918,15047,9945,4334,17526,10403
156,10170,16110,143,14378,19423,5457,8934,8324,18301,9456,3020,6052,9195,17618,11956,3011,2364,13340
157,14085,3587,6234,2855,16083,2270,17978,14606,4685,1363,19143,6509,17451,12245,9811,14730,12351,8370
158,4589,17493,4557,19498,4503,16435,8404,2400,17666,18884,14009,16885,3749,4077,9123,102,17018,12712
159,17938,14310,17986,13567,3390,7815,13901,19837,18246,18027,6370,18578,10329,652,6312,16758,14854,1060
160,6115,18940,5648,12945,19250,4602,10607,13327,7282,6135,3379,17404,180,8194,16478,13201,13976,1653
161,4315,3546,8976,9998,4332,16675,19378,7336,10206,17412,19266,8760,444,1860,3655,2374,2763,4617
162,4668,8551,19591,16784,2221,8481,11518,11543,11307,481,11060,11043,3471,4249,411,7459,15249,19163
163,5602,5197,15576,9983,4368,5600,3813,6342,19060,12437,15508,4843,15062,15871,15847,11468,11429,13049
164,8216,13951,11255,9446,11968,8113,3207,4054,7028,19501,6852,3735,9522,9336,8592,3447,15586,7694
165,521,4875,8748,19475,418,16670,7401,7742,15417,15454,9017,13088,4461,3618,8608,2644,4946,3698
166,12857,4128,19407,1881,18332,11290,5705,211,2182,11288,12153,18426,6284,10448,18958,3627,2059,19651
167,8146,8190,1838,17199,19243,8254,19877,1234,10259,4936,13463,3126,19739,13385,980,4810,16676,14880
168,125,10651,19164,2580,4341,19908,12603,2891,14899,7720,5994,2319,8625,13756,1230,16376,18325,14215
169,10486,4952,6726,17523,17627,796,8534,8445,5900,1857,17993,15024,18098,17913,18094,17621,12289,10363
170,8354,6759,14908,4736,14048,1954,1974,9043,4982,16430,5838,4602,5982,15425,16102,875,19883,10185
171,5293,2610,14280,1290,13780,14826,13309,10121,3499,16992,12933,6181,19974,5193,8221,19296,15655,15728
172,18905,7159,6095,14722,4875,13553,2780,1695,13508,3825,11688,2033,5516,8408,9181,1392,14268,14924
173,14894,18631,7701,11845,15984,19777,7558,18246,7138,18729,10562,19556,2414,12264,18826,1708,19044,17832
174,11038,10588,13543,12747,13636,16620,7344,2637,12647,10578,338,17867,19500,18226,12686,9850,10908,12042
175,17454,9236,17248,10938,306,3283,12016,17230,6609,3264,10906,9055,3681,18007,9866,18332,17725,9457
176,12638,17014,16882,5442,1049,700,8705,3145,19813,17224,11579,12758,8115,15754,13188,520,3356,5383
177,11162,3417,10659,3510,18463,8315,11470,16288,8110,10063,8837,10183,5536,5400,16512,6260,11945,13592
178,486,2877,12293,13007,12004,1212,5857,17520,6405,8831,4396,15401,2910,17228,3868,17669,8128,10731
179,16925,13352,19047,18827,166,15418,2792,12049,9196,19936,10740,7826,8732,5207,856,1839,19701,15428
180,4279,17376,16180,8047,17176,11492,5961,7659,16138,3797,14288,5648,5466,3502,11323,2084,14293,17255
181,13742,7059,5874,3860,6279,4403,10662,12238,8737,1090,7587,15885,4349,7053,3237,3909,5014,1405
182,14350,16696,16109,7132,1599,4348,9121,14785,6245,14963,140,17258,11628,18458,9943,1192,18349,14537
183,4615,15414,8161,4322,3464,443,10120,12390,17251,14188,14470,15251,10654,19916,17986,3277,8720,11568
184,4422,6983,17326,12888,2157,7889,16915,2517,2603,17766,16013,205,835,12859,4853,577,13347,19896
185,752,696,8406,1335,4553,12724,12507,8536,18111,12681,13419,10531,4075,18740,7861,8214,13782,858
186,297,10206,15252,4475,10759,927,9352,17593,3286,10876,4539,6890,4848,11569,19722,3248,7586,14217
187,12558,17737,1439,14584,2090,10585,8621,4133,18465,7548,17327,164,9577,13786,16893,11715,11610,13614
188,3264,19249,15642,13767,12876,17323,14415,1068,1363,2481,19574,3201,19714,12765,7557,871,1841,4434
189,12229,16730,10103,7039,18929,7479,17104,19414,19475,9579,7554,8806,7832,4689,1131,137,11808,10341
190,4387,7644,19626,4950,7015,3382,4478,16391,5031,15712,11354,15747,11954,10639,7000,13389,6586,348
191,7777,18029,14494,14582,18166,6508,4686,3476,8905,8940,17496,11450,6171,12284,1596,8281,18269,9026
192,10372,2840,7124,17502,6118,15899,13729,10765,10127,9102,2086,7338,158,248,3856,13010,9003,17621
193,10856,4102,19205,10198,17099,12977,2601,19222,3003,9550,3615,6629,9239,2133,1664,9607,2819,3241
194,9235,5095,13275,16366,9344,9005,13274,5458,13799,14493,7740,6390,1573,6223,17935,4587,3604,2682
195,10117,3606,14830,7053,3893,19771,2630,10033,7390,13719,16512,19294,6317,15993,14072,11160,13135,8680
196,2963,19101,8121,15838,6544,8976,1029,11570,9460,7479,786,6193,4058,2982,17146,13850,3375,5855
197,11302,17032,3530,17662,13422,359,16578,2937,11825,16693,13220,9828,16242,13853,18063,14550,2049,19580
198,12865,14615,11992,1092,3052,18795,135,526,16213,2547,516,16315,19247,520,5585,11773,9474,10665
199,5605,17941,4867,4528,14300,9975,15060,14427,2874,9265,13867,1877,19195,944,11324,1894,13754,14066
200,2112,10769,15472,4681,3738,1815,1694,14744,18162,19949,4662,2138,11402,12113,1689,7959,6283,2508
201,19324,12811,4216,7734,10349,15452,5158,12850,8209,15248,6177,618,14954,7273,16378,15855,13907,15933
202,11928,18032,5987,2930,2113,11612,7736,2152,5695,11939,10905,9075,6006,2694,2178,10975,18707,17077
203,10914,5953,13269,8485,15623,6841,4641,3806,4346,5368,9839,11384,9870,6892,18078,16512,10231,734
204,14656,16670,5746,18622,2574,13926,468,13392,8266,17481,8272,14686,18599,5987,1198,14235,3636,10747
205,5027,11148,14063,8185,18392,14298,9158,2784,11875,5413,10469,11967,11263,1137,6527,6090,8223,8353
206,12334,8465,5482,9941,16520,8128,1975,9764,13598,7110,11955,18520,8852,19661,7037,13947,17155,12705
207,17809,18189,9800,19589,5448,7936,17244,1837,16289,6432,1941,5873,8947,19147,13420,15360,1825,8959
208,14805,15367,1339,5091,19052,7306,6923,11165,17365,2710,10894,6387,3260,18232,3955,10783,6088,19790
209,17852,16320,12857,18652,7342,10328,15232,18603,19514,11380,16774,16442,19709,8412,15269,1131,18877,10352
210,13240,12586,6781,18281,10574,4980,4555,8314,13079,10476,5952,13721,19168,2606,9045,15618,1228,17729
211,10194,18411,3822,14639,7586,528,6750,13392,5939,7113,16115,9360,11054,3822,13401,1462,17741,17080
212,782,12206,198,15285,1634,1646,8254,7368,8884,4140,13492,384,2177,18665,9625,6146,3221,18426
213,16612,18538,861,12703,1955,9234,9055,14012,11314,18654,7535,11423,2154,14928,16855,9259,4991,9467
214,13836,1097,1597,12407,12894,4441,11156,3238,12544,4929,18883,12427,172,18322,6161,18077,10349,8576
215,7403,3784,4209,12378,13834,10648,8863,8508,13920,15239,14138,9228,6726,17845,2367,13070,18888,15508
216,11678,5475,13680,11382,13280,14809,11767,8615,14201,16799,14889,11188,13088,4573,750,10111,10812,3871
217,2528,5314,17576,10159,848,15684,1587,12405,4332,5738,8950,1303,577,14017,1014,7044,2998,7961
218,18967,12739,15600,19962,971,14502,11298,12704,4015,3444,10090,3016,9650,4908,5345,9527,17461,13599
219,14517,2941,15734,17355,7899,13362,1624,13939,13881,17470,14712,11536,13261,15194,4444,17324,13982,11211
220,17875,13899,8246,14137,18516,15085,18399,961,1621,12819,9977,16049,14081,11351,256,17973,7909,493
221,2242,14107,11392,16181,6901,12869,7799,5100,14115,5079,2591,18301,7547,12967,6626,10837,14213,17438
222,19671,6535,999,12584,9933,8812,16398,14882,4829,11073,11697,10070,8589,4767,15515,7379,17101,6716
223,19334,14763,14642,17035,18975,2502,6740,3538,3277,16253,4458,10663,14226,12468,8875,5729,8144,7591
224,18568,5749,5593,579,9261,16582,4707,11006,3533,13402,17520,3021,8123,10361,9016,17853,2435,12489
225,9731,4993,1767,17331,16037,9440,18852,17679,4447,6146,4565,12364,13105,12157,17195,11907,608,297
226,17624,12468,5216,102,3385,6294,6952,3020,230,6277,12312,10965,4687,4549,10774,7233,9858,11726
227,16909,5187,9907,12315,11873,17975,15804,11344,3048,1626,18190,8630,5359,9758,12186,12850,16245,8602
228,11067,7771,267,11318,19817,18246,5031,18134,4253,11925,8467,16981,8238,2645,13209,2175,5249,9377
229,1562,5866,12915,10610,8210,8359,9245,11350,19364,10682,11479,13205,18358,12190,16525,13798,8829,8465
230,1226,6259,19413,18560,5521,19205,11255,7911,13230,17539,7827,8873,2486,2320,16316,17706,14547,12554
231,2015,8389,14920,2208,12277,10147,799,19784,11257,8567,11361,14930,19942,1898,7295,13165,17442,1797
232,111,11363,17397,2354,2818,19266,6717,14938,5426,15367,3842,8884,5479,582,7287,15593,2800,4238
233,16017,12913,8575,10770,3557,19100,335,4540,3743,7556,6854,6340,17825,13987,8293,8538,7611,3891
234,5995,15898,9823,17890,6240,16139,927,10441,7054,11897,8867,13292,3751,7016,5309,3804,6666,2979
235,2593,14827,13417,12338,2498,13402,18399,3528,9481,18944,19768,3535,2496,11524,16776,18907,7166,17877
236,14478,2999,6190,16187,17704,19826,8780,13195,9723,19952,18483,11669,12890,10384,10519,13986,8115,6537
237,8969,8530,10811,13828,4123,3020,1229,2873,9544,1463,11808,12892,10449,19021,6060,14965,10559,3847
238,1298,15569,15643,6887,10132,3215,6146,6830,1897,16280,2452,12808,12127,8611,6403,4179,8836,16842
239,5355,14411,8993,1957,7930,1351,10829,13156,9462,1458,8748,12162,4830,8454,19483,313,4182,5833
240,2385,2007,12211,9643,13951,4268,3231,13775,1421,14790,6022,18298,14332,14495,1158,9544,14804,4990
241,13766,16160,1654,4018,3553,9606,19162,12822,10604,15240,11146,1105,2904,13358,16758,291,15960,10482
242,5486,4034,2671,9304,6757,6451,3842,17878,16699,16049,15114,5085,1736,17563,12606,5708,385,5932
243,19179,6712,3698,9302,10912,12958,10701,14916,6946,9547,1289,2334,16934,12143,3539,9744,19378,19045
244,3502,2486,13017,19979,18303,9123,17751,7749,3627,16347,16609,4053,12076,14789,13893,3766,160,4621
245,2087,13300,13926,10927,10203,19224,6352,16318,922,6548,7523,12220,2310,6538,15149,16332,11391,2415
246,11546,2735,11228,1794,6432,11474,11497,13754,13898,3726,3811,10749,14794,13276,391,13788,9655,10789
247,19092,6736,19150,8562,16779,19578,3294,14602,1817,11801,12838,3840,13884,9286,1667,4738,12138,14886
248,18484,15893,8982,1128,18484,16110,15119,14349,109,9266,19593,14821,15637,5125,7509,13734,14871,9808
249,9878,1325,6328,16708,2218,13378,2597,17383,13702,18307,14688,10057,14733,11355,13131,12034,9200,11443
250,14380,500,7020,11529,15210,18545,11637,9232,13796,8469,1068,2548,3770,16993,9764,15112,13947,11050
