"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018","sim_019"
52,9069,14213,12897,7605,15011,15933,5440,11465,18091,8475,14011,10084,11353,18961,4541,19638,14825,17989,2646
53,1852,1302,11513,14644,2686,6917,1956,10391,16383,16654,5586,18808,1575,9570,18299,1516,6897,3640,11414
54,14044,10766,1829,12060,371,18826,16896,7637,12366,13295,10720,2526,14415,17520,17351,6092,16846,19630,19536
55,16703,16069,4783,8962,3021,1429,7062,283,10352,16776,651,4112,12243,3082,4916,11394,15648,9476,7285
56,8195,19081,3543,9120,16061,4626,15106,4846,6325,10171,13677,10591,736,7440,10005,10967,434,15044,12847
57,11881,1936,11355,15526,13258,7795,18583,16477,5734,1815,6926,9142,9002,7715,16566,13585,12022,19617,1978
58,18562,19410,17527,6234,15089,7627,5579,4849,14874,10757,7525,11576,6633,3309,3332,13204,6156,248,2474
59,14583,3174,8194,10329,14310,2336,11863,13793,11623,6600,13266,13373,10761,14112,505,7880,11861,12681,1392
60,18993,19776,16973,2726,11857,11733,16222,9755,10840,854,12528,5308,19287,9189,15946,15946,4269,15776,18745
61,7492,9365,13216,3633,8334,17367,14842,5744,12892,13095,17819,4505,324,111,7150,3413,4016,16442,18118
62,7165,157,7990,10717,12843,12183,19850,16512,2737,14752,17593,9194,17811,5643,9225,11681,2313,1227,5817
63,5010,9217,9184,3342,3195,5249,19809,17113,5759,11986,16535,10442,11724,7935,6733,1848,8907,13026,15105
64,6802,14410,3961,17091,10877,12471,11781,17707,13719,17934,560,9917,18883,175,10741,9830,18185,12247,1692
65,16158,12648,11305,7358,19333,8508,3062,3904,12241,16379,1314,15788,10347,14972,10712,5750,12751,3452,6847
66,17835,11407,15801,18608,2443,18373,3937,12788,3485,8011,10001,438,8905,11346,2672,14177,17396,12280,10332
67,15366,17173,1202,18295,15381,8519,3046,17384,10674,4776,18526,3445,9817,10262,12538,10756,18395,6225,19756
68,15040,17539,17802,19236,4396,451,8691,17022,17898,18917,13963,10120,5868,3348,13525,3898,8818,10181,6089
69,10308,7698,5882,7401,4215,19784,15251,11896,17704,9616,8853,16144,3766,18185,4629,1843,11122,3456,4559
70,11416,6979,11172,11298,8409,14825,13681,17795,15856,11945,2948,16728,17697,5483,9864,1173,15781,16340,9937
71,10688,2911,12201,19260,7554,4659,11984,19931,12117,3218,17803,258,8450,12318,3458,11692,12852,3530,2162
72,1660,516,10604,11978,17270,17841,15112,6263,16609,5209,7622,15852,3791,411,4600,18704,12926,2124,5880
73,15431,19045,13951,16703,2068,14040,18502,13732,2564,13753,18902,7434,10706,9696,8638,2720,15071,5137,7269
74,12009,14440,8833,1584,5977,13438,17005,10403,7766,19732,14641,13937,3140,8786,4653,12770,17779,13800,1448
75,12194,12966,7366,831,12389,11689,17098,2561,6600,9465,16407,129,8172,6024,15097,17092,11920,2815,5474
76,2259,14966,15066,11725,6172,7729,5366,2452,8374,3732,19636,14962,10339,8444,2436,14208,18823,15728,5957
77,481,7876,660,18382,3486,9105,16375,19132,15788,11794,14143,16240,5095,659,5592,19298,18519,2480,7868
78,4392,1359,3025,5974,720,10066,12064,3121,9303,18943,17056,777,4319,1220,6881,13700,4070,9443,202
79,11587,6192,9663,2343,11726,11059,11137,17145,6831,8590,8955,18781,11986,10246,18212,5332,1120,13663,10511
80,2771,16735,8818,11191,3662,18644,3540,2731,11429,16420,6756,16639,19842,13415,3613,2191,824,19082,13233
81,16388,13452,341,1464,18200,1147,16828,15507,5933,15797,8582,15190,5724,1828,13810,15475,3806,4051,17934
82,18501,18556,7196,6735,5703,17979,19101,5355,10058,4284,13915,12282,8828,10901,18193,16187,4903,16095,10932
83,427,19678,12585,8227,10162,16009,14801,5995,15309,7985,2348,8837,18951,10965,17356,16648,18672,5369,13234
84,9293,19832,3962,12776,11304,7465,14617,6679,5349,12867,11591,3423,10982,13584,4934,14887,11706,19607,15796
85,17816,1956,15516,7015,8149,16439,7059,9720,13000,8460,1484,2415,5118,4431,9624,2640,10299,4353,6785
86,3210,16951,15621,9001,11245,1653,13627,4570,3719,9180,10687,14970,12893,10805,2561,1528,2665,14647,7195
87,12168,4915,8195,13176,11591,14627,16339,14193,2380,8136,6233,17115,1464,4074,7751,6865,18101,15693,499
88,372,16697,12455,12282,3128,19954,5276,15813,2403,6054,18634,179,11496,3423,4395,2902,9373,12786,12681
89,14227,17129,6709,3701,4590,3694,8225,10093,2915,2412,11419,13498,19541,16620,3229,11665,11381,12074,19144
90,10296,6564,13110,930,3966,19332,2615,18750,14483,14248,15051,13153,8926,8854,1727,14855,1701,19656,9010
91,7228,2312,14670,14647,1255,10090,18688,11146,9631,10158,19655,6394,12263,12751,10712,671,6945,268,6685
92,17632,8989,14700,17049,14820,7869,16678,3619,16022,18518,2335,4451,12434,19860,19037,11230,10757,10291,345
93,8739,18645,12107,104,19109,12459,19504,5137,6379,5078,5280,9075,2001,19864,16249,3365,2300,12320,8138
94,18706,11054,11057,4258,10599,7784,17415,2352,12437,18997,802,8066,16881,3514,16373,16734,6323,10851,5071
95,16882,18277,13964,17839,226,14653,9714,4674,1264,10999,11650,944,13091,2786,645,7483,19201,1151,12396
96,3788,2381,16787,18119,3162,17278,16712,19011,5015,8587,5910,6586,13638,14329,15258,16230,7739,2979,1016
97,4741,101,3577,18802,2727,10557,10932,6649,15845,11895,2163,13945,18786,15313,4731,3429,3253,3169,18282
98,16372,14814,19374,329,8694,12464,10735,13607,10573,7713,7549,13725,11094,6619,14057,16661,540,3377,3625
99,10469,18336,248,10082,18626,334,14021,6379,4463,7251,2809,19312,1432,5256,13459,14389,11715,8619,13173
100,15805,9672,16206,11781,2813,17976,4399,11114,1829,17476,2970,5087,18545,2068,18759,7591,256,14225,6354
101,19285,12520,18950,18981,9038,3156,9084,6358,5731,19372,2618,16171,12138,8059,19788,18188,7072,6080,294
102,5883,15332,10594,3207,9794,8534,6825,15874,4434,8315,2859,7902,11462,13566,7514,11773,15934,19834,19499
103,2669,10309,15354,17899,14740,4881,18253,12002,11654,5257,314,15930,17466,2012,17848,2316,12112,2390,1868
104,7037,18735,8261,7675,12082,10370,1921,6995,7207,1654,2983,19660,5632,12025,1071,18938,10161,4185,8535
105,7854,18441,990,16053,16150,4921,10449,14312,16334,9438,2829,3734,4525,16702,6065,18374,8412,6465,15363
106,19097,19220,4253,18965,10318,4549,14592,13576,4903,18838,13744,734,1519,1793,2820,16401,11887,1686,7893
107,6588,16471,4958,2074,8339,3574,13862,8306,16592,1827,5958,2098,15985,2454,2666,4402,1465,3043,14980
108,478,12220,7833,19458,14166,13016,7508,6106,16899,1869,10719,1689,508,19183,6245,16570,17431,9238,18095
109,8418,6400,15350,18521,3897,4909,5512,2237,4333,15503,18717,9452,2738,5381,13596,16749,5262,15523,8587
110,11076,13644,13723,657,19792,19139,17267,10791,19539,14088,17741,12557,3590,18784,12828,5924,11385,9350,15453
111,19683,3181,11794,19811,11879,15793,9862,7803,13581,10785,5641,2524,17636,3596,13348,12047,17928,14275,14045
112,976,18004,17622,15031,16639,10542,11262,16941,1005,8235,11694,9691,1355,15933,17175,12511,11548,829,9532
113,9636,7130,15667,18179,11521,1220,4366,1185,19746,2662,16508,14806,7462,18036,3125,8850,3287,2153,220
114,5465,15899,9071,2375,1941,12673,11609,1475,7010,4871,17798,16918,19072,12949,10684,8926,14918,14798,4008
115,7837,11205,15515,6245,15650,19877,5123,17187,6062,17886,16252,13441,13232,16857,4142,9435,13204,13576,4162
116,11906,12009,1392,9500,17520,2424,125,9245,12306,8195,6288,13132,8472,13865,3040,9249,9112,10838,5949
117,5795,15000,15834,1233,13890,4923,10177,5727,15508,16434,4872,14373,8754,1307,4265,1177,5210,19824,11153
118,2984,1928,2717,5542,13040,16223,2023,3932,7469,17556,770,12699,13697,13996,12382,7510,13695,8002,16515
119,12279,3243,6663,2884,6064,3119,586,14962,19062,5219,19701,3712,17862,13822,8319,18156,16984,3244,3653
120,3222,13956,18846,3911,18109,10696,6631,3972,16319,13139,13272,2040,9773,10060,14920,9644,11012,10477,3394
121,6553,333,3781,10477,17281,18932,16809,19109,8926,9300,14923,19988,13371,5002,19627,10510,4124,19958,16573
122,16717,5544,7680,10220,7395,5527,17750,3405,14324,10591,19997,4524,18806,13294,13081,5672,5527,11084,12873
123,13624,16942,7498,18095,17943,15354,14386,9593,12011,11873,9408,19348,11172,17625,6670,5269,12450,18437,4968
124,16030,2800,12919,647,17592,19118,4503,15327,11641,4596,12993,12169,9622,2402,14443,18654,13743,5783,11069
125,11289,10591,12490,14128,179,13699,8864,10591,8181,12200,10026,16719,15703,14901,17472,18664,710,4429,130
126,4995,13701,5238,6148,19853,18330,12288,4449,18096,13712,872,6710,5396,16817,11366,11809,5499,8716,14084
127,14313,2170,5725,18834,2998,4998,18183,7545,586,445,16869,7085,4790,2331,3809,10281,3846,8570,19806
128,15383,3377,15137,8174,6814,18092,18750,261,13418,190,5299,12284,16796,9550,14174,13328,18065,2647,15135
129,8186,11283,412,16120,12354,3241,11931,11832,2150,10749,12127,17621,18278,1425,10136,11391,3723,2961,14509
130,3305,119,3463,19742,16221,11984,10406,9820,18012,14847,9603,1268,8597,5733,5824,14722,19486,10139,19513
131,10458,2697,5594,13012,2854,1471,3234,11597,8479,1150,14574,14331,13201,3538,19128,3001,1622,16196,6199
132,1906,9159,17966,19808,8473,17031,11568,2434,19844,9314,10479,5187,14772,12843,384,2596,8966,16586,698
133,16377,661,12088,12689,9299,9520,1077,15118,5807,16932,12319,170,13062,5672,18993,4656,852,5610,18381
134,2660,16469,17546,4506,17439,16242,12950,16497,11797,1313,11620,2075,12517,14097,12824,330,2695,13541,19800
135,14935,16491,7195,3978,4843,3982,18196,887,11394,14950,17819,16325,11440,10182,5460,12319,6862,13977,16677
136,1735,3639,258,18208,11725,9350,15676,17511,4154,12301,12390,2795,17761,9546,16973,330,10259,3575,11767
137,17584,11768,3291,567,5138,19179,18574,16989,18317,6899,7674,8014,15227,8217,9407,11066,6683,8444,12941
138,16249,17960,282,17030,6648,5584,19632,591,14801,14609,17394,10062,9230,4617,4227,5515,15605,1808,18976
139,8115,2205,4552,3918,7680,15962,8705,3859,757,2983,10741,8129,8881,4934,10909,5522,17706,8699,10368
140,1767,10476,17136,3098,11093,12081,9600,18653,993,10483,14284,13752,4833,17784,2386,18399,11192,13154,19673
141,9521,15281,979,13625,19014,17333,5905,15247,18197,12063,11142,2750,13178,1906,11026,15583,637,5670,8868
142,16533,8023,17288,18802,5583,16288,2254,6087,7015,13690,12897,9986,2662,1585,15016,18455,18485,8709,2447
143,18832,5313,5024,12433,17482,12379,19180,6521,10747,19054,7919,14184,14868,3919,11397,17915,10244,2297,16444
144,12920,19765,1269,13616,4574,642,10863,9095,14909,13058,8680,15250,686,1373,12169,7201,10015,7631,11475
145,19166,19793,13619,14924,11604,6130,15552,18707,7266,8409,1666,1809,13379,9812,13243,12197,18561,1837,5701
146,11126,19434,19077,4493,4591,19254,4191,9324,166,11304,2390,7316,4308,3401,15286,2600,6112,628,7804
147,18295,17798,7088,12242,8556,16910,12575,15056,9083,15737,13823,15350,12630,17965,17894,17747,10873,13089,13301
148,1223,5080,17917,18311,17463,10081,12012,9223,9174,11726,17065,9763,2252,8277,6489,2703,6912,9122,17125
149,7897,9844,4400,16576,3210,3939,3028,11183,13624,7724,4570,11133,9393,5366,5765,13230,7626,16324,18936
150,14785,15396,13274,10567,2673,17969,17802,8486,2297,19204,14769,19530,10454,19044,16505,1255,11575,1349,5700
151,8919,4094,13889,13047,12971,13003,17429,14743,15149,15297,909,12753,8854,1626,4816,17054,1448,9804,12385
152,4603,14174,12367,10341,17336,18581,2102,18114,8085,11039,16663,4458,15944,16909,14144,1075,535,1303,16306
153,13263,16381,13043,19265,14545,7965,16639,7152,5360,13729,14302,4833,6994,5653,11847,10448,8669,5560,19971
154,15017,14470,19450,4880,5189,4717,12336,8547,10867,5442,193,9715,2116,3745,2669,9300,8129,14745,4478
155,3338,16933,8423,7355,17358,19628,3600,2313,6790,15945,10085,13090,18879,17000,6768,18980,5496,14946,3931
156,7175,3077,17647,16724,5402,5748,6355,3858,19256,18689,12142,8529,2017,7223,17569,3553,14595,6301,18281
157,18020,7362,6571,15456,7938,6350,9871,2363,4555,17704,8151,14268,7898,6244,1593,16302,19895,9087,466
158,13900,8282,6646,13662,5361,7897,13391,2803,12889,6998,15591,14744,6991,6891,1371,1307,8278,18861,7518
159,6174,6247,18186,2564,15057,2968,12061,18383,16336,13853,17881,2324,11701,3343,7374,1004,13642,18602,12985
160,7497,1129,13532,4142,4894,14814,5156,9342,6255,7949,10757,3821,14961,9300,4751,13692,9084,11916,17312
161,6996,12317,12889,12032,3557,7634,8194,1728,1503,3416,13809,7943,1771,12382,7723,16083,2035,8520,18222
162,19558,19329,7149,3518,441,9871,2354,15195,5618,11878,9991,16882,10468,9288,9441,11224,2801,11042,2126
163,2588,11680,7425,2069,2047,9526,13149,4736,10852,19165,18230,3299,8821,19044,1767,9215,7071,1042,3646
164,15581,9012,4189,15912,7803,8657,18718,11642,5957,7158,8228,18292,5008,18241,4213,16059,1210,4104,6688
165,8188,699,6336,11120,19549,13214,6218,1916,982,18375,7302,8958,12296,8385,16649,7411,16408,3562,18882
166,10615,4334,11917,18319,191,13662,19259,19279,11670,7758,5498,13728,11543,17533,17272,19411,8298,13577,9682
167,7788,13937,13367,4715,10182,14211,14405,10319,7112,14893,18221,2946,12929,4332,5210,10331,3898,17007,2078
168,10008,5034,16265,4236,5678,17805,14558,16779,10548,15527,19083,9698,13672,16074,18721,18023,8206,19217,9073
169,12920,8825,10458,18842,4007,6531,4831,11621,5836,18530,17730,10627,14510,3697,15537,9783,4963,13829,8020
170,17366,4919,18683,6905,2098,18933,11693,16080,19405,11400,9668,19985,19231,18246,185,3365,10684,19296,6047
171,2276,1479,4099,12950,17434,15350,14684,19250,6588,15850,16473,2616,1929,4859,18647,17097,15193,4369,11693
172,17218,11931,883,10045,16494,19716,14592,13541,19258,10738,7918,6123,1597,12540,2423,18629,7491,1902,16285
173,18904,6599,509,6308,8794,3942,18593,9004,18806,4565,18367,4739,2319,19515,1752,12351,4963,11790,9484
174,9468,12049,12205,1352,16394,5689,6339,15722,11799,10907,5263,16138,17501,19580,19942,6782,2927,11620,12046
175,7196,10447,13681,9886,7835,1263,15694,9674,8982,12096,9262,6253,7443,15684,17644,11763,8785,3733,2346
176,15539,3278,4211,18100,3300,11172,7200,2933,11588,16457,12936,12383,9646,14293,2064,12002,1179,7107,7838
177,7006,15248,1565,4237,14742,6348,15173,13391,1836,12129,9288,14292,19562,7644,9958,669,8392,12908,5583
178,17835,11273,18985,11353,16439,4961,1419,13514,19056,5546,8396,17217,1270,7048,9364,1807,2841,14087,5265
179,12336,9876,14756,6358,17293,10193,1477,10750,16859,9794,8476,11902,9436,17988,13938,2538,5752,12350,19020
180,14452,16396,7730,13419,6613,7730,4367,17140,3644,2229,12009,1781,2715,2854,15632,16875,9656,16265,17419
181,1149,16644,7120,3457,12505,12453,5770,18651,12597,1282,11260,19534,18956,17075,19854,10110,1356,1553,8744
182,17280,12808,9539,9000,16612,12059,12113,12522,17271,1825,4844,9979,1292,3513,127,6185,13472,607,19090
183,16035,9567,7910,12708,18986,17842,16278,5279,14141,17100,4596,3840,11113,588,14921,13158,2784,17558,15340
184,8388,19226,2588,18725,3529,1380,5069,1562,1841,778,18162,11903,1296,4904,421,1124,4543,6440,14124
185,12876,13672,5539,11949,13536,2356,11954,3192,10974,3148,7027,4649,15501,19226,5363,15297,8695,17000,8649
186,11978,9251,7872,1066,15796,1896,19338,19412,7244,12470,12623,14305,4346,16199,3809,18530,17568,5209,10963
187,9959,9668,12198,16080,14624,17269,15913,11274,11358,753,16167,5365,11606,15901,13140,2553,8768,17955,3729
188,1292,11154,3547,16537,12806,17341,11146,12890,5745,14278,3644,15059,13916,4182,18683,1634,4797,13169,8425
189,14283,16972,11372,11828,8045,2907,10401,1635,13975,3838,19651,5153,12730,3382,7808,19421,14636,4446,4383
190,13307,1096,16846,6242,13256,13202,14773,12050,13048,14249,5354,14455,19639,7111,1485,12195,2721,19209,12394
191,14599,3493,16717,7113,7957,7999,2558,15888,9039,11173,3353,10461,12053,1308,17065,318,4792,11069,13979
192,14991,3310,1583,9123,1830,18661,5940,3170,8260,10251,8995,17463,1672,3253,6606,14076,6584,9185,2611
193,16342,6318,10169,10130,8808,6844,17058,4747,7962,11330,17167,7020,14073,17774,10039,14233,11017,13891,16958
194,5121,834,7416,1430,4292,14072,17143,5912,9307,19301,15766,18290,5246,17522,13853,8392,18591,18566,18379
195,12462,18485,380,163,4830,8538,4160,17257,14172,8055,1096,6933,14444,18121,13442,3033,9750,5705,4036
196,13413,378,18967,11397,13499,6526,15913,8587,5162,3635,18994,10124,5829,2898,11712,10893,12002,15713,6033
197,13819,2798,18526,3041,14487,3878,5647,8103,207,2660,4424,4615,8015,19923,5704,15599,16438,13824,1167
198,15950,1088,14870,7814,6695,11131,15138,3827,4227,13825,14715,19130,6577,1345,15374,8138,16106,12834,15636
199,10369,624,10070,7615,16692,6818,17378,866,9596,17199,16609,15575,10260,19024,11276,18388,18962,18593,16788
200,891,1046,4723,10608,9462,5783,2114,17319,4469,10061,15587,13266,12305,18117,2944,16231,4887,9163,11469
201,6401,12919,5360,16142,13390,2482,7850,9915,19476,9158,15021,16885,13067,10375,16355,1256,2152,5931,17558
202,8600,19345,2207,13827,188,19856,10720,12416,2825,5279,9296,6819,19017,9952,16322,6840,2588,6991,2062
203,18003,15836,2385,8169,12778,3348,15906,8178,5284,409,18577,13782,1791,18482,12861,8817,17093,18953,11943
204,1135,13411,12748,17002,17285,17725,9029,19062,15096,17985,14598,15285,16016,9994,1259,4416,18065,13803,15517
205,17675,1409,2135,1991,6628,1529,509,3795,10403,11049,9080,11933,4312,18988,3375,4626,10100,8873,2190
206,17099,13423,11791,15205,8101,3364,11275,16216,8393,2720,8259,9763,13625,11855,17638,11499,5739,8121,14692
207,16495,16181,14995,2002,14004,7291,15417,16219,993,3400,19316,2964,16206,1041,1248,3257,3314,1748,3537
208,16272,1428,9341,2160,1602,5967,6869,16202,6485,17844,9349,845,3066,16388,4100,5684,10337,8085,8912
209,15106,2300,290,10411,13090,11995,13526,9311,17247,13526,11379,15293,1465,1020,5083,3186,6420,15666,3039
210,11694,17655,18016,10230,19682,5485,13326,11608,14521,915,18461,12737,12888,15472,6001,8076,14656,3593,13930
211,17043,8452,14892,13734,1678,1183,12414,9954,1560,1822,12588,15874,4679,2729,10957,10285,17189,17592,15430
212,18620,3504,19469,7733,12781,14224,5963,2872,19590,10712,8180,17001,4558,11795,16206,5541,16878,8040,2039
213,11988,3214,11969,11638,8841,2897,6960,15100,17939,9290,19805,7638,6758,1445,17189,16821,4131,19029,15661
214,6993,10315,644,14941,17512,3571,9228,14536,15607,13666,19166,10034,16221,13895,11135,3425,16000,12488,14133
215,8354,6345,13584,19656,5742,17428,18996,12539,4168,4755,3061,2631,1607,18522,14141,1676,16588,1006,8521
216,10691,16303,807,9135,16436,6918,4584,15888,15855,7323,9817,14612,16512,6205,5178,12984,13844,9182,19274
217,10250,18802,4661,635,12872,4462,8948,15434,18051,8327,1310,14399,11206,2475,4358,2444,12012,17212,14276
218,4321,14214,3939,7296,12062,16481,10987,14323,14375,17766,4078,8887,13918,19654,1741,19163,15426,3023,14143
219,1400,2179,12446,10559,16945,11102,119,10111,19298,16722,9194,1463,7809,5591,9404,17376,17817,17259,16971
220,4243,8445,4328,18922,17868,14321,5976,4872,10617,5867,16365,5414,19979,19095,12943,17535,19629,11204,16964
221,889,6621,19890,14439,9617,8022,8158,4416,11227,17798,3009,19434,16844,13294,14072,9286,3038,13546,17897
222,3050,2790,19659,6301,11920,1854,1645,1343,240,19745,14226,18435,7414,17917,9475,16998,18373,19809,11351
223,13020,17331,16948,15199,13837,13113,2206,11331,11579,14314,7834,1465,8394,2280,16908,5186,6944,16259,6672
224,16456,8390,19669,19797,17878,18560,18777,10528,7706,17066,12717,4836,15964,4165,13225,16201,11455,1730,2269
225,5695,8505,5535,15210,4964,16589,11064,11473,6385,6618,5904,5735,8751,7412,4677,2888,19728,3898,5046
226,5289,11489,16067,19213,6028,12921,14428,15683,16114,1670,5201,7381,12237,15307,1485,8669,17285,12860,7278
227,19473,2125,9639,17367,19223,4807,7256,19908,9445,18382,2747,11944,2212,11583,7355,9321,7427,1733,8861
228,16821,8278,10549,18785,2595,19962,4373,3253,3269,9635,13458,5307,1813,17326,5475,13274,11921,6154,2779
229,19284,17756,14127,8321,8222,5765,7360,9200,3171,11397,14350,11785,14271,17159,14957,18033,11004,12586,12522
230,9164,16152,15741,1050,12223,19936,5589,5301,6207,13066,7163,14772,16936,9603,4198,15782,1119,1164,1305
231,9030,4696,17624,13731,13744,12513,9529,16727,18898,19574,1376,7063,16953,16871,7580,18458,19172,17911,4287
232,8531,12852,10695,15848,7215,13145,13144,15460,16600,11321,19342,18939,8074,3306,10496,3605,5973,5490,13729
233,6486,3060,3848,1811,10593,12298,3486,18913,1763,5338,8512,9747,15906,13264,18268,14671,5914,17936,2602
234,11596,19831,11074,11338,19201,8942,18420,9512,18828,9485,11277,7974,18671,15346,14987,2799,14720,5825,7187
235,14360,12838,13119,15180,4808,10750,7559,17422,16711,12193,237,11580,5677,6064,13145,7420,12986,6024,1439
236,4797,2895,19707,9440,15329,18465,9921,18308,8482,18128,18718,15635,2036,1122,11493,7304,6164,18715,10921
