"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012"
58,4776,7648,16389,11554,19038,4965,15109,6848,7378,15548,15581,15552
59,18335,8350,7739,8501,17945,7374,8448,10154,12279,7730,6802,4967
60,8335,2389,12767,8982,6825,8666,2082,17018,2680,3195,10628,18573
61,17668,6019,10508,15268,19952,5512,18688,9755,17430,15396,9296,3005
62,3629,4191,2688,4282,6111,11737,18036,8367,2579,11571,10830,7527
63,13514,5253,3879,11433,18160,5239,10806,6832,4673,18467,1061,13176
64,13941,13750,2605,12837,18492,3571,3446,3744,19424,451,14921,18640
65,899,9781,3385,12346,217,18816,17146,12065,15961,19774,989,9273
66,5315,6280,13294,19714,9919,14967,13359,15688,3291,297,17290,15199
67,4223,9715,18058,3373,6373,12285,14311,6388,9616,1538,7628,14645
68,16037,18438,7769,16142,17609,19173,8502,14794,108,19630,9238,17095
69,8712,5794,9882,2254,1611,2434,10613,9860,5905,17419,2453,18682
70,3332,1137,15152,6129,5954,5018,2984,17703,10139,1443,10115,16268
71,1790,6505,7151,342,624,2743,6249,9587,11063,10819,6522,3428
72,5893,7724,16567,19655,18903,12224,6616,11671,16997,11927,8785,6245
73,19349,14629,5324,14420,6536,6567,16263,18998,17818,17634,12580,5080
74,10053,8678,10347,3850,19460,1154,12165,14097,6901,3131,9243,4175
75,14442,16143,3212,12744,1351,18182,18787,10989,2297,6737,13653,13259
76,11207,13428,7191,10189,12619,220,4646,14942,19677,15783,8206,15195
77,17897,6513,15322,2273,18105,19921,12649,6142,9657,6246,2618,14561
78,13936,19889,3425,7753,5391,15673,19061,5728,19446,12362,19531,381
79,6679,17257,5281,1884,19692,19181,9569,1911,5022,14681,10319,1435
80,16178,7931,6981,7577,18652,12407,4895,18434,5515,7291,1439,15810
81,1276,2850,13199,1617,4879,16183,4781,13143,11250,7160,9504,2054
82,6641,17333,7533,15870,7644,5908,12641,15307,11497,8863,1162,14477
83,9349,5695,10793,8022,678,12619,141,16508,6078,6669,5486,5625
84,16134,14925,8574,12733,8449,11223,6312,3000,10597,12373,9267,11461
85,18898,17640,2175,11216,5806,15558,3687,712,12993,10474,6649,1903
86,11958,5725,18628,14599,16961,14151,18469,9548,10425,6632,8122,11615
87,6710,4869,4010,378,14621,9786,4577,9520,10996,642,5437,18684
88,17795,2169,4768,13371,16976,18967,10379,12316,822,14690,9827,16855
89,2267,3294,7373,18778,12152,16840,1419,9813,1007,578,18319,1969
90,9258,14184,10996,14653,1057,839,17292,16331,14279,4931,18600,11548
91,12200,12967,13146,19525,9390,2258,6736,9482,11199,14580,6140,11568
92,10693,14504,4144,374,11006,10677,545,17046,2884,16281,19798,18931
93,19527,4150,2586,3355,4096,12233,16041,15620,9233,9833,15922,7196
94,4893,7260,17582,5310,1903,18269,6124,9396,15187,13644,11765,8074
95,18847,15079,17070,9629,2181,11380,6256,8755,14900,12293,14074,13323
96,17562,11642,9805,4280,3047,8225,5606,5368,12678,5298,472,4700
97,15194,4040,12560,4074,1123,9266,16046,9813,16814,7997,14488,5656
98,6259,15172,7262,17337,14112,6833,8833,2886,16383,8474,4705,7225
99,213,9252,13437,5060,3452,16857,4124,7651,18527,10180,5533,11564
100,4265,7883,9492,8032,3246,17306,15942,9483,10610,7427,15669,6250
101,9152,7776,19071,2685,7287,8961,17060,8360,17946,8100,9026,14068
102,18341,941,12918,15068,586,8772,19195,4895,4192,166,13139,10119
103,17499,13097,10191,2397,8163,905,18207,2649,15490,4853,11717,10544
104,5505,19744,10706,5735,1790,18556,17666,15481,9280,16859,1197,17743
105,1976,15740,8024,18162,8665,17516,5720,1559,16516,11180,9948,15256
106,15570,8556,443,12365,12065,1825,6370,4571,6538,209,8998,8363
107,6812,4221,1003,5428,16869,3956,4219,13676,11664,7845,9110,19134
108,5832,15958,10468,10524,6587,6363,6623,10186,9687,19900,9396,11559
109,15906,14044,6202,5102,14990,14156,1989,3972,4877,9934,1154,14012
110,17396,9608,16078,7870,12004,6709,4292,2423,8598,6897,8994,5256
111,7667,10707,2966,8853,8991,18092,4287,16246,8949,11389,4782,7559
112,18808,13055,14615,3041,16602,12934,14108,9338,960,620,4615,8726
113,15202,539,13049,11254,7803,3204,2564,7763,15270,466,16120,17162
114,19470,15521,10394,9625,15053,9456,8137,18039,9104,14444,17530,18765
115,14366,18330,7244,14270,13230,19639,4533,19024,13888,18660,16625,3227
116,12857,7349,7641,8115,16470,11466,150,12727,12354,7072,6343,14593
117,3711,17849,16561,17828,19414,19003,615,702,15301,10783,17075,15404
118,8297,11245,17878,6800,3276,1758,11912,2865,13360,789,4150,12521
119,15433,12380,8236,375,19292,4298,6562,13231,13543,19520,17915,1855
120,1477,2860,13984,10428,1929,5612,13724,4621,2017,18761,6280,6396
121,17534,12500,19694,19081,11539,5597,11623,8260,113,1969,1442,1477
122,19139,10086,14452,2414,11191,12830,16824,19198,7335,8787,19050,13416
123,15330,13086,16971,2291,2013,10644,1114,9209,3879,8479,5936,10383
124,10200,9357,17432,254,16224,3973,10036,9367,17558,3484,8581,16867
125,2269,12883,12482,13571,11230,11382,11863,452,13403,18191,5266,17416
126,11260,19385,6038,16478,14247,3870,6535,13894,1982,6835,19544,1809
127,18774,343,6353,17920,19679,5096,3471,9274,12698,3048,3639,14569
128,2265,17777,1309,8860,9022,17200,1353,6330,18493,17929,14850,16618
129,15401,9219,15927,15262,4646,9899,15338,8163,11673,12999,12685,14540
130,18873,1039,19756,12124,19608,9720,18749,7017,1030,12318,19500,13211
131,6265,9629,19883,6031,8579,8414,8810,11228,19956,18703,9699,13142
132,14928,18854,8904,2328,6493,5040,18531,16263,4491,13187,6684,10749
133,2856,2716,17280,1183,8004,12649,7540,14530,5805,8192,16198,5799
134,6481,14364,4387,13483,8555,9558,119,4196,9761,8299,9118,5278
135,1157,1830,7564,19168,7024,12840,18986,2150,12112,9026,2091,7692
136,10221,19651,10290,4283,15171,7169,6793,3470,1663,10584,9872,2951
137,2251,12407,4502,10024,4299,7128,2134,14521,7457,11229,8318,5566
138,14992,473,18704,2237,526,8678,14515,3823,5285,8539,15223,18644
139,14523,19821,8224,2362,8293,16628,9267,13025,5008,3444,19738,494
140,17792,3984,13744,14457,15544,9186,15654,505,5099,10781,14293,10397
141,6918,8318,2196,18072,15637,15656,14005,12021,18609,15614,1797,7176
142,4957,19408,15922,14534,18309,12514,12507,6338,10800,9015,7457,11936
143,3179,1854,14647,11342,11315,16950,983,4277,19369,14023,11718,1871
144,9295,13240,7046,9664,14991,2622,12263,15742,7641,14862,6561,6931
145,12695,8101,7963,15583,9214,16586,13118,19494,16598,9863,17425,19042
146,8380,12342,7139,16713,12190,18634,17169,2022,11101,14554,16479,3976
147,19425,7524,5567,12826,6196,3852,3746,4944,16580,17286,13676,5557
148,18034,5082,2754,10856,3765,1924,5002,2050,2190,14954,8867,15905
149,11224,6081,19817,9425,15482,5302,18820,8166,197,5191,11535,18878
150,11140,9487,17394,7778,18192,8365,1144,14635,10037,11899,2791,4223
151,2441,8398,3112,13166,2646,8517,17237,16290,3171,19720,3116,18068
152,7031,6926,15376,11361,9091,10078,13319,3826,2141,1021,17916,16714
153,18649,10989,11981,1219,12673,919,13723,15589,16488,6141,10958,8339
154,7087,18828,3554,5271,1750,195,17211,1211,9063,15812,9323,14577
155,2680,7529,15807,8054,19267,9148,1397,147,11583,17529,2332,5766
156,162,18122,5105,13234,16036,3636,5836,1002,4772,19383,10450,10097
157,10530,19169,4387,15848,2950,17603,18537,457,8740,10906,6296,431
158,9668,18804,16905,7807,17748,2563,5973,17724,5000,8402,13009,18430
159,2406,2039,1468,9350,5866,14922,14571,18306,11423,10209,10583,6286
160,9544,3926,9120,4174,18659,6048,16289,15240,848,12740,16852,13337
161,13906,11319,5254,6868,14250,8341,12130,14522,7082,13948,10076,12057
162,7028,7796,19259,18478,8215,5191,978,14993,11193,12287,14114,6352
163,12270,18245,3831,10668,3522,10513,13360,17193,5810,8263,11319,18815
164,18358,9249,14682,471,5048,13795,5751,6475,6053,10614,12139,9248
165,4288,7600,13075,9785,10363,10259,12246,14562,1215,3926,15198,18095
166,18621,19874,696,19494,3962,4132,14435,1278,12689,19728,6472,16350
167,4365,6800,17163,12613,15263,14813,6784,14275,5499,16504,18787,19840
168,6771,10082,14500,10565,9364,15819,13197,9829,14031,4545,7552,6526
169,13713,14561,15639,19267,18371,7924,7767,8119,12899,14783,17278,14936
170,6903,9801,17038,3671,4248,3231,15386,4144,4120,8461,15303,2703
171,12713,11595,2920,5211,2383,17097,802,14149,11437,19978,19776,9508
172,8352,11602,16886,18881,3529,9068,18076,9540,17458,3347,11959,16102
173,8953,15918,10873,16173,8430,18536,3791,16517,19846,12093,10362,12051
174,4216,12039,7711,19425,6139,2236,15842,3551,5183,5566,19153,10980
175,19648,10841,638,10025,19937,10153,503,14511,19534,15013,505,11855
176,3420,15783,8601,7885,11158,9184,571,9422,14036,9007,1078,10934
177,299,15849,19490,16357,14039,9671,14436,15456,1772,14554,6347,19783
178,16716,11250,17064,16473,512,1069,7821,4388,13658,16695,3858,6514
179,643,11218,1546,946,18143,961,19238,307,18900,14190,12204,7132
180,13742,15082,4379,15200,18433,18059,9476,11752,14313,2631,8203,10542
181,11604,14764,4431,17673,12535,488,17237,679,11844,5632,18196,14793
182,10119,17953,15807,19411,876,6576,8709,4355,9842,6239,4385,2305
183,4175,2642,4915,19553,8861,3196,5067,15637,10061,18041,11199,10898
184,14890,13386,12602,19342,7396,2499,1941,112,515,16583,7959,3722
185,18872,15567,15595,12159,7194,12413,19903,8959,11845,19905,603,732
186,4963,4862,14173,16514,12441,13401,19653,17539,3012,15220,2048,1508
187,3202,865,15702,2030,17436,15124,18979,5736,8990,11594,15544,8027
188,5304,12523,15162,2018,17886,2802,5477,4650,9659,7103,5242,9434
189,7123,3213,15130,11891,17740,6234,18222,5339,9964,16558,11920,2524
190,18171,19087,17344,6417,12356,6069,7715,18508,1525,4814,13010,10614
191,4441,188,9879,273,6411,15795,15796,1940,12428,11627,18202,18613
192,16019,2796,5366,18824,14463,16020,14236,13178,2160,7617,6182,17206
193,11060,10186,9710,1217,3035,3876,16550,885,6031,6667,6171,1647
194,1875,13222,1798,5877,16957,11656,6303,16649,17241,19708,19640,12727
195,2316,9116,14060,14226,11441,7672,5259,9796,10334,2529,15219,9274
196,3753,19329,18393,13190,11363,14206,13665,16277,13320,3650,11965,15508
197,5042,2061,2967,17847,15658,15089,15697,1541,2632,7940,3573,17215
198,9317,18493,13911,10658,4138,10252,3970,19180,15481,14224,14273,15465
199,16151,15827,9267,17622,14440,7803,5588,7619,7776,11430,14887,433
200,2167,10179,15196,12276,10251,1129,19607,7843,7447,8166,8141,6877
201,19665,10359,5206,14490,9872,11434,286,2970,2731,5374,19866,8314
202,13581,1220,19006,8916,4572,1107,2847,18254,10101,16601,19626,5449
203,10958,12224,17933,13928,3534,182,2016,12581,16925,7259,5215,19512
204,6115,16415,7719,10688,1188,17638,16807,18475,2143,15074,18146,8083
205,1368,14737,13560,4605,16397,2971,16293,17380,17441,1285,5602,3621
206,17054,19013,10268,5665,13568,5737,5464,1952,10546,4519,6508,5432
207,11896,869,14250,15063,5314,105,7928,4716,18643,12025,4971,2582
208,4255,3813,3830,16978,17831,261,14675,17090,10899,6347,2251,1351
209,4549,15581,15866,10679,4838,19489,713,11086,13744,14487,10292,11928
210,9877,9505,4420,9832,4910,1501,15277,16148,4154,16447,17061,2366
211,10965,12619,7580,259,11006,587,11530,4749,15905,19203,10418,13330
212,15997,7628,8461,901,13940,6152,11721,12417,5808,14123,18806,13033
213,6216,16325,15655,10683,18422,4110,3951,7568,15078,19313,14231,18629
214,18030,5664,17740,3366,10002,16528,10629,19818,3747,4362,3642,5561
215,5766,8097,15328,3081,3081,492,19385,4671,2617,7784,18411,5710
216,211,17558,15301,1815,9662,8246,10871,9499,18837,332,6914,13903
217,8219,16993,2464,12407,15970,8158,4728,4432,6978,2603,10792,7056
218,5712,17399,18952,5185,1516,2776,18227,3322,2858,13819,16271,9297
219,11637,9640,16286,10139,10742,14356,17152,10405,7364,11994,17053,15670
220,12958,3475,18231,19265,15297,18794,16562,2372,5820,8161,3056,12870
221,10477,4555,12196,13973,4450,17884,18199,17849,5100,13709,13202,10768
222,5394,8595,14187,7260,13810,17335,9407,307,19651,4791,14969,14239
223,15827,17156,17825,8751,15704,8168,12112,15241,5458,694,2968,18570
224,14767,11574,1710,5433,15697,5663,6855,17674,12047,15001,19434,5862
225,17112,8568,7161,453,15379,9331,5657,18813,13026,16475,3133,9360
226,8020,10795,4891,2023,3796,8011,12846,855,15013,13919,11411,18801
227,3212,19604,13083,13367,8728,11598,4787,1005,1585,13116,2986,12093
228,1118,18657,1018,14421,15224,5747,12676,12754,14300,5864,4046,5303
229,13114,2229,9587,5462,1582,16462,14006,19941,10629,7569,2493,18337
230,10736,12404,19910,13634,10022,18098,4711,15164,4056,8086,7801,9739
231,10117,2222,8208,762,19082,10973,9025,15695,2862,14601,14397,8360
232,10749,15770,14245,4066,18950,6064,9891,10652,1829,9102,8071,18198
233,3671,1994,10553,17077,13470,16863,17504,5896,19029,17845,4338,2054
234,13829,14607,1308,5501,11589,2597,18128,15957,3852,19000,16478,5372
235,2301,4566,348,18477,7240,10069,1592,19683,8985,7210,5314,12365
236,2556,3584,6404,9755,16443,5814,9321,19371,4065,16255,4124,18529
237,3257,9124,16639,8939,8638,7649,13156,8240,6751,12648,1132,10201
238,16999,12358,5465,13990,9759,14733,15739,3964,19619,890,4699,4500
239,17340,8028,12478,16709,16491,9886,3585,10414,16006,7026,3167,6480
240,9587,18166,15586,2535,7982,11044,15986,8733,16996,17282,13917,19429
241,9985,3364,14229,10412,19033,1206,15519,12529,1378,4665,8724,1224
242,11013,13590,19885,5207,14515,18711,17730,7989,15741,11530,2672,17047
243,13109,3974,12097,3627,17190,5362,17188,16343,19047,8121,17771,2787
244,3546,3090,18007,12881,6506,9535,2530,12214,2430,9902,18990,13529
245,11999,12471,5076,2135,16569,15370,17380,8597,3110,6849,1329,11942
246,18765,4737,14591,14029,12233,16181,5621,1697,15602,15687,1308,12555
247,14024,6070,3997,6185,8925,14206,7305,16864,11881,15955,2074,17611
248,19362,14494,5654,18733,395,12397,253,14650,6659,5084,11337,10041
249,17526,16567,19596,5725,19250,17169,19810,7733,7060,12231,16546,4539
250,4474,10185,7319,11638,10721,14858,14440,9773,11601,13693,15482,8858
251,19267,11029,11046,3295,13997,7478,6152,18944,12326,18375,7757,15889
252,1634,14847,19332,15091,10864,10830,9115,15831,2828,10550,6380,6840
253,12432,13189,429,9673,145,19903,14362,3556,8609,12717,1100,8394
254,11408,15781,5349,12376,1817,11833,15955,12693,703,18744,384,15891
255,7303,9775,16872,17494,627,18982,2610,8804,1988,10067,9739,1683
256,7711,16757,3839,15877,15577,6068,17438,13969,971,9881,3642,130
257,4352,10978,5601,7989,18808,6200,14927,8260,10341,12932,2059,3135
258,10774,4295,1737,2962,19133,2724,18045,13698,1911,12612,4343,4716
259,2213,19054,19043,19846,16920,6767,6455,4397,1645,3523,4378,18868
260,17976,644,3096,4855,3892,12848,1419,7682,5048,4968,17466,18318
261,13408,9519,11947,18076,3352,17219,1435,1564,9037,2732,10837,7542
262,9922,17423,6934,6668,4452,15787,170,11886,10760,3567,12712,9054
263,12611,19623,220,4226,13521,1544,6270,715,15449,1446,19308,1473
264,3436,14586,3606,5675,7956,9573,5759,7175,11427,4317,9233,3993
265,8904,4623,4348,8890,6127,12632,4972,19572,18267,6502,10877,1798
266,13303,8886,10928,2828,15720,12091,10220,14229,19190,14236,3002,5578
267,2705,15458,16190,6687,17184,10078,15069,5953,9857,7526,11409,5796
268,19438,1442,15656,15850,4670,19938,6561,8653,19537,7761,7493,16912
269,19323,13949,9649,18939,15239,1258,13385,11261,18071,5250,2364,4748
270,4898,19041,5877,17299,16357,2459,10687,18999,18981,4521,17357,4431
271,4705,16430,5380,5079,3021,6253,5146,7066,1363,14750,4658,19763
272,10327,17754,18875,3562,14746,13312,11222,14483,11566,5717,4575,603
273,19881,16133,13054,11276,599,11165,9626,1706,12127,7966,9562,3432
274,1636,995,13380,19168,2168,7981,4348,16950,7390,13652,10419,18309
275,6447,7688,2661,3711,18982,16323,1724,4026,130,8803,14589,13541
276,17646,8103,10336,16536,17120,11175,1245,19548,17144,9278,14407,17093
277,9405,13679,17895,4916,13468,8009,16952,5592,1715,1730,3127,12913
278,16469,8423,18583,12873,5870,5599,19131,12623,6652,3918,1122,7294
279,2030,8568,3038,4303,5182,7130,16891,6694,4199,13152,16571,10022
280,3623,19152,9527,1737,4663,2523,6490,152,4085,9090,17551,12939
281,13491,18359,2362,11476,6023,2332,13827,17191,11661,8349,15159,15996
282,8038,767,6304,6074,4201,13632,10884,7703,9990,17339,16005,19396
283,10248,16562,3909,19235,1930,9012,15680,10067,12369,1619,18815,11702
284,10292,2971,6721,10906,7537,9744,12502,19784,4923,9374,5755,2000
285,10269,7187,5061,13098,9783,5122,8864,2604,12955,10802,9060,10066
286,14458,6190,8222,18851,1639,18309,18757,3944,15858,9764,1479,12626
287,17838,17241,1776,677,7120,2519,3334,7935,2377,14405,15108,5848
288,7837,7468,18211,14013,6970,7173,17271,9165,18144,16634,18879,17002
289,4675,1914,12683,1268,18036,6585,4933,5896,2323,19664,18456,15770
290,4178,11443,4369,7965,7493,11947,6631,11421,7126,16166,11649,245
291,3946,9324,6849,17339,222,8241,17623,12491,7286,2500,242,14924
292,15762,5574,9991,15197,873,10340,19977,19771,11434,5907,623,13783
293,14266,15909,14416,11826,1713,7998,17715,10553,11204,6767,8164,1414
294,5370,11616,6491,15986,1093,5307,16154,5928,18303,3344,13877,13860
295,3726,1143,17733,4865,12873,6666,4780,9949,5330,2707,7689,2915
296,15247,12779,5616,16128,16327,4853,16628,6563,13508,10606,878,11172
297,9737,19301,12614,16859,18213,18912,19004,10859,17759,16514,8527,16380
298,13575,2607,7758,15989,1878,8025,5646,17993,12904,11813,9216,11238
299,6408,8177,10660,5916,6237,9385,15549,10747,11459,9491,7596,7013
300,16783,10098,13249,1715,10263,612,18536,3990,2455,16890,10935,6003
301,16011,17265,8292,3996,19937,14936,11703,14747,12953,11829,9378,9131
302,7923,1095,3866,8447,16718,2625,1738,5803,9383,10902,12784,14302
303,627,13931,5138,16007,8412,17606,3060,993,12947,15124,12527,14859
304,2705,4055,8248,8360,19796,14967,15571,10242,18563,15958,17638,19670
305,6764,7579,19313,14164,9450,14008,3625,4655,13547,10297,17761,8125
306,3595,16493,1048,12653,3632,17423,10015,1614,3387,18273,1209,14350
307,3073,1353,15599,10021,3369,11247,13775,8610,11935,2522,2357,14175
308,9408,8087,18961,7200,5936,2938,3983,16675,18661,17204,15551,14964
309,5037,12463,12692,12324,19821,6529,13597,12853,18931,5490,3644,815
310,12009,3735,11679,645,13128,12752,17891,6120,15784,16071,599,14276
311,3305,3598,2679,12128,3259,16772,12924,1074,13559,11547,3055,19402
312,6609,17909,8025,11241,9333,1582,14526,1106,10554,14375,6103,683
313,16030,9659,6089,7621,12620,8062,15390,7684,689,13038,7872,4598
314,11085,18021,2629,17992,1607,10604,19572,18402,8694,13561,14251,18176
315,15370,9060,11160,14099,18221,10496,13058,13180,17831,737,8231,18663
316,8837,913,11761,7970,11449,18908,16037,6024,3186,13799,13655,4776
317,12541,5126,7832,5721,2061,12100,5968,9441,5555,10707,3337,925
318,15899,2351,15387,3138,17114,10113,7854,5447,6044,12385,1576,15943
319,14864,13196,15403,3675,12465,8083,16987,10853,2024,7828,8389,10462
320,7570,531,2502,12800,6856,7708,887,9511,19343,16159,16776,14499
321,12471,227,19721,12333,3048,18532,11314,13353,4443,8450,17071,6394
322,682,6945,1965,17407,9900,13491,9568,5603,11236,13646,4101,19663
323,18867,2478,7323,3731,11507,19775,5220,13690,18535,12317,11253,12172
324,7669,14551,9573,16345,401,726,3483,13093,14261,5086,19094,1427
325,1845,18263,10126,17111,2165,15689,16209,10627,11270,12052,3606,10385
326,14361,16140,11468,12136,13024,11486,14746,10317,2926,2205,9064,18239
327,11190,2823,19311,3398,2207,5228,9342,3665,535,16828,11325,9879
328,5893,508,5024,9553,15191,5209,17368,8710,838,17617,11117,3350
329,6364,3176,5409,4814,16978,9006,13640,16178,11410,11064,19699,4668
330,1975,12124,18649,10842,4613,7977,8696,5847,3000,18931,1823,8763
331,17796,12178,3252,18598,11981,6329,14918,12756,10363,5187,4005,13404
332,8632,2690,15779,13491,15908,12400,12387,2552,10192,17641,8004,14892
333,18999,17547,1263,2773,1671,1350,9432,12066,1144,18100,8893,5522
334,2167,15535,18966,8462,14953,10432,14453,10010,4314,1383,6953,8589
335,308,10983,665,10724,8668,1589,11425,7552,17794,4783,8469,16064
336,3480,11427,18832,19722,14894,7893,18616,16290,1517,6223,18841,2703
337,6165,12763,14528,19946,16910,2353,968,2790,11595,19571,8182,3261
338,3050,19054,4108,4658,1935,16581,6204,9010,2645,3176,10068,10020
339,705,6673,10713,13430,12435,3189,19222,1977,14422,10897,11270,1737
340,8935,7912,12132,9770,13536,972,3405,5936,18642,5753,17893,5976
341,19339,1675,7236,9826,18296,11694,6831,2407,19770,3343,10970,12748
342,14015,17362,10790,16120,19395,17481,18842,12877,6376,17683,10213,13835
343,2970,11063,14958,4337,18264,7401,9777,4759,3361,16136,9619,9738
344,4873,9922,18089,11123,9147,12002,8333,4994,2010,19088,18799,10119
345,14363,3517,11979,11256,6570,11312,4384,10096,12456,15001,1026,19408
346,16775,4675,8084,8216,15465,13962,3500,5017,10523,14748,14237,11518
347,6478,10203,3831,17232,6362,7923,3530,18380,15498,272,19110,18236
348,15130,7627,14570,5729,15696,3601,18986,4054,5514,15253,3976,4097
349,15447,8821,9967,7463,11771,7241,6239,19664,4123,13573,8395,14504
350,12848,618,9266,12291,8534,6049,15214,2456,19216,15430,11975,2927
351,6960,11634,18339,11991,7486,17615,9558,19055,285,16919,12255,13591
352,2416,1353,19087,1592,2857,18156,12126,14986,8108,12727,16400,15778
353,10134,19254,2256,2177,9493,15730,13972,4693,12463,12341,15402,17551
354,11586,1480,8506,6686,1772,7163,12138,8096,15566,11359,5267,19003
355,8714,5936,2223,7685,8853,14206,12723,18650,7246,8295,19483,18257
356,16294,18567,7485,531,5995,15497,19726,14852,16106,3320,4923,13727
357,530,2808,12106,19555,5922,19751,8213,7818,9785,13059,19522,19753
358,10534,19131,19861,4767,5744,8177,3478,4459,15728,8870,1761,7427
359,6276,10932,18497,8779,16639,1862,1871,9278,16346,13326,18841,1457
360,7448,4811,15176,16496,19179,18989,9557,10688,7905,122,14835,13187
361,11780,14006,16558,2178,7645,2183,19576,4858,11956,16454,4928,7170
362,11392,3396,19029,6196,19328,10103,5963,16481,12342,8405,5688,7535
363,2192,17598,6515,4123,6355,2784,1228,164,19951,16441,19804,7217
364,13746,7468,9220,2256,4569,7266,15206,16204,18285,18849,10922,550
365,13727,12596,3281,8555,13051,18692,3722,7543,15380,19085,16504,3369
366,18667,6342,7741,12656,7291,12905,176,1639,15763,7028,10694,14746
367,16426,18724,4959,11591,15192,10720,16733,11186,2585,18701,1548,17558
368,11861,9559,12573,10729,15632,2501,6763,19192,11082,10632,7274,16990
369,16682,15045,3393,12162,10262,13741,13998,2748,8276,13477,1983,17655
370,7446,6600,14164,18233,9298,11340,16274,5257,4925,753,16313,14972
