"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014"
131,5737,14024,2328,15832,9302,12856,6418,6345,17944,6609,16805,4156,1227,13559
132,1568,16356,1753,18596,14802,1470,3226,6170,2201,7489,5163,10504,14348,16036
133,15421,10327,12770,7647,9538,14615,12547,13656,3102,18179,18136,12349,15049,17995
134,18374,14417,3669,15683,2226,18341,13303,6953,3519,10797,19144,6267,11324,12722
135,19022,11656,11914,6773,14491,105,19672,18559,8632,9144,2369,13001,12528,2743
136,10761,10391,17705,15264,524,15630,18491,8718,15926,7243,8024,12604,4164,11273
137,3308,3418,15407,7043,17924,5025,4665,16694,8161,11161,3008,6778,15668,578
138,789,4117,1280,18103,18484,8572,11005,16245,5244,9967,12586,15411,15207,2176
139,11064,5207,19033,13296,3196,162,10590,17563,8334,11653,1668,13514,4052,7598
140,7962,4509,13224,4903,6992,1748,17933,2356,19687,17295,12687,2815,11119,7845
141,7635,4098,1077,15374,12283,1526,1720,8319,1528,4817,5958,9297,19366,9015
142,14544,9632,7068,5827,787,4075,1137,4918,9528,15407,18977,1918,8086,433
143,6280,18342,6689,16379,16312,17829,9148,7896,5028,17379,1605,12907,2034,15907
144,5442,14755,10683,1615,9522,14003,14292,6326,2846,4705,3470,12144,18084,13402
145,6511,11647,16929,2600,10931,11496,9210,600,11060,18124,19945,2674,13924,19283
146,8693,7765,7746,3746,6206,3583,1096,13496,12571,5778,6780,13112,16526,11906
147,6845,10865,2348,19421,3366,18500,14771,14405,10080,19478,8945,12974,307,17273
148,11529,16506,8572,113,17867,642,15107,7649,19627,14977,2725,4477,10630,8212
149,365,13997,3065,16793,8935,3007,13290,3411,11527,15270,6008,3081,15111,17199
150,18085,541,14196,15690,3479,5311,14484,11956,14203,1770,18894,1319,18430,19718
151,1847,17230,18001,14582,2645,17752,16917,13389,18874,1738,19244,9587,656,14735
152,13271,5446,19714,17589,11719,18265,5722,9952,9574,13135,17239,13640,15973,15273
153,2674,19821,5449,3726,2316,3922,15330,7243,13127,15864,8089,12040,4021,17315
154,14144,5547,2479,19795,19381,6816,8030,8425,16711,2345,235,16201,9285,16665
155,8778,1619,13744,5011,18137,5794,18133,10536,14935,7350,11180,17566,7348,955
156,17661,2455,18807,15205,17405,12854,7818,4921,9973,6141,5593,17949,2762,15975
157,17158,7399,3942,13455,19789,16502,3004,7587,1195,12474,18796,10613,8551,15391
158,8054,9332,2821,9824,11430,5599,17257,11954,1790,6470,9098,10799,5737,5308
159,927,2226,6564,6921,11670,17923,3717,18635,6026,3875,16376,4132,555,9350
160,17845,12229,10685,18780,1282,6662,6903,12853,6030,17734,4420,15716,9911,9796
161,4600,12874,17285,6658,6365,5071,4894,12447,3374,18623,709,19653,17848,14180
162,2293,7940,10429,3372,1545,14173,8027,4708,4648,1015,3908,17646,10056,3329
163,1131,6710,6908,10475,20000,3680,5468,2118,18453,5039,2991,3272,3025,13067
164,11245,4761,7514,2693,18146,6821,7972,8526,7194,15862,9963,17769,1340,17828
165,11309,5097,14037,5003,6294,14447,4030,1299,15468,9073,6871,9659,8412,18763
166,17928,6568,19150,10107,1286,3051,11548,6718,1379,11306,9398,12533,17455,8927
167,18578,16698,8025,11428,3248,1347,5436,16643,4074,13673,7554,2265,11831,16560
168,8761,10177,12515,8382,19251,5829,9857,16832,11404,2028,14256,19922,10800,18092
169,382,7989,13973,12378,15066,8224,1001,12883,11256,7748,17210,14135,10259,7090
170,17077,15480,10414,7801,11961,15125,13603,15158,15937,9520,16635,6374,16661,15450
171,5891,10334,18638,10277,6224,9087,9559,10937,15080,11616,10322,3702,13996,13705
172,10877,15563,14079,12751,18682,9089,19486,2783,18447,10296,7151,7479,6921,11183
173,14945,9755,7367,12829,4857,14994,17228,6563,9511,1725,6157,228,9234,17945
174,7329,1075,2725,19099,9831,7854,15031,16564,5105,18221,9181,7316,659,865
175,4688,14541,1028,6390,8703,3070,17391,11282,12097,14725,15784,8808,8050,429
176,9987,3835,3155,17289,4305,6544,17329,518,15768,12197,14786,4078,17409,5869
177,16109,11202,6016,4886,5235,1243,7208,12255,1488,11442,2376,10044,18663,7137
178,17973,10220,15028,14789,16456,17518,3362,2962,17896,8438,12652,14811,10408,13197
179,13430,1557,4375,452,3358,12010,4561,4330,15271,17483,11046,9962,14037,7976
180,13514,1105,4008,1617,5385,2799,4662,1430,5450,2806,7264,1329,15096,11845
181,4830,10730,2898,16378,398,17594,383,14847,4471,13935,9764,8928,18860,2490
182,6569,7559,10737,14501,18536,1315,1020,9995,17520,6049,13221,12124,930,6268
183,14054,11311,11820,5040,11182,7971,17116,3159,9718,1926,10608,13933,7421,2024
184,14935,3762,340,17947,10780,11525,2297,1459,17846,10214,17169,16868,3982,10229
185,15045,3688,4421,17360,10645,4532,4646,13789,2974,14631,4938,1390,14343,8344
186,16513,14938,14276,15502,6173,14931,12231,3727,260,4717,12241,8181,581,15438
187,8483,9124,10741,14110,10792,1035,16940,14720,2208,1373,4941,5445,16770,3853
188,19969,4681,17825,12704,16038,11851,9200,15994,15478,3107,13682,13260,4467,5034
189,8685,6639,13040,2975,3287,10300,9414,17325,5150,13231,16231,19204,9506,1055
190,5847,4989,3370,16182,2748,19524,10693,15941,838,9399,7107,14312,9947,9555
191,10862,7752,11724,2329,8569,7117,6431,6567,17725,6205,1196,8352,15604,6859
192,10160,10429,3918,1765,2275,5708,3728,17682,7855,15417,11156,13732,15513,19254
193,2232,5185,17297,1715,6659,1011,783,16059,15645,3049,14277,13519,19777,14024
194,1438,14646,5681,12334,2929,6431,16391,7451,19955,11762,15827,304,15755,6567
195,16170,550,9834,10003,4949,12032,18184,752,18240,159,15105,17540,7357,17415
196,18457,963,1134,16443,8104,2017,13471,13767,2798,6872,17208,11661,19035,12846
197,9976,4575,1793,16661,17534,7683,8464,7552,236,18379,13076,11812,18646,1465
198,14036,16816,8282,4149,277,19224,5337,7019,17660,3099,19848,10942,2951,11727
199,12956,12099,18157,9503,1062,4152,5608,14934,1239,15561,2341,17523,16187,7679
200,15148,824,10272,15197,2987,12035,3944,2789,2925,6203,3597,16198,1623,3442
201,7177,3230,15899,9053,17780,9357,140,3241,4090,10083,662,6640,19254,18949
202,13345,12279,6067,19784,7589,10304,3461,995,17409,11397,9819,3841,1741,18827
203,15818,15215,1603,17025,16994,19886,7573,14019,6311,7275,5941,4849,10519,11012
204,2399,643,7048,17342,10058,7085,11249,7898,5315,14860,19451,6006,1082,1745
205,11791,9685,7768,9964,7898,15411,2388,18440,17255,3399,14116,12099,1810,13442
206,16398,16548,705,13053,5191,11780,17888,2656,13578,10052,5036,12779,19975,8325
207,13805,18706,11477,7632,4032,17926,13203,12095,2472,1435,2749,12386,16652,9245
208,13154,9268,178,13888,17732,1641,2051,5951,18043,15399,10987,15823,6037,11672
209,10230,7189,5397,5012,14923,10409,238,13816,15995,9241,5033,19153,19838,11398
210,17888,15694,11884,10504,11546,16107,17144,16951,4959,531,415,8999,18426,17415
211,12319,13698,4353,19009,8216,17756,6802,15360,18639,7853,6031,12245,18964,6651
212,8643,16362,6934,4425,12448,4000,10175,2852,9659,1313,13204,3041,8481,2426
213,9492,17007,6514,19776,10191,15983,12522,6908,8988,1843,3155,11222,4529,2025
214,2026,12017,15908,3043,6738,5191,932,12942,16887,10530,5561,12667,13051,17275
215,5417,8029,17369,6310,11684,13206,16746,15811,19071,2045,8566,19439,18862,372
216,9175,13854,15153,19193,2486,5957,254,5958,7353,5080,14399,15717,9462,4451
217,9941,4790,17344,18338,19387,1342,15272,5937,2031,2204,10692,5225,5846,2748
218,19659,3019,541,11709,14417,4776,15886,2408,7277,5671,12017,9376,7906,17742
219,18760,13624,18613,1943,4839,8522,7393,12882,18473,1115,16264,8655,7719,8058
220,8650,9522,12618,14901,4655,12239,169,7306,2157,19848,876,11370,6077,17728
221,9871,15489,336,15442,13382,14474,15070,17752,2500,17489,17306,10419,2611,3407
222,2566,9146,14013,19323,15130,5041,8234,1302,16284,1066,17725,6761,508,10756
223,7920,12901,19875,16408,4962,4094,6001,13757,4750,1949,6667,15675,11388,2163
224,8880,9979,16786,18889,16340,11042,6799,10282,16288,3188,2207,11622,8590,1730
225,12799,2604,8550,18874,11822,15542,19322,3320,10611,18121,13114,18099,899,13285
226,11319,12284,14849,14907,11770,6727,12154,9595,19021,7544,14131,19032,7105,16074
227,4125,17577,8933,11355,2740,8603,12011,14237,16725,19296,17129,14079,5620,5269
228,6666,1956,16571,1049,17763,5562,9575,1729,2600,14683,19291,14773,14231,10724
229,18002,19598,7113,821,8722,2278,11828,13714,4210,732,14114,14082,5639,762
230,14848,5695,10878,15211,5898,5933,3100,17461,5477,18029,4739,17974,1876,18947
231,6785,13596,9232,12510,1777,17112,11333,11776,11991,6738,2518,3837,3157,16172
232,2645,17015,11204,8995,9807,18118,15824,4114,10119,12245,5801,14748,15250,10515
233,7780,17016,13207,17732,1751,2997,200,15789,4840,2461,2803,16696,15242,16581
234,12816,10245,15735,6658,3542,13419,6648,18681,906,19325,1109,3857,2762,3867
235,4456,10087,15083,10969,7851,18162,9848,4329,524,19485,9945,9750,2726,10794
236,13315,16848,3344,7333,1444,17306,16631,11167,9187,11674,16740,18873,17600,13834
237,19255,10712,3632,2740,19063,10076,8035,1180,8917,15567,11949,11277,16727,2578
238,12210,13744,2407,7130,11831,7085,3094,1268,297,2293,2379,10496,2129,12291
239,11376,18000,7483,8277,4983,17761,16477,4402,15670,19228,12808,7268,3472,18983
240,922,16879,1967,8416,8590,1944,19496,13208,3491,3083,5763,2832,7191,4758
241,1774,11260,6766,18260,16938,18643,9678,13070,3102,12903,341,14584,7943,15165
242,14031,16306,1177,8360,661,1721,19651,1271,13217,5792,12084,18637,4970,3470
243,10497,5165,9198,4322,229,10449,2905,11374,6024,197,5249,10752,6307,14472
244,1300,11192,8246,6359,5429,6246,18196,3904,8126,9197,1190,2705,17643,8973
245,7652,1606,9131,18612,7065,8941,13451,16578,4954,11118,4598,8863,18651,18377
246,5014,10016,6163,9300,10808,10636,9003,4373,18201,11169,6607,18800,8375,7655
247,10425,529,9983,9504,2546,967,7951,7567,16432,9722,18772,4004,3802,11623
248,11564,13913,10586,18230,13378,5795,19787,7910,3605,12352,16220,3672,2266,17503
249,2728,1842,10378,9966,1546,12780,14039,8802,3686,2641,1781,4629,5992,12569
250,2476,3729,2706,10978,4887,14938,16381,6605,18447,6632,16944,16230,16441,8049
251,12505,1728,19823,18982,2385,10553,3401,17515,16761,16163,18120,2386,2655,17488
252,2207,1435,975,6268,11074,10828,7033,4216,18164,459,12487,16558,140,9142
253,18374,19934,9748,10023,12337,13948,8150,19027,7381,14212,2730,4844,4831,3509
254,14074,12877,17436,12628,1705,12354,19700,16504,6757,2424,10436,18410,6726,732
255,18270,16379,899,4613,4842,2436,9546,6303,3644,9150,4388,8693,12221,12865
256,5481,6732,1286,3060,15931,12069,11536,4298,10609,12980,19941,6476,12494,14678
257,6405,715,1050,3088,419,9825,7006,6511,3158,998,14622,9527,9009,16636
258,2394,15029,4372,6991,19171,18065,5974,9472,6053,8767,1047,6063,16711,11837
259,9581,15010,2191,16248,3920,15938,692,7029,15669,15631,1397,17581,17055,15626
260,623,15028,15476,6140,519,14669,15889,10384,16898,14642,5370,17876,3872,9054
261,11953,19431,12904,18276,6589,1592,13725,10214,14907,7082,19398,12100,16718,8191
262,11538,6952,15827,4422,12493,2882,10092,10303,16636,338,8172,12120,19755,4769
263,17152,3948,17312,2539,1318,11064,11822,10034,12070,4110,19443,4002,12926,7361
264,14920,4934,6188,4099,19568,8229,4481,12851,2941,7548,12521,17223,8654,13483
265,9642,15487,14291,19898,1897,17464,7521,14043,12685,1973,9036,8843,5473,15588
266,6610,18731,12882,126,16911,11911,13080,10457,10921,8270,3358,8090,19262,15586
267,16733,19132,10690,16482,3033,18936,16990,16981,3088,2962,11226,1821,7881,16962
268,7756,3915,7942,1785,1834,10979,5174,17580,12037,12089,17238,10635,17014,3294
269,4289,11735,1753,13466,18480,12124,6792,959,12038,10050,7195,7308,5167,4708
270,17502,3645,8899,4035,13708,6117,18310,1885,6687,10844,19273,17344,5108,13789
271,3121,6985,14940,6029,18592,5142,9636,5755,5200,13518,449,14418,1685,6472
272,1606,4947,16877,2840,5397,15451,566,15396,18880,12834,2632,12291,8717,4999
273,1129,7366,17532,2490,15290,13226,17832,9256,10528,11713,5428,6930,1880,16974
274,13902,13431,17491,5065,569,14885,6642,14537,9671,6022,10555,5355,6977,3129
275,9944,2865,12213,8048,11965,5270,18816,17638,8611,14463,858,15893,15305,19889
276,16774,7570,15321,9208,181,18953,9975,19457,12741,10641,3251,17189,19508,16803
277,13149,6025,7934,8771,14947,7408,524,8806,11364,4903,14101,2797,13700,8038
278,11219,11214,700,562,13872,3395,15794,17900,16167,13704,14525,4438,17799,9920
279,3822,3231,2818,15281,11364,18402,16941,12286,18004,19762,7665,19547,6446,9935
280,7966,1078,1224,19383,16371,9985,9771,1236,604,3455,10033,3539,3669,16263
281,6187,12585,14409,4814,17943,7101,3655,8217,925,6805,18581,13251,9607,7831
282,11129,15577,13619,18217,3082,11597,18830,8975,9601,18155,10950,19921,14810,19797
283,15059,11067,10933,3121,18561,146,5596,2174,5615,8624,18741,12283,14680,3355
284,4920,19278,18371,5765,16470,4911,9795,7035,12414,18660,5141,9166,2190,3365
285,15508,17831,10969,8279,14517,3557,14915,10341,18157,17408,16364,11831,15251,7792
286,19557,12115,8164,18557,8055,15739,4101,19027,8476,13661,17188,14937,13934,3864
287,5016,579,1700,9434,18446,8997,2861,7402,13585,9969,8616,7762,3313,12433
288,10941,3795,13386,11872,17698,4106,18260,10822,11466,19030,4916,3543,6826,14100
289,19720,13870,5295,19668,16598,10092,7041,19814,16082,1354,17568,1559,8873,13928
290,6962,19137,7390,16505,18908,7861,13142,14295,9316,10806,13996,17659,8764,6170
291,19413,16909,11094,17262,9191,17029,16196,15983,3100,15262,4103,5468,12105,9853
292,130,9792,1589,19621,16804,3066,14761,2788,13280,11933,19106,598,9329,9059
293,12100,7807,7727,17812,12827,9124,8963,14445,15961,13124,4825,17416,15151,12094
294,18064,3137,15104,12519,8058,12734,12061,308,16798,18121,7521,7666,4847,9565
295,15836,5922,19632,12623,19808,2808,5527,2576,14899,18892,19711,19154,18840,3325
296,6256,5732,1382,3679,7787,9291,4720,3995,12342,18839,2239,17791,15665,11394
297,18954,8682,16725,19292,3492,11725,2291,14767,17644,954,19678,8126,14564,13602
298,11281,18048,16833,11120,16017,12610,11869,4507,13321,15092,13315,6662,17969,14345
299,9510,19738,12949,8456,13573,15026,13587,4098,5604,13770,7200,15097,11332,13099
300,9925,13874,2828,13096,17055,301,10819,13994,5654,2034,12226,10591,1858,1677
301,13243,19153,10617,4496,9544,14793,12552,15856,2525,11712,15054,4034,6655,18517
302,7110,4159,2977,109,1773,6063,8960,5603,9682,12232,17444,10819,18730,10641
303,17252,1975,6855,10357,4956,9691,5921,19641,9269,7770,12239,17695,117,17562
304,7313,13919,12610,13835,10529,15257,7869,7902,11138,2233,8776,10396,14077,14923
305,16492,1445,3211,9814,5938,533,15256,7176,994,14644,11051,10510,9007,12534
306,10422,3480,5574,10686,13447,1609,3561,9080,13934,19425,13307,9930,2778,11027
307,1351,6924,1113,2260,4951,18846,19564,9810,14236,9961,8933,18164,18276,4015
308,13067,5224,9169,9561,7148,1940,11497,4542,19581,3566,3874,19990,15124,15443
309,9203,370,14929,18011,10604,12732,694,11903,4433,1947,15184,16626,6292,14336
310,18011,17678,6042,4287,2968,14967,2835,6225,14074,2756,18095,4806,11109,1922
311,15575,10569,6299,3303,1382,18602,1806,5985,19996,1464,7104,14758,5199,6671
312,8001,17533,17051,6888,387,10844,14272,16149,14686,16019,19474,16677,18299,6154
313,2161,17807,4312,10933,11493,2101,9583,5686,12725,3929,18449,19542,5347,8073
314,10847,2390,17829,8569,1511,14601,17804,4238,5046,18077,17835,666,9897,1791
315,18891,13549,7774,9006,6632,1849,17933,17137,5623,9687,18674,12346,12881,10898
316,15120,13080,2089,6456,19208,3661,10189,9591,1653,7229,11819,9759,13677,14529
317,9904,4281,17193,18344,6550,17680,14077,14470,3221,10673,13737,528,7362,3618
318,18134,17983,10953,2780,19321,19345,2722,8429,3816,10592,13018,3095,17667,14161
319,14715,14694,17787,6251,16196,13418,19051,858,15423,14366,17675,14818,16720,18145
